Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredRASPositions
KT148758,1,95.181,1a,94.478,150-321,Yes,150;159;206;282;316;320;321
KT148759,1,96.386,1a,95.884,150-321,Yes,150;159;206;282;316;320;321
KT148760,1,94.880,1a,94.378,150-321,Yes,150;159;206;282;316;320;321
KT148761,1,96.386,1a,95.884,150-321,Yes,150;159;206;282;316;320;321
KT148762,1,96.185,1a,95.683,150-321,Yes,150;159;206;282;316;320;321
KT148763,1,94.779,1a,94.076,150-321,Yes,150;159;206;282;316;320;321
KT148764,1,96.285,1a,95.783,150-321,Yes,150;159;206;282;316;320;321
KT148765,1,95.984,1a,95.281,150-321,Yes,150;159;206;282;316;320;321
KT148766,1,96.787,1a,96.084,150-321,Yes,150;159;206;282;316;320;321
KT148768,1,95.582,1a,94.980,150-321,Yes,150;159;206;282;316;320;321
KT148769,1,96.988,1a,96.285,150-321,Yes,150;159;206;282;316;320;321
KT148770,1,95.080,1a,94.578,150-321,Yes,150;159;206;282;316;320;321
KT148771,1,97.289,1a,96.586,150-321,Yes,150;159;206;282;316;320;321
KT148773,1,96.586,1a,95.884,150-321,Yes,150;159;206;282;316;320;321
KT148775,1,96.888,1a,96.185,150-321,Yes,150;159;206;282;316;320;321
KT148776,1,94.880,1a,94.578,150-321,Yes,150;159;206;282;316;320;321
KT148777,1,96.787,1a,96.084,150-321,Yes,150;159;206;282;316;320;321
KT148778,1,95.181,1a,94.779,150-321,Yes,150;159;206;282;316;320;321
KT148779,1,94.980,1a,94.478,150-321,Yes,150;159;206;282;316;320;321
KT148780,1,96.888,1a,96.185,150-321,Yes,150;159;206;282;316;320;321
KT148781,1,95.783,1a,95.281,150-321,Yes,150;159;206;282;316;320;321
KT148782,1,96.486,1a,95.783,150-321,Yes,150;159;206;282;316;320;321
KT148783,1,92.671,1a,92.369,150-321,Yes,150;159;206;282;316;320;321
KT148784,1,93.574,1a,93.675,150-321,Yes,150;159;206;282;316;320;321
KT148785,1,93.775,1a,93.474,150-321,Yes,150;159;206;282;316;320;321
KT148787,1,94.378,1a,93.976,150-321,Yes,150;159;206;282;316;320;321
KT148788,1,93.775,1a,93.273,150-321,Yes,150;159;206;282;316;320;321
KT148790,1,94.277,1a,93.976,150-321,Yes,150;159;206;282;316;320;321
KT148791,1,94.378,1a,93.876,150-321,Yes,150;159;206;282;316;320;321
KT148792,1,94.679,1a,94.277,150-321,Yes,150;159;206;282;316;320;321
KT148794,1,81.426,1b,92.060,150-321,Yes,150;159;206;282;316;320;321
KT148795,1,82.010,1b,91.867,150-321,Yes,150;159;206;282;316;320;321
KT148797,1,81.508,1b,93.166,150-321,Yes,150;159;206;282;316;320;321
KT148799,1,80.522,1b,92.965,150-321,Yes,150;159;206;282;316;320;321
KT148800,1,82.229,1b,92.161,150-321,Yes,150;159;206;282;316;320;321
KT148801,1,82.530,1b,92.161,150-321,Yes,150;159;206;282;316;320;321
KT148802,1,81.827,1b,92.965,150-321,Yes,150;159;206;282;316;320;321
KT148803,1,81.627,1b,92.864,150-321,Yes,150;159;206;282;316;320;321
KT148804,1,81.735,1b,92.965,150-321,Yes,150;159;206;282;316;320;321
KT148805,1,81.939,1b,92.663,150-321,Yes,150;159;206;282;316;320;321
KT148806,1,80.823,1b,91.357,150-321,Yes,150;159;206;282;316;320;321
KT148808,1,82.430,1b,92.563,150-321,Yes,150;159;206;282;316;320;321
KT148810,1,81.827,1b,91.960,150-321,Yes,150;159;206;282;316;320;321
KT148811,1,81.837,1b,92.864,150-321,Yes,150;159;206;282;316;320;321
KT148814,1,82.653,1b,92.663,150-321,Yes,150;159;206;282;316;320;321
KT148816,1,82.028,1b,92.979,150-321,Yes,150;159;206;282;316;320;321
KT595242,5,80.492,5a,80.796,150-321,Yes,150;159;206;282;316;320;321
KT871584,1,80.789,1b,91.084,150-321,Yes,150;159;206;282;316;320;321
KT871585,1,81.680,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT871586,1,81.387,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT871587,1,82.393,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT871588,1,94.977,1a,94.639,150-321,Yes,150;159;206;282;316;320;321
KT871590,1,82.336,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT871591,1,81.613,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
KT871592,1,82.336,1b,93.454,150-321,Yes,150;159;206;282;316;320;321
KT871593,1,81.433,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT871594,1,82.290,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT871596,1,95.316,1a,94.865,150-321,Yes,150;159;206;282;316;320;321
KT871597,1,81.275,1b,91.309,150-321,Yes,150;159;206;282;316;320;321
KT871598,1,81.951,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871599,1,80.823,1b,91.366,150-321,Yes,150;159;206;282;316;320;321
KT871600,1,81.962,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT871602,1,82.413,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT871605,1,81.331,1b,91.366,150-321,Yes,150;159;206;282;316;320;321
KT871606,1,81.839,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT871607,1,81.998,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871608,1,81.331,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT871611,1,81.793,1b,92.160,150-321,Yes,150;159;206;282;316;320;321
KT871612,1,82.572,1b,93.510,150-321,Yes,150;159;206;282;316;320;321
KT871613,1,81.557,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT871614,1,81.500,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT871615,1,81.716,1b,92.607,150-321,Yes,150;159;206;282;316;320;321
KT871616,1,81.736,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT871617,1,81.623,1b,92.837,150-321,Yes,150;159;206;282;316;320;321
KT871619,1,81.321,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871620,1,93.567,1a,93.284,150-321,Yes,150;159;206;282;316;320;321
KT871621,1,81.433,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871622,1,81.398,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT871623,1,93.905,1a,93.172,150-321,Yes,150;159;206;282;316;320;321
KT871624,1,81.613,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
KT871629,1,80.982,1b,91.309,150-321,Yes,150;159;206;282;316;320;321
KT871631,1,81.716,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT871632,1,82.280,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT871633,1,82.064,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT871634,1,92.156,1a,91.704,150-321,Yes,150;159;206;282;316;320;321
KT871635,1,81.623,1b,92.269,150-321,Yes,150;159;206;282;316;320;321
KT871636,1,82.064,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871637,1,82.074,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT871638,1,81.951,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT871639,1,81.218,1b,91.314,150-321,Yes,150;159;206;282;316;320;321
KT871640,1,93.792,1a,93.397,150-321,Yes,150;159;206;282;316;320;321
KT871643,1,96.614,1a,95.993,150-321,Yes,150;159;206;282;316;320;321
KT871644,1,93.962,1a,93.510,150-321,Yes,150;159;206;282;316;320;321
KT871645,1,81.895,1b,90.858,150-321,Yes,150;159;206;282;316;320;321
KT871646,1,81.828,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT871648,1,81.998,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT871649,1,82.121,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871650,1,81.038,1b,91.535,150-321,Yes,150;159;206;282;316;320;321
KT871651,1,81.839,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT871652,1,80.767,1b,90.919,150-321,Yes,150;159;206;282;316;320;321
KT871653,1,93.905,1a,93.454,150-321,Yes,150;159;206;282;316;320;321
KT871655,1,82.685,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT871657,1,80.587,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT871659,1,82.628,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT871662,1,96.163,1a,95.429,150-321,Yes,150;159;206;282;316;320;321
KT871663,1,82.111,1b,93.454,150-321,Yes,150;159;206;282;316;320;321
KT871664,1,81.398,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT871665,1,81.331,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT871667,1,95.429,1a,94.482,150-321,Yes,150;159;206;282;316;320;321
KT871669,1,80.756,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT871671,1,80.090,1b,91.540,150-321,Yes,150;159;206;282;316;320;321
KT871672,1,81.793,1b,93.909,150-321,Yes,150;159;206;282;316;320;321
KT871673,1,81.546,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT871676,1,82.910,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT871677,1,93.397,1a,92.720,150-321,Yes,150;159;206;282;316;320;321
KT871678,1,82.798,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT871680,1,81.321,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871681,1,95.655,1a,95.372,150-321,Yes,150;159;206;282;316;320;321
KT871683,1,81.669,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT871684,1,82.064,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT871685,1,80.722,1b,91.314,150-321,Yes,150;159;206;282;316;320;321
KT871687,1,82.346,1b,92.833,150-321,Yes,150;159;206;282;316;320;321
KT871688,1,82.798,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT871689,1,81.218,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871690,1,80.598,1b,92.047,150-321,Yes,150;159;206;282;316;320;321
KT871691,1,81.849,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT871692,1,94.018,1a,93.623,150-321,Yes,150;159;206;282;316;320;321
KT871693,1,96.332,1a,95.316,150-321,Yes,150;159;206;282;316;320;321
KT871694,1,82.074,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
KT871696,1,82.798,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT871698,1,82.413,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
KT871699,1,82.628,1b,93.849,150-321,Yes,150;159;206;282;316;320;321
KT871700,1,81.275,1b,92.833,150-321,Yes,150;159;206;282;316;320;321
KT871701,1,81.885,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT871702,1,82.131,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
KT871705,1,81.885,1b,93.059,150-321,Yes,150;159;206;282;316;320;321
KT871706,1,82.054,1b,93.059,150-321,Yes,150;159;206;282;316;320;321
KT871707,1,81.613,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871709,1,96.445,1a,95.485,150-321,Yes,150;159;206;282;316;320;321
KT871710,1,82.459,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
KT871712,1,82.290,1b,93.627,150-321,Yes,150;159;206;282;316;320;321
KT871713,1,81.849,1b,93.288,150-321,Yes,150;159;206;282;316;320;321
KT871715,1,81.557,1b,92.950,150-321,Yes,150;159;206;282;316;320;321
KT871716,1,80.926,1b,92.212,150-321,Yes,150;159;206;282;316;320;321
KT871717,1,94.131,1a,93.736,150-321,Yes,150;159;206;282;316;320;321
KT871719,1,82.290,1b,92.438,150-321,Yes,150;159;206;282;316;320;321
KT871721,1,81.726,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
KT871723,1,81.321,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871725,1,81.546,1b,92.607,150-321,Yes,150;159;206;282;316;320;321
KT871726,1,81.782,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
KT871727,1,81.603,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
KT871729,1,81.669,1b,92.043,150-321,Yes,150;159;206;282;316;320;321
KT871730,1,94.865,1a,94.074,150-321,Yes,150;159;206;282;316;320;321
KT871731,1,82.054,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT871732,1,83.136,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
KT871733,1,81.321,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871734,1,80.248,1b,91.140,150-321,Yes,150;159;206;282;316;320;321
KT871735,1,81.613,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871737,1,81.275,1b,92.607,150-321,Yes,150;159;206;282;316;320;321
KT871738,1,80.700,1b,91.817,150-321,Yes,150;159;206;282;316;320;321
KT871739,1,94.187,1a,93.623,150-321,Yes,150;159;206;282;316;320;321
KT871740,1,81.828,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
KT871741,1,81.895,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT871743,1,81.557,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT871744,1,94.300,1a,93.962,150-321,Yes,150;159;206;282;316;320;321
KT871746,1,81.105,1b,91.422,150-321,Yes,150;159;206;282;316;320;321
KT871747,1,82.234,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT871748,1,93.962,1a,93.341,150-321,Yes,150;159;206;282;316;320;321
KT871749,1,81.275,1b,91.483,150-321,Yes,150;159;206;282;316;320;321
KT871750,1,81.962,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT871752,1,81.726,1b,91.422,150-321,Yes,150;159;206;282;316;320;321
KT871753,1,80.845,1b,91.591,150-321,Yes,150;159;206;282;316;320;321
KT871754,1,81.998,1b,92.607,150-321,Yes,150;159;206;282;316;320;321
KT871755,1,82.074,1b,93.401,150-321,Yes,150;159;206;282;316;320;321
KT871757,1,81.321,1b,93.172,150-321,Yes,150;159;206;282;316;320;321
KT871758,1,82.018,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871759,1,92.720,1a,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871760,1,80.722,1b,91.822,150-321,Yes,150;159;206;282;316;320;321
KT871761,1,93.849,1a,93.228,150-321,Yes,150;159;206;282;316;320;321
KT871763,1,93.115,1a,92.381,150-321,Yes,150;159;206;282;316;320;321
KT871764,1,93.341,1a,93.228,150-321,Yes,150;159;206;282;316;320;321
KT871767,1,92.946,1a,92.946,150-321,Yes,150;159;206;282;316;320;321
KT871768,1,80.869,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT871769,1,80.429,1b,90.750,150-321,Yes,150;159;206;282;316;320;321
KT871770,1,81.885,1b,92.269,150-321,Yes,150;159;206;282;316;320;321
KT871771,1,82.516,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT871772,1,80.541,1b,91.140,150-321,Yes,150;159;206;282;316;320;321
KT871773,1,82.090,1d,87.910,150-321,Yes,150;159;206;282;316;320;321
KT871774,1,81.095,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT871775,1,81.285,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT871776,1,82.572,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
KT871777,1,96.050,1a,95.203,150-321,Yes,150;159;206;282;316;320;321
KT871778,1,93.172,1a,92.607,150-321,Yes,150;159;206;282;316;320;321
KT871780,1,81.941,1b,93.510,150-321,Yes,150;159;206;282;316;320;321
KT871781,1,93.679,1a,93.172,150-321,Yes,150;159;206;282;316;320;321
KT871782,1,95.147,1a,94.695,150-321,Yes,150;159;206;282;316;320;321
KT871785,1,80.813,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT871786,1,95.090,1a,94.695,150-321,Yes,150;159;206;282;316;320;321
KT871787,1,81.500,1b,91.309,150-321,Yes,150;159;206;282;316;320;321
KT871788,1,92.720,1a,92.212,150-321,Yes,150;159;206;282;316;320;321
KT871789,1,81.049,1b,92.664,150-321,Yes,150;159;206;282;316;320;321
KT871790,1,82.751,1b,92.616,150-321,Yes,150;159;206;282;316;320;321
KT871792,1,82.403,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
KT871794,1,82.704,1b,91.032,150-321,Yes,150;159;206;282;316;320;321
KT871795,1,92.889,1a,92.325,150-321,Yes,150;159;206;282;316;320;321
KT871797,1,82.290,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT871798,1,82.018,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
KT871801,1,81.218,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
KT871802,1,81.444,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT871804,1,93.849,1a,93.341,150-321,Yes,150;159;206;282;316;320;321
KT871805,1,82.516,1b,94.191,150-321,Yes,150;159;206;282;316;320;321
KT871806,1,82.920,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
KT871807,1,82.449,1b,93.905,150-321,Yes,150;159;206;282;316;320;321
KT871808,1,81.218,1b,91.366,150-321,Yes,150;159;206;282;316;320;321
KT871809,1,93.341,1a,93.002,150-321,Yes,150;159;206;282;316;320;321
KT871810,1,93.567,1a,93.115,150-321,Yes,150;159;206;282;316;320;321
KT871811,1,81.669,1b,92.442,150-321,Yes,150;159;206;282;316;320;321
KT871813,1,93.228,1a,92.777,150-321,Yes,150;159;206;282;316;320;321
KT871814,1,80.778,1b,91.991,150-321,Yes,150;159;206;282;316;320;321
KT871816,1,82.582,1b,93.067,150-321,Yes,150;159;206;282;316;320;321
KT871819,1,80.259,1b,90.237,150-321,Yes,150;159;206;282;316;320;321
KT871820,1,82.290,1b,92.217,150-321,Yes,150;159;206;282;316;320;321
KT871821,1,81.941,1b,93.172,150-321,Yes,150;159;206;282;316;320;321
KT871824,1,93.849,1a,93.341,150-321,Yes,150;159;206;282;316;320;321
KT871825,1,81.782,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT871826,1,94.526,1a,93.849,150-321,Yes,150;159;206;282;316;320;321
KT871827,1,82.244,1b,91.483,150-321,Yes,150;159;206;282;316;320;321
KT871828,1,82.516,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871829,1,93.962,1a,93.397,150-321,Yes,150;159;206;282;316;320;321
KT871830,1,82.111,1b,92.325,150-321,Yes,150;159;206;282;316;320;321
KT871831,1,82.074,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
KT871832,1,82.018,1b,93.909,150-321,Yes,150;159;206;282;316;320;321
KT871833,1,81.105,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT871836,1,93.397,1a,93.002,150-321,Yes,150;159;206;282;316;320;321
KT871837,1,82.675,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871838,1,81.218,1b,91.201,150-321,Yes,150;159;206;282;316;320;321
KT871840,1,82.064,1b,93.627,150-321,Yes,150;159;206;282;316;320;321
KT871842,1,81.151,1b,91.761,150-321,Yes,150;159;206;282;316;320;321
KT871843,1,81.377,1b,90.971,150-321,Yes,150;159;206;282;316;320;321
KT871844,1,81.839,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT871845,1,81.172,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871846,1,80.869,1b,91.253,150-321,Yes,150;159;206;282;316;320;321
KT871847,1,81.793,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
KT871848,1,82.018,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871849,1,96.275,1a,95.711,150-321,Yes,150;159;206;282;316;320;321
KT871850,1,94.018,1a,93.623,150-321,Yes,150;159;206;282;316;320;321
KT871852,1,81.387,1b,91.935,150-321,Yes,150;159;206;282;316;320;321
KT871854,1,81.962,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT871855,1,81.377,1b,92.664,150-321,Yes,150;159;206;282;316;320;321
KT871856,1,82.290,1b,92.664,150-321,Yes,150;159;206;282;316;320;321
KT871857,1,81.218,1b,91.540,150-321,Yes,150;159;206;282;316;320;321
KT871858,1,82.008,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
KT871859,1,82.187,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871860,1,81.613,1b,91.089,150-321,Yes,150;159;206;282;316;320;321
KT871861,1,80.643,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT871862,1,94.300,1a,93.679,150-321,Yes,150;159;206;282;316;320;321
KT871863,1,82.628,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871865,1,81.049,1b,92.494,150-321,Yes,150;159;206;282;316;320;321
KT871866,1,81.151,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
KT871867,1,81.895,1b,91.196,150-321,Yes,150;159;206;282;316;320;321
KT871869,1,94.244,1a,93.454,150-321,Yes,150;159;206;282;316;320;321
KT871870,1,81.839,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
KT871871,1,81.951,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871872,1,82.346,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
KT871874,1,79.797,1b,90.643,150-321,Yes,150;159;206;282;316;320;321
KT871875,1,80.609,1b,91.765,150-321,Yes,150;159;206;282;316;320;321
KT871876,1,93.510,1a,92.946,150-321,Yes,150;159;206;282;316;320;321
KT871878,1,81.105,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT871882,1,82.074,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
KT871883,1,81.444,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT871884,1,81.669,1b,93.627,150-321,Yes,150;159;206;282;316;320;321
KT871885,1,80.418,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT871887,1,81.387,1b,91.540,150-321,Yes,150;159;206;282;316;320;321
KT871888,1,82.064,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871891,1,80.722,1b,91.084,150-321,Yes,150;159;206;282;316;320;321
KT871892,1,81.275,1b,91.874,150-321,Yes,150;159;206;282;316;320;321
KT871893,1,80.880,1b,90.971,150-321,Yes,150;159;206;282;316;320;321
KT871894,1,81.726,1b,91.089,150-321,Yes,150;159;206;282;316;320;321
KT871896,1,81.716,1b,91.930,150-321,Yes,150;159;206;282;316;320;321
KT871897,1,81.998,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
KT871898,1,81.782,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
KT871899,1,81.557,1b,91.991,150-321,Yes,150;159;206;282;316;320;321
KT871900,1,83.023,1b,92.668,150-321,Yes,150;159;206;282;316;320;321
KT871901,1,81.014,1b,91.371,150-321,Yes,150;159;206;282;316;320;321
KT871902,1,82.694,1b,91.986,150-321,Yes,150;159;206;282;316;320;321
KT871903,1,82.018,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871905,1,82.223,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871906,1,80.778,1b,91.309,150-321,Yes,150;159;206;282;316;320;321
KT871908,1,93.454,1a,92.833,150-321,Yes,150;159;206;282;316;320;321
KT871909,1,80.023,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT871910,1,81.377,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
KT871914,1,95.316,1a,94.582,150-321,Yes,150;159;206;282;316;320;321
KT871915,1,81.557,1b,91.366,150-321,Yes,150;159;206;282;316;320;321
KT871916,1,81.716,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT871918,1,92.950,1a,92.611,150-321,Yes,150;159;206;282;316;320;321
KT871920,1,81.772,1b,92.833,150-321,Yes,150;159;206;282;316;320;321
KT871921,1,80.880,1b,91.089,150-321,Yes,150;159;206;282;316;320;321
KT871922,1,81.500,1b,91.878,150-321,Yes,150;159;206;282;316;320;321
KT871924,1,80.259,1b,90.801,150-321,Yes,150;159;206;282;316;320;321
KT871925,1,82.572,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871927,1,81.613,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT871928,1,93.792,1a,93.059,150-321,Yes,150;159;206;282;316;320;321
KT871929,1,82.525,1b,93.739,150-321,Yes,150;159;206;282;316;320;321
KT871931,1,93.962,1a,93.792,150-321,Yes,150;159;206;282;316;320;321
KT871932,1,96.332,1a,95.392,150-321,Yes,150;159;206;282;316;320;321
KT871933,1,95.485,1a,95.034,150-321,Yes,150;159;206;282;316;320;321
KT871934,1,81.377,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT871935,1,80.926,1b,91.479,150-321,Yes,150;159;206;282;316;320;321
KT871937,1,82.121,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871938,1,81.454,1b,92.160,150-321,Yes,150;159;206;282;316;320;321
KT871940,1,93.736,1a,93.002,150-321,Yes,150;159;206;282;316;320;321
KT871941,1,81.321,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871942,1,81.793,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
KT871943,1,82.741,1b,92.607,150-321,Yes,150;159;206;282;316;320;321
KT871944,1,81.849,1b,93.010,150-321,Yes,150;159;206;282;316;320;321
KT871945,1,81.941,1b,93.228,150-321,Yes,150;159;206;282;316;320;321
KT871947,1,81.387,1b,91.704,150-321,Yes,150;159;206;282;316;320;321
KT871948,1,82.336,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871949,1,82.177,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871954,1,81.049,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871955,1,81.105,1b,91.874,150-321,Yes,150;159;206;282;316;320;321
KT871956,1,81.951,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871960,1,94.244,1a,94.187,150-321,Yes,150;159;206;282;316;320;321
KT871963,1,96.388,1a,95.485,150-321,Yes,150;159;206;282;316;320;321
KT871964,1,82.028,1b,92.212,150-321,Yes,150;159;206;282;316;320;321
KT871965,1,81.049,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
KT871967,1,81.669,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
KT871968,1,96.163,1a,95.147,150-321,Yes,150;159;206;282;316;320;321
KT871969,1,94.695,1a,93.849,150-321,Yes,150;159;206;282;316;320;321
KT871970,1,81.444,1b,92.273,150-321,Yes,150;159;206;282;316;320;321
KT871971,1,81.567,1b,93.115,150-321,Yes,150;159;206;282;316;320;321
KT871972,1,82.403,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871973,1,80.496,1b,91.140,150-321,Yes,150;159;206;282;316;320;321
KT871974,1,82.469,1b,92.724,150-321,Yes,150;159;206;282;316;320;321
KT871976,1,80.756,1b,92.438,150-321,Yes,150;159;206;282;316;320;321
KT871977,1,81.895,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
KT871978,1,81.726,1b,91.709,150-321,Yes,150;159;206;282;316;320;321
KT871979,1,82.449,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
KT871980,1,81.839,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
KT871981,1,82.074,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
KT871982,1,81.772,1b,92.381,150-321,Yes,150;159;206;282;316;320;321
KT871983,1,81.772,1b,92.551,150-321,Yes,150;159;206;282;316;320;321
KT871984,1,81.038,1b,91.253,150-321,Yes,150;159;206;282;316;320;321
KT871985,1,82.244,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
KT871986,1,81.885,1b,92.720,150-321,Yes,150;159;206;282;316;320;321
KT871987,1,82.018,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
KT871988,1,82.619,1b,93.284,150-321,Yes,150;159;206;282;316;320;321
KT871989,1,96.219,1a,95.655,150-321,Yes,150;159;206;282;316;320;321
