Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover,CoveredRASPositions
KY620869,3,74.834,1355,3b,89.211,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620870,3,75.388,1353,3b,87.762,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620871,3,73.785,1358,3b,86.634,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620872,3,73.456,1360,3b,86.312,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620873,3,74.118,1360,3b,86.151,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620874,3,74.797,1353,3b,85.990,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620875,3,74.260,1352,3b,87.923,621,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620876,3,74.082,1362,3g,94.044,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620877,3,74.632,1360,3g,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620878,3,76.000,1350,3i,95.577,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620879,3,75.277,1355,3g,79.812,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY620880,1,91.214,1343,1a,93.103,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926904,4,87.263,369,4c,88.398,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926905,3,89.674,368,3a,89.130,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926906,4,86.141,368,4c,89.306,346,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926907,1,75.472,371,1b,90.489,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926908,4,80.441,363,4d,92.818,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926909,4,86.226,363,4c,89.826,344,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926910,1,75.610,369,1b,90.489,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926911,4,86.413,368,4a,86.413,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926912,1,78.976,371,1b,91.576,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926913,3,91.304,368,3a,90.489,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926914,4,79.778,361,4r,89.722,360,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926915,4,84.282,369,4c,86.464,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926916,4,87.052,363,4c,90.407,344,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926917,4,86.179,369,4c,86.464,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926918,4,86.992,369,4l,87.500,360,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926919,4,78.453,362,4d,92.244,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926920,4,86.575,365,4c,88.921,343,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926921,3,93.478,368,3a,91.848,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926922,4,80.501,359,4o,89.665,358,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926923,4,86.721,369,4c,87.293,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926924,4,87.603,363,4c,87.812,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926925,4,85.908,369,4c,88.663,344,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926926,4,86.721,369,4c,87.293,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926927,4,86.450,369,4a,86.450,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926928,4,86.685,368,4c,89.306,346,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926929,4,87.772,368,4a,87.772,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926930,4,86.351,359,4c,90.962,343,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926931,4,87.500,368,4a,87.500,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926932,4,87.772,368,4a,87.772,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926933,4,86.777,363,4c,88.116,345,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926934,4,85.083,362,4c,87.861,346,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926935,1,76.359,368,1b,90.761,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926936,4,85.326,368,4c,87.755,343,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926937,1,78.788,363,1b,92.562,363,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926938,4,86.104,367,4c,86.944,360,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926939,4,85.326,368,4a,85.326,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926940,4,85.908,369,4c,86.740,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926941,4,78.670,361,4r,91.989,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926942,4,86.141,368,4c,88.047,343,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926943,1,95.592,363,1a,94.309,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926944,4,84.824,369,4c,85.912,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926945,4,86.685,368,4a,86.685,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926946,4,86.450,369,4c,87.293,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926947,4,82.222,360,4o,93.036,359,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926948,4,84.011,369,4a,84.011,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926949,4,85.870,368,4c,87.017,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926950,4,86.992,369,4c,88.286,350,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926951,4,87.193,367,4a,87.193,367,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926952,4,84.722,360,4o,92.201,359,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926953,4,83.056,360,4o,91.643,359,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926954,4,85.095,369,4c,87.017,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926955,4,87.228,368,4a,87.228,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926956,4,88.618,369,4a,88.618,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926957,4,83.651,367,4c,86.550,342,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926958,4,88.767,365,4a,88.767,365,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926959,4,82.222,360,4o,91.365,359,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926960,4,86.179,369,4a,86.179,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926961,4,87.397,365,4c,89.213,343,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926962,4,87.772,368,4a,87.772,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926963,4,84.553,369,4n,85.912,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926964,4,86.179,369,4a,86.179,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926965,4,86.141,368,4c,88.089,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926966,4,80.886,361,4l,88.674,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926967,4,85.326,368,4c,88.089,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926968,4,87.772,368,4c,90.145,345,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926969,4,86.992,369,4c,88.663,344,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926970,4,87.772,368,4c,89.474,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926971,4,85.054,368,4c,85.873,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926972,4,87.228,368,4l,88.301,359,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926973,4,80.939,362,4n,92.778,360,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926974,4,86.685,368,4a,86.685,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926975,4,84.848,363,4c,87.791,344,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926976,4,86.188,362,4c,90.028,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926977,4,85.326,368,4c,86.704,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926978,4,87.738,367,4a,87.738,367,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926979,4,88.043,368,4c,89.197,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926980,4,79.890,363,4d,93.094,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926981,4,78.393,361,4r,90.582,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926982,4,86.813,364,4c,87.017,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926983,4,80.165,363,4d,94.199,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926984,4,88.043,368,4a,88.043,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926985,4,86.685,368,4c,87.812,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926986,4,86.685,368,4c,89.227,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926987,4,86.685,368,4l,87.778,360,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926988,4,86.992,369,4a,86.992,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926989,4,84.341,364,4c,86.464,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926990,4,84.824,369,4l,87.744,359,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926991,4,85.095,369,4c,87.017,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926992,1,77.778,369,1b,93.207,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926993,1,78.512,363,1b,92.562,363,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926994,1,76.550,371,1b,92.663,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926995,1,77.717,368,1b,92.663,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926996,1,80.163,368,1b,91.033,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926997,1,76.359,368,1b,91.033,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926998,1,94.565,368,1a,94.005,367,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY926999,1,76.359,368,1b,91.304,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927000,1,93.750,368,1a,92.663,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927001,1,78.261,368,1b,92.391,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927002,1,77.446,368,1d,90.761,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927003,1,79.076,368,1b,91.576,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927004,1,79.620,368,1g,91.033,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927005,1,78.320,369,1g,90.515,369,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927006,1,76.359,368,1g,90.217,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927007,3,92.935,368,3a,92.120,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927008,4,86.141,368,4o,87.151,358,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927009,4,86.501,363,4c,87.845,362,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927010,4,83.967,368,4a,83.967,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927011,4,83.471,363,4n,91.413,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927012,4,86.141,368,4a,86.141,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927013,4,84.239,368,4c,88.539,349,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927014,4,87.193,367,4c,88.643,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927015,4,84.783,368,4c,85.319,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927016,4,80.387,362,4d,92.521,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927017,1,77.989,368,1b,92.935,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927018,4,82.684,231,4n,86.344,227,26-78,,26;28;29;30;31;32;38;58;62
KY927019,4,86.141,368,4c,88.366,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927020,4,86.141,368,4a,86.141,368,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927021,4,86.667,360,4a,86.667,360,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
KY927022,4,85.870,368,4c,88.920,361,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209863,1,94.568,1344,1a,95.925,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209864,1,93.671,1343,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209865,1,93.750,1344,1a,95.455,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209866,1,93.155,1344,1a,94.044,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209867,1,94.420,1344,1a,95.455,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209868,1,91.667,1344,1a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209869,1,92.554,1343,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209870,1,90.923,1344,1a,91.236,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209871,1,92.262,1344,1a,93.887,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209872,1,94.420,1344,1a,94.984,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209873,1,93.304,1344,1a,94.340,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209874,1,93.378,1344,1a,94.340,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209875,1,91.295,1344,1a,91.536,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209876,1,93.378,1344,1a,93.584,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209877,1,93.452,1344,1a,93.574,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209878,1,93.750,1344,1a,94.357,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209879,1,95.238,1344,1a,96.557,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209880,1,92.783,1344,1a,95.768,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209881,1,92.560,1344,1a,95.611,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209882,1,93.824,1344,1a,94.679,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209883,1,92.188,1344,1a,94.523,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209884,1,93.452,1344,1a,93.427,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209885,1,94.122,1344,1a,95.611,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209886,1,94.048,1344,1a,93.574,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209887,1,94.048,1344,1a,95.298,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC209888,1,93.452,1344,1a,96.238,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368309,1,76.009,1313,1b,92.453,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368310,1,75.686,1349,1b,92.441,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368311,1,91.295,1344,1a,93.103,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368312,1,95.461,1344,1a,94.836,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368313,1,91.890,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368314,1,75.539,1345,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368315,1,90.943,1347,1a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368316,1,94.048,1344,1a,95.618,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368317,1,93.363,1356,1a,95.768,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368318,1,76.130,1349,1b,90.566,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368319,1,75.985,1345,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368320,1,93.378,1344,1a,94.679,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368321,1,92.336,1344,1a,92.790,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368322,1,75.501,1347,1b,91.038,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368323,1,75.626,1317,1b,92.913,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368324,1,95.312,1344,1a,96.244,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368325,1,75.970,1315,1b,91.824,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368326,1,93.750,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368327,1,92.932,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368328,1,93.973,1344,1a,93.574,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368329,1,95.908,1344,1a,96.088,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368330,1,76.161,1313,1b,93.228,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368331,1,92.405,1343,1a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368332,1,92.783,1344,1a,95.305,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368333,1,75.988,1316,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368334,1,75.360,1319,1b,90.079,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368335,1,75.982,1349,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368336,1,75.208,1319,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368337,1,75.588,1319,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368338,1,76.042,1319,1b,89.921,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368339,1,75.380,1316,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368340,1,75.133,1319,1b,89.606,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368341,1,75.456,1316,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368342,1,75.436,1319,1b,90.709,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368343,1,75.019,1329,1b,90.236,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368344,1,75.686,1349,1b,89.606,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368345,1,75.341,1318,1b,89.921,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368346,1,75.589,1315,1b,90.709,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368347,1,90.104,1344,1a,91.393,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368348,1,75.724,1347,1b,93.858,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368349,1,75.836,1345,1b,91.981,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368350,1,75.437,1315,1b,91.339,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368351,1,92.560,1344,1a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368352,3,93.363,1356,3a,92.332,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368353,3,93.732,1356,3a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368354,2,91.553,1397,2a,92.598,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368355,3,93.510,1356,3a,92.645,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368356,4,88.914,1335,4a,89.623,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368357,4,88.099,1336,4a,90.094,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368358,3,94.469,1356,3a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368359,1,76.538,1317,1b,91.811,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368360,3,93.953,1356,3a,93.427,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368361,3,94.322,1356,3a,93.271,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368362,2,86.963,1396,2a,90.521,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368363,2,72.262,1406,2b,94.497,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368364,3,93.333,1350,3a,93.114,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368365,3,92.251,1355,3a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368366,1,93.080,1344,1a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368367,2,73.900,1023,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368368,3,94.912,1356,3a,93.897,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368369,3,93.658,1356,3a,94.992,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368370,3,92.625,1356,3a,92.019,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368371,2,85.745,1396,2a,88.522,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368372,3,91.445,1356,3a,91.850,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368373,2,90.609,1395,2a,91.352,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368374,1,93.229,1344,1a,94.836,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368375,1,75.572,1355,1b,91.496,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368376,1,74.829,1319,1b,89.606,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368377,1,74.144,1315,1b,91.195,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368378,2,89.183,1396,2a,90.409,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368379,1,75.496,1310,1b,92.441,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368380,1,75.513,1315,1b,91.024,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368381,1,76.480,1318,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368382,3,91.858,1351,3a,91.693,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368383,1,75.872,1347,1b,93.701,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368384,1,73.141,1318,1b,90.566,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368385,1,75.057,1327,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368386,1,74.797,1353,1b,91.181,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368387,1,75.704,1313,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368388,2,91.649,946,2a,91.352,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368389,2,91.261,1396,2a,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368390,1,75.239,1357,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368391,1,93.378,1344,1a,94.523,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368392,2,89.764,1397,2a,90.521,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368393,2,90.486,1398,2a,91.024,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368394,1,74.752,1311,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368395,1,75.286,1311,1b,92.126,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368396,1,75.739,1319,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368397,2,74.011,1062,2b,93.396,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368398,1,76.183,1310,1b,92.283,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368399,1,73.446,1367,1b,90.723,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368400,1,75.512,1319,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368401,1,76.905,1312,1b,91.969,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368402,1,75.762,1312,1b,92.925,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368403,1,75.266,1314,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368404,1,91.443,1344,1a,93.584,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368405,1,76.480,1318,1b,93.386,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368406,1,75.390,1345,1b,93.858,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368407,1,75.908,1349,1b,89.764,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368408,1,75.588,1319,1b,90.551,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368409,6,69.660,1147,6n,95.397,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368410,1,75.436,1319,1b,90.394,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368411,2,74.927,1025,2b,92.610,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368412,1,92.188,1344,1a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368413,1,75.360,1319,1b,89.921,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368414,4,88.315,1335,4a,88.522,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
LC368415,2,89.183,1396,2a,90.252,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
