Gene,Accession,CometSubtype,BlastPerGeneSubtype,CompareCondition
NS5B,OR825181,1b,1o,Comet_vs_PerGene
NS5B,OR825184,2a,2u,Comet_vs_PerGene
NS5B,OR825189,2b,2u,Comet_vs_PerGene
NS5B,OR825190,2j,2u,Comet_vs_PerGene
NS5B,OR825191,1b,1o,Comet_vs_PerGene
NS5B,OR825194,4a,4c,Comet_vs_PerGene
NS5B,OR825199,2j,2u,Comet_vs_PerGene
NS5B,OR825201,2j,2u,Comet_vs_PerGene
NS5B,OR825202,2j,2u,Comet_vs_PerGene
NS5B,OR825204,2j,2u,Comet_vs_PerGene
NS5B,OR825213,4v,4t,Comet_vs_PerGene
NS5B,OR825217,1b,1o,Comet_vs_PerGene
NS5B,OR825223,4f,4v,Comet_vs_PerGene
NS5B,OR825224,4v,4t,Comet_vs_PerGene
NS5B,OR825225,2j,2u,Comet_vs_PerGene
NS5B,OR825226,1b,1o,Comet_vs_PerGene
NS5B,OR825227,2q,2a,Comet_vs_PerGene
NS5B,OR825236,4l,4t,Comet_vs_PerGene
NS5B,OR825237,2j,2u,Comet_vs_PerGene
NS5B,OR825239,1c,1o,Comet_vs_PerGene
NS5B,OR825241,4r,4m,Comet_vs_PerGene
NS5B,OR825247,2j,2u,Comet_vs_PerGene
NS5B,OR825249,4v,4t,Comet_vs_PerGene
NS5B,OR825251,4f,4l,Comet_vs_PerGene
NS5B,OR825252,1b,1o,Comet_vs_PerGene
NS5B,OR825253,1c,1d,Comet_vs_PerGene
NS5B,OR825257,4m,4l,Comet_vs_PerGene
NS5B,OR825258,4a,4v,Comet_vs_PerGene
NS5B,OR825259,4a,4c,Comet_vs_PerGene
NS5B,OR825269,2j,2u,Comet_vs_PerGene
NS5B,OR825274,4v,4l,Comet_vs_PerGene
NS5B,OR825275,1b,1o,Comet_vs_PerGene
NS5B,OR825283,4v,4t,Comet_vs_PerGene
NS5B,OR825290,4m,4l,Comet_vs_PerGene
NS5B,OR825291,4a,4v,Comet_vs_PerGene
NS5B,OR825292,4a,4c,Comet_vs_PerGene
NS5B,OR825299,4d,4c,Comet_vs_PerGene
NS5B,OR825301,2j,2u,Comet_vs_PerGene
NS5B,OR825307,2m,2u,Comet_vs_PerGene
NS5B,OR825309,2q,2u,Comet_vs_PerGene
NS5B,OR825311,2j,2u,Comet_vs_PerGene
NS5B,OR825313,2j,2u,Comet_vs_PerGene
NS5B,OR825314,2q,2u,Comet_vs_PerGene
NS5B,OR825316,2m,2u,Comet_vs_PerGene
NS5B,OR825317,4v,4l,Comet_vs_PerGene
NS5B,OQ979437,"unassigned_1, 1b-1a",1a,Comet_vs_PerGene
NS5B,OQ979440,"unassigned_1, 1b-2j-2m",1b,Comet_vs_PerGene
NS5B,OR661239,3a,3i,Comet_vs_PerGene
NS5B,OR661240,3a,3i,Comet_vs_PerGene
NS5B,AB001040,"unassigned_1, 1b-6b",1b,Comet_vs_PerGene
NS5B,AB016785,"unassigned_1, 1b-3g-6b",1b,Comet_vs_PerGene
NS5B,AB027608,6j,7a,Comet_vs_PerGene
NS5B,AB027609,6i,1l,Comet_vs_PerGene
NS5B,AB049088,"unassigned_1, 1b-6b",1b,Comet_vs_PerGene
NS5B,AB049089,"unassigned_1, 1b-6h-6b",1b,Comet_vs_PerGene
NS5B,AB049090,"unassigned_1, 1b-6k-6b",1b,Comet_vs_PerGene
NS5B,AB049091,"unassigned_1, 1b-2b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB049095,"unassigned_1, 1b-6h-6b",1b,Comet_vs_PerGene
NS5B,AB049101,"unassigned_1, 1b-6k-6d-6b",1b,Comet_vs_PerGene
NS5B,AB080299,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB110290,"unassigned_1, 1b-1a",1b,Comet_vs_PerGene
NS5B,AB110302,"unassigned_1, 1a-1b",1a,Comet_vs_PerGene
NS5B,AB119282,"unassigned_1, 1b-3k",1b,Comet_vs_PerGene
NS5B,AB162890,6o,8a,Comet_vs_PerGene
NS5B,AB191333,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB249644,"unassigned_1, 1b-6b-6h-6b",1b,Comet_vs_PerGene
NS5B,AB281397,6o,8a,Comet_vs_PerGene
NS5B,AB281405,6e,6p,Comet_vs_PerGene
NS5B,AB426117,"unassigned_1, 1b-6b-6h-6b",1b,Comet_vs_PerGene
NS5B,AB435162,"unassigned_1, 1b-6b-6h-6b",1b,Comet_vs_PerGene
NS5B,AB442219,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB442220,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB442221,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB442222,"unassigned_1, 1b-6d-6b",1b,Comet_vs_PerGene
NS5B,AB444480,4a,4c,Comet_vs_PerGene
NS5B,AB470015,4a,4c,Comet_vs_PerGene
NS5B,AB470026,4a,4c,Comet_vs_PerGene
NS5B,AB470251,4a,4l,Comet_vs_PerGene
NS5B,AB472165,2c,2a,Comet_vs_PerGene
NS5B,AB523257,6h,1m,Comet_vs_PerGene
NS5B,AB523259,6h,1m,Comet_vs_PerGene
NS5B,AB523261,2j,2u,Comet_vs_PerGene
NS5B,AB523289,6h,1m,Comet_vs_PerGene
NS5B,AB523290,6h,1m,Comet_vs_PerGene
NS5B,AB523312,6h,8a,Comet_vs_PerGene
NS5B,AB523332,6h,8a,Comet_vs_PerGene
NS5B,AB523339,6e,8a,Comet_vs_PerGene
NS5B,AB558135,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB622121,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB661826,6n,1n,Comet_vs_PerGene
NS5B,AB677527,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB677528,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB677529,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB677530,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB677531,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB677532,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB677533,"unassigned_1, 1b-2b",1b,Comet_vs_PerGene
NS5B,AB691595,"unassigned_1, 3a-3h-6k-3h-2b",3a,Comet_vs_PerGene
NS5B,AB691596,"unassigned_1, 3a-3h-6k-3h-2b",3a,Comet_vs_PerGene
NS5B,AB691953,"unassigned_1, 1b-3g-6d-6b",1b,Comet_vs_PerGene
NS5B,AB792683,"unassigned_1, 3a-3h",3a,Comet_vs_PerGene
NS5B,AB795432,"unassigned_1, 4a-6k",4a,Comet_vs_PerGene
NS5B,AB828699,"unassigned_1, 1b-6b",1b,Comet_vs_PerGene
NS5B,AB828700,"unassigned_1, 1b-6k-6d-6k-6d-6k-6d",1b,Comet_vs_PerGene
NS5B,AB828701,"unassigned_1, 1b-6k-6d-6k-6d-6k-6d",1b,Comet_vs_PerGene
NS5B,AB989307,6r,8a,Comet_vs_PerGene
NS5B,AB989310,6e,6xc,Comet_vs_PerGene
NS5B,AB989322,6e,6xc,Comet_vs_PerGene
NS5B,AB989342,6e,6xc,Comet_vs_PerGene
NS5B,AB989344,6e,6xf,Comet_vs_PerGene
NS5B,AB989351,6r,8a,Comet_vs_PerGene
NS5B,AB989359,6e,6xf,Comet_vs_PerGene
NS5B,AB989362,6e,6xc,Comet_vs_PerGene
NS5B,AB989365,6e,6o,Comet_vs_PerGene
NS5B,AB989401,6e,6xc,Comet_vs_PerGene
NS5B,AB989409,6r,8a,Comet_vs_PerGene
NS5B,AB989426,6e,6c,Comet_vs_PerGene
NS5B,AF037230,1l,1a,Comet_vs_PerGene
NS5B,AF037232,1b,1d,Comet_vs_PerGene
NS5B,AF037233,1b,1d,Comet_vs_PerGene
NS5B,AF037234,1b,1i,Comet_vs_PerGene
NS5B,AF037235,1b,1d,Comet_vs_PerGene
NS5B,AF037236,1b,1d,Comet_vs_PerGene
NS5B,AF037237,1b,1d,Comet_vs_PerGene
NS5B,AF037238,1b,1d,Comet_vs_PerGene
NS5B,AF037239,2j,2a,Comet_vs_PerGene
NS5B,AF037240,2q,2a,Comet_vs_PerGene
NS5B,AF037248,2j,2v,Comet_vs_PerGene
NS5B,AF037249,2j,2k,Comet_vs_PerGene
NS5B,AF037250,2j,2d,Comet_vs_PerGene
NS5B,AF037253,2b,2a,Comet_vs_PerGene
NS5B,AF037254,2j,2t,Comet_vs_PerGene
NS5B,AF041323,1b,2c,Comet_vs_PerGene
NS5B,AF046195,2b,2a,Comet_vs_PerGene
NS5B,AF046824,4d,4o,Comet_vs_PerGene
NS5B,AF054247,"unassigned_1, 1b-1a-6k-1a-6b-1a",1b,Comet_vs_PerGene
NS5B,AF054248,"unassigned_1, 1b-1a-6k-1a-6b-1a",1b,Comet_vs_PerGene
NS5B,AF054249,"unassigned_1, 1b-1a-6k-1a-6b-1a",1b,Comet_vs_PerGene
NS5B,AF139594,"unassigned_1, 1b-6k-6d-6b-3g",1b,Comet_vs_PerGene
NS5B,AF164105,2j,2m,Comet_vs_PerGene
NS5B,AF164106,2a,2j,Comet_vs_PerGene
NS5B,AF164107,2j,2d,Comet_vs_PerGene
NS5B,AF164109,2j,2r,Comet_vs_PerGene
NS5B,AF164111,2j,2d,Comet_vs_PerGene
NS5B,AF164112,2j,2u,Comet_vs_PerGene
NS5B,AF176573,"unassigned_1, 1b-6h-6d",1b,Comet_vs_PerGene
NS5B,AF271806,4a,4c,Comet_vs_PerGene
NS5B,AF333324,"unassigned_1, 1b-1a",1b,Comet_vs_PerGene
NS5B,AF356827,"unassigned_1, 1b-6h-2a-6h-6d-3g",1b,Comet_vs_PerGene
NS5B,AF515978,2j,2t,Comet_vs_PerGene
NS5B,AF515979,2j,2t,Comet_vs_PerGene
NS5B,AF516027,2j,2i,Comet_vs_PerGene
NS5B,AF516029,2j,2t,Comet_vs_PerGene
NS5B,AH014140,1b,1a,Comet_vs_PerGene
NS5B,AH014196,"unassigned_1, 2k-1b",1b,Comet_vs_PerGene
NS5B,AH014197,"unassigned_1, 2k-1b",1b,Comet_vs_PerGene
NS5B,AJ132997,"unassigned_1, 1b-6b",1b,Comet_vs_PerGene
NS5B,AJ231454,2j,2i,Comet_vs_PerGene
NS5B,AJ231455,2b,2l,Comet_vs_PerGene
NS5B,AJ231493,1l,1a,Comet_vs_PerGene
NS5B,AJ231494,1l,1a,Comet_vs_PerGene
NS5B,AJ238799,"unassigned_1, 1b-3h",1b,Comet_vs_PerGene
NS5B,AJ291268,4a,4m,Comet_vs_PerGene
NS5B,AJ581487,4a,4c,Comet_vs_PerGene
NS5B,AJ581494,4d,4o,Comet_vs_PerGene
NS5B,AJ581505,4d,4o,Comet_vs_PerGene
NS5B,AJ851228,1b,1d,Comet_vs_PerGene
NS5B,AM177500,4v,4m,Comet_vs_PerGene
NS5B,AM177502,4a,4m,Comet_vs_PerGene
NS5B,AM177503,4v,4m,Comet_vs_PerGene
NS5B,AM177504,4v,4a,Comet_vs_PerGene
NS5B,AM177505,4v,4m,Comet_vs_PerGene
NS5B,AM177506,4v,4a,Comet_vs_PerGene
NS5B,AM177507,4v,4a,Comet_vs_PerGene
NS5B,AM177508,4v,4m,Comet_vs_PerGene
NS5B,AM408911,2j,5a,Comet_vs_PerGene
NS5B,AM888292,4v,4p,Comet_vs_PerGene
NS5B,AM888293,4v,4m,Comet_vs_PerGene
NS5B,AM888294,4f,4m,Comet_vs_PerGene
NS5B,AM888295,4v,4c,Comet_vs_PerGene
NS5B,AM888296,4v,4c,Comet_vs_PerGene
NS5B,AM888297,4v,4a,Comet_vs_PerGene
NS5B,AM888298,4v,4d,Comet_vs_PerGene
NS5B,AM888300,4a,4v,Comet_vs_PerGene
NS5B,AM888303,4v,4m,Comet_vs_PerGene
NS5B,AM888304,4v,4p,Comet_vs_PerGene
NS5B,AY045702,"unassigned_1, 1b-6b",1b,Comet_vs_PerGene
NS5B,AY236368,2j,2a,Comet_vs_PerGene
NS5B,AY236369,1b,1i,Comet_vs_PerGene
NS5B,AY236370,1c,1o,Comet_vs_PerGene
NS5B,AY236371,2j,2a,Comet_vs_PerGene
NS5B,AY236376,2m,2a,Comet_vs_PerGene
NS5B,AY236378,2a,2m,Comet_vs_PerGene
NS5B,AY236379,2c,2v,Comet_vs_PerGene
NS5B,AY236381,2b,2l,Comet_vs_PerGene
NS5B,AY236382,2j,2d,Comet_vs_PerGene
NS5B,AY236383,2j,2u,Comet_vs_PerGene
NS5B,AY236385,2j,2a,Comet_vs_PerGene
NS5B,AY257072,4l,4t,Comet_vs_PerGene
NS5B,AY257076,2j,2u,Comet_vs_PerGene
NS5B,AY257079,2a,2u,Comet_vs_PerGene
NS5B,AY257080,2j,2u,Comet_vs_PerGene
NS5B,AY257081,2j,2u,Comet_vs_PerGene
NS5B,AY257082,4v,4l,Comet_vs_PerGene
NS5B,AY257084,2j,2u,Comet_vs_PerGene
NS5B,AY257085,4a,4c,Comet_vs_PerGene
NS5B,AY257088,2j,2u,Comet_vs_PerGene
NS5B,AY257089,4v,4l,Comet_vs_PerGene
NS5B,AY257099,2j,2u,Comet_vs_PerGene
NS5B,AY257100,2j,2u,Comet_vs_PerGene
NS5B,AY257430,4k,2l,Comet_vs_PerGene
NS5B,AY257437,2j,2t,Comet_vs_PerGene
NS5B,AY257462,2j,2d,Comet_vs_PerGene
NS5B,AY257463,2j,2v,Comet_vs_PerGene
NS5B,AY257464,2j,2t,Comet_vs_PerGene
NS5B,AY257465,2b,2l,Comet_vs_PerGene
NS5B,AY265420,2j,2r,Comet_vs_PerGene
NS5B,AY265422,2j,2u,Comet_vs_PerGene
NS5B,AY265423,2j,2r,Comet_vs_PerGene
NS5B,AY265426,2j,2r,Comet_vs_PerGene
NS5B,AY265427,2j,2a,Comet_vs_PerGene
NS5B,AY265429,4v,4p,Comet_vs_PerGene
NS5B,AY265433,2q,2u,Comet_vs_PerGene
NS5B,AY265435,4v,4a,Comet_vs_PerGene
NS5B,AY265436,2j,2u,Comet_vs_PerGene
NS5B,AY265437,2j,2q,Comet_vs_PerGene
NS5B,AY265439,1l,1b,Comet_vs_PerGene
NS5B,AY265442,2j,2u,Comet_vs_PerGene
NS5B,AY265443,2j,2u,Comet_vs_PerGene
NS5B,AY265444,2b,2u,Comet_vs_PerGene
NS5B,AY265449,2q,2r,Comet_vs_PerGene
NS5B,AY265451,2j,2u,Comet_vs_PerGene
NS5B,AY434106,1a,1j,Comet_vs_PerGene
NS5B,AY434113,1l,1k,Comet_vs_PerGene
NS5B,AY434120,1b,1i,Comet_vs_PerGene
NS5B,AY434123,1a,1k,Comet_vs_PerGene
NS5B,AY434126,4v,4q,Comet_vs_PerGene
NS5B,AY434129,1a,1j,Comet_vs_PerGene
NS5B,AY434147,4v,4q,Comet_vs_PerGene
NS5B,AY460204,"unassigned_1, 1b-6h-6b",1b,Comet_vs_PerGene
NS5B,AY548708,4l,4v,Comet_vs_PerGene
NS5B,AY548723,4a,4o,Comet_vs_PerGene
NS5B,AY587235,4l,1m,Comet_vs_PerGene
NS5B,AY587236,4m,1m,Comet_vs_PerGene
NS5B,AY587237,4m,1m,Comet_vs_PerGene
NS5B,AY587238,6w,1n,Comet_vs_PerGene
NS5B,AY587239,4m,2a,Comet_vs_PerGene
NS5B,AY587240,4m,2a,Comet_vs_PerGene
NS5B,AY587241,3b,3a,Comet_vs_PerGene
NS5B,AY587242,3b,3a,Comet_vs_PerGene
NS5B,AY587845,"unassigned_1, 1b-2j-2a-2j-2k",1b,Comet_vs_PerGene
NS5B,AY632130,1b,1o,Comet_vs_PerGene
NS5B,AY632131,1b,1o,Comet_vs_PerGene
NS5B,AY632132,1b,1o,Comet_vs_PerGene
NS5B,AY632133,1b,1o,Comet_vs_PerGene
NS5B,AY632147,1c,1d,Comet_vs_PerGene
NS5B,AY632152,1l,1c,Comet_vs_PerGene
NS5B,AY632154,2j,2u,Comet_vs_PerGene
NS5B,AY632155,2a,2r,Comet_vs_PerGene
NS5B,AY632156,2j,2u,Comet_vs_PerGene
NS5B,AY632157,2q,2u,Comet_vs_PerGene
NS5B,AY632158,2j,2u,Comet_vs_PerGene
NS5B,AY632159,2j,2u,Comet_vs_PerGene
NS5B,AY632160,2j,2u,Comet_vs_PerGene
NS5B,AY632161,2j,2u,Comet_vs_PerGene
NS5B,AY632162,2j,2u,Comet_vs_PerGene
NS5B,AY632163,2j,2u,Comet_vs_PerGene
NS5B,AY632164,2q,2r,Comet_vs_PerGene
NS5B,AY632165,2j,2u,Comet_vs_PerGene
NS5B,AY632166,2j,2u,Comet_vs_PerGene
NS5B,AY632167,2j,2u,Comet_vs_PerGene
NS5B,AY632168,2q,2u,Comet_vs_PerGene
NS5B,AY632169,2q,2u,Comet_vs_PerGene
NS5B,AY632170,2j,2u,Comet_vs_PerGene
NS5B,AY632171,2q,2u,Comet_vs_PerGene
NS5B,AY632172,2q,2r,Comet_vs_PerGene
NS5B,AY632173,2j,2r,Comet_vs_PerGene
NS5B,AY632174,2q,2r,Comet_vs_PerGene
NS5B,AY632175,2j,2r,Comet_vs_PerGene
NS5B,AY632176,2j,2u,Comet_vs_PerGene
NS5B,AY632177,2j,2u,Comet_vs_PerGene
NS5B,AY632178,2j,2u,Comet_vs_PerGene
NS5B,AY632179,2j,2u,Comet_vs_PerGene
NS5B,AY632180,2j,2r,Comet_vs_PerGene
NS5B,AY632181,2j,2u,Comet_vs_PerGene
NS5B,AY632182,2j,2u,Comet_vs_PerGene
NS5B,AY632183,2j,2u,Comet_vs_PerGene
NS5B,AY632185,2j,2u,Comet_vs_PerGene
NS5B,AY632186,2j,2u,Comet_vs_PerGene
NS5B,AY632187,2a,2u,Comet_vs_PerGene
NS5B,AY632188,2a,2u,Comet_vs_PerGene
NS5B,AY632189,2j,2u,Comet_vs_PerGene
NS5B,AY632190,2j,2k,Comet_vs_PerGene
NS5B,AY632221,4v,4t,Comet_vs_PerGene
NS5B,AY632228,4l,4t,Comet_vs_PerGene
NS5B,AY632229,4v,4t,Comet_vs_PerGene
NS5B,AY632230,4v,4p,Comet_vs_PerGene
NS5B,AY632231,4v,4p,Comet_vs_PerGene
NS5B,AY632232,4v,4p,Comet_vs_PerGene
NS5B,AY632234,4a,4l,Comet_vs_PerGene
NS5B,AY632235,4v,4p,Comet_vs_PerGene
NS5B,AY632238,4v,4q,Comet_vs_PerGene
NS5B,AY682765,"unassigned_1, 1b-1a",1a,Comet_vs_PerGene
NS5B,AY685018,2j,2u,Comet_vs_PerGene
NS5B,AY685022,2j,2r,Comet_vs_PerGene
NS5B,AY685024,4f,4p,Comet_vs_PerGene
NS5B,AY685027,4a,4c,Comet_vs_PerGene
NS5B,AY685029,2j,2v,Comet_vs_PerGene
NS5B,AY685030,4l,4t,Comet_vs_PerGene
NS5B,AY685033,2j,2r,Comet_vs_PerGene
NS5B,AY685037,2j,2u,Comet_vs_PerGene
NS5B,AY685040,2j,2u,Comet_vs_PerGene
NS5B,AY685041,2a,2u,Comet_vs_PerGene
NS5B,AY685043,2j,2u,Comet_vs_PerGene
NS5B,AY685047,4d,4p,Comet_vs_PerGene
NS5B,AY685048,2q,2u,Comet_vs_PerGene
NS5B,AY735102,6q,8a,Comet_vs_PerGene
NS5B,AY743090,4a,4c,Comet_vs_PerGene
NS5B,AY743105,4a,4o,Comet_vs_PerGene
NS5B,AY743139,4a,4w,Comet_vs_PerGene
NS5B,AY743152,4a,4l,Comet_vs_PerGene
NS5B,AY743215,4f,4p,Comet_vs_PerGene
NS5B,AY754612,6q,3d,Comet_vs_PerGene
NS5B,AY754615,6q,8a,Comet_vs_PerGene
NS5B,AY754618,6q,8a,Comet_vs_PerGene
NS5B,AY754624,1b,1i,Comet_vs_PerGene
NS5B,AY754627,6q,3d,Comet_vs_PerGene
NS5B,AY754630,6e,8a,Comet_vs_PerGene
NS5B,AY754633,6q,8a,Comet_vs_PerGene
NS5B,AY754637,6q,8a,Comet_vs_PerGene
NS5B,AY834937,6l,2a,Comet_vs_PerGene
NS5B,AY834938,6n,1c,Comet_vs_PerGene
NS5B,AY834939,6n,1m,Comet_vs_PerGene
NS5B,AY834974,2j,2f,Comet_vs_PerGene
NS5B,AY878650,6l,6xj,Comet_vs_PerGene
NS5B,AY878651,6l,6xj,Comet_vs_PerGene
NS5B,GU133617,"unassigned_1, 1b-1a",1b,Comet_vs_PerGene
NS5B,GU294484,"unassigned_1, 3a-1a",3a,Comet_vs_PerGene
NS5B,GU376755,1c,1o,Comet_vs_PerGene
NS5B,GU441423,2a,2e,Comet_vs_PerGene
NS5B,HE580354,6j,1m,Comet_vs_PerGene
NS5B,HE580355,6j,1m,Comet_vs_PerGene
NS5B,HE580356,6j,1m,Comet_vs_PerGene
NS5B,HE580357,6j,1m,Comet_vs_PerGene
NS5B,HE580358,6e,6d,Comet_vs_PerGene
NS5B,HE580359,6a,6xd,Comet_vs_PerGene
NS5B,HE580360,6l,1a,Comet_vs_PerGene
NS5B,HE580361,6l,1a,Comet_vs_PerGene
NS5B,HE580362,6l,1a,Comet_vs_PerGene
NS5B,HE580363,6l,1a,Comet_vs_PerGene
NS5B,HE580364,6l,1a,Comet_vs_PerGene
NS5B,HE580365,6l,1a,Comet_vs_PerGene
NS5B,HE580366,6l,1a,Comet_vs_PerGene
NS5B,HE580367,6l,1a,Comet_vs_PerGene
NS5B,HE580368,6l,1a,Comet_vs_PerGene
NS5B,HE580369,6l,1a,Comet_vs_PerGene
NS5B,HE580370,6l,1a,Comet_vs_PerGene
NS5B,HE580371,6l,1a,Comet_vs_PerGene
NS5B,HE580372,6l,1a,Comet_vs_PerGene
NS5B,HE580373,6l,1a,Comet_vs_PerGene
NS5B,HE580374,6l,1a,Comet_vs_PerGene
NS5B,HE580376,6b,6xd,Comet_vs_PerGene
NS5B,HE580377,6e,7a,Comet_vs_PerGene
NS5B,HE580378,6b,6xd,Comet_vs_PerGene
NS5B,HE580379,6j,1m,Comet_vs_PerGene
NS5B,HE580380,6i,7a,Comet_vs_PerGene
NS5B,HE580381,6j,1m,Comet_vs_PerGene
NS5B,HE580382,6j,1m,Comet_vs_PerGene
NS5B,HE580383,6j,1m,Comet_vs_PerGene
NS5B,HE580385,6j,1m,Comet_vs_PerGene
NS5B,HE580386,6j,1m,Comet_vs_PerGene
NS5B,HE580387,6j,1m,Comet_vs_PerGene
NS5B,HE580388,6j,1m,Comet_vs_PerGene
NS5B,HE580389,6j,1m,Comet_vs_PerGene
NS5B,HE580390,6j,1m,Comet_vs_PerGene
NS5B,HE580391,6j,1m,Comet_vs_PerGene
NS5B,HE580392,6j,1m,Comet_vs_PerGene
NS5B,HE580393,6j,1m,Comet_vs_PerGene
NS5B,HE580394,6j,1m,Comet_vs_PerGene
NS5B,HE580395,6j,1m,Comet_vs_PerGene
NS5B,HE580396,6j,1m,Comet_vs_PerGene
NS5B,HE580397,6j,1m,Comet_vs_PerGene
NS5B,HE580398,6j,1m,Comet_vs_PerGene
NS5B,HE580399,6j,1m,Comet_vs_PerGene
NS5B,HE580400,6j,1m,Comet_vs_PerGene
NS5B,HE580401,6j,1m,Comet_vs_PerGene
NS5B,HE580402,6j,1m,Comet_vs_PerGene
NS5B,HE580404,6h,1l,Comet_vs_PerGene
NS5B,HE580405,6j,1m,Comet_vs_PerGene
NS5B,HE580406,6j,1m,Comet_vs_PerGene
NS5B,HE580407,6j,1m,Comet_vs_PerGene
NS5B,HE580408,6w,6t,Comet_vs_PerGene
NS5B,HE580409,6j,1m,Comet_vs_PerGene
NS5B,HE580410,6j,1m,Comet_vs_PerGene
NS5B,HE580411,6j,1m,Comet_vs_PerGene
NS5B,HE580412,6w,6t,Comet_vs_PerGene
NS5B,HE580413,6e,6d,Comet_vs_PerGene
NS5B,HE580414,6t,6xf,Comet_vs_PerGene
NS5B,HE580415,6t,6xf,Comet_vs_PerGene
NS5B,HE580416,6q,8a,Comet_vs_PerGene
NS5B,HE580417,6l,1a,Comet_vs_PerGene
NS5B,HE580418,6t,8a,Comet_vs_PerGene
NS5B,HE580419,6n,1a,Comet_vs_PerGene
NS5B,HM009308,6h,1l,Comet_vs_PerGene
NS5B,HM031218,6n,8a,Comet_vs_PerGene
NS5B,HM172592,6j,2a,Comet_vs_PerGene
NS5B,HM172593,6j,7a,Comet_vs_PerGene
NS5B,HM172594,6j,2a,Comet_vs_PerGene
NS5B,HM172595,6j,2a,Comet_vs_PerGene
NS5B,HM172596,6j,1l,Comet_vs_PerGene
NS5B,HM172597,6j,7a,Comet_vs_PerGene
NS5B,HM172598,6j,1l,Comet_vs_PerGene
NS5B,HM172600,6j,2a,Comet_vs_PerGene
NS5B,HM777246,2j,2u,Comet_vs_PerGene
NS5B,HM777325,2j,2v,Comet_vs_PerGene
NS5B,HM777328,2b,2a,Comet_vs_PerGene
NS5B,HM777329,2b,2j,Comet_vs_PerGene
NS5B,HM777330,2b,2j,Comet_vs_PerGene
NS5B,HM777331,2b,2a,Comet_vs_PerGene
NS5B,HM777332,2b,2k,Comet_vs_PerGene
NS5B,HQ229446,6i,1m,Comet_vs_PerGene
NS5B,HQ385865,4v,4p,Comet_vs_PerGene
NS5B,HQ385867,4v,4p,Comet_vs_PerGene
NS5B,HQ385879,4v,4l,Comet_vs_PerGene
NS5B,HQ385882,4d,4c,Comet_vs_PerGene
NS5B,HQ385883,4v,4q,Comet_vs_PerGene
NS5B,HQ385884,4v,4q,Comet_vs_PerGene
NS5B,HQ537005,"unassigned_1, 1b-2j-2k",1b,Comet_vs_PerGene
NS5B,HQ537006,"unassigned_1, 1b-2j-2q-2k",1b,Comet_vs_PerGene
NS5B,HQ537007,1b,1e,Comet_vs_PerGene
NS5B,HQ699733,1b,1d,Comet_vs_PerGene
NS5B,HQ699734,1b,1d,Comet_vs_PerGene
NS5B,HQ699735,2j,2l,Comet_vs_PerGene
NS5B,HQ699741,1b,1d,Comet_vs_PerGene
NS5B,HQ699742,1b,1i,Comet_vs_PerGene
NS5B,HQ699744,1b,1i,Comet_vs_PerGene
NS5B,HQ699748,2j,2i,Comet_vs_PerGene
NS5B,HQ699752,1b,1d,Comet_vs_PerGene
NS5B,HQ699763,2k,2i,Comet_vs_PerGene
NS5B,HQ699765,1b,1i,Comet_vs_PerGene
NS5B,HQ699770,2j,2i,Comet_vs_PerGene
NS5B,HQ699772,1b,1i,Comet_vs_PerGene
NS5B,HQ699774,2c,2d,Comet_vs_PerGene
NS5B,HQ699776,1b,1d,Comet_vs_PerGene
NS5B,JF722454,2j,2v,Comet_vs_PerGene
NS5B,JF722456,2q,2v,Comet_vs_PerGene
NS5B,JF722507,2j,2m,Comet_vs_PerGene
NS5B,JF722514,2j,2a,Comet_vs_PerGene
NS5B,JF722521,2a,2v,Comet_vs_PerGene
NS5B,JF722533,2j,2v,Comet_vs_PerGene
NS5B,JF722536,2c,2f,Comet_vs_PerGene
NS5B,JF722537,2c,2e,Comet_vs_PerGene
NS5B,JF722544,2j,2m,Comet_vs_PerGene
NS5B,JF722552,2j,2u,Comet_vs_PerGene
NS5B,JF722554,2k,2e,Comet_vs_PerGene
NS5B,JF722560,2q,2m,Comet_vs_PerGene
NS5B,JF722563,2a,2r,Comet_vs_PerGene
NS5B,JF722566,2j,2v,Comet_vs_PerGene
NS5B,JF722567,2j,2v,Comet_vs_PerGene
NS5B,JF722568,2k,2v,Comet_vs_PerGene
NS5B,JF722569,2j,2v,Comet_vs_PerGene
NS5B,JF722571,2c,2f,Comet_vs_PerGene
NS5B,JF722572,2j,2e,Comet_vs_PerGene
NS5B,JF722573,2j,2m,Comet_vs_PerGene
NS5B,JF722576,2k,2r,Comet_vs_PerGene
