Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA
KC126456,,,
KC126457,,,
KC126458,,,
KC126459,,,
KC126460,,,
KC126461,,,
KC126462,,,
KC126463,,,
KC126464,,,
KC126465,,,
KC126466,,,
KC126467,,,
KC126468,,,
KC126469,,,
KC126470,,,
KC126471,,,
KC126472,,,
KC126473,,,
KC126474,,,
KC126475,,,
KC126476,,,
KC126477,,,
KC126478,,,
KC126479,,,
KC126480,,,
KC126481,,,
KC126482,,,
KC126483,,,
KC126484,,,
KC126485,,,
KC126486,,,
KC126487,,,
KC126488,,,
KC126489,,,
KC126490,,,
KC126491,,,
KC126492,,,
KC126493,,,
KC126494,,,
KC126495,,,
KC126496,,,
KC126497,,,
KC126498,,,
KC126499,,,
KC126500,,,
KC126501,,,
KC126502,,,
KC126503,,,
KC126504,,,
KC126505,,,
KC126506,,,
KC126507,,,
KC126508,,,
KC126509,,,
KC126510,,,
KC126511,,,
KC126512,,,
KC126513,,,
KC126514,,,
KC126515,,,
KC126516,,,
KC126517,,,
KC126518,,,
KC126519,,,
KC126520,,,
KC126521,,,
KC126522,,,
KC126523,,,
KC126524,,,
KC126525,,,
KC126526,,,
KC126527,,,
KC126528,,,
KC126529,,,
KC126530,,,
KC126531,,,
KC126532,,,
KC126533,,,
KC126534,,,
KC126535,,,
KC126536,,,
KC126537,,,
KC126538,,,
KC126539,,,
KC126540,,,
KC126541,,,
KC126542,,,
KC126543,,,
KC126544,,,
KC126545,,,
KC126546,,,
KC126547,,,
KC126548,,,
KC126549,,,
KC126550,,,
KC126551,,,
KC126552,,,
KC126553,,,
KC126554,,,
KC126555,,,
KC126556,,,
KC126557,,,
KC126558,,,
KC126559,,,
KC126560,,,
KC126561,,,
KC126562,,,
KC126563,,,
KC126564,,,
KC126565,,,
KC126566,,,
KC126567,,,
KC126568,,,
KC126569,,,
KC126570,,,
KC126571,,,
KC126572,,,
KC126573,,,
KC126574,,,
KC126575,,,
KC126576,,,
KC126577,,,
KC126578,,,
KC126579,,,
KC126580,,,
KC126581,,,
KC126582,,,
KC126583,,,
KC126584,,,
KC126585,,,
KC126586,,,
KC126587,,,
KC126588,,,
KC126589,,,
KC126590,,,
KC126591,,,
KC126592,,,
KC126593,,,
KC126594,,,
KC126595,,,
KC126596,,,
KC126597,,,
KC126598,,,
KC126599,,,
KC126600,,,
KC126601,,,
KC126602,,,
KC126603,,,
KC126604,,,
KC126605,,,
KC126606,,,
KC126607,,,
KC126608,,,
KC126609,,,
KC126610,,,
KC126611,,,
KC126612,,,
KC126613,,,
KC126614,,,
KC126615,,,
KC126616,,,
KC126617,,,
KC126618,,,
KC126619,,,
KC126620,,,
KC126621,,,
KC126622,,,
KC126623,,,
KC126624,,,
KC126625,,,
KC126626,,,
KC126627,,,
KC126628,,,
KC126629,,,
KC126630,,,
KC126631,,,
KC126632,,,
KC126633,,,
KC126634,,,
KC126635,,,
KC126636,,,
KC126637,,,
KC126638,,,
KC126639,,,
KC126640,,,
KC126641,,,
KC126642,,,
KC126643,,,
KC126644,,,
KC126645,,,
KC126646,,,
KC126647,,,
KC126648,,,
KC126649,,,
KC126650,,,
KC126651,,,
KC126652,,,
KC126653,,,
KC126654,,,
KC126655,,,
KC126656,,,
KC126657,,,
KC126658,,,
KC126659,,,
KC126660,,,
KC126661,,,
KC126662,,,
KC126663,,,
KC126664,,,
KC126665,,,
KC126666,,,
KC126667,,,
KC126668,,,
KC126669,,,
KC126670,,,
KC126671,,,
KC126672,,,
KC126673,,,
KC126674,,,
KC126675,,,
KC126676,,,
KC126677,,,
KC126678,,,
KC126679,,,
KC126680,,,
KC126681,,,
KC126682,,,
KC126683,,,
KC126684,,,
KC126685,,,
KC126686,,,
KC126687,,,
KC126688,,,
KC126689,,,
KC126690,,,
KC126691,,,
KC126692,,,
KC126693,,,
KC126694,,,
KC126695,,,
KC126696,,,
KC126697,,,
KC126698,,,
KC126699,,,
KC126700,,,
KC126701,,,
KC126702,,,
KC126703,,,
KC126704,,,
KC126705,,,
KC126706,,,
KC126707,,,
KC126708,,,
KC126709,,,
KC126710,,,
KC126711,,,
KC126712,,,
KC126713,,,
KC126714,,,
KC126715,,,
KC126716,,,
KC126717,,,
KC126718,,,
KC126719,,,
KC126720,,,
KC126721,,,
KC126722,,,
KC126723,,,
KC126724,,,
KC126725,,,
KC126726,,,
KC126727,,,
KC126728,,,
KC126729,,,
KC126730,,,
KC126731,,,
KC126732,,,
KC126733,,,
KC126734,,,
KC126735,,,
KC126736,,,
KC126737,,,
KC126738,,,
KC126739,,,
KC126740,,,
KC126741,,,
KC126742,,,
KC126743,,,
KC126744,,,
KC126745,,,
KC126746,,,
KC126747,,,
KC126748,,,
KC126749,,,
KC126750,,,
KC126751,,,
KC126752,,,
KC126753,,,
KC126754,,,
KC126755,,,
KC126756,,,
KC126757,,,
KC126758,,,
KC126759,,,
KC126760,,,
KC126761,,,
KC126762,,,
KC126763,,,
KC126764,,,
KC126765,,,
KC126766,,,
KC126767,,,
KC126768,,,
KC126769,,,
KC126770,,,
KC126771,,,
KC126772,,,
KC126773,,,
KC126774,,,
KC126775,,,
KC126776,,,
KC126777,,,
KC126778,,,
KC126779,,,
KC126780,,,
KC126781,,,
KC126782,,,
KC126783,,,
KC126784,,,
KC126785,,,
KC126786,,,
KC126787,,,
KC126788,,,
KC126789,,,
KC126790,,,
KC126791,,,
KC126792,,,
KC126793,,,
KC126794,,,
KC126795,,,
KC126796,,,
KC126797,,,
KC126798,,,
KC126799,,,
KC126800,,,
KC126801,,,
KC126802,,,
KC126803,,,
KC126804,,,
KC126805,,,
KC126806,,,
KC126807,,,
KC126808,,,
KC126809,,,
KC126810,,,
KC126811,,,
KC126812,,,
KC126813,,,
KC126814,,,
KC126815,,,
KC126816,,,
KC126817,,,
KC126818,,,
KC126819,,,
KC126820,,,
KC126821,,,
KC126822,,,
KC126823,,,
KC126824,,,
KC126825,,,
KC126826,,,
KC126827,,,
KC126828,,,
KC126829,,,
KC126830,,,
KC126831,,,
KC126832,,,
KC126833,,,
KC126834,,,
KC126835,,,
KC126836,,,
KC126837,,,
KC126838,,,
KC126839,,,
KC126840,,,
KC126841,,,
KC126842,,,
KC126843,,,
KC126844,,,
KC126845,,,
KC126846,,,
KC126847,,,
KC126848,,,
KC126849,,,
KC126850,,,
KC126851,,,
KC126852,,,
KC126853,,,
KC126854,,,
KC126855,,,
KC126856,,,
KC126857,,,
KC126858,,,
KC126859,,,
KC126860,,,
KC126861,,,
KC126862,,,
KC126863,,,
KC126864,,,
KC126865,,,
KC126866,,,
KC126867,,,
KC126868,,,
KC126869,,,
KC126870,,,
KC126871,,,
KC126872,,,
KC126873,,,
KC126874,,,
KC126875,,,
KC126876,,,
KC126877,,,
KC126878,,,
KC126879,,,
KC126880,,,
KC126881,,,
KC126882,,,
KC126883,,,
KC126884,,,
KC126885,,,
KC126886,,,
KC126887,,,
KC126888,,,
KC126889,,,
KC126890,,,
KC126891,,,
KC126892,,,
KC126893,,,
KC126894,,,
KC126895,,,
KC126896,,,
KC126897,,,
KC126898,,,
KC126899,,,
KC126900,,,
KC126901,,,
KC126902,,,
KC126903,,,
KC126904,,,
KC126905,,,
KC126906,,,
KC126907,,,
KC126908,,,
KC126909,,,
KC126910,,,
KC126911,,,
KC126912,,,
KC126913,,,
KC126914,,,
KC126915,,,
KC126916,,,
KC126917,,,
KC126918,,,
KC126919,,,
KC126920,,,
KC126921,,,
KC126922,,,
KC126923,,,
KC126924,,,
KC126925,,,
KC126926,,,
KC126927,,,
KC126928,,,
KC126929,,,
KC126930,,,
KC126931,,,
KC126932,,,
KC126933,,,
KC126934,,,
KC126935,,,
KC126936,,,
KC126937,,,
KC126938,,,
KC126939,,,
KC126940,,,
KC126941,,,
KC126942,,,
KC126943,,,
KC126944,,,
KC126945,,,
KC126946,,,
KC126947,,,
KC126948,,,
KC126949,,,
KC126950,,,
KC126951,,,
KC126952,,,
KC126953,,,
KC126954,,,
KC126955,,,
KC126956,,,
KC126957,,,
KC126958,,,
KC126959,,,
KC126960,,,
KC126961,,,
KC126962,,,
KC126963,,,
KC126964,,,
KC126965,,,
KC126966,,,
KC126967,,,
KC126968,,,
KC126969,,,
KC126970,,,
KC126971,,,
KC126972,,,
KC126973,,,
KC126974,,,
KC126975,,,
KC126976,,,
KC126977,,,
KC126978,,,
KC126979,,,
KC126980,,,
KC126981,,,
KC126982,,,
KC126983,,,
KC126984,,,
KC126985,,,
KC126986,,,
KC126987,,,
KC126988,,,
KC126989,,,
KC126990,,,
KC126991,,,
KC126992,,,
KC126993,,,
KC126994,,,
KC126995,,,
KC126996,,,
KC126997,,,
KC126998,,,
KC126999,,,
KC127000,,,
KC127001,,,
KC127002,,,
KC127003,,,
KC127004,,,
KC127005,,,
KC127006,,,
KC127007,,,
KC127008,,,
KC127009,,,
KC127010,,,
KC127011,,,
KC127012,,,
KC127013,,,
KC127014,,,
KC127015,,,
KC127016,,,
KC127017,,,
KC127018,,,
KC127019,,,
KC127020,,,
KC127021,,,
KC127022,,,
KC127023,,,
KC127024,,,
KC127025,,,
KC127026,,,
KC127027,,,
KC127028,,,
KC127029,,,
KC127030,,,
KC127031,,,
KC127032,,,
KC127033,,,
KC127034,,,
KC127035,,,
KC127036,,,
KC127037,,,
KC127038,,,
KC127039,,,
KC127040,,,
KC127041,,,
KC127042,,,
KC127043,,,
KC127044,,,
KC127045,,,
KC127046,,,
KC127047,,,
KC127048,,,
KC127049,,,
KC127050,,,
KC127051,,,
KC127052,,,
KC127053,,,
KC127054,,,
KC127055,,,
KC127056,,,
KC127057,,,
KC127058,,,
KC127059,,,
KC127060,,,
KC127061,,,
KC127062,,,
KC127063,,,
KC127064,,,
KC127065,,,
KC127066,,,
KC127067,,,
KC127068,,,
KC127069,,,
KC127070,,,
KC127071,,,
KC127072,,,
KC127073,,,
KC127074,,,
KC127075,,,
KC127076,,,
KC127077,,,
KC127078,,,
KC127079,,,
KC127080,,,
KC127081,,,
KC127082,,,
KC127083,,,
KC127084,,,
KC127085,,,
KC127086,,,
KC127087,,,
KC127088,,,
KC127089,,,
KC127090,,,
KC127091,,,
KC127092,,,
KC127093,,,
KC127094,,,
KC127095,,,
KC127096,,,
KC127097,,,
KC127098,,,
KC127099,,,
KC127100,,,
KC127101,,,
KC127102,,,
KC127103,,,
KC127104,,,
KC127105,,,
KC127106,,,
KC127107,,,
KC127108,,,
KC127109,,,
KC127110,,,
KC127111,,,
KC127112,,,
KC127113,,,
KC127114,,,
KC127115,,,
KC127116,,,
KC127117,,,
KC127118,,,
KC127119,1,1a,26-93
KC127120,1,1a,26-93
KC127121,1,1a,26-93
KC127122,1,1a,26-93
KC127123,1,1a,26-93
KC127124,1,1a,26-93
KC127125,1,1a,26-93
KC127126,1,1a,26-93
KC127127,1,1a,26-93
KC127128,1,1a,26-93
KC127129,1,1a,26-93
KC127130,1,1a,26-93
KC127131,1,1a,26-93
KC127132,1,1a,26-93
KC127133,1,1a,26-93
KC127134,1,1a,26-93
KC127135,1,1a,26-93
KC127136,1,1a,26-93
KC127137,1,1a,26-93
KC127138,1,1a,26-93
KC127139,1,1a,26-93
KC127140,1,1a,26-93
KC127141,1,1a,26-93
KC127142,1,1a,26-93
KC127143,1,1a,26-93
KC127144,1,1a,26-93
KC127145,1,1a,26-93
KC127146,1,1a,26-93
KC127147,1,1a,26-93
KC127148,1,1a,26-93
KC127149,1,1a,26-93
KC127150,1,1a,26-93
KC127151,1,1a,26-93
KC127152,1,1a,26-93
KC127153,1,1a,26-93
KC127154,1,1a,26-93
KC127155,1,1a,26-93
KC127156,1,1a,26-93
KC127157,1,1a,26-93
KC127158,1,1a,26-93
KC127159,1,1a,26-93
KC127160,1,1a,26-93
KC127161,1,1a,26-93
KC127162,1,1a,26-93
KC127163,1,1a,26-93
KC127164,1,1a,26-93
KC127165,1,1a,26-93
KC127166,1,1a,26-93
KC127167,1,1a,26-93
KC127168,1,1a,26-93
KC127169,1,1a,26-93
KC127170,1,1a,26-93
KC127171,1,1a,26-93
KC127172,1,1a,26-93
KC127173,1,1a,26-93
KC127174,1,1a,26-93
KC127175,1,1a,26-93
KC127176,1,1a,26-93
KC127177,1,1a,26-93
KC127178,1,1a,26-93
KC127179,1,1a,26-93
KC127180,1,1a,26-93
KC127181,1,1a,26-93
KC127182,1,1a,26-93
KC127183,1,1a,26-93
KC127184,1,1a,26-93
KC127185,1,1a,26-93
KC127186,1,1a,26-93
KC127187,1,1a,26-93
KC127188,1,1a,26-93
KC127189,1,1a,26-93
KC127190,1,1a,26-93
KC127191,1,1a,26-93
KC127192,1,1a,26-93
KC127193,1,1a,26-93
KC127194,1,1a,26-93
KC127195,1,1a,26-93
KC127196,1,1a,26-93
KC127197,1,1a,26-93
KC127198,1,1a,26-93
KC127199,1,1a,26-93
KC127200,1,1a,26-93
KC127201,1,1a,26-93
KC127202,1,1a,26-93
KC127203,1,1a,26-93
KC127204,1,1a,26-93
KC127205,1,1a,26-93
KC127206,1,1a,26-93
KC127207,1,1a,26-93
KC127208,1,1a,26-93
KC127209,1,1a,26-93
KC127210,1,1a,26-93
KC127211,1,1a,26-93
KC127212,1,1a,26-93
KC127213,1,1a,26-93
KC127214,1,1a,26-93
KC127215,1,1a,26-93
KC127216,1,1a,26-93
KC127217,1,1a,26-93
KC127218,1,1a,26-93
KC127219,1,1a,26-93
KC127220,1,1a,26-93
KC127221,1,1a,26-93
KC127222,1,1a,26-93
KC127223,1,1a,26-93
KC127224,1,1a,26-93
KC127225,1,1a,26-93
KC127226,1,1a,26-93
KC127227,1,1a,26-93
KC127228,1,1a,26-93
KC127229,1,1a,26-93
KC127230,1,1a,26-93
KC127231,1,1a,26-93
KC127232,1,1a,26-93
KC127233,1,1a,26-93
KC127234,1,1a,26-93
KC127235,1,1a,26-93
KC127236,1,1a,26-93
KC127237,1,1a,26-93
KC127238,1,1a,26-93
KC127239,1,1a,26-93
KC127240,1,1a,26-93
KC127241,1,1a,26-93
KC127242,1,1a,26-93
KC127243,1,1a,26-93
KC127244,1,1a,26-93
KC127245,1,1a,26-93
KC127246,1,1a,26-93
KC127247,1,1a,26-93
KC127248,1,1a,26-93
KC127249,1,1a,26-93
KC127250,1,1a,26-93
KC127251,1,1a,26-93
KC127252,1,1a,26-93
KC127253,1,1a,26-93
KC127254,1,1a,26-93
KC127255,1,1a,26-93
KC127256,1,1a,26-93
KC127257,1,1a,26-93
KC127258,1,1a,26-93
KC127259,1,1a,26-93
KC127260,1,1a,26-93
KC127261,1,1a,26-93
KC127262,1,1a,26-93
KC127263,1,1a,26-93
KC127264,1,1a,26-93
KC127265,1,1a,26-93
KC127266,1,1a,26-93
KC127267,1,1a,26-93
KC127268,1,1a,26-93
KC127269,1,1a,26-93
KC127270,1,1a,26-93
KC127271,1,1a,26-93
KC127272,1,1a,26-93
KC127273,1,1a,26-93
KC127274,1,1a,26-93
KC127275,1,1a,26-93
KC127276,1,1a,26-93
KC127277,1,1a,26-93
KC127278,1,1a,26-93
KC127279,1,1a,26-93
KC127280,1,1a,26-93
KC127281,1,1a,26-93
KC127282,1,1a,26-93
KC127283,1,1a,26-93
KC127284,1,1a,26-93
KC127285,1,1a,26-93
KC127286,1,1a,26-93
KC127287,1,1a,26-93
KC127288,1,1a,26-93
KC127289,1,1a,26-93
KC127290,1,1a,26-93
KC127291,1,1a,26-93
KC127292,1,1a,26-93
KC127293,1,1a,26-93
KC127294,1,1a,26-93
KC127295,1,1a,26-93
KC127296,1,1a,26-93
KC127297,1,1a,26-93
KC127298,1,1a,26-93
KC127299,1,1a,26-93
KC127300,1,1a,26-93
KC127301,1,1a,26-93
KC127302,1,1a,26-93
KC127303,1,1a,26-93
KC127304,1,1a,26-93
KC127305,1,1a,26-93
KC127306,1,1a,26-93
KC127307,1,1a,26-93
KC127308,1,1a,26-93
KC127309,1,1a,26-93
KC127310,1,1a,26-93
KC127311,1,1a,26-93
KC127312,1,1a,26-93
KC127313,1,1a,26-93
KC127314,1,1a,26-93
KC127315,1,1a,26-93
KC127316,1,1a,26-93
KC127317,1,1a,26-93
KC127318,1,1a,26-93
KC127319,1,1a,26-93
KC127320,1,1a,26-93
KC127321,1,1a,26-93
KC127322,1,1a,26-93
KC127323,1,1a,26-93
KC127324,1,1a,26-93
KC127325,1,1a,26-93
KC127326,1,1a,26-93
KC127327,1,1a,26-93
KC127328,1,1a,26-93
KC127329,1,1a,26-93
KC127330,1,1a,26-93
KC127331,1,1a,26-93
KC127332,1,1a,26-93
KC127333,1,1a,26-93
KC127334,1,1a,26-93
KC127335,1,1a,26-93
KC127336,1,1a,26-93
KC127337,1,1a,26-93
KC127338,1,1a,26-93
KC127339,1,1a,26-93
KC127340,1,1a,26-93
KC127341,1,1a,26-93
KC127342,1,1a,26-93
KC127343,1,1a,26-93
KC127344,1,1a,26-93
KC127345,1,1a,26-93
KC127346,1,1a,26-93
KC127347,1,1a,26-93
KC127348,1,1a,26-93
KC127349,1,1a,26-93
KC127350,1,1a,26-93
KC127351,1,1a,26-93
KC127352,1,1a,26-93
KC127353,1,1a,26-93
KC127354,1,1a,26-93
KC127355,1,1a,26-93
KC127356,1,1a,26-93
KC127357,1,1a,26-93
KC127358,1,1a,26-93
KC127359,1,1a,26-93
KC127360,1,1a,26-93
KC127361,1,1a,26-93
KC127362,1,1a,26-93
KC127363,1,1a,26-93
KC127364,1,1a,26-93
KC127365,1,1a,26-93
KC127366,1,1a,26-93
KC127367,1,1a,26-93
KC127368,1,1a,26-93
KC127369,1,1a,26-93
KC127370,1,1a,26-93
KC127371,1,1a,26-93
KC127372,1,1a,26-93
KC127373,1,1a,26-93
KC127374,1,1a,26-93
KC127375,1,1a,26-93
KC127376,1,1a,26-93
KC127377,1,1a,26-93
KC127378,1,1a,26-93
KC127379,1,1a,26-93
KC127380,1,1a,26-93
KC127381,1,1a,26-93
KC127382,1,1a,26-93
KC127383,1,1a,26-93
KC127384,1,1a,26-93
KC127385,1,1a,26-93
KC127386,1,1a,26-93
KC127387,1,1a,26-93
KC127388,1,1a,26-93
KC127389,1,1a,26-93
KC127390,1,1a,26-93
KC127391,1,1a,26-93
KC127392,1,1a,26-93
KC127393,1,1a,26-93
KC127394,1,1a,26-93
KC127395,1,1a,26-93
KC127396,1,1a,26-93
KC127397,1,1a,26-93
KC127398,1,1a,26-93
KC127399,1,1a,26-93
KC127400,1,1a,26-93
KC127401,1,1a,26-93
KC127402,1,1a,26-93
KC127403,1,1a,26-93
KC127404,1,1a,26-93
KC127405,1,1a,26-93
KC127406,1,1a,26-93
KC127407,1,1a,26-93
KC127408,1,1a,26-93
KC127409,1,1a,26-93
KC127410,1,1a,26-93
KC127411,1,1a,26-93
KC127412,1,1a,26-93
KC127413,1,1a,26-93
KC127414,1,1a,26-93
KC127415,1,1a,26-93
KC127416,1,1a,26-93
KC127417,1,1a,26-93
KC127418,1,1a,26-93
KC127419,1,1a,26-93
KC127420,1,1a,26-93
KC127421,1,1a,26-93
KC127422,1,1a,26-93
KC127423,1,1a,26-93
KC127424,1,1a,26-93
KC127425,1,1a,26-93
KC127426,1,1a,26-93
KC127427,1,1a,26-93
KC127428,1,1a,26-93
KC127429,1,1a,26-93
KC127430,1,1a,26-93
KC127431,1,1a,26-93
KC127432,1,1a,26-93
KC127433,1,1a,26-93
KC127434,1,1a,26-93
KC127435,1,1a,26-93
KC127436,1,1a,26-93
KC127437,1,1a,26-93
KC127438,1,1a,26-93
KC127439,1,1a,26-93
KC127440,1,1a,26-93
KC127441,1,1a,26-93
KC127442,1,1a,26-93
KC127443,1,1a,26-93
KC127444,1,1a,26-93
KC127445,1,1a,26-93
KC127446,1,1a,26-93
KC127447,1,1a,26-93
KC127448,1,1a,26-93
KC127449,1,1a,26-93
KC127450,1,1a,26-93
KC127451,1,1a,26-93
KC127452,1,1a,26-93
KC127453,1,1a,26-93
KC127454,1,1a,26-93
KC127455,1,1a,26-93
KC127456,1,1a,26-93
KC127457,1,1a,26-93
KC127458,1,1a,26-93
KC127459,1,1a,26-93
KC127460,1,1a,26-93
KC127461,1,1a,26-93
KC127462,1,1a,26-93
KC127463,1,1a,26-93
KC127464,1,1a,26-93
KC127465,1,1a,26-93
KC127466,1,1a,26-93
KC127467,1,1a,26-93
KC127468,1,1a,26-93
KC127469,1,1a,26-93
KC127470,1,1a,26-93
KC127471,1,1a,26-93
KC127472,1,1a,26-93
KC127473,1,1a,26-93
KC127474,1,1a,26-93
KC127475,1,1a,26-93
KC127476,1,1a,26-93
KC127477,1,1a,26-93
KC127478,1,1a,26-93
KC127479,1,1a,26-93
KC127480,1,1a,26-93
KC127481,1,1a,26-93
KC127482,1,1a,26-93
KC127483,1,1a,26-93
KC127484,1,1a,26-93
KC127485,1,1a,26-93
KC127486,1,1a,26-93
KC127487,1,1a,26-93
KC127488,1,1a,26-93
KC127489,1,1a,26-93
KC127490,1,1a,26-93
KC127491,1,1a,26-93
KC127492,1,1a,26-93
KC127493,1,1a,26-93
KC127494,1,1a,26-93
KC127495,1,1a,26-93
KC127496,1,1a,26-93
KC127497,1,1a,26-93
KC127498,1,1a,26-93
KC127499,1,1a,26-93
KC127500,1,1a,26-93
KC127501,1,1a,26-93
KC127502,1,1a,26-93
KC127503,1,1a,26-93
KC127504,1,1a,26-93
KC127505,1,1a,26-93
KC127506,1,1a,26-93
KC127507,1,1a,26-93
KC127508,1,1a,26-93
KC127509,1,1a,26-93
KC127510,1,1a,26-93
KC127511,1,1a,26-93
KC127512,1,1a,26-93
KC127513,1,1a,26-93
KC127514,1,1a,26-93
KC127515,1,1a,26-93
KC127516,1,1a,26-93
KC127517,1,1a,26-93
KC127518,1,1a,26-93
KC127519,1,1a,26-93
KC127520,1,1a,26-93
KC127521,1,1a,26-93
KC127522,1,1a,26-93
KC127523,1,1a,26-93
KC127524,1,1a,26-93
KC127525,1,1a,26-93
KC127526,1,1a,26-93
KC127527,1,1a,26-93
KC127528,1,1a,26-93
KC127529,1,1a,26-93
KC127530,1,1a,26-93
KC127531,1,1a,26-93
KC127532,1,1a,26-93
KC127533,1,1a,26-93
KC127534,1,1a,26-93
KC127535,1,1a,26-93
KC127536,1,1a,26-93
KC127537,1,1a,26-93
KC127538,1,1a,26-93
KC127539,1,1a,26-93
KC127540,1,1a,26-93
KC127541,1,1a,26-93
KC127542,1,1a,26-93
KC127543,1,1a,26-93
KC127544,1,1a,26-93
KC127545,1,1a,26-93
KC127546,1,1a,26-93
KC127547,1,1a,26-93
KC127548,1,1a,26-93
KC127549,1,1a,26-93
KC127550,1,1a,26-93
KC127551,1,1a,26-93
KC127552,1,1a,26-93
KC127553,1,1a,26-93
KC127554,1,1a,26-93
KC127555,1,1a,26-93
KC127556,1,1a,26-93
KC127557,1,1a,26-93
KC127558,1,1a,26-93
KC127559,1,1a,26-93
KC127560,1,1a,26-93
KC127561,1,1a,26-93
KC127562,1,1a,26-93
KC127563,1,1a,26-93
KC127564,1,1a,26-93
KC127565,1,1a,26-93
KC127566,1,1a,26-93
KC127567,1,1a,26-93
KC127568,1,1a,26-93
KC127569,1,1a,26-93
KC127570,1,1a,26-93
KC127571,1,1a,26-93
KC127572,1,1a,26-93
KC127573,1,1a,26-93
KC127574,1,1a,26-93
KC127575,1,1a,26-93
KC127576,1,1a,26-93
KC127577,1,1a,26-93
KC127578,1,1a,26-93
KC127579,1,1a,26-93
KC127580,1,1a,26-93
KC127581,1,1a,26-93
KC127582,1,1a,26-93
KC127583,1,1a,26-93
KC127584,1,1a,26-93
KC127585,1,1a,26-93
KC127586,1,1a,26-93
KC127587,1,1a,26-93
KC127588,1,1a,26-93
KC127589,1,1a,26-93
KC127590,1,1a,26-93
KC127591,1,1a,26-93
KC127592,1,1a,26-93
KC127593,1,1a,26-93
KC127594,1,1a,26-93
KC127595,1,1a,26-93
KC127596,1,1a,26-93
KC127597,1,1a,26-93
KC127598,1,1a,26-93
KC127599,1,1a,26-93
KC127600,1,1a,26-93
KC127601,1,1a,26-93
KC127602,1,1a,26-93
KC127603,1,1a,26-93
KC127604,1,1a,26-93
KC127605,1,1a,26-93
KC127606,1,1a,26-93
KC127607,1,1a,26-93
KC127608,1,1a,26-93
KC127609,1,1a,26-93
KC127610,1,1a,26-93
KC127611,1,1a,26-93
KC127612,1,1a,26-93
KC127613,1,1a,26-93
KC127614,1,1a,26-93
KC127615,1,1a,26-93
KC127616,1,1a,26-93
KC127617,1,1a,26-93
KC127618,1,1a,26-93
KC127619,1,1a,26-93
KC127620,1,1a,26-93
KC127621,1,1a,26-93
KC127622,1,1a,26-93
KC127623,1,1a,26-93
KC127624,1,1a,26-93
KC127625,1,1a,26-93
KC127626,1,1a,26-93
KC127627,1,1a,26-93
KC127628,1,1a,26-93
KC127629,1,1a,26-93
KC127630,1,1a,26-93
KC127631,1,1a,26-93
KC127632,1,1a,26-93
KC127633,1,1a,26-93
KC127634,1,1a,26-93
KC127635,1,1a,26-93
KC127636,1,1a,26-93
KC127637,1,1a,26-93
KC127638,1,1a,26-93
KC127639,1,1a,26-93
KC127640,1,1a,26-93
KC127641,1,1a,26-93
KC127642,1,1a,26-93
KC127643,1,1a,26-93
KC127644,1,1a,26-93
KC127645,1,1a,26-93
KC127646,1,1a,26-93
KC127647,1,1a,26-93
KC127648,1,1a,26-93
KC127649,1,1a,26-93
KC127650,1,1a,26-93
KC127651,1,1a,26-93
KC127652,1,1a,26-93
KC127653,1,1a,26-93
KC127654,1,1a,26-93
KC127655,1,1a,26-93
KC127656,1,1a,26-93
KC155254,1,1a,26-93
KC164983,2,2a,26-93
KC164984,,,
KC164985,,,
KC164986,,,
KC164987,,,
KC191671,6,6b,26-93
KC197226,2,2b,26-93
KC197227,2,2c,26-93
KC197228,2,2c,26-93
KC197229,2,2i,26-93
KC197230,2,2i,26-93
KC197231,2,2i,26-93
KC197232,2,2j,26-93
KC197233,2,2j,26-93
KC197234,2,2k,26-93
KC197235,2,2l,26-93
KC197236,2,2t,26-93
KC197237,2,2r,26-93
KC197238,2,2t,26-93
KC197239,2,2r,26-93
KC197240,2,2l,26-93
KC204831,1,,
KC204832,1,,
KC204833,1,,
KC204834,1,,
KC204835,1,,
KC204836,1,,
KC204837,1,,
KC204838,1,,
KC204839,1,,
KC204840,1,,
KC204841,1,,
KC204842,1,,
KC204843,1,,
KC204844,1,,
KC204845,1,,
KC204846,1,,
KC204847,1,,
KC204848,1,,
KC204849,1,,
KC204850,1,,
KC204851,1,,
KC204852,1,,
KC204853,1,,
KC204854,1,,
KC204855,1,,
KC204856,1,,
KC204857,1,,
KC204858,1,,
KC204859,1,,
KC204860,1,,
KC204861,1,,
KC204862,1,,
KC204863,1,,
KC204864,1,,
KC204865,1,,
KC204866,1,,
KC204867,1,,
KC204868,1,,
KC204869,1,,
KC204870,1,,
KC204871,1,,
KC204872,1,,
KC204873,1,,
KC204874,1,,
KC204875,1,,
KC204876,1,,
KC204877,1,,
KC204878,1,,
KC204879,1,,
KC204880,1,,
KC204881,1,,
KC204882,1,,
KC204883,1,,
KC204884,1,,
KC204885,1,,
KC204886,1,,
KC204887,1,,
KC204888,1,,
KC204889,1,,
KC204890,1,,
KC204891,1,,
KC204892,1,,
KC204893,1,,
KC204894,1,,
KC204895,1,,
KC204896,1,,
KC204897,1,,
KC204898,1,,
KC204899,1,,
KC204900,1,,
KC204901,1,,
KC204902,1,,
KC204903,1,,
KC204904,1,,
KC204905,1,,
KC204906,1,,
KC204907,1,,
KC204908,1,,
KC204909,1,,
KC204910,1,,
KC204911,1,,
KC204912,1,,
KC204913,1,,
KC204914,1,,
KC204915,1,,
KC204916,1,,
KC204917,1,,
KC204918,1,,
KC211871,,,
KC211872,,,
KC211873,,,
KC211874,,,
KC211875,,,
KC211876,,,
