accession,genotype,subtype
MH432595,3,3a
MH432596,3,3a
MH432597,3,3a
MH432598,3,3a
MH432599,3,3a
MH432600,3,3a
MH432601,3,3a
MH432602,3,3a
MH432603,3,3a
MH432604,3,3a
MH432605,3,3a
MH432606,3,3a
MH432607,3,3a
MH432608,3,3a
MH432609,3,3a
MH432610,3,3a
MH432611,3,3a
MH432612,3,3a
MH432613,3,3a
MH432614,3,3a
MH432615,3,3a
MH432616,3,3a
MH432617,3,3a
MH432618,3,3a
MH432619,3,3a
MH432620,3,3a
MH432621,3,3a
MH432622,3,3a
MH432623,3,3a
MH432624,3,3a
MH432625,3,3a
MH432626,3,3a
MH432627,3,3a
MH432628,3,3a
MH432629,3,3a
MH432630,3,3a
MH432631,3,3a
MH432632,3,3a
MH432633,3,3a
MH432634,3,3a
MH432635,3,3a
MH432636,3,3a
MH432637,3,3a
MH432638,3,3a
MH432639,3,3a
MH432640,3,3a
MH432641,3,3a
MH477417,4,4f
MH477418,4,4f
MH477419,1,1e
MH477423,2,
MH477424,4,4f
MH477426,4,4f
MH492360,6,6xg
MH492361,6,6xg
MH492362,6,6xg
MH562114,1,1a
MH562115,1,1a
MH562116,1,1a
MH562117,1,1a
MH562118,1,1a
MH562119,1,1a
MH562120,1,1a
MH562121,1,1a
MH562122,1,1a
MH562123,1,1a
MH562124,1,1a
MH562125,1,1a
MH562126,1,1a
MH562127,1,1a
MH562128,1,1a
MH562129,1,1a
MH562130,1,1a
MH562131,1,1a
MH562132,1,1a
MH562133,1,1a
MH562134,1,1a
MH562135,1,1a
MH562136,1,1a
MH562137,1,1a
MH562138,1,1a
MH562139,1,1a
MH562140,1,1a
MH562141,1,1a
MH562142,1,1a
MH562143,1,1a
MH562144,1,1a
MH562145,1,1a
MH562146,1,1a
MH562147,1,1a
MH562148,1,1a
MH562149,1,1a
MH562150,1,1a
MH562178,3,3a
MH562179,3,3a
MH562180,3,3a
MH562181,3,3a
MH562182,3,3a
MH562183,3,3a
MH562184,3,3a
MH562185,3,3a
MH562186,3,3a
MH562187,3,3a
MH562188,3,3a
MH562189,3,3a
MH562190,3,3a
MH562191,3,3a
MH562192,3,3a
MH562193,3,3a
MH562194,3,3a
MH562195,3,3a
MH562196,3,3a
MH562197,3,3a
MH562198,3,3a
MH562199,3,3a
MH562200,3,3a
MH562201,3,3a
MH562202,3,3a
MH562203,3,3a
MH562204,3,3a
MH562205,3,3a
MH562206,3,3a
MH562207,3,3a
MH562208,3,3a
MH562209,3,3a
MH562210,3,3a
MH562211,3,3a
MH562212,3,3a
MH562213,3,3a
MH562214,3,3a
MH562215,3,3a
MH562216,3,3a
MH562217,3,3a
MH562218,3,3a
MH562219,3,3a
MH562220,3,3a
MH562221,3,3a
MH562222,3,3a
MH562223,3,3a
MH562224,3,3a
MH562225,3,3a
MH562226,3,3a
MH562227,3,3a
MH562228,3,3a
MH562229,3,3a
MH562230,3,3a
MH562231,3,3a
MH562232,3,3a
MH562233,3,3a
MH562234,3,3a
MH562235,3,3a
MH562236,3,3a
MH562237,3,3a
MH562238,3,3a
MH562239,3,3a
MH562240,3,3a
MH562241,3,3a
MH562242,3,3a
MH562243,3,3a
MH562244,3,3a
MH562245,3,3a
MH562246,3,3a
MH562247,3,3a
MH562248,3,3a
MH562249,3,3a
MH590698,8,
MH590699,8,
MH590700,8,
MH590701,8,
MH703668,6,6t
MH703669,6,6e
MH703670,6,
MH703671,6,6o
MH703672,6,6a
MH703673,6,6a
MH703674,6,6ez
MH703675,6,6a
MH703676,6,6o
MH703677,6,
MH703678,6,6e
MH703679,6,6a
MH703680,6,6a
MH703681,6,6e
MH703682,6,6e
MH703683,6,6q
MH703684,6,6q
MH703685,6,6xc
MH703686,6,6o
MH703687,6,6e
MH703688,6,6h
MH703689,6,6q
MH703690,6,6p
MH703691,6,6q
MH703692,6,6a
MH703693,6,6e
MH703694,6,
MH703695,6,6a
MH703696,6,6e
MH703697,6,6r
MH703698,6,6e
MH703699,6,6e
MH703700,6,6a
MH703701,6,6f
MH703702,6,6p
MH703703,6,
MH733078,1,1b
MH733079,1,1b
MH733080,1,1b
MH733081,1,1b
MH733082,1,1b
MH733083,1,1b
MH733084,1,1b
MH733085,1,1b
MH733086,1,1b
MH733087,1,1b
MH733088,1,1b
MH733089,1,1b
MH733090,1,1b
MH733091,1,1b
MH733092,1,1b
MH733093,1,1b
MH733094,1,1b
MH733095,1,1b
MH733096,1,1b
MH733097,1,1b
MH733098,1,1b
MH733099,1,1b
MH733100,1,1b
MH733101,1,1b
MH733102,1,1b
MH733103,1,1b
MH733104,1,1b
MH733105,1,1b
MH733106,1,1b
MH733107,1,1b
MH733108,1,1b
MH733109,1,1b
MH733110,1,1b
MH733111,1,1b
MH733112,1,1b
MH733113,1,1b
MH733114,1,1b
MH733115,1,1b
MH733116,1,1b
MH733117,1,1b
MH733118,1,1b
MH733119,1,1b
MH733120,1,1b
MH733121,1,1b
MH733122,1,1b
MH733123,1,1b
MH733124,1,1b
MH733125,1,1b
MH733126,1,1b
MH733127,1,1b
MH733128,1,1b
MH733129,1,1a
MH733130,1,1a
MH733131,1,1a
MH733132,1,1a
MH733133,1,1a
MH733134,1,1a
MH733135,1,1a
MH733136,1,1a
MH733137,1,1a
MH733138,1,1a
MH733139,1,1a
MH733140,1,1a
MH733141,1,1a
MH733142,1,1a
MH733143,1,1a
MH733144,1,1a
MH733145,1,1a
MH733146,1,1a
MH733147,1,1a
MH733148,1,1a
MH733149,1,1a
MH733150,1,1a
MH733151,1,1a
MH733152,1,1a
MH733153,1,1a
MH733154,1,1a
MH733155,1,1a
MH733156,1,1a
MH733157,1,1a
MH733158,1,1a
MH733159,1,1a
MH733160,1,1a
MH733161,1,1a
MH742360,4,4q
MH742361,4,4k
MH742362,4,4q
MH742363,4,4q
MH742364,4,4k
MH742365,4,4v
MH742366,4,4q
MH742367,4,4v
MH742368,4,4s
MH742369,4,4v
MH742370,4,4k
MH742371,4,4k
MH743147,4,4r
MH743148,4,4r
MH743149,4,4r
MH743150,4,4r
MH743151,4,4r
MH885778,3,3a
MH885779,3,3a
MH885780,3,3a
MH885781,3,3a
MH885782,3,3a
MH885783,3,3a
MH885784,3,3a
MH885785,3,3a
MH885786,3,3a
MH885787,3,3a
MH885788,3,3a
MH885789,3,3a
MH885790,3,3a
MH885791,3,3a
MH885792,3,3a
MH885793,3,3a
MH885794,3,3a
MH885795,3,3a
MH885796,3,3a
MH885797,3,3a
MH940291,7,
MK092096,1,1b
MK092097,1,1b
MK092098,1,1b
MK092099,1,1b
MK092100,1,1b
MK092101,1,1b
MK092102,1,1b
MK092103,1,1b
MK092104,1,1b
MK092105,1,1b
MK092106,1,1b
MK092107,1,1b
MK092108,1,1b
MK092109,1,1b
MK092110,1,1b
MK092111,1,1b
MK134386,,
MK134387,,
MK134388,,
MK134389,,
MK134390,,
MK134391,,
MK134392,,
MK134393,,
MK134394,,
MK134395,,
MK134396,,
MK134397,,
MK134398,,
MK134399,,
MK134400,,
MK134401,,
MK134402,,
MK134403,,
MK134404,,
MK134405,,
MK134406,,
MK134407,,
MK134408,,
MK134409,,
MK134434,,
MK134435,,
MK134436,,
MK134437,,
MK134438,,
MK134439,,
MK134440,,
MK134441,,
MK134442,,
MK134443,,
MK134444,,
MK134445,,
MK134446,,
MK134447,,
MK134448,,
MK134449,,
MK134450,,
MK134451,,
MK134452,,
MK134453,,
MK134454,,
MK135170,1,1a
MK135171,1,1a
MK135172,1,1a
MK135173,1,1a
MK135174,1,1a
MK135175,1,1a
MK135176,1,1a
MK135177,1,1a
MK135178,1,1a
MK135179,1,1a
MK135180,1,1a
MK135181,1,1a
MK135182,1,1a
MK135183,1,1a
MK135184,1,1a
MK135185,1,1a
MK135186,1,1a
MK135187,1,1a
MK135188,1,1a
MK135189,1,1a
MK135190,1,1a
MK135191,1,1a
MK135192,1,1a
MK135193,1,1a
MK135194,1,1a
MK135195,1,1a
MK135196,1,1a
MK135197,1,1a
MK135198,1,1a
MK135199,1,1a
MK135200,1,1a
MK135201,1,1a
MK135202,1,1a
MK135203,1,1a
MK135204,1,1a
MK135205,1,1a
MK135206,1,1a
MK135207,1,1a
MK135208,1,1a
MK135209,1,1a
MK135210,1,1a
MK135211,1,1a
MK135212,1,1a
MK135213,1,1a
MK135214,1,1a
MK135215,1,1a
MK135216,1,1a
MK135217,1,1a
MK135218,1,1a
MK135219,1,1a
MK135220,1,1a
MK135221,1,1a
MK135222,1,1a
MK135223,1,1a
MK135224,1,1a
MK135225,1,1b
MK135226,1,1b
MK135227,1,1b
MK135228,1,1b
MK135229,1,1b
MK135230,1,1b
MK135231,1,1b
MK135232,1,1b
MK135233,1,1b
MK135234,1,1b
MK135235,1,1b
MK135236,1,1b
MK135237,1,1b
MK135238,1,1b
MK135239,1,1b
MK135240,1,1b
MK135241,1,1b
MK135242,1,1b
MK135243,1,1b
MK135244,1,1b
MK135245,1,1b
MK135246,1,1b
MK135247,1,1b
MK135248,1,1b
MK135249,1,1b
MK135250,1,1b
MK135251,1,1b
MK135252,1,1b
MK135253,1,1b
MK135254,1,1b
MK135255,1,1b
MK135256,1,1b
MK135257,1,1b
MK135258,1,1b
MK135259,1,1b
MK135260,1,1b
MK135261,1,1b
MK135262,1,1b
MK135263,1,1b
MK135264,1,1b
MK135265,1,1b
MK135266,1,1b
MK135267,1,1b
MK135268,1,1b
MK135269,1,1b
MK135270,1,1b
MK135271,1,1b
MK135272,1,1b
MK135273,1,1b
MK135274,1,1b
MK135275,1,1b
MK135276,1,1b
MK135277,1,1b
MK135278,1,1b
MK135279,1,1b
MK135280,1,1b
MK135281,1,1b
MK135282,3,3a
MK135283,3,3a
MK135284,3,3a
MK135285,3,3a
MK135286,3,3a
MK135287,3,3a
MK135288,3,3a
MK135289,3,3a
MK135290,3,3a
MK135291,3,3a
MK135292,3,3a
MK135293,3,3a
MK135294,3,3a
MK135295,3,3a
MK135296,3,3a
MK135297,3,3a
MK135298,3,3a
MK135299,3,3a
MK135300,3,3a
MK135301,3,3a
MK139015,6,6xg
MK139016,6,6xg
MK139017,6,6xg
MK139018,6,6xg
MK139019,6,6xg
MK139020,6,6xg
MK139021,6,6xg
MK139022,6,6xg
MK143444,,
MK143445,,
MK143446,,
MK143447,,
MK143448,,
MK143449,,
MK143450,,
MK143451,,
MK143452,,
MK143453,,
MK143454,,
MK143455,,
MK143456,,
MK143457,,
MK143458,,
MK143459,,
MK143460,,
MK143461,,
MK143462,,
MK143463,,
MK143464,,
MK143465,,
MK143466,,
MK143467,,
MK143468,,
MK143469,,
MK143470,,
MK143471,,
MK143472,,
MK143473,,
MK143474,,
MK143475,,
MK143476,,
MK143477,,
MK143478,,
MK143479,,
MK143480,,
MK143481,,
MK143482,,
MK143483,,
MK143484,,
MK143485,,
MK143486,,
MK143487,,
MK143488,,
MK143489,,
MK143490,,
MK143491,,
MK143492,,
MK143493,,
MK143494,,
MK143495,,
MK143496,,
MK143497,,
MK143498,,
MK143499,,
MK143500,,
MK143501,,
MK143502,,
MK143503,,
MK143504,,
MK143505,,
MK143506,,
MK143507,,
MK143508,,
MK143509,,
MK143510,,
MK143511,,
MK143512,,
MK143513,,
MK143514,,
MK143515,,
MK143516,,
MK143517,,
MK143518,,
MK143519,,
MK143520,,
MK143521,,
MK143522,,
MK143523,,
MK143524,,
MK143525,,
MK143526,,
MK143527,,
MK143528,,
MK143529,,
MK143530,,
MK143531,,
MK143532,,
MK143533,,
MK143534,,
MK143535,,
MK143536,,
D10988,,
D14853,,
D17763,,
D49374,,
D50409,,
D50480,,
D50481,,
D50482,,
D50483,,
D50484,,
D50485,,
D63821,,
D63822,,
D84262,,
D84263,,
D84264,,
D84265,,
DQ155560,2,2i
DQ155561,2,2i
DQ244140,1,1b
DQ244141,1,1b
DQ278891,6,6k
DQ278892,,
DQ278893,6,6k
DQ278894,6,6n
DQ314805,6,6e
DQ314806,6,6g
DQ364460,2,2b
DQ418782,4,
DQ418783,4,
DQ418784,4,
DQ418785,4,
DQ418786,4,
DQ418787,4,
DQ418788,4,
DQ418789,4,
DQ480512,6,6a
DQ480513,6,6a
DQ480514,6,6a
DQ480515,6,6a
DQ480516,6,6a
DQ480517,6,6a
DQ480518,6,6a
DQ480519,6,6a
DQ480520,6,6a
DQ480521,6,6a
DQ480522,6,6a
DQ480523,6,6a
DQ480524,6,6a
DQ516083,4,4d
DQ516084,4,4a
DQ835760,6,6f
DQ835761,6,6j
DQ835762,6,6i
DQ835763,6,6m
DQ835764,6,6f
DQ835765,6,6m
DQ835766,6,6m
DQ835767,6,6m
DQ835768,6,6n
DQ835769,6,6j
DQ835770,6,6i
DQ889263,,
DQ889264,,
DQ889268,,
DQ889271,,
DQ889276,,
DQ889290,,
DQ889291,,
DQ889295,,
DQ889296,,
DQ889308,,
DQ889312,,
DQ889314,,
EF026073,,
EF108306,7,7a
EF207987,3,3a
EF207988,3,3a
EF207989,3,3a
EF207990,3,3a
EF207991,3,3a
EF207992,3,3a
EF207993,3,3a
EF207994,3,3a
EF207995,3,3a
EF207996,3,3a
EF207997,3,3a
EF207998,3,3a
EF207999,3,3a
EF208000,3,3a
EF208001,3,3a
EF208002,3,3a
EF208003,3,3a
EF208004,3,3a
EF208005,3,3a
EF208006,3,3a
EF208007,3,3a
EF208008,3,3a
EF208009,3,3a
EF208010,3,3a
EF208011,3,3a
EF208012,3,3a
EF208013,3,3a
EF208014,3,3a
EF208015,3,3a
EF208016,3,3a
EF208017,3,3a
EF208018,3,3a
EF407411,1,1a
EF407412,1,1a
EF407413,1,1a
EF407414,1,1a
EF407415,1,1a
EF407416,1,1a
EF407417,1,1a
EF407418,1,1a
EF407419,1,1a
EF407420,1,1a
EF407421,1,1a
EF407422,1,1a
EF407423,1,1a
EF407424,1,1a
EF407425,1,1a
EF407426,1,1a
EF407427,1,1a
EF407428,1,1a
EF407429,1,1a
EF407430,1,1a
EF407431,1,1a
EF407432,1,1a
EF407433,1,1a
EF407434,1,1a
EF407435,1,1a
EF407436,1,1a
EF407437,1,1a
EF407438,1,1a
EF407439,1,1a
EF407440,1,1a
EF407441,1,1a
EF407442,1,1a
EF407443,1,1a
EF407444,1,1a
EF407445,1,1a
EF407446,1,1a
EF407447,1,1a
EF407448,1,1a
EF407449,1,1a
EF407450,1,1a
EF407451,1,1a
EF407452,1,1a
EF407453,1,1a
EF407454,1,1a
EF407455,1,1a
EF407456,1,1a
EF407457,1,1a
EF407458,1,1b
EF407459,1,1b
EF407460,1,1b
EF407461,1,1b
EF407462,1,1b
EF407463,1,1b
EF407464,1,1b
EF407465,1,1b
EF407466,1,1b
EF407467,1,1b
EF407468,1,1b
EF407469,1,1b
EF407470,1,1b
EF407471,1,1b
EF407472,1,1b
EF407473,1,1b
EF407474,1,1b
EF407475,1,1b
EF407476,1,1b
EF407477,1,1b
EF407478,1,1b
EF407479,1,1b
EF407480,1,1b
EF407481,1,1b
EF407482,1,1b
EF407483,1,1b
EF407484,1,1b
EF407485,1,1b
EF407486,1,1b
EF407487,1,1b
EF407488,1,1b
EF407489,1,1b
EF407490,1,1b
EF407491,1,1b
EF407492,1,1b
EF407493,1,1b
EF407494,1,1b
EF407495,1,1b
EF407496,1,1b
EF407497,1,1b
EF407498,1,1b
EF407499,1,1b
EF407500,1,1b
EF407501,1,1b
EF407502,1,1b
EF407503,1,1b
EF407504,1,1b
EF424625,6,6q
EF424626,6,6p
EF424627,6,6o
EF424628,6,6l
EF424629,6,6c
EF589160,4,4f
EF589161,4,4f
EF632069,6,6t
EF632070,6,6t
EF632071,6,6t
OR497849,4,4k
OR497850,4,4k
OR497851,4,4k
OR497852,4,4k
OR497853,4,4d
OR497854,4,4d
OR497855,4,4d
OR497856,4,4d
OR497857,4,4d
OR497858,4,4d
OR497859,4,4d
OR497860,4,4d
OR497861,4,4d
OR497862,4,4d
OR497863,4,4d
OR497864,4,4d
OR497865,4,4d
OR497866,4,4d
OR497867,4,4d
OR497868,4,4d
OR497869,4,4d
OR497870,4,4r
OR497871,4,4r
OR497872,1,1c
OR497873,4,4v
OR497874,4,4a
OR497875,4,4a
OR497876,2,2k1b
OR497877,1,1a
OR497878,1,1a
OR497879,1,1a
OR497880,1,1a
OR497881,1,1a
OR497882,1,1a
OR497883,1,1a
OR497884,1,1a
OR497885,1,1a
OR497886,1,1a
OR497887,1,1a
OR497888,1,1a
OR497889,1,1a
OR497890,1,1a
OR497891,1,1a
OR497892,1,1a
OR497893,1,1a
OR497894,1,1a
OR497895,1,1a
OR497896,1,1a
OR497897,1,1a
OR497898,1,1a
OR497899,1,1a
OR497900,1,1a
OR497901,1,1a
OR497902,1,1a
OR497903,1,1a
OR497904,1,1a
OR497905,1,1a
OR497906,1,1a
OR497907,1,1a
OR497908,1,1a
OR497909,1,1a
OR497910,1,1a
OR497911,1,1a
OR497912,1,1a
OR497913,1,1a
OR497914,1,1a
OR497915,1,1a
OR497916,1,1a
OR497917,1,1a
OR497918,1,1a
OR497919,1,1a
OR497920,1,1a
OR497921,1,1a
OR497922,1,1a
OR497923,1,1a
OR497924,1,1a
OR497925,1,1a
OR497926,1,1a
OR497927,1,1a
OR497928,1,1a
OR497929,1,1a
OR497930,1,1a
OR497931,1,1a
OR497932,1,1a
OR497933,1,1a
OR497934,1,1a
OR497935,1,1a
OR497936,1,1a
OR497937,1,1a
OR497938,1,1a
OR497939,1,1a
OR497940,1,1a
OR497941,1,1a
OR497942,1,1a
OR497943,1,1a
OR497944,1,1a
OR497945,1,1a
OR497946,1,1a
OR497947,1,1a
OR497948,1,1a
OR497949,1,1a
OR497950,1,1a
OR497951,1,1a
OR497952,1,1a
OR497953,1,1a
OR497954,1,1a
OR497955,2,2a
OR497956,4,4c
OR497957,2,2c
OR497958,2,2c
OR497959,3,3a
OR497960,3,3a
OR497961,3,3a
OR497962,3,3a
OR497963,3,3a
OR497964,3,3a
OR497965,3,3a
OR497966,3,3a
OR497967,3,3a
OR497968,3,3a
OR497969,3,3a
OR497970,3,3a
OR497971,3,3a
OR497972,3,3a
OR497973,3,3a
OR497974,3,3a
OR497975,3,3a
OR497976,3,3a
OR497977,3,3a
OR497978,3,3a
OR497979,3,3a
OR497980,3,3a
OR497981,3,3a
OR497982,3,3a
OR497983,3,3a
OR497984,3,3a
OR497985,3,3a
OR497986,3,3a
OR497987,3,3a
OR497988,4,4q
OR497989,1,1b
OR497990,1,1b
OR497991,1,1b
OR497992,1,1b
OR497993,1,1b
OR497994,1,1b
OR497995,1,1b
OR497996,1,1b
OR497997,1,1b
OR497998,1,1b
OR497999,1,1b
OR498000,1,1b
OR498001,1,1b
OR498002,1,1b
OR498003,1,1b
OR498004,1,1b
OR498005,1,1b
OR498006,1,1b
OR498007,1,1b
OR498008,1,1b
OR498009,1,1b
OR498010,1,1b
OR498011,1,1b
OR498012,1,1b
OR498013,1,1b
OR498014,1,1b
OR498015,1,1b
OR498016,1,1b
OR498017,1,1b
OR498018,1,1b
OR498019,1,1b
OR498020,1,1b
OR498021,1,1b
OR498022,1,1b
OR498023,1,1b
OR498024,1,1b
OR498025,1,1b
OR498026,1,1b
OR498027,1,1b
OR498028,1,1b
OR498029,1,1b
OR498030,1,1b
OR498031,1,1b
OR498032,1,1b
OR498033,1,1b
OR498034,1,1b
OR498035,1,1b
OR498036,1,1b
OR498037,1,1b
OR498038,1,1b
OR498039,1,1b
OR498040,1,1b
OR498041,1,1b
OR498042,1,1b
OR498043,1,1b
OR498044,1,1b
OR498045,1,1b
OR498046,1,1b
OR498047,1,1b
OR498048,1,1b
OR498049,1,1b
OR498050,1,1b
OR498051,1,1b
OR498052,1,1b
OR498053,1,1b
OR498054,1,1b
OR498055,1,1b
OR498056,1,1b
OR498057,1,1b
OR498058,1,1b
OR498059,1,1b
OR498060,1,1b
OR498061,1,1b
OR498062,1,1b
OR498063,1,1b
OR498064,1,1b
OR498065,1,1b
OR498066,1,1b
OR498067,1,1b
OR498068,1,1b
OR498069,1,1b
OR498070,1,1b
OR498071,1,1b
OR498072,2,2i
U37644,,
U37645,,
U37646,,
U37647,,
U37648,,
U37649,,
U37650,,
U37651,,
U37652,,
U37653,,
U37654,,
U37655,,
U37656,,
U37657,,
U37658,,
U37659,,
X61596,,
Y11604,,
Y12083,,
Y13184,,
AB031663,,
AB047639,,
AB049087,1,1b
AB049088,1,1b
AB049089,1,1b
AB049090,1,1b
AB049091,1,1b
AB049092,1,1b
AB049093,1,1b
AB049094,1,1b
AB049095,1,1b
AB049096,1,1b
AB049097,1,1b
AB049098,1,1b
AB049099,1,1b
AB049100,1,1b
AB049101,1,1b
AB285035,,
AB285036,,
AB285037,,
AB285038,,
AB285039,,
AB285040,,
AB285041,,
AB285042,,
AB285043,,
AB285044,,
AB285045,,
AB285046,,
AB285047,,
AB285048,,
AB285049,,
AB285050,,
AB285051,,
AB285052,,
AB285053,,
AB285054,,
AB285055,,
AB285056,,
AB285057,,
AB285058,,
AB285059,,
AB285060,,
AB285061,,
AB285062,,
AB285063,,
AB285064,,
AB285065,,
AB285066,,
AB285067,,
AB285068,,
AB285069,,
AB285070,,
AB285071,,
AB285072,,
AB285073,,
AB285074,,
AB285075,,
AB285076,,
AB285077,,
AB285078,,
AB285079,,
AB285080,,
AB285081,,
AB354116,,
AB354117,,
AB354118,,
AB518774,,
AB518775,,
AB518776,,
AB518777,,
AB518778,,
AB518779,,
AB518780,,
AB518781,,
AB518782,,
AB518783,,
AB518784,,
AB518785,,
AB518786,,
AB518787,,
AB518788,,
AB518789,,
AB518790,,
AB518791,,
AB518793,,
AB518794,,
AB518795,,
AB558135,,
AB600751,,
AB600752,,
AB600753,,
AB600754,,
AB600755,,
AB600756,,
AB600757,,
AB600758,,
AB600759,,
AB600760,,
AB600761,,
AB600762,,
AB600763,,
AB600764,,
AB600765,,
AB600766,,
AB600767,,
AB600768,,
AB600769,,
AB600770,,
AB600771,,
AB600772,,
AB600773,,
AB600774,,
AB600775,,
AB600776,,
AB600777,,
AB600778,,
AB600779,,
AB600780,,
AB600801,,
AB600802,,
AB600803,,
AB600804,,
AB600805,,
AB600806,,
AB600807,,
AB600808,,
AB600809,,
AB600810,,
AB600811,,
AB600812,,
AB600813,,
AB600814,,
AB600815,,
AB600816,,
AB600817,,
AB600818,,
AB600819,,
AB600820,,
AB600821,,
AB600822,,
AB601987,,
AB601988,,
AB601989,,
AB601990,,
AB601991,,
AB601992,,
AB601993,,
AB601994,,
AB601995,,
AB601996,,
AB601997,,
AB601998,,
AB601999,,
AB602000,,
AB602001,,
AB602002,,
AB602003,,
AB602004,,
AB602005,,
AB602006,,
AB602007,,
AB602008,,
AB602009,,
AB602010,,
AB602011,,
AB602012,,
AB602013,,
AB602014,,
AB602015,,
AB602016,,
AB602017,,
AB602018,,
AB602019,,
AB602020,,
AB602021,,
AB602022,,
AB602023,,
AB602024,,
AB602025,,
AB602026,,
AB602027,,
AB602028,,
AB602029,,
AB602030,,
AB602031,,
AB602032,,
AB602033,,
AB602034,,
AB602035,,
AB602036,,
AB602037,,
AB602038,,
AB602039,,
AB622121,,
AB661373,2,2b
AB661374,2,2b
AB661375,2,2b
AB661376,2,2b
AB661377,2,2b
AB661378,2,2b
AB661379,2,2b
AB661380,2,2b
AB661381,2,2b
AB661382,2,2b
AB661383,2,2b
AB661384,2,2b
AB661385,2,2b
AB661386,2,2b
AB661387,2,2b
AB661388,2,2b
AB661389,2,2b
AB661390,2,2b
AB661391,2,2b
AB661392,2,2b
AB661393,2,2b
AB661394,2,2b
AB661395,2,2b
AB661396,2,2b
AB661397,2,2b
AB661398,2,2b
AB661399,2,2b
AB661400,2,2b
AB661401,2,2b
AB661402,2,2b
AB661403,2,2b
AB661404,2,2b
AB661405,2,2b
AB661406,2,2b
AB661407,2,2b
AB661408,2,2b
AB661409,2,2b
AB661410,2,2b
AB661411,2,2b
AB661412,2,2b
AB661413,2,2b
AB661414,2,2b
AB661415,2,2b
AB661416,2,2b
AB661417,2,2b
AB661418,2,2b
AB661419,2,2b
AB661420,2,2b
AB661421,2,2b
AB661422,2,2b
AB661423,2,2b
AB661424,2,2b
AB661425,2,2b
AB661426,2,2b
AB661427,2,2b
AB661428,2,2b
AB661429,2,2b
AB661430,2,2b
AB661431,2,2b
AB661432,2,2b
AB677527,,
AB677528,,
AB677529,,
AB677530,,
AB677531,,
AB677532,,
AB677533,,
AB693847,1,1b
AB693848,1,1b
AB693849,1,1b
AB693850,1,1b
AB693851,1,1b
AB693852,1,1b
AB693853,1,1b
AB693854,1,1b
AB693855,1,1b
AB693856,1,1b
AB693857,1,1b
AB693858,1,1b
AB693859,1,1b
AB693860,1,1b
AB693861,1,1b
AB693862,1,1b
AB693863,1,1b
AB693864,1,1b
AB693865,1,1b
AB693866,1,1b
AB693867,1,1b
AB693868,1,1b
AB693869,1,1b
AB693870,1,1b
AB693871,1,1b
AB693872,1,1b
AB709535,1,1b
AB709536,1,1b
AB709537,1,1b
AB709538,1,1b
AB709539,1,1b
AB709540,1,1b
AB709541,1,1b
AB709542,1,1b
AB709543,1,1b
AB709544,1,1b
AB709545,1,1b
AB709546,1,1b
AB709547,1,1b
AB709548,1,1b
AB709549,1,1b
AB709550,1,1b
AB709551,1,1b
AB709552,1,1b
AB709553,1,1b
AB709554,1,1b
AB709555,1,1b
AB709556,1,1b
AB709557,1,1b
AB709558,1,1b
AB709559,1,1b
AB709560,1,1b
AB709561,1,1b
AB709562,1,1b
AB709563,1,1b
AB709564,1,1b
AB709565,1,1b
AB709566,1,1b
AB709567,1,1b
AB709568,1,1b
AB709569,1,1b
AB709570,1,1b
AB709571,1,1b
AB709572,1,1b
AB709573,1,1b
AB709574,1,1b
AB709575,1,1b
AB709576,1,1b
AB709577,1,1b
AB709578,1,1b
AB709579,1,1b
AB709580,1,1b
AB709581,1,1b
AB709582,1,1b
AB709583,1,1b
AB709584,1,1b
AB709585,1,1b
AB709586,1,1b
AB709587,1,1b
AB709588,1,1b
AB709589,1,1b
AB709590,1,1b
AB709591,1,1b
AB709592,1,1b
AB709593,1,1b
AB709594,1,1b
AB709595,1,1b
AB709596,1,1b
AB709597,1,1b
AB709598,1,1b
AB709599,1,1b
AB709600,1,1b
AB709601,1,1b
AB709602,1,1b
AB709603,1,1b
AB709604,1,1b
AB709605,1,1b
AB709606,1,1b
AB709607,1,1b
AB709608,1,1b
AB709609,1,1b
AB709610,1,1b
AB709611,1,1b
AB709612,1,1b
AB709613,1,1b
AB709614,1,1b
AB709615,1,1b
AB709616,1,1b
AB709617,1,1b
AB709618,1,1b
AB709619,1,1b
AB709620,1,1b
AB709621,1,1b
AB709622,1,1b
AB709623,1,1b
AB709624,1,1b
AB709625,1,1b
AB709626,1,1b
AB709627,1,1b
AB709628,1,1b
AB709629,1,1b
AB709630,1,1b
AB709631,1,1b
AB709632,1,1b
AB709633,1,1b
AB709634,1,1b
AB709635,1,1b
AB709636,1,1b
AB709637,1,1b
AB709638,1,1b
AB709639,1,1b
AB709640,1,1b
AB709641,1,1b
AB709642,1,1b
AB709643,1,1b
AB709644,1,1b
AB709645,1,1b
AB709646,1,1b
AB709647,1,1b
AB709648,1,1b
AB709649,1,1b
AB709650,1,1b
AB709651,1,1b
AB709652,1,1b
AB709653,1,1b
AB709654,1,1b
AB709655,1,1b
AB709656,1,1b
AB709657,1,1b
AB709658,1,1b
AB709659,1,1b
AB709660,1,1b
AB709661,1,1b
AB709662,1,1b
AB709663,1,1b
AB709664,1,1b
AB709665,1,1b
AB709666,1,1b
AB709667,1,1b
AB709668,1,1b
AB709669,1,1b
AB709670,1,1b
AB709671,1,1b
AB709672,1,1b
AB709673,1,1b
AB709674,1,1b
AB709675,1,1b
AB709676,1,1b
AB709677,1,1b
AB709678,1,1b
AB709679,1,1b
AB709680,1,1b
