accession,genotype,subtype
KJ470282,6,6e
KJ470283,1,1b
KJ470284,6,6e
KJ470285,6,6p
KJ470286,1,1a
KJ470287,6,6a
KJ470288,2,2m
KJ470289,2,2m
KJ470290,1,1a
KJ470291,6,6o
KJ470292,2,2a
KJ470293,6,6a
KJ470294,1,1b
KJ470295,1,1a
KJ470296,1,1a
KJ470297,6,6e
KJ470298,6,6e
KJ470299,1,1a
KJ470300,6,6e
KJ470301,6,6e
KJ470302,2,2a
KJ470303,6,6l
KJ470304,6,6a
KJ470305,6,6a
KJ470306,1,1b
KJ470307,6,6e
KJ470308,2,2l
KJ470309,2,2a
KJ470310,6,6e
KJ470311,2,2m
KJ470312,6,6e
KJ470313,1,1b
KJ470314,1,1b
KJ470315,1,1a
KJ470316,6,6e
KJ470317,6,
KJ470318,6,6a
KJ470319,1,1a
KJ470320,1,1b
KJ470321,1,1b
KJ470322,6,6h
KJ470323,1,1b
KJ470324,2,2m
KJ470325,1,1b
KJ470326,2,2i
KJ470327,6,6e
KJ470328,6,6a
KJ470329,6,6a
KJ470330,6,6a
KJ470331,6,6a
KJ470332,1,1b
KJ470333,1,1b
KJ470334,1,1a
KJ470335,6,6a
KJ470336,6,6a
KJ470337,6,6a
KJ470338,2,2a
KJ470339,1,1a
KJ470340,1,1a
KJ470341,2,2m
KJ470342,1,1b
KJ470343,1,1a
KJ470344,6,6e
KJ470345,6,6a
KJ470346,6,6e
KJ470347,6,6a
KJ470348,6,6e
KJ470349,6,6a
KJ470350,2,2a
KJ470351,1,1a
KJ470352,6,6a
KJ470353,1,1a
KJ470354,1,1b
KJ470355,6,6a
KJ470356,6,6l
KJ470357,1,1b
KJ470358,6,6p
KJ470359,1,1a
KJ470360,6,6o
KJ470361,2,2a
KJ470362,6,6e
KJ470363,1,1a
KJ470364,6,6a
KJ470365,6,6e
KJ470366,1,1b
KJ470367,1,1b
KJ470368,6,6p
KJ470369,6,6a
KJ470370,6,6l
KJ470371,2,2a
KJ470372,6,6a
KJ470373,6,6a
KJ470374,6,6a
KJ470375,6,6a
KJ470612,3,3a
KJ470613,3,3a
KJ470614,3,3a
KJ470615,3,3a
KJ470616,3,3b
KJ470617,3,3b
KJ470618,3,3e
KJ470619,3,3d
KJ470620,6,
KJ470621,6,
KJ470622,6,
KJ470623,6,
KJ470624,6,
KJ470625,6,
KJ529536,1,1a
KJ529537,1,1a
KJ529538,1,1a
KJ529539,1,1b
KJ529540,1,1b
KJ529541,1,1a
KJ529542,1,1a
KJ529543,1,1a
KJ529544,1,1a
KJ529545,1,1a
KJ529546,1,1b
KJ529547,1,1a
KJ529548,1,1b
KJ529549,1,1a
KJ529550,1,1b
KJ529551,1,1b
KJ529552,1,1a
KJ529553,1,1a
KJ529554,1,1a
KJ529555,1,1a
KJ529556,1,1b
KJ529557,1,1a
KJ529558,1,1a
KJ529559,1,1b
KJ529560,1,1b
KJ529561,1,1b
KJ529562,1,1a
KJ529563,1,1a
KJ529564,1,1a
KJ529565,1,1a
KJ529566,1,1a
KJ529567,1,1a
KJ529568,1,1a
KJ529569,1,1b
KJ529570,1,1a
KJ529571,1,1a
KJ529572,1,1a
KJ529573,1,1a
KJ529574,1,1a
KJ529575,1,1a
KJ529576,1,1a
KJ529577,1,1a
KJ529578,1,1a
KJ529579,1,1b
KJ529580,1,1a
KJ529581,1,1a
KJ529582,1,1b
KJ529583,1,1b
KJ529584,1,1a
KJ529585,1,1a
KJ529586,1,1a
KJ529587,1,1b
KJ529588,1,1b
KJ529589,1,1a
KJ529590,1,1a
KJ529591,1,1a
KJ529592,1,1a
KJ529593,1,1b
KJ529594,1,1b
KJ529595,1,1a
KJ529596,1,1a
KJ529597,1,1a
KJ529598,1,1a
KJ529599,1,1a
KJ529600,1,1a
KJ529601,1,1a
KJ529602,1,1b
KJ529603,1,1a
KJ529604,1,1a
KJ529605,1,1a
KJ529606,1,1a
KJ529607,1,1a
KJ529608,1,1a
KJ529609,1,1a
KJ529610,1,1a
KJ529611,1,1a
KJ529612,1,1a
KJ529613,1,1a
KJ529614,1,1b
KJ529615,1,1a
KJ529616,1,1a
KJ529617,1,1b
KJ529618,1,1b
KJ529619,1,1a
KJ529620,1,1b
KJ529621,1,1a
KJ529622,1,1a
KJ529623,1,1b
KJ529624,1,1a
KJ529625,1,1a
KJ529626,1,1b
KJ529627,1,1a
KJ529628,1,1b
KJ529629,1,1a
KJ529630,1,1a
KJ529631,1,1b
KJ529632,1,1b
KJ529633,1,1a
KJ529634,1,1b
KJ529635,1,1a
KJ529636,1,1a
KJ529637,1,1a
KJ529638,1,1a
KJ529639,1,1a
KJ529640,1,1a
KJ529641,1,1b
KJ529642,1,1a
KJ529643,1,1a
KJ529644,1,1b
KJ529645,1,1b
KJ529646,1,1a
KJ529647,1,1a
KJ529648,1,1a
KJ529649,1,1a
KJ529650,1,1b
KJ529651,1,1a
KJ529652,1,1a
KJ529653,1,1a
KJ529654,1,1b
KJ529655,1,1a
KJ529656,1,1a
KJ529657,1,1a
KJ529658,1,1a
KJ529659,1,1a
KJ529660,1,1b
KJ529661,1,1a
KJ529662,1,1b
KJ529663,1,1a
KJ529664,1,1b
KJ529665,1,1b
KJ529666,1,1b
KJ529667,1,1b
KJ529668,1,1b
KJ529669,1,1a
KJ529670,1,1b
KJ529671,1,1b
KJ529672,1,1a
KJ529673,1,1b
KJ529674,1,1b
KJ529675,1,1a
KJ529676,1,1a
KJ529677,1,1b
KJ529678,1,1b
KJ529679,1,1b
KJ529680,1,1a
KJ529681,1,1b
KJ529682,1,1a
KJ529683,1,1b
KJ529684,1,1a
KJ529685,1,1b
KJ529686,1,1a
KJ529687,1,1a
KJ529688,1,1a
KJ529689,1,1a
KJ529690,1,1b
KJ529691,1,1a
KJ529692,1,1a
KJ529693,1,1a
KJ529694,1,1a
KJ529695,1,1a
KJ529696,1,1a
KJ529697,1,1a
KJ529698,1,1b
KJ529699,1,1a
KJ529700,1,1b
KJ529701,1,1a
KJ529702,1,1b
KJ529703,1,1b
KJ529704,1,1a
KJ529705,1,1a
KJ529706,1,1a
KJ529707,1,1b
KJ529708,1,1b
KJ529709,1,1a
KJ529710,1,1b
KJ529711,1,1a
KJ529712,1,1a
KJ529713,1,1a
KJ529714,1,1b
KJ529715,1,1b
KJ529716,1,1a
KJ529717,1,1a
KJ529718,1,1a
KJ529719,1,1a
KJ529720,1,1a
KJ529721,1,1a
KJ529722,1,1a
KJ529723,1,1a
KJ529724,1,1b
KJ529725,1,1a
KJ529726,1,1a
KJ529727,1,1a
KJ529728,1,1a
KJ529729,1,1a
KJ529730,1,1b
KJ529731,1,1a
KJ529732,1,1b
KJ529733,1,1a
KJ529734,1,1a
KJ529735,1,1a
KJ529736,1,1b
KJ529737,1,1a
KJ529738,1,1a
KJ529739,1,1b
KJ529740,1,1b
KJ529741,1,1a
KJ529742,1,1a
KJ529743,1,1a
KJ529744,1,1a
KJ529745,1,1a
KJ529746,1,1a
KJ529747,1,1a
KJ529748,1,1a
KJ529749,1,1a
KJ529750,1,1b
KJ529751,1,1a
KJ529752,1,1b
KJ529753,1,1b
KJ529754,1,1a
KJ529755,1,1a
KJ529756,1,1a
KJ529757,1,1a
KJ529758,1,1a
KJ529759,1,1a
KJ529760,1,1a
KJ529761,1,1a
KJ529762,1,1b
KJ529763,1,1a
KJ529764,1,1a
KJ529765,1,1a
KJ529766,1,1a
KJ529767,1,1a
KJ529768,1,1a
KJ529769,1,1a
KJ529770,1,1a
KJ529771,1,1a
KJ529772,1,1a
KJ529773,1,1b
KJ529774,1,1a
KJ529775,1,1a
KJ529776,1,1a
KJ529777,1,1b
KJ529778,1,1a
KJ529779,1,1b
KJ529780,1,1b
KJ529781,1,1b
KJ529782,1,1b
KJ529783,1,1a
KJ529784,1,1a
KJ529785,1,1a
KJ529786,1,1a
KJ529787,1,1a
KJ529788,1,1a
KJ529789,1,1b
KJ529790,1,1a
KJ529791,1,1a
KJ529792,1,1a
KJ529793,1,1a
KJ529794,1,1a
KJ529795,1,1b
KJ529796,1,1a
KJ529797,1,1a
KJ529798,1,1a
KJ529799,1,1a
KJ529800,1,1a
KJ529801,1,1b
KJ529802,1,1a
KJ529803,1,1a
KJ529804,1,1a
KJ529805,1,1a
KJ529806,1,1a
KJ529807,1,1a
KJ529808,1,1b
KJ529809,1,1a
KJ529810,1,1a
KJ529811,1,1a
KJ529812,1,1b
KJ529813,1,1a
KJ529814,1,1b
KJ529815,1,1b
KJ529816,1,1a
KJ529817,1,1b
KJ529818,1,1b
KJ529819,1,1a
KJ529820,1,1a
KJ529821,1,1a
KJ529822,1,1a
KJ529823,1,1a
KJ529824,1,1a
KJ529825,1,1a
KJ529826,1,1a
KJ529827,1,1a
KJ529828,1,1a
KJ529829,1,1a
KJ529830,1,1a
KJ529831,1,1a
KJ529832,1,1a
KJ529833,1,1a
KJ529834,1,1a
KJ529835,1,1a
KJ529836,1,1a
KJ529837,1,1b
KJ529838,1,1a
KJ529839,1,1a
KJ529840,1,1a
KJ529841,1,1a
KJ529842,1,1a
KJ529843,1,1a
KJ529844,1,1b
KJ529845,1,1a
KJ529846,1,1a
KJ529847,1,1a
KJ529848,1,1a
KJ529849,1,1b
KJ529850,1,1a
KJ529851,1,1a
KJ529852,1,1a
KJ529853,1,1a
KJ529854,1,1a
KJ529855,1,1a
KJ529856,1,1a
KJ529857,1,1a
KJ529858,1,1b
KJ529859,1,1a
KJ529860,1,1a
KJ529861,1,1a
KJ529862,1,1a
KJ529863,1,1a
KJ529864,1,1a
KJ529865,1,1a
KJ529866,1,1a
KJ529867,1,1a
KJ529868,1,1a
KJ529869,1,1a
KJ529870,1,1a
KJ529871,1,1b
KJ529872,1,1a
KJ529873,1,1b
KJ529874,1,1a
KJ529875,1,1a
KJ529876,1,1a
KJ529877,1,1a
KJ529878,1,1a
KJ529879,1,1a
KJ529880,1,1a
KJ529881,1,1a
KJ529882,1,1b
KJ529883,1,1a
KJ529884,1,1a
KJ529885,1,1a
KJ529886,1,1a
KJ529887,1,1a
KJ529888,1,1a
KJ529889,1,1b
KJ529890,1,1a
KJ529891,1,1b
KJ529892,1,1a
KJ529893,1,1b
KJ529894,1,1a
KJ529895,1,1a
KJ529896,1,1b
KJ529897,1,1a
KJ529898,1,1a
KJ529899,1,1b
KJ529900,1,1a
KJ529901,1,1a
KJ529902,1,1a
KJ529903,1,1a
KJ529904,1,1a
KJ529905,1,1a
KJ529906,1,1a
KJ529907,1,1a
KJ529908,1,1a
KJ529909,1,1a
KJ529910,1,1a
KJ529911,1,1b
KJ529912,1,1a
KJ529913,1,1a
KJ529914,1,1a
KJ529915,1,1a
KJ529916,1,1a
KJ529917,1,1a
KJ529918,1,1a
KJ529919,1,1a
KJ529920,1,1a
KJ529921,1,1a
KJ529922,1,1a
KJ529923,1,1a
KJ529924,1,1b
KJ529925,1,1a
KJ529926,1,1b
KJ529927,1,1b
KJ529928,1,1b
KJ529929,1,1a
KJ529930,1,1a
KJ529931,1,1b
KJ529932,1,1a
KJ529933,1,1a
KJ529934,1,1a
KJ529935,1,1a
KJ529936,1,1a
KJ529937,1,1a
KJ529938,1,1a
KJ529939,1,1a
KJ529940,1,1b
KJ529941,1,1a
KJ529942,1,1a
KJ529943,1,1a
KJ529944,1,1a
KJ529945,1,1a
KJ529946,1,1a
KJ529947,1,1a
KJ529948,1,1a
KJ529949,1,1a
KJ529950,1,1a
KJ529951,1,1a
KJ529952,1,1a
KJ529953,1,1a
KJ529954,1,1b
KJ529955,1,1a
KJ529956,1,1a
KJ529957,1,1a
KJ529958,1,1b
KJ529959,1,1b
KJ529960,1,1a
KJ529961,1,1b
KJ529962,1,1a
KJ529963,1,1a
KJ529964,1,1a
KJ529965,1,1a
KJ529966,1,1b
KJ529967,1,1a
KJ529968,1,1b
KJ529969,1,1a
KJ529970,1,1a
KJ529971,1,1a
KJ529972,1,1b
KJ529973,1,1a
KJ529974,1,1a
KJ529975,1,1a
KJ529976,1,1a
KJ529977,1,1b
KJ529978,1,1a
KJ529979,1,1a
KJ529980,1,1a
KJ529981,1,1a
KJ529982,1,1a
KJ529983,1,1a
KJ529984,1,1a
KJ529985,1,1a
KJ529986,1,1a
KJ529987,1,1a
KJ529988,1,1b
KJ529989,1,1a
KJ529990,1,1b
KJ529991,1,1b
KJ529992,1,1a
KJ529993,1,1a
KJ529994,1,1a
KJ529995,1,1a
KJ529996,1,1a
KJ529997,1,1a
KJ529998,1,1a
KJ529999,1,1b
KJ530000,1,1b
KJ530001,1,1a
KJ530002,1,1b
KJ530003,1,1a
KJ530004,1,1a
KJ530005,1,1a
KJ530006,1,1b
KJ530007,1,1a
KJ530008,1,1a
KJ530009,1,1a
KJ530010,1,1a
KJ530011,1,1a
KJ530012,1,1a
KJ530013,1,1a
KJ530014,1,1a
KJ530015,1,1a
KJ530016,1,1b
KJ530017,1,1b
KJ530018,1,1a
KJ530019,1,1a
KJ530020,1,1b
KJ530021,1,1a
KJ530022,1,1a
KJ530023,1,1a
KJ530024,1,1a
KJ530025,1,1b
KJ530026,1,1a
KJ530027,1,1b
KJ530028,1,1a
KJ530029,1,1a
KJ530030,1,1a
KJ530031,1,1a
KJ530032,1,1a
KJ530033,1,1a
KJ530034,1,1a
KJ530035,1,1a
KJ530036,1,1b
KJ530037,1,1a
KJ530038,1,1a
KJ530039,1,1a
KJ530040,1,1a
KJ530041,1,1a
KJ530042,1,1a
KJ530043,1,1b
KJ530044,1,1a
KJ530045,1,1a
KJ530046,1,1a
KJ567644,6,
KJ567645,6,6xb
KJ567646,6,
KJ567647,6,
KJ567648,6,
KJ567649,6,
KJ567650,6,
KJ567651,6,6xc
KJ567652,6,
KJ642631,2,
KJ642632,2,
KJ642633,2,
KJ642634,2,
KJ642635,2,
KJ642636,2,
KJ642637,2,
KJ642638,1,
KJ678349,2,2a
KJ678350,2,2a
KJ678351,2,2a
KJ678352,2,2a
KJ678353,2,2a
KJ678354,2,2a
KJ678355,2,2a
KJ678356,2,2a
KJ678357,2,2a
KJ678358,2,2a
KJ678359,2,2a
KJ678360,2,2a
KJ678361,2,2a
KJ678362,2,2a
KJ678363,2,2a
KJ678364,2,2a
KJ678365,2,2a
KJ678366,2,2a
KJ678367,2,2a
KJ678368,2,2a
KJ678369,2,2a
KJ678370,2,2a
KJ678371,2,2a
KJ678372,2,2a
KJ678373,2,2a
KJ678374,2,2a
KJ678375,2,2a
KJ678376,2,2a
KJ678377,2,2a
KJ678378,2,2a
KJ678379,2,2a
KJ678380,2,2a
KJ678381,2,2a
KJ678382,2,2a
KJ678383,2,2a
KJ678384,2,2a
KJ678385,2,2a
KJ678386,2,2a
KJ678387,2,2a
KJ678388,2,2a
KJ678389,2,2a
KJ678390,2,2a
KJ678391,2,2a
KJ678392,2,2a
KJ678393,2,2a
KJ678394,2,2a
KJ678395,2,2a
KJ678396,2,2a
KJ678397,2,2a
KJ678398,2,2a
KJ678399,2,2a
KJ678400,2,2a
KJ678401,2,2a
KJ678402,2,2a
KJ678403,2,2a
KJ678404,2,2a
KJ678405,2,2a
KJ678406,2,2a
KJ678407,2,2a
KJ678408,2,2a
KJ678409,2,2a
KJ678410,2,2a
KJ678411,2,2a
KJ678412,2,2a
KJ678413,2,2a
KJ678414,2,2a
KJ678415,2,2a
KJ678416,2,2a
KJ678417,2,2a
KJ678418,2,2a
KJ678419,2,2a
KJ678420,2,2a
KJ678744,6,6a
KJ678745,6,6a
KJ678746,6,6a
KJ678747,6,6a
KJ678748,6,6a
KJ678749,6,6a
KJ678750,6,6a
KJ678751,6,6a
KJ678752,6,6a
KJ678753,6,6a
KJ678754,6,6a
KJ678755,6,6a
KJ678756,6,6a
KJ678757,6,6a
KJ678758,6,6a
KJ678759,6,6a
KJ678760,6,6a
KJ678761,6,6a
KJ678762,6,6a
KJ678763,6,6a
KJ678764,6,6a
KJ678765,6,6a
KJ678766,6,6a
KJ678767,6,6a
KJ678768,6,6a
KJ678769,6,6a
KJ678770,6,6a
KJ678771,6,6a
KJ678772,6,6a
KJ678773,6,6a
KJ678774,6,6a
KJ678775,6,6a
KJ678776,6,6a
KJ678777,6,6a
KJ678778,6,6a
KJ678779,6,6a
KJ678780,6,6a
KJ678781,6,6a
KJ678782,6,6a
KJ678783,6,6a
KJ678784,6,6a
KJ678785,6,6a
KJ678786,6,6a
KJ678787,6,6a
KJ678788,6,6a
KJ678789,6,6a
KJ678790,6,6a
KJ678791,6,6a
KJ678792,6,6a
KJ678793,6,6a
KJ678794,6,6a
KJ678795,6,6a
KJ678796,6,6a
KJ678797,6,6a
KJ678798,6,6a
KJ678799,6,6a
KJ678800,6,6a
KJ678801,6,6a
KJ678802,6,6a
KJ678803,6,6a
KJ678804,6,6a
KJ678805,6,6a
KJ678806,6,6a
KJ678807,6,6a
KJ678808,6,6a
KJ678809,6,6a
KJ678810,6,6a
KJ678811,6,6a
KJ678812,6,6a
KJ678813,6,6a
KJ678814,6,6a
KJ678815,6,6a
KJ678816,6,6a
KJ678817,6,6a
KJ678867,6,6a
KJ678868,6,6a
KJ678869,6,6a
KJ678870,6,6a
KJ678871,6,6a
KJ678872,6,6a
KJ678873,6,6a
KJ678874,6,6a
KJ678875,6,6a
KJ678876,6,6a
KJ678877,6,6a
KJ678878,6,6a
KJ678879,6,6a
KJ678880,6,6a
KJ678881,6,6a
KJ678882,6,6a
KJ678883,6,6a
KJ678884,6,6a
KJ678885,6,6a
KJ678886,6,6a
KJ678887,6,6a
KJ678888,6,6a
KJ678889,6,6a
KJ678890,6,6a
KJ678891,6,6a
KJ678892,6,6a
KJ678893,6,6a
KJ678894,6,6a
KJ678895,6,6a
KJ678896,6,6a
KJ678897,6,6a
KJ678898,6,6a
KJ678899,6,6a
KJ678900,6,6a
KJ678901,6,6a
KJ678902,6,6a
KJ678903,6,6a
KJ678904,6,6a
KJ678905,6,6a
KJ678906,6,6a
KJ678907,6,6a
KJ678908,6,6a
KJ678909,6,6a
KJ678910,6,6a
KJ678911,6,6a
KJ678912,6,6a
KJ678913,6,6a
KJ678914,6,6a
KJ678915,6,6a
KJ678916,6,6a
KJ678917,6,6a
KJ678918,6,6a
KJ678919,6,6a
KJ678920,6,6a
KJ678921,6,6a
KJ678922,6,6a
KJ678923,6,6a
KJ678924,6,6a
KJ678925,6,6a
KJ678926,6,6a
KJ678927,6,6a
KJ678928,6,6a
KJ678929,6,6a
KJ678930,6,6a
KJ678931,6,6a
KJ678932,6,6a
KJ678933,6,6a
KJ678934,6,6a
KJ678935,6,6a
KJ678936,6,6a
KJ678937,6,6a
KJ678938,6,6a
KJ678939,6,6a
KJ678940,6,6a
KJ678941,6,6a
KJ678942,6,6a
KJ678943,6,6a
KJ678944,6,6a
KJ678945,6,6a
KJ678946,6,6a
KJ678947,6,6a
KJ678948,6,6a
KJ678949,6,6a
KJ678950,6,6a
KJ678951,6,6a
KJ678952,6,6a
KJ678953,6,6a
KJ678954,6,6a
KJ678955,6,6a
KJ678956,6,6a
KJ678957,6,6a
KJ678958,6,6a
KJ678959,6,6a
KJ678960,6,6a
KJ678961,6,6a
KJ678962,6,6a
KJ678963,6,6a
KJ678964,6,6a
KJ678965,6,6a
KJ678966,6,6a
KJ678967,6,6a
KJ678968,6,6a
KJ678969,6,6a
KJ678970,6,6a
KJ678971,6,6a
KJ678972,6,6a
KJ678973,6,6a
KJ678974,6,6a
KJ678975,6,6a
KJ700860,6,6a
KJ700861,6,6a
KM102760,2,2b
KM102761,2,2b
KM102762,2,2b
KM102763,2,2b
KM102764,2,2b
KM102765,2,2k
KM102766,2,2b
KM102767,2,2b
KM102768,2,2k
KM102769,2,2k
KM102770,2,2k
KM213527,2,
KM213528,1,
KM213529,2,
KM213530,2,
KM213531,2,
KM213532,2,
KM213533,2,
KM213534,2,
KM213535,2,
KM213536,2,
KM213537,2,
KM213538,2,
KM213539,2,
KM213540,2,
KM213541,1,
KM213542,2,
KM213543,2,
KM213544,1,
KM213545,2,
KM213546,2,
KM213547,2,
KM213548,2,
KM213549,1,
KM213550,2,
KM213551,2,
KM213552,2,
KM213553,2,
KM213554,1,
KM213555,2,
KM213556,2,
KM213557,2,
KM213558,1,
KM213559,2,
KM213560,2,
KM213561,2,
KM213562,2,
KM213563,2,
KM213564,2,
KM213565,2,
KM213566,2,
KM213567,1,
KM213568,2,
KM213569,2,
KM213570,2,
KM213571,2,
KM213572,2,
KM213573,2,
KM213574,1,
KM213575,1,
KM213576,2,
KM213577,1,
KM213578,2,
KM213579,2,
KM213580,2,
KM213581,2,
KM213582,2,
KM213583,2,
KM213584,2,
KM213585,2,
KM213586,2,
KM213587,2,
KM213588,2,
KM213589,2,
KM213590,2,
KM213591,2,
KM252779,6,6e
KM252780,6,6e
KM252781,6,6e
KM252782,6,6h
KM252783,6,6h
KM252784,6,6h
KM252785,6,6p
KM252786,6,6r
KM252787,6,6s
KM252788,6,6u
KM252789,6,6xd
KM252790,6,6xd
KM252791,6,6xd
KM252792,6,6xe
KM252793,,
KM252794,,
KM252795,,
KM252796,,
KM252797,,
KM252798,,
KM252799,,
KM252800,,
KM277568,,
KM277569,,
KM277570,,
KM277571,,
KM277572,,
KM277573,,
KM277574,,
KM277575,,
KM277576,,
KM277577,,
KM277578,,
KM277579,,
KM277580,,
KM277581,,
KM284978,1,1a
KM284979,1,1a
KM284980,1,1a
KM284981,1,1a
KM284982,1,1a
KM284983,1,1a
KM284984,1,1a
KM284985,1,1a
KM284986,1,1a
KM284987,1,1a
KM284988,1,1a
KM284989,1,1a
KM284990,1,1a
KM284991,1,1a
KM284992,1,1b
KM284993,1,1b
KM284994,3,3a
KM284995,3,3a
KM284996,3,3a
KM284997,3,3a
KM284998,3,3a
KM284999,3,3a
KM285000,3,3a
KM285001,3,3a
KM285002,3,3a
KM285003,3,3a
KM285004,3,3a
KM285005,3,3a
KM285006,3,3a
KM285007,3,3a
KM285008,3,3a
KM285009,3,3a
KM285010,3,3b
KM285011,3,3b
KM285012,3,3b
KM285013,3,3b
KM285014,3,3b
KM285015,3,3b
KM285016,3,3b
KM285017,3,3b
KM285018,3,3b
KM285019,3,3b
KM285020,3,3b
KM285021,3,3b
KM285022,3,3b
KM285023,3,3b
KM285024,3,3b
KM285025,3,3b
KM285026,3,3b
KM285027,3,3b
KM285028,3,3b
KM285029,3,3b
KM285030,3,3b
KM285031,3,3b
KM285032,3,3b
KM285033,3,3b
KM285034,3,3b
KM285035,3,3b
KM285036,3,3b
KM285037,3,3b
KM285038,3,3b
KM285039,3,3b
KM285040,3,3b
KM285041,3,3b
KM285042,3,3b
KM285043,3,3b
KM285044,3,3b
KM285045,3,3b
KM285046,3,3b
KM285047,3,3b
KM285048,3,3b
KM285049,3,3b
KM285050,3,3b
KM285051,3,3b
KM285052,3,3b
KM285053,3,3b
KM285054,3,3b
KM285055,3,3b
KM285056,3,3b
KM285057,3,3b
KM285058,3,3b
KM285059,3,3b
KM285060,3,3b
KM285061,3,3b
KM285062,3,3b
KM285063,3,3b
KM285064,3,3b
KM285065,3,3b
KM285066,3,3b
KM285067,3,3b
KM285068,3,3b
KM285069,3,3b
KM285070,3,3b
KM285071,3,3b
KM285072,3,3b
KM285073,3,3b
KM285074,3,3b
KM285075,3,3b
KM285076,3,3b
KM285077,3,3b
KM285078,3,3b
KM285079,6,6n
KM285080,6,6n
KM285081,6,6n
KM285082,6,6n
KM285083,6,6n
KM285084,6,6n
KM285085,6,6n
KM285086,6,6n
KM285087,6,6n
KM285088,6,6n
KM285089,6,6n
KM285090,6,6n
KM285091,6,6n
KM285092,6,6n
KM285093,6,6n
KM285094,6,6n
KM285095,6,6n
KM285096,6,6n
KM285097,6,6n
KM285098,6,6n
KM285099,6,6u
KM285100,6,6u
KM285101,6,6u
KM285102,6,6u
KM285103,6,6u
KM285104,6,6u
KM285105,6,6u
KM285106,6,6u
KM285107,6,6u
KM285108,6,6u
KM285109,6,6u
KM285110,6,6u
KM285111,6,6u
KM285112,6,6u
KM285113,6,6u
KM285114,6,6u
KM285115,6,6u
KM285116,6,6u
KM285117,6,6u
KM285118,6,6u
KM285119,6,6x
KM285120,6,6x
KM285121,6,6x
KM285122,6,6x
KM285123,6,6x
KM285124,,
KM504109,6,
KM504110,6,6f
KM504111,,
KM504112,,
KM504113,6,6r
KM504114,,
KM504115,6,6q
KM504116,6,6q
KM504117,,
KM504118,,
KM504119,,
KM504120,,
KM504121,,
KM504122,6,6h
KM504123,6,6s
KM504124,6,6c
KM523551,1,1b
KM523552,1,1b
KM523553,1,1b
KM523554,1,1b
KM523555,1,1b
KM523556,1,1b
KM523557,2,2a
KM523558,1,1b
KM523559,1,1b
KM523560,1,1b
KM523561,1,1b
KM523562,1,1b
KM523563,1,1b
KM523564,1,1b
KM523565,1,1b
KM523566,1,1b
KM523567,1,1b
KM523568,1,1b
KM523569,1,1b
KM523570,1,1b
KM523571,1,1b
KM523572,1,1b
KM523573,1,1b
KM523574,2,2a
KM523575,2,2a
KM523576,1,1b
KM523577,1,1b
KM523578,1,1b
KM523579,2,2a
KM523580,1,1b
KM523581,2,2a
KM523582,1,1b
KM523583,1,1b
KM523584,1,1b
KM523585,3,3b
KM523586,1,1b
KM523587,2,2a
KM523588,1,1b
KM523589,1,1b
KM523590,1,1b
KM523591,1,1b
KM523592,1,1b
KM523593,2,2a
KM523594,1,1b
KM523595,2,2a
KM523596,1,1b
KM523597,1,1b
KM523598,1,1b
KM523599,1,1b
KM874784,,
KM874785,,
KM874786,,
KM921683,1,
KM921684,1,
KM921685,1,
KM921686,1,
KM921687,1,
KM921688,1,
KM921689,1,
KM921690,1,
KM921691,1,
KM921692,1,
KM921693,1,
KM921694,1,
KM921695,1,
KM921696,1,
KM921697,1,
KM921698,1,
KM921699,1,
KM921700,1,
KM921701,1,
KM921702,1,
KM921703,1,
KM921704,1,
KM921705,1,
KM921706,1,
KM921707,1,
KM921708,1,
KM921709,1,
KM921710,1,
KM921711,1,
KM921712,1,
KM921713,1,
KM921714,1,
KM921715,1,
KM921716,1,
KM921717,1,
KM921718,1,
KM921719,1,
KM921720,1,
KM921721,1,
KM921722,1,
KM921723,1,
KM921724,1,
KM921725,1,
KM921726,1,
KM921727,1,
KM921728,1,
KM921729,1,
KM921730,1,
KM921731,1,
KM921732,1,
KM921733,1,
KM921734,1,
KM921735,1,
KM921736,1,
KM921737,1,
KM921738,1,
KM921739,1,
KP057692,1,1b
KP057693,1,1b
KP057694,1,1b
KP057695,1,1b
KP057696,1,1b
KP057697,1,1b
KP057698,1,1b
KP057699,1,1b
KP057700,1,1b
KP057701,1,1b
KP057702,1,1b
KP057703,1,1b
KP057704,1,1b
KP057705,1,1b
KP057706,1,1b
KP057707,1,1b
KP057708,1,1b
KP057709,1,1b
KP057710,1,1b
KP057711,1,1b
KP057712,1,1b
KP057713,1,1b
KP057714,1,1b
KP057715,1,1b
KP057716,1,1b
KP057717,1,1b
KP057718,1,1b
KP057719,1,1b
KP057720,1,1b
KP057721,1,1b
KP057722,1,1b
KP057723,1,1b
KP057724,1,1b
KP057725,1,1b
KP057726,1,1b
KP057727,1,1b
KP057728,1,1b
KP057729,1,1a
KP057730,1,1a
KP057731,1,1a
KP057732,1,1a
KP057733,1,1a
KP057734,1,1a
KP057735,1,1a
KP057736,1,1a
KP057737,1,1a
KP057738,1,1a
KP057739,1,1a
KP057740,1,1a
KP057741,1,1a
KP057742,1,1a
KP057743,1,1a
KP057744,1,1a
KP057745,1,1a
KP057746,1,1a
KP057747,1,1a
KP057748,1,1a
KP057749,1,1a
KP057750,1,1a
KP057751,1,1a
KP057752,1,1a
KP057753,1,1a
KP057754,1,1a
KP057755,1,1a
KP057756,1,1a
KP057757,1,1a
KP057758,2,2b
KP057759,2,2b
KP057760,2,2b
KP057761,2,2b
KP057762,2,2b
