Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
FJ791089,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
FJ791090,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
FJ791093,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
FJ791094,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
FJ791099,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
FJ791103,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
FJ791107,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
FJ791111,4A,4A,4M,4M,,4,GenBank,2,4A;4M,AvailableCallsDisagree
FJ795691,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
FJ795711,4F,4F,4R,4R,,4,GenBank,2,4F;4R,AvailableCallsDisagree
FJ795720,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
FJ807052,1B,1B,1B,1B,1G,5,,2,1B;1G,AllFiveDisagree
FJ807054,1G,1G,1G,1G,1B,5,,2,1B;1G,AllFiveDisagree
FJ807060,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
FJ807073,4A,4O,4O,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
FJ859286,6I,6I,1A,1A,6I,5,,2,1A;6I,AllFiveDisagree
FJ859289,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
FJ859295,6I,6I,1A,1A,6I,5,,2,1A;6I,AllFiveDisagree
FJ859297,6J,6J,1A,1A,6J,5,,2,1A;6J,AllFiveDisagree
FJ859305,6J,6J,3G,3G,6J,5,,2,3G;6J,AllFiveDisagree
FJ859316,6J,6J,1M,1M,6J,5,,2,1M;6J,AllFiveDisagree
FJ859319,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
FJ859323,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
FJ859325,6I,6I,1M,1M,6I,5,,2,1M;6I,AllFiveDisagree
FJ859328,6J,6J,3H,3H,6J,5,,2,3H;6J,AllFiveDisagree
FJ859329,6I,6I,1A,1A,6I,5,,2,1A;6I,AllFiveDisagree
FJ859331,6J,6J,8A,8A,6J,5,,2,6J;8A,AllFiveDisagree
FJ859333,6J,6J,3I,3I,6J,5,,2,3I;6J,AllFiveDisagree
FJ872268,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
FJ872269,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
FJ872270,2A,2A,2L,2L,,4,GenBank,2,2A;2L,AvailableCallsDisagree
FJ872342,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
FN668611,4A,4A,4O,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
FN668612,4A,4A,4O,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
GQ153856,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
GQ153857,2C,2C,2F,2F,,4,GenBank,2,2C;2F,AvailableCallsDisagree
GQ153858,2B,2B,2A,2A,,4,GenBank,2,2A;2B,AvailableCallsDisagree
GQ153859,2B,2B,2K,2K,,4,GenBank,2,2B;2K,AvailableCallsDisagree
GQ153860,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GQ153861,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
GQ153862,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GQ153863,2A,2A,2D,2D,,4,GenBank,2,2A;2D,AvailableCallsDisagree
GQ153864,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
GQ153865,2K,2B,2R,2R,,4,GenBank,3,2B;2K;2R,AvailableCallsDisagree
GQ153866,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
GQ153867,2A,2A,2T,2T,,4,GenBank,2,2A;2T,AvailableCallsDisagree
GQ153868,2B,2J,2D,2D,,4,GenBank,3,2B;2D;2J,AvailableCallsDisagree
GQ153869,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GQ153870,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GQ153871,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GQ153872,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
GQ153873,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
GQ153874,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
GQ153875,2B,2B,2A,2A,,4,GenBank,2,2A;2B,AvailableCallsDisagree
GQ153876,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
GQ153877,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
GQ153878,2B,2B,2V,2V,,4,GenBank,2,2B;2V,AvailableCallsDisagree
GQ153879,2J,2B,2J,2J,,4,GenBank,2,2B;2J,AvailableCallsDisagree
GQ153880,2A,2A,2B,2B,,4,GenBank,2,2A;2B,AvailableCallsDisagree
GQ153883,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
GQ153884,2A,2A,2K,2K,,4,GenBank,2,2A;2K,AvailableCallsDisagree
GQ153885,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
GQ153887,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
GQ153888,2J,2A,2K,2K,,4,GenBank,3,2A;2J;2K,AvailableCallsDisagree
GQ153889,2B,2A,2U,2U,,4,GenBank,3,2A;2B;2U,AvailableCallsDisagree
GQ153890,2B,2B,2A,2A,,4,GenBank,2,2A;2B,AvailableCallsDisagree
GQ153891,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
GQ153892,2B,2B,2V,2V,,4,GenBank,2,2B;2V,AvailableCallsDisagree
GQ153893,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
GQ153894,2B,2J,2J,2J,,4,GenBank,2,2B;2J,AvailableCallsDisagree
GQ153895,2K,2C,2R,2R,,4,GenBank,3,2C;2K;2R,AvailableCallsDisagree
GQ153896,2B,2B,2U,2U,,4,GenBank,2,2B;2U,AvailableCallsDisagree
GQ153897,2B,2B,2K,2K,,4,GenBank,2,2B;2K,AvailableCallsDisagree
GQ153898,2B,2B,2R,2R,,4,GenBank,2,2B;2R,AvailableCallsDisagree
GQ153899,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GQ153900,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
GQ153901,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
GQ153902,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
GQ153904,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
GQ153905,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
GQ153906,2B,2B,2R,2R,,4,GenBank,2,2B;2R,AvailableCallsDisagree
GQ153909,2B,2A,2T,2T,,4,GenBank,3,2A;2B;2T,AvailableCallsDisagree
GQ153910,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
GQ153911,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GQ285044,6K,6K,6XI,6XI,6K,5,,2,6K;6XI,AllFiveDisagree
GQ285045,6L,6L,6XI,6XI,6K,5,,3,6K;6L;6XI,AllFiveDisagree
GQ418370,2C,2C,2F,2F,2F,5,,2,2C;2F,AllFiveDisagree
GU049345,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
GU049346,1C,1C,1O,1O,,4,GenBank,2,1C;1O,AvailableCallsDisagree
GU049348,2Q,2Q,2Q,2Q,2K,5,,2,2K;2Q,AllFiveDisagree
GU049349,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
GU049350,2A,2A,2F,2F,,4,GenBank,2,2A;2F,AvailableCallsDisagree
GU049351,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
GU049352,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
GU049353,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
GU049354,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
GU049356,4G?,4G?,4G,4G,4G,5,,2,4G;4G?,AllFiveDisagree
GU049357,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
GU049359,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
GU049360,4O,4O,4W,4W,,4,GenBank,2,4O;4W,AvailableCallsDisagree
GU049361,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
GU049362,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
GU049363,4W,4W,4W,4W,4B,5,,2,4B;4W,AllFiveDisagree
GU049364,6Q,6Q,7A,7A,6Q,5,,2,6Q;7A,AllFiveDisagree
GU049365,6E,6E,6C,6C,,4,GenBank,2,6C;6E,AvailableCallsDisagree
GU049366,6F,6F,6Q,6Q,6Q,5,,2,6F;6Q,AllFiveDisagree
GU049367,6L,6L,6K,6K,6K,5,,2,6K;6L,AllFiveDisagree
GU049368,6T,6T,6O,6O,,4,GenBank,2,6O;6T,AvailableCallsDisagree
GU049369,6T,6F,6C,6C,,4,GenBank,3,6C;6F;6T,AvailableCallsDisagree
GU049370,6K,6K,1C,1C,6K,5,,2,1C;6K,AllFiveDisagree
GU049371,6L,6L,6K,6K,6K,5,,2,6K;6L,AllFiveDisagree
GU049374,6T,6T,6XF,6XF,,4,GenBank,2,6T;6XF,AvailableCallsDisagree
GU049375,6T,6T,6XF,6XF,,4,GenBank,2,6T;6XF,AvailableCallsDisagree
GU049376,6T,6T,8A,8A,,4,GenBank,2,6T;8A,AvailableCallsDisagree
GU049379,6K,6K,6XI,6XI,6K,5,,2,6K;6XI,AllFiveDisagree
GU049380,6L,6L,6XB,6XB,6K,5,,3,6K;6L;6XB,AllFiveDisagree
GU049381,6E,6E,1N,1N,,4,GenBank,2,1N;6E,AvailableCallsDisagree
GU049383,6J,6J,4K,4K,6J,5,,2,4K;6J,AllFiveDisagree
GU049384,6E,6E,6Q,6Q,6Q,5,,2,6E;6Q,AllFiveDisagree
GU049385,6E,6E,6XF,6XF,,4,GenBank,2,6E;6XF,AvailableCallsDisagree
GU049386,6B,6B,6XD,6XD,6B,5,,2,6B;6XD,AllFiveDisagree
GU049387,6C,6C,6F,6F,,4,GenBank,2,6C;6F,AvailableCallsDisagree
GU049388,6T,6T,4W,4W,,4,GenBank,2,4W;6T,AvailableCallsDisagree
GU049389,6T,6T,4D,4D,,4,GenBank,2,4D;6T,AvailableCallsDisagree
GU049390,6K,6K,1J,1J,6K,5,,2,1J;6K,AllFiveDisagree
GU049393,6L,6L,1M,1M,6K,5,,3,1M;6K;6L,AllFiveDisagree
GU049395,6L,6L,1C,1C,6K,5,,3,1C;6K;6L,AllFiveDisagree
GU049396,6E,6E,6F,6F,,4,GenBank,2,6E;6F,AvailableCallsDisagree
GU049397,6A,6A,6XD,6XD,6B,5,,3,6A;6B;6XD,AllFiveDisagree
GU049398,6T,6T,4W,4W,,4,GenBank,2,4W;6T,AvailableCallsDisagree
GU049400,6E,6E,6XF,6XF,,4,GenBank,2,6E;6XF,AvailableCallsDisagree
GU054415,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
GU054416,2K,2B,2T,2T,,4,GenBank,3,2B;2K;2T,AvailableCallsDisagree
GU054417,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
GU054418,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
GU054419,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
GU054420,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
GU054423,2J,2B,2U,2U,,4,GenBank,3,2B;2J;2U,AvailableCallsDisagree
GU054424,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
GU054425,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GU054426,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
GU054428,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
GU054431,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GU054432,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
GU054433,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GU054434,2B,2B,2F,2F,,4,GenBank,2,2B;2F,AvailableCallsDisagree
GU054435,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
GU054438,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GU054439,2K,2K,2F,2F,,4,GenBank,2,2F;2K,AvailableCallsDisagree
GU054440,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GU054444,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
GU054448,2J,2J,2L,2L,,4,GenBank,2,2J;2L,AvailableCallsDisagree
GU054449,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
GU054450,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
GU054451,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
GU054452,4A,4A,4C,4C,4A,5,,2,4A;4C,AllFiveDisagree
GU054459,4A,4A,4A,4A,4D,5,,2,4A;4D,AllFiveDisagree
GU054461,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
GU054464,4L,4L,4B,4B,,4,GenBank,2,4B;4L,AvailableCallsDisagree
GU054465,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
GU054472,4F,4F,4W,4W,,4,GenBank,2,4F;4W,AvailableCallsDisagree
GU054482,4L,4L,4B,4B,,4,GenBank,2,4B;4L,AvailableCallsDisagree
GU088159,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
GU088162,4D,4D,4W,4W,,4,GenBank,2,4D;4W,AvailableCallsDisagree
GU088163,4D,4D,4W,4W,,4,GenBank,2,4D;4W,AvailableCallsDisagree
GU088164,4A,4A,4V,4V,,4,GenBank,2,4A;4V,AvailableCallsDisagree
GU088166,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
GU088167,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
GU088169,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
GU088173,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
GU088174,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
GU088175,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
JX102881,6E,6E,7A,7A,6E,5,,2,6E;7A,AllFiveDisagree
JX102882,6H,6H,1M,1M,6H,5,,2,1M;6H,AllFiveDisagree
JX102919,6H,6H,3G,3G,6H,5,,2,3G;6H,AllFiveDisagree
JX102929,6H,6H,1M,1M,6H,5,,2,1M;6H,AllFiveDisagree
JX102940,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
JX102946,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX102967,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103031,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103085,6F,6F,7A,7A,,4,GenBank,2,6F;7A,AvailableCallsDisagree
JX103121,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103122,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
JX103123,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103126,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
JX103127,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103128,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
JX103130,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103131,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
JX103132,6W,6W,6XF,6XF,,4,GenBank,2,6W;6XF,AvailableCallsDisagree
JX183549,6K,6L,8A,6XI,6K-RELATED,5,,5,6K;6K-RELATED;6L;6XI;8A,AllFiveDisagree
JX183550,6L,6L,6K,6XJ,6K-RELATED,5,,4,6K;6K-RELATED;6L;6XJ,AllFiveDisagree
JX183551,6L,6L,6XB,6XI,6K-RELATED,5,,4,6K-RELATED;6L;6XB;6XI,AllFiveDisagree
JX183552,6L,6L,6XB,6XB,6K-RELATED,5,,3,6K-RELATED;6L;6XB,AllFiveDisagree
JX183553,6L,6L,6L,6L,6L-RELATED,5,,2,6L;6L-RELATED,AllFiveDisagree
JX183554,6L,6L,8A,6L,6L-RELATED,5,,3,6L;6L-RELATED;8A,AllFiveDisagree
JX183557,6N,6N,6XE,6XE,,4,GenBank,2,6N;6XE,AvailableCallsDisagree
JX227952,"UNASSIGNED_1, 1B-2J-2A-2J-2Q-2K-2Q-2K",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-2J-2A-2J-2Q-2K-2Q-2K",AvailableCallsDisagree
JX227963,4G?,4G?,4G,4G,,4,GenBank,2,4G;4G?,AvailableCallsDisagree
JX227964,4K,4K,4G,4K,,4,GenBank,2,4G;4K,AvailableCallsDisagree
JX457320,4D,4D,4O,4O,,4,GenBank,2,4D;4O,AvailableCallsDisagree
JX677266,4K,4K,6R,6R,,4,GenBank,2,4K;6R,AvailableCallsDisagree
JX677410,2C,2C,2F,2F,2F,5,,2,2C;2F,AllFiveDisagree
JX677555,3B,3B,6XA,6XA,,4,GenBank,2,3B;6XA,AvailableCallsDisagree
KC118154,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
KC118156,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
KC118157,3A,3A,3A,3A,1A,5,,2,1A;3A,AllFiveDisagree
KC118223,1B,1B,1B,1B,3A,5,,2,1B;3A,AllFiveDisagree
KC124778,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
KC197229,"UNASSIGNED_1, 2I-2K-2C-3H",2I,2I,2I,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K-2C-3H",AllFiveDisagree
KC197230,"UNASSIGNED_1, 2I-2K",2I,2I,2I,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K",AllFiveDisagree
KC197231,"UNASSIGNED_1, 2I-2K-2B-3H",2I,2I,2I,2I,5,,2,"2I;UNASSIGNED_1, 2I-2K-2B-3H",AllFiveDisagree
KC197233,"UNASSIGNED_1, 2J-6K",2J,2J,2J,2J,5,,2,"2J;UNASSIGNED_1, 2J-6K",AllFiveDisagree
KC197235,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
KC197236,2J,2J,2M,2T,,4,GenBank,3,2J;2M;2T,AvailableCallsDisagree
KC197237,2J,2B,2C,2R,,4,GenBank,4,2B;2C;2J;2R,AvailableCallsDisagree
KC197238,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
KC197239,2B,2B,2Q,2R,,4,GenBank,3,2B;2Q;2R,AvailableCallsDisagree
KC197240,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
KC506770,4C,4C,4C,4C,4R,5,,2,4C;4R,AllFiveDisagree
KC506771,4A,4A,4L,4L,4C,5,,3,4A;4C;4L,AllFiveDisagree
KC506772,4K,4K,4K,4K,4L,5,,2,4K;4L,AllFiveDisagree
KC506773,4K,4K,4K,4K,4L,5,,2,4K;4L,AllFiveDisagree
KC506774,4V,4V,4L,4L,4K,5,,3,4K;4L;4V,AllFiveDisagree
KC506775,4C,4C,4C,4C,4K,5,,2,4C;4K,AllFiveDisagree
KC506776,4R,4R,4R,4R,4C,5,,2,4C;4R,AllFiveDisagree
KC632144,4D,4D,4A,4A,,4,GenBank,2,4A;4D,AvailableCallsDisagree
KC632147,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
KC632148,1B,1B,1N,1N,,4,GenBank,2,1B;1N,AvailableCallsDisagree
KC632149,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KC632150,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
KC632151,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
KC632152,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
KC844039,6W,6A,6XA,6XA,,4,GenBank,3,6A;6W;6XA,AvailableCallsDisagree
KC844040,6W,6W,6XD,6XA,,4,GenBank,3,6W;6XA;6XD,AvailableCallsDisagree
KC844042,2J,2A,2F,2F,2F,5,,3,2A;2F;2J,AllFiveDisagree
KC844050,2J,2C,2F,2F,2F,5,,3,2C;2F;2J,AllFiveDisagree
KC844051,"UNASSIGNED_1, 1B-3H",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-3H",AllFiveDisagree
KC844052,"UNASSIGNED_1, 1B-3H",1B,1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-3H",AllFiveDisagree
KC960765,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960766,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960767,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960768,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960769,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
KC960770,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
KC960771,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
KC960772,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960773,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
KC960781,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960783,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960789,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960798,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960808,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960815,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960818,1A,1A,1O,1O,,4,GenBank,2,1A;1O,AvailableCallsDisagree
KC960819,1C,1C,1O,1O,,4,GenBank,2,1C;1O,AvailableCallsDisagree
KC960823,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC960824,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KC967477,"UNASSIGNED_1, 2A-2B",2A,2A,2A,2B,5,,3,"2A;2B;UNASSIGNED_1, 2A-2B",AllFiveDisagree
KC967478,"UNASSIGNED_1, 2A-2B",2A,2A,2A,2B,5,,3,"2A;2B;UNASSIGNED_1, 2A-2B",AllFiveDisagree
KC967479,"UNASSIGNED_1, 2A-2C",2A,2A,2A,2C,5,,3,"2A;2C;UNASSIGNED_1, 2A-2C",AllFiveDisagree
KF437708,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437709,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437710,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437711,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437712,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437713,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437714,6H,6H,3D,3D,6H,5,,2,3D;6H,AllFiveDisagree
KF437715,6L,6L,2A,2A,6K,5,,3,2A;6K;6L,AllFiveDisagree
KF437716,6L,6L,2A,2A,6K,5,,3,2A;6K;6L,AllFiveDisagree
KF437717,6L,6L,2A,2A,6K,5,,3,2A;6K;6L,AllFiveDisagree
KF437718,3G,3G,3G,3G,3E,5,,2,3E;3G,AllFiveDisagree
KF437719,3G,3G,3G,3G,3E,5,,2,3E;3G,AllFiveDisagree
KF585672,6N,6N,1G,1G,,4,GenBank,2,1G;6N,AvailableCallsDisagree
KF585674,6N,6N,1M,1M,,4,GenBank,2,1M;6N,AvailableCallsDisagree
KF585719,6N,6N,1A,1A,,4,GenBank,2,1A;6N,AvailableCallsDisagree
KF667838,1B,1B,1D,1D,1B,5,,2,1B;1D,AllFiveDisagree
KF686354,4O,4O,4L,4L,4O,5,,2,4L;4O,AllFiveDisagree
KF686369,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KF686425,4M,4M,4L,4L,,4,GenBank,2,4L;4M,AvailableCallsDisagree
KF686430,4N,4N,4O,4O,4O,5,,2,4N;4O,AllFiveDisagree
KF686451,4A,4A,4C,4C,4A,5,,2,4A;4C,AllFiveDisagree
KF686463,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
KF686470,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KF686485,4V,4V,4Q,4Q,,4,GenBank,2,4Q;4V,AvailableCallsDisagree
KF686508,4V,4V,4F,4F,4G,5,,3,4F;4G;4V,AllFiveDisagree
KF686532,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
KF686535,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KF686540,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
KF686553,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KF686559,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
KF686574,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
KF686580,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KF826154,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
KF826157,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
KF826158,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
KF826182,4K,4K,4M,4M,,4,GenBank,2,4K;4M,AvailableCallsDisagree
KF826189,4K,4K,4L,4L,,4,GenBank,2,4K;4L,AvailableCallsDisagree
OR210427,6L,6L,6XI,6XI,,4,GenBank,2,6L;6XI,AvailableCallsDisagree
OR210432,6L,6L,6XI,6XI,,4,GenBank,2,6L;6XI,AvailableCallsDisagree
OR210481,6N,6N,1L,1L,6N,5,,2,1L;6N,AllFiveDisagree
OR210544,6N,6N,6XE,6XE,6N,5,,2,6N;6XE,AllFiveDisagree
