Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover
KP212077,3,93.274,446,3a,91.091,449,2111-2179,
KP212078,3,92.152,446,3a,90.200,449,2111-2179,
KP212079,3,92.152,446,3a,91.759,449,2111-2179,
KP212080,3,92.825,446,3a,92.205,449,2111-2179,
KP212081,3,91.928,446,3a,89.978,449,2111-2179,
KP212082,3,94.855,447,3a,91.091,449,2111-2179,
KP212084,3,91.480,446,3a,90.869,449,2111-2179,
KP212085,3,93.498,446,3a,91.537,449,2111-2179,
KP212086,3,92.601,446,3a,88.864,449,2111-2179,
KP212087,3,92.601,446,3a,91.537,449,2111-2179,
KP212088,3,91.704,446,3a,89.310,449,2111-2179,
KX621422,1,93.536,8973,1a,93.202,8973,2111-2179,
KX621423,1,91.962,8970,1a,91.817,8970,2111-2179,
KX621424,1,91.828,8970,1a,91.683,8970,2111-2179,
KX621425,1,92.176,8972,1a,91.929,8970,2111-2179,
KX621426,3,95.092,8823,3a,92.762,8829,2111-2179,
KX621427,1,95.574,8970,1a,95.072,8970,2111-2179,
KX621428,3,94.004,8823,3a,92.309,8828,2111-2179,
KX621429,3,93.766,8823,3a,92.570,8829,2111-2179,
KX621430,1,92.464,8970,1a,92.230,8970,2111-2179,
KX621431,3,93.835,8824,3a,93.735,8827,2111-2179,
KX621432,3,93.336,8823,3a,92.635,8826,2111-2179,
KX621433,3,93.007,8823,3a,92.488,8826,2111-2179,
KX621434,3,93.259,8827,3a,92.420,8826,2111-2179,
KX621435,1,92.755,8972,1a,92.465,8971,2111-2179,
KX621436,1,91.842,8973,1a,91.686,8973,2111-2179,
KX621437,1,92.039,8956,1a,91.804,8956,2111-2179,
KX621438,1,94.391,8664,1a,94.402,8664,2111-2179,
KX621439,1,93.718,8978,1a,93.848,8973,2111-2179,
KX621440,1,93.824,8970,1a,93.958,8970,2111-2179,
KX621441,3,93.200,8823,3a,92.738,8827,2111-2179,
KX621442,1,94.314,8970,1a,94.437,8970,2111-2179,
KX621443,1,96.399,8664,1a,95.903,8664,2111-2179,
KX621444,1,96.150,9039,1a,95.663,9038,2111-2179,
KX621445,1,91.850,8969,1a,91.598,8974,2111-2179,
KX621446,1,91.888,8962,1a,91.636,8967,2111-2179,
KX621447,3,93.155,8824,3a,92.431,8826,2111-2179,
KX621448,1,91.984,8970,1a,91.839,8970,2111-2179,
KX621449,1,92.040,8970,1a,91.842,8973,2111-2179,
KX621450,1,94.924,8963,1a,94.332,8963,2111-2179,
KX621451,1,92.381,8964,1a,92.046,8964,2111-2179,
KX621452,1,95.975,8970,1a,95.452,8970,2111-2179,
KX621453,3,94.221,8825,3a,92.390,8830,2111-2179,
KX621454,3,93.619,8823,3a,93.384,8827,2111-2179,
KX621455,1,92.185,8970,1a,91.795,8970,2111-2179,
KX621456,1,91.954,8973,1a,91.786,8973,2111-2179,
KX621457,1,94.693,8970,1a,94.125,8970,2111-2179,
KX621458,1,92.096,8970,1a,91.817,8970,2111-2179,
KX621459,1,92.152,8970,1a,91.918,8970,2111-2179,
KX621460,1,91.549,8981,1a,91.584,8971,2111-2179,
KX621461,1,94.727,8970,1a,94.337,8970,2111-2179,
KX621462,1,92.185,8970,1a,91.984,8970,2111-2179,
KX621463,1,93.768,8970,1a,94.070,8971,2111-2179,
KX621464,1,94.582,8970,1a,94.683,8971,2111-2179,
KX621465,1,94.240,8975,1a,94.493,8970,2111-2179,
KX621466,1,91.942,8973,1a,91.888,8974,2111-2179,
KX621467,1,91.542,8666,1a,91.311,8666,2111-2179,
KX621468,1,92.029,8970,1a,91.828,8970,2111-2179,
KX621469,3,93.007,8823,3a,92.715,8826,2111-2179,
KX621470,3,93.359,8824,3a,93.305,8827,2111-2179,
KX621471,1,94.108,8961,1a,94.175,8961,2111-2179,
KX621472,3,94.004,8823,3a,92.194,8826,2111-2179,
KX621473,1,93.936,8971,1a,94.103,8970,2111-2179,
KX621474,1,94.693,8970,1a,94.114,8970,2111-2179,
KX621475,3,94.299,8823,3a,92.489,8827,2111-2179,
KX621476,3,92.704,8827,3a,92.297,8828,2111-2179,
KX621477,3,93.834,8823,3a,92.148,8826,2111-2179,
KX621478,3,92.781,8824,3a,92.389,8829,2111-2179,
KX621479,3,93.700,8825,3a,91.968,8827,2111-2179,
KX621480,3,92.951,8824,3a,92.047,8827,2111-2179,
KX621481,3,92.829,8827,3a,92.433,8828,2111-2179,
KX621482,1,94.827,8970,1a,94.292,8970,2111-2179,
KX621483,3,93.008,8824,3a,92.920,8828,2111-2179,
KX621484,1,93.871,8974,1a,93.425,8974,2111-2179,
KX621485,1,94.249,8973,1a,93.837,8973,2111-2179,
KX621486,3,93.551,8823,3a,92.240,8827,2111-2179,
KX621487,3,94.061,8823,3a,92.524,8828,2111-2179,
KX621488,3,92.987,8827,3a,92.602,8827,2111-2179,
KX621489,3,93.110,8824,3a,93.361,8827,2111-2179,
KX621490,3,93.177,8823,3a,92.986,8825,2111-2179,
KX621491,3,92.928,8823,3a,92.194,8827,2111-2179,
KX621492,3,92.872,8824,3a,92.783,8826,2111-2179,
KX621493,1,93.352,6303,1a,93.241,6303,2111-2179,
KX621494,3,92.984,8823,3a,92.613,8826,2111-2179,
KX621495,1,92.720,8970,1a,92.330,8970,2111-2179,
KX621496,3,93.007,8823,3a,92.413,8831,2111-2179,
KX621497,3,93.905,8827,3a,92.309,8829,2111-2179,
KX621498,3,93.144,8825,3a,92.907,8826,2111-2179,
KX621499,3,92.951,8824,3a,92.069,8826,2111-2179,
KX621500,1,91.708,8973,1a,91.530,8973,2111-2179,
KX621501,3,93.280,8824,3a,92.467,8828,2111-2179,
KX621502,3,93.937,8824,3a,92.401,8830,2111-2179,
KX621503,3,93.585,8823,3a,91.910,8826,2111-2179,
KX621504,1,93.133,8970,1a,92.921,8970,2111-2179,
KX621505,1,93.077,8970,1a,92.865,8970,2111-2179,
KX621506,3,92.939,8823,3a,91.446,8826,2111-2179,
KX621507,3,93.109,8823,3a,93.295,8829,2111-2179,
KX621508,3,93.483,8823,3a,93.600,8828,2111-2179,
KX621509,1,94.459,8970,1a,93.946,8970,2111-2179,
KX621510,1,91.683,8970,1a,91.739,8970,2111-2179,
KX621511,1,91.724,8664,1a,91.713,8664,2111-2179,
KX621512,1,94.571,8970,1a,94.091,8970,2111-2179,
KX621513,3,93.358,8823,3a,93.203,8828,2111-2179,
KX621514,1,95.039,8970,1a,94.627,8970,2111-2179,
KX621515,1,91.796,8666,1a,91.565,8666,2111-2179,
KX621516,3,93.358,8823,3a,93.373,8828,2111-2179,
KX621517,1,91.851,8664,1a,91.620,8664,2111-2179,
KX621518,3,93.449,8823,3a,93.452,8827,2111-2179,
KX621519,3,93.608,8823,3a,93.621,8826,2111-2179,
KX621520,1,94.148,8664,1a,93.675,8664,2111-2179,
KX621521,1,91.932,8664,1a,91.794,8664,2111-2179,
KX621522,3,93.245,8823,3a,92.864,8829,2111-2179,
KX621523,1,93.590,8970,1a,93.802,8970,2111-2179,
KX621524,1,94.437,8970,1a,93.982,8973,2111-2179,
KX621525,1,94.252,8664,1a,94.067,8664,2111-2179,
KX621526,1,94.953,8976,1a,94.441,8976,2111-2179,
KX621527,3,94.412,8823,3a,92.943,8828,2111-2179,
KX621528,1,91.739,8970,1a,91.717,8970,2111-2179,
KX621529,1,94.816,8970,1a,94.337,8970,2111-2179,
KX621530,3,93.687,8823,3a,93.565,8827,2111-2179,
KX621531,3,93.993,8823,3a,93.543,8828,2111-2179,
KX621532,1,94.518,8664,1a,94.679,8664,2111-2179,
KX621533,1,93.034,8972,1a,92.778,8973,2111-2179,
KX621534,3,93.426,8823,3a,92.512,8828,2111-2179,
KX621535,1,92.397,8970,1a,92.165,8973,2111-2179,
KX621536,1,96.176,8970,1a,95.641,8970,2111-2179,
KX621537,3,92.950,8823,3a,92.750,8827,2111-2179,
KX621538,1,91.451,8972,1a,91.187,8975,2111-2179,
KX621539,3,92.735,8823,3a,91.842,8826,2111-2179,
KX621540,1,94.475,8669,1a,94.137,8664,2111-2179,
KX621541,3,94.038,8823,3a,92.386,8826,2111-2179,
KX621542,1,95.006,8970,1a,94.504,8970,2111-2179,
KX621543,1,91.853,8973,1a,91.500,8976,2111-2179,
KX621544,1,94.337,8970,1a,93.947,8971,2111-2179,
KX621545,2,76.530,9050,2b,90.931,9020,2111-2179,
KX621546,2,76.209,9037,2b,90.710,9020,2111-2179,
KX621547,2,76.395,9049,2b,91.120,9020,2111-2179,
KX621548,2,76.257,9051,2b,91.086,9020,2111-2179,
KX621549,2,76.437,9048,2b,91.231,9020,2111-2179,
KX621550,2,76.660,9036,2b,91.170,9026,2111-2179,
KX621551,2,76.579,9039,2b,92.067,9026,2111-2179,
KX621552,2,76.504,9044,2b,91.354,9022,2111-2179,
KX621553,2,76.323,9034,2b,91.375,9020,2111-2179,
KX621554,2,76.305,9040,2b,91.189,9023,2111-2179,
KX621555,2,76.720,9055,2b,90.865,9020,2111-2179,
KX621556,2,76.744,9043,2b,92.096,9021,2111-2179,
KX688325,1,93.969,1343,1a,93.448,1343,2111-2179,
KX688326,1,92.857,1344,1a,92.708,1344,2111-2179,
KX688327,1,92.411,1344,1a,92.113,1344,2111-2179,
KX688328,1,91.071,1344,1a,90.848,1344,2111-2179,
KX688330,1,90.848,1344,1a,90.699,1344,2111-2179,
KX688332,1,90.774,1344,1a,90.551,1344,2111-2179,
KX688335,1,93.229,1344,1a,93.229,1344,2111-2179,
KX688336,1,91.592,1344,1a,91.295,1344,2111-2179,
KX688337,1,91.964,1344,1a,91.741,1344,2111-2179,
KX688338,1,91.146,1344,1a,90.848,1344,2111-2179,
KX688339,1,90.841,1343,1a,90.544,1343,2111-2179,
KX688341,1,91.964,1344,1a,91.667,1344,2111-2179,
KX688342,1,89.955,1344,1a,89.807,1344,2111-2179,
KX688343,1,90.402,1344,1a,90.253,1344,2111-2179,
KX688344,1,90.104,1344,1a,89.881,1344,2111-2179,
KX688345,1,91.295,1344,1a,90.997,1344,2111-2179,
KX688347,1,90.476,1344,1a,90.179,1344,2111-2179,
KX688349,1,90.253,1344,1a,89.955,1344,2111-2179,
KX688350,1,93.527,1344,1a,93.006,1344,2111-2179,
KX688351,1,93.899,1344,1a,93.750,1344,2111-2179,
KX688352,1,92.857,1344,1a,92.857,1344,2111-2179,
KX688353,1,91.741,1344,1a,91.295,1344,2111-2179,
KX688354,1,92.188,1344,1a,91.741,1344,2111-2179,
KX688355,1,92.708,1344,1a,92.336,1344,2111-2179,
KX688356,1,90.625,1344,1a,90.551,1344,2111-2179,
KX688357,1,91.890,1344,1a,91.741,1344,2111-2179,
KX688358,1,93.824,1344,1a,93.824,1344,2111-2179,
KX688360,1,91.944,1353,1a,91.353,1353,2111-2179,
KX688361,1,93.150,1343,1a,93.522,1343,2111-2179,
KX688362,1,94.792,1344,1a,94.494,1344,2111-2179,
KX688363,1,93.229,1344,1a,93.229,1344,2111-2179,
KX688364,1,94.568,1344,1a,94.271,1344,2111-2179,
KX688365,1,92.336,1344,1a,91.964,1344,2111-2179,
KX688366,1,90.841,1343,1a,90.618,1343,2111-2179,
KX688367,1,90.030,1344,1a,89.732,1344,2111-2179,
KX688370,1,92.628,1343,1a,92.331,1343,2111-2179,
KX688371,1,91.146,1344,1a,90.923,1344,2111-2179,
KX688372,1,91.964,1344,1a,92.634,1344,2111-2179,
KX688373,1,93.676,1344,1a,93.378,1344,2111-2179,
KX688374,1,95.089,1344,1a,94.940,1344,2111-2179,
KX688375,1,92.926,1343,1a,93.522,1343,2111-2179,
KX688377,1,95.312,1344,1a,94.866,1344,2111-2179,
KX688379,1,90.253,1344,1a,90.476,1344,2111-2179,
KX688380,1,94.568,1344,1a,94.122,1344,2111-2179,
KX688382,1,88.914,1344,1a,88.616,1344,2111-2179,
KX688383,1,90.923,1344,1a,90.253,1344,2111-2179,
KX688384,1,93.378,1344,1a,93.155,1344,2111-2179,
KX688385,1,91.964,1344,1a,91.667,1344,2111-2179,
KX688386,1,75.628,1313,1b,89.858,1341,2111-2179,
KX688387,1,75.854,1346,1b,91.201,1341,2111-2179,
KX688388,1,75.796,1351,1b,89.933,1341,2111-2179,
KX688389,1,75.456,1316,1b,91.499,1341,2111-2179,
KX688390,1,74.737,1330,1b,89.201,1352,2111-2179,
KX688391,1,74.926,1344,1b,91.269,1340,2111-2179,
KX688393,1,75.852,1321,1b,90.380,1341,2111-2179,
KX688394,1,76.067,1312,1b,91.648,1341,2111-2179,
KX688396,1,74.943,1313,1b,90.380,1341,2111-2179,
KX688397,1,75.037,1346,1b,90.306,1341,2111-2179,
KX688401,1,74.517,1346,1b,90.455,1341,2111-2179,
KX688402,1,76.412,1310,1b,90.455,1341,2111-2179,
KX688403,1,74.314,1312,1b,89.784,1341,2111-2179,
KX688405,1,75.513,1315,1b,89.485,1341,2111-2179,
KX688406,1,75.915,1312,1b,91.418,1340,2111-2179,
KX688407,1,76.067,1312,1b,91.493,1340,2111-2179,
KX688408,1,74.867,1313,1b,89.776,1340,2111-2179,
KX688410,1,75.056,1351,1b,89.262,1341,2111-2179,
KX688411,1,74.407,1348,1b,89.262,1341,2111-2179,
KX688413,1,74.943,1313,1b,89.851,1340,2111-2179,
KX688415,1,74.827,1303,1b,88.284,1340,2111-2179,
KX688417,1,75.872,1347,1b,91.499,1341,2111-2179,
KX688420,1,74.342,1329,1b,87.888,1354,2111-2179,
KX688421,1,75.648,1351,1b,89.709,1341,2111-2179,
KX688423,1,74.296,1350,1b,87.705,1342,2111-2179,
KX688425,1,76.183,1310,1b,90.753,1341,2111-2179,
KX688426,1,76.260,1310,1b,90.753,1341,2111-2179,
KX688427,1,73.857,1312,1b,90.224,1340,2111-2179,
KX688428,1,74.580,1310,1b,90.299,1340,2111-2179,
KX688429,1,76.404,1318,1b,90.828,1341,2111-2179,
KX688430,1,76.596,1316,1b,89.187,1341,2111-2179,
KX688431,1,76.244,1347,1b,91.648,1341,2111-2179,
KX688433,1,74.815,1350,1b,89.435,1344,2111-2179,
KX688434,1,74.449,1315,1b,89.635,1341,2111-2179,
KX688436,1,75.515,1311,1b,91.716,1340,2111-2179,
KX688438,1,75.093,1345,1b,89.784,1341,2111-2179,
KX688441,1,75.951,1314,1b,90.007,1341,2111-2179,
KX688442,1,75.342,1314,1b,89.776,1340,2111-2179,
KY083760,1,76.250,240,1b,77.381,252,2111-2179,
KY120328,1,78.115,9061,1b,90.848,9047,2111-2179,
KY120329,6,80.064,9079,6a,95.511,9066,2111-2179,
KY120330,6,73.322,9221,6n,95.662,9152,2111-2179,
KY120331,1,78.442,9013,1b,90.528,8995,2111-2179,
KY120332,3,94.480,8967,3a,92.764,8969,2111-2179,
KY348757,1,79.436,9361,1b,82.101,9347,2111-2179,
KY460622,4,86.683,398,4l,88.432,389,2111-2179,
KY460623,4,81.203,399,4d,92.512,414,2111-2179,
KY460624,4,81.704,399,4d,93.720,414,2111-2179,
KY460625,4,80.702,399,4d,93.720,414,2111-2179,
KY460626,4,81.174,409,4d,91.063,414,2111-2179,
KY460627,4,80.196,409,4d,92.910,409,2111-2179,
KY460628,4,82.152,409,4d,95.411,414,2111-2179,
KY460629,4,79.951,409,4d,96.860,414,2111-2179,
KY460630,4,80.929,409,4d,93.720,414,2111-2179,
KY460631,4,81.174,409,4d,95.894,414,2111-2179,
KY460632,4,79.951,409,4d,93.012,415,2111-2179,
KY460633,4,80.685,409,4d,94.444,414,2111-2179,
KY460634,4,81.174,409,4d,93.237,414,2111-2179,
KY460635,4,79.607,407,4d,94.444,414,2111-2179,
KY460636,4,80.344,407,4d,95.652,414,2111-2179,
KY460637,4,82.108,408,4d,93.612,407,2111-2179,
KY460638,4,81.174,409,4d,93.478,414,2111-2179,
KY460639,4,80.590,407,4d,96.377,414,2111-2179,
KY460640,4,81.618,408,4d,94.686,414,2111-2179,
KY460641,4,81.418,409,4d,95.894,414,2111-2179,
KY460642,4,79.951,409,4d,93.961,414,2111-2179,
KY460644,4,81.174,409,4d,95.169,414,2111-2179,
KY460645,4,80.685,409,4d,92.271,414,2111-2179,
KY460646,4,80.440,409,4d,95.169,414,2111-2179,
KY460647,4,81.663,409,4d,96.618,414,2111-2179,
KY460648,4,81.174,409,4d,96.618,414,2111-2179,
KY460649,4,82.152,409,4d,96.135,414,2111-2179,
KY460650,4,81.418,409,4d,95.355,409,2111-2179,
KY460651,4,80.685,409,4d,96.135,414,2111-2179,
KY460652,4,80.440,409,4d,92.029,414,2111-2179,
KY460653,4,81.174,409,4d,95.411,414,2111-2179,
KY460654,4,81.174,409,4d,92.029,414,2111-2179,
KY460655,4,81.663,409,4d,96.618,414,2111-2179,
KY460656,4,81.907,409,4d,96.860,414,2111-2179,
KY460657,4,80.440,409,4d,95.411,414,2111-2179,
KY460658,4,80.685,409,4d,94.928,414,2111-2179,
KY460659,4,78.484,409,4d,92.512,414,2111-2179,
KY460660,4,79.462,409,4d,93.961,414,2111-2179,
KY460661,4,80.440,409,4d,94.444,414,2111-2179,
KY460662,4,78.973,409,4d,92.754,414,2111-2179,
KY460663,4,79.707,409,4d,96.135,414,2111-2179,
KY460664,4,79.462,409,4d,95.169,414,2111-2179,
KY460665,4,80.929,409,4d,92.271,414,2111-2179,
KY460666,4,81.418,409,4d,92.995,414,2111-2179,
KY460667,4,81.174,409,4d,93.961,414,2111-2179,
KY460668,4,81.418,409,4d,94.928,414,2111-2179,
KY460669,4,81.663,409,4d,96.377,414,2111-2179,
KY460670,4,80.929,409,4d,96.618,414,2111-2179,
KY460671,4,81.174,409,4d,96.377,414,2111-2179,
KY460672,4,82.152,409,4d,93.720,414,2111-2179,
KY460673,4,80.929,409,4d,95.411,414,2111-2179,
KY474420,3,93.557,357,3a,91.597,357,2111-2179,
KY474421,3,91.011,356,3a,89.888,356,2111-2179,
KY474422,3,93.557,357,3a,92.997,357,2111-2179,
KY474423,3,93.838,357,3a,92.717,357,2111-2179,
KY474424,3,95.518,357,3a,92.997,357,2111-2179,
KY474425,3,95.238,357,3a,94.678,357,2111-2179,
KY474426,3,92.997,357,3a,92.437,357,2111-2179,
KY474427,3,92.437,357,3a,91.036,357,2111-2179,
KY474428,3,94.118,357,3a,91.597,357,2111-2179,
KY474429,3,93.820,356,3a,91.573,356,2111-2179,
KY474430,3,94.101,356,3a,91.011,356,2111-2179,
KY474431,3,93.838,357,3a,93.557,357,2111-2179,
KY474432,3,92.157,357,3a,92.157,357,2111-2179,
KY474433,3,95.518,357,3a,93.277,357,2111-2179,
KY474434,3,95.238,357,3a,92.997,357,2111-2179,
KY474435,3,94.678,357,3a,93.277,357,2111-2179,
KY474436,3,91.597,357,3a,90.476,357,2111-2179,
KY474437,3,92.437,357,3a,91.036,357,2111-2179,
KY474438,3,93.277,357,3a,92.717,357,2111-2179,
KY474440,3,95.225,356,3a,92.135,356,2111-2179,
KY474442,3,93.557,357,3a,92.437,357,2111-2179,
KY474443,3,92.978,356,3a,91.854,356,2111-2179,
KY474444,3,94.398,357,3a,91.877,357,2111-2179,
KY474445,3,92.697,356,3a,93.258,356,2111-2179,
KY474446,3,93.557,357,3a,92.437,357,2111-2179,
KY474448,3,92.717,357,3a,91.317,357,2111-2179,
KY474449,3,92.437,357,3a,90.756,357,2111-2179,
KY474450,3,92.201,359,3a,91.597,357,2111-2179,
KY474451,3,94.398,357,3a,92.997,357,2111-2179,
KY474452,3,94.118,357,3a,92.437,357,2111-2179,
KY474453,3,94.101,356,3a,91.573,356,2111-2179,
KY474454,3,92.135,356,3a,90.449,356,2111-2179,
KY474455,3,90.756,357,3a,89.916,357,2111-2179,
KY474456,3,91.036,357,3a,90.476,357,2111-2179,
KY474457,3,95.518,357,3a,92.997,357,2111-2179,
KY474458,3,93.557,357,3a,92.437,357,2111-2179,
KY474459,3,94.958,357,3a,93.557,357,2111-2179,
KY474460,3,95.238,357,3a,93.277,357,2111-2179,
KY474461,3,91.036,357,3a,90.756,357,2111-2179,
KY474462,3,94.398,357,3a,92.997,357,2111-2179,
KY474464,3,93.277,357,3a,92.997,357,2111-2179,
KY620313,2,90.575,9422,2a,90.788,9422,2111-2179,
KY620314,2,91.324,9498,2a,91.313,9497,2111-2179,
KY620315,2,88.346,5054,2a,88.623,5054,2111-2179,
KY620316,2,90.740,9525,2a,90.966,9520,2111-2179,
KY620317,2,91.174,9461,2a,91.617,9460,2111-2179,
KY620318,2,90.548,9469,2a,90.948,9468,2111-2179,
KY620319,2,90.652,9467,2a,90.884,9467,2111-2179,
KY620320,2,90.367,9478,2a,90.918,9480,2111-2179,
KY620321,2,90.410,9635,2a,91.084,9444,2111-2179,
KY620323,2,90.402,9460,2a,90.455,9460,2111-2179,
KY620324,2,90.176,9477,2a,90.555,9476,2111-2179,
KY620325,2,89.496,7883,2a,90.067,7883,2111-2179,
KY620326,2,90.225,9453,2a,90.468,9452,2111-2179,
KY620327,2,91.065,9457,2a,91.128,9457,2111-2179,
KY620328,2,90.168,9479,2a,90.430,9478,2111-2179,
KY620329,2,80.136,9525,2m,91.532,9518,2111-2179,
KY620331,2,80.135,9484,2c,89.490,9486,2111-2179,
KY620332,2,80.238,9498,2c,90.041,9499,2111-2179,
KY620335,2,77.480,9507,2b,91.272,9487,2111-2179,
KY620336,2,77.259,9538,2b,91.159,9513,2111-2179,
KY620337,2,77.958,9491,2b,91.474,9477,2111-2179,
KY620338,2,77.498,9537,2b,91.777,9510,2111-2179,
KY620339,2,77.345,9477,2b,91.153,9461,2111-2179,
KY620340,2,76.891,9481,2b,91.061,9464,2111-2179,
KY620341,2,77.291,9494,2b,91.618,9485,2111-2179,
KY620342,2,77.134,9490,2b,90.834,9470,2111-2179,
KY620343,2,77.558,9518,2b,91.337,9500,2111-2179,
KY620344,2,77.779,9491,2b,91.227,9472,2111-2179,
KY620345,2,77.405,9480,2b,91.185,9473,2111-2179,
KY620346,2,76.651,7902,2b,91.014,7890,2111-2179,
KY620347,2,77.199,9491,2b,91.194,9471,2111-2179,
KY620348,2,77.221,9487,2b,91.595,9482,2111-2179,
KY620349,2,77.177,9495,2b,90.963,9483,2111-2179,
KY620350,2,77.139,9479,2b,91.385,9460,2111-2179,
KY620351,2,77.500,9480,2b,91.708,9455,2111-2179,
KY620352,2,76.985,9533,2b,90.502,9507,2111-2179,
KY620353,2,77.334,9481,2b,91.275,9478,2111-2179,
KY620354,2,77.215,9502,2b,91.359,9466,2111-2179,
KY620355,2,77.541,9493,2b,90.768,9467,2111-2179,
KY620356,2,77.079,9511,2b,90.892,9486,2111-2179,
KY620357,2,77.327,9509,2b,91.091,9485,2111-2179,
KY620358,2,76.939,9436,2b,91.205,9426,2111-2179,
KY620359,2,77.176,9477,2b,90.894,9466,2111-2179,
KY620360,2,77.358,9540,2b,91.217,9507,2111-2179,
KY620361,2,76.676,9488,2b,90.337,9459,2111-2179,
KY620362,3,92.818,9426,3a,92.046,9429,2111-2179,
KY620363,3,92.980,9444,3a,92.257,9454,2111-2179,
KY620365,3,93.819,9416,3a,93.821,9419,2111-2179,
KY620366,3,93.539,9426,3a,93.328,9428,2111-2179,
KY620367,3,93.487,9428,3a,93.310,9432,2111-2179,
KY620368,3,93.160,9415,3a,93.347,9425,2111-2179,
KY620369,3,92.720,8874,3a,92.824,8877,2111-2179,
KY620371,3,93.911,9444,3a,93.926,9450,2111-2179,
KY620372,3,93.881,9429,3a,93.417,9433,2111-2179,
KY620374,3,93.347,9425,3a,93.264,9427,2111-2179,
KY620375,3,93.741,9442,3a,93.616,9446,2111-2179,
KY620376,3,93.471,9435,3a,93.398,9436,2111-2179,
KY620377,3,93.755,9431,3a,93.839,9431,2111-2179,
KY620378,3,93.755,9463,3a,93.702,9463,2111-2179,
KY620379,3,93.413,9427,3a,93.170,9429,2111-2179,
KY620380,3,93.710,9443,3a,93.572,9443,2111-2179,
KY620381,3,93.751,9458,3a,93.391,9457,2111-2179,
KY620382,3,93.603,9411,3a,93.129,9417,2111-2179,
KY620383,3,93.350,9459,3a,93.436,9460,2111-2179,
KY620385,3,93.369,9426,3a,93.064,9429,2111-2179,
KY620386,3,92.905,9415,3a,92.665,9420,2111-2179,
KY620387,3,93.468,9415,3a,93.374,9417,2111-2179,
KY620388,3,93.648,9430,3a,93.563,9430,2111-2179,
KY620389,3,93.835,9456,3a,93.613,9456,2111-2179,
KY620391,3,93.658,9413,3a,93.607,9416,2111-2179,
KY620392,3,93.856,9457,3a,93.687,9456,2111-2179,
KY620393,3,93.560,9425,3a,93.901,9428,2111-2179,
KY620394,3,93.635,9411,3a,93.606,9415,2111-2179,
KY620395,3,93.292,9421,3a,93.209,9424,2111-2179,
KY620396,3,93.711,9413,3a,93.914,9415,2111-2179,
KY620397,3,93.542,9415,3a,93.662,9419,2111-2179,
KY620398,3,93.709,9458,3a,93.593,9458,2111-2179,
KY620399,3,93.560,9410,3a,93.488,9414,2111-2179,
KY620400,3,93.403,9414,3a,93.278,9417,2111-2179,
KY620401,3,93.316,9411,3a,93.042,9414,2111-2179,
KY620402,3,93.400,9409,3a,93.189,9411,2111-2179,
KY620403,3,93.653,9469,3a,93.771,9472,2111-2179,
KY620405,3,93.424,9444,3a,93.223,9444,2111-2179,
KY620406,3,93.731,9459,3a,93.183,9462,2111-2179,
KY620407,3,93.596,9431,3a,93.622,9439,2111-2179,
KY620408,3,93.415,9415,3a,93.364,9419,2111-2179,
KY620409,3,93.364,9419,3a,93.079,9420,2111-2179,
KY620410,3,93.381,9442,3a,93.151,9446,2111-2179,
KY620411,3,88.977,1760,3a,89.091,1760,2111-2179,
KY620412,3,93.516,9408,3a,93.062,9412,2111-2179,
KY620413,3,93.359,9426,3a,93.232,9427,2111-2179,
KY620415,3,93.585,9447,3a,93.016,9450,2111-2179,
KY620416,3,93.415,9415,3a,93.490,9417,2111-2179,
KY620417,3,93.282,9304,3a,93.361,9309,2111-2179,
KY620418,3,93.688,9410,3a,93.551,9413,2111-2179,
KY620419,3,93.591,9409,3a,93.530,9413,2111-2179,
KY620420,3,93.504,9437,3a,93.540,9442,2111-2179,
KY620421,3,93.549,9410,3a,93.594,9413,2111-2179,
KY620422,3,93.301,9420,3a,93.251,9423,2111-2179,
KY620423,3,93.520,9413,3a,93.607,9416,2111-2179,
KY620424,3,93.233,9443,3a,93.636,9444,2111-2179,
KY620425,3,92.944,9439,3a,93.170,9444,2111-2179,
KY620426,3,93.023,9460,3a,93.045,9461,2111-2179,
KY620428,3,93.134,9467,3a,93.408,9466,2111-2179,
KY620429,3,93.221,9426,3a,93.203,9431,2111-2179,
KY620430,3,92.846,9407,3a,92.774,9411,2111-2179,
KY620431,3,92.978,9427,3a,93.026,9435,2111-2179,
KY620432,3,93.022,9429,3a,92.878,9436,2111-2179,
KY620433,3,93.120,9419,3a,92.687,9421,2111-2179,
KY620434,3,92.309,9426,3a,92.251,9433,2111-2179,
KY620435,3,93.452,9407,3a,93.262,9410,2111-2179,
KY620436,3,92.979,8817,3a,92.839,8825,2111-2179,
KY620438,3,93.907,9420,3a,92.923,9425,2111-2179,
KY620439,3,90.048,3728,3a,89.294,3727,,
KY620440,3,92.960,9417,3a,92.336,9421,2111-2179,
KY620441,3,93.935,9448,3a,93.218,9451,2111-2179,
KY620442,3,93.402,9427,3a,92.880,9438,2111-2179,
KY620443,3,93.182,9460,3a,93.202,9459,2111-2179,
KY620444,3,92.831,9415,3a,92.612,9421,2111-2179,
KY620445,3,92.875,9460,3a,93.063,9457,2111-2179,
KY620446,3,93.157,9411,3a,92.862,9414,2111-2179,
KY620447,3,92.789,9416,3a,92.813,9420,2111-2179,
KY620449,3,92.622,9420,3a,92.264,9423,2111-2179,
KY620450,3,92.817,9411,3a,92.905,9415,2111-2179,
