Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KC967479,2,0.000,0.000,22.399,22.399,19.798,20.393,20.159,19.480,19.480,19.798,20.509,20.509,20.541,26.698,26.698,18.577,18.577,19.002,19.002,20.170,22.446,18.843,21.516,2a,0.000,2m,18.577
KF489390,2,18.519,18.519,24.023,24.023,5.848,17.934,17.578,17.934,17.934,19.336,17.154,17.154,20.468,26.172,26.172,18.908,18.908,18.129,18.129,17.934,24.078,19.531,21.289,2c,5.848,2j,17.154
KF489391,2,19.688,19.688,23.438,23.438,7.212,17.544,19.531,17.544,17.544,19.922,16.179,16.179,19.688,25.781,25.781,20.078,20.078,18.713,18.713,18.519,24.660,17.969,20.898,2c,7.212,2j,16.179
KF489392,2,21.248,21.248,23.977,23.977,8.382,19.883,20.117,20.273,20.273,20.508,18.713,18.713,20.663,26.367,26.367,21.442,21.442,19.883,19.883,19.103,23.887,21.680,21.094,2c,8.382,2j,18.713
KF489393,2,18.129,18.129,24.023,24.023,9.942,17.739,16.797,19.493,19.493,20.508,17.544,17.544,19.493,25.977,25.977,19.883,19.883,18.324,18.324,16.893,24.219,19.141,21.484,2c,9.942,2e,16.797
KF489394,2,20.273,20.273,22.568,22.568,7.992,18.519,19.141,18.324,18.324,18.945,18.519,18.519,20.273,26.627,26.627,17.349,17.349,17.739,17.739,19.298,23.279,19.336,20.898,2c,7.992,2m,17.349
KF489395,2,19.223,19.223,22.852,22.852,7.602,17.739,18.359,17.739,17.739,19.141,15.984,15.984,19.493,25.195,25.195,17.154,17.154,18.129,18.129,16.959,24.078,19.141,21.680,2c,7.602,2j,15.984
KF489396,2,20.468,20.468,23.438,23.438,9.552,18.713,18.164,18.713,18.713,18.555,17.154,17.154,20.468,25.977,25.977,18.519,18.519,17.934,17.934,19.103,22.470,19.922,21.875,2c,9.552,2j,17.154
KF676351,2,7.713,7.713,21.776,21.776,19.055,19.384,19.480,19.374,19.374,19.427,19.820,19.820,19.108,25.185,25.185,18.365,18.365,17.887,17.887,19.108,22.346,18.577,21.444,2a,7.713,2q,17.887
KF676352,2,8.030,8.030,22.146,22.146,19.161,19.490,19.480,19.321,19.321,19.480,20.138,20.138,19.214,25.607,25.607,18.577,18.577,17.781,17.781,19.268,22.505,18.524,21.497,2a,8.030,2q,17.781
KF700370,2,0.211,0.211,22.399,22.399,19.798,20.287,20.159,19.480,19.480,19.692,20.615,20.615,20.541,26.804,26.804,18.471,18.471,19.002,19.002,20.170,22.234,18.737,21.622,2a,0.211,2m,18.471
OP022902,2,9.826,9.826,22.727,22.727,19.703,19.841,20.605,19.692,19.692,20.181,20.032,20.032,19.915,25.914,25.914,18.640,18.640,18.800,18.800,19.596,22.092,19.862,21.921,2a,9.826,2m,18.640
OP022903,2,20.190,20.190,9.342,9.342,20.701,21.243,20.594,21.444,21.444,21.834,20.232,20.232,21.231,25.649,25.649,20.265,20.265,20.255,20.255,20.913,20.223,21.762,21.921,2b,9.342,2a,20.190
OP022904,2,22.040,22.040,9.878,9.878,21.868,21.668,22.134,22.134,22.134,22.452,20.719,20.719,23.089,25.278,25.278,20.913,20.913,21.273,21.273,22.452,20.541,22.187,22.877,2b,9.878,2t,20.541
OP022905,2,9.245,9.245,21.976,21.976,19.225,19.904,20.446,20.234,20.234,19.809,19.799,19.799,19.002,25.396,25.396,18.312,18.312,17.941,17.941,19.172,21.963,19.225,22.252,2a,9.245,2q,17.941
OP022906,2,20.825,20.825,8.439,8.439,21.739,22.199,22.258,21.815,21.815,22.228,20.666,20.666,23.130,26.285,26.285,21.497,21.497,21.921,21.921,22.152,20.860,23.036,21.868,2b,8.439,2j,20.666
OP022907,2,8.769,8.769,21.089,21.089,18.322,18.939,19.596,19.108,19.108,19.225,19.121,19.121,18.853,25.699,25.699,17.844,17.844,17.834,17.834,18.481,22.016,19.012,21.338,2a,8.769,2m,17.844
OP022908,2,8.980,8.980,21.617,21.617,18.163,19.098,19.703,19.108,19.108,19.065,19.280,19.280,18.640,25.963,25.963,17.419,17.419,17.100,17.100,18.163,22.122,19.012,21.391,2a,8.980,2q,17.100
OP022909,2,10.037,10.037,21.776,21.776,19.437,19.745,20.340,20.446,20.446,19.862,20.137,20.137,19.649,25.713,25.713,17.313,17.313,18.003,18.003,19.384,22.816,19.490,22.517,2a,10.037,2m,17.313
OP022910,2,10.090,10.090,21.459,21.459,18.906,19.098,19.809,19.639,19.639,19.703,19.184,19.184,19.437,25.674,25.674,18.056,18.056,18.056,18.056,19.118,21.190,19.278,22.081,2a,10.090,2q,18.056
OP022911,2,9.984,9.984,22.252,22.252,18.800,19.363,20.446,19.268,19.268,19.703,19.650,19.650,19.649,26.280,26.280,18.534,18.534,18.003,18.003,18.959,22.429,19.384,22.081,2a,9.984,2q,18.003
OP022912,2,21.025,21.025,9.708,9.708,21.463,21.762,21.963,22.122,22.122,22.405,20.908,20.908,22.281,25.847,25.847,21.527,21.527,21.220,21.220,21.220,20.095,22.493,22.865,2b,9.708,2t,20.095
OP022913,2,21.459,21.459,9.979,9.979,22.163,21.933,21.072,22.187,22.187,21.993,21.081,21.081,21.975,25.225,25.225,21.273,21.273,21.792,21.792,21.497,20.488,22.240,22.399,2b,9.979,2t,20.488
OP022914,2,19.186,19.186,14.013,14.013,20.626,18.163,20.117,20.011,20.011,21.709,19.926,19.926,20.807,26.126,26.126,19.851,19.851,20.000,20.000,20.488,21.072,20.966,21.338,2b,14.013,2d,18.163
OP022915,2,21.617,21.617,9.501,9.501,22.346,21.774,21.921,21.285,21.285,22.099,20.655,20.655,22.293,25.278,25.278,21.008,21.008,20.520,20.520,21.550,20.329,22.240,22.505,2b,9.501,2t,20.329
OP022916,2,21.459,21.459,9.873,9.873,21.887,22.199,21.550,22.240,22.240,22.617,20.710,20.710,22.665,26.232,26.232,21.497,21.497,21.751,21.751,22.611,21.285,22.240,23.036,2b,9.873,2j,20.710
OP022917,2,9.192,9.192,22.410,22.410,18.418,19.225,19.374,18.896,18.896,20.011,19.449,19.449,19.692,25.185,25.185,18.949,18.949,17.675,17.675,18.259,22.405,19.161,20.594,2a,9.192,2q,17.675
OP022918,2,19.662,19.662,14.210,14.210,20.011,18.056,20.648,19.745,19.745,20.191,18.922,18.922,20.913,25.847,25.847,20.754,20.754,19.851,19.851,19.904,20.807,20.807,20.648,2b,14.210,2d,18.056
OP022919,2,21.829,21.829,10.085,10.085,21.815,22.942,22.505,22.771,22.771,21.921,21.512,21.512,22.399,26.218,26.218,21.444,21.444,22.546,22.546,22.346,21.019,22.983,22.771,2b,10.085,2t,21.019
OP022920,2,10.195,10.195,22.146,22.146,19.012,19.523,20.340,19.533,19.533,19.596,20.191,20.191,20.181,25.726,25.726,18.269,18.269,18.428,18.428,18.959,22.783,19.649,22.293,2a,10.195,2m,18.269
OP022921,2,9.456,9.456,22.516,22.516,19.118,19.151,19.958,19.108,19.108,19.278,19.862,19.862,19.278,25.594,25.594,18.428,18.428,18.428,18.428,18.747,21.986,18.640,21.285,2a,9.456,2q,18.428
PX091940,2,15.144,15.144,25.882,25.882,23.629,23.399,24.346,24.607,24.607,25.490,23.298,23.298,25.785,26.013,26.013,22.425,22.425,22.745,22.745,23.598,27.048,22.251,27.094,2a,15.144,2u,22.251
KJ148619,2,29.002,29.002,32.386,32.386,28.315,30.114,29.112,27.632,27.632,31.541,28.750,28.750,31.002,12.366,12.366,,,28.355,28.355,29.167,31.004,27.612,30.712,2l,12.366,2f,27.632
KJ148620,2,27.221,27.221,29.038,29.038,27.599,28.113,27.841,26.882,26.882,29.391,28.086,28.086,31.071,8.602,8.602,29.190,29.190,27.370,27.370,28.679,27.957,27.339,28.972,2l,8.602,2f,26.882
KM057776,2,19.322,19.322,23.761,23.761,16.271,16.780,18.644,17.627,17.627,20.508,16.780,16.780,15.932,27.627,27.627,16.610,16.610,13.051,13.051,17.206,22.034,17.766,20.339,2q,13.051,2k,15.932
KM057780,2,19.661,19.661,24.444,24.444,17.119,17.797,19.153,17.966,17.966,21.017,17.627,17.627,16.271,27.797,27.797,17.288,17.288,13.729,13.729,18.399,22.203,18.475,20.847,2q,13.729,2k,16.271
KM057781,2,21.186,21.186,25.128,25.128,18.305,18.475,20.847,19.661,19.661,22.373,19.322,19.322,17.966,29.153,29.153,19.153,19.153,15.254,15.254,19.591,23.729,20.169,22.542,2q,15.254,2k,17.966
KM349851,2,20.983,20.983,9.562,9.562,22.240,22.411,22.665,21.762,21.762,22.452,21.289,21.289,22.546,26.126,26.126,21.485,21.485,21.379,21.379,22.399,20.488,21.550,22.877,2b,9.562,2t,20.488
KM587616,2,9.826,9.826,21.934,21.934,18.375,18.843,19.172,19.065,19.065,19.384,20.191,20.191,18.959,25.357,25.357,18.375,18.375,17.472,17.472,18.375,21.986,19.118,20.871,2a,9.826,2q,17.472
KM587617,2,21.564,21.564,9.192,9.192,21.178,21.827,22.718,22.028,22.028,21.975,21.353,21.353,22.399,26.338,26.338,21.463,21.463,20.860,20.860,22.399,20.827,22.240,22.930,2b,9.192,2q,20.860
KM587618,2,21.723,21.723,9.766,9.766,22.399,22.517,22.240,22.293,22.293,22.787,20.497,20.497,22.399,26.073,26.073,21.008,21.008,21.326,21.326,22.293,21.285,22.665,22.346,2b,9.766,2j,20.497
KM587619,2,20.190,20.190,23.495,23.495,11.359,19.437,19.947,19.533,19.533,20.424,19.556,19.556,20.435,27.345,27.345,20.170,20.170,20.488,20.488,19.480,24.112,21.444,20.584,2c,11.359,2d,19.437
KM587620,2,20.507,20.507,22.451,22.451,11.677,19.862,19.798,19.851,19.851,19.268,18.760,18.760,20.255,25.450,25.450,19.692,19.692,20.011,20.011,18.365,22.734,21.251,19.851,2c,11.677,2r,18.365
KM587621,2,19.292,19.292,22.240,22.240,17.887,19.331,19.268,18.896,18.896,18.577,10.870,10.870,20.117,26.801,26.801,19.480,19.480,19.427,19.427,18.790,22.334,19.947,20.276,2j,10.870,2c,17.887
KP162364,2,23.090,23.090,22.877,22.877,25.347,25.303,25.347,23.744,23.744,26.261,22.917,22.917,25.868,26.609,26.609,22.783,22.783,22.222,22.222,24.783,18.435,23.917,24.826,2t,18.435,2q,22.222
KP162448,2,21.217,21.217,24.567,24.567,19.130,19.478,19.643,18.087,18.087,8.681,19.304,19.304,20.174,28.819,28.819,19.165,19.165,19.826,19.826,21.217,25.565,20.522,22.087,2i,8.681,2f,18.087
KP162468,2,19.782,19.782,25.926,25.926,20.036,20.939,20.578,20.513,20.513,21.661,19.314,19.314,10.289,27.925,27.925,18.716,18.716,18.297,18.297,19.495,25.271,19.165,22.744,2k,10.289,2q,18.297
KP162476,2,20.660,20.660,25.868,25.868,9.375,17.188,19.304,19.444,19.444,20.174,17.361,17.361,21.528,27.826,27.826,21.528,21.528,18.783,18.783,19.097,24.348,19.618,19.444,2c,9.375,2d,17.188
KP162510,2,21.416,21.416,25.952,25.952,21.739,21.607,21.913,18.435,18.435,8.854,19.130,19.130,20.357,29.565,29.565,21.739,21.739,21.739,21.739,20.696,26.087,21.739,23.036,2i,8.854,2f,18.435
KP162532,2,24.522,24.522,26.261,26.261,24.000,21.565,22.783,19.130,19.130,11.806,18.957,18.957,20.714,28.522,28.522,22.435,22.435,22.261,22.261,21.217,27.478,21.217,23.652,2i,11.806,2j,18.957
KP162547,2,20.174,20.174,24.000,24.000,17.913,17.043,19.130,15.826,15.826,18.087,10.261,10.261,20.696,27.130,27.130,20.000,20.000,18.435,18.435,18.783,21.802,17.739,21.913,2j,10.261,2f,15.826
KP162548,2,21.565,21.565,24.132,24.132,20.000,20.000,20.357,17.391,17.391,12.000,18.261,18.261,21.043,27.807,27.807,21.391,21.391,20.327,20.327,22.261,26.435,19.652,23.478,2i,12.000,2f,17.391
KP162575,2,20.522,20.522,25.391,25.391,7.826,20.174,21.043,20.000,20.000,21.565,19.478,19.478,21.217,26.087,26.087,19.826,19.826,20.174,20.174,20.522,24.221,21.217,22.261,2c,7.826,2j,19.478
KP162596,2,21.391,21.391,25.217,25.217,20.174,18.957,19.286,17.043,17.043,9.549,19.826,19.826,19.826,28.819,28.819,21.043,21.043,20.174,20.174,20.522,26.087,20.522,21.739,2i,9.549,2f,17.043
KP162611,2,20.035,20.035,23.872,23.872,19.406,19.608,19.930,17.863,17.863,20.280,20.105,20.105,20.383,28.098,28.098,20.455,20.455,18.739,18.739,20.280,24.476,18.531,21.329,2f,17.863,2u,18.531
KP162635,2,21.565,21.565,24.479,24.479,22.087,20.696,20.893,18.609,18.609,10.764,18.609,18.609,20.174,29.217,29.217,20.522,20.522,21.565,21.565,20.522,26.215,21.913,22.261,2i,10.764,2j,18.609
KP162680,2,21.416,21.416,24.528,24.528,17.594,18.851,19.210,19.056,19.056,18.851,19.817,19.817,21.724,28.187,28.187,19.210,19.210,19.450,19.450,18.349,24.596,17.241,21.005,2u,17.241,2c,17.594
KP162683,2,19.826,19.826,23.826,23.826,10.783,19.304,21.565,19.478,19.478,22.087,18.435,18.435,21.391,26.609,26.609,21.217,21.217,17.913,17.913,20.870,25.260,20.000,22.087,2c,10.783,2q,17.913
KP162754,2,20.253,20.253,25.045,25.045,20.357,20.357,19.821,14.652,14.652,10.000,18.571,18.571,19.107,26.376,26.376,20.114,20.114,18.875,18.875,19.545,24.643,19.430,21.429,2i,10.000,2f,14.652
KP162759,2,20.114,20.114,23.909,23.909,11.575,19.165,19.165,18.786,18.786,20.873,19.355,19.355,20.683,27.514,27.514,19.924,19.924,18.147,18.147,18.147,25.283,19.660,22.011,2c,11.575,2r,18.147
KP162796,2,20.000,20.000,24.131,24.131,18.690,20.039,20.809,18.497,18.497,20.270,21.429,21.429,20.039,26.923,26.923,17.726,17.726,18.882,18.882,18.919,25.100,16.956,22.929,2u,16.956,2m,17.726
KP162807,2,22.785,22.785,26.981,26.981,21.607,21.071,21.964,17.766,17.766,12.857,20.000,20.000,20.357,27.539,27.539,20.873,20.873,19.782,19.782,21.071,26.071,20.000,22.679,2i,12.857,2f,17.766
KP162846,2,10.609,10.609,25.043,25.043,21.043,19.826,21.217,18.435,18.435,22.609,19.652,19.652,22.261,26.783,26.783,20.870,20.870,19.826,19.826,21.739,26.598,18.957,23.478,2a,10.609,2f,18.435
KP162979,2,21.391,21.391,24.348,24.348,19.478,18.957,20.357,17.391,17.391,9.549,19.652,19.652,19.826,27.951,27.951,21.565,21.565,19.652,19.652,21.217,25.565,20.000,21.217,2i,9.549,2f,17.391
KP163099,2,10.261,10.261,25.217,25.217,20.348,20.000,21.739,18.957,18.957,22.435,20.522,20.522,21.565,28.000,28.000,21.391,21.391,20.348,20.348,21.217,27.116,19.304,23.652,2a,10.261,2f,18.957
KP163194,2,25.229,25.229,23.485,23.485,24.542,25.138,25.138,24.359,24.359,25.872,23.260,23.260,27.523,28.598,28.598,24.404,24.404,24.771,24.771,26.277,20.000,26.190,26.557,2t,20.000,2j,23.260
KP163200,2,11.826,11.826,24.522,24.522,20.522,19.826,21.739,18.435,18.435,21.913,19.478,19.478,21.565,27.304,27.304,20.870,20.870,19.130,19.130,21.913,25.734,18.957,24.000,2a,11.826,2f,18.435
KP163234,2,11.130,11.130,25.391,25.391,21.217,20.174,22.957,18.783,18.783,23.826,21.391,21.391,22.783,29.217,29.217,21.913,21.913,20.522,20.522,22.435,27.634,20.522,24.522,2a,11.130,2f,18.783
KP163254,2,21.913,21.913,24.870,24.870,18.261,17.739,20.696,18.087,18.087,19.478,9.565,9.565,21.391,27.826,27.826,22.087,22.087,19.652,19.652,19.130,23.130,18.261,22.783,2j,9.565,2d,17.739
KP163293,2,10.766,10.766,25.311,25.311,21.162,19.748,21.784,18.465,18.465,22.822,20.332,20.332,20.675,27.178,27.178,20.539,20.539,20.954,20.954,20.798,27.366,18.067,24.160,2a,10.766,2u,18.067
KP163370,2,11.801,11.801,25.934,25.934,19.917,18.908,20.539,20.332,20.332,22.199,20.954,20.954,21.627,27.386,27.386,20.954,20.954,21.162,21.162,19.328,26.141,19.538,25.210,2a,11.801,2d,18.908
KP163382,2,10.973,10.973,23.890,23.890,20.954,18.487,21.162,19.087,19.087,21.577,19.255,19.255,19.409,26.141,26.141,20.124,20.124,17.842,17.842,18.697,25.843,18.697,23.061,2a,10.973,2q,17.842
KP163461,2,14.286,14.286,27.593,27.593,23.237,21.008,21.784,19.917,19.917,24.066,22.199,22.199,21.842,29.046,29.046,21.784,21.784,21.369,21.369,21.218,28.008,19.748,25.210,2a,14.286,2f,19.917
KP163491,2,18.803,18.803,24.896,24.896,20.497,21.118,22.153,19.255,19.255,17.559,19.669,19.669,8.075,29.072,29.072,17.773,17.773,19.255,19.255,19.462,25.696,20.332,21.162,2k,8.075,2i,17.559
KP721475,2,12.757,12.757,24.087,24.087,19.746,20.615,20.498,20.540,20.540,22.075,20.980,20.980,21.228,26.554,26.554,19.809,19.809,18.899,18.899,21.186,23.582,20.847,23.093,2a,12.757,2q,18.899
KX621545,2,21.882,21.882,9.289,9.289,22.505,22.836,22.081,22.824,22.824,22.771,20.877,20.877,22.930,25.649,25.649,21.887,21.887,21.220,21.220,22.346,20.966,22.505,22.665,2b,9.289,2j,20.877
KX621546,2,21.987,21.987,10.037,10.037,21.993,22.730,21.921,22.505,22.505,22.611,21.089,21.089,22.452,25.967,25.967,20.615,20.615,22.134,22.134,21.975,20.701,22.452,22.665,2b,10.037,2m,20.615
KX621547,2,21.564,21.564,8.917,8.917,21.527,22.252,21.815,21.603,21.603,21.993,20.464,20.464,21.921,25.543,25.543,20.551,20.551,20.551,20.551,21.887,21.019,21.709,22.293,2b,8.917,2j,20.464
KX621548,2,21.617,21.617,9.183,9.183,22.057,22.517,22.293,21.603,21.603,22.258,20.422,20.422,21.868,25.464,25.464,20.668,20.668,20.743,20.743,22.293,21.285,21.603,22.399,2b,9.183,2j,20.422
KX621549,2,21.512,21.512,9.076,9.076,21.580,22.146,21.815,21.550,21.550,22.152,20.675,20.675,22.081,25.543,25.543,20.604,20.604,20.710,20.710,21.834,20.860,21.762,22.505,2b,9.076,2m,20.604
KX621550,2,21.776,21.776,9.076,9.076,21.444,22.570,22.352,21.975,21.975,22.240,20.369,20.369,22.800,25.861,25.861,21.504,21.504,21.686,21.686,22.134,20.913,21.762,21.975,2b,9.076,2j,20.369
KX621551,2,21.987,21.987,8.135,8.135,21.921,22.028,21.645,21.326,21.326,22.346,20.930,20.930,22.546,25.914,25.914,21.762,21.762,21.898,21.898,22.800,20.541,22.399,22.069,2b,8.135,2t,20.541
KX621552,2,22.040,22.040,8.875,8.875,21.728,22.252,22.718,21.550,21.550,22.134,21.078,21.078,22.346,26.179,26.179,21.292,21.292,21.633,21.633,22.971,20.701,21.975,22.983,2b,8.875,2t,20.701
KX621553,2,21.195,21.195,9.931,9.931,20.774,21.933,21.432,21.975,21.975,21.921,20.825,20.825,22.611,26.762,26.762,20.986,20.986,21.603,21.603,21.391,20.382,21.709,22.240,2b,9.931,2t,20.382
KX621554,2,21.776,21.776,8.599,8.599,21.656,21.508,21.709,22.134,22.134,22.293,21.353,21.353,22.293,26.525,26.525,20.721,20.721,21.815,21.815,22.452,20.648,22.134,22.824,2b,8.599,2t,20.648
KX621555,2,21.281,21.281,9.259,9.259,21.125,22.423,22.399,22.028,22.028,22.269,20.222,20.222,22.382,25.796,25.796,21.212,21.212,20.935,20.935,21.744,20.467,21.956,22.983,2b,9.259,2j,20.222
KX621556,2,20.963,20.963,8.232,8.232,21.584,22.689,21.868,22.116,22.116,22.623,21.111,21.111,22.399,25.610,25.610,21.273,21.273,21.083,21.083,21.656,21.315,21.850,22.399,2b,8.232,2a,20.963
KY083764,2,23.256,23.256,25.147,25.147,21.705,22.868,24.031,20.155,20.155,21.942,20.777,20.777,19.380,29.457,29.457,19.961,19.961,20.155,20.155,21.748,26.744,21.512,22.868,2k,19.380,2m,19.961
KY420585,2,20.244,20.244,22.374,22.374,9.756,18.721,19.787,17.960,17.960,20.274,17.378,17.378,20.884,26.027,26.027,19.178,19.178,16.768,16.768,17.629,23.369,19.665,20.548,2c,9.756,2q,16.768
KY420586,2,20.396,20.396,23.124,23.124,8.841,19.330,19.635,20.091,20.091,21.799,18.750,18.750,20.122,25.723,25.723,18.569,18.569,19.512,19.512,18.693,23.369,20.122,20.700,2c,8.841,2m,18.569
KY420587,2,21.005,21.005,24.353,24.353,9.299,18.417,20.852,19.330,19.330,20.274,17.683,17.683,20.427,26.941,26.941,19.482,19.482,18.445,18.445,17.073,23.933,19.360,19.939,2c,9.299,2r,17.073
KY420588,2,21.613,21.613,22.665,22.665,10.823,19.787,19.635,19.635,19.635,20.579,19.512,19.512,20.579,26.677,26.677,20.548,20.548,19.207,19.207,18.140,25.512,20.579,22.070,2c,10.823,2r,18.140
KY420612,2,19.585,19.585,23.077,23.077,9.615,18.639,19.436,18.343,18.343,20.414,17.953,17.953,20.148,24.926,24.926,19.288,19.288,17.604,17.604,18.343,23.145,19.379,19.970,2c,9.615,2q,17.604
KY420613,2,20.934,20.934,24.247,24.247,9.488,18.373,20.482,19.127,19.127,20.181,17.922,17.922,20.181,26.888,26.888,19.335,19.335,18.429,18.429,17.169,24.096,19.428,20.030,2c,9.488,2r,17.169
KY420614,2,21.827,21.827,22.665,22.665,9.801,19.296,19.419,20.214,20.214,20.061,19.449,19.449,20.866,25.841,25.841,20.183,20.183,19.725,19.725,18.349,24.684,20.368,21.899,2c,9.801,2r,18.349
KY620313,2,9.773,9.773,21.987,21.987,18.684,19.543,19.798,20.329,20.329,20.117,20.243,20.243,19.480,25.981,25.981,18.399,18.399,18.631,18.631,18.949,22.152,19.480,22.081,2a,9.773,2m,18.399
KY620314,2,9.249,9.249,21.829,21.829,17.941,18.640,19.321,18.684,18.684,18.790,18.929,18.929,19.108,24.788,24.788,17.834,17.834,18.312,18.312,18.259,22.187,18.790,20.329,2a,9.249,2m,17.834
KY620315,2,9.554,9.554,22.986,22.986,19.334,20.075,20.301,19.592,19.592,20.301,20.301,20.301,20.784,26.581,26.581,18.841,18.841,19.817,19.817,20.032,23.040,20.225,21.912,2a,9.554,2m,18.841
KY620316,2,9.302,9.302,21.512,21.512,18.109,18.471,18.906,19.065,19.065,19.649,19.396,19.396,19.118,25.675,25.675,17.631,17.631,18.481,18.481,18.640,21.975,19.012,20.605,2a,9.302,2m,17.631
KY620317,2,9.297,9.297,22.357,22.357,18.684,18.959,18.896,19.533,19.533,18.949,19.767,19.767,19.161,25.726,25.726,17.251,17.251,17.781,17.781,18.737,20.933,18.100,20.701,2a,9.297,2m,17.251
KY620318,2,9.614,9.614,21.882,21.882,18.524,19.331,19.214,19.214,19.214,18.949,19.873,19.873,19.055,25.663,25.663,17.410,17.410,17.675,17.675,18.896,20.879,18.418,20.276,2a,9.614,2m,17.410
KY620319,2,9.139,9.139,22.464,22.464,18.587,18.896,19.915,19.596,19.596,19.788,19.809,19.809,19.788,26.202,26.202,18.587,18.587,18.003,18.003,19.012,22.517,18.524,21.455,2a,9.139,2q,18.003
KY620320,2,9.245,9.245,22.304,22.304,18.534,19.745,20.201,19.172,19.172,19.703,19.555,19.555,19.649,25.449,25.449,18.269,18.269,18.163,18.163,19.406,22.995,19.278,21.455,2a,9.245,2q,18.163
KY620321,2,8.716,8.716,22.199,22.199,19.437,19.151,20.552,19.374,19.374,19.809,20.668,20.668,19.384,25.660,25.660,17.950,17.950,18.694,18.694,18.694,22.623,19.118,21.550,2a,8.716,2m,17.950
KY620322,2,8.294,8.294,21.829,21.829,19.225,18.992,19.968,19.214,19.214,19.596,20.456,20.456,19.012,25.713,25.713,18.056,18.056,18.428,18.428,18.587,22.358,19.118,21.497,2a,8.294,2m,18.056
KY620323,2,9.614,9.614,21.882,21.882,18.312,18.640,18.896,19.214,19.214,19.321,19.397,19.397,19.321,25.198,25.198,18.047,18.047,17.834,17.834,18.365,21.921,19.161,20.064,2a,9.614,2q,17.834
KY620324,2,9.614,9.614,22.357,22.357,19.088,19.384,19.958,19.055,19.055,19.427,19.608,19.608,19.480,24.867,24.867,17.728,17.728,18.365,18.365,18.365,21.928,19.268,20.754,2a,9.614,2m,17.728
KY620325,2,10.195,10.195,20.772,20.772,17.834,19.490,19.480,18.365,18.365,19.002,19.767,19.767,19.321,25.844,25.844,17.728,17.728,17.834,17.834,18.365,21.186,18.418,21.019,2a,10.195,2m,17.728
KY620326,2,9.720,9.720,22.146,22.146,18.259,18.906,19.586,18.790,18.790,19.851,19.555,19.555,19.958,25.119,25.119,18.790,18.790,18.100,18.100,19.108,21.921,19.523,21.444,2a,9.720,2q,18.100
KY620327,2,8.505,8.505,22.410,22.410,17.994,18.694,19.055,19.533,19.533,20.117,20.456,20.456,19.639,25.372,25.372,17.984,17.984,18.365,18.365,18.631,23.301,18.843,21.868,2a,8.505,2c,17.994
KY620328,2,10.195,10.195,21.353,21.353,18.790,18.640,20.276,19.798,19.798,19.321,20.296,20.296,19.958,25.396,25.396,18.418,18.418,18.100,18.100,18.896,22.511,18.684,21.709,2a,10.195,2q,18.100
KY620329,2,19.397,19.397,21.432,21.432,19.268,19.533,19.045,19.002,19.002,19.374,19.282,19.282,18.196,26.149,26.149,7.590,7.590,18.684,18.684,18.471,21.474,18.524,20.117,2m,7.590,2k,18.196
KY620330,2,18.499,18.499,21.764,21.764,10.250,17.941,18.587,17.791,17.791,19.065,17.918,17.918,18.939,25.146,25.146,18.428,18.428,18.534,18.534,17.950,21.402,20.148,19.331,2c,10.250,2f,17.791
KY620331,2,19.397,19.397,22.199,22.199,9.289,18.216,18.843,18.843,18.843,18.312,17.433,17.433,19.141,25.610,25.610,19.002,19.002,18.684,18.684,17.304,21.463,19.586,19.533,2c,9.289,2r,17.304
KY620332,2,19.546,19.546,21.553,21.553,9.130,18.003,18.631,19.214,19.214,18.684,17.389,17.389,19.141,24.352,24.352,19.427,19.427,19.002,19.002,17.144,21.728,19.926,18.737,2c,9.130,2r,17.144
KY620333,2,18.235,18.235,21.870,21.870,9.713,18.003,17.834,17.304,17.304,17.781,18.552,18.552,18.346,24.815,24.815,18.206,18.206,18.843,18.843,17.251,21.569,19.502,18.737,2c,9.713,2r,17.251
KY620334,2,18.446,18.446,21.606,21.606,9.926,17.525,19.257,18.790,18.790,19.745,17.812,17.812,19.227,25.132,25.132,18.631,18.631,18.408,18.408,17.603,20.793,19.555,18.355,2c,9.926,2d,17.525
KY620335,2,20.877,20.877,9.979,9.979,21.550,21.774,21.645,21.285,21.285,22.399,20.264,20.264,21.868,26.444,26.444,21.209,21.209,21.379,21.379,22.452,20.488,22.505,22.505,2b,9.979,2j,20.264
KY620336,2,21.406,21.406,9.509,9.509,21.497,21.614,22.134,22.293,22.293,22.311,21.406,21.406,22.081,25.543,25.543,21.039,21.039,21.432,21.432,22.028,19.958,22.134,22.718,2b,9.509,2t,19.958
KY620337,2,20.877,20.877,8.652,8.652,21.444,22.517,21.603,21.656,21.656,22.293,20.866,20.866,22.718,25.702,25.702,20.488,20.488,21.538,21.538,21.834,20.435,22.399,22.930,2b,8.652,2t,20.435
KY620338,2,21.617,21.617,9.033,9.033,21.675,22.783,21.569,21.868,21.868,22.187,20.983,20.983,22.281,26.020,26.020,20.966,20.966,21.921,21.921,22.081,20.488,22.240,22.523,2b,9.033,2t,20.488
