Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
KP163256,483,7.246,33.128,32.640,29.979,30.642,30.462,32.632,28.802,1,7.246,6,30.462
KP163257,483,6.625,34.599,33.124,28.953,31.276,30.608,33.198,30.485,1,6.625,4,28.953
KP163259,483,21.577,29.918,31.263,29.713,28.838,28.601,33.486,31.546,1,21.577,5,28.838
KP163264,483,8.903,32.438,32.917,30.165,30.143,30.189,31.359,29.724,1,8.903,6,30.189
KP163265,483,6.832,33.265,31.950,30.595,30.185,30.608,31.707,28.941,1,6.832,5,30.185
KP163267,483,7.867,31.590,32.505,29.098,28.893,29.350,31.611,30.211,1,7.867,6,29.350
KP163270,483,21.162,30.595,33.124,29.098,29.400,30.515,35.469,30.515,1,21.162,5,29.400
KP163271,483,9.938,34.298,35.010,30.992,30.849,31.656,33.333,29.953,1,9.938,5,30.849
KP163272,483,6.418,33.678,32.158,30.185,29.918,29.622,32.281,30.802,1,6.418,6,29.622
KP163273,483,11.387,32.851,32.708,31.134,30.123,29.560,32.404,30.556,1,11.387,6,29.560
KP163274,483,7.867,33.755,32.848,29.569,30.738,29.140,32.178,29.792,1,7.867,6,29.140
KP163275,483,9.524,33.539,31.470,29.630,31.301,31.303,34.943,29.792,1,9.524,4,29.630
KP163276,483,10.766,33.196,32.985,27.632,30.453,29.140,,31.178,1,10.766,6,29.140
KP163277,482,7.884,32.773,31.950,29.243,30.309,30.398,34.624,28.341,1,7.884,8,28.341
KP163280,483,23.029,31.352,32.008,30.103,31.263,29.897,33.486,32.645,1,23.029,4,30.103
KP163281,483,10.145,33.742,30.705,30.533,30.801,29.140,31.579,30.824,1,10.145,6,29.140
KP163282,483,20.954,29.707,30.785,29.158,30.435,28.601,32.569,31.356,1,20.954,6,28.601
KP163283,483,10.352,32.649,33.680,29.012,30.550,30.189,33.168,30.485,1,10.352,4,29.012
KP163284,483,5.797,32.649,32.158,29.303,30.992,31.513,31.930,29.481,1,5.797,8,29.481
KP163287,483,6.211,34.086,31.743,31.070,30.390,31.092,33.808,29.882,1,6.211,5,30.390
KP163288,483,12.422,34.091,33.124,30.309,31.056,31.237,32.404,32.028,1,12.422,4,30.309
KP163289,483,8.903,34.369,34.029,29.158,31.148,31.237,36.308,30.254,1,8.903,4,29.158
KP163290,482,10.788,34.879,34.519,31.753,31.263,31.447,33.333,31.640,1,10.788,5,31.263
KP163291,483,10.559,35.443,34.100,31.352,32.645,31.237,32.178,32.084,1,10.559,6,31.237
KP163292,483,20.954,31.697,32.150,29.448,29.897,30.372,,30.515,1,20.954,5,29.897
KP163294,483,10.766,32.577,32.780,31.134,30.849,31.106,35.104,31.178,1,10.766,5,30.849
KP163295,483,7.246,33.814,33.403,26.888,28.893,31.263,33.787,30.913,1,7.246,5,28.893
KP163297,483,6.625,35.185,32.225,29.493,30.408,30.818,33.333,29.977,1,6.625,5,30.408
KP163298,483,10.145,32.983,33.195,29.278,30.185,29.560,31.188,29.792,1,10.145,6,29.560
KP163299,483,10.352,33.264,32.919,29.218,30.426,30.608,31.683,30.254,1,10.352,4,29.218
KP163300,483,6.418,34.161,33.195,31.084,31.263,31.237,33.028,31.078,1,6.418,5,31.263
KP163301,483,23.859,31.417,33.542,30.453,32.298,31.622,,32.438,1,23.859,4,30.453
KP163302,483,7.246,33.607,32.365,30.595,31.470,30.882,32.632,29.412,1,7.246,6,30.882
KP163303,483,22.614,29.918,31.106,29.218,29.774,28.099,,30.324,1,22.614,6,28.099
KP163305,483,7.867,33.470,32.500,,29.752,31.447,31.250,30.733,1,7.867,5,29.752
KP163306,483,10.559,33.951,33.747,30.658,31.884,32.285,30.693,30.947,1,10.559,4,30.658
KP163307,483,6.625,35.185,32.225,29.493,30.408,30.818,33.333,29.977,1,6.625,5,30.408
KP163308,483,21.369,30.943,32.505,30.864,31.263,29.752,34.793,33.058,1,21.369,6,29.752
KP163309,483,10.559,32.165,32.025,29.592,29.184,30.818,32.862,29.954,1,10.559,5,29.184
KP163311,483,12.629,33.126,32.777,31.612,30.346,29.979,32.673,31.712,1,12.629,6,29.979
KP163312,482,6.224,34.362,33.195,,,29.560,32.517,29.647,1,6.224,6,29.560
KP163313,483,22.614,31.417,31.042,29.012,29.158,29.691,34.304,30.024,1,22.614,5,29.158
KP163314,483,8.903,34.810,34.172,30.453,31.884,31.237,34.000,29.099,1,8.903,8,29.099
KP163315,483,11.387,34.227,34.511,30.928,31.622,31.656,37.241,31.871,1,11.387,4,30.928
KP163316,483,13.043,33.895,34.369,32.990,32.444,32.285,33.168,31.567,1,13.043,6,32.285
KP163317,483,6.832,33.265,31.743,31.687,30.021,30.672,32.624,30.024,1,6.832,5,30.021
KP163318,483,23.444,30.691,31.250,30.928,31.056,31.263,34.873,33.058,1,23.444,5,31.056
KP163319,483,20.954,29.508,31.524,29.218,30.083,30.103,34.096,32.231,1,20.954,4,29.218
KP163320,483,21.162,32.238,32.636,29.278,31.884,31.263,,31.612,1,21.162,4,29.278
KP163324,482,8.506,33.607,32.158,29.072,30.595,30.608,32.517,30.162,1,8.506,4,29.072
KP163325,483,20.539,30.123,32.427,27.664,30.705,28.866,34.101,30.785,1,20.539,4,27.664
KP163326,483,10.973,34.227,32.708,30.722,29.897,31.447,32.178,31.871,1,10.973,5,29.897
KP163327,483,10.766,33.471,30.913,29.485,29.713,29.769,30.877,29.792,1,10.766,5,29.713
KP163328,483,7.660,33.544,32.150,28.484,29.508,29.979,33.922,28.538,1,7.660,4,28.484
KP163331,483,9.524,33.678,32.985,30.309,29.857,31.933,31.500,29.099,1,9.524,5,29.857
KP163332,483,9.938,32.784,30.561,30.658,30.675,29.140,29.703,30.804,1,9.938,6,29.140
KP163333,483,7.039,34.177,32.985,29.713,31.818,31.027,35.763,30.021,1,7.039,8,30.021
KP163334,483,10.973,34.021,32.298,30.928,31.535,31.027,33.684,31.019,1,10.973,5,31.535
KP163335,483,22.614,30.123,31.875,28.834,30.435,28.131,34.101,31.019,1,22.614,6,28.131
KP163338,483,9.731,35.611,33.958,31.198,30.346,31.447,33.216,32.258,1,9.731,5,30.346
KP163339,483,10.145,32.438,31.809,28.926,30.612,29.560,31.683,30.184,1,10.145,4,28.926
KP163340,483,7.246,33.539,30.753,29.774,30.658,30.189,31.984,29.787,1,7.246,6,30.189
KP163341,483,9.524,33.193,32.008,29.472,31.677,31.513,31.500,30.716,1,9.524,4,29.472
KP163342,483,21.577,29.918,31.263,29.713,28.838,28.601,33.486,31.546,1,21.577,5,28.838
KP163344,483,10.145,33.884,33.402,30.185,31.020,30.608,31.683,29.099,1,10.145,8,29.099
KP163345,483,24.066,31.557,31.667,30.453,30.083,29.959,35.253,31.959,1,24.066,5,30.083
KP163346,483,6.004,33.196,31.198,30.123,30.083,30.042,32.632,29.647,1,6.004,5,30.083
KP163347,483,12.629,34.917,34.096,31.612,31.211,32.704,34.495,33.025,1,12.629,5,31.211
KP163348,483,8.282,35.158,34.172,29.569,29.303,30.818,33.101,29.673,1,8.282,5,29.303
KP163349,483,10.559,34.091,33.333,31.405,29.569,30.818,30.693,30.641,1,10.559,5,29.569
KP163350,483,10.973,,29.565,30.041,30.595,30.398,32.056,31.178,1,10.973,6,30.398
KP163351,483,8.903,33.539,32.150,30.185,30.041,30.398,32.632,28.111,1,8.903,8,28.111
KP163352,483,11.594,32.645,34.029,30.928,30.595,28.931,34.396,30.184,1,11.594,6,28.931
KP163353,482,9.129,33.053,31.942,29.303,29.918,29.560,34.396,30.021,1,9.129,6,29.560
KP163355,482,7.469,34.591,33.333,30.595,32.298,30.818,35.586,30.716,1,7.469,4,30.595
KP163357,483,23.029,30.595,33.612,31.405,31.677,29.545,34.101,31.405,1,23.029,6,29.545
KP163358,483,10.559,33.196,31.875,30.408,28.953,30.608,35.550,30.394,1,10.559,5,28.953
KP163359,483,21.162,31.493,31.733,29.835,29.424,28.660,33.867,32.025,1,21.162,6,28.660
KP163360,483,8.282,35.146,32.708,29.146,29.918,29.140,32.404,30.645,1,8.282,6,29.140
KP163361,483,12.008,36.025,34.100,28.894,30.722,31.447,35.160,31.178,1,12.008,5,30.722
KP163363,483,11.594,33.824,34.167,30.453,31.762,31.866,34.266,32.102,1,11.594,4,30.453
KP163364,483,11.180,33.921,31.942,31.546,30.390,30.608,,30.947,1,11.180,6,30.608
KP163365,483,6.418,33.470,31.120,29.569,30.247,30.608,34.475,29.855,1,6.418,5,30.247
KP163366,483,21.577,29.918,31.263,29.713,28.838,28.601,33.486,31.546,1,21.577,5,28.838
KP163367,483,9.938,34.362,33.540,30.928,30.801,29.979,32.862,30.896,1,9.938,6,29.979
KP163369,483,7.246,34.774,31.950,,30.849,30.882,33.808,30.679,1,7.246,5,30.849
KP163371,482,12.656,33.263,33.958,30.658,31.161,31.237,33.663,31.871,1,12.656,4,30.658
KP163372,483,10.559,32.854,33.680,29.218,30.754,30.189,33.168,30.485,1,10.559,4,29.218
KP163374,483,10.145,31.237,31.458,28.866,29.835,29.140,34.169,29.561,1,10.145,6,29.140
KP163375,483,11.801,34.369,32.712,30.309,30.185,31.447,30.556,30.716,1,11.801,5,30.185
KP163376,483,11.801,35.010,33.888,30.864,31.148,32.704,33.168,31.850,1,11.801,4,30.864
KP163377,482,8.714,35.537,,31.622,32.919,33.543,35.402,31.423,1,8.714,8,31.423
KP163380,483,21.369,29.243,28.542,28.484,29.461,28.660,32.657,31.134,1,21.369,4,28.484
KP163381,483,7.039,33.745,30.705,29.774,30.658,30.398,31.984,29.787,1,7.039,6,30.398
KP163383,480,7.708,33.540,32.577,28.601,29.278,31.368,32.258,29.621,1,7.708,5,29.278
KP163384,483,10.973,33.470,33.195,30.309,29.607,30.608,32.056,30.645,1,10.973,5,29.607
KP163385,483,6.832,33.676,32.225,30.185,31.056,30.882,33.096,28.706,1,6.832,8,28.706
KP163386,483,10.559,33.196,31.875,30.408,28.953,30.608,35.550,30.394,1,10.559,5,28.953
KP163387,482,7.054,34.110,34.183,29.363,29.461,30.932,33.617,30.579,1,7.054,4,29.363
KP163388,483,11.180,33.755,32.017,30.309,31.020,30.608,33.101,31.555,1,11.180,6,30.608
KP163389,482,9.959,34.382,32.640,30.247,30.913,30.398,33.217,30.858,1,9.959,4,30.247
KP163390,483,12.836,34.091,32.917,32.106,31.098,31.933,34.137,33.411,1,12.836,5,31.098
KP163391,483,7.246,33.684,32.708,29.098,30.533,30.398,34.413,30.023,1,7.246,4,29.098
KP163392,482,10.788,32.784,32.083,29.979,28.953,28.931,33.945,31.178,1,10.788,6,28.931
KP163393,483,7.039,32.922,32.780,29.448,29.713,30.672,32.632,29.792,1,7.039,5,29.713
KP163395,482,6.639,34.227,34.232,,31.148,29.140,33.566,30.021,1,6.639,6,29.140
KP163397,483,4.969,33.745,31.875,,29.774,30.608,34.702,30.913,1,4.969,5,29.774
KP163398,483,10.352,34.091,32.500,29.897,30.143,31.656,32.404,31.640,1,10.352,4,29.897
KP163399,483,10.559,32.075,33.680,30.309,30.408,30.189,34.624,29.099,1,10.559,6,30.189
KP163400,483,9.524,32.421,32.848,30.103,30.247,29.498,36.162,29.561,1,9.524,6,29.498
KP163401,483,10.559,34.141,31.884,29.835,31.687,30.608,31.500,30.345,1,10.559,4,29.835
KP163402,483,21.992,,32.427,29.691,30.021,29.485,34.490,32.231,1,21.992,4,29.691
KP163403,483,21.369,32.377,31.942,30.103,30.041,29.278,34.023,32.438,1,21.369,5,30.041
KP163405,483,22.407,30.408,32.505,30.390,31.056,29.545,33.129,31.405,1,22.407,6,29.545
KP163406,483,7.039,33.962,33.264,28.337,30.123,30.398,32.500,28.637,1,7.039,4,28.337
KP163407,483,11.594,33.966,32.777,30.309,31.429,30.818,33.449,31.787,1,11.594,4,30.309
KP163409,483,7.660,33.895,32.158,30.595,30.185,30.462,33.333,30.425,1,7.660,6,30.462
KP163412,482,8.921,32.851,32.025,31.006,28.689,30.189,33.200,32.203,1,8.921,5,28.689
KP163413,483,10.766,34.576,32.780,30.247,30.372,31.447,,31.250,1,10.766,5,30.372
KP163414,482,9.129,33.538,31.458,30.579,30.612,31.303,34.483,32.019,1,9.129,5,30.612
KP163415,483,10.766,33.678,33.126,31.546,31.828,29.979,,30.254,1,10.766,6,29.979
KP163416,483,8.489,33.333,32.712,29.072,31.006,29.769,,30.324,1,8.489,4,29.072
KP163417,483,6.418,34.298,32.848,29.774,29.435,29.350,,30.374,1,6.418,6,29.350
KP163418,483,22.407,30.595,31.733,30.515,30.801,30.453,34.023,33.747,1,22.407,6,30.453
KP163419,483,12.215,33.678,33.403,29.835,32.238,32.704,32.000,32.251,1,12.215,4,29.835
KP163420,483,10.973,33.265,32.988,30.309,29.814,30.608,32.056,30.645,1,10.973,5,29.814
KP163422,483,5.590,33.608,31.250,30.247,29.193,29.622,31.228,29.176,1,5.590,5,29.193
KP163423,483,11.387,34.161,32.298,29.897,29.979,31.237,30.556,30.254,1,11.387,5,29.979
KP163424,479,23.849,31.470,31.992,30.561,32.298,30.353,,32.292,1,23.849,4,30.561
KP163428,482,9.959,33.470,31.799,29.752,30.041,30.672,33.103,32.019,1,9.959,5,30.041
KP163429,483,9.524,31.959,31.601,28.866,28.921,29.560,33.257,30.254,1,9.524,5,28.921
KP163431,483,21.992,30.738,31.042,29.959,32.158,30.849,33.265,31.612,1,21.992,4,29.959
KP163432,483,10.352,34.091,32.017,28.807,31.743,29.979,35.880,29.263,1,10.352,4,28.807
KP163433,482,8.299,35.158,32.914,29.448,29.918,32.075,35.797,31.078,1,8.299,5,29.918
KP163434,483,21.369,29.363,31.590,29.485,29.193,30.021,33.867,31.612,1,21.369,5,29.193
KP163435,483,7.453,33.891,33.888,29.448,30.228,31.447,33.916,29.099,1,7.453,5,30.228
KP163436,483,7.453,33.891,33.888,29.448,30.228,31.447,33.916,29.099,1,7.453,5,30.228
KP163438,483,9.110,34.298,31.056,29.630,31.070,29.560,,30.394,1,9.110,6,29.560
KP163439,483,12.008,32.577,34.025,31.070,31.020,31.237,,30.858,1,12.008,5,31.020
KP163440,483,22.822,30.077,31.743,30.595,31.535,,34.023,,1,22.822,5,31.535
KP163441,482,9.544,32.716,32.505,29.424,29.735,30.818,32.056,30.254,1,9.544,4,29.424
KP163442,482,9.129,33.966,32.985,29.158,30.426,30.398,32.404,,1,9.129,4,29.158
KP163444,483,10.973,34.021,31.884,30.103,31.263,31.027,,30.184,1,10.973,4,30.103
KP163445,483,5.590,34.362,,29.979,29.303,31.027,30.070,29.810,1,5.590,5,29.303
KP163446,483,21.369,31.148,31.027,30.579,30.021,28.571,33.638,31.612,1,21.369,6,28.571
KP163447,483,5.797,33.265,31.743,30.185,29.835,30.882,33.061,29.040,1,5.797,5,29.835
KP163449,482,22.360,30.143,30.480,29.072,31.328,28.189,34.793,33.954,1,22.360,6,28.189
KP163450,483,23.444,30.390,33.333,31.148,30.083,31.134,34.888,32.025,1,23.444,5,30.083
KP163453,483,6.418,33.676,32.158,29.979,30.228,31.092,33.333,29.812,1,6.418,5,30.228
KP163455,483,21.577,29.918,31.263,29.713,28.838,28.601,33.486,31.546,1,21.577,5,28.838
KP163456,483,23.237,33.265,33.565,31.519,31.677,30.288,34.713,33.257,1,23.237,6,30.288
KP163457,483,24.689,32.649,31.942,29.569,31.884,30.390,,33.333,1,24.689,4,29.569
KP163462,483,6.211,32.582,31.733,28.717,30.579,30.252,32.281,29.647,1,6.211,4,28.717
KP163463,483,6.832,33.966,32.568,29.158,30.579,30.818,34.386,29.717,1,6.832,4,29.158
KP163465,483,20.747,31.070,30.335,30.285,31.535,29.545,34.954,31.612,1,20.747,6,29.545
KP163466,483,11.801,34.362,33.333,29.630,29.857,31.237,30.198,31.323,1,11.801,5,29.857
KP163467,483,13.043,34.298,32.708,32.106,30.894,31.933,34.137,33.643,1,13.043,5,30.894
KP163468,483,23.237,34.025,30.689,31.198,31.276,,33.796,33.540,1,23.237,4,31.198
KP163469,483,21.992,30.595,32.427,30.309,30.021,28.131,34.571,31.405,1,21.992,6,28.131
KP163470,482,13.485,,32.568,30.326,31.276,29.979,35.231,32.028,1,13.485,6,29.979
KP163472,483,23.029,,30.146,28.953,29.466,28.337,,32.919,1,23.029,6,28.337
KP163475,482,8.921,33.962,31.172,29.158,31.612,31.866,35.374,30.021,1,8.921,4,29.158
KP163476,482,9.129,33.966,32.500,30.738,30.722,30.335,33.449,29.530,1,9.129,8,29.530
KP163477,483,11.594,33.333,32.848,29.218,29.400,31.315,32.056,28.637,1,11.594,5,29.400
KP163479,482,6.639,33.747,32.777,29.243,28.689,30.608,31.707,29.099,1,6.639,5,28.689
KP163480,483,21.992,,32.150,29.098,29.814,29.959,33.716,32.025,1,21.992,4,29.098
KP163482,482,9.544,34.382,33.264,29.652,31.470,31.237,35.632,31.178,1,9.544,6,31.237
KP163483,483,21.577,31.762,30.642,28.163,30.228,28.601,,30.515,1,21.577,4,28.163
KP163484,483,9.524,32.645,32.231,29.835,29.979,30.189,32.056,30.189,1,9.524,6,30.189
KP163485,483,12.629,36.025,,32.371,32.505,32.075,31.188,33.643,1,12.629,6,32.075
KP163486,483,9.317,32.577,32.848,30.515,29.569,29.350,,29.792,1,9.317,6,29.350
KP163487,483,9.317,34.774,32.500,29.278,30.390,31.237,35.080,27.298,1,9.317,4,29.278
KP163489,483,24.689,30.879,31.172,30.309,30.705,,,32.025,1,24.689,5,30.705
KP163492,483,20.747,30.123,32.091,30.309,30.228,29.132,33.469,32.231,1,20.747,6,29.132
KP163493,483,8.903,,31.601,31.211,30.642,30.608,31.984,30.969,1,8.903,5,30.642
KP163494,483,8.903,34.917,32.432,31.590,30.642,30.591,33.684,30.896,1,8.903,5,30.642
KP163495,483,7.453,35.443,32.777,28.689,30.801,30.818,34.035,28.868,1,7.453,4,28.689
KP163496,483,6.004,33.060,31.590,29.158,30.021,30.672,31.579,30.189,1,6.004,5,30.021
KP163498,483,7.246,34.801,33.612,28.279,31.557,30.818,35.698,30.176,1,7.246,4,28.279
KP163499,483,9.731,33.608,32.640,29.012,29.532,30.189,30.693,29.561,1,9.731,4,29.012
KP163501,483,22.199,31.967,32.985,30.309,31.056,31.677,35.208,32.784,1,22.199,4,30.309
KP163503,483,10.559,32.165,32.025,29.592,29.184,30.818,32.862,29.954,1,10.559,5,29.184
KP163504,483,9.731,32.716,32.777,28.807,30.595,31.027,35.566,30.023,1,9.731,4,28.807
KP163505,482,7.884,33.755,32.008,28.689,30.595,30.818,35.402,29.561,1,7.884,4,28.689
KP163506,483,10.766,34.316,34.029,30.103,30.801,30.608,31.359,31.871,1,10.766,4,30.103
KP163507,483,12.629,32.636,32.025,30.864,31.493,31.866,30.198,31.871,1,12.629,4,30.864
KP163508,482,9.544,32.716,32.505,29.424,29.735,30.818,32.056,30.254,1,9.544,4,29.424
KP163509,483,24.274,31.006,31.590,29.243,30.498,28.689,,30.785,1,24.274,6,28.689
KP163510,483,11.594,32.922,33.817,31.340,30.435,31.237,34.397,31.423,1,11.594,5,30.435
KP163511,483,23.029,31.762,31.733,30.435,31.120,28.986,33.716,31.250,1,23.029,6,28.986
KP163513,483,11.594,33.265,32.640,31.070,30.642,32.495,31.683,31.106,1,11.594,5,30.642
KP163515,483,6.418,33.470,31.120,29.569,30.247,30.608,34.475,29.855,1,6.418,5,30.247
KP163516,483,9.731,31.828,32.919,29.218,29.979,29.979,32.292,29.032,1,9.731,4,29.218
KP163517,483,10.559,33.264,32.158,29.424,30.705,30.189,34.169,29.167,1,10.559,4,29.424
KP163518,484,20.747,30.595,31.743,29.691,29.400,29.339,32.252,29.897,1,20.747,5,29.400
KP163520,483,22.199,32.992,31.458,30.247,,29.959,,,1,22.199,6,29.959
KP163521,483,23.029,31.762,32.218,30.801,30.849,28.571,,31.198,1,23.029,6,28.571
KP163522,483,9.938,33.881,32.365,28.866,29.735,29.350,34.483,29.330,1,9.938,4,28.866
KP163523,483,5.590,32.238,33.333,29.098,29.150,29.350,32.509,30.021,1,5.590,6,29.350
KP163524,483,6.832,32.510,32.365,29.569,30.658,30.672,32.653,29.412,1,6.832,6,30.672
KP163525,483,10.766,33.676,34.440,30.309,31.417,30.608,,30.947,1,10.766,6,30.608
KP163527,482,8.091,34.177,33.403,28.337,30.595,29.769,30.693,30.645,1,8.091,4,28.337
KP163528,483,21.784,31.417,33.682,29.388,31.677,30.041,,32.231,1,21.784,4,29.388
KP163529,483,13.458,34.034,,30.309,30.185,32.285,35.069,31.409,1,13.458,5,30.185
KP163530,483,5.590,33.951,32.988,,30.228,31.092,33.451,31.210,1,5.590,5,30.228
KP163531,482,9.544,35.849,33.543,30.470,,32.075,35.510,32.584,1,9.544,4,30.470
KP163532,483,10.352,32.990,32.017,29.691,29.735,30.189,33.485,30.485,1,10.352,5,29.735
KP163533,483,10.973,34.298,33.264,31.340,30.957,31.513,33.000,32.102,1,10.973,6,31.513
KP163534,482,8.921,34.086,32.568,29.039,31.148,31.447,33.485,31.277,1,8.921,4,29.039
KP163536,482,5.602,33.539,31.458,29.918,29.959,29.979,33.333,30.496,1,5.602,6,29.979
KP163538,483,22.407,32.854,34.511,31.557,32.365,31.893,35.234,34.016,1,22.407,4,31.557
KP163539,483,6.418,34.382,32.427,30.390,31.120,30.462,32.632,29.412,1,6.418,6,30.462
KP163540,483,13.665,34.504,35.000,32.510,32.383,,32.500,,1,13.665,5,32.383
KP163543,483,23.444,30.533,31.381,30.453,29.814,28.953,33.471,31.818,1,23.444,6,28.953
KP163544,482,8.506,32.238,32.365,30.943,31.828,30.608,34.035,30.396,1,8.506,6,30.608
KP163546,483,21.577,31.557,31.667,28.542,30.021,30.309,33.809,32.231,1,21.577,4,28.542
KP163547,482,10.996,34.221,33.126,30.928,32.573,31.027,32.292,33.179,1,10.996,6,31.027
KP163548,483,22.614,28.980,31.250,29.713,30.021,29.072,,31.818,1,22.614,2,28.980
KP163549,483,23.237,31.417,33.124,29.691,30.642,30.928,,31.405,1,23.237,4,29.691
KP165146,490,6.531,33.584,32.706,26.793,30.303,29.039,33.654,30.346,1,6.531,4,26.793
KP165147,490,8.776,33.019,32.629,27.215,30.972,29.536,32.704,31.799,1,8.776,4,27.215
KP165148,492,22.154,29.630,28.923,26.427,31.111,29.006,33.626,31.651,1,22.154,4,26.427
KP165149,490,6.735,31.990,34.977,27.027,30.181,29.448,32.602,31.106,1,6.735,6,29.448
KP165150,490,23.171,31.529,,29.536,31.161,28.513,,32.008,1,23.171,6,28.513
KP165151,490,12.245,33.097,,28.964,30.769,31.224,35.235,31.381,1,12.245,4,28.964
KP165152,490,3.469,32.941,34.211,27.579,30.285,29.536,31.366,32.008,1,3.469,4,27.579
KP165153,490,23.984,31.729,30.588,29.087,32.245,30.612,,32.983,1,23.984,4,29.087
KP165154,490,9.184,30.769,33.491,27.907,30.321,28.270,32.258,31.120,1,9.184,6,28.270
KP165155,492,22.154,29.630,28.923,26.427,31.111,29.006,33.626,31.651,1,22.154,4,26.427
KP165156,490,22.561,30.626,30.220,29.536,29.939,30.550,,31.651,1,22.561,5,29.939
KP165157,490,7.347,31.671,33.251,28.330,30.204,29.857,33.438,32.000,1,7.347,4,28.330
KP165158,490,10.000,,34.135,28.541,31.377,29.958,33.444,33.061,1,10.000,4,28.541
KP165159,490,6.531,32.080,32.311,27.696,29.960,29.243,33.013,31.224,1,6.531,4,27.696
KP165160,490,8.980,31.592,33.410,27.133,31.515,31.084,33.721,33.061,1,8.980,4,27.133
KP165161,490,21.951,30.824,31.678,27.813,30.408,29.857,34.141,32.339,1,21.951,4,27.813
KP165162,490,6.735,32.581,34.112,26.961,29.878,30.061,,30.316,1,6.735,6,30.061
KP165163,490,6.531,33.014,32.432,26.039,30.261,28.481,33.613,31.224,1,6.531,4,26.039
KP165164,490,22.764,29.630,27.240,27.273,30.550,29.124,,31.422,1,22.764,4,27.273
KP165165,490,10.204,,32.057,27.004,28.862,29.114,34.667,31.224,1,10.204,4,27.004
KP165166,490,8.776,33.014,31.903,27.579,30.285,29.747,32.862,30.408,1,8.776,4,27.579
KP165167,490,7.551,32.750,32.450,,30.816,29.039,33.886,32.245,1,7.551,6,29.039
KP165168,490,8.980,,32.603,26.847,31.174,30.470,32.781,32.587,1,8.980,4,26.847
KP165169,490,9.184,32.787,33.803,28.753,29.899,29.114,31.677,30.271,1,9.184,6,29.114
KP165170,490,21.545,31.555,32.783,27.754,31.837,29.592,35.088,32.414,1,21.545,4,27.754
KP165171,490,7.143,32.746,30.820,27.273,29.800,28.016,31.229,32.041,1,7.143,6,28.016
KP165172,490,23.171,27.049,29.538,27.789,29.472,28.659,,31.422,1,23.171,4,27.789
KP165173,490,6.735,33.253,33.251,27.789,29.697,27.848,31.889,30.612,1,6.735,6,27.848
KP165174,490,8.163,33.573,33.420,27.368,30.285,28.903,30.672,30.550,1,8.163,4,27.368
KP165175,490,9.592,33.333,33.763,27.790,30.909,30.867,34.559,31.837,1,9.592,4,27.790
KP165176,490,10.612,34.135,32.178,27.412,31.429,28.425,34.397,32.720,1,10.612,6,28.425
KP165177,490,21.748,27.520,30.660,26.793,30.754,30.020,29.767,30.505,1,21.748,4,26.793
KP165178,490,7.347,33.501,31.317,28.000,30.000,29.857,35.404,31.837,1,7.347,4,28.000
KP165179,488,20.816,30.786,31.765,26.947,29.918,29.652,35.253,31.161,1,20.816,4,26.947
KP165180,490,24.187,31.250,28.571,29.449,32.587,31.224,,32.494,1,24.187,4,29.449
KP165181,490,23.780,28.689,32.143,29.299,,29.592,33.969,31.422,1,23.780,4,29.299
KP165182,490,8.571,33.253,30.861,26.471,31.161,29.958,29.493,31.224,1,8.571,4,26.471
KP165183,490,6.735,33.002,33.333,27.061,29.352,29.039,33.540,30.526,1,6.735,4,27.061
KP165184,488,7.582,31.841,33.119,28.421,30.661,29.448,33.557,30.488,1,7.582,6,29.448
KP165185,490,24.694,31.713,,29.075,30.957,,,31.881,1,24.694,4,29.075
KP165186,490,8.367,31.000,33.260,27.061,29.719,29.243,32.441,30.957,1,8.367,4,27.061
KP165187,490,10.408,32.326,34.977,27.742,30.303,29.747,33.645,31.590,1,10.408,4,27.742
KP165188,490,7.551,32.979,31.511,27.924,30.303,29.243,34.062,31.633,1,7.551,6,29.243
KP165189,490,22.449,31.947,,27.601,28.106,29.039,35.746,31.237,1,22.449,5,28.106
KP165190,490,21.951,29.263,29.706,28.000,29.735,28.367,,29.748,1,21.951,6,28.367
KP165191,490,7.551,31.683,33.661,28.632,29.899,29.652,32.508,31.368,1,7.551,6,29.652
KP165192,490,6.939,32.832,32.840,27.907,30.364,29.857,33.333,32.041,1,6.939,4,27.907
KP165193,490,10.000,32.170,33.178,27.215,29.878,29.448,32.364,32.353,1,10.000,4,27.215
KP165194,490,6.735,32.506,30.714,26.737,29.032,29.039,33.856,30.316,1,6.735,4,26.737
KP165195,490,23.577,30.131,28.994,28.662,30.204,29.039,,31.381,1,23.577,6,29.039
KP165196,490,23.878,30.093,31.765,28.541,31.568,30.285,,32.495,1,23.878,4,28.541
KP165197,490,21.837,29.810,29.118,27.273,29.939,28.513,33.921,32.495,1,21.837,4,27.273
KP165198,490,7.551,33.254,32.902,27.215,30.143,29.243,33.230,30.204,1,7.551,4,27.215
KP165199,490,23.374,,27.143,27.789,30.754,29.065,34.505,32.845,1,23.374,4,27.789
KP165200,490,8.776,33.254,32.976,27.637,30.101,29.243,32.773,31.224,1,8.776,4,27.637
KP165201,490,23.577,30.556,30.588,27.731,30.754,30.204,,32.569,1,23.577,4,27.731
KP165202,490,10.408,,32.990,27.158,31.772,29.652,32.353,33.538,1,10.408,4,27.158
