Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
MZ466910,639,6.696,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.696,4,31.119
MZ466911,639,6.399,34.527,32.588,30.682,31.272,30.815,34.159,31.668,1,6.399,4,30.682
MZ466912,639,6.399,34.527,32.588,30.682,31.272,30.815,34.159,31.668,1,6.399,4,30.682
MZ466913,639,6.548,34.359,32.588,30.682,31.272,30.913,34.159,31.768,1,6.548,4,30.682
MZ466914,639,6.622,34.627,32.962,31.031,31.184,30.422,34.159,31.568,1,6.622,4,31.031
MZ466915,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466916,639,6.622,34.627,32.962,31.031,31.184,30.422,34.159,31.568,1,6.622,4,31.031
MZ466917,639,6.696,34.627,32.833,31.119,31.360,30.618,34.248,31.668,1,6.696,4,31.119
MZ466918,639,6.548,34.726,32.839,31.119,31.272,30.520,34.248,31.537,1,6.548,4,31.119
MZ466919,639,6.399,34.527,32.588,30.682,31.272,30.815,34.159,31.668,1,6.399,4,30.682
MZ466920,639,6.696,34.826,32.746,31.206,31.360,30.618,34.336,31.568,1,6.696,4,31.206
MZ466921,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466922,639,6.771,34.493,32.747,31.294,31.449,30.716,34.336,31.768,1,6.771,4,31.294
MZ466923,639,6.696,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.696,4,31.119
MZ466924,639,6.696,34.726,32.931,31.119,31.272,30.618,34.336,31.469,1,6.696,4,31.119
MZ466925,639,6.696,34.826,32.746,31.031,31.184,30.618,34.159,31.469,1,6.696,4,31.031
MZ466926,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466927,639,6.622,34.627,32.744,31.086,31.095,30.520,34.159,31.469,1,6.622,4,31.086
MZ466928,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466929,639,6.696,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.696,4,31.119
MZ466930,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466931,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466932,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466933,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466934,639,6.324,34.726,32.465,30.769,31.360,30.913,34.336,31.568,1,6.324,4,30.769
MZ466935,639,6.696,34.726,32.837,31.173,31.184,30.422,34.159,31.568,1,6.696,4,31.173
MZ466936,639,6.622,34.826,32.839,30.944,31.272,30.716,34.071,31.369,1,6.622,4,30.944
MZ466937,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466938,639,6.696,34.826,32.931,31.206,31.360,30.618,34.336,31.668,1,6.696,4,31.206
MZ466939,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466940,639,6.696,34.826,32.746,31.031,31.184,30.618,34.159,31.469,1,6.696,4,31.031
MZ466941,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466942,639,6.696,34.726,32.962,31.206,31.272,30.520,34.159,31.469,1,6.696,4,31.206
MZ466943,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466944,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466945,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466946,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466947,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466948,639,6.696,34.826,33.148,31.119,31.360,30.422,35.219,31.469,1,6.696,4,31.119
MZ466949,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466950,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466951,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466952,639,6.548,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.548,4,31.119
MZ466953,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466954,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466955,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466956,639,6.399,34.826,32.465,30.769,31.272,31.011,34.425,31.568,1,6.399,4,30.769
MZ466957,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466958,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466959,639,6.473,34.493,32.653,31.119,31.184,30.580,34.159,31.469,1,6.473,4,31.119
MZ466960,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ466961,639,6.696,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.696,4,31.119
MZ466962,639,6.622,34.554,32.746,31.031,31.272,30.520,34.071,31.700,1,6.622,4,31.031
MZ466963,639,6.548,34.653,32.746,31.031,31.272,30.618,34.159,31.600,1,6.548,4,31.031
MZ466964,639,6.548,34.653,32.746,31.031,31.272,30.618,34.159,31.600,1,6.548,4,31.031
MZ466965,639,6.622,34.726,32.931,31.119,31.449,30.618,34.071,31.369,1,6.622,4,31.119
MZ466966,639,6.696,34.493,32.962,30.857,31.184,30.618,34.248,31.269,1,6.696,4,30.857
MZ466967,639,6.548,34.653,32.746,31.031,31.272,30.618,34.159,31.600,1,6.548,4,31.031
MZ466968,639,6.920,34.428,32.931,31.119,31.184,30.422,34.336,31.469,1,6.920,4,31.119
MZ466969,639,6.548,34.653,32.746,31.031,31.272,30.618,34.159,31.600,1,6.548,4,31.031
MZ466970,639,6.548,34.653,32.746,31.031,31.272,30.618,34.159,31.600,1,6.548,4,31.031
MZ466971,639,6.771,34.826,32.839,31.294,31.360,30.324,34.336,31.668,1,6.771,6,30.324
MZ466972,639,6.622,34.592,32.962,31.119,31.095,30.520,34.159,31.269,1,6.622,4,31.119
MZ466973,639,6.548,34.653,32.746,31.031,31.272,30.618,34.159,31.600,1,6.548,4,31.031
MZ466974,639,6.845,34.428,32.931,31.119,31.184,30.422,34.336,31.469,1,6.845,4,31.119
MZ466975,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466976,639,6.771,34.726,32.839,31.206,31.360,30.422,34.248,31.568,1,6.771,4,31.206
MZ466977,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466978,639,6.920,34.527,32.839,31.031,31.095,30.324,34.425,31.369,1,6.920,4,31.031
MZ466979,639,7.068,34.527,32.839,31.152,31.239,30.422,34.248,31.469,1,7.068,4,31.152
MZ466980,639,6.696,34.726,32.839,31.031,31.272,30.520,34.248,31.568,1,6.696,4,31.031
MZ466981,639,6.845,34.428,32.931,31.119,31.184,30.422,34.336,31.469,1,6.845,4,31.119
MZ466982,639,6.622,34.726,32.839,31.119,31.267,30.520,34.248,31.568,1,6.622,4,31.119
MZ466983,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466984,639,6.622,34.726,32.839,31.119,31.272,30.520,34.248,31.568,1,6.622,4,31.119
MZ466985,639,6.324,34.627,32.682,30.769,31.272,30.913,34.248,31.568,1,6.324,4,30.769
MZ466986,639,6.473,34.627,32.588,30.857,31.267,30.913,34.303,31.568,1,6.473,4,30.857
MZ466987,639,6.473,34.627,32.775,30.769,31.272,31.109,34.425,31.768,1,6.473,4,30.769
MZ466988,639,6.845,35.124,32.839,31.294,31.449,30.815,34.547,31.768,1,6.845,4,31.294
MZ466989,639,6.920,35.124,32.839,31.206,31.360,30.815,34.510,32.068,1,6.920,4,31.206
MZ466990,639,6.324,34.627,32.682,30.769,31.272,30.913,34.248,31.568,1,6.324,4,30.769
MZ466991,639,6.771,35.025,32.931,31.381,31.537,30.716,34.513,31.868,1,6.771,4,31.381
MZ466992,639,6.548,34.726,32.682,30.857,31.360,31.011,34.248,31.568,1,6.548,4,30.857
MZ466993,639,6.324,34.627,32.682,30.769,31.272,30.913,34.248,31.568,1,6.324,4,30.769
MZ466994,639,6.399,34.726,32.465,30.769,31.360,31.011,34.248,31.568,1,6.399,4,30.769
MZ466995,639,6.771,34.726,32.839,31.031,31.449,30.716,34.248,31.768,1,6.771,4,31.031
MZ466996,639,6.845,34.925,32.839,31.294,31.625,30.815,34.513,31.768,1,6.845,4,31.294
MZ466997,639,6.845,35.060,32.931,31.381,31.509,30.716,34.513,31.868,1,6.845,4,31.381
MZ466998,639,6.324,34.627,32.682,30.769,31.272,30.913,34.248,31.568,1,6.324,4,30.769
MZ466999,639,6.324,34.627,32.682,30.769,31.272,30.913,34.248,31.568,1,6.324,4,30.769
MZ467000,639,6.473,34.826,32.558,30.769,31.449,31.011,34.248,31.568,1,6.473,4,30.769
MZ467001,639,6.771,35.025,32.931,31.381,31.537,30.716,34.513,31.868,1,6.771,4,31.381
MZ467002,639,6.771,35.025,32.931,31.381,31.537,30.716,34.513,31.868,1,6.771,4,31.381
MZ467003,639,6.920,35.124,33.024,31.584,31.625,30.618,34.425,31.968,1,6.920,6,30.618
MZ467004,639,6.250,34.726,32.775,30.857,31.360,31.011,34.159,31.469,1,6.250,4,30.857
MZ467005,639,6.845,35.025,32.931,31.381,31.537,30.716,34.513,31.868,1,6.845,4,31.381
MZ467006,639,6.845,35.124,32.839,31.294,31.449,30.815,34.547,31.768,1,6.845,4,31.294
MZ467007,639,6.548,34.493,33.055,30.944,31.184,30.520,34.159,31.369,1,6.548,4,30.944
MZ467008,639,6.622,34.394,32.869,31.119,31.239,30.618,34.248,31.269,1,6.622,4,31.119
MZ467009,639,6.548,34.925,32.653,31.206,31.272,30.716,34.425,31.700,1,6.548,4,31.206
MZ467010,639,6.622,34.726,33.055,31.119,31.272,30.520,34.248,31.469,1,6.622,4,31.119
MZ467011,639,6.548,34.493,32.962,31.031,31.184,30.520,34.159,31.369,1,6.548,4,31.031
MZ467012,639,6.696,32.656,32.962,31.031,31.095,30.618,34.248,31.169,1,6.696,4,31.031
MZ467013,639,6.622,32.656,32.869,30.944,31.095,30.618,34.248,31.269,1,6.622,4,30.944
MZ467014,639,6.771,32.791,32.962,30.944,31.272,30.618,34.248,31.269,1,6.771,4,30.944
MZ467015,639,6.622,34.925,32.653,31.206,31.272,30.716,34.425,31.700,1,6.622,4,31.206
MZ467016,639,6.622,32.656,32.869,30.944,31.095,30.618,34.248,31.269,1,6.622,4,30.944
MZ467017,639,6.548,34.493,32.962,31.031,31.184,30.520,34.159,31.369,1,6.548,4,31.031
MZ467018,639,6.696,32.656,32.962,31.031,31.095,30.618,34.248,31.369,1,6.696,4,31.031
MZ467019,639,6.622,32.656,32.869,30.944,31.095,30.618,34.248,31.269,1,6.622,4,30.944
MZ467020,639,6.622,34.493,32.962,31.119,31.095,30.618,34.099,31.469,1,6.622,4,31.119
MZ467021,639,6.622,34.726,32.653,31.119,31.360,30.747,34.336,31.600,1,6.622,4,31.119
MZ467022,639,6.696,34.925,32.653,31.206,31.272,30.716,34.425,31.700,1,6.696,4,31.206
MZ467023,639,6.548,34.493,32.962,31.031,31.184,30.520,34.159,31.369,1,6.548,4,31.031
MZ467024,639,6.622,32.656,32.869,30.944,31.095,30.618,34.248,31.269,1,6.622,4,30.944
MZ467025,639,6.920,34.726,32.839,31.206,31.360,30.618,35.515,31.568,1,6.920,4,31.206
MZ467026,639,6.473,34.493,32.869,31.031,31.007,30.422,34.159,31.369,1,6.473,4,31.031
MZ467027,639,6.696,34.826,32.560,31.119,31.272,30.618,34.334,31.700,1,6.696,4,31.119
MZ467028,639,6.548,34.826,32.653,31.206,31.272,30.716,34.425,31.600,1,6.548,4,31.206
MZ467029,639,6.622,32.656,32.869,30.944,31.095,30.618,34.248,31.269,1,6.622,4,30.944
MZ467030,639,6.622,34.493,33.055,31.119,31.095,30.422,34.071,31.469,1,6.622,4,31.119
MZ467031,639,6.696,34.826,32.746,31.206,31.184,30.815,34.425,31.600,1,6.696,4,31.206
MW715685,639,10.714,31.553,33.836,31.376,30.056,31.222,33.560,30.106,1,10.714,5,30.056
MW715686,639,5.729,33.473,33.271,30.675,29.860,31.818,33.599,30.831,1,5.729,5,29.860
MW715687,638,6.622,34.916,33.364,31.266,31.223,29.799,33.480,31.269,1,6.622,4,31.266
MW715688,639,9.003,34.700,32.491,31.299,30.466,30.896,34.656,30.291,1,9.003,4,31.299
MW205430,345,,29.487,25.826,28.519,26.562,30.588,,33.071,3,25.826,5,26.562
MW205431,357,,26.282,27.451,31.944,28.794,30.000,31.933,32.727,3,27.451,5,28.794
MW205432,362,29.766,27.389,25.348,31.232,30.408,33.134,,,3,25.348,5,30.408
MW205433,308,,28.205,26.280,30.037,28.794,31.034,,33.171,3,26.280,5,28.794
MW205434,310,,28.387,28.114,30.418,29.070,,,33.659,3,28.114,5,29.070
MW205435,576,32.314,,28.087,33.696,30.780,33.289,36.261,,3,28.087,5,30.780
MZ325443,639,33.333,32.836,7.743,,31.308,32.686,,31.915,3,7.743,5,31.308
MZ325444,639,33.333,32.836,7.743,,31.308,32.686,,31.915,3,7.743,5,31.308
MZ327730,633,32.703,35.253,6.637,32.771,31.220,32.413,36.661,33.675,3,6.637,5,31.220
MZ327735,639,33.800,34.663,6.047,,31.682,32.615,34.759,33.596,3,6.047,5,31.682
MZ327738,639,32.898,33.514,5.826,,31.466,32.347,35.760,34.213,3,5.826,5,31.466
MZ327745,638,32.802,33.474,7.301,30.794,31.698,33.090,36.592,34.728,3,7.301,5,31.698
MZ327748,639,33.333,34.290,7.006,32.365,30.654,32.278,36.528,34.056,3,7.006,5,30.654
MZ327750,639,32.312,34.830,6.711,31.925,31.907,32.789,33.687,34.381,3,6.711,5,31.907
MZ327754,639,32.926,34.735,5.826,31.107,31.450,32.004,35.479,34.479,3,5.826,5,31.450
MZ327756,639,33.428,33.844,7.080,33.286,31.087,33.605,36.969,30.661,3,7.080,5,31.087
MZ327757,639,32.344,34.502,7.454,32.290,31.951,33.435,35.463,29.202,3,7.454,5,31.951
MZ327759,639,32.799,31.290,6.121,32.958,31.291,31.735,35.445,34.124,3,6.121,5,31.291
MZ327764,639,32.836,32.877,7.301,32.068,31.263,31.837,36.460,34.197,3,7.301,5,31.263
MZ327772,639,32.701,34.225,8.038,,30.595,31.617,36.579,33.708,3,8.038,5,30.595
MZ327773,637,33.396,33.986,6.195,32.022,30.755,32.198,35.926,33.196,3,6.195,5,30.755
MZ327779,639,33.869,35.815,8.776,,32.455,32.892,36.137,33.527,3,8.776,5,32.455
MZ327780,639,32.832,35.063,7.528,31.838,31.291,32.928,32.198,34.047,3,7.528,5,31.291
MZ327781,639,33.365,35.402,5.973,33.522,32.045,33.129,34.465,31.142,3,5.973,5,32.045
MZ327783,639,32.353,34.459,7.852,32.017,30.755,32.856,36.832,36.130,3,7.852,5,30.755
MZ327786,639,32.988,34.825,7.301,32.113,31.981,32.789,32.298,33.809,3,7.301,5,31.981
MZ327789,639,33.772,33.855,8.407,30.518,33.050,33.845,36.068,32.826,3,8.407,5,33.050
MZ327794,639,33.426,34.783,6.342,32.254,31.073,32.716,36.918,30.435,3,6.342,5,31.073
MZ327796,639,33.426,33.832,6.268,32.231,31.028,31.800,36.176,33.064,3,6.268,5,31.028
MZ327799,639,33.333,35.352,6.711,,31.391,32.261,34.375,30.397,3,6.711,5,31.391
PQ320121,600,32.066,26.282,27.121,31.615,31.973,33.140,36.749,30.570,3,27.121,4,31.615
PQ320122,506,32.427,24.752,3.755,31.294,27.669,32.365,,28.472,3,3.755,5,27.669
PQ320125,606,32.066,26.282,27.018,31.624,31.980,33.140,36.749,30.303,3,27.018,4,31.624
PQ320127,297,29.766,26.282,25.850,30.108,29.644,30.588,35.484,,3,25.850,1,29.766
PQ320129,564,31.707,26.282,26.481,31.568,31.743,33.140,36.923,32.000,3,26.481,1,31.707
ON506751,546,31.961,30.939,8.608,31.693,28.864,31.827,35.789,33.333,3,8.608,5,28.864
ON506758,583,32.665,31.274,7.904,,29.381,32.752,29.592,,3,7.904,5,29.381
ON506762,601,32.882,25.882,7.488,32.496,29.055,33.622,34.021,32.039,3,7.488,5,29.055
ON506773,581,34.435,30.909,7.573,31.900,28.696,33.162,31.250,31.429,3,7.573,5,28.696
ON506779,606,33.498,,7.921,33.164,30.397,33.725,32.402,30.918,3,7.921,5,30.397
ON506782,617,32.945,27.219,9.238,31.826,29.863,33.172,29.121,32.701,3,9.238,5,29.863
ON506784,606,32.895,28.177,6.931,31.311,29.784,33.550,36.021,36.484,3,6.931,5,29.784
ON506790,606,31.703,28.485,9.076,33.163,30.457,33.934,36.637,37.370,3,9.076,5,30.457
ON506794,606,33.444,29.016,8.896,32.512,29.451,34.375,,35.479,3,8.896,5,29.451
ON506798,574,32.475,28.804,6.969,33.031,28.219,32.094,34.266,31.839,3,6.969,5,28.219
ON506800,606,32.953,28.571,8.040,32.483,29.965,32.877,32.418,29.018,3,8.040,5,29.965
ON506805,606,32.826,27.059,6.436,31.803,28.765,33.940,32.143,31.401,3,6.436,5,28.765
ON506810,606,32.516,28.649,9.076,31.973,28.769,33.279,31.694,,3,9.076,5,28.769
ON506813,617,33.500,32.046,7.618,32.496,29.542,33.609,31.250,32.367,3,7.618,5,29.542
ON506815,606,32.328,25.749,7.921,32.323,29.780,33.442,35.336,25.781,3,7.921,5,29.780
ON506822,573,33.144,32.155,5.410,32.804,28.042,32.094,34.286,31.982,3,5.410,5,28.042
ON506825,617,34.043,27.895,7.780,32.623,28.785,32.419,37.349,31.081,3,7.780,5,28.785
PQ365498,636,32.751,33.793,8.708,32.817,30.662,32.278,34.276,34.451,3,8.708,5,30.662
PQ365501,639,33.365,33.752,7.965,31.825,31.138,32.582,36.158,33.953,3,7.965,5,31.138
PQ365502,639,33.774,35.310,7.301,32.958,31.981,33.708,34.783,30.835,3,7.301,5,31.981
PQ365504,632,33.580,,25.407,31.768,32.326,33.333,37.129,,3,25.407,5,32.326
PQ365505,621,33.300,36.203,26.519,31.983,31.557,32.830,36.563,28.101,3,26.519,5,31.557
PQ365506,639,34.328,34.777,9.218,31.638,33.116,33.845,33.700,31.303,3,9.218,5,33.116
PQ365508,639,33.862,35.198,8.112,33.471,31.682,33.129,34.921,33.333,3,8.112,5,31.682
PQ365509,637,33.302,34.521,8.222,33.386,31.256,32.110,36.677,33.734,3,8.222,5,31.256
PQ365511,639,33.647,35.278,7.817,33.474,31.232,32.926,,33.299,3,7.817,5,31.232
PQ365512,639,33.333,34.375,7.743,32.689,31.634,32.074,37.470,34.051,3,7.743,5,31.634
PQ365513,623,31.051,36.355,23.599,35.824,32.453,31.210,37.162,30.290,3,23.599,1,31.051
PQ365514,639,33.208,32.732,7.817,33.241,30.919,31.525,35.045,32.995,3,7.817,5,30.919
PQ365515,639,33.895,34.918,8.923,34.072,32.090,33.299,36.565,33.706,3,8.923,5,32.090
PQ365517,639,33.017,34.502,10.141,32.535,29.821,32.994,37.444,34.662,3,10.141,5,29.821
PQ365518,639,34.169,34.615,8.776,34.483,32.246,34.084,37.910,34.924,3,8.776,5,32.246
PQ365519,638,33.207,33.989,7.522,32.353,31.509,32.992,35.285,33.986,3,7.522,5,31.509
PQ365520,639,32.988,34.174,7.375,31.891,31.638,32.789,35.303,29.921,3,7.375,5,31.638
PQ365521,639,33.271,34.923,7.528,33.098,32.213,32.615,32.919,34.124,3,7.528,5,32.213
PQ365522,639,33.209,34.011,8.186,,31.869,32.789,34.529,34.337,3,8.186,5,31.869
PQ365523,639,32.866,33.844,8.333,,32.090,33.333,32.379,31.457,3,8.333,5,32.090
PQ365524,621,32.676,35.584,23.638,32.469,33.364,32.716,36.364,34.100,3,23.638,1,32.676
PQ365525,639,33.894,34.677,9.071,34.163,32.401,32.377,,34.791,3,9.071,5,32.401
PQ365526,639,32.810,33.873,7.817,32.737,31.321,32.686,35.781,33.265,3,7.817,5,31.321
PQ365528,639,33.395,34.043,8.407,32.326,31.682,32.755,37.456,34.451,3,8.407,5,31.682
PQ365529,639,32.802,34.691,7.232,32.673,32.120,32.513,32.609,33.883,3,7.232,5,32.120
PQ365530,639,32.279,33.654,8.038,33.123,31.285,32.209,35.602,33.701,3,8.038,5,31.285
PQ365531,639,32.619,33.560,7.375,32.414,31.407,31.154,36.959,34.438,3,7.375,5,31.407
PQ365532,639,32.993,33.333,7.522,33.104,31.963,31.869,33.947,33.841,3,7.522,5,31.963
PQ365534,635,33.209,35.213,9.326,33.858,32.153,32.584,35.449,33.266,3,9.326,5,32.153
PQ365535,639,33.737,35.694,8.038,33.748,31.221,32.859,33.696,34.010,3,8.038,5,31.221
PQ365536,638,33.586,33.287,7.375,32.026,30.637,32.066,33.921,34.012,3,7.375,5,30.637
PQ365537,639,33.114,34.972,8.038,33.193,31.634,31.967,34.177,34.021,3,8.038,5,31.634
PQ365538,638,33.085,34.188,7.227,32.806,32.523,32.062,36.353,33.676,3,7.227,5,32.523
PQ365539,639,35.484,35.771,27.273,32.273,27.814,33.744,,36.552,3,27.273,5,27.814
PQ365540,639,32.543,35.120,7.743,32.528,31.087,32.777,37.206,33.883,3,7.743,5,31.087
MT863938,281,,21.000,5.694,34.661,29.204,30.802,,30.714,3,5.694,5,29.204
MT863939,281,,21.000,5.694,34.661,29.204,30.802,,30.714,3,5.694,5,29.204
MT863940,254,,21.905,7.905,33.508,29.646,,,30.000,3,7.905,5,29.646
MT863941,281,,21.000,5.694,34.661,29.204,30.802,,30.714,3,5.694,5,29.204
MT863960,281,,29.918,6.406,,25.806,29.958,34.466,27.344,3,6.406,5,25.806
MT863961,281,,29.918,6.406,,25.806,29.958,34.466,27.344,3,6.406,5,25.806
MT863962,281,,28.962,4.982,,26.882,30.802,35.185,28.125,3,4.982,5,26.882
MT863963,281,,28.962,4.982,,26.882,30.802,35.185,28.125,3,4.982,5,26.882
MT863970,281,,,6.762,32.083,31.858,31.556,,,3,6.762,4,32.083
MT863971,281,,,4.626,32.927,26.087,31.489,,28.125,3,4.626,5,26.087
MT863982,281,,,6.762,,28.761,30.612,,27.857,3,6.762,5,28.761
MT863983,281,,,6.762,,28.761,30.612,,27.857,3,6.762,5,28.761
MT863985,281,,28.962,5.694,,29.461,,,28.125,3,5.694,5,29.461
MT863994,277,,,7.220,33.884,,31.915,,29.457,3,7.220,4,33.884
MT863995,277,,,6.137,33.058,,31.064,,28.571,3,6.137,4,33.058
MT863996,281,,,6.762,32.083,31.858,31.556,,,3,6.762,4,32.083
MT863997,281,,,4.626,32.927,26.087,31.489,,28.125,3,4.626,5,26.087
MT863998,281,,30.159,8.185,,28.804,31.276,,,3,8.185,5,28.804
MT863999,281,,,6.406,32.669,30.996,30.085,,29.286,3,6.406,5,30.996
MT864000,281,,,8.185,32.917,31.604,31.556,,,3,8.185,5,31.604
MT864001,281,,,6.762,32.083,31.858,31.556,,,3,6.762,4,32.083
MT864004,281,31.727,28.646,7.829,30.366,28.804,31.579,,26.562,3,7.829,1,31.727
MT864005,281,31.727,28.646,7.829,30.366,28.804,31.579,,26.562,3,7.829,1,31.727
MT995316,639,32.926,33.846,6.563,32.676,31.132,32.314,37.305,34.194,3,6.563,5,31.132
MT995317,639,32.549,33.752,6.342,32.676,31.226,32.212,37.163,34.194,3,6.342,5,31.226
MT995318,639,32.549,33.752,6.342,32.676,31.226,32.212,37.163,34.194,3,6.342,5,31.226
MT995319,639,32.926,34.126,6.563,32.958,31.132,32.416,37.305,34.298,3,6.563,5,31.132
MT995320,639,32.832,33.752,6.790,32.254,31.415,31.980,37.021,29.719,3,6.790,5,31.415
MT995321,639,33.302,34.341,5.457,33.610,31.623,32.891,36.611,34.954,3,5.457,5,31.623
MT995322,639,33.302,34.341,5.383,33.610,31.623,32.891,36.611,34.954,3,5.383,5,31.623
MT995323,639,33.302,34.341,5.383,33.610,31.623,32.891,36.611,34.954,3,5.383,5,31.623
MT995324,639,33.302,34.341,5.383,33.610,31.623,32.891,36.611,34.954,3,5.383,5,31.623
MT995325,639,33.302,34.341,5.383,33.610,31.623,32.891,36.611,34.954,3,5.383,5,31.623
MT995326,639,32.516,35.021,7.080,32.535,30.856,33.368,36.170,30.835,3,7.080,5,30.856
MT995327,639,32.486,34.880,7.227,32.208,30.733,33.333,35.887,30.835,3,7.227,5,30.733
MT995328,639,32.486,34.880,7.227,32.208,30.733,33.333,35.887,30.835,3,7.227,5,30.733
MT995329,639,32.516,35.021,6.563,32.676,30.480,33.470,36.738,34.675,3,6.563,5,30.480
MT995330,639,32.422,34.740,6.637,32.676,30.386,33.470,36.596,34.778,3,6.637,5,30.386
MT995331,639,33.239,34.059,6.932,32.733,32.139,32.790,36.280,29.336,3,6.932,5,32.139
MT995332,639,33.271,34.059,6.785,32.733,32.139,33.061,36.280,29.336,3,6.785,5,32.139
MT995333,639,33.271,34.059,6.637,32.895,32.079,33.028,35.968,29.336,3,6.637,5,32.079
MT995334,639,33.083,30.323,6.785,32.570,32.139,32.959,36.148,29.550,3,6.785,5,32.139
MT995335,639,33.083,30.323,6.785,32.570,32.139,32.959,36.148,29.550,3,6.785,5,32.139
MT995346,639,32.832,33.941,5.678,31.786,30.631,32.722,35.361,34.362,3,5.678,5,30.631
MT995347,639,32.832,33.941,5.678,31.786,30.631,32.722,35.361,34.362,3,5.678,5,30.631
MT995348,639,32.832,33.941,5.678,31.786,30.631,32.722,35.361,34.362,3,5.678,5,30.631
MT995349,639,32.832,33.941,5.605,31.786,30.537,32.722,35.361,34.362,3,5.605,5,30.537
MT995350,639,32.832,33.941,5.678,31.786,30.631,32.722,35.361,34.362,3,5.678,5,30.631
PQ144092,506,33.264,,8.103,32.883,30.283,32.231,,,3,8.103,5,30.283
PQ144093,567,33.688,,9.414,32.658,30.796,32.064,,,3,9.414,5,30.796
ON595719,341,,,10.204,32.824,28.968,31.624,,,3,10.204,5,28.968
ON595721,464,,28.037,14.440,34.834,30.971,32.051,,30.075,3,14.440,5,30.971
ON595722,608,31.262,34.018,12.178,31.753,31.323,32.762,31.830,33.572,3,12.178,5,31.323
ON595723,154,32.952,28.249,6.818,,30.902,29.673,,30.333,3,6.818,8,30.333
MN628574,639,32.743,32.520,7.448,31.511,30.999,32.000,34.581,33.841,3,7.448,5,30.999
MN628575,639,32.400,33.196,8.068,31.452,30.504,31.352,35.349,32.696,3,8.068,5,30.504
MN628576,639,32.495,33.741,7.670,31.452,31.771,31.660,33.333,33.503,3,7.670,5,31.771
MN628577,639,32.400,33.198,7.817,31.935,31.034,31.595,35.045,33.672,3,7.817,5,31.034
MN628578,639,32.775,32.473,7.817,32.097,31.285,32.551,36.965,33.506,3,7.817,5,31.285
MN628579,639,32.773,32.653,8.481,30.499,30.719,32.008,35.404,32.782,3,8.481,5,30.719
MN628581,639,33.085,33.605,8.776,32.686,31.554,32.344,34.783,33.537,3,8.776,5,31.554
MN628582,639,32.153,32.880,7.965,30.806,31.279,31.665,35.248,32.998,3,7.965,5,31.279
