Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KY460663,408,4,20.293,17.778,17.892,3.922,3.922,18.627,18.627,22.249,17.588,17.588,16.256,18.137,17.647,16.790,18.382,13.725,20.854,19.363,18.873,15.931,15.931,21.106,21.106,4d,3.922,4q,13.725
KY460664,408,4,20.538,18.519,19.363,4.902,4.902,18.382,18.382,23.227,19.095,19.095,16.502,18.873,16.912,18.025,18.382,13.235,21.106,20.098,17.892,16.667,16.667,19.849,19.849,4d,4.902,4q,13.235
KY460665,408,4,19.071,17.337,16.422,7.843,7.843,16.667,16.667,21.516,16.912,16.912,16.502,17.647,16.422,19.012,16.422,13.971,18.627,19.608,16.912,13.480,13.480,19.012,19.012,4d,7.843,4v,13.480
KY460666,408,4,18.582,18.593,15.686,7.108,7.108,18.627,18.627,21.569,16.049,16.049,16.749,16.870,16.912,16.790,18.627,13.235,20.098,19.853,18.382,13.725,13.725,18.765,18.765,4d,7.108,4q,13.235
KY460667,408,4,18.826,17.531,17.647,6.127,6.127,17.647,17.647,21.516,17.085,17.085,15.025,18.137,15.441,13.827,16.912,12.500,20.352,19.118,18.873,13.480,13.480,20.603,20.603,4d,6.127,4q,12.500
KY460668,408,4,18.582,17.284,16.176,5.147,5.147,18.137,18.137,21.027,16.332,16.332,15.271,18.382,15.196,14.815,16.667,11.765,19.598,18.137,17.647,12.745,12.745,19.849,19.849,4d,5.147,4q,11.765
KY460669,408,4,18.337,17.531,16.176,3.676,3.676,18.137,18.137,22.249,18.844,18.844,16.256,18.627,15.686,15.802,17.647,13.725,20.854,19.363,18.382,14.461,14.461,19.598,19.598,4d,3.676,4q,13.725
KY460670,408,4,19.071,18.765,17.402,3.431,3.431,18.382,18.382,21.516,18.593,18.593,16.995,18.627,16.176,16.543,17.402,12.990,21.106,19.853,18.137,13.971,13.971,20.603,20.603,4d,3.431,4q,12.990
KY460671,408,4,18.826,17.531,17.157,3.676,3.676,18.382,18.382,21.271,19.347,19.347,16.256,19.363,15.931,15.309,17.157,12.745,19.849,19.608,17.892,14.706,14.706,20.101,20.101,4d,3.676,4q,12.745
KY460672,408,4,17.848,17.284,16.176,6.373,6.373,16.667,16.667,21.027,19.048,19.048,15.025,18.873,16.422,17.284,17.647,13.725,19.849,18.382,19.118,14.951,14.951,19.095,19.095,4d,6.373,4q,13.725
KY460673,408,4,19.071,18.272,17.892,4.657,4.657,18.137,18.137,23.227,18.844,18.844,16.502,19.118,17.402,17.037,17.647,13.971,20.101,19.363,18.627,15.441,15.441,20.854,20.854,4d,4.657,4q,13.971
KY697865,231,4,23.377,28.829,22.511,21.645,21.645,24.242,24.242,23.214,20.346,20.346,23.377,25.108,25.974,25.974,23.478,22.944,9.957,25.652,22.944,23.377,23.377,23.214,23.214,4r,9.957,4k,20.346
KY697869,231,4,19.913,17.117,16.017,6.061,6.061,18.615,18.615,20.444,17.316,17.316,17.316,22.511,18.182,17.316,17.391,14.719,19.481,18.261,18.182,17.749,17.749,18.750,18.750,4d,6.061,4q,14.719
KY697870,231,4,20.779,17.117,16.450,4.762,4.762,18.182,18.182,21.778,16.017,16.017,16.883,20.779,18.182,17.749,16.957,13.420,20.346,18.696,18.182,16.017,16.017,19.643,19.643,4d,4.762,4q,13.420
KY697871,231,4,21.645,18.468,17.316,5.195,5.195,18.182,18.182,22.222,16.450,16.450,18.182,21.645,18.182,17.749,17.826,15.584,21.212,20.000,19.913,18.182,18.182,19.196,19.196,4d,5.195,4q,15.584
KY697872,231,4,22.078,17.647,17.316,5.195,5.195,18.615,18.615,19.556,16.450,16.450,17.749,21.645,19.913,18.615,16.087,14.286,19.913,19.565,18.182,17.316,17.316,19.643,19.643,4d,5.195,4q,14.286
KY697873,231,4,21.645,16.667,17.749,6.494,6.494,18.182,18.182,22.467,16.450,16.450,16.450,21.212,17.316,19.048,16.522,14.719,20.779,18.696,18.182,16.883,16.883,19.643,19.643,4d,6.494,4q,14.719
KY697874,231,4,23.377,17.568,19.048,5.628,5.628,18.615,18.615,21.778,17.316,17.316,17.316,22.078,20.779,18.615,17.391,14.719,21.645,20.435,19.048,17.316,17.316,19.196,19.196,4d,5.628,4q,14.719
KY697875,231,4,21.645,16.667,17.316,4.329,4.329,16.883,16.883,20.889,16.450,16.450,16.017,20.346,18.615,16.450,15.652,12.987,20.779,19.130,17.749,16.450,16.450,18.304,18.304,4d,4.329,4q,12.987
KY926904,362,4,12.737,21.098,11.602,17.403,17.403,20.776,20.776,20.166,18.384,18.384,14.167,18.508,15.746,16.156,15.877,16.022,21.389,18.785,17.127,14.601,14.601,20.286,20.286,4c,11.602,4a,12.737
KY926906,346,4,13.859,18.786,10.694,16.851,16.851,20.776,20.776,21.246,18.384,18.384,14.444,19.061,14.365,16.992,16.713,14.917,23.056,16.477,19.337,14.876,14.876,20.286,20.286,4c,10.694,4a,13.859
KY926908,362,4,19.559,19.364,16.279,7.182,7.182,16.343,16.343,20.113,16.713,16.713,15.000,14.917,14.917,18.384,17.270,12.983,19.444,18.182,17.680,14.641,14.641,20.000,20.000,4d,7.182,4q,12.983
KY926909,344,4,13.774,19.942,10.174,17.127,17.127,21.053,21.053,18.697,16.992,16.992,17.222,19.613,14.917,15.042,16.992,14.365,21.944,18.466,18.508,14.365,14.365,21.083,21.083,4c,10.174,4a,13.774
KY926911,368,4,13.587,17.341,14.681,16.898,16.898,19.613,19.613,23.481,19.553,19.553,15.042,18.560,16.620,15.922,18.232,16.066,21.944,19.945,20.776,15.746,15.746,19.143,19.143,4a,13.587,4c,14.681
KY926914,360,4,20.222,23.410,19.883,17.714,17.714,22.222,22.222,19.722,17.500,17.500,19.608,20.556,20.000,20.857,21.170,19.722,10.278,23.889,21.667,20.000,20.000,20.228,20.228,4r,10.278,4k,17.500
KY926915,362,4,15.718,21.965,13.536,18.785,18.785,20.222,20.222,22.314,21.727,21.727,14.444,21.547,18.232,16.992,16.713,16.575,22.500,18.785,19.613,16.851,16.851,21.429,21.429,4c,13.536,4l,14.444
KY926916,344,4,12.948,19.653,9.593,16.575,16.575,20.222,20.222,18.414,16.435,16.435,16.389,19.337,14.641,14.763,16.713,14.088,21.111,17.898,18.232,13.812,13.812,20.513,20.513,4c,9.593,4a,12.948
KY926917,362,4,13.821,21.098,13.536,16.298,16.298,20.776,20.776,22.865,18.106,18.106,15.000,18.508,18.232,16.713,15.320,15.193,20.278,20.442,19.613,16.804,16.804,21.368,21.368,4c,13.536,4a,13.821
KY926918,360,4,13.008,19.653,12.286,17.680,17.680,19.945,19.945,19.886,20.056,20.056,12.500,18.785,16.022,15.320,15.320,15.193,21.389,19.318,19.613,14.088,14.088,20.286,20.286,4l,12.500,4a,13.008
KY926919,361,4,21.547,19.075,18.560,7.756,7.756,18.560,18.560,22.099,18.156,18.156,16.992,18.837,17.452,17.039,19.499,16.343,20.278,19.391,18.283,16.620,16.620,21.083,21.083,4d,7.756,4q,16.343
KY926920,343,4,13.425,19.942,11.079,16.898,16.898,21.271,21.271,20.455,18.994,18.994,14.763,20.222,14.404,15.160,16.851,16.066,21.944,18.803,19.668,15.789,15.789,19.658,19.658,4c,11.079,4a,13.425
KY926922,358,4,19.499,18.873,16.910,16.156,16.156,18.663,18.663,20.670,18.857,18.857,15.922,18.436,17.270,10.335,17.927,14.246,20.000,19.220,18.384,15.922,15.922,20.000,20.000,4o,10.335,4q,14.246
KY926923,362,4,13.279,18.208,12.707,16.298,16.298,21.053,21.053,20.661,20.891,20.891,15.278,19.890,15.746,16.435,16.992,16.575,21.944,19.613,20.166,15.489,15.489,20.286,20.286,4c,12.707,4a,13.279
KY926924,361,4,12.397,20.231,12.188,16.343,16.343,21.053,21.053,19.613,17.598,17.598,15.042,20.222,16.066,15.922,15.599,14.681,20.556,19.391,18.283,14.365,14.365,19.373,19.373,4c,12.188,4a,12.397
KY926925,344,4,14.092,18.786,11.337,15.470,15.470,19.668,19.668,20.963,17.827,17.827,14.444,18.508,13.812,15.320,15.042,14.088,21.389,17.614,19.613,15.470,15.470,20.798,20.798,4c,11.337,4n,13.812
KY926926,362,4,13.279,18.497,12.707,16.575,16.575,19.945,19.945,20.937,17.270,17.270,13.889,17.127,13.812,15.877,15.877,14.917,22.222,18.232,19.337,14.641,14.641,19.088,19.088,4c,12.707,4a,13.279
KY926927,369,4,13.550,19.653,13.536,17.956,17.956,20.222,20.222,21.212,20.613,20.613,15.000,19.337,17.127,16.713,16.435,16.022,22.222,19.061,19.613,15.470,15.470,20.571,20.571,4a,13.550,4c,13.536
KY926928,346,4,13.315,20.056,10.694,16.851,16.851,18.837,18.837,20.110,17.549,17.549,14.763,20.166,14.773,15.320,16.156,15.057,20.278,18.232,18.508,16.033,16.033,19.143,19.143,4c,10.694,4a,13.315
KY926929,368,4,12.228,19.075,12.431,17.680,17.680,18.837,18.837,21.212,19.777,19.777,13.333,18.785,15.746,17.549,17.270,16.022,22.778,18.232,19.061,14.917,14.917,20.571,20.571,4a,12.228,4c,12.431
KY926930,343,4,13.649,20.225,9.038,17.598,17.598,20.891,20.891,19.373,16.480,16.480,13.573,19.553,13.390,15.922,13.333,12.536,19.608,16.524,14.246,14.525,14.525,18.000,18.000,4c,9.038,4q,12.536
KY926931,368,4,12.500,19.942,13.019,17.452,17.452,20.776,20.776,20.166,17.039,17.039,15.320,20.222,15.235,16.480,15.877,16.066,21.111,20.222,19.668,15.512,15.512,19.658,19.658,4a,12.500,4c,13.019
KY926932,368,4,12.228,18.497,12.465,16.620,16.620,17.956,17.956,20.166,16.760,16.760,14.485,17.729,14.958,16.201,17.403,16.066,22.222,18.560,20.499,14.641,14.641,18.803,18.803,4a,12.228,4c,12.465
KY926933,345,4,13.223,20.904,11.884,16.066,16.066,20.718,20.718,20.994,18.715,18.715,13.408,18.837,14.815,15.363,16.575,14.245,21.111,19.114,19.668,15.616,15.616,19.658,19.658,4c,11.884,4a,13.223
KY926934,346,4,14.917,20.991,12.139,17.680,17.680,21.330,21.330,21.246,18.384,18.384,15.556,20.442,16.575,16.713,16.156,16.575,23.333,17.045,19.613,15.217,15.217,22.000,22.000,4c,12.139,4v,15.217
KY926936,343,4,14.674,18.786,12.245,19.114,19.114,19.613,19.613,21.875,18.994,18.994,13.928,18.560,16.898,16.201,16.851,15.235,22.222,18.234,19.668,14.986,14.986,18.803,18.803,4c,12.245,4l,13.928
KY926938,360,4,13.896,18.497,13.056,15.556,15.556,19.890,19.890,23.333,18.768,18.768,15.084,17.500,16.667,14.846,18.106,15.278,23.611,19.444,20.000,16.111,16.111,20.228,20.228,4c,13.056,4a,13.896
KY926939,368,4,14.674,17.341,14.917,16.022,16.022,19.114,19.114,21.212,18.384,18.384,14.444,17.956,16.298,15.877,17.270,15.746,20.556,19.061,18.508,14.946,14.946,18.857,18.857,4a,14.674,4v,14.946
KY926940,362,4,14.092,17.341,13.260,17.680,17.680,19.391,19.391,20.937,17.827,17.827,14.722,18.232,17.403,16.435,16.992,15.470,21.111,19.890,18.785,14.365,14.365,19.429,19.429,4c,13.260,4a,14.092
KY926941,362,4,21.330,21.614,19.883,17.379,17.379,19.945,19.945,19.167,16.111,16.111,20.168,18.889,19.143,20.571,19.167,19.668,8.011,21.884,20.000,19.444,19.444,20.571,20.571,4r,8.011,4k,16.111
KY926942,343,4,13.859,17.919,11.953,17.175,17.175,20.718,20.718,22.928,17.318,17.318,16.156,18.006,15.512,16.760,16.022,16.620,23.056,19.391,18.837,14.641,14.641,20.228,20.228,4c,11.953,4a,13.859
KY926944,362,4,15.176,19.364,14.088,17.956,17.956,19.668,19.668,24.033,20.056,20.056,14.722,19.337,17.127,17.270,17.549,15.470,22.222,16.851,19.061,14.876,14.876,19.429,19.429,4c,14.088,4v,14.876
KY926945,368,4,13.315,17.630,14.088,17.956,17.956,19.945,19.945,22.039,18.384,18.384,14.444,18.232,15.746,15.042,16.435,17.403,21.389,18.508,20.166,15.470,15.470,19.143,19.143,4a,13.315,4c,14.088
KY926946,362,4,13.550,19.075,12.707,16.575,16.575,19.668,19.668,21.488,18.663,18.663,14.167,18.785,16.298,16.156,17.549,14.365,23.333,19.613,19.061,15.489,15.489,20.286,20.286,4c,12.707,4a,13.550
KY926947,359,4,17.778,17.232,13.714,15.877,15.877,17.222,17.222,20.613,19.143,19.143,14.763,16.435,17.270,6.964,16.807,13.649,19.714,19.499,18.106,13.649,13.649,18.697,18.697,4o,6.964,4q,13.649
KY926948,369,4,15.989,22.543,14.826,18.508,18.508,22.438,22.438,23.796,22.563,22.563,17.778,21.823,18.508,18.384,20.334,17.680,,21.307,21.271,18.182,18.182,22.286,22.286,4a,15.989,4c,14.826
KY926949,362,4,14.130,21.098,12.983,18.232,18.232,21.607,21.607,21.547,21.170,21.170,15.278,19.337,18.508,18.006,18.663,17.956,23.611,20.442,21.823,17.355,17.355,23.429,23.429,4c,12.983,4a,14.130
KY926950,350,4,13.008,19.653,11.714,16.022,16.022,19.668,19.668,21.813,19.499,19.499,14.722,19.890,16.298,16.435,14.763,15.470,20.833,17.045,17.127,15.489,15.489,20.000,20.000,4c,11.714,4a,13.008
KY926951,367,4,12.807,19.942,11.594,17.729,17.729,19.668,19.668,19.602,18.994,18.994,13.649,18.837,15.235,15.922,15.599,14.958,22.500,17.379,19.114,14.681,14.681,20.513,20.513,4a,12.807,4c,11.594
KY926952,359,4,15.278,18.079,15.143,15.320,15.320,18.785,18.785,19.499,19.602,19.602,13.928,17.270,16.992,7.799,16.527,14.681,20.286,20.613,17.270,15.599,15.599,20.228,20.228,4o,7.799,4l,13.928
KY926953,359,4,16.944,18.362,13.663,16.156,16.156,18.056,18.056,22.563,20.571,20.571,14.206,18.384,16.713,8.357,19.048,16.156,21.714,19.777,19.499,14.485,14.485,19.373,19.373,4o,8.357,4l,14.206
KY926954,362,4,14.905,18.786,12.983,16.851,16.851,19.945,19.945,18.785,19.499,19.499,16.389,17.403,16.022,16.435,16.156,14.917,20.000,21.271,19.613,13.812,13.812,18.000,18.000,4c,12.983,4v,13.812
KY926955,368,4,12.772,19.653,13.573,16.898,16.898,19.391,19.391,21.823,19.832,19.832,12.813,19.114,15.512,15.922,13.928,16.066,21.667,16.066,18.560,15.470,15.470,19.658,19.658,4a,12.772,4l,12.813
KY926956,369,4,11.382,17.919,10.116,15.470,15.470,20.222,20.222,19.830,17.270,17.270,12.222,17.956,15.193,15.320,14.763,13.812,21.667,16.761,17.956,13.499,13.499,20.857,20.857,4a,11.382,4c,10.116
KY926957,342,4,16.349,20.680,13.450,18.611,18.611,22.928,22.928,23.362,19.048,19.048,15.642,20.556,17.222,19.328,19.777,18.889,25.278,19.429,21.667,18.033,18.033,22.507,22.507,4c,13.450,4l,15.642
KY926958,365,4,11.233,18.208,11.272,15.746,15.746,19.391,19.391,20.113,19.499,19.499,14.444,19.890,15.193,15.599,16.156,16.575,22.222,17.330,19.337,14.876,14.876,19.429,19.429,4a,11.233,4c,11.272
KY926959,359,4,17.778,17.614,14.535,16.713,16.713,17.778,17.778,20.334,20.857,20.857,13.928,18.106,18.106,8.635,17.898,15.599,22.000,20.613,21.170,16.156,16.156,19.209,19.209,4o,8.635,4l,13.928
KY926960,369,4,13.821,19.075,13.081,16.022,16.022,21.053,21.053,21.246,18.663,18.663,16.111,18.232,14.917,17.270,15.599,16.298,22.500,18.182,20.718,16.575,16.575,19.943,19.943,4a,13.821,4c,13.081
KY926961,343,4,12.603,19.653,10.787,16.066,16.066,20.222,20.222,21.023,18.156,18.156,13.092,18.283,13.296,14.525,15.877,15.235,21.389,17.664,19.114,14.641,14.641,19.658,19.658,4c,10.787,4a,12.603
KY926962,368,4,12.228,19.364,13.536,18.785,18.785,19.391,19.391,21.212,20.334,20.334,14.444,18.232,14.641,16.992,15.320,16.851,22.500,18.232,20.994,15.746,15.746,19.088,19.088,4a,12.228,4c,13.536
KY926963,362,4,15.447,18.980,13.953,16.575,16.575,19.391,19.391,21.763,18.750,18.750,15.042,17.127,14.088,14.763,16.713,14.641,22.857,18.508,18.232,14.917,14.917,19.242,19.242,4n,14.088,4q,14.641
KY926964,369,4,13.821,18.786,12.857,18.232,18.232,19.114,19.114,19.602,19.220,19.220,14.722,20.442,16.575,15.877,17.827,17.956,21.111,19.602,19.613,14.601,14.601,21.937,21.937,4a,13.821,4c,12.857
KY926965,361,4,13.859,18.786,11.911,16.343,16.343,18.006,18.006,20.718,18.156,18.156,13.928,18.283,15.789,15.363,16.992,15.512,20.556,18.006,19.391,14.088,14.088,19.088,19.088,4c,11.911,4a,13.859
KY926966,362,4,19.114,20.520,13.274,18.611,18.611,19.499,19.499,22.284,21.727,21.727,11.326,19.444,18.333,17.270,16.292,18.056,21.008,17.827,20.056,13.889,13.889,21.429,21.429,4l,11.326,4v,13.889
KY926967,361,4,14.674,17.919,11.911,17.127,17.127,20.222,20.222,22.376,19.553,19.553,16.713,18.837,18.283,17.039,18.663,15.512,22.500,18.560,19.114,14.641,14.641,18.519,18.519,4c,11.911,4v,14.641
KY926968,345,4,12.228,19.653,9.855,16.898,16.898,20.776,20.776,19.602,19.274,19.274,13.649,19.391,16.066,16.201,16.156,15.235,21.111,17.664,19.114,14.365,14.365,20.571,20.571,4c,9.855,4a,12.228
KY926969,344,4,13.008,19.653,11.337,18.232,18.232,20.222,20.222,17.847,18.384,18.384,15.000,19.613,16.298,15.877,13.928,15.193,21.111,17.898,18.232,14.674,14.674,19.088,19.088,4c,11.337,4a,13.008
KY926970,361,4,12.228,18.497,10.526,16.066,16.066,19.613,19.613,20.994,17.598,17.598,12.535,18.006,14.404,15.084,14.917,12.742,21.389,17.452,18.006,13.812,13.812,19.658,19.658,4c,10.526,4a,12.228
KY926971,361,4,14.946,19.822,14.127,16.620,16.620,21.547,21.547,22.099,20.112,20.112,16.156,21.330,17.452,17.039,17.595,17.175,21.994,19.945,22.715,15.746,15.746,21.006,21.006,4c,14.127,4a,14.946
KY926972,359,4,12.772,20.520,11.953,16.066,16.066,19.391,19.391,20.739,20.391,20.391,11.699,19.668,15.235,15.642,14.206,14.681,21.389,17.949,18.837,14.365,14.365,20.228,20.228,4l,11.699,4a,12.772
KY926973,360,4,19.061,21.813,17.500,16.667,16.667,20.000,20.000,21.429,19.048,19.048,18.436,16.667,7.222,17.143,17.827,14.444,22.438,18.333,16.944,13.850,13.850,20.513,20.513,4n,7.222,4v,13.850
KY926974,368,4,13.315,18.497,13.296,17.175,17.175,19.945,19.945,21.053,17.877,17.877,14.763,17.729,13.573,16.760,15.320,15.235,22.500,18.837,18.560,14.404,14.404,19.373,19.373,4a,13.315,4c,13.296
KY926975,344,4,15.152,21.387,12.209,20.166,20.166,20.718,20.718,20.170,19.499,19.499,16.667,20.166,15.470,17.827,16.713,15.746,24.722,18.466,19.337,15.659,15.659,21.937,21.937,4c,12.209,4a,15.152
KY926976,361,4,13.812,19.830,9.972,17.452,17.452,20.166,20.166,19.337,18.715,18.715,13.092,19.114,16.066,16.201,15.746,14.404,21.667,17.729,19.391,14.521,14.521,19.825,19.825,4c,9.972,4l,13.092
KY926977,361,4,14.674,19.547,13.296,16.066,16.066,19.114,19.114,21.271,18.837,18.837,14.763,19.114,13.573,16.239,15.599,15.789,21.944,16.066,19.114,16.076,16.076,19.658,19.658,4c,13.296,4n,13.573
KY926978,367,4,12.262,21.098,11.628,16.944,16.944,20.556,20.556,19.658,20.168,20.168,14.246,20.000,13.611,16.807,15.320,15.000,22.438,18.571,16.944,15.278,15.278,21.083,21.083,4a,12.262,4c,11.628
KY926979,361,4,11.957,19.075,10.803,16.620,16.620,19.613,19.613,21.271,18.436,18.436,12.256,18.560,14.958,14.246,15.193,14.681,21.667,17.729,18.837,13.536,13.536,19.088,19.088,4c,10.803,4a,11.957
KY926980,362,4,20.110,17.919,17.403,6.906,6.906,17.452,17.452,21.488,18.106,18.106,15.278,17.680,16.851,16.156,18.663,15.193,18.889,18.508,18.232,16.851,16.851,20.571,20.571,4d,6.906,4q,15.193
KY926981,361,4,21.607,22.767,21.053,18.519,18.519,22.438,22.438,19.722,18.487,18.487,21.289,20.556,22.286,22.286,20.833,21.053,9.418,23.269,22.500,20.556,20.556,22.000,22.000,4r,9.418,4k,18.487
KY926982,362,4,13.187,19.075,12.983,17.403,17.403,19.668,19.668,20.937,20.334,20.334,15.000,19.061,16.298,15.877,16.992,16.575,22.778,19.337,19.613,15.342,15.342,20.857,20.857,4c,12.983,4a,13.187
KY926983,362,4,19.835,17.052,16.286,5.801,5.801,16.066,16.066,19.830,17.270,17.270,13.889,16.851,16.022,14.485,17.827,13.812,19.444,16.431,17.403,14.601,14.601,19.088,19.088,4d,5.801,4q,13.812
KY926984,368,4,11.957,20.056,10.435,16.343,16.343,21.607,21.607,20.513,17.598,17.598,13.128,20.222,15.789,16.480,15.877,14.958,20.833,17.664,18.006,12.707,12.707,21.023,21.023,4a,11.957,4c,10.435
KY926985,361,4,13.315,17.919,12.188,16.343,16.343,16.343,16.343,20.879,18.994,18.994,14.485,16.620,16.620,17.318,15.877,15.235,20.833,17.729,19.668,13.812,13.812,19.429,19.429,4c,12.188,4a,13.315
KY926986,362,4,13.315,15.607,10.773,14.365,14.365,17.175,17.175,20.110,17.549,17.549,13.333,16.851,14.088,15.320,14.763,15.470,20.278,16.851,16.851,11.050,11.050,17.429,17.429,4c,10.773,4v,11.050
KY926987,360,4,13.315,19.075,12.707,15.746,15.746,19.668,19.668,21.271,18.106,18.106,12.222,17.403,14.365,14.206,16.435,14.365,21.389,19.061,18.785,14.088,14.088,19.373,19.373,4l,12.222,4c,12.707
KY926988,369,4,13.008,17.630,14.088,17.403,17.403,18.837,18.837,23.691,20.056,20.056,13.889,18.785,16.575,16.992,18.384,16.298,22.778,18.232,20.718,15.427,15.427,19.373,19.373,4a,13.008,4l,13.889
KY926989,362,4,15.659,18.414,13.536,14.917,14.917,21.330,21.330,21.488,19.034,19.034,16.389,17.956,15.746,14.485,16.992,13.812,22.571,18.508,19.613,15.342,15.342,21.221,21.221,4c,13.536,4q,13.812
KY926990,359,4,15.176,18.497,12.139,18.232,18.232,19.114,19.114,20.386,19.220,19.220,12.256,18.232,15.909,15.042,15.042,14.489,21.389,17.680,18.508,14.946,14.946,19.658,19.658,4l,12.256,4c,12.139
KY926991,362,4,14.905,19.653,12.983,18.232,18.232,20.222,20.222,19.835,17.270,17.270,15.000,19.890,17.956,16.713,17.827,16.575,20.833,17.956,21.271,14.365,14.365,21.368,21.368,4c,12.983,4v,14.365
KY927008,358,4,13.859,17.919,13.850,16.898,16.898,19.061,19.061,20.718,18.436,18.436,14.763,18.006,15.512,12.849,16.298,14.958,20.833,20.776,19.114,14.681,14.681,20.798,20.798,4o,12.849,4a,13.859
KY927009,362,4,13.499,17.847,12.155,14.365,14.365,19.945,19.945,20.397,16.435,16.435,15.278,21.271,16.575,17.614,15.042,16.022,19.722,18.232,17.127,16.298,16.298,19.714,19.714,4c,12.155,4a,13.499
KY927010,368,4,16.033,24.036,13.608,22.992,22.992,23.894,23.894,24.217,25.419,25.419,19.274,24.100,20.222,19.832,17.751,21.330,24.484,22.792,23.077,19.613,19.613,22.619,22.619,4a,16.033,4c,13.608
KY927011,361,4,16.529,21.246,16.898,16.343,16.343,19.890,19.890,19.658,17.318,17.318,17.549,16.343,8.587,16.524,16.575,14.958,21.667,18.560,17.729,15.110,15.110,21.652,21.652,4n,8.587,4v,15.110
KY927012,368,4,13.859,18.786,13.850,18.560,18.560,20.166,20.166,20.994,19.832,19.832,14.206,18.837,16.620,15.363,15.746,16.343,21.727,19.391,19.668,16.343,16.343,20.857,20.857,4a,13.859,4c,13.850
KY927013,349,4,15.761,18.208,11.461,17.175,17.175,21.547,21.547,21.823,19.274,19.274,16.480,20.222,17.949,16.760,18.785,14.815,22.563,18.283,19.945,16.298,16.298,18.234,18.234,4c,11.461,4q,14.815
KY927014,361,4,12.807,20.520,11.357,16.343,16.343,19.613,19.613,21.271,18.436,18.436,13.649,18.006,15.512,15.922,16.851,15.789,22.500,17.452,18.283,15.512,15.512,21.652,21.652,4c,11.357,4a,12.807
KY927015,361,4,15.217,21.387,14.681,19.114,19.114,20.442,20.442,22.652,20.391,20.391,15.877,19.391,16.620,17.318,16.851,17.175,23.333,17.956,20.222,16.022,16.022,19.602,19.602,4c,14.681,4a,15.217
KY927016,361,4,19.613,17.341,17.479,7.479,7.479,19.114,19.114,21.023,17.318,17.318,16.992,18.283,15.789,16.480,20.442,14.127,22.222,18.803,19.668,17.729,17.729,19.373,19.373,4d,7.479,4q,14.127
KY927018,227,4,17.316,19.355,14.833,17.117,17.117,21.395,21.395,21.675,20.283,20.283,15.455,18.605,13.656,15.789,17.181,16.509,23.721,19.355,20.705,17.982,17.982,20.574,20.574,4n,13.656,4l,15.455
KY927019,361,4,13.859,18.786,11.634,17.452,17.452,20.442,20.442,19.890,17.318,17.318,15.042,18.560,15.235,15.084,15.746,15.789,21.944,17.729,18.560,14.958,14.958,20.571,20.571,4c,11.634,4a,13.859
KY927020,368,4,13.859,19.364,14.577,17.729,17.729,20.166,20.166,21.875,19.832,19.832,15.877,19.114,16.343,17.598,15.746,17.729,22.284,19.658,20.222,16.575,16.575,20.000,20.000,4a,13.859,4p,15.746
KY927021,360,4,13.333,20.809,13.043,18.384,18.384,19.722,19.722,21.448,21.508,21.508,14.206,21.727,17.827,17.598,18.106,16.992,22.753,19.832,21.788,15.320,15.320,21.429,21.429,4a,13.333,4l,14.206
KY927022,361,4,14.130,19.942,11.080,16.066,16.066,20.442,20.442,21.823,18.436,18.436,14.485,19.668,12.742,15.084,16.851,14.681,23.611,17.452,17.729,16.620,16.620,20.513,20.513,4c,11.080,4n,12.742
LC368356,636,4,10.377,20.484,11.765,17.806,17.806,19.396,19.396,20.444,20.513,20.513,15.909,18.919,17.806,17.252,17.011,16.190,22.857,19.396,18.124,15.421,15.421,20.128,20.128,4a,10.377,4c,11.765
LC368357,636,4,9.906,21.002,12.381,17.937,17.937,20.476,20.476,21.145,20.353,20.353,16.558,19.048,17.778,17.488,18.730,17.329,23.127,20.317,19.524,17.296,17.296,21.086,21.086,4a,9.906,4c,12.381
LC368414,636,4,11.478,20.451,12.560,18.601,18.601,19.873,19.873,22.345,21.474,21.474,17.370,20.350,19.555,17.412,17.806,17.302,23.968,20.986,20.032,17.008,17.008,22.524,22.524,4a,11.478,4c,12.560
LC633988,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633989,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633990,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
LC633991,498,4,2.811,21.486,11.044,18.511,18.511,20.281,20.281,20.683,19.920,19.920,17.505,21.285,19.076,18.474,17.234,17.505,22.782,21.573,19.439,17.304,17.304,22.490,22.490,4a,2.811,4c,11.044
