Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KY189864,639,1,8.607,8.607,20.945,20.945,18.641,18.641,22.656,22.484,22.484,20.755,20.755,20.437,20.437,20.912,16.745,13.950,23.511,23.511,17.220,17.220,15.649,15.649,20.886,20.886,1a,8.607,1k,13.950
KY189865,639,1,6.416,6.416,22.520,22.520,20.317,20.317,23.354,23.296,23.296,23.113,23.113,23.557,23.557,22.698,18.425,17.610,24.603,24.603,18.760,18.760,17.500,17.500,22.576,22.576,1a,6.416,1n,17.500
KY189866,636,1,6.447,6.447,22.205,22.205,20.159,20.159,23.548,23.455,23.455,23.270,23.270,23.197,23.197,22.698,18.425,17.453,24.564,24.564,18.442,18.442,17.111,17.111,22.893,22.893,1a,6.447,1k,17.453
KY189867,639,1,5.634,5.634,21.036,21.036,19.905,19.905,22.692,22.013,22.013,22.327,22.327,20.657,20.657,21.541,17.214,15.674,22.642,22.642,15.324,15.324,16.069,16.069,19.747,19.747,1a,5.634,1k,15.674
KY189868,639,1,5.634,5.634,21.036,21.036,19.905,19.905,22.692,22.013,22.013,22.327,22.327,20.657,20.657,21.541,17.214,15.674,22.642,22.642,15.324,15.324,16.069,16.069,19.747,19.747,1a,5.634,1k,15.674
KY189869,636,1,6.918,6.918,22.013,22.013,20.189,20.189,22.642,23.511,23.511,21.664,21.664,21.978,21.978,22.763,17.953,16.038,23.981,23.981,17.666,17.666,16.901,16.901,21.835,21.835,1a,6.918,1k,16.038
KY189870,636,1,7.075,7.075,22.013,22.013,20.189,20.189,22.992,23.668,23.668,21.821,21.821,21.978,21.978,22.763,18.110,16.195,24.138,24.138,17.823,17.823,17.058,17.058,21.835,21.835,1a,7.075,1k,16.195
KY189871,635,1,22.222,22.222,8.031,8.031,22.698,22.698,16.693,20.597,20.597,21.069,21.069,21.596,21.596,14.465,20.157,20.283,23.742,23.742,22.240,22.240,22.222,22.222,20.411,20.411,1b,8.031,1i,14.465
KY189872,635,1,22.379,22.379,8.504,8.504,22.698,22.698,16.220,21.226,21.226,21.226,21.226,21.753,21.753,14.623,20.472,21.069,23.899,23.899,22.059,22.059,22.222,22.222,20.253,20.253,1b,8.504,1i,14.623
KY189873,639,1,8.607,8.607,21.069,21.069,18.537,18.537,23.438,22.642,22.642,21.036,21.036,21.340,21.340,22.135,17.371,14.867,22.920,22.920,17.220,17.220,16.119,16.119,20.728,20.728,1a,8.607,1k,14.867
KY189874,639,1,8.764,8.764,21.384,21.384,19.401,19.401,23.438,22.222,22.222,21.193,21.193,21.495,21.495,22.763,17.371,14.554,23.234,23.234,17.220,17.220,16.432,16.432,20.886,20.886,1a,8.764,1k,14.554
KY189875,635,1,23.622,23.622,9.134,9.134,23.734,23.734,17.165,24.567,24.567,21.855,21.855,22.992,22.992,15.906,22.835,22.520,23.077,23.077,23.817,23.817,22.799,22.799,22.943,22.943,1b,9.134,1i,15.906
KY189876,636,1,21.575,21.575,6.761,6.761,21.835,21.835,15.336,23.150,23.150,20.126,20.126,21.417,21.417,14.173,20.970,21.260,21.664,21.664,21.173,21.173,22.170,22.170,21.169,21.169,1b,6.761,1i,14.173
KY189877,639,1,5.164,5.164,20.945,20.945,20.063,20.063,22.848,21.698,21.698,22.327,22.327,22.153,22.153,21.855,16.745,15.987,24.057,24.057,15.324,15.324,16.119,16.119,20.886,20.886,1a,5.164,1m,15.324
KY189878,639,1,5.477,5.477,21.260,21.260,19.747,19.747,23.005,21.698,21.698,22.484,22.484,22.309,22.309,22.013,17.058,16.144,24.057,24.057,15.640,15.640,16.432,16.432,21.044,21.044,1a,5.477,1m,15.640
KY189879,635,1,23.474,23.474,9.606,9.606,23.968,23.968,18.110,24.057,24.057,22.135,22.135,23.474,23.474,15.723,22.835,22.799,24.176,24.176,23.975,23.975,23.631,23.631,23.101,23.101,1b,9.606,1i,15.723
KY189880,635,1,22.379,22.379,7.402,7.402,22.345,22.345,16.038,22.799,22.799,21.193,21.193,21.875,21.875,14.937,21.732,21.541,22.292,22.292,22.713,22.713,22.379,22.379,21.835,21.835,1b,7.402,1i,14.937
KY189881,639,1,6.729,6.729,22.205,22.205,19.707,19.707,23.780,22.956,22.956,21.698,21.698,23.005,23.005,22.484,17.480,15.881,24.961,24.961,17.062,17.062,16.432,16.432,22.152,22.152,1a,6.729,1k,15.881
KY189882,639,1,6.729,6.729,22.047,22.047,19.870,19.870,23.548,23.113,23.113,21.541,21.541,23.161,23.161,22.642,17.638,16.038,24.726,24.726,17.062,17.062,16.432,16.432,22.310,22.310,1a,6.729,1k,16.038
KY189883,638,1,5.799,5.799,22.397,22.397,20.317,20.317,23.631,22.713,22.713,22.520,22.520,22.414,22.414,22.591,18.182,16.641,23.270,23.270,17.880,17.880,16.771,16.771,21.361,21.361,1a,5.799,1k,16.641
KY189884,638,1,5.643,5.643,22.240,22.240,20.000,20.000,23.594,22.871,22.871,22.992,22.992,22.414,22.414,22.749,18.025,16.484,23.428,23.428,17.880,17.880,16.458,16.458,21.203,21.203,1a,5.643,1k,16.484
KY189885,639,1,6.103,6.103,21.193,21.193,21.203,21.203,22.222,22.205,22.205,22.205,22.205,22.379,22.379,21.890,17.840,16.144,24.567,24.567,18.196,18.196,17.473,17.473,21.519,21.519,1a,6.103,1k,16.144
KY189886,639,1,5.321,5.321,20.533,20.533,20.886,20.886,21.283,21.417,21.417,21.732,21.732,21.283,21.283,21.417,17.371,15.047,24.094,24.094,17.694,17.694,16.693,16.693,21.169,21.169,1a,5.321,1k,15.047
KY189887,639,1,6.886,6.886,22.677,22.677,19.524,19.524,23.318,22.310,22.310,22.484,22.484,21.753,21.753,22.381,17.684,14.734,23.613,23.613,16.693,16.693,17.371,17.371,20.827,20.827,1a,6.886,1k,14.734
KY189888,639,1,7.355,7.355,22.992,22.992,19.683,19.683,23.474,22.785,22.785,22.799,22.799,21.909,21.909,22.540,17.840,15.361,24.089,24.089,16.852,16.852,17.684,17.684,20.827,20.827,1a,7.355,1k,15.361
KY189889,639,1,6.886,6.886,21.417,21.417,20.978,20.978,21.562,23.899,23.899,21.698,21.698,22.777,22.777,21.664,18.310,16.301,24.057,24.057,16.877,16.877,17.684,17.684,21.327,21.327,1a,6.886,1k,16.301
KY189890,639,1,6.729,6.729,20.787,20.787,20.978,20.978,21.250,23.428,23.428,21.698,21.698,22.777,22.777,21.193,17.684,15.674,23.428,23.428,16.877,16.877,16.745,16.745,21.519,21.519,1a,6.729,1k,15.674
KY189891,638,1,5.329,5.329,21.924,21.924,19.707,19.707,23.041,22.749,22.749,21.260,21.260,21.719,21.719,22.433,17.085,15.071,24.409,24.409,17.220,17.220,17.085,17.085,21.519,21.519,1a,5.329,1k,15.071
KY189892,638,1,4.545,4.545,21.451,21.451,19.218,19.218,22.240,22.433,22.433,20.945,20.945,21.406,21.406,21.327,16.246,14.016,23.622,23.622,16.430,16.430,16.301,16.301,20.886,20.886,1a,4.545,1k,14.016
KY189893,635,1,21.283,21.283,8.031,8.031,21.732,21.732,15.906,21.541,21.541,20.597,20.597,20.344,20.344,13.365,20.472,19.811,22.484,22.484,20.978,20.978,21.753,21.753,21.044,21.044,1b,8.031,1i,13.365
KY189894,635,1,21.596,21.596,8.031,8.031,21.845,21.845,15.433,21.069,21.069,20.755,20.755,20.814,20.814,13.522,20.630,20.440,22.170,22.170,20.978,20.978,22.222,22.222,21.203,21.203,1b,8.031,1i,13.522
KY189895,635,1,24.257,24.257,8.504,8.504,22.117,22.117,17.165,22.292,22.292,20.408,20.408,21.753,21.753,15.252,21.260,21.069,23.077,23.077,23.259,23.259,21.719,21.719,22.310,22.310,1b,8.504,1i,15.252
KY189896,635,1,24.062,24.062,8.976,8.976,22.275,22.275,17.480,22.956,22.956,20.722,20.722,22.066,22.066,15.409,21.732,21.541,23.548,23.548,23.576,23.576,21.719,21.719,22.785,22.785,1b,8.976,1i,15.409
KY189897,639,1,9.703,9.703,23.622,23.622,22.381,22.381,25.781,24.528,24.528,23.428,23.428,23.005,23.005,24.214,20.501,17.555,26.572,26.572,21.994,21.994,19.718,19.718,24.051,24.051,1a,9.703,1k,17.555
KY189898,639,1,9.077,9.077,22.520,22.520,21.429,21.429,24.883,23.585,23.585,23.270,23.270,21.841,21.841,23.270,19.562,16.458,25.549,25.549,20.411,20.411,18.623,18.623,22.785,22.785,1a,9.077,1k,16.458
KY348757,631,1,21.485,21.485,19.620,19.620,22.857,22.857,20.221,22.187,22.187,20.127,20.127,21.959,21.959,18.859,23.223,21.044,23.613,23.613,21.712,21.712,22.907,22.907,22.698,22.698,1i,18.859,1b,19.620
KY420620,639,1,6.416,6.416,20.912,20.912,20.095,20.095,22.066,22.013,22.013,21.260,21.260,20.657,20.657,22.362,17.214,15.517,23.465,23.465,17.035,17.035,16.849,16.849,21.327,21.327,1a,6.416,1k,15.517
KY420621,639,1,7.199,7.199,20.630,20.630,18.889,18.889,21.719,21.664,21.664,19.654,19.654,20.501,20.501,22.327,16.119,14.734,22.571,22.571,16.456,16.456,15.289,15.289,19.462,19.462,1a,7.199,1k,14.734
KY420622,639,1,4.069,4.069,21.732,21.732,19.747,19.747,22.222,21.664,21.664,21.698,21.698,21.529,21.529,22.642,16.432,15.047,23.981,23.981,16.746,16.746,15.913,15.913,20.853,20.853,1a,4.069,1k,15.047
KY420623,635,1,7.402,7.402,21.226,21.226,20.350,20.350,22.884,22.520,22.520,21.890,21.890,21.890,21.890,22.520,17.767,15.591,23.780,23.780,17.823,17.823,17.795,17.795,20.853,20.853,1a,7.402,1k,15.591
KY420624,639,1,4.382,4.382,21.260,21.260,18.889,18.889,21.719,22.956,22.956,20.879,20.879,21.841,21.841,22.013,16.588,15.204,22.727,22.727,16.904,16.904,15.649,15.649,21.203,21.203,1a,4.382,1k,15.204
KY420625,638,1,6.270,6.270,21.855,21.855,19.078,19.078,22.379,21.890,21.890,20.472,20.472,21.562,21.562,21.890,17.241,15.047,23.622,23.622,17.981,17.981,16.301,16.301,21.011,21.011,1a,6.270,1k,15.047
KY420626,635,1,20.970,20.970,9.291,9.291,21.959,21.959,17.480,22.799,22.799,21.350,21.350,21.909,21.909,16.509,21.102,19.969,22.920,22.920,21.609,21.609,22.066,22.066,21.203,21.203,1b,9.291,1i,16.509
KY420627,636,1,22.484,22.484,8.962,8.962,21.835,21.835,16.901,22.047,22.047,20.597,20.597,20.315,20.315,15.748,20.970,20.126,22.170,22.170,21.102,21.102,21.541,21.541,20.537,20.537,1b,8.962,1i,15.748
KY420628,635,1,23.234,23.234,9.291,9.291,22.698,22.698,17.008,23.585,23.585,21.193,21.193,21.664,21.664,15.723,22.362,21.350,23.862,23.862,22.555,22.555,22.449,22.449,22.152,22.152,1b,9.291,1i,15.723
KY420629,635,1,22.535,22.535,8.819,8.819,23.539,23.539,16.378,22.013,22.013,20.440,20.440,21.596,21.596,15.881,22.170,21.541,22.884,22.884,23.576,23.576,22.535,22.535,22.310,22.310,1b,8.819,1i,15.881
KY420630,635,1,22.379,22.379,6.614,6.614,21.801,21.801,15.748,22.642,22.642,20.094,20.094,21.184,21.184,14.937,22.047,20.755,21.473,21.473,22.082,22.082,21.875,21.875,20.886,20.886,1b,6.614,1i,14.937
KY420631,635,1,22.222,22.222,8.189,8.189,22.117,22.117,16.220,22.956,22.956,20.722,20.722,21.440,21.440,15.881,21.260,20.126,21.787,21.787,21.677,21.677,22.066,22.066,20.886,20.886,1b,8.189,1i,15.881
KY420632,636,1,22.362,22.362,9.434,9.434,22.785,22.785,17.527,23.511,23.511,22.327,22.327,22.677,22.677,16.063,22.535,22.414,23.041,23.041,24.094,24.094,22.047,22.047,21.801,21.801,1b,9.434,1i,16.063
KY420633,635,1,22.222,22.222,7.244,7.244,21.643,21.643,16.063,23.125,23.125,20.722,20.722,21.753,21.753,15.252,21.417,20.597,23.234,23.234,21.519,21.519,21.250,21.250,20.411,20.411,1b,7.244,1i,15.252
KY420634,636,1,20.156,20.156,8.333,8.333,20.537,20.537,14.961,22.170,22.170,20.440,20.440,20.188,20.188,14.286,19.654,19.340,19.906,19.906,20.347,20.347,20.188,20.188,19.778,19.778,1b,8.333,1i,14.286
KY420650,635,1,23.750,23.750,9.134,9.134,22.222,22.222,17.323,23.899,23.899,21.350,21.350,21.596,21.596,14.129,22.205,21.664,22.257,22.257,22.713,22.713,22.500,22.500,21.677,21.677,1b,9.134,1i,14.129
KY420651,639,1,4.225,4.225,21.102,21.102,18.730,18.730,21.875,22.799,22.799,21.036,21.036,21.997,21.997,22.170,16.432,15.047,22.642,22.642,16.746,16.746,15.493,15.493,21.044,21.044,1a,4.225,1k,15.047
KY420652,635,1,7.874,7.874,21.384,21.384,20.509,20.509,23.041,22.100,22.100,21.732,21.732,21.507,21.507,22.992,17.610,15.433,24.176,24.176,17.981,17.981,17.953,17.953,21.327,21.327,1a,7.874,1k,15.433
KY420653,639,1,4.538,4.538,21.890,21.890,20.221,20.221,22.066,21.978,21.978,22.013,22.013,21.373,21.373,22.799,16.745,15.047,24.214,24.214,16.746,16.746,16.069,16.069,20.695,20.695,1a,4.538,1k,15.047
KY420654,639,1,7.825,7.825,21.417,21.417,19.365,19.365,22.484,22.292,22.292,20.440,20.440,20.905,20.905,22.799,15.906,14.937,23.197,23.197,17.563,17.563,16.432,16.432,19.937,19.937,1a,7.825,1k,14.937
KY420655,635,1,22.066,22.066,6.457,6.457,21.169,21.169,15.433,22.327,22.327,20.408,20.408,20.501,20.501,14.623,20.597,19.969,20.722,20.722,20.978,20.978,21.440,21.440,19.937,19.937,1b,6.457,1i,14.623
KY420656,635,1,23.005,23.005,9.291,9.291,22.117,22.117,17.638,22.606,22.606,21.193,21.193,21.283,21.283,15.409,21.384,21.069,23.077,23.077,22.712,22.712,22.848,22.848,21.994,21.994,1b,9.291,1i,15.409
KY420657,635,1,20.970,20.970,8.031,8.031,21.905,21.905,16.063,22.170,22.170,19.780,19.780,21.127,21.127,15.409,20.945,18.396,22.292,22.292,20.505,20.505,20.657,20.657,20.411,20.411,1b,8.031,1i,15.409
KY420658,635,1,22.379,22.379,8.346,8.346,23.381,23.381,16.063,21.698,21.698,19.969,19.969,20.814,20.814,16.038,22.484,21.698,22.727,22.727,23.418,23.418,22.379,22.379,22.468,22.468,1b,8.346,1i,16.038
KY420659,635,1,22.066,22.066,5.984,5.984,21.429,21.429,15.748,22.484,22.484,19.309,19.309,20.970,20.970,14.465,22.047,20.440,21.473,21.473,21.767,21.767,21.406,21.406,20.411,20.411,1b,5.984,1i,14.465
KY420660,635,1,22.066,22.066,5.984,5.984,21.429,21.429,15.748,22.484,22.484,19.309,19.309,20.970,20.970,14.465,22.047,20.440,21.473,21.473,21.767,21.767,21.406,21.406,20.411,20.411,1b,5.984,1i,14.465
KY420661,635,1,22.066,22.066,5.984,5.984,21.429,21.429,15.748,22.484,22.484,19.309,19.309,20.970,20.970,14.465,22.047,20.440,21.473,21.473,21.767,21.767,21.406,21.406,20.411,20.411,1b,5.984,1i,14.465
KY420669,639,1,5.321,5.321,21.193,21.193,20.537,20.537,22.500,23.742,23.742,21.698,21.698,22.222,22.222,21.473,17.371,15.831,22.135,22.135,17.089,17.089,15.913,15.913,21.519,21.519,1a,5.321,1k,15.831
KY620880,638,1,6.897,6.897,21.451,21.451,19.365,19.365,23.161,22.907,22.907,21.260,21.260,20.469,20.469,21.801,18.182,15.385,23.381,23.381,18.354,18.354,16.144,16.144,20.411,20.411,1a,6.897,1k,15.385
KY697866,231,1,25.108,25.108,23.810,23.810,26.522,26.522,24.675,23.810,23.810,24.242,24.242,23.810,23.810,25.108,25.974,25.108,25.652,25.652,26.667,26.667,28.139,28.139,28.139,28.139,1h,23.810,1e,23.810
KY697867,231,1,22.944,22.944,22.511,22.511,25.217,25.217,23.810,25.108,25.108,25.541,25.541,25.974,25.974,23.377,26.407,25.108,25.217,25.217,26.339,26.339,29.004,29.004,25.974,25.974,1b,22.511,1a,22.944
KY697868,231,1,25.108,25.108,24.675,24.675,26.522,26.522,26.840,25.974,25.974,25.541,25.541,25.541,25.541,26.840,26.840,24.893,26.957,26.957,26.786,26.786,27.039,27.039,25.654,25.654,1b,24.675,1a,25.108
KY704917,635,1,23.270,23.270,8.504,8.504,22.433,22.433,16.063,21.541,21.541,19.780,19.780,21.541,21.541,15.252,22.047,22.066,22.135,22.135,23.101,23.101,23.585,23.585,21.203,21.203,1b,8.504,1i,15.252
KY780122,635,1,23.318,23.318,8.504,8.504,21.905,21.905,16.693,23.899,23.899,20.565,20.565,21.440,21.440,14.600,22.992,22.013,22.920,22.920,22.362,22.362,22.535,22.535,22.785,22.785,1b,8.504,1i,14.600
KY780123,635,1,24.252,24.252,8.819,8.819,21.361,21.361,16.275,22.677,22.677,20.440,20.440,21.575,21.575,13.543,22.222,22.047,22.799,22.799,23.780,23.780,23.150,23.150,21.011,21.011,1b,8.819,1i,13.543
KY883981,636,1,23.318,23.318,9.748,9.748,22.907,22.907,16.693,23.428,23.428,21.193,21.193,21.596,21.596,14.286,21.732,22.484,22.100,22.100,23.101,23.101,22.848,22.848,21.203,21.203,1b,9.748,1i,14.286
KY883982,635,1,23.438,23.438,9.606,9.606,23.492,23.492,17.840,22.257,22.257,20.879,20.879,22.222,22.222,13.972,23.318,22.066,22.449,22.449,22.349,22.349,23.594,23.594,23.418,23.418,1b,9.606,1i,13.972
KY926907,368,1,24.722,24.722,9.511,9.511,24.234,24.234,17.857,21.170,21.170,23.098,23.098,21.739,21.739,14.206,22.283,23.370,22.992,22.992,25.723,25.723,23.098,23.098,22.563,22.563,1b,9.511,1i,14.206
KY926910,368,1,23.481,23.481,9.511,9.511,23.836,23.836,18.132,22.222,22.222,20.867,20.867,21.739,21.739,15.761,23.243,22.826,24.054,24.054,26.590,26.590,24.185,24.185,23.014,23.014,1b,9.511,1i,15.761
KY926912,368,1,21.271,21.271,8.424,8.424,21.644,21.644,14.835,22.283,22.283,21.409,21.409,20.867,20.867,15.217,23.370,21.467,21.739,21.739,23.161,23.161,21.739,21.739,20.822,20.822,1b,8.424,1d,14.835
KY926935,368,1,23.611,23.611,9.239,9.239,22.928,22.928,17.033,21.196,21.196,20.596,20.596,20.109,20.109,13.859,23.370,22.826,23.306,23.306,25.072,25.072,22.826,22.826,22.466,22.466,1b,9.239,1i,13.859
KY926937,363,1,21.469,21.469,7.438,7.438,23.204,23.204,14.888,21.547,21.547,20.386,20.386,19.337,19.337,12.948,21.488,21.823,22.192,22.192,22.965,22.965,22.099,22.099,22.039,22.039,1b,7.438,1i,12.948
KY926943,369,1,5.691,5.691,20.718,20.718,18.207,18.207,21.763,23.140,23.140,20.981,20.981,20.937,20.937,21.763,17.080,17.355,20.222,20.222,18.333,18.333,17.355,17.355,20.604,20.604,1a,5.691,1j,17.080
KY926992,368,1,21.667,21.667,6.793,6.793,24.110,24.110,16.484,22.826,22.826,20.054,20.054,19.565,19.565,13.315,22.554,22.283,23.243,23.243,25.341,25.341,22.283,22.283,20.548,20.548,1b,6.793,1i,13.315
KY926993,363,1,22.316,22.316,7.438,7.438,22.652,22.652,15.730,22.376,22.376,20.661,20.661,19.061,19.061,12.948,22.314,22.652,21.918,21.918,23.562,23.562,22.099,22.099,22.314,22.314,1b,7.438,1i,12.948
KY926994,368,1,23.757,23.757,7.337,7.337,22.857,22.857,16.484,23.098,23.098,20.556,20.556,19.293,19.293,13.859,22.826,22.563,22.764,22.764,23.373,23.373,23.120,23.120,22.472,22.472,1b,7.337,1i,13.859
KY926995,368,1,22.778,22.778,7.337,7.337,21.271,21.271,15.934,21.739,21.739,20.054,20.054,17.391,17.391,13.859,21.467,20.924,22.764,22.764,24.566,24.566,22.554,22.554,21.918,21.918,1b,7.337,1i,13.859
KY926996,368,1,19.444,19.444,8.967,8.967,22.192,22.192,16.209,22.011,22.011,22.283,22.283,22.011,22.011,17.391,22.011,22.283,22.283,22.283,21.918,21.918,22.554,22.554,22.466,22.466,1b,8.967,1d,16.209
KY926997,368,1,23.056,23.056,8.967,8.967,22.376,22.376,16.209,20.109,20.109,19.512,19.512,20.109,20.109,13.043,22.283,22.826,23.706,23.706,24.638,24.638,22.011,22.011,21.918,21.918,1b,8.967,1i,13.043
KY926998,367,1,5.995,5.995,19.565,19.565,17.260,17.260,20.924,20.924,20.924,20.652,20.652,20.000,20.000,20.380,15.217,13.315,21.467,21.467,16.712,16.712,16.486,16.486,17.260,17.260,1a,5.995,1k,13.315
KY926999,368,1,23.056,23.056,8.696,8.696,22.376,22.376,16.209,19.837,19.837,19.512,19.512,20.109,20.109,12.772,22.283,22.554,23.035,23.035,24.348,24.348,21.739,21.739,21.644,21.644,1b,8.696,1i,12.772
KY927000,368,1,7.337,7.337,21.739,21.739,18.082,18.082,23.577,21.467,21.467,21.467,21.467,20.000,20.000,20.670,17.935,16.576,22.006,22.006,18.436,18.436,18.207,18.207,20.274,20.274,1a,7.337,1k,16.576
KY927001,368,1,21.667,21.667,7.609,7.609,21.918,21.918,16.575,21.739,21.739,18.970,18.970,17.935,17.935,13.859,20.924,21.739,22.764,22.764,23.978,23.978,21.467,21.467,20.274,20.274,1b,7.609,1i,13.859
KY927002,368,1,22.554,22.554,15.217,15.217,22.192,22.192,9.239,21.739,21.739,20.924,20.924,20.380,20.380,17.935,21.467,22.011,21.798,21.798,22.928,22.928,21.680,21.680,23.014,23.014,1d,9.239,1b,15.217
KY927003,368,1,20.833,20.833,8.424,8.424,21.918,21.918,14.917,20.652,20.652,20.652,20.652,19.293,19.293,13.315,20.924,20.109,22.554,22.554,23.978,23.978,21.739,21.739,19.726,19.726,1b,8.424,1i,13.315
KY927004,368,1,21.467,21.467,19.293,19.293,21.918,21.918,20.380,17.663,17.663,8.967,8.967,19.293,19.293,21.196,21.467,21.467,22.071,22.071,22.740,22.740,22.826,22.826,23.836,23.836,1g,8.967,1e,17.663
KY927005,369,1,22.554,22.554,21.138,21.138,22.192,22.192,22.222,20.596,20.596,9.485,9.485,20.596,20.596,23.848,22.554,21.409,24.457,24.457,22.466,22.466,23.077,23.077,24.658,24.658,1g,9.485,1h,20.596
KY927006,368,1,24.251,24.251,21.739,21.739,24.110,24.110,21.467,21.467,21.467,9.783,9.783,23.370,23.370,24.185,25.543,23.641,25.203,25.203,24.658,24.658,25.135,25.135,26.575,26.575,1g,9.783,1d,21.467
KY927017,368,1,23.098,23.098,7.065,7.065,22.000,22.000,15.110,21.196,21.196,18.157,18.157,19.293,19.293,12.772,21.467,22.011,22.888,22.888,23.410,23.410,21.739,21.739,20.822,20.822,1b,7.065,1i,12.772
KY965448,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965449,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965450,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965451,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965452,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965453,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965454,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965455,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965456,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965457,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965458,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965459,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965460,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965461,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965462,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965463,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965464,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965465,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965466,638,1,4.389,4.389,21.855,21.855,19.714,19.714,22.222,22.520,22.520,22.205,22.205,22.188,22.188,22.835,17.085,15.047,23.307,23.307,17.350,17.350,17.241,17.241,22.117,22.117,1a,4.389,1k,15.047
KY965467,638,1,4.545,4.545,22.013,22.013,19.873,19.873,22.379,22.677,22.677,22.362,22.362,22.344,22.344,22.992,17.241,15.204,23.465,23.465,17.508,17.508,17.398,17.398,22.275,22.275,1a,4.545,1k,15.204
