Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KJ678798,639,6,7.512,7.512,21.767,26.825,29.904,27.603,29.907,30.533,29.160,28.346,30.843,29.236,30.490,29.160,30.159,30.159,24.801,26.391,28.081,29.844,29.874,27.656,27.656,28.180,28.707,28.707,28.413,28.413,29.365,29.365,29.589,29.589,28.323,20.347,20.347,27.892,27.892,27.929,27.929,30.016,30.016,28.931,29.739,29.739,29.905,6a,7.512,6xd,20.347
KJ678799,633,6,8.531,8.531,22.871,28.571,30.806,28.254,29.535,29.048,28.618,27.516,29.160,30.000,28.864,,30.635,30.635,26.667,26.508,27.848,30.538,29.606,27.717,27.717,28.824,29.291,29.291,28.548,28.548,30.000,30.000,28.976,28.976,28.571,21.746,21.746,27.619,27.619,28.571,28.571,30.000,30.000,29.449,30.063,30.063,29.449,6a,8.531,6xd,21.746
KJ678800,635,6,6.614,6.614,22.677,28.209,31.153,29.140,30.141,28.918,28.711,27.172,30.892,29.450,29.134,30.952,30.490,30.490,26.550,27.302,27.874,30.346,29.967,28.638,28.638,28.433,28.135,28.135,28.165,28.165,29.524,29.524,29.524,29.524,28.140,21.417,21.417,28.889,28.889,28.459,28.459,30.794,30.794,29.431,29.384,29.384,29.226,6a,6.614,6xd,21.417
KJ678801,639,6,7.668,7.668,20.978,28.685,30.696,27.603,29.953,28.095,28.548,26.531,30.317,29.194,30.000,29.952,30.635,30.635,27.981,25.755,26.947,30.218,30.660,28.750,28.750,27.769,28.457,28.457,28.209,28.209,28.889,28.889,28.819,28.819,28.843,20.032,20.032,28.209,28.209,26.614,26.614,29.858,29.858,29.560,28.095,28.095,29.827,6a,7.668,6xd,20.032
KJ678802,638,6,7.210,7.210,21.732,29.319,32.595,28.278,29.641,30.000,30.343,27.943,31.111,29.355,30.442,30.269,31.746,31.746,27.345,27.460,27.656,30.047,30.079,27.925,27.925,28.824,28.135,28.135,30.174,30.174,30.159,30.159,30.284,30.284,29.002,21.587,21.587,28.889,28.889,28.906,28.906,30.794,30.794,29.921,30.380,30.380,29.291,6a,7.210,6xd,21.587
KJ678803,638,6,7.994,7.994,22.362,27.690,32.258,28.707,29.797,29.683,28.711,27.874,30.586,29.126,29.338,29.794,31.587,31.587,26.232,26.667,27.031,29.219,28.504,26.521,26.521,29.032,29.338,29.338,27.417,27.417,29.206,29.206,28.752,28.752,28.209,20.635,20.635,27.302,27.302,28.931,28.931,29.811,29.811,29.134,28.752,28.752,29.226,6a,7.994,6xd,20.635
KJ678804,635,6,10.551,10.551,24.051,30.622,32.859,28.230,31.661,30.684,30.868,29.153,31.529,31.063,31.073,31.596,32.120,32.120,27.822,27.866,29.560,32.761,31.962,29.658,29.658,29.100,31.250,31.250,29.160,29.160,30.635,30.635,30.648,30.648,29.811,23.285,23.285,30.476,30.476,30.428,30.428,31.912,31.912,30.660,31.596,31.596,32.013,6a,10.551,6xd,23.285
KJ678805,639,6,9.703,9.703,23.734,28.503,32.045,28.413,28.155,30.506,29.114,28.339,31.051,31.229,30.490,30.111,30.794,30.794,27.504,26.307,28.414,29.375,31.329,29.017,29.017,29.791,30.915,30.915,28.685,28.685,30.952,30.952,29.153,29.153,29.272,21.835,21.835,28.843,28.843,29.479,29.479,30.490,30.490,30.975,29.915,29.915,30.952,6a,9.703,6xd,21.835
KJ678806,639,6,7.199,7.199,20.820,28.413,30.819,27.287,29.017,30.000,28.548,27.402,30.476,29.126,28.594,29.477,29.841,29.841,26.073,26.868,27.925,30.203,29.088,26.677,26.677,27.214,29.653,29.653,27.734,27.734,29.048,29.048,29.226,29.226,27.532,20.509,20.509,27.619,27.619,,,28.910,28.910,28.774,29.858,29.858,30.063,6a,7.199,6xd,20.509
KJ678807,638,6,6.270,6.270,21.732,28.095,31.774,27.937,28.125,29.524,28.222,27.717,29.794,28.964,29.384,29.002,30.964,30.964,27.504,26.892,28.169,29.310,29.291,26.521,26.521,27.663,28.504,28.504,28.209,28.209,28.730,28.730,28.956,28.956,28.481,21.429,21.429,27.619,27.619,29.291,29.291,30.269,30.269,29.606,29.700,29.700,29.542,6a,6.270,6xd,21.429
KJ678808,639,6,8.294,8.294,22.555,28.571,31.604,28.076,29.549,30.000,28.990,26.730,30.586,29.952,29.794,30.719,30.476,30.476,26.550,26.709,28.393,30.673,29.534,28.906,28.906,28.341,29.194,29.194,28.707,28.707,29.841,29.841,30.031,30.031,28.639,21.622,21.622,28.956,28.956,29.022,29.022,31.596,31.596,29.542,30.648,30.648,29.606,6a,8.294,6xd,21.622
KJ678809,636,6,5.503,5.503,22.484,29.160,32.039,28.095,30.094,30.794,28.664,26.941,31.161,30.259,29.542,29.635,32.063,32.063,27.027,27.143,27.786,30.455,30.854,26.803,26.803,27.832,29.858,29.858,29.160,29.160,30.586,30.586,30.159,30.159,29.094,20.317,20.317,28.368,28.368,29.635,29.635,30.586,30.586,28.889,30.189,30.189,29.560,6a,5.503,6xd,20.317
KJ678810,639,6,7.355,7.355,21.994,28.140,30.809,28.413,29.641,30.794,29.114,27.287,30.525,29.236,29.858,29.635,31.270,31.270,27.663,26.954,27.625,31.142,27.807,28.549,28.549,27.915,29.374,29.374,28.595,28.595,30.794,30.794,29.858,29.858,28.956,21.531,21.531,29.022,29.022,27.730,27.730,31.912,31.912,29.245,29.403,29.403,29.841,6a,7.355,6xd,21.531
KJ678811,638,6,7.210,7.210,22.047,27.417,30.645,28.594,30.000,30.317,28.797,26.341,30.428,28.738,29.291,29.068,31.804,31.804,25.119,26.032,27.812,30.721,29.921,27.656,27.656,28.548,28.481,28.481,28.433,28.433,30.000,30.000,28.797,28.797,29.002,21.270,21.270,27.532,27.532,28.816,28.816,30.222,30.222,29.430,28.368,28.368,29.245,6a,7.210,6xd,21.270
KJ678812,636,6,5.818,5.818,21.801,27.575,31.392,27.937,29.338,30.111,28.176,26.941,30.366,28.387,29.560,29.430,31.746,31.746,26.073,27.778,27.473,30.031,29.272,28.209,28.209,27.832,28.910,28.910,28.436,28.436,30.317,30.317,29.747,29.747,29.140,20.794,20.794,27.116,27.116,29.088,29.088,30.141,30.141,28.413,29.048,29.048,29.921,6a,5.818,6xd,20.794
KJ678813,639,6,4.069,4.069,20.978,27.937,32.419,28.391,28.505,30.000,29.589,27.087,30.428,28.871,29.206,28.843,32.222,32.222,26.073,27.027,27.145,29.421,30.189,26.989,26.989,28.341,28.257,28.257,27.804,27.804,30.159,30.159,29.811,29.811,27.575,20.986,20.986,26.941,26.941,28.076,28.076,30.964,30.964,29.560,29.206,29.206,29.022,6a,4.069,6b,20.978
KJ678814,639,6,4.851,4.851,21.609,28.254,32.258,28.278,30.889,30.210,28.956,28.323,32.063,30.000,29.683,29.700,31.429,31.429,26.868,27.460,28.594,30.360,30.818,27.387,27.387,28.824,30.111,30.111,29.384,29.384,31.111,31.111,29.449,29.449,28.639,20.662,20.662,27.962,27.962,29.374,29.374,30.635,30.635,30.174,29.477,29.477,29.180,6a,4.851,6xd,20.662
KJ678815,639,6,3.912,3.912,22.240,27.143,31.935,29.022,29.984,30.179,28.594,26.698,31.379,29.553,29.403,28.268,31.429,31.429,26.232,27.036,27.301,29.890,29.560,28.081,28.081,28.824,29.068,29.068,29.002,29.002,30.476,30.476,29.870,29.870,28.209,20.191,20.191,27.186,27.186,27.032,27.032,30.769,30.769,29.542,29.365,29.365,29.338,6a,3.912,6xd,20.191
KJ678816,635,6,4.567,4.567,21.732,29.068,31.537,28.571,30.564,30.000,29.226,28.095,30.207,28.871,29.206,29.114,31.122,31.122,26.709,28.254,28.459,30.189,30.380,28.326,28.326,29.612,29.194,29.194,29.794,29.794,30.476,30.476,30.222,30.222,29.459,21.746,21.746,28.254,28.254,27.987,27.987,31.379,31.379,29.683,29.319,29.319,29.088,6a,4.567,6b,21.732
KJ678817,639,6,5.477,5.477,21.451,29.365,31.804,28.233,29.283,30.000,29.153,27.402,29.384,28.738,29.524,29.477,31.429,31.429,26.550,27.663,27.925,29.264,30.975,26.989,26.989,29.147,29.535,29.535,28.209,28.209,30.317,30.317,29.589,29.589,28.685,20.827,20.827,27.575,27.575,27.856,27.856,30.111,30.111,29.874,29.206,29.206,29.589,6a,5.477,6xd,20.827
KJ700858,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ700859,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KJ719455,633,6,4.107,4.107,21.044,29.365,32.120,28.549,28.931,30.317,29.690,27.087,29.700,28.974,30.016,30.111,32.063,32.063,26.391,27.345,27.717,30.016,30.660,26.730,26.730,28.824,29.213,29.213,28.436,28.436,30.952,30.952,29.764,29.764,28.843,21.145,21.145,27.619,27.619,27.700,27.700,31.073,31.073,29.245,29.524,29.524,29.022,6a,4.107,6b,21.044
KM246391,639,6,30.938,30.938,29.449,26.391,25.000,27.074,6.260,28.389,27.769,28.956,29.905,30.363,30.161,30.380,27.532,27.532,24.642,26.424,24.726,20.031,30.174,26.415,26.415,26.299,29.589,29.589,27.937,27.937,27.302,27.302,29.542,29.542,27.805,29.477,29.477,27.974,27.974,26.677,26.677,28.323,28.323,26.382,29.236,29.236,29.403,6f,6.260,6r,20.031
KM246392,635,6,30.265,30.265,28.436,27.476,24.921,27.230,4.724,29.393,28.283,29.624,29.730,30.464,29.542,29.477,28.209,28.209,23.772,27.504,24.100,19.528,29.068,25.827,25.827,27.100,29.114,29.114,27.345,27.345,27.575,27.575,29.226,29.226,27.896,29.524,29.524,28.165,28.165,26.156,26.156,28.481,28.481,26.868,29.402,29.402,30.696,6f,4.724,6r,19.528
KM246393,635,6,29.173,29.173,28.571,27.316,25.914,26.135,5.827,28.754,27.483,27.546,28.871,30.471,29.114,29.700,28.209,28.209,23.810,25.879,24.100,20.157,28.752,27.402,27.402,27.345,29.730,29.730,26.709,26.709,28.254,28.254,28.639,28.639,27.707,30.463,30.463,27.215,27.215,25.837,25.837,27.532,27.532,27.663,29.592,29.592,29.889,6f,5.827,6r,20.157
KM252779,639,6,29.233,29.233,28.165,29.094,26.129,13.615,27.215,26.968,29.571,28.939,29.535,27.760,27.751,29.825,26.080,26.080,25.080,24.051,24.921,28.864,31.804,25.786,25.786,19.273,29.618,29.618,28.617,28.617,26.997,26.997,28.209,28.209,22.907,27.981,27.981,26.837,26.837,26.997,26.997,25.159,25.159,29.206,29.364,29.364,28.617,6e,13.615,6u,19.273
KM252780,639,6,28.233,28.233,27.143,26.825,24.127,7.825,28.326,28.914,27.070,27.467,28.140,26.248,26.198,27.955,26.316,26.316,23.604,22.310,23.333,29.430,28.639,25.549,25.549,18.799,28.503,28.503,27.911,27.911,26.290,26.290,27.302,27.302,21.959,26.856,26.856,26.635,26.635,26.232,26.232,26.156,26.156,28.095,28.642,28.642,26.710,6e,7.825,6u,18.799
KM252781,639,6,29.280,29.280,27.848,28.299,25.161,11.894,26.833,28.070,,29.582,28.571,27.184,27.911,29.665,26.540,26.540,24.441,23.259,24.921,28.910,30.000,26.415,26.415,18.957,29.730,29.730,27.143,27.143,26.198,26.198,28.233,28.233,21.801,27.663,27.663,26.837,26.837,26.677,26.677,24.960,24.960,29.524,29.887,29.887,28.165,6e,11.894,6u,18.957
KM252782,633,6,29.921,29.921,27.244,26.384,28.617,26.136,27.014,28.268,9.163,22.152,21.463,24.519,23.455,23.810,23.333,23.333,27.243,26.527,26.066,27.603,30.233,26.825,26.825,27.362,27.778,27.778,24.833,24.833,27.057,27.057,23.892,23.892,26.829,27.575,27.575,25.118,25.118,25.949,25.949,25.079,25.079,27.918,23.902,23.902,24.367,6h,9.163,6j,21.463
KM252783,633,6,28.346,28.346,28.189,28.176,29.431,27.417,27.690,30.229,9.953,23.223,22.857,23.923,22.187,23.492,23.333,23.333,26.591,28.457,25.552,28.278,31.229,27.302,27.302,29.730,28.095,28.095,27.169,27.169,27.215,27.215,23.150,23.150,28.176,27.603,27.603,24.762,24.762,26.845,26.845,24.127,24.127,28.956,23.236,23.236,23.150,6h,9.953,6l,22.187
KM252784,633,6,29.199,29.199,28.752,28.549,28.978,27.389,27.742,28.881,7.425,22.591,22.698,26.122,23.930,24.127,23.492,23.492,27.670,28.120,26.514,28.685,32.392,27.529,27.529,29.825,28.413,28.413,27.496,27.496,27.419,27.419,23.408,23.408,27.656,28.843,28.843,25.238,25.238,26.393,26.393,24.921,24.921,30.146,24.188,24.188,23.810,6h,7.425,6i,22.591
KM252785,631,6,26.794,26.794,28.368,24.286,22.222,23.465,25.509,29.524,28.033,26.151,28.230,26.544,28.047,26.954,29.054,29.054,21.086,9.033,20.886,24.842,27.955,23.126,23.126,20.881,26.794,26.794,29.027,29.027,26.043,26.043,28.549,28.549,21.656,26.892,26.892,26.412,26.412,25.278,25.278,28.548,28.548,26.635,27.435,27.435,28.889,6p,9.033,6q,20.886
KM252786,639,6,31.612,31.612,31.545,29.430,26.266,28.120,20.657,31.529,30.635,29.858,32.013,30.897,30.016,30.179,30.174,30.174,25.119,26.307,26.677,5.634,28.480,25.786,25.786,29.589,29.430,29.430,29.683,29.683,28.323,28.323,31.132,31.132,28.278,32.195,32.195,31.912,31.912,29.412,29.412,30.332,30.332,28.076,31.438,31.438,29.355,6r,5.634,6f,20.657
KM252787,632,6,30.265,30.265,31.153,28.413,29.805,29.730,28.257,30.586,31.728,29.296,30.159,28.922,29.412,31.229,30.731,30.731,26.984,28.778,25.275,27.943,7.595,28.233,28.233,29.635,29.525,29.525,30.843,30.843,28.730,28.730,29.905,29.905,29.365,29.688,29.688,29.160,29.160,28.165,28.165,31.063,31.063,26.424,29.716,29.716,29.542,6s,7.595,6q,25.275
KM252788,639,6,27.697,27.697,27.057,26.709,24.483,16.746,24.842,29.459,28.155,27.097,27.903,28.385,27.419,28.185,27.504,27.504,23.962,22.468,20.317,28.165,30.394,23.567,23.567,5.634,27.619,27.619,26.537,26.537,26.837,26.837,27.215,27.215,21.011,27.127,27.127,25.938,25.938,25.278,25.278,26.635,26.635,25.873,27.110,27.110,27.760,6u,5.634,6e,16.746
KM252789,630,6,22.170,22.170,18.652,30.000,30.128,28.320,28.864,31.220,29.568,29.841,29.094,28.381,28.526,28.222,29.794,29.794,30.308,29.365,29.904,30.357,31.150,29.245,29.245,27.258,30.745,30.745,28.874,28.874,29.872,29.872,28.140,28.140,27.564,0.000,0.000,27.406,27.406,29.403,29.403,29.140,29.140,27.967,28.007,28.007,30.063,6xd,0.000,6b,18.652
KM252790,636,6,20.032,20.032,16.144,29.524,30.323,28.910,31.461,29.839,,29.365,28.685,25.876,27.258,27.288,28.413,28.413,30.048,28.730,28.776,31.111,30.035,28.843,28.843,26.367,28.185,28.185,26.635,26.635,28.115,28.115,27.690,27.690,26.856,0.000,0.000,25.837,25.837,26.678,26.678,27.389,27.389,27.967,25.470,25.470,27.287,6xd,0.000,6b,16.144
KM252791,633,6,19.169,19.169,17.453,28.868,30.757,28.458,30.476,29.079,27.778,28.822,28.981,27.546,26.307,28.095,28.981,28.981,29.140,27.592,29.299,30.229,31.280,30.225,30.225,26.129,28.185,28.185,26.797,26.797,28.754,28.754,28.095,28.095,26.984,13.586,13.586,27.113,27.113,29.858,29.858,27.569,27.569,29.690,27.460,27.460,29.268,6xd,13.586,6b,17.453
KM252792,630,6,27.892,27.892,28.145,28.389,29.624,28.070,27.488,28.881,26.424,23.625,24.919,21.990,19.716,20.986,14.308,14.308,26.899,27.880,24.406,30.696,30.298,27.504,27.504,27.005,28.271,28.271,27.186,27.186,27.937,27.937,20.986,20.986,28.525,26.677,26.677,0.000,0.000,27.663,27.663,13.091,13.091,29.355,22.720,22.720,23.688,6xe,0.000,6xg,13.091
KM252793,620,6,27.943,27.943,27.732,23.370,19.032,24.127,25.196,30.032,26.349,25.484,26.935,28.547,26.868,28.874,28.165,28.165,22.345,22.698,20.283,27.673,28.120,23.659,23.659,21.346,28.889,28.889,28.140,28.140,29.683,29.683,26.289,26.289,24.089,28.209,28.209,26.514,26.514,25.437,25.437,27.186,27.186,25.327,26.761,26.761,29.236,6d,19.032,6q,20.283
KM252794,633,6,28.594,28.594,29.905,29.747,29.773,29.094,27.170,28.120,23.175,24.842,24.006,24.719,24.645,24.921,25.000,25.000,28.477,27.546,25.329,,30.085,29.851,29.851,28.341,27.892,27.892,27.373,27.373,29.206,29.206,24.842,24.842,27.330,26.299,26.299,22.749,22.749,27.539,27.539,23.622,23.622,28.976,26.190,26.190,24.525,6xe,22.749,6h,23.175
KM252795,630,6,28.819,28.819,31.925,26.992,30.648,27.460,28.616,28.524,20.794,18.325,15.079,25.667,25.039,25.079,22.857,22.857,27.124,27.981,24.386,30.612,31.633,27.333,27.333,26.367,27.619,27.619,26.023,26.023,29.498,29.498,26.266,26.266,28.339,30.476,30.476,24.409,24.409,25.329,25.329,25.078,25.078,28.548,25.714,25.714,26.266,6j,15.079,6i,18.325
KM252796,626,6,32.242,32.242,31.382,22.967,25.040,27.157,26.825,30.442,29.114,29.365,28.151,29.931,29.874,27.451,31.738,31.738,24.363,26.794,22.524,27.215,28.754,27.592,27.592,26.508,30.556,30.556,27.592,27.592,28.619,28.619,28.966,28.966,24.762,30.586,30.586,28.370,28.370,26.677,26.677,29.874,29.874,28.843,30.384,30.384,32.536,6q,22.524,6c,22.967
KM252797,639,6,29.844,29.844,30.284,23.529,23.418,23.944,24.181,25.559,29.118,27.169,27.796,26.307,28.110,27.406,28.051,28.051,25.079,23.211,20.031,26.562,27.646,22.606,22.606,23.968,27.005,27.005,26.667,26.667,27.302,27.302,27.330,27.330,26.349,27.804,27.804,27.451,27.451,26.032,26.032,27.345,27.345,26.540,26.756,26.756,28.639,6q,20.031,6t,22.606
KM252798,633,6,28.209,28.209,29.467,22.504,23.941,23.333,25.515,25.791,28.758,26.316,26.273,27.750,26.752,27.049,29.459,29.459,21.691,20.379,20.761,27.417,28.889,23.688,23.688,23.259,25.859,25.859,25.080,25.080,27.832,27.832,26.688,26.688,22.907,28.302,28.302,26.825,26.825,22.967,22.967,29.730,29.730,28.323,28.094,28.094,28.323,6p,20.379,6q,20.761
KM252799,634,6,20.032,20.032,20.986,28.986,31.079,27.918,30.332,27.243,27.080,28.843,29.430,28.478,28.130,29.853,28.299,28.299,28.969,26.861,26.136,29.870,32.238,29.606,29.606,28.864,30.599,30.599,25.896,25.896,27.273,27.273,27.848,27.848,29.695,21.429,21.429,28.344,28.344,28.641,28.641,29.542,29.542,30.956,29.364,29.364,30.174,6a,20.032,6b,20.986
KM252800,639,6,28.326,28.326,28.459,24.801,23.349,25.556,25.466,27.911,28.690,27.287,25.914,27.273,27.057,28.268,27.918,27.918,24.483,23.226,16.901,24.688,28.819,25.314,25.314,24.564,27.832,27.832,28.730,28.730,28.776,28.776,27.244,27.244,26.457,29.571,29.571,26.550,26.550,25.119,25.119,25.873,25.873,28.120,28.785,28.785,27.402,6q,16.901,6p,23.226
KM504109,634,6,30.806,30.806,30.251,29.756,,29.365,28.145,30.167,25.755,25.316,25.437,23.237,23.186,22.417,17.647,17.647,26.547,30.366,26.382,28.594,31.774,28.595,28.595,30.161,27.937,27.937,26.774,26.774,28.752,28.752,21.994,21.994,29.530,28.413,28.413,17.508,17.508,27.663,27.663,20.347,20.347,29.787,23.052,23.052,24.842,6xe,17.508,6n,17.647
KM504110,639,6,30.638,30.638,29.984,26.873,25.316,26.667,5.477,28.549,29.125,28.752,29.589,30.875,29.795,30.538,28.076,28.076,23.529,26.540,24.570,19.875,29.700,25.786,25.786,26.698,29.319,29.319,28.095,28.095,27.848,27.848,29.542,29.542,28.526,30.769,30.769,28.278,28.278,26.550,26.550,29.160,29.160,27.172,30.293,30.293,30.346,6f,5.477,6r,19.875
KM504111,615,6,29.935,29.935,30.386,22.330,23.139,25.608,25.276,28.105,28.595,28.130,27.835,28.666,29.088,29.511,30.421,30.421,24.223,23.453,21.301,29.180,30.442,26.032,26.032,25.873,29.076,29.076,28.455,28.455,28.571,28.571,29.038,29.038,26.667,28.413,28.413,27.332,27.332,26.198,26.198,30.031,30.031,27.215,27.208,27.208,30.130,6q,21.301,6c,22.330
KM504112,631,6,27.186,27.186,30.964,26.783,23.586,25.240,25.122,29.248,32.057,27.303,27.632,30.731,28.708,30.096,30.222,30.222,24.242,25.203,23.418,27.143,30.192,25.832,25.832,22.345,29.935,29.935,29.187,29.187,28.594,28.594,30.933,30.933,23.772,29.700,29.700,28.889,28.889,24.601,24.601,29.002,29.002,27.094,30.456,30.456,28.594,6u,22.345,6q,23.418
KM504113,638,6,32.445,32.445,32.543,29.114,26.066,28.526,21.630,32.063,30.159,29.858,32.488,31.229,31.596,31.321,32.573,32.573,25.437,26.466,25.938,5.643,28.707,25.943,25.943,30.806,29.747,29.747,30.317,30.317,28.778,28.778,31.179,31.179,29.747,32.381,32.381,33.122,33.122,29.253,29.253,31.379,31.379,28.956,30.928,30.928,30.222,6r,5.643,6f,21.630
KM504114,629,6,28.981,28.981,30.599,25.997,26.274,25.837,24.525,28.864,26.635,26.032,26.108,26.910,26.868,26.032,28.548,28.548,23.089,24.642,19.555,27.900,28.209,23.585,23.585,25.515,27.467,27.467,28.549,28.549,27.941,27.941,27.214,27.214,26.667,29.904,29.904,25.949,25.949,25.159,25.159,28.344,28.344,28.346,27.213,27.213,27.848,6q,19.555,6t,23.585
KM504115,639,6,29.890,29.890,29.338,24.165,23.576,23.968,24.961,28.299,27.332,25.205,25.987,26.415,25.755,26.591,26.783,26.783,21.746,23.211,5.164,25.978,26.299,21.260,21.260,22.222,29.133,29.133,27.027,27.027,25.873,25.873,27.287,27.287,23.492,28.780,28.780,25.000,25.000,21.870,21.870,27.141,27.141,25.750,27.465,27.465,28.639,6q,5.164,6t,21.260
KM504116,639,6,28.125,28.125,29.968,25.437,24.842,24.603,24.922,28.502,27.027,27.215,27.663,27.959,26.073,27.732,27.460,27.460,20.952,24.006,7.042,26.761,27.564,20.472,20.472,21.990,29.005,29.005,28.140,28.140,26.149,26.149,27.402,27.402,24.127,29.272,29.272,26.349,26.349,22.785,22.785,27.646,27.646,26.645,28.157,28.157,28.797,6q,7.042,6t,20.472
KM504117,635,6,27.975,27.975,29.606,22.967,23.138,24.333,24.766,26.115,26.783,25.791,26.480,26.578,24.355,26.471,27.778,27.778,21.463,22.010,19.370,27.543,25.914,22.642,22.642,24.406,27.687,27.687,27.575,27.575,27.504,27.504,26.698,26.698,23.734,26.917,26.917,26.052,26.052,23.642,23.642,25.556,25.556,25.750,27.212,27.212,26.825,6q,19.370,6o,21.463
KM504118,627,6,29.564,29.564,29.665,22.364,24.281,25.397,24.402,26.358,28.914,26.904,27.045,27.627,27.113,28.125,29.557,29.557,22.807,22.417,20.255,26.911,27.592,23.604,23.604,22.576,27.273,27.273,26.198,26.198,27.592,27.592,27.157,27.157,24.127,29.542,29.542,28.314,28.314,21.372,21.372,28.407,28.407,25.363,28.293,28.293,27.796,6q,20.255,6xf,21.372
KM504119,632,6,29.068,29.068,28.639,27.899,27.597,25.399,26.667,29.097,18.038,23.223,23.175,24.595,21.767,23.175,21.835,21.835,26.797,28.715,25.596,27.690,30.794,25.357,25.357,29.253,26.171,26.171,26.504,26.504,26.624,26.624,22.749,22.749,28.780,28.935,28.935,21.767,21.767,26.929,26.929,23.150,23.150,29.206,21.683,21.683,23.016,6h,18.038,6xe,21.767
KM504120,638,6,28.056,28.056,29.781,24.290,26.108,23.052,24.337,26.466,28.039,26.266,26.391,27.152,26.550,28.268,26.984,26.984,21.429,23.016,15.047,28.326,27.848,22.992,22.992,22.003,29.460,29.460,28.571,28.571,26.508,26.508,26.814,26.814,24.960,29.048,29.048,26.032,26.032,22.468,22.468,26.550,26.550,26.206,28.239,28.239,28.189,6q,15.047,6o,21.429
KM504121,636,6,28.213,28.213,30.442,27.100,27.258,25.629,26.572,25.645,29.952,29.952,29.228,29.568,27.892,30.000,28.758,28.758,26.667,26.667,22.484,28.056,27.858,26.562,26.562,24.960,29.794,29.794,26.466,26.466,28.935,28.935,30.476,30.476,25.238,28.981,28.981,28.151,28.151,26.794,26.794,29.133,29.133,27.581,29.858,29.858,30.709,6q,22.484,6xc,25.238
KM504122,633,6,29.542,29.542,29.226,28.268,29.213,26.754,29.206,30.684,10.427,23.697,22.540,25.321,23.138,22.381,23.810,23.810,28.165,28.785,26.868,28.843,30.897,27.778,27.778,29.575,27.994,27.994,26.984,26.984,28.481,28.481,23.175,23.175,28.381,28.571,28.571,25.397,25.397,26.997,26.997,25.316,25.316,29.308,23.145,23.145,23.810,6h,10.427,6m,22.381
KM504123,632,6,30.625,30.625,31.875,30.952,29.642,31.002,28.840,31.696,30.193,29.085,32.332,31.382,31.320,,32.338,32.338,27.937,28.778,27.002,29.356,9.968,28.707,28.707,30.048,29.630,29.630,30.366,30.366,30.000,30.000,30.332,30.332,30.476,30.716,30.716,30.586,30.586,28.165,28.165,32.226,32.226,28.165,30.565,30.565,31.132,6s,9.968,6q,27.002
KM504124,630,6,27.630,27.630,30.660,9.683,23.847,25.278,27.027,30.000,27.504,29.477,31.002,29.296,29.094,29.441,29.335,29.335,23.445,23.175,24.525,28.006,29.160,25.359,25.359,24.723,29.441,29.441,29.825,29.825,29.853,29.853,29.364,29.364,25.397,29.606,29.606,27.962,27.962,26.954,26.954,29.506,29.506,29.160,28.042,28.042,29.430,6c,9.683,6p,23.175
KM587627,638,6,9.561,9.561,23.622,29.002,31.613,27.172,30.156,30.476,29.747,28.031,31.696,30.658,30.016,30.269,30.794,30.794,27.345,28.571,28.281,30.203,30.079,28.125,28.125,28.226,29.653,29.653,29.794,29.794,29.365,29.365,29.589,29.589,29.319,22.381,22.381,29.002,29.002,29.688,29.688,30.476,30.476,29.921,30.016,30.016,30.016,6a,9.561,6xd,22.381
KM587628,639,6,9.859,9.859,23.344,27.460,30.394,27.778,28.549,30.016,30.538,28.502,30.159,28.904,30.016,30.586,30.317,30.317,27.504,26.709,27.473,29.688,30.063,28.750,28.750,28.663,30.357,30.357,28.209,28.209,29.524,29.524,29.747,29.747,29.430,20.509,20.509,27.778,27.778,29.160,29.160,30.490,30.490,29.403,30.660,30.660,31.013,6a,9.859,6xd,20.509
KM587629,639,6,28.549,28.549,28.254,29.094,26.550,11.894,29.365,30.144,29.048,29.253,28.935,28.065,26.316,28.868,28.006,28.006,25.080,25.000,24.570,29.953,28.254,25.837,25.837,19.558,29.140,29.140,29.665,29.665,27.448,27.448,28.935,28.935,22.907,29.272,29.272,28.435,28.435,27.981,27.981,26.954,26.954,30.159,29.248,29.248,27.850,6e,11.894,6u,19.558
