Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KY608702,6,23.779,23.779,26.628,22.898,23.313,24.291,23.596,24.701,17.720,3.612,13.657,20.814,21.109,19.966,19.174,19.174,23.012,23.529,24.614,23.496,25.823,23.042,23.042,22.959,23.553,23.553,24.321,24.321,22.153,22.153,19.943,19.943,24.787,25.413,25.413,19.638,19.638,23.352,23.352,18.197,18.197,23.190,20.645,20.645,21.805,6i,3.612,6j,13.657
KY608703,6,23.176,23.176,23.893,22.753,22.833,22.462,23.313,23.099,20.568,21.445,21.331,15.652,5.389,19.124,18.141,18.141,22.538,22.405,22.281,21.983,24.158,23.744,23.744,22.266,22.549,22.549,23.055,23.055,20.995,20.995,16.506,16.506,24.215,23.437,23.437,18.714,18.714,22.663,22.663,18.342,18.342,22.915,16.846,16.846,16.959,6l,5.389,6k,15.652
KY608704,6,24.007,24.007,24.781,23.293,23.509,23.293,23.649,23.570,22.356,21.837,22.209,16.753,5.565,19.908,19.220,19.220,22.785,22.719,22.884,22.350,25.029,24.899,24.899,23.381,23.193,23.193,24.465,24.465,21.589,21.589,16.351,16.351,24.566,23.743,23.743,20.080,20.080,23.157,23.157,19.105,19.105,23.509,16.638,16.638,17.310,6l,5.565,6xb,16.351
KY608705,6,27.244,27.244,29.496,27.692,27.692,25.965,27.179,27.812,25.860,24.659,26.173,21.436,9.128,24.636,22.902,22.902,26.625,26.434,26.433,27.459,27.795,28.096,28.096,26.127,27.932,27.932,29.032,29.032,26.146,26.146,20.718,20.718,27.992,29.049,29.049,24.380,24.380,27.077,27.077,22.902,22.902,28.689,21.156,21.156,21.721,6l,9.128,6xb,20.718
KY608706,6,24.227,24.227,25.131,23.143,23.232,22.962,23.834,23.680,22.350,21.837,22.120,16.849,5.865,20.127,18.631,18.631,22.877,23.705,23.974,23.360,24.797,25.029,25.029,22.829,24.054,24.054,24.390,24.390,21.855,21.855,16.274,16.274,25.492,24.781,24.781,18.905,18.905,23.979,23.979,18.056,18.056,22.984,16.724,16.724,17.592,6l,5.865,6xb,16.274
KY608707,6,22.945,22.945,25.096,22.870,23.369,23.537,23.126,23.934,20.683,19.936,20.229,20.243,19.630,7.668,14.341,14.341,23.211,23.454,23.439,22.846,24.618,23.959,23.959,22.405,23.204,23.204,24.602,24.602,21.792,21.792,20.701,20.701,23.661,24.634,24.634,16.411,16.411,23.949,23.949,15.242,15.242,23.165,19.659,19.659,20.532,6m,7.668,6n,14.341
KY608708,6,23.005,23.005,25.078,23.096,22.730,23.086,23.277,23.807,20.892,19.588,20.510,20.087,20.518,7.347,14.700,14.700,23.692,22.645,22.459,23.402,25.172,23.671,23.671,22.500,23.286,23.286,24.161,24.161,22.455,22.455,20.171,20.171,24.022,24.392,24.392,15.600,15.600,23.821,23.821,15.661,15.661,22.637,19.491,19.491,19.951,6m,7.347,6n,14.700
KY608709,6,23.743,23.743,24.722,22.085,21.778,23.563,22.127,23.309,20.271,19.220,19.537,19.007,18.736,15.789,4.120,4.120,22.254,21.579,21.780,22.185,23.950,23.606,23.606,21.715,22.401,22.401,22.391,22.391,20.205,20.205,19.074,19.074,22.740,24.079,24.079,12.133,12.133,23.081,23.081,10.646,10.646,22.016,19.402,19.402,18.995,6n,4.120,6xg,10.646
KY608710,6,22.911,22.911,24.752,22.839,21.873,23.543,22.415,22.997,20.218,19.507,20.034,18.603,18.499,15.106,3.379,3.379,22.633,22.229,22.077,22.483,24.166,24.206,24.206,21.637,22.015,22.015,22.324,22.324,20.393,20.393,19.198,19.198,22.935,23.553,23.553,11.741,11.741,22.910,22.910,9.851,9.851,22.394,19.301,19.301,18.469,6n,3.379,6xg,9.851
KY608711,6,23.860,23.860,25.190,23.405,23.506,24.713,23.276,24.239,21.543,20.812,20.959,20.353,19.852,16.876,5.705,5.705,23.533,23.064,22.743,23.349,25.575,24.957,24.957,23.204,23.403,23.403,23.945,23.945,21.922,21.922,20.821,20.821,23.807,24.387,24.387,13.063,13.063,24.187,24.187,12.208,12.208,23.788,20.981,20.981,19.871,6n,5.705,6xg,12.208
KY608712,6,23.715,23.715,25.336,22.908,23.112,24.331,22.436,24.170,21.689,20.336,20.995,19.931,18.927,16.116,4.682,4.682,23.265,23.081,23.086,23.210,24.956,24.242,24.242,23.050,23.045,23.045,23.587,23.587,21.108,21.108,20.347,20.347,23.543,24.212,24.212,13.006,13.006,24.220,24.220,11.098,11.098,22.948,20.612,20.612,19.579,6n,4.682,6xg,11.098
KY608713,6,25.510,25.510,25.000,19.582,21.002,20.462,20.812,23.466,26.316,25.768,25.966,24.422,24.690,25.042,23.142,23.142,19.015,8.460,20.775,21.002,24.048,21.085,21.085,21.094,25.217,25.217,24.115,24.115,23.446,23.446,24.113,24.113,21.259,24.781,24.781,24.577,24.577,21.308,21.308,22.727,22.727,24.507,24.644,24.644,25.015,6p,8.460,6o,19.015
KY608714,6,24.042,24.042,24.521,19.181,20.391,18.926,18.816,23.230,24.231,25.016,23.821,23.493,22.145,22.307,22.046,22.046,19.424,19.658,5.586,19.001,23.724,20.294,20.294,19.853,23.615,23.615,22.317,22.317,23.162,23.162,23.237,23.237,17.741,23.385,23.385,22.730,22.730,21.030,21.030,21.694,21.694,23.072,23.744,23.744,23.002,6q,5.586,6xc,17.741
KY608715,6,24.722,24.722,24.942,19.713,20.263,19.805,19.264,23.086,24.510,25.393,24.582,22.371,22.754,23.086,22.629,22.629,19.713,19.244,6.221,19.108,23.629,20.115,20.115,19.702,23.834,23.834,22.813,22.813,23.722,23.722,22.852,22.852,19.229,23.509,23.509,23.183,23.183,21.339,21.339,22.279,22.279,23.469,23.951,23.951,23.423,6q,6.221,6r,19.108
KY608716,6,23.993,23.993,24.122,18.911,20.447,19.061,18.930,22.855,24.437,24.986,24.076,22.831,22.229,22.332,22.106,22.106,19.289,18.900,5.340,19.244,23.604,20.057,20.057,19.416,23.265,23.265,22.241,22.241,23.563,23.563,22.817,22.817,17.444,23.684,23.684,23.257,23.257,20.974,20.974,22.356,22.356,23.081,24.527,24.527,23.349,6q,5.340,6xc,17.444
KY608717,6,25.652,25.652,26.343,21.128,22.154,20.431,20.308,25.543,25.630,27.141,24.921,23.906,23.517,24.258,23.326,23.326,20.949,21.014,5.383,21.414,25.417,23.402,23.402,20.637,24.760,24.760,24.385,24.385,25.699,25.699,25.184,25.184,20.497,25.207,25.207,23.780,23.780,22.439,22.439,24.532,24.532,25.333,25.930,25.930,25.393,6q,5.383,6f,20.308
KY608718,6,26.019,26.019,25.723,20.676,21.744,19.713,20.410,26.605,25.498,27.471,25.871,24.174,24.488,24.736,24.556,24.556,21.672,21.014,6.625,20.697,25.756,23.736,23.736,19.918,25.586,25.586,24.283,24.283,24.870,24.870,25.026,25.026,20.497,24.690,24.690,24.324,24.324,22.564,22.564,24.767,24.767,25.026,25.603,25.603,25.000,6q,6.625,6e,19.713
KY624459,6,25.148,25.148,24.478,23.494,25.373,22.619,25.000,24.776,28.060,26.190,27.381,26.254,25.595,25.444,22.781,22.781,24.159,24.405,26.269,24.478,28.125,26.627,26.627,19.585,25.595,25.595,27.164,27.164,21.472,21.472,28.274,28.274,24.771,25.816,25.816,23.964,23.964,24.260,24.260,23.669,23.669,24.699,26.190,26.190,28.869,6u,19.585,6xa,21.472
KY624460,6,23.582,23.582,23.881,22.630,20.896,19.288,23.442,26.994,24.620,26.786,28.221,27.300,25.672,25.373,20.859,20.859,22.393,20.597,26.687,25.836,27.893,23.926,23.926,22.917,24.847,24.847,26.220,26.220,2.077,2.077,25.672,25.672,23.148,22.687,22.687,23.171,23.171,25.970,25.970,23.582,23.582,25.767,27.164,27.164,27.219,6xa,2.077,6e,19.288
KY624461,6,28.783,28.783,28.221,21.884,23.724,23.423,23.739,25.225,24.324,22.492,24.024,22.523,20.420,19.585,2.077,2.077,22.188,20.743,23.404,25.150,27.244,23.529,23.529,24.629,27.301,27.301,25.153,25.153,21.166,21.166,22.699,22.699,24.768,25.816,25.816,11.276,11.276,24.332,24.332,11.573,11.573,24.615,22.823,22.823,22.188,6n,2.077,6xe,11.276
KY624462,6,25.767,25.767,27.164,25.150,24.233,27.463,25.298,24.107,25.373,25.672,27.761,25.075,26.488,24.702,26.807,26.807,26.687,28.060,24.625,24.776,28.358,29.762,29.762,27.300,2.671,2.671,24.702,24.702,24.540,24.540,28.182,28.182,28.529,24.702,24.702,25.595,25.595,23.810,23.810,26.488,26.488,26.126,27.761,27.761,30.149,6v,2.671,6xf,23.810
KY624463,6,27.596,27.596,26.220,22.531,23.423,23.724,24.926,25.225,22.523,21.914,23.423,21.922,20.120,19.288,3.264,3.264,21.277,20.755,22.188,25.749,27.103,23.585,23.585,24.629,26.074,26.074,24.540,24.540,20.552,20.552,21.779,21.779,24.768,25.519,25.519,11.276,11.276,24.926,24.926,10.979,10.979,24.242,21.922,21.922,23.148,6n,3.264,6xg,10.979
KY624464,6,25.519,25.519,26.567,25.000,23.582,25.373,27.893,26.567,21.194,19.403,20.896,22.388,20.896,8.605,18.101,18.101,25.519,23.214,23.054,27.164,26.480,25.223,25.223,26.409,24.107,24.107,25.672,25.672,24.847,24.847,23.214,23.214,25.994,24.332,24.332,15.134,15.134,25.223,25.223,18.991,18.991,25.225,22.985,22.985,23.582,6m,8.605,6xe,15.134
KY624466,6,26.074,26.074,26.567,26.647,25.153,28.657,26.190,25.298,26.269,26.866,27.761,25.672,26.786,26.190,26.205,26.205,26.687,27.164,25.526,25.373,29.254,28.869,28.869,27.679,3.858,3.858,27.083,27.083,24.847,24.847,28.097,28.097,29.730,24.478,24.478,26.190,26.190,23.810,23.810,26.786,26.786,28.228,27.463,27.463,29.552,6v,3.858,6xf,23.810
KY624467,6,29.674,29.674,28.049,22.531,23.423,23.724,24.036,26.727,24.324,22.840,24.024,21.922,19.820,19.585,2.967,2.967,21.277,22.082,24.620,25.150,28.037,24.843,24.843,24.926,27.914,27.914,25.767,25.767,21.779,21.779,23.313,23.313,26.006,26.113,26.113,12.166,12.166,24.332,24.332,12.463,12.463,26.970,23.123,23.123,23.457,6n,2.967,6xe,12.166
KY624469,6,24.405,24.405,25.970,24.024,26.567,23.373,24.852,25.970,27.976,27.976,27.976,25.882,25.595,26.786,22.936,22.936,24.465,25.000,27.327,25.595,29.167,27.027,27.027,20.536,25.373,25.373,26.488,26.488,22.018,22.018,28.571,28.571,25.076,26.190,26.190,24.702,24.702,23.739,23.739,23.512,23.512,26.205,26.488,26.488,28.487,6u,20.536,6xa,22.018
KY624473,6,28.049,28.049,26.524,20.552,22.754,24.551,25.223,25.526,23.724,20.988,24.024,21.021,21.321,19.585,4.154,4.154,22.492,20.063,24.620,24.850,27.414,23.899,23.899,25.519,26.687,26.687,24.847,24.847,20.122,20.122,22.324,22.324,26.006,25.444,25.444,12.760,12.760,23.145,23.145,13.650,13.650,24.848,22.156,22.156,23.765,6n,4.154,6xe,12.760
KY624478,6,26.994,26.994,27.744,19.753,20.721,22.619,22.393,25.526,23.512,20.370,22.222,20.833,18.919,18.018,2.388,2.388,21.581,19.497,21.231,22.255,26.168,22.642,22.642,24.024,26.074,26.074,23.620,23.620,20.245,20.245,20.552,20.552,25.077,25.460,25.460,12.312,12.312,23.123,23.123,11.963,11.963,23.333,21.021,21.021,22.324,6n,2.388,6xe,12.312
KY624480,6,27.596,27.596,27.439,20.370,21.622,22.823,21.958,24.324,23.123,22.222,23.123,21.021,18.619,19.288,2.077,2.077,20.973,19.811,21.884,23.353,26.480,22.961,22.961,23.442,26.380,26.380,23.620,23.620,20.245,20.245,20.552,20.552,24.149,25.223,25.223,11.869,11.869,23.145,23.145,12.463,12.463,25.152,21.922,21.922,21.914,6n,2.077,6xe,11.869
KY624481,6,28.487,28.487,28.963,22.154,23.724,23.423,24.926,26.543,24.074,23.123,24.383,22.523,21.021,21.068,4.451,4.451,23.708,20.183,23.476,24.615,27.414,25.076,25.076,24.926,28.076,28.076,26.380,26.380,22.086,22.086,22.699,22.699,26.006,27.596,27.596,13.415,13.415,25.816,25.816,12.463,12.463,25.455,23.123,23.123,24.625,6n,4.451,6xg,12.463
KY624482,6,23.214,23.214,23.881,22.356,20.299,19.288,23.739,27.463,25.816,26.586,28.358,27.596,26.269,24.776,20.606,20.606,22.086,19.335,27.523,24.556,28.354,22.671,22.671,23.512,26.269,26.269,27.300,27.300,3.264,3.264,26.269,26.269,23.148,23.284,23.284,24.629,24.629,24.179,24.179,23.009,23.009,24.771,26.190,26.190,27.844,6xa,3.264,6e,19.288
KY624483,6,27.300,27.300,28.358,25.602,23.853,24.478,26.627,26.567,21.194,22.090,23.582,23.582,23.284,12.463,16.914,16.914,24.926,22.917,25.672,27.381,29.595,26.331,26.331,25.148,25.893,25.893,23.512,23.512,25.373,25.373,23.780,23.780,27.273,25.816,25.816,18.694,18.694,25.519,25.519,16.914,16.914,26.426,25.373,25.373,25.970,6m,12.463,6xg,16.914
KY624484,6,22.849,22.849,25.075,23.853,22.687,21.194,24.478,26.911,26.911,27.515,28.875,28.060,24.926,25.970,22.086,22.086,23.926,20.299,26.687,25.767,30.000,25.153,25.153,24.405,25.460,25.460,26.074,26.074,4.776,4.776,27.300,27.300,24.478,22.985,22.985,24.847,24.847,26.269,26.269,24.179,24.179,26.300,27.596,27.596,27.164,6xa,4.776,6p,20.299
KY624486,6,22.849,22.849,23.881,23.853,21.194,19.881,24.332,27.607,26.748,26.786,28.135,27.893,25.672,26.567,21.779,21.779,23.926,21.791,26.994,26.444,29.080,24.233,24.233,24.107,24.159,24.159,26.220,26.220,2.671,2.671,27.164,27.164,23.457,22.687,22.687,24.695,24.695,25.373,25.373,23.881,23.881,25.460,27.761,27.761,27.515,6xa,2.671,6e,19.881
KY624488,6,26.380,26.380,27.164,24.850,24.847,27.761,25.223,24.179,25.373,25.970,27.463,23.881,26.866,25.000,26.506,26.506,26.687,28.358,25.225,25.075,28.358,29.167,29.167,27.976,3.858,3.858,27.164,27.164,25.767,25.767,28.485,28.485,28.228,24.702,24.702,25.893,25.893,23.512,23.512,26.190,26.190,26.426,26.567,26.567,28.955,6v,3.858,6xf,23.512
KY695152,6,27.760,27.760,28.976,24.367,25.118,25.791,25.000,26.741,23.259,21.519,22.275,22.468,20.411,19.146,6.013,6.013,24.209,25.118,24.882,26.224,25.592,26.108,26.108,24.803,28.910,28.910,23.259,23.259,24.448,24.448,22.310,22.310,26.108,29.114,29.114,13.902,13.902,24.684,24.684,14.241,14.241,25.000,21.994,21.994,23.734,6n,6.013,6xe,13.902
KY968977,6,6.612,6.612,21.330,25.549,26.171,27.248,26.923,27.548,28.375,27.596,29.508,27.614,27.568,27.855,28.375,28.375,26.648,24.148,28.022,25.278,27.855,26.796,26.796,27.747,26.997,26.997,26.027,26.027,23.691,23.691,27.437,27.437,29.121,19.553,19.553,27.747,27.747,28.846,28.846,27.869,27.869,25.543,29.570,29.570,26.449,6a,6.612,6xd,19.553
L23475,6,4.505,4.505,22.642,25.000,,,28.638,27.059,,27.027,29.714,,,,28.723,28.723,27.027,26.577,,,27.477,30.000,30.000,,27.189,27.189,27.232,27.232,25.238,25.238,25.600,25.600,,23.874,23.874,28.723,28.723,30.882,30.882,28.191,28.191,24.215,,,,6a,4.505,6b,22.642
L38379,6,5.015,5.015,20.625,27.729,24.342,,28.324,28.660,,26.239,29.825,,28.529,27.353,29.794,29.794,27.405,26.126,,27.988,27.566,27.451,27.451,,27.059,27.059,25.806,25.806,23.684,23.684,29.738,29.738,,20.760,20.760,29.118,29.118,27.778,27.778,28.614,28.614,23.765,30.994,30.994,29.448,6a,5.015,6xd,20.760
L38380,6,24.625,24.625,24.925,20.710,19.033,18.639,20.118,24.773,28.097,27.711,27.950,25.868,28.107,26.582,21.450,21.450,17.221,5.588,22.781,20.710,27.190,18.731,18.731,18.429,29.607,29.607,25.301,25.301,22.289,22.289,26.506,26.506,22.356,22.648,22.648,26.426,26.426,23.125,23.125,24.398,24.398,26.506,27.795,27.795,28.097,6p,5.588,6o,17.221
L38382,6,25.369,25.369,26.331,22.714,21.006,20.433,20.059,26.923,30.383,30.383,30.588,29.412,28.319,25.466,22.714,22.714,6.471,18.731,25.959,23.599,,20.944,20.944,21.534,28.235,28.235,25.074,25.074,23.894,23.894,28.116,28.116,24.189,22.109,22.109,27.434,27.434,24.092,24.092,25.369,25.369,25.959,28.319,28.319,29.283,6o,6.471,6p,18.731
L49483,6,26.380,26.380,27.700,23.944,22.273,24.091,5.455,25.275,,,27.692,28.108,26.178,,25.616,25.616,23.182,21.364,22.170,16.818,,20.093,20.093,22.326,29.167,29.167,28.251,28.251,25.000,25.000,29.000,29.000,25.676,28.293,28.293,,,25.114,25.114,,,28.636,,,26.452,6f,5.455,6r,16.818
LC368409,6,23.872,23.872,26.442,23.152,22.137,23.740,22.838,25.085,22.648,21.663,22.404,20.652,19.674,17.068,2.717,2.717,22.702,22.633,22.322,22.876,24.587,24.972,24.972,22.137,24.059,24.059,23.610,23.610,23.094,23.094,20.652,20.652,23.614,26.390,26.390,12.717,12.717,24.229,24.229,12.609,12.609,24.537,19.891,19.891,20.761,6n,2.717,6xg,12.609
LC368421,6,23.675,23.675,24.690,24.324,25.676,23.982,24.605,24.177,27.201,26.849,26.117,25.714,25.989,24.944,22.971,22.971,25.422,24.212,24.829,25.084,25.766,27.334,27.334,23.060,25.377,25.377,25.365,25.365,20.406,20.406,27.273,27.273,24.321,24.099,24.099,24.943,24.943,23.820,23.820,23.243,23.243,26.043,24.857,24.857,26.441,6xa,20.406,6u,23.060
LC368423,6,24.149,24.149,26.442,23.160,23.228,24.860,22.949,25.714,23.261,22.427,22.693,21.313,19.806,17.768,3.660,3.660,23.588,23.420,23.224,23.094,25.166,24.972,24.972,23.542,24.832,24.832,23.723,23.723,23.407,23.407,20.452,20.452,25.165,25.627,25.627,12.917,12.917,24.757,24.757,12.917,12.917,25.300,20.667,20.667,20.667,6n,3.660,6xg,12.917
LC368435,6,24.642,24.642,27.362,23.402,23.446,25.196,22.727,25.653,23.085,21.421,22.926,21.413,20.217,17.505,2.935,2.935,23.145,23.286,22.886,23.965,24.807,24.748,24.748,22.907,24.343,24.343,24.631,24.631,23.757,23.757,20.326,20.326,24.169,26.609,26.609,12.609,12.609,24.532,24.532,12.717,12.717,24.646,19.674,19.674,21.196,6n,2.935,6xe,12.609
LC435021,6,6.977,6.977,17.591,23.540,24.150,24.851,25.119,23.160,25.283,24.329,25.450,24.821,24.421,23.270,24.024,24.024,24.299,24.538,24.671,24.226,25.225,24.581,24.581,24.434,23.287,23.287,26.294,26.294,22.076,22.076,25.357,25.357,24.326,17.233,17.233,25.253,25.253,25.268,25.268,23.914,23.914,24.702,24.093,24.093,24.345,6a,6.977,6xd,17.233
LC435023,6,24.035,24.035,24.898,18.172,18.500,8.742,18.571,21.233,24.210,23.837,23.880,23.012,22.704,22.373,22.028,22.028,17.714,19.120,19.036,19.606,21.514,17.497,17.497,13.762,23.968,23.968,21.328,21.328,21.279,21.279,23.416,23.416,14.399,24.079,24.079,21.746,21.746,19.155,19.155,22.065,22.065,23.519,23.847,23.847,23.729,6e,8.742,6u,13.762
LC435024,6,23.673,23.673,23.364,19.571,18.849,19.695,13.311,21.041,23.580,23.426,22.885,22.517,22.341,22.456,21.690,21.690,19.875,18.397,19.506,2.312,21.964,19.514,19.514,19.639,22.892,22.892,21.521,21.521,22.530,22.530,22.435,22.435,18.888,22.807,22.807,22.391,22.391,20.034,20.034,20.779,20.779,21.771,23.198,23.198,23.801,6r,2.312,6f,13.311
LC435027,6,24.386,24.386,24.971,18.002,18.669,8.855,18.704,21.233,24.095,23.737,23.950,22.917,22.466,22.391,21.972,21.972,17.600,18.951,18.566,19.662,21.855,17.497,17.497,13.875,23.853,23.853,21.328,21.328,21.109,21.109,22.986,22.986,14.399,24.079,24.079,22.085,22.085,19.233,19.233,21.951,21.951,23.632,23.791,23.791,24.079,6e,8.855,6u,13.875
LC435028,6,23.615,23.615,23.364,19.289,18.567,19.470,13.254,20.984,23.295,23.426,22.658,22.799,22.116,22.115,21.634,21.634,19.762,18.228,19.389,2.143,21.907,19.298,19.298,19.526,22.949,22.949,21.465,21.465,22.304,22.304,22.322,22.322,18.661,22.690,22.690,22.335,22.335,19.865,19.865,20.904,20.904,21.658,22.973,22.973,23.626,6r,2.143,6f,13.254
KT190710,6,29.139,29.139,25.743,23.148,20.433,20.000,22.476,23.529,27.148,28.655,29.210,28.289,26.774,29.373,25.664,25.664,25.733,22.956,26.398,25.926,,22.697,22.697,24.919,26.073,26.073,24.590,24.590,25.743,25.743,30.769,30.769,24.308,24.834,24.834,26.254,26.254,8.235,8.235,26.471,26.471,26.543,,,30.814,6xf,8.235,6d,20.433
KT190711,6,,,27.063,21.053,21.672,20.323,23.853,22.006,27.859,26.471,27.859,28.024,25.987,28.383,25.664,25.664,25.407,23.292,26.452,24.691,,23.547,23.547,23.625,25.083,25.083,26.316,26.316,25.743,25.743,28.289,28.289,24.847,26.923,26.923,26.254,26.254,7.353,7.353,26.254,26.254,26.073,27.551,27.551,28.863,6xf,7.353,6e,20.323
KT735662,6,22.328,22.328,22.998,20.867,22.247,23.032,21.348,21.332,20.605,17.998,18.764,17.627,17.667,14.977,6.734,6.734,21.323,21.095,20.046,20.545,24.457,20.868,20.868,22.857,20.534,20.534,23.182,23.182,20.068,20.068,17.416,17.416,22.121,21.461,21.461,10.787,10.787,21.279,21.279,8.754,8.754,20.658,18.286,18.286,17.770,6n,6.734,6xg,8.754
KT735665,6,5.916,5.916,16.553,21.663,23.077,23.921,23.086,21.112,20.887,21.612,22.924,22.456,21.704,22.637,23.024,23.024,22.057,22.105,22.807,22.402,22.834,22.222,22.222,22.791,20.468,20.468,22.611,22.611,20.000,20.000,22.209,22.209,22.979,15.040,15.040,21.420,21.420,24.150,24.150,21.993,21.993,21.653,23.016,23.016,22.365,6a,5.916,6xd,15.040
KT735668,6,23.482,23.482,23.771,21.957,22.084,23.095,22.122,22.573,19.865,18.014,18.339,17.391,17.560,14.769,2.697,2.697,21.868,20.392,21.512,21.526,25.143,22.222,22.222,22.588,21.395,21.395,22.500,22.500,19.729,19.729,18.256,18.256,22.727,21.257,21.257,11.136,11.136,21.688,21.688,8.784,8.784,21.551,18.305,18.305,16.376,6n,2.697,6xg,8.784
KT735669,6,21.625,21.625,22.971,20.933,21.518,22.607,20.922,21.041,20.067,17.600,18.090,16.073,17.273,14.092,2.796,2.796,21.071,20.159,21.191,20.159,23.973,21.298,21.298,21.907,20.186,20.186,21.882,21.882,18.427,18.427,17.773,17.773,22.045,20.457,20.457,10.225,10.225,21.805,21.805,7.718,7.718,20.387,17.966,17.966,16.028,6n,2.796,6xg,7.718
KT735674,6,18.713,18.713,20.320,20.069,22.018,22.067,21.533,22.537,21.965,21.274,22.769,21.584,20.833,21.622,18.793,18.793,21.689,20.709,23.148,21.764,22.577,22.108,22.108,22.197,18.076,18.076,23.139,23.139,1.802,1.802,22.691,22.691,21.487,19.676,19.676,21.219,21.219,22.874,22.874,20.791,20.791,21.205,21.371,21.371,21.537,6xa,1.802,6v,18.076
KT735681,6,22.222,22.222,24.374,21.388,22.449,23.326,21.822,22.361,20.225,16.819,18.613,17.816,17.386,14.318,9.060,9.060,21.298,21.389,22.584,19.932,25.085,22.893,22.893,22.701,21.047,21.047,22.247,22.247,20.833,20.833,18.140,18.140,22.159,21.968,21.968,10.562,10.562,21.336,21.336,2.685,2.685,21.606,18.879,18.879,18.605,6xg,2.685,6n,9.060
KT735687,6,21.993,21.993,23.804,21.680,22.398,23.210,22.047,21.339,19.775,16.059,17.512,17.043,17.045,14.205,8.389,8.389,21.160,20.296,22.408,20.046,24.543,22.210,22.210,22.424,20.510,20.510,22.020,22.020,20.651,20.651,16.937,16.937,21.932,20.938,20.938,9.843,9.843,21.346,21.346,1.566,1.566,20.814,18.172,18.172,17.674,6xg,1.566,6n,8.389
KT735689,6,22.108,22.108,23.918,21.388,22.449,22.864,22.497,21.793,20.000,16.476,18.613,17.586,17.841,14.769,8.949,8.949,21.298,21.053,23.146,20.387,24.518,22.551,22.551,22.247,21.578,21.578,22.701,22.701,20.721,20.721,17.907,17.907,22.273,21.625,21.625,10.337,10.337,21.805,21.805,2.573,2.573,21.267,18.764,18.764,18.140,6xg,2.573,6n,8.949
KT735690,6,18.830,18.830,20.320,19.725,20.528,21.951,21.124,22.424,22.999,21.640,22.870,21.010,20.651,21.300,19.283,19.283,21.119,19.794,22.801,20.962,22.260,21.313,21.313,22.543,18.424,18.424,23.050,23.050,1.902,1.902,22.071,22.071,21.370,19.676,19.676,21.260,21.260,22.644,22.644,20.067,20.067,20.626,21.943,21.943,21.470,6xa,1.902,6v,18.424
KT735695,6,22.197,22.197,22.971,21.160,21.744,22.171,21.597,21.154,19.955,17.640,17.396,15.940,16.932,13.964,2.461,2.461,20.843,19.910,21.336,21.071,24.658,21.754,21.754,21.907,20.964,20.964,22.032,22.032,18.806,18.806,18.110,18.110,22.500,20.137,20.137,10.337,10.337,21.571,21.571,8.054,8.054,20.592,17.946,17.946,15.796,6n,2.461,6xg,8.054
KT735697,6,22.680,22.680,24.374,21.957,22.789,23.326,22.835,22.247,20.337,16.705,18.844,17.931,18.295,15.107,9.172,9.172,21.754,21.277,23.708,20.957,25.085,23.007,23.007,22.815,22.042,22.042,23.269,23.269,21.171,21.171,18.372,18.372,22.955,22.082,22.082,10.787,10.787,22.274,22.274,2.908,2.908,21.719,19.108,19.108,18.721,6xg,2.908,6n,9.172
KT735698,6,22.222,22.222,24.146,21.461,22.045,23.326,21.822,21.291,20.000,15.771,17.803,16.897,17.614,14.205,7.995,7.995,21.005,20.295,22.135,19.704,25.085,22.121,22.121,22.526,20.838,20.838,22.146,22.146,20.721,20.721,17.270,17.270,22.071,21.053,21.053,10.147,10.147,21.336,21.336,1.689,1.689,21.041,18.192,18.192,17.620,6xg,1.689,6n,7.995
KT735700,6,18.713,18.713,20.205,19.954,22.018,22.067,21.461,22.424,22.385,21.160,23.008,21.584,20.763,21.437,18.842,18.842,21.689,20.595,23.032,21.764,22.500,21.993,21.993,22.081,18.076,18.076,23.139,23.139,1.796,1.796,22.526,22.526,21.370,19.560,19.560,21.035,21.035,22.759,22.759,20.833,20.833,21.205,21.257,21.257,21.420,6xa,1.796,6v,18.076
KT735704,6,22.081,22.081,23.853,21.957,22.676,23.495,22.349,21.486,19.493,15.491,17.457,16.667,16.588,14.171,8.163,8.163,21.298,20.772,21.977,20.205,24.913,22.437,22.437,22.639,20.534,20.534,21.793,21.793,20.733,20.733,16.977,16.977,22.323,20.476,20.476,9.681,9.681,21.102,21.102,1.814,1.814,20.757,17.742,17.742,17.674,6xg,1.814,6n,8.163
