Accession,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
KR072175,29.301,29.121,4.545,27.400,30.922,25.176,28.463,26.422,3,4.545,6,25.176
KR072176,28.759,30.220,6.734,27.471,30.769,25.044,28.788,26.654,3,6.734,6,25.044
KR072177,28.355,29.304,6.229,26.178,30.755,23.592,27.462,25.960,3,6.229,6,23.592
KR072178,28.843,28.571,3.704,26.195,30.263,24.689,27.462,25.368,3,3.704,6,24.689
KR072179,28.868,29.562,8.081,28.801,29.699,24.865,28.868,26.654,3,8.081,6,24.865
KR072180,29.245,28.909,7.071,27.400,31.522,25.176,27.841,28.125,3,7.071,6,25.176
KR072181,29.434,29.068,8.586,27.482,31.900,25.899,29.057,26.606,3,8.586,6,25.899
KR072182,30.185,31.022,8.418,28.369,30.341,24.640,29.222,27.757,3,8.418,6,24.640
KR072183,29.791,29.304,5.051,26.876,31.086,25.528,28.977,25.919,3,5.051,6,25.528
KR072184,28.355,28.938,4.714,27.051,30.899,24.120,27.652,26.287,3,4.714,6,24.120
KR072185,28.893,29.304,6.734,26.773,31.203,25.352,28.707,26.568,3,6.734,6,25.352
KR072186,28.409,28.991,6.397,27.700,29.783,25.352,28.113,27.174,3,6.397,6,25.352
KR072187,28.868,29.562,6.397,26.998,30.337,24.867,28.030,26.055,3,6.397,6,24.867
KR072188,29.112,28.388,5.387,26.702,29.775,24.296,26.792,27.390,3,5.387,6,24.296
KR072189,29.167,29.250,5.387,28.744,31.073,26.232,27.462,26.972,3,5.387,6,26.232
KR072190,29.002,28.650,6.397,27.471,31.073,25.000,27.324,27.022,3,6.397,6,25.000
KR072191,29.602,29.670,5.724,26.465,30.639,25.222,29.356,26.519,3,5.724,6,25.222
KR072192,29.981,30.109,6.902,27.531,30.354,25.222,28.437,26.789,3,6.902,6,25.222
KR072193,29.545,30.347,7.744,27.580,31.648,25.176,29.843,26.103,3,7.744,6,25.176
KR072194,29.057,29.616,7.071,27.273,30.410,25.528,28.220,27.706,3,7.071,6,25.528
KR072195,29.434,27.706,6.397,26.353,29.887,25.176,28.977,26.789,3,6.397,6,25.176
KR072196,30.246,29.541,6.566,26.702,31.402,25.704,27.841,26.838,3,6.566,6,25.704
KR072197,29.791,29.380,6.566,28.671,30.224,25.352,28.220,26.654,3,6.566,6,25.352
KR072198,29.057,28.885,6.588,26.678,29.803,25.528,27.736,26.838,3,6.588,6,25.528
KR072199,28.679,28.938,6.061,26.876,30.524,25.880,28.030,26.422,3,6.061,6,25.880
KR072200,28.409,28.755,6.229,26.527,31.492,24.429,28.598,25.919,3,6.229,6,24.429
KR072201,28.759,29.326,6.061,26.895,29.963,24.640,28.625,27.206,3,6.061,6,24.640
KR072202,29.167,29.304,4.882,27.531,30.019,24.648,28.030,27.523,3,4.882,6,24.648
KR072203,28.166,28.755,3.535,26.702,31.273,25.528,27.894,26.789,3,3.535,6,25.528
KR108428,29.344,29.596,4.389,28.927,30.518,29.128,29.708,29.091,3,4.389,6,29.128
KR108429,30.625,31.009,5.016,29.238,30.632,28.727,30.866,28.939,3,5.016,6,28.727
KR108430,30.055,29.908,4.389,28.640,29.865,28.460,30.732,29.193,3,4.389,6,28.460
KR108431,30.360,31.193,5.016,28.571,30.237,29.128,31.024,29.920,3,5.016,6,29.128
KR108432,31.142,30.467,4.553,28.771,30.754,28.906,30.915,26.880,3,4.553,6,28.906
KR108433,31.181,30.508,4.702,28.460,29.505,29.283,30.394,29.791,3,4.702,4,28.460
KR108434,31.654,31.620,5.329,28.754,30.058,29.860,30.866,31.051,3,5.329,4,28.754
KR108435,31.767,30.624,5.486,29.037,30.983,29.439,31.546,30.720,3,5.486,6,29.439
KR108436,31.406,29.946,5.965,29.595,32.168,29.485,31.230,29.100,3,5.965,6,29.485
KR108437,29.982,30.885,5.329,28.217,30.693,28.660,31.024,29.260,3,5.329,6,28.660
KR108438,31.554,31.560,4.702,28.616,30.693,29.969,31.181,28.571,3,4.702,4,28.616
KR108439,29.872,30.403,5.799,29.440,31.862,30.062,30.843,29.985,3,5.799,6,30.062
KR108440,28.902,31.193,5.016,29.082,30.952,29.128,30.189,28.617,3,5.016,6,29.128
KR108441,31.029,29.690,5.172,28.640,30.952,29.439,30.573,30.707,3,5.172,4,28.640
KR108442,31.181,30.755,4.075,29.238,30.952,29.751,30.866,29.743,3,4.075,4,29.238
KR108443,29.326,30.092,4.389,28.000,29.865,28.149,30.573,29.348,3,4.389,6,28.149
KR108444,30.612,30.755,4.702,28.435,30.975,29.600,30.856,29.112,3,4.702,4,28.435
KR108445,31.068,30.885,4.702,28.727,31.034,29.283,30.532,29.167,3,4.702,6,29.283
KR108446,30.268,30.459,5.016,29.549,30.192,28.660,30.470,29.421,3,5.016,6,28.660
KR108447,29.844,30.018,5.486,28.771,30.309,28.972,31.134,28.804,3,5.486,6,28.972
KR108448,29.375,30.459,4.859,28.025,30.495,28.660,30.346,29.630,3,4.859,6,28.660
KR108449,30.372,30.459,3.605,28.160,30.159,29.348,30.892,29.421,3,3.605,4,28.160
KR108450,30.250,29.755,5.329,28.771,31.151,28.816,31.811,29.260,3,5.329,6,28.816
KR108451,31.339,30.508,4.702,27.950,29.703,28.193,30.551,30.064,3,4.702,6,28.193
KR108452,31.024,30.320,4.075,28.594,30.495,29.120,30.915,29.091,3,4.075,6,29.120
KR108453,31.654,29.908,5.016,28.505,29.666,28.816,30.394,28.754,3,5.016,6,28.816
KR108454,29.865,30.826,5.486,28.816,30.460,28.149,31.024,29.814,3,5.486,6,28.149
KR108455,31.034,29.908,5.329,28.320,30.952,30.374,29.561,29.743,3,5.329,4,28.320
KR108456,31.496,31.391,5.016,29.037,30.966,29.283,31.024,29.600,3,5.016,6,29.283
KR108457,30.134,30.712,5.799,28.882,30.891,28.771,30.866,29.889,3,5.799,6,28.771
KR108458,30.225,29.908,4.859,28.800,30.572,29.549,30.573,29.346,3,4.859,4,28.800
KR108459,30.141,31.009,4.702,29.017,31.286,29.283,31.181,28.748,3,4.702,8,28.748
KR108460,31.132,31.073,4.859,29.037,30.830,28.460,29.899,29.421,3,4.859,6,28.460
KR108461,30.372,29.811,4.702,28.115,30.297,28.972,31.369,29.100,3,4.702,6,28.972
KR108462,31.024,30.885,4.389,27.640,30.495,29.238,30.866,28.732,3,4.389,4,27.640
KR108463,29.467,30.019,5.016,28.571,29.365,28.505,31.496,29.904,3,5.016,6,28.505
KR108464,29.144,30.092,3.762,29.280,30.159,30.062,30.079,28.617,3,3.762,8,28.617
KR108465,28.832,29.755,4.545,28.682,30.693,28.771,30.709,28.986,3,4.545,6,28.771
KR108466,30.781,30.092,4.075,28.320,29.960,28.972,30.866,29.743,3,4.075,6,28.972
KR108467,30.695,29.908,5.486,27.680,29.480,28.771,30.189,28.892,3,5.486,4,27.680
KR108468,28.516,30.508,5.486,28.019,30.040,28.460,31.496,29.374,3,5.486,6,28.460
KR108469,30.889,29.725,4.232,29.549,30.000,28.505,30.866,29.953,3,4.232,6,28.505
KR108470,30.165,29.594,4.702,28.816,30.495,28.951,30.658,29.100,3,4.702,6,28.951
KR108471,30.250,29.725,5.172,28.708,31.151,29.907,31.118,29.904,3,5.172,4,28.708
KR108472,28.736,30.459,5.956,29.375,29.480,28.460,30.866,29.238,3,5.956,6,28.460
KR108473,29.872,30.826,5.329,30.327,31.548,29.128,31.339,30.386,3,5.329,6,29.128
KR108474,30.470,30.697,5.024,28.056,30.952,29.017,30.360,29.308,3,5.024,4,28.056
KR108475,29.720,29.755,4.859,28.160,28.911,29.082,30.343,29.213,3,4.859,4,28.160
KR108476,29.508,30.885,3.918,29.017,30.830,29.017,31.181,29.549,3,3.918,6,29.017
KR108477,30.372,30.275,3.605,27.680,29.762,29.283,30.732,30.064,3,3.605,4,27.680
KR108478,31.505,31.579,5.965,28.460,29.865,28.505,30.645,30.303,3,5.965,6,28.505
KR108479,30.498,30.092,3.448,28.305,29.762,28.660,30.236,29.139,3,3.448,6,28.660
KR108480,30.769,30.331,5.643,27.636,30.843,29.751,30.511,29.791,3,5.643,4,27.636
KR108481,30.225,29.787,4.389,27.838,29.960,29.439,31.040,29.712,3,4.389,4,27.838
KR108482,30.156,30.459,3.605,28.727,29.762,29.128,31.654,29.421,3,3.605,6,29.128
KR108483,29.677,31.736,18.396,29.506,27.381,31.169,29.983,29.811,3,18.396,4,29.506
KR108484,,31.901,18.966,28.638,28.544,31.079,29.885,30.866,3,18.966,4,28.638
KR108485,,32.231,19.279,28.795,28.927,31.240,29.721,30.709,3,19.279,4,28.795
KR108486,30.323,32.295,17.555,29.421,29.502,31.768,,30.551,3,17.555,4,29.421
KR108487,,31.901,18.966,28.638,28.544,31.079,29.885,30.866,3,18.966,4,28.638
KR108488,30.210,32.026,18.025,29.062,29.310,31.079,30.380,29.921,3,18.025,4,29.062
KR108489,28.595,31.715,18.966,29.421,27.969,31.079,29.883,30.079,3,18.966,1,28.595
KR108490,30.372,32.562,18.809,29.641,29.502,32.853,,29.874,3,18.809,4,29.641
KR108491,30.259,32.727,18.339,29.348,29.502,31.079,30.546,30.806,3,18.339,4,29.348
KR108492,29.839,32.623,18.310,29.734,29.650,31.250,30.428,31.024,3,18.310,4,29.734
KR108493,29.264,33.058,19.906,29.264,29.885,32.132,,31.073,3,19.906,4,29.264
KR108494,,32.397,19.592,28.951,29.310,31.240,29.885,30.866,3,19.592,4,28.951
KR108495,29.241,32.397,18.495,28.169,29.502,31.079,29.642,30.551,3,18.495,4,28.169
OL752715,31.034,32.319,6.431,29.808,30.620,30.868,,28.958,3,6.431,8,28.958
OL752719,32.686,,6.752,31.190,,30.547,,28.462,3,6.752,8,28.462
OL752728,33.007,30.798,4.180,30.128,27.612,29.904,30.719,28.846,3,4.180,6,29.904
OL752729,33.657,30.566,4.823,29.393,26.119,28.939,,28.462,3,4.823,6,28.939
OL752730,33.987,32.950,5.788,30.449,28.358,30.769,30.065,29.231,3,5.788,7,30.065
OL752732,32.946,28.082,5.145,29.487,27.612,31.159,,27.237,3,5.145,8,27.237
OL752743,33.657,32.700,4.180,29.808,27.612,29.904,,28.846,3,4.180,6,29.904
OL752751,33.007,32.319,4.502,29.167,30.220,29.582,,28.462,3,4.502,6,29.582
OL752752,33.987,28.571,3.215,28.846,27.612,30.000,,28.462,3,3.215,6,30.000
OL752755,32.797,,6.431,29.085,,30.225,,29.344,3,6.431,6,30.225
OL752760,33.871,29.193,5.145,29.582,26.119,31.190,31.373,28.571,3,5.145,4,29.582
OL752778,30.108,31.559,4.502,29.808,26.119,29.582,,30.000,3,4.502,6,29.582
OQ621771,30.249,31.061,25.256,30.952,31.349,,,29.717,3,25.256,4,30.952
OQ621773,33.333,29.814,7.458,30.175,29.670,30.877,,29.098,3,7.458,4,30.175
OQ621775,31.734,29.545,22.222,30.627,25.581,31.600,,,3,22.222,4,30.627
OQ621776,32.082,,24.756,,25.210,,,27.273,3,24.756,8,27.273
OQ621777,,,23.871,31.579,29.534,32.850,,,3,23.871,4,31.579
OQ621778,32.667,31.056,7.443,30.333,30.769,30.333,,28.814,3,7.443,6,30.333
OQ621779,32.423,,25.000,,27.461,33.585,,,3,25.000,5,27.461
OQ621780,32.333,30.435,7.566,30.000,29.744,30.667,,28.814,3,7.566,4,30.000
OQ621781,31.741,,24.422,,22.034,,,28.230,3,24.422,8,28.230
OQ621782,28.962,33.243,18.904,28.493,31.302,,30.518,27.368,3,18.904,4,28.493
OQ621783,28.846,32.603,19.337,27.473,30.878,31.129,30.959,26.259,3,19.337,4,27.473
OQ621784,30.303,32.337,6.630,28.571,33.058,29.834,30.303,27.798,3,6.630,4,28.571
OQ621786,30.172,,24.204,,27.979,32.301,,,3,24.204,5,27.979
OQ621787,27.528,,24.296,,24.576,32.536,,,3,24.296,1,27.528
OQ621788,30.592,32.203,21.543,29.934,26.744,,29.796,,3,21.543,4,29.934
OQ621790,29.945,30.245,20.718,27.824,26.291,,30.411,28.261,3,20.718,4,27.824
OQ621791,28.977,29.545,22.642,31.203,25.150,31.600,,,3,22.642,4,31.203
OQ240469,29.268,26.708,4.967,30.164,27.612,27.363,27.915,24.540,3,4.967,7,27.915
OQ240470,29.646,27.211,5.333,29.643,29.187,27.586,30.000,23.926,3,5.333,6,27.586
OQ240471,29.646,27.211,4.967,30.263,25.373,29.831,28.846,21.472,3,4.967,8,21.472
OQ240472,30.435,29.814,3.642,29.180,26.119,30.142,29.520,28.070,3,3.642,4,29.180
OQ240473,30.638,28.082,3.974,28.525,30.189,29.433,30.714,22.699,3,3.974,4,28.525
OQ240474,30.918,29.193,5.298,30.693,25.373,30.496,31.071,25.153,3,5.298,4,30.693
OQ240475,29.114,27.673,3.974,30.592,23.881,27.863,30.714,25.153,3,3.974,6,27.863
OQ240476,30.045,27.160,5.960,29.836,24.627,29.831,29.615,,3,5.960,6,29.831
OQ240477,32.618,30.870,7.285,31.579,29.717,30.657,,25.000,3,7.285,6,30.657
OQ240478,31.674,27.941,5.629,,25.000,27.372,29.615,,3,5.629,6,27.372
OQ240479,30.802,,3.974,31.438,,27.586,,23.926,3,3.974,6,27.586
OQ240480,29.952,28.571,2.649,29.180,25.373,29.433,29.286,23.313,3,2.649,4,29.180
OQ240481,30.435,,3.311,29.180,25.735,29.078,29.286,22.699,3,3.311,6,29.078
OQ240482,32.489,,5.629,31.683,24.265,28.369,30.263,24.540,3,5.629,6,28.369
OQ240483,32.051,28.767,5.298,28.947,27.612,30.142,30.592,23.457,3,5.298,4,28.947
OQ240484,32.353,27.211,4.636,29.605,25.373,30.268,30.263,27.193,3,4.636,4,29.605
OQ240485,32.218,27.211,6.291,28.947,25.373,30.851,,23.602,3,6.291,4,28.947
OQ240486,32.068,28.571,5.298,29.934,25.373,30.142,,24.845,3,5.298,4,29.934
KX621426,28.340,30.875,4.044,26.490,30.689,27.789,30.327,27.143,3,4.044,4,26.490
KX621428,28.636,31.046,4.697,26.636,30.824,28.367,30.015,27.922,3,4.697,4,26.636
KX621429,29.240,31.091,3.979,26.636,30.694,28.042,31.209,27.426,3,3.979,4,26.636
KX621431,29.377,31.940,4.697,26.507,30.779,28.008,30.815,28.044,3,4.697,4,26.507
KX621432,28.840,31.070,4.436,26.391,30.909,27.568,31.382,27.078,3,4.436,4,26.391
KX621433,29.118,31.723,5.610,27.402,30.376,27.948,30.965,27.691,3,5.610,4,27.402
KX621434,29.175,31.046,4.501,26.990,31.019,28.042,31.299,26.801,3,4.501,8,26.801
KX621441,28.980,30.965,6.001,26.377,31.747,28.162,31.789,27.969,3,6.001,4,26.377
KX621447,29.942,31.569,5.153,26.654,30.804,28.637,31.098,28.303,3,5.153,4,26.654
KX621453,29.043,31.703,4.175,27.602,31.209,28.023,31.050,28.184,3,4.175,4,27.602
KX621454,29.377,31.160,4.827,26.329,30.384,27.568,31.320,27.349,3,4.827,4,26.329
KX621469,29.007,30.458,4.892,26.312,30.390,27.654,30.769,27.716,3,4.892,4,26.312
KX621470,28.942,30.960,4.697,25.972,30.071,27.654,31.057,27.850,3,4.697,4,25.972
KX621472,29.053,31.699,4.892,27.951,30.784,28.581,31.050,27.626,3,4.892,8,27.626
KX621475,28.970,30.654,3.914,27.302,30.331,27.391,30.835,27.120,3,3.914,6,27.391
KX621476,28.915,30.759,5.479,25.762,30.579,27.243,31.311,27.745,3,5.479,4,25.762
KX621477,28.664,31.332,3.849,26.990,31.128,27.598,31.558,28.405,3,3.849,4,26.990
KX621478,29.064,30.639,5.479,25.972,30.624,27.958,31.221,27.810,3,5.479,4,25.972
KX621479,29.416,31.030,4.631,27.591,30.983,27.597,31.690,28.349,3,4.631,6,27.597
KX621480,29.294,30.940,5.545,26.908,30.559,27.716,31.012,27.503,3,5.545,4,26.908
KX621481,28.915,30.759,5.479,25.762,30.579,27.243,31.311,27.745,3,5.479,4,25.762
KX621483,29.278,31.005,5.088,26.731,30.999,26.983,31.427,27.314,3,5.088,6,26.983
KX621486,29.072,31.201,3.914,26.878,30.584,27.977,31.168,27.420,3,3.914,4,26.878
KX621487,28.553,31.201,3.914,27.232,30.994,27.521,30.987,28.330,3,3.914,6,27.521
KX621488,28.915,30.834,4.697,26.169,30.604,27.083,30.749,27.237,3,4.697,4,26.169
KX621489,28.821,30.834,4.892,26.295,30.370,27.607,30.668,27.940,3,4.892,4,26.295
KX621490,29.351,31.242,4.044,27.008,30.505,27.633,30.855,28.414,3,4.044,4,27.008
KX621491,28.396,31.010,5.545,26.921,30.604,28.013,31.209,26.843,3,5.545,8,26.843
KX621492,29.256,31.160,5.545,27.526,31.014,27.977,30.709,28.184,3,5.545,4,27.526
KX621494,29.305,31.332,5.414,27.502,30.674,27.669,31.344,27.691,3,5.414,6,27.669
KX621496,28.534,30.850,4.305,26.585,30.974,27.803,30.921,27.745,3,4.305,4,26.585
KX621497,28.970,31.332,3.457,26.585,30.714,27.698,30.835,27.468,3,3.457,4,26.585
KX621498,29.305,31.136,4.305,26.278,30.305,27.485,30.381,27.615,3,4.305,4,26.278
KX621499,29.175,31.181,5.740,26.943,30.370,27.320,30.327,27.409,3,5.740,4,26.943
KX621501,29.202,30.654,4.762,27.285,30.429,27.771,31.234,27.597,3,4.762,6,27.771
KX621502,29.007,30.574,4.240,26.960,31.169,27.734,31.558,27.426,3,4.240,4,26.960
KX621503,28.877,31.438,4.566,26.878,30.929,27.771,30.343,27.396,3,4.566,4,26.878
KX621506,28.756,31.438,5.023,27.332,30.709,28.497,31.397,27.591,3,5.023,4,27.332
KX621507,29.649,31.246,4.958,26.360,30.356,27.214,31.143,27.508,3,4.958,4,26.360
KX621508,29.183,31.005,4.501,26.572,29.812,27.373,29.724,27.738,3,4.501,4,26.572
KX621513,28.869,31.417,4.827,26.572,30.071,27.930,31.164,27.709,3,4.827,4,26.572
KX621516,29.145,31.283,4.371,26.761,30.480,27.846,31.492,28.257,3,4.371,4,26.761
KX621518,29.034,31.070,4.436,26.861,30.494,27.131,31.295,27.485,3,4.436,6,27.131
KX621519,29.305,30.940,5.219,26.848,30.649,27.456,31.603,27.437,3,5.219,4,26.848
KX621522,28.488,31.503,5.088,25.988,30.624,27.771,30.880,27.940,3,5.088,4,25.988
KX621527,29.026,30.719,4.110,26.391,31.100,27.745,30.378,27.940,3,4.110,4,26.391
KX621530,28.859,30.709,4.047,26.831,30.084,27.977,29.978,28.016,3,4.047,4,26.831
KX621531,29.194,30.834,3.783,26.278,30.879,27.716,31.229,27.468,3,3.783,4,26.278
KX621534,29.016,31.503,4.958,27.073,30.331,27.379,30.815,27.532,3,4.958,6,27.379
KX621537,28.988,30.614,5.219,26.231,31.144,28.432,30.926,27.461,3,5.219,4,26.231
KX621539,29.682,31.641,5.610,26.896,31.384,28.655,31.030,27.568,3,5.610,4,26.896
KX621541,29.083,30.699,4.305,26.442,30.604,28.255,31.098,27.615,3,4.305,4,26.442
KX774463,31.250,31.933,4.319,26.050,30.396,28.620,28.523,23.457,3,4.319,6,28.620
KX940825,30.488,28.772,6.811,29.231,30.496,30.100,29.893,28.470,3,6.811,8,28.470
KX940828,30.526,30.903,7.121,28.834,30.526,30.640,32.407,27.660,3,7.121,8,27.660
KX940830,30.389,30.314,4.644,29.430,31.449,,,27.372,3,4.644,8,27.372
KX940832,30.389,29.617,4.025,28.391,30.877,28.866,,27.007,3,4.025,8,27.007
KX940833,31.449,30.104,4.025,28.615,31.449,28.333,,28.169,3,4.025,4,28.615
KX940834,30.389,30.314,4.644,29.430,31.449,,,27.372,3,4.644,8,27.372
KX940835,29.358,32.143,21.981,28.662,32.099,,,27.636,3,21.981,4,28.662
KX940836,30.389,30.314,4.644,29.430,31.449,,,27.372,3,4.644,8,27.372
KX940837,30.175,31.010,4.644,28.135,32.862,29.431,29.321,27.113,3,4.644,8,27.113
KX940838,29.682,30.314,5.263,28.707,32.509,,,28.102,3,5.263,8,28.102
KX940839,30.395,30.796,7.430,28.931,32.270,,30.769,26.007,3,7.430,8,26.007
KX940840,29.682,29.965,4.644,28.197,32.155,30.345,,28.102,3,4.644,8,28.102
KX940841,29.969,32.143,23.220,29.618,32.000,,,29.818,3,23.220,4,29.618
KX940843,30.389,29.268,4.025,28.391,31.449,,,27.007,3,4.025,8,27.007
KX940844,27.753,31.579,8.050,28.923,26.866,,32.716,25.704,3,8.050,8,25.704
KX940845,30.462,31.786,21.981,28.793,33.127,33.451,,26.667,3,21.981,4,28.793
KX940851,30.395,30.450,6.811,29.206,31.915,,30.769,26.374,3,6.811,8,26.374
KX940855,30.742,30.662,4.954,29.430,30.877,29.897,,27.737,3,4.954,8,27.737
KX940856,30.035,28.819,5.263,28.076,32.155,29.110,,27.372,3,5.263,8,27.372
KX940857,30.675,30.175,7.430,27.914,30.556,29.000,30.351,27.465,3,7.430,4,27.914
KX940859,30.496,31.010,4.644,28.391,32.624,28.866,,27.737,3,4.644,8,27.737
KX940860,30.389,29.965,4.025,28.391,31.449,28.866,,27.007,3,4.025,8,27.007
KX940861,30.389,29.965,4.025,28.391,31.449,28.866,,27.007,3,4.025,8,27.007
KX940862,30.496,31.010,4.644,28.391,32.624,28.866,,27.737,3,4.644,8,27.737
KX940864,28.634,31.359,7.430,28.797,32.270,30.584,31.481,28.413,3,7.430,4,28.797
KX940868,30.035,30.662,5.263,29.338,31.228,30.690,,26.277,3,5.263,8,26.277
KX940871,31.098,31.915,24.074,30.794,33.746,,,27.636,3,24.074,8,27.636
KX940873,30.035,30.662,5.263,29.338,31.228,30.690,,26.277,3,5.263,8,26.277
KX940874,28.622,29.268,6.192,29.430,30.496,29.897,,28.205,3,6.192,8,28.205
KX940876,29.538,32.258,21.672,29.299,33.333,,,28.000,3,21.672,4,29.299
KX940877,29.141,31.786,21.981,29.618,33.333,,,28.000,3,21.981,4,29.618
KX940882,30.742,28.571,6.811,28.308,32.624,30.000,30.605,28.269,3,6.811,4,28.308
KX940891,30.742,30.662,5.882,29.022,31.802,,31.790,28.102,3,5.882,8,28.102
KX940893,30.061,31.429,20.988,29.206,32.716,,,26.449,3,20.988,8,26.449
KX940894,29.474,29.225,8.978,29.836,31.206,28.772,,28.413,3,8.978,6,28.772
KX940895,28.622,29.268,6.192,29.430,30.496,29.897,,28.205,3,6.192,8,28.205
KX940896,30.742,30.662,5.882,29.022,31.802,,31.790,28.102,3,5.882,8,28.102
KX940898,30.061,31.429,20.988,29.206,32.716,,,26.449,3,20.988,8,26.449
KX940900,27.018,29.617,8.050,28.797,31.206,31.228,,27.839,3,8.050,1,27.018
KX940901,29.474,29.225,8.978,29.836,31.206,28.772,,28.413,3,8.978,6,28.772
KY120332,28.571,31.198,4.094,26.914,30.312,28.106,30.983,27.438,3,4.094,4,26.914
KY379287,32.773,30.677,5.682,29.096,29.915,29.023,29.379,30.830,3,5.682,6,29.023
KY379288,30.672,32.669,5.398,29.379,30.342,,29.379,29.644,3,5.398,7,29.379
KY379289,33.333,31.984,6.250,28.814,30.769,,28.531,30.040,3,6.250,7,28.531
KY379290,32.773,32.271,6.516,29.379,29.915,,28.875,29.249,3,6.516,4,29.379
KY379291,29.740,29.918,4.533,27.300,30.380,30.747,30.508,23.313,3,4.533,4,27.300
KY379292,30.088,30.534,5.682,27.596,28.632,30.460,28.875,24.540,3,5.682,4,27.596
KY379293,32.676,30.894,4.261,27.596,30.769,29.885,29.296,29.249,3,4.261,4,27.596
KY379294,31.818,30.081,3.977,27.606,30.380,30.460,29.944,28.458,3,3.977,4,27.606
KY379295,30.672,31.474,5.682,29.661,30.769,,29.661,29.237,3,5.682,7,29.661
KY379296,31.092,30.534,6.516,28.011,28.511,27.386,29.394,23.926,3,6.516,4,28.011
KY379297,32.113,32.046,5.398,28.531,29.487,30.000,28.531,27.426,3,5.398,7,28.531
KY379298,33.051,30.894,3.693,28.249,30.508,29.598,29.379,28.854,3,3.693,4,28.249
KY379299,30.672,32.453,6.250,29.096,30.769,,29.661,30.040,3,6.250,4,29.096
KY379300,31.653,31.707,6.250,27.606,30.342,30.460,28.531,28.854,3,6.250,4,27.606
KY379301,30.252,31.679,5.966,27.684,29.487,29.885,29.483,25.153,3,5.966,4,27.684
KY379302,30.252,31.707,5.114,28.933,30.342,30.460,29.577,29.237,3,5.114,4,28.933
KY379303,31.513,32.669,5.114,29.296,30.769,,30.226,30.830,3,5.114,4,29.296
KY379304,32.113,30.894,3.977,27.401,30.769,29.513,29.586,28.814,3,3.977,4,27.401
KY379305,32.493,27.891,5.966,28.732,30.342,28.161,29.692,30.435,3,5.966,6,28.161
KY379306,33.239,31.301,4.830,27.219,30.769,30.172,29.577,29.644,3,4.830,4,27.219
KY379307,33.427,32.271,5.682,29.379,30.085,,28.814,28.854,3,5.682,7,28.814
KY379308,30.312,31.707,6.534,27.887,31.646,31.322,31.858,27.966,3,6.534,4,27.887
KY379309,29.851,27.211,4.830,28.451,32.051,29.126,30.508,28.854,3,4.830,4,28.451
KY379310,30.812,31.020,3.693,27.606,30.342,29.310,29.745,28.571,3,3.693,4,27.606
KY379311,30.638,31.301,3.977,28.652,30.769,30.460,29.661,29.249,3,3.977,4,28.652
KY379312,31.092,32.453,5.966,29.379,30.342,29.310,29.096,31.621,3,5.966,6,29.310
KY379313,32.102,30.081,3.693,27.887,30.380,30.172,30.226,28.854,3,3.693,4,27.887
KY379314,33.613,32.669,5.398,29.379,30.769,,29.944,30.435,3,5.398,4,29.379
KY379315,30.508,31.801,3.977,26.966,30.769,30.460,28.814,29.249,3,3.977,4,26.966
KY379316,31.092,32.830,5.966,29.661,30.769,29.598,29.096,31.225,3,5.966,7,29.096
KY379317,30.038,29.675,4.545,28.451,29.958,30.172,30.226,29.249,3,4.545,4,28.451
KY379318,30.081,30.888,5.556,28.453,29.339,28.889,29.282,31.225,3,5.556,4,28.453
KY379319,31.956,31.008,7.500,28.729,30.579,,29.558,29.249,3,7.500,4,28.729
KY420689,29.370,30.842,3.675,26.514,30.774,27.729,31.010,28.072,3,3.675,4,26.514
KY420690,29.172,30.624,4.920,27.267,30.697,28.057,30.701,27.858,3,4.920,4,27.267
KY420691,28.926,30.642,1.660,26.368,30.324,28.116,30.187,27.632,3,1.660,4,26.368
KY420692,28.909,30.878,4.624,27.016,30.012,28.664,30.601,27.489,3,4.624,4,27.016
KY420693,28.563,30.882,5.098,26.223,30.489,27.627,29.974,27.750,3,5.098,4,26.223
KY420694,29.245,31.625,3.734,27.208,30.401,28.116,30.801,27.847,3,3.734,4,27.208
KY420695,28.926,30.765,4.327,26.973,30.519,28.191,31.386,28.258,3,4.327,4,26.973
KY420696,28.732,30.206,3.260,26.251,30.460,27.804,29.890,27.312,3,3.260,4,26.251
KY420715,28.721,30.729,3.953,27.010,30.046,27.697,29.234,27.642,3,3.953,4,27.010
KY420716,28.874,30.842,4.618,26.984,29.976,28.630,30.565,27.489,3,4.618,4,26.984
KY420717,29.138,30.885,4.593,27.457,30.475,28.455,30.765,27.722,3,4.593,4,27.457
KY474465,30.219,31.136,4.790,29.167,31.545,29.940,31.683,29.437,3,4.790,6,29.940
KY474466,31.169,31.429,4.790,29.505,29.773,28.235,29.622,28.326,3,4.790,7,29.622
KY474467,31.522,32.727,5.988,29.605,31.106,30.159,30.426,28.139,3,5.988,8,28.139
KY474468,30.736,31.648,4.790,29.438,31.954,30.632,31.275,28.172,3,4.790,8,28.172
KY474469,29.398,31.507,4.391,27.517,31.713,29.563,31.076,27.983,3,4.391,8,27.983
KY474470,29.892,31.155,3.992,28.539,30.575,,30.677,28.571,3,3.992,8,28.571
KY474471,29.677,30.317,4.990,28.315,30.716,30.339,31.014,28.788,3,4.990,8,28.788
KY474472,30.787,31.072,5.000,26.857,32.401,28.153,29.860,27.766,3,5.000,8,27.766
