Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
JX961070,2,6.222,6.222,15.498,15.498,15.271,14.496,15.629,13.688,13.688,16.063,17.195,17.195,15.535,21.130,21.130,14.027,14.027,15.158,15.158,15.498,17.760,15.158,13.914,2a,6.222,2f,13.688
JX961072,2,5.769,5.769,16.516,16.516,15.950,15.176,16.855,14.706,14.706,15.724,16.742,16.742,15.650,21.695,21.695,13.575,13.575,14.706,14.706,14.706,16.629,14.140,14.593,2a,5.769,2m,13.575
JX961075,2,6.335,6.335,16.290,16.290,15.724,14.723,16.874,14.253,14.253,15.950,17.534,17.534,15.880,21.695,21.695,14.367,14.367,14.932,14.932,16.063,16.855,15.158,14.253,2a,6.335,2v,14.253
JX961077,2,6.900,6.900,16.290,16.290,14.932,14.383,16.874,13.914,13.914,15.611,16.968,16.968,15.650,21.469,21.469,14.480,14.480,14.706,14.706,15.385,17.308,14.253,13.462,2a,6.900,2v,13.462
JX961081,2,7.127,7.127,16.800,16.800,16.176,14.156,16.535,14.932,14.932,16.742,17.760,17.760,16.932,21.695,21.695,14.220,14.220,15.158,15.158,16.290,17.986,15.158,14.593,2a,7.127,2d,14.156
JX961083,2,6.335,6.335,16.290,16.290,15.385,14.723,16.648,14.140,14.140,15.837,17.647,17.647,15.535,21.469,21.469,14.253,14.253,14.593,14.593,15.837,17.647,14.706,13.914,2a,6.335,2v,13.914
JX961086,2,6.222,6.222,16.800,16.800,15.543,14.270,16.817,13.991,13.991,14.593,16.514,16.514,14.730,21.154,21.154,12.959,12.959,14.367,14.367,14.743,17.506,14.027,14.027,2a,6.222,2m,12.959
JX961087,2,5.769,5.769,15.837,15.837,15.724,14.383,16.421,14.027,14.027,15.724,17.421,17.421,15.880,21.356,21.356,13.575,13.575,15.045,15.045,16.063,17.760,14.706,14.480,2a,5.769,2m,13.575
JX961091,2,7.579,7.579,15.837,15.837,15.837,14.836,16.648,13.801,13.801,16.290,17.760,17.760,16.341,21.946,21.946,14.253,14.253,15.158,15.158,15.498,17.195,14.819,15.045,2a,7.579,2f,13.801
JX961092,2,6.674,6.674,15.385,15.385,15.385,14.270,16.421,13.349,13.349,16.290,17.421,17.421,16.226,20.904,20.904,14.706,14.706,14.367,14.367,16.063,17.421,14.253,13.914,2a,6.674,2f,13.349
JX961094,2,5.995,5.995,15.837,15.837,15.837,14.043,16.535,13.235,13.235,15.837,16.742,16.742,16.226,21.606,21.606,14.253,14.253,14.367,14.367,15.158,16.742,14.027,14.140,2a,5.995,2f,13.235
JX961096,2,5.430,5.430,16.290,16.290,16.290,14.949,16.516,14.593,14.593,15.498,16.629,16.629,15.420,21.808,21.808,13.575,13.575,14.593,14.593,14.367,16.855,14.367,13.575,2a,5.430,2m,13.575
JX961097,2,6.674,6.674,16.000,16.000,15.950,14.383,16.968,14.027,14.027,15.837,16.855,16.855,16.023,21.808,21.808,13.647,13.647,14.932,14.932,15.950,17.421,14.367,14.706,2a,6.674,2m,13.647
JX961099,2,6.222,6.222,16.290,16.290,15.837,14.836,16.082,14.140,14.140,16.063,17.081,17.081,15.880,21.695,21.695,14.027,14.027,14.593,14.593,15.271,17.647,14.819,13.914,2a,6.222,2v,13.914
JX961102,2,6.900,6.900,16.290,16.290,15.611,14.609,16.082,14.367,14.367,15.724,16.629,16.629,15.305,21.380,21.380,14.367,14.367,15.158,15.158,15.271,17.081,14.027,14.027,2a,6.900,2u,14.027
JX961103,2,6.900,6.900,16.229,16.229,15.611,13.024,16.874,15.271,15.271,15.950,17.534,17.534,16.250,21.582,21.582,13.417,13.417,15.611,15.611,15.837,17.308,14.593,14.706,2a,6.900,2d,13.024
JX961104,2,7.353,7.353,16.290,16.290,15.950,15.289,16.874,14.480,14.480,16.742,17.308,17.308,16.571,21.582,21.582,14.593,14.593,15.837,15.837,16.403,17.760,15.158,15.158,2a,7.353,2m,14.593
JX961106,2,6.787,6.787,16.063,16.063,15.611,13.930,16.195,14.253,14.253,16.063,16.742,16.742,15.650,21.469,21.469,13.688,13.688,15.158,15.158,16.176,17.081,14.819,14.253,2a,6.787,2m,13.688
JX961109,2,6.448,6.448,15.498,15.498,15.611,14.156,16.308,14.253,14.253,15.724,16.968,16.968,15.650,21.493,21.493,13.462,13.462,14.819,14.819,15.498,16.516,14.480,14.253,2a,6.448,2m,13.462
JX961110,2,6.448,6.448,16.176,16.176,15.950,14.043,16.988,14.932,14.932,15.498,17.195,17.195,15.880,21.582,21.582,14.480,14.480,14.932,14.932,15.837,17.647,13.914,13.914,2a,6.448,2u,13.914
JX961116,2,7.014,7.014,16.855,16.855,15.724,14.156,16.535,15.158,15.158,16.290,17.081,17.081,15.995,21.243,21.243,14.706,14.706,15.158,15.158,15.950,18.213,14.253,14.027,2a,7.014,2v,14.027
JX961117,2,7.014,7.014,16.742,16.742,16.063,14.723,16.535,14.819,14.819,15.724,18.326,18.326,16.110,22.147,22.147,15.724,15.724,15.158,15.158,16.290,17.647,14.819,14.706,2a,7.014,2d,14.723
JX961118,2,7.014,7.014,16.855,16.855,15.724,14.156,16.535,15.158,15.158,16.290,17.081,17.081,15.995,21.243,21.243,14.706,14.706,15.158,15.158,15.950,18.213,14.253,14.027,2a,7.014,2v,14.027
JX961123,2,8.032,8.032,17.308,17.308,16.516,15.062,17.760,15.724,15.724,17.421,18.891,18.891,17.031,22.599,22.599,15.158,15.158,16.176,16.176,16.968,18.891,15.611,15.045,2a,8.032,2d,15.062
JX961124,2,6.222,6.222,15.385,15.385,15.611,14.156,15.629,14.253,14.253,14.706,16.855,16.855,15.420,21.130,21.130,13.575,13.575,14.706,14.706,15.158,17.081,13.688,13.462,2a,6.222,2v,13.462
JX961125,2,6.222,6.222,16.290,16.290,16.290,14.383,16.366,14.253,14.253,16.176,17.421,17.421,15.632,21.130,21.130,13.914,13.914,14.932,14.932,15.837,17.647,14.932,14.367,2a,6.222,2m,13.914
JX961127,2,5.430,5.430,15.837,15.837,15.385,14.043,16.195,14.027,14.027,15.837,17.195,17.195,15.765,21.469,21.469,13.914,13.914,14.819,14.819,15.837,16.968,14.367,13.914,2a,5.430,2v,13.914
JX961129,2,5.995,5.995,15.271,15.271,15.045,13.930,16.082,13.801,13.801,15.837,16.742,16.742,15.190,21.243,21.243,13.688,13.688,14.819,14.819,15.271,17.081,14.253,13.914,2a,5.995,2m,13.688
JX961132,2,6.222,6.222,15.724,15.724,15.950,14.156,15.968,14.140,14.140,15.724,15.837,15.837,15.420,21.130,21.130,13.801,13.801,15.158,15.158,15.158,17.308,14.819,14.480,2a,6.222,2m,13.801
JX961133,2,6.448,6.448,15.724,15.724,15.385,13.590,15.629,13.914,13.914,15.158,17.195,17.195,15.190,21.606,21.606,14.027,14.027,15.045,15.045,15.271,17.647,14.367,13.801,2a,6.448,2d,13.590
JX961134,2,6.109,6.109,16.176,16.176,15.385,13.930,15.629,13.694,13.694,15.271,17.308,17.308,15.535,21.469,21.469,14.253,14.253,14.367,14.367,15.837,17.421,14.140,13.575,2a,6.109,2v,13.575
JX961138,2,6.109,6.109,15.385,15.385,15.271,14.383,16.063,13.688,13.688,15.724,16.403,16.403,15.650,21.130,21.130,14.593,14.593,14.932,14.932,15.271,17.308,14.367,14.140,2a,6.109,2f,13.688
JX961139,2,6.674,6.674,16.855,16.855,15.950,15.629,17.214,15.045,15.045,15.724,17.873,17.873,15.880,21.695,21.695,14.367,14.367,15.271,15.271,15.045,17.175,15.045,14.367,2a,6.674,2v,14.367
JX961144,2,6.674,6.674,16.063,16.063,15.385,14.836,16.290,14.237,14.237,16.063,17.043,17.043,15.880,21.017,21.017,14.367,14.367,14.593,14.593,15.593,17.195,14.932,14.140,2a,6.674,2v,14.140
JX961145,2,7.692,7.692,16.968,16.968,16.290,14.949,17.441,15.611,15.611,17.195,18.552,18.552,17.146,21.808,21.808,15.271,15.271,16.176,16.176,17.421,18.778,15.724,14.932,2a,7.692,2d,14.949
JX961146,2,6.900,6.900,16.290,16.290,15.837,13.817,16.421,15.271,15.271,16.403,17.760,17.760,16.226,21.695,21.695,14.367,14.367,15.498,15.498,16.176,17.534,14.932,14.253,2a,6.900,2d,13.817
JX961147,2,7.127,7.127,16.516,16.516,16.403,15.062,17.554,14.819,14.819,16.742,18.213,18.213,16.341,21.469,21.469,14.932,14.932,15.158,15.158,16.290,18.213,14.932,14.480,2a,7.127,2v,14.480
JX961148,2,6.222,6.222,16.403,16.403,16.176,14.609,16.479,14.253,14.253,16.176,17.081,17.081,15.765,21.582,21.582,14.253,14.253,14.819,14.819,15.837,17.534,15.158,14.367,2a,6.222,2m,14.253
JX961149,2,5.995,5.995,15.837,15.837,14.819,13.703,16.421,14.706,14.706,15.837,17.534,17.534,15.765,21.582,21.582,13.462,13.462,14.706,14.706,15.724,16.855,14.480,13.801,2a,5.995,2m,13.462
JX961154,2,6.335,6.335,15.498,15.498,15.114,14.383,15.855,14.593,14.593,15.148,17.308,17.308,15.464,21.243,21.243,14.334,14.334,15.158,15.158,15.385,17.195,14.237,14.140,2a,6.335,2v,14.140
JX961155,2,7.692,7.692,16.403,16.403,16.742,14.836,17.441,14.706,14.706,16.855,17.534,17.534,16.801,22.260,22.260,15.385,15.385,15.837,15.837,16.403,17.873,15.045,14.480,2a,7.692,2v,14.480
JX961157,2,6.222,6.222,16.176,16.176,14.932,13.930,16.082,14.027,14.027,15.271,16.742,16.742,14.960,21.582,21.582,13.914,13.914,14.593,14.593,15.045,17.534,14.706,14.367,2a,6.222,2d,13.930
JX961158,2,7.466,7.466,16.176,16.176,15.611,13.817,16.535,15.045,15.045,16.516,17.647,17.647,15.880,22.398,22.398,14.593,14.593,15.498,15.498,16.516,17.421,15.158,14.140,2a,7.466,2d,13.817
JX961164,2,6.674,6.674,16.114,16.114,15.271,14.836,17.101,14.367,14.367,16.403,17.421,17.421,16.136,21.695,21.695,13.761,13.761,15.271,15.271,15.837,17.081,14.593,14.593,2a,6.674,2m,13.761
JX961173,2,5.995,5.995,15.724,15.724,14.480,13.703,15.629,13.914,13.914,15.045,17.081,17.081,14.499,21.469,21.469,13.914,13.914,14.706,14.706,15.385,17.195,14.027,13.462,2a,5.995,2v,13.462
KC012584,2,16.851,16.851,20.442,20.442,18.156,16.298,20.991,16.992,16.992,20.442,18.994,18.994,18.475,23.714,23.714,19.337,19.337,17.039,17.039,15.642,20.994,15.193,17.598,2u,15.193,2r,15.642
KC012585,2,19.337,19.337,22.376,22.376,22.067,20.718,23.907,21.508,21.508,21.547,20.670,20.670,21.408,24.854,24.854,20.994,20.994,17.039,17.039,18.436,20.442,15.746,20.950,2u,15.746,2q,17.039
KC012586,2,16.298,16.298,20.110,20.110,18.994,17.680,23.547,18.156,18.156,20.718,18.436,18.436,16.129,23.714,23.714,20.718,20.718,15.922,15.922,17.598,21.370,16.022,18.994,2u,16.022,2q,15.922
KC012587,2,15.470,15.470,19.337,19.337,16.480,17.403,18.367,15.363,15.363,17.956,15.642,15.642,15.836,20.798,20.798,20.442,20.442,17.318,17.318,19.274,18.508,16.851,15.642,2a,15.470,2f,15.363
KC012588,2,17.403,17.403,21.271,21.271,19.274,18.232,21.283,18.156,18.156,18.508,17.877,17.877,18.475,23.977,23.977,19.613,19.613,20.950,20.950,19.832,20.166,16.575,17.598,2u,16.575,2a,17.403
KC012589,2,23.757,23.757,24.033,24.033,25.419,26.243,27.988,27.348,27.348,25.691,24.022,24.022,26.686,14.620,14.620,27.624,27.624,26.257,26.257,25.419,28.177,25.967,23.743,2l,14.620,2a,23.757
KC118210,2,15.000,15.000,21.000,21.000,14.765,15.333,20.470,15.667,15.667,17.000,14.333,14.333,6.040,24.000,24.000,18.333,18.333,16.000,16.000,17.785,20.805,18.000,16.779,2k,6.040,2j,14.333
KC197226,2,16.998,16.998,6.148,6.148,18.246,17.582,19.242,17.992,17.992,18.363,18.235,18.235,18.613,21.376,21.376,17.352,17.352,16.751,16.751,17.634,16.482,18.274,17.953,2b,6.148,2q,16.751
KC197227,2,16.199,16.199,16.629,16.629,6.971,14.553,16.667,15.736,15.736,15.245,16.491,16.491,14.890,20.732,20.732,15.623,15.623,15.727,15.727,15.736,18.341,16.977,14.670,2c,6.971,2k,14.890
KC197228,2,17.076,17.076,17.296,17.296,7.909,15.263,16.959,15.116,15.116,16.862,16.550,16.550,15.567,21.433,21.433,16.469,16.469,15.116,15.116,15.502,18.224,16.638,16.140,2c,7.909,2q,15.116
KC197229,2,17.018,17.018,19.042,19.042,15.164,15.848,17.513,16.516,16.516,7.850,17.417,17.417,16.638,22.210,22.210,16.573,16.573,16.187,16.187,16.638,19.509,16.676,15.439,2i,7.850,2q,16.187
KC197230,2,16.696,16.696,18.852,18.852,15.380,16.005,17.133,16.056,16.056,9.022,17.699,17.699,16.808,22.016,22.016,16.273,16.273,17.033,17.033,16.526,18.867,16.798,16.316,2i,9.022,2f,16.056
KC197231,2,16.248,16.248,18.310,18.310,14.696,14.737,16.394,16.234,16.234,7.733,16.365,16.365,15.680,22.097,22.097,15.982,15.982,16.300,16.300,16.131,18.925,15.887,15.088,2i,7.733,2d,14.737
KC197232,2,17.310,17.310,18.310,18.310,16.110,17.895,18.655,17.315,17.315,17.623,9.123,9.123,17.541,21.771,21.771,17.372,17.372,18.105,18.105,16.460,19.253,17.372,16.248,2j,9.123,2r,16.460
KC197233,2,16.248,16.248,17.936,17.936,15.439,16.667,17.427,17.269,17.269,16.267,8.421,8.421,16.300,21.602,21.602,16.122,16.122,17.859,17.859,16.187,18.410,16.196,15.946,2j,8.421,2u,16.196
KC197234,2,14.971,14.971,18.254,18.254,15.173,16.140,17.767,16.018,16.018,16.745,17.544,17.544,6.486,21.590,21.590,16.629,16.629,14.100,14.100,15.849,19.053,15.896,16.374,2k,6.486,2q,14.100
KC197235,2,22.222,22.222,20.756,20.756,20.972,22.268,22.741,22.492,22.492,22.879,22.690,22.690,21.207,0.000,0.000,21.227,21.227,20.439,20.439,21.002,22.956,22.016,21.950,2l,0.000,2q,20.439
KC197236,2,17.368,17.368,18.207,18.207,18.150,18.410,19.977,19.099,19.099,18.501,19.229,19.229,18.930,20.958,20.958,18.141,18.141,17.736,17.736,17.885,16.598,19.166,18.575,2t,16.598,2q,17.736
KC197237,2,19.100,19.100,18.468,18.468,18.315,18.410,19.918,17.408,17.408,18.889,19.229,19.229,19.629,21.884,21.884,18.151,18.151,18.458,18.458,17.005,19.056,17.829,17.582,2r,17.005,2f,17.408
KC197238,2,18.878,18.878,15.736,15.736,17.767,18.177,20.000,18.669,18.669,19.649,18.973,18.973,18.613,21.928,21.928,18.884,18.884,16.948,16.948,17.597,0.000,17.531,17.678,2t,0.000,2b,15.736
KC197239,2,17.805,17.805,17.670,17.670,18.043,17.417,20.700,17.435,17.435,18.958,19.123,19.123,18.725,20.812,20.812,17.813,17.813,17.587,17.587,16.704,17.561,18.377,18.830,2r,16.704,2f,17.435
KC197240,2,21.262,21.262,20.519,20.519,20.972,21.917,23.162,22.617,22.617,23.054,22.092,22.092,21.207,0.000,0.000,21.746,21.746,20.124,20.124,20.901,22.313,22.210,21.871,2l,0.000,2q,20.124
KC285286,2,18.438,18.438,7.165,7.165,15.938,18.438,23.333,18.730,18.730,19.375,19.749,19.749,20.312,22.118,22.118,19.375,19.375,20.253,20.253,20.249,17.500,19.749,18.987,2b,7.165,2c,15.938
KC351603,2,14.961,14.961,20.472,20.472,19.291,19.291,19.685,17.323,17.323,16.929,13.386,13.386,7.480,22.047,22.047,18.898,18.898,15.748,15.748,15.748,19.291,16.535,16.535,2k,7.480,2j,13.386
KC520829,2,18.768,18.768,6.706,6.706,20.000,21.114,23.512,21.176,21.176,22.581,19.118,19.118,21.471,20.896,20.896,21.114,21.114,20.588,20.588,20.588,20.117,21.114,22.059,2b,6.706,2a,18.768
KC520837,2,18.182,18.182,6.414,6.414,18.235,20.821,22.917,21.176,21.176,22.874,18.475,18.475,22.059,21.951,21.951,20.821,20.821,20.000,20.000,20.294,18.950,20.821,20.882,2b,6.414,2a,18.182
KC520839,2,17.889,17.889,6.122,6.122,17.941,20.528,22.321,20.882,20.882,22.581,18.182,18.182,21.765,21.646,21.646,20.528,20.528,19.706,19.706,20.000,18.659,20.528,20.588,2b,6.122,2a,17.889
KC520841,2,18.182,18.182,6.414,6.414,17.941,20.821,22.917,20.882,20.882,22.874,18.475,18.475,22.059,21.951,21.951,20.821,20.821,19.706,19.706,20.294,18.950,20.528,20.588,2b,6.414,2c,17.941
KC520850,2,17.889,17.889,7.289,7.289,20.588,20.528,22.917,19.706,19.706,21.701,17.889,17.889,20.882,20.732,20.732,21.114,21.114,18.824,18.824,20.588,18.076,20.235,20.588,2b,7.289,2a,17.889
KC520853,2,16.129,16.129,7.289,7.289,20.000,20.821,21.726,19.706,19.706,22.287,16.716,16.716,20.588,21.037,21.037,19.355,19.355,17.941,17.941,19.412,18.367,18.768,18.529,2b,7.289,2a,16.129
KC632145,2,15.452,15.452,18.950,18.950,8.772,16.374,18.076,13.372,13.372,16.035,16.035,16.035,13.411,22.222,22.222,17.544,17.544,18.659,18.659,18.950,19.534,18.129,13.994,2c,8.772,2k,13.411
KC632146,2,15.743,15.743,19.534,19.534,8.187,16.667,18.659,12.500,12.500,15.743,16.035,16.035,13.703,22.807,22.807,18.421,18.421,18.367,18.367,19.825,19.242,18.129,14.286,2c,8.187,2f,12.500
KC632147,2,13.411,13.411,20.408,20.408,16.667,8.772,16.035,13.120,13.120,17.201,14.286,14.286,16.618,26.023,26.023,15.497,15.497,16.910,16.910,16.327,18.659,14.327,14.286,2d,8.772,2f,13.120
KC632149,2,21.574,21.574,21.637,21.637,23.615,25.806,25.581,23.977,23.977,25.146,23.392,23.392,23.977,13.411,13.411,23.907,23.907,20.468,20.468,22.157,26.023,23.032,22.807,2l,13.411,2q,20.468
KC632150,2,13.411,13.411,19.534,19.534,16.667,16.082,18.659,16.279,16.279,17.784,16.035,16.035,17.784,23.977,23.977,14.912,14.912,16.035,16.035,16.327,20.117,14.620,15.452,2a,13.411,2u,14.620
KC632151,2,23.000,23.000,22.333,22.333,22.742,23.077,26.333,25.418,25.418,24.415,24.333,24.333,22.333,13.667,13.667,22.742,22.742,21.739,21.739,20.401,27.090,22.742,23.077,2l,13.667,2r,20.401
KC632153,2,12.143,12.143,18.085,18.085,16.370,14.894,17.021,17.668,17.668,16.667,11.268,11.268,12.411,23.488,23.488,14.235,14.235,12.766,12.766,13.830,18.794,11.744,14.539,2j,11.268,2u,11.744
KC844042,2,16.121,16.121,17.531,17.531,15.349,13.384,18.001,0.000,0.000,16.793,16.998,16.998,16.074,22.492,22.492,16.808,16.808,15.896,15.896,15.502,18.936,16.234,15.488,2f,0.000,2d,13.384
KC844043,2,6.842,6.842,17.541,17.541,17.028,16.316,18.187,16.629,16.629,17.681,17.895,17.895,16.451,20.721,20.721,16.413,16.413,16.467,16.467,16.638,18.819,16.751,17.251,2a,6.842,2m,16.413
KC844048,2,17.396,17.396,6.655,6.655,18.830,17.699,19.918,18.218,18.218,19.287,19.100,19.100,18.951,21.082,21.082,17.915,17.915,17.090,17.090,18.085,16.530,18.715,18.246,2b,6.655,2q,17.090
KC844050,2,16.589,16.589,18.556,18.556,14.763,13.092,17.778,0.000,0.000,16.618,17.018,17.018,15.801,21.558,21.558,17.325,17.325,16.084,16.084,15.454,18.995,16.356,15.254,2f,0.000,2d,13.092
KC878941,2,6.061,6.061,16.342,16.342,15.978,15.168,16.630,14.115,14.115,14.783,16.685,16.685,16.052,21.861,21.861,13.607,13.607,14.502,14.502,15.227,17.065,14.951,14.674,2a,6.061,2m,13.607
KC878952,2,6.169,6.169,16.234,16.234,14.859,14.626,16.287,14.085,14.085,15.727,17.010,17.010,15.618,20.941,20.941,13.931,13.931,14.827,14.827,15.767,17.028,14.735,14.208,2a,6.169,2m,13.931
KC878954,2,6.277,6.277,16.234,16.234,15.618,14.410,16.721,13.976,13.976,15.944,16.901,16.901,16.052,21.053,21.053,13.823,13.823,14.394,14.394,15.875,16.920,14.410,13.774,2a,6.277,2m,13.823
KC878955,2,5.952,5.952,16.377,16.377,16.523,14.903,16.667,14.518,14.518,15.983,17.495,17.495,16.234,21.501,21.501,13.636,13.636,14.751,14.751,15.260,17.570,15.011,14.859,2a,5.952,2m,13.636
KC878957,2,5.736,5.736,16.450,16.450,15.184,15.060,15.676,14.085,14.085,15.293,17.551,17.551,15.510,20.941,20.941,11.987,11.987,13.203,13.203,14.795,17.245,15.601,14.642,2a,5.736,2m,11.987
KC878967,2,7.367,7.367,16.667,16.667,15.510,14.626,16.269,14.301,14.301,15.835,16.468,16.468,16.721,21.637,21.637,14.039,14.039,14.827,14.827,15.659,17.245,14.735,14.100,2a,7.367,2m,14.039
KC878990,2,6.277,6.277,15.801,15.801,14.783,14.626,16.468,13.681,13.681,14.783,16.468,16.468,15.385,21.637,21.637,12.959,12.959,13.853,13.853,15.335,17.065,15.060,14.022,2a,6.277,2m,12.959
KC878996,2,7.468,7.468,16.126,16.126,14.457,14.626,16.522,13.029,13.029,15.217,17.010,17.010,15.184,21.444,21.444,14.579,14.579,14.502,14.502,15.551,16.504,14.735,14.891,2a,7.468,2f,13.029
KC879000,2,5.952,5.952,16.342,16.342,16.087,15.060,16.848,14.224,14.224,15.000,16.901,16.901,16.161,21.188,21.188,14.039,14.039,14.177,14.177,15.335,16.848,15.385,14.457,2a,5.952,2m,14.039
KC879005,2,5.508,5.508,16.811,16.811,15.835,14.843,16.178,13.696,13.696,15.835,17.189,17.189,15.727,21.637,21.637,13.853,13.853,14.967,14.967,15.260,17.354,15.168,14.751,2a,5.508,2f,13.696
KC879006,2,8.099,8.099,16.594,16.594,14.425,13.868,16.721,12.893,12.893,14.208,15.818,15.818,14.859,21.300,21.300,13.297,13.297,14.534,14.534,15.584,16.269,15.710,14.534,2a,8.099,2f,12.893
KC879007,2,6.061,6.061,16.450,16.450,15.978,14.951,16.739,14.332,14.332,15.109,16.793,16.793,16.269,21.188,21.188,13.931,13.931,14.069,14.069,15.227,16.739,15.276,14.348,2a,6.061,2m,13.931
KC879012,2,5.628,5.628,16.450,16.450,15.510,15.493,16.721,13.976,13.976,15.944,17.551,17.551,16.052,21.613,21.613,14.024,14.024,15.368,15.368,14.471,16.920,15.493,15.076,2a,5.628,2m,14.024
KC879013,2,6.818,6.818,16.342,16.342,15.510,15.168,16.938,14.735,14.735,16.811,17.551,17.551,16.920,21.165,21.165,14.363,14.363,15.476,15.476,16.415,17.354,15.060,15.076,2a,6.818,2m,14.363
KC879017,2,6.710,6.710,16.234,16.234,15.870,14.843,16.087,13.681,13.681,16.087,17.551,17.551,16.558,21.300,21.300,14.039,14.039,14.827,14.827,15.551,17.609,15.493,14.565,2a,6.710,2f,13.681
KC879027,2,6.385,6.385,16.234,16.234,16.052,14.951,16.395,13.868,13.868,14.967,16.468,16.468,16.143,21.076,21.076,13.715,13.715,14.286,14.286,15.210,16.703,14.843,14.642,2a,6.385,2m,13.715
KC967476,2,0.000,0.000,18.085,18.085,16.579,16.140,17.407,16.178,16.178,17.155,17.427,17.427,16.469,21.070,21.070,16.573,16.573,15.954,15.954,15.905,19.053,16.469,16.199,2a,0.000,2r,15.905
KC967477,2,0.000,0.000,18.085,18.085,16.579,16.140,17.407,16.178,16.178,17.155,17.427,17.427,16.469,21.070,21.070,16.573,16.573,15.954,15.954,15.905,19.053,16.469,16.199,2a,0.000,2r,15.905
KC967478,2,0.000,0.000,18.085,18.085,16.579,16.140,17.407,16.178,16.178,17.155,17.427,17.427,16.469,21.070,21.070,16.573,16.573,15.954,15.954,15.905,19.053,16.469,16.199,2a,0.000,2r,15.905
KC967479,2,0.000,0.000,18.085,18.085,16.579,16.140,17.407,16.178,16.178,17.155,17.427,17.427,16.469,21.070,21.070,16.573,16.573,15.954,15.954,15.905,19.053,16.469,16.199,2a,0.000,2r,15.905
KF437715,2,26.599,26.599,30.272,30.272,,,31.058,,,30.000,,,31.408,31.973,31.973,29.530,29.530,32.192,32.192,29.452,31.183,,,2a,26.599,2r,29.452
KF437716,2,26.599,26.599,30.272,30.272,,,31.058,,,30.000,,,31.408,31.973,31.973,29.530,29.530,32.192,32.192,29.452,31.183,,,2a,26.599,2r,29.452
KF437717,2,26.599,26.599,30.272,30.272,,,31.058,,,30.000,,,31.408,31.973,31.973,29.530,29.530,32.192,32.192,29.452,31.183,,,2a,26.599,2r,29.452
KF523972,2,18.414,18.414,8.499,8.499,20.680,21.246,23.796,21.751,21.751,23.513,20.397,20.397,22.663,23.513,23.513,22.096,22.096,19.830,19.830,20.963,20.680,20.963,20.963,2b,8.499,2a,18.414
KF524002,2,18.130,18.130,8.215,8.215,20.680,20.680,24.079,21.530,21.530,22.946,20.963,20.963,21.246,21.813,21.813,20.397,20.397,18.414,18.414,19.830,18.980,19.547,20.963,2b,8.215,2a,18.130
KF524024,2,18.478,18.478,7.880,7.880,20.109,21.196,23.098,20.924,20.924,22.283,19.837,19.837,22.283,21.467,21.467,20.652,20.652,19.022,19.022,20.652,18.750,19.565,19.293,2b,7.880,2a,18.478
KF524067,2,17.760,17.760,8.219,8.219,19.726,20.492,23.288,20.000,20.000,23.288,19.126,19.126,21.918,21.918,21.918,19.452,19.452,19.452,19.452,20.822,19.178,20.548,19.452,2b,8.219,2a,17.760
KF524105,2,15.730,15.730,19.101,19.101,8.708,18.258,18.820,15.406,15.406,16.011,15.449,15.449,14.326,22.753,22.753,16.854,16.854,19.101,19.101,17.135,20.506,18.820,15.449,2c,8.708,2k,14.326
KF524121,2,18.033,18.033,8.470,8.470,20.219,20.492,22.951,20.765,20.765,22.404,19.619,19.619,21.585,22.466,22.466,20.765,20.765,18.033,18.033,20.765,18.579,19.126,19.126,2b,8.470,2q,18.033
KF585506,2,7.163,7.163,17.631,17.631,16.529,13.187,17.906,15.342,15.342,14.325,13.499,13.499,15.152,22.039,22.039,15.152,15.152,14.325,14.325,15.152,18.681,13.774,14.835,2a,7.163,2d,13.187
KF585512,2,8.815,8.815,17.080,17.080,18.733,14.011,19.559,15.890,15.890,15.427,14.050,14.050,16.804,22.590,22.590,15.702,15.702,14.601,14.601,15.427,17.582,15.427,15.659,2a,8.815,2d,14.011
KF585513,2,7.438,7.438,16.529,16.529,17.080,12.637,17.355,15.890,15.890,15.427,12.397,12.397,15.702,22.314,22.314,15.152,15.152,15.427,15.427,16.253,19.231,14.050,14.286,2a,7.438,2j,12.397
KF585514,2,6.887,6.887,18.182,18.182,17.080,12.637,18.182,16.438,16.438,14.050,12.672,12.672,14.325,22.314,22.314,14.325,14.325,14.325,14.325,12.672,17.582,14.325,14.560,2a,6.887,2r,12.672
KF585516,2,7.713,7.713,16.804,16.804,17.906,14.011,18.182,15.616,15.616,14.601,13.774,13.774,15.702,22.314,22.314,15.978,15.978,14.601,14.601,13.774,17.857,14.601,14.560,2a,7.713,2r,13.774
KF585518,2,6.612,6.612,17.080,17.080,17.355,14.011,17.631,15.068,15.068,14.601,13.499,13.499,15.702,22.590,22.590,14.876,14.876,14.325,14.325,13.499,18.407,14.050,14.286,2a,6.612,2r,13.499
