Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KY620420,639,3,5.947,27.677,20.893,19.807,22.713,22.713,28.409,25.158,25.158,27.214,27.214,3a,5.947,3e,19.807
KY620421,639,3,6.573,27.546,22.010,20.934,23.344,23.344,29.027,24.525,24.525,26.527,26.527,3a,6.573,3e,20.934
KY620422,639,3,6.416,26.765,19.586,20.290,24.329,24.329,27.229,25.475,25.475,26.409,26.409,3a,6.416,3d,19.586
KY620423,639,3,6.886,27.138,19.777,20.290,23.223,23.223,28.571,25.118,25.118,26.570,26.570,3a,6.886,3d,19.777
KY620424,639,3,6.886,27.929,19.458,20.129,23.668,23.668,28.070,24.209,24.209,27.215,27.215,3a,6.886,3d,19.458
KY620425,639,3,6.260,28.501,21.531,19.677,23.502,23.502,29.221,24.882,24.882,26.045,26.045,3a,6.260,3e,19.677
KY620426,639,3,6.416,28.900,21.212,20.645,24.132,24.132,28.896,25.827,25.827,26.248,26.248,3a,6.416,3e,20.645
KY620427,639,3,6.260,28.995,21.691,20.612,23.186,23.186,29.221,25.908,25.908,26.248,26.248,3a,6.260,3e,20.612
KY620428,639,3,6.573,26.892,21.531,21.148,23.659,23.659,27.432,24.252,24.252,26.570,26.570,3a,6.573,3d,21.531
KY620429,639,3,5.634,28.571,20.255,21.417,23.659,23.659,29.825,25.197,25.197,27.532,27.532,3a,5.634,3d,20.255
KY620430,634,3,7.571,27.018,21.474,20.612,24.329,24.329,28.758,24.841,24.841,26.948,26.948,3a,7.571,3e,20.612
KY620431,639,3,8.138,28.666,21.691,19.646,23.186,23.186,29.058,24.724,24.724,26.731,26.731,3a,8.138,3e,19.646
KY620432,639,3,7.199,28.171,22.010,20.451,24.132,24.132,28.734,26.142,26.142,26.892,26.892,3a,7.199,3e,20.451
KY620433,639,3,7.355,27.512,21.531,19.677,24.013,24.013,29.221,24.842,24.842,27.053,27.053,3a,7.355,3e,19.677
KY620434,639,3,8.138,26.187,21.531,21.417,22.871,22.871,29.708,26.224,26.224,27.057,27.057,3a,8.138,3d,21.531
KY620435,639,3,7.981,26.974,20.255,20.451,24.645,24.645,28.247,25.000,25.000,26.570,26.570,3a,7.981,3d,20.255
KY620436,639,3,7.825,27.492,20.064,19.677,23.381,23.381,28.662,24.209,24.209,26.582,26.582,3a,7.825,3e,19.677
KY620437,639,3,7.199,27.094,19.777,20.740,24.171,24.171,28.734,24.051,24.051,25.765,25.765,3a,7.199,3d,19.777
KY620438,639,3,8.764,27.632,21.212,20.934,24.051,24.051,27.760,25.316,25.316,26.656,26.656,3a,8.764,3d,21.212
KY620439,636,3,7.704,27.961,21.053,20.806,24.645,24.645,29.708,24.803,24.803,26.537,26.537,3a,7.704,3d,21.053
KY620440,638,3,8.621,28.336,20.064,21.452,25.000,25.000,28.135,25.592,25.592,28.155,28.155,3a,8.621,3d,20.064
KY620441,639,3,7.668,28.171,19.777,21.129,24.921,24.921,28.502,25.791,25.791,28.110,28.110,3a,7.668,3d,19.777
KY620442,639,3,6.729,27.303,19.586,19.677,23.223,23.223,26.948,25.000,25.000,26.248,26.248,3a,6.729,3d,19.586
KY620443,639,3,6.416,28.125,20.734,20.161,22.713,22.713,29.383,25.000,25.000,27.625,27.625,3a,6.416,3e,20.161
KY620444,639,3,8.138,26.974,19.617,20.612,24.487,24.487,27.760,25.908,25.908,27.053,27.053,3a,8.138,3d,19.617
KY620445,639,3,7.512,26.923,20.893,19.132,23.028,23.028,29.027,26.741,26.741,26.382,26.382,3a,7.512,3e,19.132
KY620446,638,3,6.583,28.180,21.178,19.836,24.062,24.062,29.618,25.475,25.475,26.290,26.290,3a,6.583,3e,19.836
KY620447,639,3,7.512,29.364,21.497,20.612,24.290,24.290,29.618,26.142,26.142,27.460,27.460,3a,7.512,3e,20.612
KY620448,639,3,7.668,27.961,20.607,19.485,24.451,24.451,28.618,25.552,25.552,26.409,26.409,3a,7.668,3e,19.485
KY620449,639,3,9.077,26.316,20.893,17.874,23.734,23.734,27.760,25.118,25.118,27.141,27.141,3a,9.077,3e,17.874
KY620450,639,3,6.416,27.660,20.734,21.095,22.555,22.555,28.409,25.000,25.000,26.087,26.087,3a,6.416,3d,20.734
KY620451,639,3,7.981,27.303,21.885,19.163,22.692,22.692,29.106,24.684,24.684,27.214,27.214,3a,7.981,3e,19.163
KY620452,639,3,7.199,27.213,20.541,20.451,23.855,23.855,29.173,25.714,25.714,27.053,27.053,3a,7.199,3d,20.541
KY620453,638,3,6.897,25.987,20.415,19.646,23.631,23.631,29.221,24.684,24.684,25.443,25.443,3a,6.897,3e,19.646
KY620454,639,3,6.729,28.501,20.096,20.290,22.082,22.082,29.984,25.475,25.475,26.731,26.731,3a,6.729,3d,20.096
KY620455,639,3,7.668,27.183,20.415,19.324,23.659,23.659,29.187,24.920,24.920,27.214,27.214,3a,7.668,3e,19.324
KY620456,639,3,7.355,26.809,19.777,19.163,23.697,23.697,27.110,24.803,24.803,25.443,25.443,3a,7.355,3e,19.163
KY620457,639,3,8.764,27.018,21.212,19.485,23.975,23.975,28.571,24.842,24.842,27.948,27.948,3a,8.764,3e,19.485
KY620458,639,3,8.451,26.689,19.617,20.290,23.817,23.817,28.247,24.961,24.961,26.409,26.409,3a,8.451,3d,19.617
KY620459,639,3,7.199,27.842,22.488,21.095,22.397,22.397,28.896,25.791,25.791,27.010,27.010,3a,7.199,3e,21.095
KY620460,639,3,7.512,28.141,21.531,20.451,22.713,22.713,28.734,25.475,25.475,25.848,25.848,3a,7.512,3e,20.451
KY620461,639,3,7.668,27.546,20.767,20.934,24.451,24.451,29.660,24.842,24.842,26.656,26.656,3a,7.668,3d,20.767
KY620462,639,3,8.138,27.697,20.927,19.646,24.257,24.257,28.754,25.908,25.908,26.003,26.003,3a,8.138,3e,19.646
KY620463,639,3,9.077,26.892,19.904,19.807,23.028,23.028,28.822,24.525,24.525,25.750,25.750,3a,9.077,3d,19.904
KY620464,639,3,7.042,26.809,21.372,21.018,24.290,24.290,29.756,25.000,25.000,27.097,27.097,3a,7.042,3d,21.372
KY620465,639,3,6.886,28.502,21.178,20.645,23.344,23.344,28.687,24.842,24.842,25.443,25.443,3a,6.886,3e,20.645
KY620466,639,3,6.103,27.806,22.169,19.968,24.290,24.290,28.803,23.259,23.259,26.570,26.570,3a,6.103,3e,19.968
KY620467,639,3,7.355,28.180,19.904,20.934,24.448,24.448,29.299,24.842,24.842,26.582,26.582,3a,7.355,3d,19.904
KY620468,639,3,7.355,27.010,20.096,19.002,22.275,22.275,27.273,23.734,23.734,24.799,24.799,3a,7.355,3e,19.002
KY620469,639,3,6.729,26.073,20.893,20.290,23.659,23.659,28.084,25.592,25.592,26.570,26.570,3a,6.729,3e,20.290
KY620470,640,3,6.094,28.045,22.010,20.096,23.817,23.817,30.463,24.842,24.842,26.108,26.108,3a,6.094,3e,20.096
KY620471,639,3,7.981,26.645,19.777,21.256,24.013,24.013,28.409,25.197,25.197,26.935,26.935,3a,7.981,3d,19.777
KY620472,639,3,7.668,27.404,20.734,20.290,24.051,24.051,29.383,25.750,25.750,26.248,26.248,3a,7.668,3e,20.290
KY620473,639,3,7.981,26.765,19.617,18.841,24.329,24.329,28.341,24.803,24.803,25.563,25.563,3a,7.981,3e,18.841
KY620474,639,3,8.451,26.974,21.531,19.163,23.381,23.381,29.027,24.051,24.051,24.960,24.960,3a,8.451,3e,19.163
KY620475,639,3,9.077,26.765,20.064,20.934,25.316,25.316,27.760,25.714,25.714,25.884,25.884,3a,9.077,3d,20.064
KY620476,639,3,6.573,27.094,21.850,20.129,23.659,23.659,29.383,24.684,24.684,25.121,25.121,3a,6.573,3e,20.129
KY620477,638,3,6.740,28.007,21.565,20.773,23.125,23.125,29.593,25.118,25.118,26.452,26.452,3a,6.740,3e,20.773
KY620478,638,3,7.680,27.063,20.415,20.451,22.785,22.785,28.457,24.209,24.209,26.171,26.171,3a,7.680,3d,20.415
KY620479,635,3,7.087,27.303,19.649,18.841,24.214,24.214,27.480,24.801,24.801,25.608,25.608,3a,7.087,3e,18.841
KY620480,639,3,8.294,27.053,19.139,19.324,23.855,23.855,27.911,25.158,25.158,26.108,26.108,3a,8.294,3d,19.139
KY620481,639,3,7.668,25.361,19.617,18.680,22.082,22.082,27.597,23.810,23.810,26.087,26.087,3a,7.668,3e,18.680
KY620482,634,3,6.151,29.228,21.372,20.773,24.204,24.204,29.545,25.949,25.949,25.884,25.884,3a,6.151,3e,20.773
KY620483,639,3,7.668,27.869,21.212,20.612,26.382,26.382,29.870,26.183,26.183,27.697,27.697,3a,7.668,3e,20.612
KY620484,639,3,7.825,27.915,20.096,21.639,24.525,24.525,30.081,27.373,27.373,27.346,27.346,3a,7.825,3d,20.096
KY620485,639,3,9.390,26.763,20.415,19.836,23.418,23.418,27.751,23.810,23.810,26.731,26.731,3a,9.390,3d,20.415
KY620486,639,3,7.981,27.842,21.622,20.773,24.013,24.013,29.147,25.158,25.158,27.302,27.302,3a,7.981,3e,20.773
KY620487,639,3,7.825,27.974,20.734,21.095,24.606,24.606,29.870,25.791,25.791,27.464,27.464,3a,7.825,3d,20.734
KY620488,639,3,6.573,28.666,22.010,20.612,23.381,23.381,29.545,25.475,25.475,27.302,27.302,3a,6.573,3e,20.612
KY620489,639,3,8.451,27.697,21.691,20.656,23.975,23.975,29.058,24.921,24.921,26.825,26.825,3a,8.451,3e,20.656
KY620490,639,3,5.634,26.765,21.372,20.934,23.186,23.186,29.870,25.949,25.949,26.656,26.656,3a,5.634,3e,20.934
KY620491,639,3,6.573,26.765,20.255,19.968,22.555,22.555,28.409,25.000,25.000,25.926,25.926,3a,6.573,3d,20.255
KY620492,639,3,8.138,27.586,21.246,19.293,23.668,23.668,29.712,25.475,25.475,26.087,26.087,3a,8.138,3e,19.293
KY620493,639,3,7.668,27.742,20.893,19.002,24.013,24.013,28.389,23.892,23.892,26.424,26.424,3a,7.668,3e,19.002
KY620494,639,3,8.920,26.645,21.850,20.773,24.763,24.763,29.506,24.525,24.525,26.349,26.349,3a,8.920,3e,20.773
KY620495,639,3,9.077,27.170,21.212,19.453,24.013,24.013,29.506,23.418,23.418,26.424,26.424,3a,9.077,3e,19.453
KY620496,639,3,10.798,25.161,20.415,19.935,24.013,24.013,28.868,22.857,22.857,27.360,27.360,3a,10.798,3d,20.415
KY620497,639,3,7.355,26.324,20.415,19.807,22.749,22.749,28.230,24.525,24.525,26.266,26.266,3a,7.355,3e,19.807
KY620498,639,3,8.764,28.180,21.850,19.775,24.329,24.329,28.230,25.791,25.791,27.170,27.170,3a,8.764,3e,19.775
KY620499,639,3,8.920,27.053,20.893,18.357,23.223,23.223,27.751,23.734,23.734,27.619,27.619,3a,8.920,3e,18.357
KY620500,639,3,7.825,27.536,21.212,20.290,23.697,23.697,27.981,25.158,25.158,27.057,27.057,3a,7.825,3e,20.290
KY620501,639,3,7.355,27.697,20.541,19.807,22.871,22.871,27.866,25.633,25.633,27.653,27.653,3a,7.355,3e,19.807
KY620502,639,3,7.825,27.375,20.893,20.612,23.855,23.855,29.027,25.512,25.512,27.778,27.778,3a,7.825,3d,20.893
KY620503,639,3,7.199,26.892,21.212,19.672,22.749,22.749,28.986,24.842,24.842,27.619,27.619,3a,7.199,3e,19.672
KY620504,639,3,8.451,27.929,19.617,18.328,24.013,24.013,29.187,24.094,24.094,25.949,25.949,3a,8.451,3e,18.328
KY620505,639,3,7.668,26.570,20.893,20.451,24.448,24.448,27.911,24.842,24.842,27.100,27.100,3a,7.668,3e,20.451
KY620506,639,3,6.886,26.966,19.936,20.579,23.539,23.539,29.506,25.633,25.633,27.215,27.215,3a,6.886,3d,19.936
KY620507,639,3,7.825,26.367,20.541,19.807,23.817,23.817,28.662,24.842,24.842,27.619,27.619,3a,7.825,3e,19.807
KY620508,639,3,8.294,27.929,21.406,19.968,24.413,24.413,28.455,25.791,25.791,26.979,26.979,3a,8.294,3e,19.968
KY620509,639,3,8.451,27.806,22.169,20.612,23.817,23.817,28.247,25.434,25.434,26.240,26.240,3a,8.451,3e,20.612
KY620510,639,3,8.138,27.214,21.372,20.645,24.171,24.171,29.221,25.633,25.633,26.171,26.171,3a,8.138,3e,20.645
KY620511,639,3,7.512,27.496,21.086,20.934,23.161,23.161,28.130,25.633,25.633,27.778,27.778,3a,7.512,3d,21.086
KY620512,639,3,8.294,26.917,20.893,20.290,22.907,22.907,29.383,26.108,26.108,26.508,26.508,3a,8.294,3e,20.290
KY620513,639,3,7.825,27.303,21.531,20.612,23.502,23.502,28.409,25.949,25.949,26.656,26.656,3a,7.825,3e,20.612
KY620514,639,3,6.416,27.769,19.458,20.451,24.171,24.171,28.896,24.921,24.921,26.979,26.979,3a,6.416,3d,19.458
KY620515,639,3,8.294,26.853,19.777,19.485,22.433,22.433,29.708,25.158,25.158,26.979,26.979,3a,8.294,3d,19.777
KY620516,639,3,8.294,28.336,20.223,19.163,23.539,23.539,28.687,25.158,25.158,26.979,26.979,3a,8.294,3e,19.163
KY620517,639,3,7.042,27.467,21.372,19.293,24.803,24.803,29.058,25.198,25.198,26.171,26.171,3a,7.042,3e,19.293
KY620518,639,3,7.355,27.512,21.053,19.968,22.871,22.871,29.708,25.949,25.949,25.443,25.443,3a,7.355,3e,19.968
KY620519,639,3,8.607,27.018,20.893,20.934,24.329,24.329,28.247,24.881,24.881,26.045,26.045,3a,8.607,3d,20.893
KY620520,639,3,7.355,28.411,21.691,19.968,22.555,22.555,30.144,25.949,25.949,26.508,26.508,3a,7.355,3e,19.968
KY620521,639,3,8.294,26.601,20.574,20.129,23.502,23.502,27.760,25.791,25.791,27.742,27.742,3a,8.294,3e,20.129
KY620522,639,3,7.981,27.524,19.458,20.612,23.855,23.855,28.868,25.158,25.158,27.302,27.302,3a,7.981,3d,19.458
KY620523,639,3,9.233,27.053,20.893,19.807,23.539,23.539,28.708,24.367,24.367,25.791,25.791,3a,9.233,3e,19.807
KY620524,639,3,7.825,26.206,21.531,19.163,23.065,23.065,28.070,24.684,24.684,26.899,26.899,3a,7.825,3e,19.163
KY620525,638,3,8.464,27.331,20.096,19.968,22.907,22.907,28.230,25.908,25.908,27.575,27.575,3a,8.464,3d,20.096
KY620526,639,3,8.607,27.581,21.850,20.773,23.028,23.028,28.708,25.079,25.079,26.349,26.349,3a,8.607,3e,20.773
KY620527,639,3,8.764,27.053,22.169,19.163,21.801,21.801,29.187,25.118,25.118,26.825,26.825,3a,8.764,3e,19.163
KY620528,639,3,8.920,25.796,21.372,19.807,23.186,23.186,28.271,25.000,25.000,25.363,25.363,3a,8.920,3e,19.807
KY620529,639,3,7.512,28.007,21.053,21.095,23.659,23.659,30.519,26.825,26.825,26.570,26.570,3a,7.512,3d,21.053
KY620530,639,3,8.294,26.809,20.096,20.290,22.555,22.555,28.571,24.367,24.367,25.765,25.765,3a,8.294,3d,20.096
KY620531,639,3,7.042,28.830,20.701,20.451,23.817,23.817,28.363,25.633,25.633,27.141,27.141,3a,7.042,3e,20.451
KY620532,639,3,7.042,27.375,19.936,19.807,21.767,21.767,28.409,25.000,25.000,26.171,26.171,3a,7.042,3d,19.936
KY620533,639,3,7.825,27.697,19.904,20.290,24.171,24.171,28.025,25.158,25.158,27.057,27.057,3a,7.825,3d,19.904
KY620534,639,3,7.199,26.966,19.298,19.968,24.013,24.013,29.027,24.525,24.525,27.302,27.302,3a,7.199,3d,19.298
KY620535,639,3,7.825,27.724,19.777,21.095,24.803,24.803,29.187,24.209,24.209,27.937,27.937,3a,7.825,3d,19.777
KY620536,639,3,7.355,26.238,21.212,20.197,23.855,23.855,29.106,25.633,25.633,27.419,27.419,3a,7.355,3e,20.197
KY620537,639,3,7.668,27.348,20.668,20.934,23.502,23.502,29.545,25.949,25.949,26.731,26.731,3a,7.668,3d,20.668
KY620538,638,3,8.307,26.917,20.701,18.680,23.539,23.539,28.185,25.118,25.118,26.688,26.688,3a,8.307,3e,18.680
KY620539,639,3,7.042,27.127,21.406,20.968,24.295,24.295,28.754,25.158,25.158,26.941,26.941,3a,7.042,3e,20.968
KY620540,639,3,8.764,26.892,20.893,21.095,23.502,23.502,28.549,24.842,24.842,24.803,24.803,3a,8.764,3d,20.893
KY620541,639,3,9.077,27.080,21.212,22.544,25.000,25.000,29.506,25.475,25.475,24.803,24.803,3a,9.077,3d,21.212
KY620542,638,3,7.367,26.966,20.096,19.132,23.474,23.474,29.984,24.961,24.961,26.550,26.550,3a,7.367,3e,19.132
KY620543,639,3,10.172,26.731,21.212,20.290,23.307,23.307,28.868,24.286,24.286,28.095,28.095,3a,10.172,3e,20.290
KY620544,310,3,8.710,24.490,16.296,19.601,21.474,21.474,24.265,21.612,21.612,24.138,24.138,3a,8.710,3d,16.296
KY620545,639,3,8.607,26.400,19.936,19.485,23.223,23.223,28.230,23.576,23.576,26.349,26.349,3a,8.607,3e,19.485
KY620546,639,3,6.886,27.170,19.936,19.968,23.539,23.539,27.848,25.158,25.158,27.460,27.460,3a,6.886,3d,19.936
KY620547,639,3,6.416,27.138,20.574,20.934,24.171,24.171,28.409,26.266,26.266,27.697,27.697,3a,6.416,3d,20.574
KY620548,639,3,8.451,27.170,20.574,19.936,24.013,24.013,28.708,26.266,26.266,27.373,27.373,3a,8.451,3e,19.936
KY620549,639,3,6.886,27.713,21.691,20.612,23.975,23.975,29.221,25.397,25.397,27.858,27.858,3a,6.886,3e,20.612
KY620550,639,3,8.138,27.018,19.936,20.579,24.961,24.961,28.824,25.633,25.633,26.409,26.409,3a,8.138,3d,19.936
KY620551,639,3,7.512,28.571,20.893,19.807,24.132,24.132,29.545,25.949,25.949,27.214,27.214,3a,7.512,3e,19.807
KY620552,639,3,8.138,27.375,21.531,20.451,22.397,22.397,30.303,24.525,24.525,27.460,27.460,3a,8.138,3e,20.451
KY620553,639,3,8.138,27.377,21.372,20.290,23.539,23.539,29.221,26.299,26.299,26.817,26.817,3a,8.138,3e,20.290
KY620554,639,3,7.825,28.171,22.010,20.451,24.290,24.290,29.383,26.614,26.614,26.087,26.087,3a,7.825,3e,20.451
KY620555,639,3,6.886,27.677,21.372,19.324,22.555,22.555,27.911,25.710,25.710,26.979,26.979,3a,6.886,3e,19.324
KY620556,639,3,8.920,27.097,20.317,19.163,22.397,22.397,28.981,23.651,23.651,26.032,26.032,3a,8.920,3e,19.163
KY620557,639,3,8.451,27.127,21.212,20.451,23.817,23.817,27.273,25.633,25.633,27.653,27.653,3a,8.451,3e,20.451
KY620558,639,3,9.546,28.019,22.169,21.129,24.448,24.448,28.317,26.772,26.772,27.460,27.460,3a,9.546,3e,21.129
KY620559,639,3,8.294,28.135,22.010,20.773,25.276,25.276,28.803,25.475,25.475,26.032,26.032,3a,8.294,3e,20.773
KY620560,639,3,7.042,27.697,21.531,21.256,23.855,23.855,27.435,25.354,25.354,26.984,26.984,3a,7.042,3d,21.531
KY620561,639,3,8.920,26.485,21.531,21.739,24.606,24.606,29.545,26.108,26.108,27.778,27.778,3a,8.920,3d,21.531
KY620562,639,3,8.764,25.201,19.298,20.290,24.487,24.487,27.994,25.000,25.000,27.215,27.215,3a,8.764,3d,19.298
KY620563,639,3,7.668,27.018,21.691,20.612,23.697,23.697,28.084,25.475,25.475,26.880,26.880,3a,7.668,3e,20.612
KY620564,639,3,7.512,27.375,21.053,18.525,22.871,22.871,28.571,25.118,25.118,26.108,26.108,3a,7.512,3e,18.525
KY620565,639,3,7.668,25.865,20.734,18.680,23.502,23.502,28.409,25.000,25.000,25.926,25.926,3a,7.668,3e,18.680
KY620566,639,3,8.764,26.613,21.053,20.458,24.803,24.803,28.571,23.539,23.539,26.424,26.424,3a,8.764,3d,21.053
KY620567,639,3,7.981,27.448,21.372,20.290,23.892,23.892,27.592,24.842,24.842,27.302,27.302,3a,7.981,3e,20.290
KY620568,639,3,8.294,27.053,21.691,19.968,23.186,23.186,28.708,25.552,25.552,27.302,27.302,3a,8.294,3e,19.968
KY620569,639,3,7.512,28.019,21.691,20.612,24.132,24.132,28.639,25.633,25.633,27.937,27.937,3a,7.512,3e,20.612
KY620570,639,3,7.512,27.536,21.212,21.095,23.344,23.344,28.868,25.512,25.512,27.778,27.778,3a,7.512,3d,21.212
KY620571,639,3,7.981,26.485,20.574,21.417,23.697,23.697,28.389,24.684,24.684,26.899,26.899,3a,7.981,3d,20.574
KY620572,639,3,10.172,26.187,21.531,19.508,24.290,24.290,28.070,25.118,25.118,25.604,25.604,3a,10.172,3e,19.508
KY620573,639,3,8.607,27.858,20.574,19.646,22.240,22.240,28.708,24.051,24.051,25.641,25.641,3a,8.607,3e,19.646
KY620574,639,3,7.512,27.422,19.936,19.453,24.803,24.803,27.697,24.525,24.525,27.141,27.141,3a,7.512,3d,19.936
KY620575,639,3,7.668,27.796,20.255,20.418,24.842,24.842,28.824,25.158,25.158,28.110,28.110,3a,7.668,3d,20.255
KY620576,639,3,6.886,27.677,20.096,20.806,23.817,23.817,29.346,24.842,24.842,26.409,26.409,3a,6.886,3d,20.096
KY620577,639,3,8.764,27.697,20.893,19.968,24.645,24.645,29.187,25.633,25.633,28.006,28.006,3a,8.764,3e,19.968
KY620578,639,3,8.764,26.979,20.255,19.646,24.606,24.606,28.413,25.515,25.515,28.254,28.254,3a,8.764,3e,19.646
KY620579,639,3,7.355,27.448,18.820,20.612,24.329,24.329,28.389,25.633,25.633,26.825,26.825,3a,7.355,3d,18.820
KY620580,639,3,8.138,28.141,21.372,19.646,22.835,22.835,27.375,24.842,24.842,26.333,26.333,3a,8.138,3e,19.646
KY620581,639,3,8.451,26.853,20.223,21.256,23.817,23.817,29.498,26.582,26.582,27.053,27.053,3a,8.451,3d,20.223
KY620582,639,3,7.355,27.842,20.734,18.841,22.871,22.871,29.346,25.000,25.000,26.817,26.817,3a,7.355,3e,18.841
KY620583,639,3,8.138,28.141,20.574,19.646,24.132,24.132,29.027,25.397,25.397,26.817,26.817,3a,8.138,3e,19.646
KY620584,639,3,9.390,28.171,21.212,21.417,24.606,24.606,30.195,26.108,26.108,27.302,27.302,3a,9.390,3d,21.212
KY620585,639,3,8.764,27.697,21.019,20.806,23.576,23.576,29.180,26.424,26.424,27.460,27.460,3a,8.764,3e,20.806
KY620586,639,3,6.573,27.422,21.691,21.129,23.381,23.381,28.896,26.108,26.108,27.053,27.053,3a,6.573,3e,21.129
KY620587,639,3,8.451,27.049,19.936,20.579,24.329,24.329,29.545,25.316,25.316,27.302,27.302,3a,8.451,3d,19.936
KY620588,639,3,7.825,27.961,21.531,20.900,24.803,24.803,28.084,25.475,25.475,26.010,26.010,3a,7.825,3e,20.900
KY620589,639,3,8.138,28.007,21.691,21.311,24.132,24.132,29.708,25.949,25.949,26.266,26.266,3a,8.138,3d,21.691
KY620590,639,3,6.103,28.407,21.053,20.612,24.290,24.290,28.317,25.475,25.475,26.248,26.248,3a,6.103,3e,20.612
KY620591,639,3,6.886,28.125,20.415,20.451,24.803,24.803,28.409,25.000,25.000,25.765,25.765,3a,6.886,3d,20.415
KY620592,639,3,9.233,28.995,22.967,21.256,23.697,23.697,29.260,26.582,26.582,28.756,28.756,3a,9.233,3e,21.256
KY620593,639,3,8.451,26.359,20.734,18.841,23.975,23.975,27.922,25.633,25.633,26.409,26.409,3a,8.451,3e,18.841
KY620594,638,3,7.053,28.501,20.767,20.323,23.944,23.944,28.618,24.961,24.961,26.817,26.817,3a,7.053,3e,20.323
KY620595,639,3,7.981,27.961,20.734,19.485,24.803,24.803,29.708,25.000,25.000,28.110,28.110,3a,7.981,3e,19.485
KY620596,639,3,8.607,27.018,21.691,20.161,24.132,24.132,27.110,25.475,25.475,26.494,26.494,3a,8.607,3e,20.161
KY620597,639,3,7.042,27.842,19.777,19.132,24.803,24.803,28.247,25.237,25.237,25.926,25.926,3a,7.042,3e,19.132
KY620598,638,3,7.524,27.302,20.415,19.002,23.787,23.787,28.708,24.564,24.564,26.624,26.624,3a,7.524,3e,19.002
KY620599,638,3,6.740,27.842,21.372,19.646,23.281,23.281,29.221,24.329,24.329,26.537,26.537,3a,6.740,3e,19.646
KY620600,639,3,7.199,27.124,21.053,20.328,23.616,23.616,28.734,24.842,24.842,26.266,26.266,3a,7.199,3e,20.328
KY620601,639,3,6.416,28.180,21.531,19.508,24.448,24.448,28.986,24.684,24.684,26.825,26.825,3a,6.416,3e,19.508
KY620602,639,3,6.416,27.214,20.734,20.451,22.907,22.907,28.230,24.525,24.525,26.984,26.984,3a,6.416,3d,20.734
KY620603,639,3,7.355,27.697,21.691,19.324,23.065,23.065,28.549,24.842,24.842,26.667,26.667,3a,7.355,3e,19.324
KY620604,639,3,6.729,26.892,21.053,20.000,23.223,23.223,27.760,25.000,25.000,26.979,26.979,3a,6.729,3e,20.000
KY620605,639,3,5.164,27.348,20.927,20.773,23.161,23.161,28.780,25.316,25.316,26.817,26.817,3a,5.164,3d,20.927
KY620606,639,3,5.947,26.485,19.936,21.256,23.186,23.186,28.868,25.475,25.475,27.937,27.937,3a,5.947,3d,19.936
KY620607,639,3,7.355,27.858,21.531,20.290,23.502,23.502,29.058,25.000,25.000,26.171,26.171,3a,7.355,3e,20.290
KY620608,639,3,7.355,27.858,21.531,20.290,23.502,23.502,29.058,25.000,25.000,26.171,26.171,3a,7.355,3e,20.290
KY620609,639,3,6.729,28.341,20.734,19.646,23.502,23.502,28.734,25.475,25.475,26.171,26.171,3a,6.729,3e,19.646
KY620610,639,3,7.199,28.180,20.860,20.290,23.817,23.817,28.687,25.158,25.158,26.656,26.656,3a,7.199,3e,20.290
KY620611,639,3,8.294,26.731,19.617,20.129,23.186,23.186,28.868,24.367,24.367,27.460,27.460,3a,8.294,3d,19.617
KY620612,639,3,8.451,26.968,21.372,20.900,25.750,25.750,27.787,25.000,25.000,25.926,25.926,3a,8.451,3d,21.372
KY620613,639,3,7.512,28.171,21.053,20.129,23.223,23.223,27.922,24.444,24.444,27.464,27.464,3a,7.512,3e,20.129
KY620614,639,3,8.920,27.348,21.406,20.129,24.100,24.100,28.383,25.316,25.316,28.271,28.271,3a,8.920,3e,20.129
KY620615,639,3,8.920,27.348,21.885,19.936,23.631,23.631,29.703,26.266,26.266,27.903,27.903,3a,8.920,3e,19.936
KY620616,639,3,8.138,27.677,21.691,20.290,24.606,24.606,27.842,25.000,25.000,27.625,27.625,3a,8.138,3e,20.290
KY620617,639,3,7.199,27.961,20.734,19.807,24.329,24.329,29.545,25.158,25.158,26.656,26.656,3a,7.199,3e,19.807
KY620618,639,3,6.573,27.858,20.893,19.775,23.539,23.539,28.247,24.051,24.051,25.765,25.765,3a,6.573,3e,19.775
KY620619,639,3,7.355,28.171,20.415,20.579,24.329,24.329,28.824,25.000,25.000,27.464,27.464,3a,7.355,3d,20.415
KY620620,639,3,6.573,27.558,22.488,19.807,24.132,24.132,29.545,25.000,25.000,26.290,26.290,3a,6.573,3e,19.807
KY620621,639,3,9.233,26.557,19.458,18.841,24.645,24.645,28.409,24.525,24.525,25.525,25.525,3a,9.233,3e,18.841
KY620622,639,3,9.077,26.721,19.617,18.357,24.329,24.329,28.409,24.367,24.367,25.687,25.687,3a,9.077,3e,18.357
KY620623,639,3,8.294,27.348,19.904,19.646,24.290,24.290,28.525,25.556,25.556,26.409,26.409,3a,8.294,3e,19.646
KY620624,639,3,7.355,27.063,19.617,19.968,23.186,23.186,28.409,25.238,25.238,25.848,25.848,3a,7.355,3d,19.617
KY620625,639,3,6.573,26.568,20.255,20.129,23.186,23.186,28.571,25.158,25.158,26.656,26.656,3a,6.573,3d,20.255
