Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KR071942,1,1a,1,1a,1,1a,1,1a,1,1a
KR071943,1,1a,1,1a,1,1a,1,1a,1,1a
KR071944,1,1a,1,1a,1,1a,1,1a,1,1a
KR071945,1,1a,1,1a,1,1a,1,1a,1,1a
KR071946,1,1a,1,1a,1,1a,1,1a,1,1a
KR071947,1,1a,1,1a,1,1a,1,1a,1,1a
KR071948,1,1a,1,1a,1,1a,1,1a,1,1a
KR071949,1,1a,1,1a,1,1a,1,1a,1,1a
KR071950,1,1a,1,1a,1,1a,1,1a,1,1a
KR071951,1,1a,1,1a,1,1a,1,1a,1,1a
KR071952,1,1a,1,1a,1,1a,1,1a,1,1a
KR071953,1,1a,1,1a,1,1a,1,1a,1,1a
KR071954,1,1a,1,1a,1,1a,1,1a,1,1a
KR071955,1,1a,1,1a,1,1a,1,1a,1,1a
KR071956,1,1a,1,1a,1,1a,1,1a,1,1a
KR071957,1,1a,1,1a,1,1a,1,1a,1,1a
KR071958,1,1a,1,1a,1,1a,1,1a,1,1a
KR071959,1,1a,1,1a,1,1a,1,1a,1,1a
KR071960,1,1a,1,1a,1,1a,1,1a,1,1a
KR071961,1,1a,1,1a,1,1a,1,1a,1,1a
KR071962,1,1a,1,1a,1,1a,1,1a,1,1a
KR071963,1,1a,1,1a,1,1a,1,1a,1,1a
KR071964,1,1a,1,1a,1,1a,1,1a,1,1a
KR071965,1,1a,1,1a,1,1a,1,1a,1,1a
KR071966,1,1a,1,1a,1,1a,1,1a,1,1a
KR071967,1,1a,1,1a,1,1a,1,1a,1,1a
KR071968,1,1a,1,1a,1,1a,1,1a,1,1a
KR071969,1,1a,1,1a,1,1a,1,1a,1,1a
KR071970,1,1a,1,1a,1,1a,1,1a,1,1a
KR071971,1,1a,1,1a,1,1a,1,1a,1,1a
KR071972,1,1a,1,1a,1,1a,1,1a,1,1a
KR071973,1,1a,1,1a,1,1a,1,1a,1,1a
KR071974,1,1a,1,1a,1,1a,1,1a,1,1a
KR071975,1,1a,1,1a,1,1a,1,1a,1,1a
KR071976,1,1a,1,1a,1,1a,1,1a,1,1a
KR071977,1,1a,1,1a,1,1a,1,1a,1,1a
KR071978,1,1a,1,1a,1,1a,1,1a,1,1a
KR071979,1,1a,1,1a,1,1a,1,1a,1,1a
KR071980,1,1a,1,1a,1,1a,1,1a,1,1a
KR071981,1,1a,1,1a,1,1a,1,1a,1,1a
KR071982,1,1a,1,1a,1,1a,1,1a,1,1a
KR071983,1,1a,1,1a,1,1a,1,1a,1,1a
KR071984,1,1a,1,1a,1,1a,1,1a,1,1a
KR071985,1,1a,1,1a,1,1a,1,1a,1,1a
KR071986,1,1a,1,1a,1,1a,1,1a,1,1a
KR071987,1,1a,1,1a,1,1a,1,1a,1,1a
KR071988,1,1a,1,1a,1,1a,1,1a,1,1a
KR071989,1,1a,1,1a,1,1a,1,1a,1,1a
KR071990,1,1a,1,1a,1,1a,1,1a,1,1a
KR071991,1,1a,1,1a,1,1a,1,1a,1,1a
KR071992,1,1a,1,1a,1,1a,1,1a,1,1a
KR071993,1,1a,1,1a,1,1a,1,1a,1,1a
KR071994,1,1a,1,1a,1,1a,1,1a,1,1a
KR071995,1,1a,1,1a,1,1a,1,1a,1,1a
KR071996,1,1a,1,1a,1,1a,1,1a,1,1a
KR071997,1,1a,1,1a,1,1a,1,1a,1,1a
KR071998,1,1a,1,1a,1,1a,1,1a,1,1a
KR071999,1,1a,1,1a,1,1a,1,1a,1,1a
KR072000,1,1a,1,1a,1,1a,1,1a,1,1a
KR072001,1,1a,1,1a,1,1a,1,1a,1,1a
KR072002,1,1a,1,1a,1,1a,1,1a,1,1a
KR072003,1,1a,1,1a,1,1a,1,1a,1,1a
KR072004,1,1a,1,1a,1,1a,1,1a,1,1a
KR072005,1,1a,1,1a,1,1a,1,1a,1,1a
KR072006,1,1a,1,1a,1,1a,1,1a,1,1a
KR072007,3,3a,3,3a,3,3a,3,3a,3,3a
KR072008,3,3a,3,3a,3,3a,3,3a,3,3a
KR072009,3,3a,3,3a,3,3a,3,3a,3,3a
KR072010,3,3a,3,3a,3,3a,3,3a,3,3a
KR072011,3,3a,3,3a,3,3a,3,3a,3,3a
KR072012,3,3a,3,3a,3,3a,3,3a,3,3a
KR072013,3,3a,3,3a,3,3a,3,3a,3,3a
KR072014,3,3a,3,3a,3,3a,3,3a,3,3a
KR072015,3,3a,3,3a,3,3a,3,3a,3,3a
KR072016,3,3a,3,3a,3,3a,3,3a,3,3a
KR072017,3,3a,3,3a,3,3a,3,3a,3,3a
KR072018,3,3a,3,3a,3,3a,3,3a,3,3a
KR072019,3,3a,3,3a,3,3a,3,3a,3,3a
KR072020,3,3a,3,3a,3,3a,3,3a,3,3a
KR072021,3,3a,3,3a,3,3a,3,3a,3,3a
KR072022,3,3a,3,3a,3,3a,3,3a,3,3a
KR072023,3,3a,3,3a,3,3a,3,3a,3,3a
KR072024,3,3a,3,3a,3,3a,3,3a,3,3a
KR072025,3,3a,3,3a,3,3a,3,3a,3,3a
KR072026,3,3a,3,3a,3,3a,3,3a,3,3a
KR072027,3,3a,3,3a,3,3a,3,3a,3,3a
KR072028,3,3a,3,3a,3,3a,3,3a,3,3a
KR072029,3,3a,3,3a,3,3a,3,3a,3,3a
KR072030,3,3a,3,3a,3,3a,3,3a,3,3a
KR072031,3,3a,3,3a,3,3a,3,3a,3,3a
KR072032,3,3a,3,3a,3,3a,3,3a,3,3a
KR072033,3,3a,3,3a,3,3a,3,3a,3,3a
KR072034,3,3a,3,3a,3,3a,3,3a,3,3a
KR072035,3,3a,3,3a,3,3a,3,3a,3,3a
KR072036,3,3a,3,3a,3,3a,3,3a,3,3a
KR072037,3,3a,3,3a,3,3a,3,3a,3,3a
KR072038,3,3a,3,3a,3,3a,3,3a,3,3a
KR072039,3,3a,3,3a,3,3a,3,3a,3,3a
KR072040,3,3a,3,3a,3,3a,3,3a,3,3a
KR072041,3,3a,3,3a,3,3a,3,3a,3,3a
KR072042,3,3a,3,3a,3,3a,3,3a,3,3a
KR072043,3,3a,3,3a,3,3a,3,3a,3,3a
KR072044,3,3a,3,3a,3,3a,3,3a,3,3a
KR072045,3,3a,3,3a,3,3a,3,3a,3,3a
KR072046,3,3a,3,3a,3,3a,3,3a,3,3a
KR072047,3,3a,3,3a,3,3a,3,3a,3,3a
KR072048,3,3a,3,3a,3,3a,3,3a,3,3a
KR072049,3,3a,3,3a,3,3a,3,3a,3,3a
KR072050,3,3a,3,3a,3,3a,3,3a,3,3a
KR072051,3,3a,3,3a,3,3a,3,3a,3,3a
KR072052,3,3a,3,3a,3,3a,3,3a,3,3a
KR072053,3,3a,3,3a,3,3a,3,3a,3,3a
KR072054,3,3a,3,3a,3,3a,3,3a,3,3a
KR072055,3,3a,3,3a,3,3a,3,3a,3,3a
KR072056,3,3a,3,3a,3,3a,3,3a,3,3a
KR072057,3,3a,3,3a,3,3a,3,3a,3,3a
KR072058,3,3a,3,3a,3,3a,3,3a,3,3a
KR072059,3,3a,3,3a,3,3a,3,3a,3,3a
KR072060,3,3a,3,3a,3,3a,3,3a,3,3a
KR072061,3,3a,3,3a,3,3a,3,3a,3,3a
KR072062,3,3a,3,3a,3,3a,3,3a,3,3a
KR072063,3,3a,3,3a,3,3a,3,3a,3,3a
KR072064,3,3a,3,3a,3,3a,3,3a,3,3a
KR072065,3,3a,3,3a,3,3a,3,3a,3,3a
KR072066,3,3a,3,3a,3,3a,3,3a,3,3a
KR072067,3,3a,3,3a,3,3a,3,3a,3,3a
KR072068,3,3a,3,3a,3,3a,3,3a,3,3a
KR072069,3,3a,3,3a,3,3a,3,3a,3,3a
KR072070,3,3a,3,3a,3,3a,3,3a,3,3a
KR072071,3,3a,3,3a,3,3a,3,3a,3,3a
KR072072,3,3a,3,3a,3,3a,3,3a,3,3a
KR072073,3,3a,3,3a,3,3a,3,3a,3,3a
KR072074,3,3a,3,3a,3,3a,3,3a,3,3a
KR072075,3,3a,3,3a,3,3a,3,3a,3,3a
KR072076,3,3a,3,3a,3,3a,3,3a,3,3a
KR072077,3,3a,3,3a,3,3a,3,3a,3,3a
KR072078,3,3a,3,3a,3,3a,3,3a,3,3a
KR072079,3,3a,3,3a,3,3a,3,3a,3,3a
KR072080,3,3a,3,3a,3,3a,3,3a,3,3a
KR072081,3,3a,3,3a,3,3a,3,3a,3,3a
KR072082,3,3a,3,3a,3,3a,3,3a,3,3a
KR072083,3,3a,3,3a,3,3a,3,3a,3,3a
KR072084,3,3a,3,3a,3,3a,3,3a,3,3a
KR072085,3,3a,3,3a,3,3a,3,3a,3,3a
KR072086,3,3a,3,3a,3,3a,3,3a,3,3a
KR072087,3,3a,3,3a,3,3a,3,3a,3,3a
KR072088,3,3a,3,3a,3,3a,3,3a,3,3a
KR072089,3,3a,3,3a,3,3a,3,3a,3,3a
KR072090,3,3a,3,3a,3,3a,3,3a,3,3a
KR072091,3,3a,3,3a,3,3a,3,3a,3,3a
KR072092,3,3a,3,3a,3,3a,3,3a,3,3a
KR072093,3,3a,3,3a,3,3a,3,3a,3,3a
KR072094,3,3a,3,3a,3,3a,3,3a,3,3a
KR072095,3,3a,3,3a,3,3a,3,3a,3,3a
KR072096,3,3a,3,3a,3,3a,3,3a,3,3a
KR072097,3,3a,3,3a,3,3a,3,3a,3,3a
KR072098,3,3a,3,3a,3,3a,3,3a,3,3a
KR072099,3,3a,3,3a,3,3a,3,3a,3,3a
KR072100,3,3a,3,3a,3,3a,3,3a,3,3a
KR072101,3,3a,3,3a,3,3a,3,3a,3,3a
KR072102,3,3a,3,3a,3,3a,3,3a,3,3a
KR072103,3,3a,3,3a,3,3a,3,3a,3,3a
KR072104,3,3a,3,3a,3,3a,3,3a,3,3a
KR072105,3,3a,3,3a,3,3a,3,3a,3,3a
KR072106,3,3a,3,3a,3,3a,3,3a,3,3a
KR072107,3,3a,3,3a,3,3a,3,3a,3,3a
KR072108,3,3a,3,3a,3,3a,3,3a,3,3a
KR072109,3,3a,3,3a,3,3a,3,3a,3,3a
KR072110,3,3a,3,3a,3,3a,3,3a,3,3a
KR072111,3,3a,3,3a,3,3a,3,3a,3,3a
KR072112,3,3a,3,3a,3,3a,3,3a,3,3a
KR072113,3,3a,3,3a,3,3a,3,3a,3,3a
KR072114,3,3a,3,3a,3,3a,3,3a,3,3a
KR072115,3,3a,3,3a,3,3a,3,3a,3,3a
KR072116,3,3a,3,3a,3,3a,3,3a,3,3a
KR072117,3,3a,3,3a,3,3a,3,3a,3,3a
KR072118,3,3a,3,3a,3,3a,3,3a,3,3a
KR072119,3,3a,3,3a,3,3a,3,3a,3,3a
KR072120,3,3a,3,3a,3,3a,3,3a,3,3a
KR072121,3,3a,3,3a,3,3a,3,3a,3,3a
KR072122,3,3a,3,3a,3,3a,3,3a,3,3a
KR072123,3,3a,3,3a,3,3a,3,3a,3,3a
KR072124,3,3a,3,3a,3,3a,3,3a,3,3a
KR072125,3,3a,3,3a,3,3a,3,3a,3,3a
KR072126,3,3a,3,3a,3,3a,3,3a,3,3a
KR072127,3,3a,3,3a,3,3a,3,3a,3,3a
KR072128,3,3a,3,3a,3,3a,3,3a,3,3a
KR072129,3,3a,3,3a,3,3a,3,3a,3,3a
KR072130,3,3a,3,3a,3,3a,3,3a,3,3a
KR072131,3,3a,3,3a,3,3a,3,3a,3,3a
KR072132,3,3a,3,3a,3,3a,3,3a,3,3a
KR072133,3,3a,3,3a,3,3a,3,3a,3,3a
KR072134,3,3a,3,3a,3,3a,3,3a,3,3a
KR072135,3,3a,3,3a,3,3a,3,3a,3,3a
KR072136,3,3a,3,3a,3,3a,3,3a,3,3a
KR072137,3,3a,3,3a,3,3a,3,3a,3,3a
KR072138,3,3a,3,3a,3,3a,3,3a,3,3a
KR072139,3,3a,3,3a,3,3a,3,3a,3,3a
KR072140,3,3a,3,3a,3,3a,3,3a,3,3a
KR072141,3,3a,3,3a,3,3a,3,3a,3,3a
KR072142,3,3a,3,3a,3,3a,3,3a,3,3a
KR072143,3,3a,3,3a,3,3a,3,3a,3,3a
KR072144,3,3a,3,3a,3,3a,3,3a,3,3a
KR072145,3,3a,3,3a,3,3a,3,3a,3,3a
KR072146,3,3a,3,3a,3,3a,3,3a,3,3a
KR072147,3,3a,3,3a,3,3a,3,3a,3,3a
KR072148,3,3a,3,3a,3,3a,3,3a,3,3a
KR072149,3,3a,3,3a,3,3a,3,3a,3,3a
KR072150,3,3a,3,3a,3,3a,3,3a,3,3a
KR072151,3,3a,3,3a,3,3a,3,3a,3,3a
KR072152,3,3a,3,3a,3,3a,3,3a,3,3a
KR072153,3,3a,3,3a,3,3a,3,3a,3,3a
KR072154,3,3a,3,3a,3,3a,3,3a,3,3a
KR072155,3,3a,3,3a,3,3a,3,3a,3,3a
KR072156,3,3a,3,3a,3,3a,3,3a,3,3a
KR072157,3,3a,3,3a,3,3a,3,3a,3,3a
KR072158,3,3a,3,3a,3,3a,3,3a,3,3a
KR072159,3,3a,3,3a,3,3a,3,3a,3,3a
KR072160,3,3a,3,3a,3,3a,3,3a,3,3a
KR072161,3,3a,3,3a,3,3a,3,3a,3,3a
KR072162,3,3a,3,3a,3,3a,3,3a,3,3a
KR072163,3,3a,3,3a,3,3a,3,3a,3,3a
KR072164,3,3a,3,3a,3,3a,3,3a,3,3a
KR072165,3,3a,3,3a,3,3a,3,3a,3,3a
KR072166,3,3a,3,3a,3,3a,3,3a,3,3a
KR072167,3,3a,3,3a,3,3a,3,3a,3,3a
KR072168,3,3a,3,3a,3,3a,3,3a,3,3a
KR072169,3,3a,3,3a,3,3a,3,3a,3,3a
KR072170,3,3a,3,3a,3,3a,3,3a,3,3a
KR072171,3,3a,3,3a,3,3a,3,3a,3,3a
KR072172,3,3a,3,3a,3,3a,3,3a,3,3a
KR072173,3,3a,3,3a,3,3a,3,3a,3,3a
KR072174,3,3a,3,3a,3,3a,3,3a,3,3a
KR072175,3,3a,3,3a,3,3a,3,3a,3,3a
KR072176,3,3a,3,3a,3,3a,3,3a,3,3a
KR072177,3,3a,3,3a,3,3a,3,3a,3,3a
KR072178,3,3a,3,3a,3,3a,3,3a,3,3a
KR072179,3,3a,3,3a,3,3a,3,3a,3,3a
KR072180,3,3a,3,3a,3,3a,3,3a,3,3a
KR072181,3,3a,3,3a,3,3a,3,3a,3,3a
KR072182,3,3a,3,3a,3,3a,3,3a,3,3a
KR072183,3,3a,3,3a,3,3a,3,3a,3,3a
KR072184,3,3a,3,3a,3,3a,3,3a,3,3a
KR072185,3,3a,3,3a,3,3a,3,3a,3,3a
KR072186,3,3a,3,3a,3,3a,3,3a,3,3a
KR072187,3,3a,3,3a,3,3a,3,3a,3,3a
KR072188,3,3a,3,3a,3,3a,3,3a,3,3a
KR072189,3,3a,3,3a,3,3a,3,3a,3,3a
KR072190,3,3a,3,3a,3,3a,3,3a,3,3a
KR072191,3,3a,3,3a,3,3a,3,3a,3,3a
KR072192,3,3a,3,3a,3,3a,3,3a,3,3a
KR072193,3,3a,3,3a,3,3a,3,3a,3,3a
KR072194,3,3a,3,3a,3,3a,3,3a,3,3a
KR072195,3,3a,3,3a,3,3a,3,3a,3,3a
KR072196,3,3a,3,3a,3,3a,3,3a,3,3a
KR072197,3,3a,3,3a,3,3a,3,3a,3,3a
KR072198,3,3a,3,3a,3,3a,3,3a,3,3a
KR072199,3,3a,3,3a,3,3a,3,3a,3,3a
KR072200,3,3a,3,3a,3,3a,3,3a,3,3a
KR072201,3,3a,3,3a,3,3a,3,3a,3,3a
KR072202,3,3a,3,3a,3,3a,3,3a,3,3a
KR072203,3,3a,3,3a,3,3a,3,3a,3,3a
KR095342,1,1m,1,1m,6,6i,6,6i,,
KR095343,6,6c,6,6c,6,6c,6,6c,,
KR095344,6,6c,6,6c,6,6c,6,6c,,
KR095345,6,6c,6,6c,6,6c,6,6c,,
KR095346,6,6n,6,6n,6,6n,6,6n,,
KR095347,6,6n,6,6n,6,6n,6,6n,,
KR095348,6,6f,6,6f,6,6f,6,6f,,
KR095349,6,6f,6,6f,6,6f,6,6f,,
KR095350,6,6c,6,6c,6,6c,6,6c,,
KR095351,6,6n,6,6n,6,6n,6,6n,,
KR095352,6,6f,6,6f,6,6f,6,6f,,
KR095353,6,6f,6,6f,6,6f,6,6f,,
KR095354,6,6f,6,6f,6,6f,6,6f,,
KR108391,1,1a,1,1a,1,1a,1,1a,1,1a
KR108392,1,1a,1,1a,1,1a,1,1a,1,1a
KR108393,1,1a,1,1a,1,1a,1,1a,1,1a
KR108394,1,1a,1,1a,1,1a,1,1a,1,1a
KR108395,1,1a,1,1a,1,1a,1,1a,1,1a
KR108396,1,1a,1,1a,1,1a,1,1a,1,1a
KR108397,1,1a,1,1a,1,1a,1,1a,1,1a
KR108398,1,1a,1,1a,1,1a,1,1a,1,1a
KR108399,1,1a,1,1a,1,1a,1,1a,1,1a
KR108400,1,1a,1,1a,1,1a,1,1a,1,1a
KR108401,1,1a,1,1a,1,1a,1,1a,1,1a
KR108402,1,1a,1,1a,1,1a,1,1a,1,1a
KR108403,1,1a,1,1a,1,1a,1,1a,1,1a
KR108404,1,1a,1,1a,1,1a,1,1a,1,1a
KR108405,1,1a,1,1a,1,1a,1,1a,1,1a
KR108406,1,1a,1,1a,1,1a,1,1a,1,1a
KR108407,1,1a,1,1a,1,1a,1,1a,1,1a
KR108408,1,1a,1,1a,1,1a,1,1a,1,1a
KR108409,1,1a,1,1a,1,1a,1,1a,1,1a
KR108410,1,1a,1,1a,1,1a,1,1a,1,1a
KR108411,1,1a,1,1a,1,1a,1,1a,1,1a
KR108412,1,1a,1,1a,1,1a,1,1a,1,1a
KR108413,1,1a,1,1a,1,1a,1,1a,1,1a
KR108414,1,1a,1,1a,1,1a,1,1a,1,1a
KR108415,1,1a,1,1a,1,1a,1,1a,1,1a
KR108416,1,1b,1,1b,1,1b,1,1b,1,1b
KR108417,1,1b,1,1b,1,1b,1,1b,1,1b
KR108418,1,1b,1,1b,1,1b,1,1b,1,1b
KR108419,1,1b,1,1b,1,1b,1,1b,1,1b
KR108420,1,1b,1,1b,1,1b,1,1b,1,1b
KR108421,1,1b,1,1b,1,1b,1,1b,1,1b
KR108422,1,1b,1,1b,1,1b,1,1b,1,1b
KR108423,1,1b,1,1b,1,1b,1,1b,1,1b
KR108424,1,1b,1,1b,1,1b,1,1b,1,1b
KR108425,1,1b,1,1b,1,1b,1,1b,1,1b
KR108426,1,1b,1,1b,1,1b,1,1b,1,1b
KR108427,1,1b,1,1b,1,1b,1,1b,1,1b
KR108428,3,3a,3,3a,3,3a,3,3a,3,3a
KR108429,3,3a,3,3a,3,3a,3,3a,3,3a
KR108430,3,3a,3,3a,3,3a,3,3a,3,3a
KR108431,3,3a,3,3a,3,3a,3,3a,3,3a
KR108432,3,3a,3,3a,3,3a,3,3a,3,3a
KR108433,3,3a,3,3a,3,3a,3,3a,3,3a
KR108434,3,3a,3,3a,3,3a,3,3a,3,3a
KR108435,3,3a,3,3a,3,3a,3,3a,3,3a
KR108436,3,3a,3,3a,3,3a,3,3a,3,3a
KR108437,3,3a,3,3a,3,3a,3,3a,3,3a
KR108438,3,3a,3,3a,3,3a,3,3a,3,3a
KR108439,3,3a,3,3a,3,3a,3,3a,3,3a
KR108440,3,3a,3,3a,3,3a,3,3a,3,3a
KR108441,3,3a,3,3a,3,3a,3,3a,3,3a
KR108442,3,3a,3,3a,3,3a,3,3a,3,3a
KR108443,3,3a,3,3a,3,3a,3,3a,3,3a
KR108444,3,3a,3,3a,3,3a,3,3a,3,3a
KR108445,3,3a,3,3a,3,3a,3,3a,3,3a
KR108446,3,3a,3,3a,3,3a,3,3a,3,3a
KR108447,3,3a,3,3a,3,3a,3,3a,3,3a
KR108448,3,3a,3,3a,3,3a,3,3a,3,3a
KR108449,3,3a,3,3a,3,3a,3,3a,3,3a
KR108450,3,3a,3,3a,3,3a,3,3a,3,3a
KR108451,3,3a,3,3a,3,3a,3,3a,3,3a
KR108452,3,3a,3,3a,3,3a,3,3a,3,3a
KR108453,3,3a,3,3a,3,3a,3,3a,3,3a
KR108454,3,3a,3,3a,3,3a,3,3a,3,3a
KR108455,3,3a,3,3a,3,3a,3,3a,3,3a
KR108456,3,3a,3,3a,3,3a,3,3a,3,3a
KR108457,3,3a,3,3a,3,3a,3,3a,3,3a
KR108458,3,3a,3,3a,3,3a,3,3a,3,3a
KR108459,3,3a,3,3a,3,3a,3,3a,3,3a
KR108460,3,3a,3,3a,3,3a,3,3a,3,3a
KR108461,3,3a,3,3a,3,3a,3,3a,3,3a
KR108462,3,3a,3,3a,3,3a,3,3a,3,3a
KR108463,3,3a,3,3a,3,3a,3,3a,3,3a
KR108464,3,3a,3,3a,3,3a,3,3a,3,3a
KR108465,3,3a,3,3a,3,3a,3,3a,3,3a
KR108466,3,3a,3,3a,3,3a,3,3a,3,3a
KR108467,3,3a,3,3a,3,3a,3,3a,3,3a
KR108468,3,3a,3,3a,3,3a,3,3a,3,3a
KR108469,3,3a,3,3a,3,3a,3,3a,3,3a
KR108470,3,3a,3,3a,3,3a,3,3a,3,3a
KR108471,3,3a,3,3a,3,3a,3,3a,3,3a
KR108472,3,3a,3,3a,3,3a,3,3a,3,3a
KR108473,3,3a,3,3a,3,3a,3,3a,3,3a
KR108474,3,3a,3,3a,3,3a,3,3a,3,3a
KR108475,3,3a,3,3a,3,3a,3,3a,3,3a
KR108476,3,3a,3,3a,3,3a,3,3a,3,3a
KR108477,3,3a,3,3a,3,3a,3,3a,3,3a
KR108478,3,3a,3,3a,3,3a,3,3a,3,3a
KR108479,3,3a,3,3a,3,3a,3,3a,3,3a
KR108480,3,3a,3,3a,3,3a,3,3a,3,3a
KR108481,3,3a,3,3a,3,3a,3,3a,3,3a
KR108482,3,3a,3,3a,3,3a,3,3a,3,3a
KR108483,3,3b,3,3b,3,3b,3,3b,3,3b
KR108484,3,3b,3,3b,3,3b,3,3b,3,3b
KR108485,3,3b,3,3b,3,3b,3,3b,3,3b
KR108486,3,3b,3,3b,3,3b,3,3b,3,3b
KR108487,3,3b,3,3b,3,3b,3,3b,3,3b
KR108488,3,3b,3,3b,3,3b,3,3b,3,3b
KR108489,3,3b,3,3b,3,3b,3,3b,3,3b
KR108490,3,3b,3,3b,3,3b,3,3b,3,3b
KR108491,3,3b,3,3b,3,3b,3,3b,3,3b
KR108492,3,3b,3,3b,3,3b,3,3b,3,3b
KR108493,3,3b,3,3b,3,3b,3,3b,3,3b
KR108494,3,3b,3,3b,3,3b,3,3b,3,3b
KR108495,3,3b,3,3b,3,3b,3,3b,3,3b
KR108496,6,6n,6,6n,6,6n,6,6n,6,6n
KR108497,6,6n,6,6n,6,6n,6,6n,6,6n
OM287929,6,6w,6,6w,6,6w,6,6w,,
OM287930,6,6w,6,6w,6,6w,6,6w,,
OM287931,6,6w,6,6w,6,6w,6,6w,,
OM287932,6,6w,6,6w,6,6w,6,6w,,
OM287933,6,6w,6,6w,6,6w,6,6w,,
OM287934,6,6w,6,6w,6,6w,6,6w,,
OM287935,6,6w,6,6w,6,6w,6,6w,,
OM287936,6,6w,6,6w,6,6w,6,6w,,
OM287937,6,6w,6,6w,6,6w,6,6w,,
KX621422,1,1a,1,1a,1,1a,1,1a,1,1a
KX621423,1,1a,1,1a,1,1a,1,1a,1,1a
KX621424,1,1a,1,1a,1,1a,1,1a,1,1a
KX621425,1,1a,1,1a,1,1a,1,1a,1,1a
KX621426,3,3a,3,3a,3,3a,3,3a,3,3a
KX621427,1,1a,1,1a,1,1a,1,1a,1,1a
KX621428,3,3a,3,3a,3,3a,3,3a,3,3a
KX621429,3,3a,3,3a,3,3a,3,3a,3,3a
KX621430,1,1a,1,1a,1,1a,1,1a,1,1a
KX621431,3,3a,3,3a,3,3a,3,3a,3,3a
KX621432,3,3a,3,3a,3,3a,3,3a,3,3a
KX621433,3,3a,3,3a,3,3a,3,3a,3,3a
KX621434,3,3a,3,3a,3,3a,3,3a,3,3a
KX621435,1,1a,1,1a,1,1a,1,1a,1,1a
KX621436,1,1a,1,1a,1,1a,1,1a,1,1a
KX621437,1,1a,1,1a,1,1a,1,1a,1,1a
KX621438,1,1a,1,1a,1,1a,1,1a,1,1a
KX621439,1,1a,1,1a,1,1a,1,1a,1,1a
KX621440,1,1a,1,1a,1,1a,1,1a,1,1a
KX621441,3,3a,3,3a,3,3a,3,3a,3,3a
KX621442,1,1a,1,1a,1,1a,1,1a,1,1a
KX621443,1,1a,1,1a,1,1a,1,1a,1,1a
KX621444,1,1a,1,1a,1,1a,1,1a,1,1a
KX621445,1,1a,1,1a,1,1a,1,1a,1,1a
KX621446,1,1a,1,1a,1,1a,1,1a,1,1a
KX621447,3,3a,3,3a,3,3a,3,3a,3,3a
KX621448,1,1a,1,1a,1,1a,1,1a,1,1a
KX621449,1,1a,1,1a,1,1a,1,1a,1,1a
KX621450,1,1a,1,1a,1,1a,1,1a,1,1a
KX621451,1,1a,1,1a,1,1a,1,1a,1,1a
KX621452,1,1a,1,1a,1,1a,1,1a,1,1a
KX621453,3,3a,3,3a,3,3a,3,3a,3,3a
KX621454,3,3a,3,3a,3,3a,3,3a,3,3a
KX621455,1,1a,1,1a,1,1a,1,1a,1,1a
KX621456,1,1a,1,1a,1,1a,1,1a,1,1a
KX621457,1,1a,1,1a,1,1a,1,1a,1,1a
KX621458,1,1a,1,1a,1,1a,1,1a,1,1a
KX621459,1,1a,1,1a,1,1a,1,1a,1,1a
KX621460,1,1a,1,1a,1,1a,1,1a,1,1a
KX621461,1,1a,1,1a,1,1a,1,1a,1,1a
KX621462,1,1a,1,1a,1,1a,1,1a,1,1a
KX621463,1,1a,1,1a,1,1a,1,1a,1,1a
KX621464,1,1a,1,1a,1,1a,1,1a,1,1a
KX621465,1,1a,1,1a,1,1a,1,1a,1,1a
KX621466,1,1a,1,1a,1,1a,1,1a,1,1a
KX621467,1,1a,1,1a,1,1a,1,1a,1,1a
KX621468,1,1a,1,1a,1,1a,1,1a,1,1a
KX621469,3,3a,3,3a,3,3a,3,3a,3,3a
KX621470,3,3a,3,3a,3,3a,3,3a,3,3a
KX621471,1,1a,1,1a,1,1a,1,1a,1,1a
KX621472,3,3a,3,3a,3,3a,3,3a,3,3a
KX621473,1,1a,1,1a,1,1a,1,1a,1,1a
KX621474,1,1a,1,1a,1,1a,1,1a,1,1a
KX621475,3,3a,3,3a,3,3a,3,3a,3,3a
KX621476,3,3a,3,3a,3,3a,3,3a,3,3a
KX621477,3,3a,3,3a,3,3a,3,3a,3,3a
KX621478,3,3a,3,3a,3,3a,3,3a,3,3a
KX621479,3,3a,3,3a,3,3a,3,3a,3,3a
KX621480,3,3a,3,3a,3,3a,3,3a,3,3a
KX621481,3,3a,3,3a,3,3a,3,3a,3,3a
KX621482,1,1a,1,1a,1,1a,1,1a,1,1a
KX621483,3,3a,3,3a,3,3a,3,3a,3,3a
KX621484,1,1a,1,1a,1,1a,1,1a,1,1a
KX621485,1,1a,1,1a,1,1a,1,1a,1,1a
KX621486,3,3a,3,3a,3,3a,3,3a,3,3a
KX621487,3,3a,3,3a,3,3a,3,3a,3,3a
KX621488,3,3a,3,3a,3,3a,3,3a,3,3a
KX621489,3,3a,3,3a,3,3a,3,3a,3,3a
KX621490,3,3a,3,3a,3,3a,3,3a,3,3a
KX621491,3,3a,3,3a,3,3a,3,3a,3,3a
KX621492,3,3a,3,3a,3,3a,3,3a,3,3a
KX621493,1,1a,1,1a,1,1a,1,1a,1,1a
KX621494,3,3a,3,3a,3,3a,3,3a,3,3a
KX621495,1,1a,1,1a,1,1a,1,1a,1,1a
