Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KT235561,1,1b,1,1b,1,1b,1,1b,1,1b
KT235562,1,1b,1,1b,1,1b,1,1b,1,1b
KT235563,1,1b,1,1b,1,1b,1,1b,1,1b
KT235564,1,1b,1,1b,1,1b,1,1b,1,1b
KT595242,5,5a,5,5a,2,2b,5,5a,5,
KT870159,1,1b,1,1b,1,1b,1,1b,1,1b
KT870160,1,1b,1,1b,1,1b,1,1b,1,1b
KT870161,1,1b,1,1b,1,1b,1,1b,1,1b
KT870162,1,1b,1,1b,1,1b,1,1b,1,1b
KT870163,1,1b,1,1b,1,1b,1,1b,1,1b
KT870164,1,1b,1,1b,1,1b,1,1b,1,1b
KT870165,1,1b,1,1b,1,1b,1,1b,1,1b
KT870166,1,1b,1,1b,1,1b,1,1b,1,1b
KT870167,1,1b,1,1b,1,1b,1,1b,1,1b
KT870168,1,1b,1,1b,1,1b,1,1b,1,1b
KT870169,1,1b,1,1b,1,1b,1,1b,1,1b
KT870170,1,1b,1,1b,1,1b,1,1b,1,1b
KT870171,1,1b,1,1b,1,1b,1,1b,1,1b
KT870172,1,1b,1,1b,1,1b,1,1b,1,1b
KT870173,1,1a,1,1a,1,1a,1,1a,1,1a
KT870174,1,1b,1,1b,1,1b,1,1b,1,1b
KT870175,1,1a,1,1a,1,1a,1,1a,1,1a
KT870176,1,1b,1,1b,1,1b,1,1b,1,1b
KT870177,1,1b,1,1b,1,1b,1,1b,1,1b
KT870178,1,1b,1,1b,1,1b,1,1b,1,1b
KT870179,1,1a,1,1a,1,1a,1,1a,1,1a
KT870180,1,1b,1,1b,1,1b,1,1b,1,1b
KT870181,1,1b,1,1b,1,1b,1,1b,1,1b
KT870182,1,1b,1,1b,1,1b,1,1b,1,1b
KT870183,1,1b,1,1b,1,1b,1,1b,1,1b
KT870184,1,1b,1,1b,1,1b,1,1b,1,1b
KT870185,1,1a,1,1a,1,1a,1,1a,1,1a
KT870186,1,1b,1,1b,1,1b,1,1b,1,1b
KT870187,1,1a,1,1a,1,1a,1,1a,1,1a
KT870188,1,1b,1,1b,1,1b,1,1b,1,1b
KT870189,1,1b,1,1b,1,1b,1,1b,1,1b
KT870190,1,1b,1,1b,1,1b,1,1b,1,1b
KT870191,1,1a,1,1a,1,1a,1,1a,1,1a
KT870192,1,1b,1,1b,1,1b,1,1b,1,1b
KT870193,1,1b,1,1b,1,1b,1,1b,1,1b
KT870194,1,1b,1,1b,1,1b,1,1b,1,1b
KT870195,1,1a,1,1a,1,1a,1,1a,1,1a
KT870196,1,1b,1,1b,1,1b,1,1b,1,1b
KT870197,1,1b,1,1b,1,1b,1,1b,1,1b
KT870198,1,1b,1,1b,1,1b,1,1b,1,1b
KT870199,1,1b,1,1b,1,1b,1,1b,1,1b
KT870200,1,1b,1,1b,1,1b,1,1b,1,1b
KT870201,1,1b,1,1b,1,1b,1,1b,1,1b
KT870202,1,1b,1,1b,1,1b,1,1b,1,1b
KT870203,1,1b,1,1b,1,1b,1,1b,1,1b
KT870204,1,1b,1,1b,1,1b,1,1b,1,1b
KT870205,1,1a,1,1a,1,1a,1,1a,1,1a
KT870206,1,1b,1,1b,1,1b,1,1b,1,1b
KT870207,1,1b,1,1b,1,1b,1,1b,1,1b
KT870208,1,1b,1,1b,1,1b,1,1b,1,1b
KT870209,1,1b,1,1b,1,1b,1,1b,1,1b
KT870210,1,1b,1,1b,1,1b,1,1b,1,1b
KT870211,1,1b,1,1b,1,1b,1,1b,1,1b
KT870212,1,1b,1,1b,1,1b,1,1b,1,1b
KT870213,1,1b,1,1b,1,1b,1,1b,1,1b
KT870214,1,1a,1,1a,1,1a,1,1a,1,1a
KT870215,1,1b,1,1b,1,1b,1,1b,1,1b
KT870216,1,1b,1,1b,1,1b,1,1b,1,1b
KT870217,1,1b,1,1b,1,1b,1,1b,1,1b
KT870218,1,1b,1,1b,1,1b,1,1b,1,1b
KT870219,1,1b,1,1b,1,1b,1,1b,1,1b
KT870220,1,1b,1,1b,1,1b,1,1b,1,1b
KT870221,1,1b,1,1b,1,1b,1,1b,1,1b
KT870222,1,1b,1,1b,1,1b,1,1b,1,1b
KT870223,1,1b,1,1b,1,1b,1,1b,1,1b
KT870224,1,1a,1,1a,1,1a,1,1a,1,1a
KT870225,1,1b,1,1b,1,1b,1,1b,1,1b
KT870226,1,1b,1,1b,1,1b,1,1b,1,1b
KT870227,1,1a,1,1a,1,1a,1,1a,1,1a
KT870228,1,1b,1,1b,1,1b,1,1b,1,1b
KT870229,1,1b,1,1b,1,1b,1,1b,1,1b
KT870230,1,1b,1,1b,1,1b,1,1b,1,1b
KT870231,1,1b,1,1b,1,1b,1,1b,1,1b
KT870232,1,1b,1,1b,1,1b,1,1b,1,1b
KT870233,1,1b,1,1b,1,1b,1,1b,1,1b
KT870234,1,1b,1,1b,1,1b,1,1b,1,1b
KT870235,1,1b,1,1b,1,1b,1,1b,1,1b
KT870236,1,1b,1,1b,1,1b,1,1b,1,1b
KT870237,1,1b,1,1b,1,1b,1,1b,1,1b
KT870238,1,1b,1,1b,1,1b,1,1b,1,1b
KT870239,1,1b,1,1b,1,1b,1,1b,1,1b
KT870240,1,1b,1,1b,1,1b,1,1b,1,1b
KT870241,1,1b,1,1b,1,1b,1,1b,1,1b
KT870242,1,1a,1,1a,1,1a,1,1a,1,1a
KT870243,1,1b,1,1b,1,1b,1,1b,1,1b
KT870244,1,1b,1,1b,1,1b,1,1b,1,1b
KT870245,1,1a,1,1a,1,1a,1,1a,1,1a
KT870246,1,1b,1,1b,1,1b,1,1b,1,1b
KT870247,1,1a,1,1a,1,1a,1,1a,1,1a
KT870248,1,1b,1,1b,1,1b,1,1b,1,1b
KT870249,1,1b,1,1b,1,1b,1,1b,1,1b
KT870250,1,1b,1,1b,1,1b,1,1b,1,1b
KT870251,1,1b,1,1b,1,1b,1,1b,1,1b
KT870252,1,1a,1,1a,1,1a,1,1a,1,1a
KT870253,1,1b,1,1b,1,1b,1,1b,1,1b
KT870254,1,1b,1,1b,1,1b,1,1b,1,1b
KT870255,1,1b,1,1b,1,1b,1,1b,1,1b
KT870256,1,1a,1,1a,1,1a,1,1a,1,1a
KT870257,1,1a,1,1a,1,1a,1,1a,1,1a
KT870258,1,1b,1,1b,1,1b,1,1b,1,1b
KT870259,1,1b,1,1b,1,1b,1,1b,1,1b
KT870260,1,1b,1,1b,1,1b,1,1b,1,1b
KT870261,1,1b,1,1b,1,1b,1,1b,1,1b
KT870262,1,1a,1,1a,1,1a,1,1a,1,1a
KT870263,1,1b,1,1b,1,1b,1,1b,1,1b
KT870264,1,1b,1,1b,1,1b,1,1b,1,1b
KT870265,1,1b,1,1b,1,1b,1,1b,1,1b
KT870266,1,1b,1,1b,1,1b,1,1b,1,1b
KT870267,1,1b,1,1b,1,1b,1,1b,1,1b
KT870268,1,1b,1,1b,1,1b,1,1b,1,1b
KT870269,1,1b,1,1b,1,1b,1,1b,1,1b
KT870270,1,1b,1,1b,1,1b,1,1b,1,1b
KT870271,1,1b,1,1b,1,1b,1,1b,1,1b
KT870272,1,1b,1,1b,1,1b,1,1b,1,1b
KT870273,1,1a,1,1a,1,1a,1,1a,1,1a
KT870274,1,1b,1,1b,1,1b,1,1b,1,1b
KT870275,1,1b,1,1b,1,1b,1,1b,1,1b
KT870276,1,1a,1,1a,1,1a,1,1a,1,1a
KT870277,1,1b,1,1b,1,1b,1,1b,1,1b
KT870278,1,1b,1,1b,1,1b,1,1b,1,1b
KT870279,1,1b,1,1b,1,1b,1,1b,1,1b
KT870280,1,1b,1,1b,1,1b,1,1b,1,1b
KT870281,1,1b,1,1b,1,1b,1,1b,1,1b
KT870282,1,1b,1,1b,1,1b,1,1b,1,1b
KT870283,1,1a,1,1a,1,1a,1,1a,1,1a
KT870284,1,1b,1,1b,1,1b,1,1b,1,1b
KT870285,1,1b,1,1b,1,1b,1,1b,1,1b
KT870286,1,1a,1,1a,1,1a,1,1a,1,1a
KT870287,1,1a,1,1a,1,1a,1,1a,1,1a
KT870288,1,1b,1,1b,1,1b,1,1b,1,1b
KT870289,1,1a,1,1a,1,1a,1,1a,1,1a
KT870290,1,1b,1,1b,1,1b,1,1b,1,1b
KT870291,1,1b,1,1b,1,1b,1,1b,1,1b
KT870292,1,1b,1,1b,1,1b,1,1b,1,1b
KT870293,1,1b,1,1b,1,1b,1,1b,1,1b
KT870294,1,1b,1,1b,1,1b,1,1b,1,1b
KT870295,1,1b,1,1b,1,1b,1,1b,1,1b
KT870296,1,1b,1,1b,1,1b,1,1b,1,1b
KT870297,1,1b,1,1b,1,1b,1,1b,1,1b
KT870298,1,1b,1,1b,1,1b,1,1b,1,1b
KT870299,1,1b,1,1b,1,1b,1,1b,1,1b
KT870300,1,1b,1,1b,1,1b,1,1b,1,1b
KT870301,1,1b,1,1b,1,1b,1,1b,1,1b
KT870302,1,1b,1,1b,1,1b,1,1b,1,1b
KT870303,1,1b,1,1b,1,1b,1,1b,1,1b
KT870304,1,1b,1,1b,1,1b,1,1b,1,1b
KT870305,1,1b,1,1b,1,1b,1,1b,1,1b
KT870306,1,1b,1,1b,1,1b,1,1b,1,1b
KT870307,1,1a,1,1a,1,1a,1,1a,1,1a
KT870308,1,1a,1,1a,1,1a,1,1a,1,1a
KT870309,1,1b,1,1b,1,1b,1,1b,1,1b
KT870310,1,1b,1,1b,1,1b,1,1b,1,1b
KT870311,1,1b,1,1b,1,1b,1,1b,1,1b
KT870312,1,1b,1,1b,1,1b,1,1b,1,1b
KT870313,1,1b,1,1b,1,1b,1,1b,1,1b
KT870314,1,1b,1,1b,1,1b,1,1b,1,1b
KT870315,1,1a,1,1a,1,1a,1,1a,1,1a
KT870316,1,1b,1,1b,1,1b,1,1b,1,1b
KT870317,1,1a,1,1a,1,1a,1,1a,1,1a
KT870318,1,1a,1,1a,1,1a,1,1a,1,1a
KT870319,1,1b,1,1b,1,1b,1,1b,1,1b
KT870320,1,1b,1,1b,1,1b,1,1b,1,1b
KT870321,1,1b,1,1b,1,1b,1,1b,1,1b
KT870322,1,1a,1,1a,1,1a,1,1a,1,1a
KT870323,1,1b,1,1b,1,1b,1,1b,1,1b
KT870324,1,1b,1,1b,1,1b,1,1b,1,1b
KT870325,1,1b,1,1b,1,1b,1,1b,1,1b
KT870326,1,1a,1,1a,1,1a,1,1a,1,1a
KT870327,1,1b,1,1b,1,1b,1,1b,1,1b
KT870328,1,1a,1,1a,1,1a,1,1a,1,1a
KT870329,1,1b,1,1b,1,1b,1,1b,1,1b
KT870330,1,1b,1,1b,1,1b,1,1b,1,1b
KT870331,1,1b,1,1b,1,1b,1,1b,1,1b
KT870332,1,1b,1,1b,1,1b,1,1b,1,1b
KT870333,1,1b,1,1b,1,1b,1,1b,1,1b
KT870334,1,1a,1,1a,1,1a,1,1a,1,1a
KT870335,1,1b,1,1b,1,1b,1,1b,1,1b
KT870336,1,1b,1,1b,1,1b,1,1b,1,1b
KT870337,1,1b,1,1b,1,1b,1,1b,1,1b
KT870338,1,1b,1,1b,1,1b,1,1b,1,1b
KT870339,1,1a,1,1a,1,1a,1,1a,1,1a
KT870340,1,1b,1,1b,1,1b,1,1b,1,1b
KT870341,1,1b,1,1b,1,1b,1,1b,1,1b
KT870342,1,1b,1,1b,1,1b,1,1b,1,1b
KT870343,1,1b,1,1b,1,1b,1,1b,1,1b
KT870344,1,1b,1,1b,1,1b,1,1b,1,1b
KT870345,1,1b,1,1b,1,1b,1,1b,1,1b
KT870346,1,1b,1,1b,1,1b,1,1b,1,1b
KT870347,1,1b,1,1b,1,1b,1,1b,1,1b
KT870348,1,1b,1,1b,1,1b,1,1b,1,1b
KT870349,1,1b,1,1b,1,1b,1,1b,1,1b
KT870350,1,1b,1,1b,1,1b,1,1b,1,1b
KT870351,1,1b,1,1b,1,1b,1,1b,1,1b
KT870352,1,1b,1,1b,1,1b,1,1b,1,1b
KT870353,1,1b,1,1b,1,1b,1,1b,1,1b
KT870354,1,1b,1,1b,1,1b,1,1b,1,1b
KT870355,1,1b,1,1b,1,1b,1,1b,1,1b
KT870356,1,1b,1,1b,1,1b,1,1b,1,1b
KT870357,1,1a,1,1a,1,1a,1,1a,1,1a
KT870358,1,1b,1,1b,1,1b,1,1b,1,1b
KT870359,1,1b,1,1b,1,1b,1,1b,1,1b
KT870360,1,1b,1,1b,1,1b,1,1b,1,1b
KT870361,1,1a,1,1a,1,1a,1,1a,1,1a
KT870362,1,1b,1,1b,1,1b,1,1b,1,1b
KT870363,1,1b,1,1b,1,1b,1,1b,1,1b
KT870364,1,1b,1,1b,1,1b,1,1b,1,1b
KT870365,1,1b,1,1b,1,1b,1,1b,1,1b
KT870366,1,1b,1,1b,1,1b,1,1b,1,1b
KT870367,1,1b,1,1b,1,1b,1,1b,1,1b
KT870368,1,1b,1,1b,1,1b,1,1b,1,1b
KT870369,1,1b,1,1b,1,1b,1,1b,1,1b
KT870370,1,1a,1,1a,1,1a,1,1a,1,1a
KT870371,1,1b,1,1b,1,1b,1,1b,1,1b
KT870372,1,1a,1,1a,1,1a,1,1a,1,1a
KT870373,1,1b,1,1b,1,1b,1,1b,1,1b
KT870374,1,1a,1,1a,1,1a,1,1a,1,1a
KT870375,1,1b,1,1b,1,1b,1,1b,1,1b
KT870376,1,1b,1,1b,1,1b,1,1b,1,1b
KT870377,1,1b,1,1b,1,1b,1,1b,1,1b
KT870378,1,1a,1,1a,1,1a,1,1a,1,1a
KT870379,1,1a,1,1a,1,1a,1,1a,1,1a
KT870380,1,1b,1,1b,1,1b,1,1b,1,1b
KT870381,1,1b,1,1b,1,1b,1,1b,1,1b
KT870382,1,1b,1,1b,1,1b,1,1b,1,1b
KT870383,1,1b,1,1b,1,1b,1,1b,1,1b
KT870384,1,1b,1,1b,1,1b,1,1b,1,1b
KT870385,1,1b,1,1b,1,1b,1,1b,1,1b
KT870386,1,1b,1,1b,1,1b,1,1b,1,1b
KT870387,1,1b,1,1b,1,1b,1,1b,1,1b
KT870388,1,1b,1,1b,1,1b,1,1b,1,1b
KT870389,1,1b,1,1b,1,1b,1,1b,1,1b
KT870390,1,1b,1,1b,1,1b,1,1b,1,1b
KT870391,1,1b,1,1b,1,1b,1,1b,1,1b
KT870392,1,1b,1,1b,1,1b,1,1b,1,1b
KT870393,1,1b,1,1b,1,1b,1,1b,1,1b
KT870394,1,1b,1,1b,1,1b,1,1b,1,1b
KT870395,1,1a,1,1a,1,1a,1,1a,1,1a
KT870396,1,1b,1,1b,1,1b,1,1b,1,1b
KT870397,1,1a,1,1a,1,1a,1,1a,1,1a
KT870398,1,1b,1,1b,1,1b,1,1b,1,1b
KT870399,1,1b,1,1b,1,1b,1,1b,1,1b
KT870400,1,1b,1,1b,1,1b,1,1b,1,1b
KT870401,1,1b,1,1b,1,1b,1,1b,1,1b
KT870402,1,1b,1,1b,1,1b,1,1b,1,1b
KT870403,1,1b,1,1b,1,1b,1,1b,1,1b
KT870404,1,1b,1,1b,1,1b,1,1b,1,1b
KT870405,1,1b,1,1b,1,1b,1,1b,1,1b
KT870406,1,1b,1,1b,1,1b,1,1b,1,1b
KT870407,1,1b,1,1b,1,1b,1,1b,1,1b
KT870408,1,1b,1,1b,1,1b,1,1b,1,1b
KT870409,1,1b,1,1b,1,1b,1,1b,1,1b
KT870410,1,1b,1,1b,1,1b,1,1b,1,1b
KT870411,1,1b,1,1b,1,1b,1,1b,1,1b
KT870412,1,1a,1,1a,1,1a,1,1a,1,1a
KT870413,1,1b,1,1b,1,1b,1,1b,1,1b
KT870414,1,1a,1,1a,1,1a,1,1a,1,1a
KT870415,1,1b,1,1b,1,1b,1,1b,1,1b
KT870416,1,1b,1,1b,1,1b,1,1b,1,1b
KT870417,1,1b,1,1b,1,1b,1,1b,1,1b
KT870418,1,1b,1,1b,1,1b,1,1b,1,1b
KT870419,1,1b,1,1b,1,1b,1,1b,1,1b
KT870420,1,1b,1,1b,1,1b,1,1b,1,1b
KT870421,1,1b,1,1b,1,1b,1,1b,1,1b
KT870422,1,1b,1,1b,1,1b,1,1b,1,1b
KT870423,1,1b,1,1b,1,1b,1,1b,1,1b
KT870424,1,1b,1,1b,1,1b,1,1b,1,1b
KT870425,1,1b,1,1b,1,1b,1,1b,1,1b
KT870426,1,1b,1,1b,1,1b,1,1b,1,1b
KT870427,1,1b,1,1b,1,1b,1,1b,1,1b
KT870428,1,1b,1,1b,1,1b,1,1b,1,1b
KT870429,1,1b,1,1b,1,1b,1,1b,1,1b
KT870430,1,1b,1,1b,1,1b,1,1b,1,1b
KT870431,1,1b,1,1b,1,1b,1,1b,1,1b
KT870432,1,1b,1,1b,1,1b,1,1b,1,1b
KT870433,1,1b,1,1b,1,1b,1,1b,1,1b
KT870434,1,1b,1,1b,1,1b,1,1b,1,1b
KT870435,1,1b,1,1b,1,1b,1,1b,1,1b
KT870436,1,1b,1,1b,1,1b,1,1b,1,1b
KT870437,1,1b,1,1b,1,1b,1,1b,1,1b
KT870438,1,1b,1,1b,1,1b,1,1b,1,1b
KT870439,1,1b,1,1b,1,1b,1,1b,1,1b
KT870440,1,1a,1,1a,1,1a,1,1a,1,1a
KT870441,1,1b,1,1b,1,1b,1,1b,1,1b
KT870442,1,1a,1,1a,1,1a,1,1a,1,1a
KT870443,1,1b,1,1b,1,1b,1,1b,1,1b
KT870444,1,1b,1,1b,1,1b,1,1b,1,1b
KT870445,1,1b,1,1b,1,1b,1,1b,1,1b
KT870446,1,1a,1,1a,1,1a,1,1a,1,1a
KT870447,1,1b,1,1b,1,1b,1,1b,1,1b
KT870448,1,1b,1,1b,1,1b,1,1b,1,1b
KT870449,1,1b,1,1b,1,1b,1,1b,1,1b
KT870450,1,1b,1,1b,1,1b,1,1b,1,1b
KT870451,1,1a,1,1a,1,1a,1,1a,1,1a
KT870452,1,1b,1,1b,1,1b,1,1b,1,1b
KT870453,1,1b,1,1b,1,1b,1,1b,1,1b
KT870454,1,1b,1,1b,1,1b,1,1b,1,1b
KT870455,1,1b,1,1b,1,1b,1,1b,1,1b
KT870456,1,1b,1,1b,1,1b,1,1b,1,1b
KT870457,1,1b,1,1b,1,1b,1,1b,1,1b
KT870458,1,1b,1,1b,1,1b,1,1b,1,1b
KT870459,1,1b,1,1b,1,1b,1,1b,1,1b
KT870460,1,1b,1,1b,1,1b,1,1b,1,1b
KT870461,1,1b,1,1b,1,1b,1,1b,1,1b
KT870462,1,1b,1,1b,1,1b,1,1b,1,1b
KT870463,1,1b,1,1b,1,1b,1,1b,1,1b
KT870464,1,1b,1,1b,1,1b,1,1b,1,1b
KT870465,1,1b,1,1b,1,1b,1,1b,1,1b
KT870466,1,1b,1,1b,1,1b,1,1b,1,1b
KT870467,1,1b,1,1b,1,1b,1,1b,1,1b
KT870468,1,1b,1,1b,1,1b,1,1b,1,1b
KT870469,1,1b,1,1b,1,1b,1,1b,1,1b
KT870470,1,1b,1,1b,1,1b,1,1b,1,1b
KT870471,1,1b,1,1b,1,1b,1,1b,1,1b
KT870472,1,1b,1,1b,1,1b,1,1b,1,1b
KT870473,1,1b,1,1b,1,1b,1,1b,1,1b
KT870474,1,1b,1,1b,1,1b,1,1b,1,1b
KT870475,1,1b,1,1b,1,1b,1,1b,1,1b
KT870476,1,1b,1,1b,1,1b,1,1b,1,1b
KT870477,1,1b,1,1b,1,1b,1,1b,1,1b
KT870478,1,1b,1,1b,1,1b,1,1b,1,1b
KT870479,1,1b,1,1b,1,1b,1,1b,1,1b
KT870480,1,1b,1,1b,1,1b,1,1b,1,1b
KT870481,1,1a,1,1a,1,1a,1,1a,1,1a
KT870482,1,1a,1,1a,1,1a,1,1a,1,1a
KT870483,1,1a,1,1a,1,1a,1,1a,1,1a
KT870484,1,1b,1,1b,1,1b,1,1b,1,1b
KT870485,1,1b,1,1b,1,1b,1,1b,1,1b
KT870486,1,1b,1,1b,1,1b,1,1b,1,1b
KT870487,1,1a,1,1a,1,1a,1,1a,1,1a
KT870488,1,1b,1,1b,1,1b,1,1b,1,1b
KT870489,1,1a,1,1a,1,1a,1,1a,1,1a
KT870490,1,1b,1,1b,1,1b,1,1b,1,1b
KT870491,1,1b,1,1b,1,1b,1,1b,1,1b
KT870492,1,1a,1,1a,1,1a,1,1a,1,1a
KT870493,1,1b,1,1b,1,1b,1,1b,1,1b
KT870494,1,1b,1,1b,1,1b,1,1b,1,1b
KT870495,1,1b,1,1b,1,1b,1,1b,1,1b
KT870496,1,1b,1,1b,1,1b,1,1b,1,1b
KT870497,1,1a,1,1a,1,1a,1,1a,1,1a
KT870498,1,1a,1,1a,1,1a,1,1a,1,1a
KT870499,1,1a,1,1a,1,1a,1,1a,1,1a
KT870500,1,1b,1,1b,1,1b,1,1b,1,1b
KT870501,1,1b,1,1b,1,1b,1,1b,1,1b
KT870502,1,1b,1,1b,1,1b,1,1b,1,1b
KT870503,1,1b,1,1b,1,1b,1,1b,1,1b
KT870504,1,1b,1,1b,1,1b,1,1b,1,1b
KT870505,1,1b,1,1b,1,1b,1,1b,1,1b
KT870506,1,1a,1,1a,1,1a,1,1a,1,1a
KT870507,1,1b,1,1b,1,1b,1,1b,1,1b
KT870508,1,1b,1,1b,1,1b,1,1b,1,1b
KT870509,1,1b,1,1b,1,1b,1,1b,1,1b
KT870510,1,1b,1,1b,1,1b,1,1b,1,1b
KT870511,1,1b,1,1b,1,1b,1,1b,1,1b
KT870512,1,1b,1,1b,1,1b,1,1b,1,1b
KT870513,1,1b,1,1b,1,1b,1,1b,1,1b
KT870514,1,1b,1,1b,1,1b,1,1b,1,1b
KT870515,1,1b,1,1b,1,1b,1,1b,1,1b
KT870516,1,1b,1,1b,1,1b,1,1b,1,1b
KT870517,1,1b,1,1b,1,1b,1,1b,1,1b
KT870518,1,1b,1,1b,1,1b,1,1b,1,1b
KT870519,1,1b,1,1b,1,1b,1,1b,1,1b
KT870520,1,1b,1,1b,1,1b,1,1b,1,1b
KT870521,1,1a,1,1a,1,1a,1,1a,1,1a
KT870522,1,1b,1,1b,1,1b,1,1b,1,1b
KT870523,1,1b,1,1b,1,1b,1,1b,1,1b
KT870524,1,1b,1,1b,1,1b,1,1b,1,1b
KT870525,1,1b,1,1b,1,1b,1,1b,1,1b
KT870526,1,1b,1,1b,1,1b,1,1b,1,1b
KT870527,1,1b,1,1b,1,1b,1,1b,1,1b
KT870528,1,1b,1,1b,1,1b,1,1b,1,1b
KT870529,1,1b,1,1b,1,1b,1,1b,1,1b
KT870530,1,1b,1,1b,1,1b,1,1b,1,1b
KT870531,1,1b,1,1b,1,1b,1,1b,1,1b
KT870532,1,1b,1,1b,1,1b,1,1b,1,1b
KT870533,1,1b,1,1b,1,1b,1,1b,1,1b
KT870534,1,1b,1,1b,1,1b,1,1b,1,1b
KT870535,1,1b,1,1b,1,1b,1,1b,1,1b
KT870536,1,1a,1,1a,1,1a,1,1a,1,1a
KT870537,1,1b,1,1b,1,1b,1,1b,1,1b
KT870538,1,1a,1,1a,1,1a,1,1a,1,1a
KT870539,1,1b,1,1b,1,1b,1,1b,1,1b
KT870540,1,1a,1,1a,1,1a,1,1a,1,1a
KT870541,1,1b,1,1b,1,1b,1,1b,1,1b
KT870542,1,1b,1,1b,1,1b,1,1b,1,1b
KT870543,1,1a,1,1a,1,1a,1,1a,1,1a
KT870544,1,1b,1,1b,1,1b,1,1b,1,1b
KT870545,1,1b,1,1b,1,1b,1,1b,1,1b
KT870546,1,1b,1,1b,1,1b,1,1b,1,1b
KT870547,1,1a,1,1a,1,1a,1,1a,1,1a
KT870548,1,1b,1,1b,1,1b,1,1b,1,1b
KT870549,1,1a,1,1a,1,1a,1,1a,1,1a
KT870550,1,1a,1,1a,1,1a,1,1a,1,1a
KT870551,1,1b,1,1b,1,1b,1,1b,1,1b
KT870552,1,1b,1,1b,1,1b,1,1b,1,1b
KT870553,1,1b,1,1b,1,1b,1,1b,1,1b
KT870554,1,1a,1,1a,1,1a,1,1a,1,1a
KT870555,1,1b,1,1b,1,1b,1,1b,1,1b
KT870556,1,1b,1,1b,1,1b,1,1b,1,1b
KT870557,1,1b,1,1b,1,1b,1,1b,1,1b
KT870558,1,1a,1,1a,1,1a,1,1a,1,1a
KT870559,1,1b,1,1b,1,1b,1,1b,1,1b
KT870560,1,1b,1,1b,1,1b,1,1b,1,1b
KT870561,1,1b,1,1b,1,1b,1,1b,1,1b
KT870562,1,1b,1,1b,1,1b,1,1b,1,1b
KT870563,1,1a,1,1a,1,1a,1,1a,1,1a
KT870564,1,1b,1,1b,1,1b,1,1b,1,1b
KT870565,1,1b,1,1b,1,1b,1,1b,1,1b
KT870566,1,1b,1,1b,1,1b,1,1b,1,1b
KT870567,1,1b,1,1b,1,1b,1,1b,1,1b
KT870568,1,1b,1,1b,1,1b,1,1b,1,1b
KT870569,1,1b,1,1b,1,1b,1,1b,1,1b
KT870570,1,1a,1,1a,1,1a,1,1a,1,1a
KT870571,1,1b,1,1b,1,1b,1,1b,1,1b
KT870572,1,1b,1,1b,1,1b,1,1b,1,1b
KT870573,1,1a,1,1a,1,1a,1,1a,1,1a
KT870574,1,1b,1,1b,1,1b,1,1b,1,1b
KT870575,1,1b,1,1b,1,1b,1,1b,1,1b
KT870576,1,1b,1,1b,1,1b,1,1b,1,1b
KT870577,1,1b,1,1b,1,1b,1,1b,1,1b
KT870578,1,1b,1,1b,1,1b,1,1b,1,1b
KT870579,1,1b,1,1b,1,1b,1,1b,1,1b
KT870580,1,1b,1,1b,1,1b,1,1b,1,1b
KT870581,1,1b,1,1b,1,1b,1,1b,1,1b
KT870582,1,1a,1,1a,1,1a,1,1a,1,1a
KT870583,1,1b,1,1b,1,1b,1,1b,1,1b
KT870584,1,1b,1,1b,1,1b,1,1b,1,1b
KT870585,1,1b,1,1b,1,1b,1,1b,1,1b
KT870586,1,1a,1,1a,1,1a,1,1a,1,1a
KT870587,1,1b,1,1b,1,1b,1,1b,1,1b
KT870588,1,1b,1,1b,1,1b,1,1b,1,1b
KT870589,1,1b,1,1b,1,1b,1,1b,1,1b
KT870590,1,1a,1,1a,1,1a,1,1a,1,1a
KT870591,1,1b,1,1b,1,1b,1,1b,1,1b
KT870592,1,1b,1,1b,1,1b,1,1b,1,1b
KT870593,1,1b,1,1b,1,1b,1,1b,1,1b
KT870594,1,1b,1,1b,1,1b,1,1b,1,1b
KT870595,1,1b,1,1b,1,1b,1,1b,1,1b
KT870596,1,1b,1,1b,1,1b,1,1b,1,1b
KT870597,1,1b,1,1b,1,1b,1,1b,1,1b
KT870598,1,1b,1,1b,1,1b,1,1b,1,1b
KT870599,1,1b,1,1b,1,1b,1,1b,1,1b
KT870600,1,1b,1,1b,1,1b,1,1b,1,1b
KT870601,1,1b,1,1b,1,1b,1,1b,1,1b
KT870602,1,1a,1,1a,1,1a,1,1a,1,1a
KT870603,1,1b,1,1b,1,1b,1,1b,1,1b
KT870604,1,1b,1,1b,1,1b,1,1b,1,1b
KT870605,1,1b,1,1b,1,1b,1,1b,1,1b
KT870606,1,1b,1,1b,1,1b,1,1b,1,1b
KT870607,1,1b,1,1b,1,1b,1,1b,1,1b
KT870608,1,1b,1,1b,1,1b,1,1b,1,1b
KT870609,1,1b,1,1b,1,1b,1,1b,1,1b
KT870610,1,1b,1,1b,1,1b,1,1b,1,1b
KT870611,1,1b,1,1b,1,1b,1,1b,1,1b
KT870612,1,1a,1,1a,1,1a,1,1a,1,1a
KT870613,1,1b,1,1b,1,1b,1,1b,1,1b
KT870614,1,1b,1,1b,1,1b,1,1b,1,1b
KT870615,1,1b,1,1b,1,1b,1,1b,1,1b
