Accession,AssignedGenotype,Subtype2aDistance,Subtype2aDistance,Subtype2bDistance,Subtype2bDistance,Subtype2cDistance,Subtype2dDistance,Subtype2eDistance,Subtype2fDistance,Subtype2fDistance,Subtype2iDistance,Subtype2jDistance,Subtype2jDistance,Subtype2kDistance,Subtype2lDistance,Subtype2lDistance,Subtype2mDistance,Subtype2mDistance,Subtype2qDistance,Subtype2qDistance,Subtype2rDistance,Subtype2tDistance,Subtype2uDistance,Subtype2vDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
GQ153911,2,19.521,19.521,20.819,20.819,21.033,18.493,20.789,18.996,18.996,19.920,20.619,20.619,21.918,25.000,25.000,22.945,22.945,20.890,20.890,20.890,20.803,17.228,18.705,2d,18.493,2u,17.228
GQ206088,2,9.392,9.392,18.785,18.785,17.680,14.917,19.890,17.631,17.631,15.193,14.088,14.088,15.193,23.204,23.204,14.641,14.641,16.022,16.022,15.193,19.061,15.470,18.232,2a,9.392,2j,14.088
GQ206089,2,7.182,7.182,17.956,17.956,16.022,15.193,19.337,15.702,15.702,16.022,13.536,13.536,14.917,22.928,22.928,14.917,14.917,14.365,14.365,13.536,17.956,14.917,14.365,2a,7.182,2r,13.536
GQ206090,2,8.564,8.564,17.956,17.956,17.680,14.917,19.890,17.080,17.080,16.022,15.193,15.193,15.746,23.481,23.481,16.022,16.022,15.746,15.746,15.470,20.442,14.641,16.575,2a,8.564,2u,14.641
GQ206091,2,6.906,6.906,16.851,16.851,16.022,15.193,18.508,16.253,16.253,14.917,12.707,12.707,15.746,21.823,21.823,13.812,13.812,14.641,14.641,14.088,16.851,13.812,14.641,2a,6.906,2j,12.707
GQ206092,2,7.735,7.735,18.232,18.232,17.127,13.260,18.785,15.470,15.470,16.022,13.812,13.812,14.088,22.928,22.928,16.022,16.022,15.746,15.746,15.746,19.890,14.365,15.470,2a,7.735,2d,13.260
GQ206093,2,7.459,7.459,17.127,17.127,17.403,14.365,20.166,17.080,17.080,16.851,14.641,14.641,16.298,21.823,21.823,14.365,14.365,15.746,15.746,14.917,19.337,15.193,16.575,2a,7.459,2m,14.365
GQ206094,2,9.392,9.392,16.851,16.851,17.956,13.812,19.890,17.631,17.631,16.575,15.746,15.746,16.298,23.204,23.204,16.575,16.575,15.470,15.470,15.193,19.613,15.746,16.022,2a,9.392,2d,13.812
GQ206095,2,8.011,8.011,18.785,18.785,16.575,13.536,16.851,15.978,15.978,14.917,13.260,13.260,15.470,22.590,22.590,14.917,14.917,15.746,15.746,14.286,19.284,14.641,14.641,2a,8.011,2j,13.260
GQ206096,2,8.011,8.011,16.022,16.022,18.785,14.641,18.785,16.529,16.529,15.470,14.088,14.088,16.851,22.376,22.376,14.917,14.917,14.365,14.365,15.193,17.403,15.193,15.470,2a,8.011,2j,14.088
GQ206097,2,8.011,8.011,17.127,17.127,18.232,14.917,19.061,15.427,15.427,16.575,14.917,14.917,16.575,22.928,22.928,17.127,17.127,14.917,14.917,14.641,19.613,14.365,16.022,2a,8.011,2u,14.365
GQ206098,2,6.906,6.906,17.956,17.956,16.022,16.298,18.508,15.978,15.978,15.193,12.983,12.983,15.193,22.652,22.652,14.088,14.088,14.641,14.641,14.088,17.127,13.260,14.917,2a,6.906,2j,12.983
GQ206099,2,6.630,6.630,17.403,17.403,16.022,15.193,18.508,16.253,16.253,14.917,12.707,12.707,16.298,22.376,22.376,13.812,13.812,14.365,14.365,14.088,17.403,13.536,14.641,2a,6.630,2j,12.707
GQ206100,2,7.182,7.182,16.575,16.575,17.680,15.193,18.232,16.253,16.253,16.022,14.088,14.088,16.851,22.652,22.652,14.917,14.917,13.812,13.812,14.641,18.785,14.365,14.917,2a,7.182,2q,13.812
GQ206101,2,6.077,6.077,17.403,17.403,16.022,15.193,17.956,15.978,15.978,14.641,12.155,12.155,15.746,22.376,22.376,13.260,13.260,14.365,14.365,13.536,16.851,12.983,14.088,2a,6.077,2j,12.155
GQ206102,2,8.011,8.011,18.508,18.508,17.956,14.917,18.508,15.427,15.427,16.298,13.812,13.812,16.298,22.928,22.928,16.298,16.298,15.193,15.193,15.470,19.613,13.812,15.193,2a,8.011,2u,13.812
GQ206103,2,6.630,6.630,17.680,17.680,16.022,15.470,17.956,16.022,16.022,14.641,11.878,11.878,15.193,22.099,22.099,13.812,13.812,14.641,14.641,13.812,16.575,14.088,14.365,2a,6.630,2j,11.878
GQ206104,2,7.735,7.735,17.680,17.680,16.298,16.575,19.337,15.978,15.978,14.917,13.536,13.536,16.298,21.488,21.488,14.365,14.365,15.470,15.470,14.917,17.127,13.812,15.193,2a,7.735,2j,13.536
GQ281506,2,19.070,19.070,6.061,6.061,18.881,17.209,21.009,20.047,20.047,19.114,19.280,19.280,20.210,22.547,22.547,18.837,18.837,18.925,18.925,20.280,18.903,19.042,19.580,2b,6.061,2d,17.209
GQ285066,2,6.881,6.881,16.628,16.628,16.055,15.270,17.566,14.794,14.794,15.138,16.628,16.628,15.679,21.764,21.764,13.647,13.647,15.252,15.252,15.826,16.609,14.679,15.023,2a,6.881,2m,13.647
GQ285067,2,6.193,6.193,16.628,16.628,16.743,15.155,17.566,14.564,14.564,14.908,17.202,17.202,15.777,22.248,22.248,13.647,13.647,14.679,14.679,15.138,17.087,14.908,15.482,2a,6.193,2m,13.647
GQ285068,2,6.995,6.995,17.546,17.546,17.661,15.729,17.277,15.826,15.826,16.170,19.151,19.151,16.609,22.133,22.133,14.794,14.794,15.482,15.482,15.367,18.807,13.532,15.482,2a,6.995,2u,13.532
GQ285069,2,7.110,7.110,17.890,17.890,18.005,16.073,17.391,15.940,15.940,16.514,19.266,19.266,16.957,22.477,22.477,14.908,14.908,15.596,15.596,15.482,18.922,13.647,15.596,2a,7.110,2u,13.647
GQ285070,2,6.307,6.307,15.527,15.527,15.252,14.007,16.418,14.335,14.335,15.826,17.317,17.317,16.055,21.879,21.879,14.186,14.186,15.138,15.138,16.055,17.202,14.335,13.991,2a,6.307,2d,14.007
GQ285071,2,6.651,6.651,16.454,16.454,15.367,14.237,17.107,14.651,14.651,15.138,18.349,18.349,15.331,21.163,21.163,12.907,12.907,14.106,14.106,14.908,17.202,15.023,14.600,2a,6.651,2m,12.907
GQ379801,2,12.141,12.141,19.169,19.169,18.530,17.042,18.850,14.968,14.968,16.294,14.696,14.696,17.252,23.427,23.427,16.933,16.933,15.974,15.974,19.489,20.447,14.058,14.377,2a,12.141,2u,14.058
GQ379802,2,10.863,10.863,21.725,21.725,18.530,17.363,19.169,14.650,14.650,15.974,15.016,15.016,17.252,25.879,25.879,15.655,15.655,17.252,17.252,17.572,21.086,15.016,15.335,2a,10.863,2u,15.016
GQ379803,2,19.489,19.489,7.348,7.348,20.128,21.222,23.642,22.006,22.006,22.364,20.382,20.382,23.323,23.003,23.003,19.808,19.808,21.406,21.406,21.725,20.128,20.128,18.850,2b,7.348,2v,18.850
GQ387950,2,7.265,7.265,21.030,21.030,21.834,16.087,15.789,18.341,18.341,15.284,13.043,13.043,17.749,21.267,21.267,16.738,16.738,17.521,17.521,13.248,23.276,14.348,16.087,2a,7.265,2r,13.248
GQ387951,2,4.329,4.329,18.227,18.227,20.000,16.450,17.467,16.450,16.450,16.957,14.286,14.286,16.379,22.172,22.172,15.385,15.385,17.521,17.521,12.876,23.478,15.152,15.721,2a,4.329,2r,12.876
GQ387952,2,16.157,16.157,20.175,20.175,8.547,16.667,18.341,13.248,13.248,14.957,16.957,16.957,15.385,21.719,21.719,17.391,17.391,17.621,17.621,18.341,19.658,18.261,14.592,2c,8.547,2f,13.248
GQ387953,2,15.284,15.284,19.737,19.737,6.410,16.438,17.904,12.393,12.393,13.675,16.522,16.522,15.385,22.650,22.650,16.087,16.087,17.431,17.431,17.467,20.513,16.957,14.163,2c,6.410,2f,12.393
GQ387996,2,5.735,5.735,19.065,19.065,18.996,14.695,17.921,16.786,16.786,14.695,12.186,12.186,15.108,22.939,22.939,14.337,14.337,15.054,15.054,13.978,20.789,14.029,15.054,2a,5.735,2j,12.186
GQ387997,2,6.810,6.810,20.144,20.144,20.072,14.337,17.921,17.143,17.143,15.412,12.545,12.545,15.468,23.656,23.656,15.412,15.412,14.695,14.695,14.337,21.147,15.108,15.412,2a,6.810,2j,12.545
GQ387998,2,5.018,5.018,19.065,19.065,18.280,15.054,17.204,16.786,16.786,15.412,12.186,12.186,15.468,22.581,22.581,13.262,13.262,15.412,15.412,14.695,20.789,14.748,15.054,2a,5.018,2j,12.186
GQ387999,2,5.018,5.018,19.065,19.065,18.638,14.337,17.563,16.429,16.429,14.695,12.186,12.186,14.748,22.581,22.581,14.337,14.337,14.695,14.695,13.262,19.713,12.230,15.771,2a,5.018,2j,12.186
GQ388000,2,8.602,8.602,19.784,19.784,19.713,15.771,18.996,17.857,17.857,15.054,12.903,12.903,17.266,21.505,21.505,12.545,12.545,14.337,14.337,15.412,20.430,13.309,15.771,2a,8.602,2m,12.545
GQ388001,2,15.412,15.412,19.424,19.424,6.452,16.846,19.355,13.262,13.262,12.903,16.487,16.487,14.748,20.430,20.430,15.771,15.771,17.986,17.986,18.638,18.638,17.266,14.695,2c,6.452,2i,12.903
GQ388002,2,15.827,15.827,20.504,20.504,14.748,19.424,21.583,15.108,15.108,17.626,14.337,14.337,6.093,22.302,22.302,17.626,17.626,16.547,16.547,16.906,19.784,16.129,16.187,2k,6.093,2j,14.337
GQ418350,2,7.104,7.104,19.346,19.346,17.166,16.120,18.852,16.076,16.076,17.166,14.714,14.714,15.531,24.044,24.044,16.120,16.120,15.804,15.804,14.714,19.672,14.208,16.120,2a,7.104,2u,14.208
GQ418351,2,7.377,7.377,19.619,19.619,17.984,16.393,18.033,16.349,16.349,17.439,15.259,15.259,16.076,24.044,24.044,16.393,16.393,16.621,16.621,15.531,19.945,15.027,15.574,2a,7.377,2u,15.027
GQ418352,2,5.464,5.464,19.074,19.074,17.711,15.027,16.940,16.076,16.076,16.621,14.986,14.986,14.986,22.071,22.071,15.531,15.531,14.714,14.714,13.624,21.038,14.208,14.754,2a,5.464,2r,13.624
GQ418353,2,7.104,7.104,16.076,16.076,16.621,15.027,18.033,16.349,16.349,15.531,13.624,13.624,14.169,22.951,22.951,15.574,15.574,16.621,16.621,12.807,18.852,14.754,16.393,2a,7.104,2r,12.807
GQ418354,2,10.929,10.929,16.894,16.894,16.076,16.393,18.852,17.166,17.166,16.076,14.986,14.986,17.166,21.585,21.585,16.120,16.120,17.166,17.166,15.531,21.038,16.120,14.481,2a,10.929,2v,14.481
GQ418355,2,7.377,7.377,18.256,18.256,18.801,15.027,18.306,17.711,17.711,17.984,15.259,15.259,16.076,21.526,21.526,16.940,16.940,14.986,14.986,14.714,20.492,15.847,15.574,2a,7.377,2r,14.714
GQ418356,2,8.470,8.470,19.891,19.891,19.074,15.301,19.672,17.760,17.760,17.439,12.807,12.807,15.531,22.404,22.404,16.667,16.667,15.531,15.531,16.349,22.131,16.393,15.027,2a,8.470,2j,12.807
GQ418357,2,6.011,6.011,17.711,17.711,17.439,15.027,19.126,16.621,16.621,15.804,13.079,13.079,16.076,22.131,22.131,15.847,15.847,13.896,13.896,13.624,18.852,14.208,14.481,2a,6.011,2j,13.079
GQ418358,2,7.104,7.104,19.346,19.346,17.166,16.120,18.852,16.076,16.076,17.166,14.714,14.714,15.531,24.044,24.044,16.120,16.120,15.804,15.804,14.714,19.672,14.208,16.120,2a,7.104,2u,14.208
GQ418359,2,7.650,7.650,18.529,18.529,17.984,15.027,18.283,16.621,16.621,16.621,14.714,14.714,15.000,22.131,22.131,15.804,15.804,14.986,14.986,14.441,19.945,14.481,15.512,2a,7.650,2r,14.441
GQ418360,2,7.104,7.104,19.346,19.346,17.166,16.120,18.852,16.076,16.076,17.166,14.714,14.714,15.531,24.044,24.044,16.120,16.120,15.804,15.804,14.714,19.672,14.208,16.120,2a,7.104,2u,14.208
GQ418361,2,7.650,7.650,18.256,18.256,18.801,15.847,17.213,16.894,16.894,18.256,14.169,14.169,15.804,24.044,24.044,15.574,15.574,16.349,16.349,14.169,20.492,14.481,15.847,2a,7.650,2r,14.169
GQ418362,2,10.109,10.109,18.529,18.529,15.531,16.667,20.765,16.894,16.894,17.166,15.531,15.531,16.894,23.770,23.770,16.621,16.621,16.621,16.621,15.259,18.852,16.940,18.852,2a,10.109,2r,15.259
GQ418363,2,5.464,5.464,17.439,17.439,17.439,14.481,17.760,15.804,15.804,14.714,13.896,13.896,15.531,21.311,21.311,14.208,14.208,13.624,13.624,13.624,19.126,15.027,15.301,2a,5.464,2r,13.624
GQ418364,2,8.197,8.197,18.529,18.529,18.256,15.301,16.940,16.120,16.120,17.711,14.714,14.714,14.441,23.224,23.224,13.661,13.661,16.076,16.076,15.531,22.131,14.481,15.301,2a,8.197,2m,13.661
GQ418365,2,13.115,13.115,18.801,18.801,17.711,13.934,6.284,14.754,14.754,16.621,13.351,13.351,16.076,22.071,22.071,18.033,18.033,17.439,17.439,17.439,21.311,16.393,11.749,2e,6.284,2v,11.749
GQ418366,2,13.115,13.115,18.529,18.529,16.349,15.301,7.650,13.388,13.388,17.439,14.986,14.986,15.259,23.770,23.770,17.486,17.486,17.439,17.439,16.621,20.765,16.667,11.475,2e,7.650,2v,11.475
GQ418367,2,12.842,12.842,18.256,18.256,17.439,14.208,7.104,14.441,14.441,16.894,14.714,14.714,16.349,21.798,21.798,18.852,18.852,17.711,17.711,16.894,19.399,16.120,10.656,2e,7.104,2v,10.656
GQ418368,2,13.934,13.934,19.074,19.074,16.894,14.208,7.923,13.934,13.934,16.349,14.986,14.986,16.621,22.404,22.404,16.940,16.940,17.439,17.439,16.894,19.945,15.027,13.115,2e,7.923,2v,13.115
GQ418369,2,14.848,14.848,21.148,21.148,19.637,15.455,9.697,15.758,15.758,18.731,15.408,15.408,16.970,23.565,23.565,21.277,21.277,19.033,19.033,18.788,21.846,17.273,13.333,2e,9.697,2v,13.333
GQ418370,2,14.986,14.986,19.022,19.022,12.807,13.624,18.033,3.825,3.825,16.848,16.621,16.621,15.259,23.224,23.224,18.306,18.306,16.304,16.304,16.848,19.945,14.714,12.534,2f,3.825,2c,12.807
GU049343,2,13.720,13.720,20.122,20.122,17.021,15.596,16.768,17.325,17.325,16.768,7.295,7.295,14.286,22.393,22.393,17.378,17.378,17.378,17.378,14.329,20.061,15.502,13.374,2j,7.295,2v,13.374
GU049344,2,14.024,14.024,20.732,20.732,15.805,14.679,17.988,14.590,14.590,17.073,9.422,9.422,14.286,23.313,23.313,16.159,16.159,17.073,17.073,15.854,19.149,13.374,14.286,2j,9.422,2u,13.374
GU049347,2,15.854,15.854,20.122,20.122,17.629,15.902,18.293,18.237,18.237,17.683,9.119,9.119,16.109,24.159,24.159,18.237,18.237,18.293,18.293,15.549,18.485,15.198,15.198,2j,9.119,2u,15.198
GU049348,2,14.634,14.634,20.732,20.732,19.453,16.820,21.646,18.237,18.237,17.925,15.502,15.502,13.374,23.750,23.750,16.159,16.159,11.280,11.280,15.854,20.669,16.413,18.845,2q,11.280,2k,13.374
GU049349,2,14.634,14.634,19.207,19.207,15.198,12.538,17.073,13.939,13.939,18.293,13.982,13.982,14.894,23.313,23.313,16.768,16.768,15.854,15.854,15.549,19.757,15.502,11.246,2v,11.246,2d,12.538
GU049350,2,15.549,15.549,19.207,19.207,15.549,15.291,19.325,14.024,14.024,19.757,16.768,16.768,18.598,24.233,24.233,18.293,18.293,18.541,18.541,17.988,19.207,17.073,14.634,2f,14.024,2v,14.634
GU049351,2,15.854,15.854,21.037,21.037,17.933,15.902,19.207,17.325,17.325,17.073,16.109,16.109,16.109,23.926,23.926,19.512,19.512,19.207,19.207,17.683,18.845,19.149,16.717,2a,15.854,2d,15.902
GU049352,2,15.502,15.502,20.973,20.973,20.732,16.514,20.489,18.845,18.845,19.182,16.159,16.159,16.159,23.988,23.988,16.768,16.768,13.720,13.720,17.988,21.646,16.463,14.939,2q,13.720,2v,14.939
GU054415,2,18.398,18.398,21.365,21.365,19.174,19.288,25.225,20.178,20.178,20.772,19.764,19.764,19.764,25.882,25.882,17.507,17.507,18.289,18.289,18.879,17.507,19.881,20.059,2t,17.507,2m,17.507
GU054416,2,18.991,18.991,20.475,20.475,20.649,19.881,22.523,22.124,22.124,19.881,18.879,18.879,17.404,24.189,24.189,21.958,21.958,17.699,17.699,16.814,15.134,17.804,18.879,2t,15.134,2r,16.814
GU054417,2,22.892,22.892,21.084,21.084,22.714,22.849,24.332,25.369,25.369,21.147,23.599,23.599,23.009,0.590,0.590,22.630,22.630,23.009,23.009,24.484,27.385,24.847,24.484,2l,0.590,2b,21.084
GU054418,2,15.569,15.569,18.862,18.862,18.750,17.964,20.242,16.320,16.320,19.461,16.964,16.964,17.857,24.702,24.702,17.964,17.964,18.750,18.750,15.476,17.507,16.766,18.155,2r,15.476,2a,15.569
GU054419,2,15.339,15.339,19.527,19.527,13.650,12.389,17.404,12.647,12.647,16.519,13.353,13.353,14.540,22.590,22.590,15.929,15.929,17.507,17.507,15.430,18.935,14.749,12.166,2v,12.166,2d,12.389
GU054420,2,20.710,20.710,17.404,17.404,18.101,18.639,23.724,19.585,19.585,18.935,17.211,17.211,19.585,25.538,25.538,22.189,22.189,19.585,19.585,19.881,7.375,20.414,18.991,2t,7.375,2j,17.211
GU054421,2,13.353,13.353,18.991,18.991,15.634,15.727,16.517,15.929,15.929,14.243,7.965,7.965,15.339,22.124,22.124,17.160,17.160,16.814,16.814,13.864,18.101,14.243,13.274,2j,7.965,2v,13.274
GU054422,2,14.540,14.540,18.694,18.694,15.634,15.134,17.117,16.914,16.914,14.243,7.670,7.670,13.864,22.419,22.419,16.617,16.617,16.814,16.814,13.569,18.398,15.430,13.569,2j,7.670,2r,13.569
GU054423,2,19.469,19.469,20.772,20.772,22.419,19.585,22.455,20.649,20.649,21.662,20.059,20.059,19.469,23.304,23.304,20.772,20.772,20.059,20.059,18.879,19.527,17.804,19.469,2u,17.804,2r,18.879
GU054424,2,24.036,24.036,22.552,22.552,25.074,25.223,25.816,26.549,26.549,22.654,23.009,23.009,22.714,7.080,7.080,25.519,25.519,23.304,23.304,23.009,27.300,25.740,24.779,2l,7.080,2b,22.552
GU054425,2,16.224,16.224,19.527,19.527,14.243,12.979,17.404,12.941,12.941,17.994,14.540,14.540,15.727,22.892,22.892,16.224,16.224,18.101,18.101,16.617,20.118,15.929,13.056,2d,12.979,2f,12.941
GU054426,2,23.193,23.193,21.752,21.752,21.321,22.356,24.545,23.423,23.423,25.076,21.622,21.622,23.423,13.514,13.514,25.076,25.076,22.823,22.823,21.856,26.284,21.988,23.423,2l,13.514,2c,21.321
GU054427,2,12.945,12.945,18.831,18.831,16.938,15.210,17.799,17.476,17.476,13.269,6.840,6.840,14.658,22.373,22.373,16.828,16.828,17.264,17.264,14.332,18.506,14.239,14.332,2j,6.840,2a,12.945
GU054428,2,15.635,15.635,20.195,20.195,17.476,14.332,15.512,13.245,13.245,17.264,14.563,14.563,17.476,23.529,23.529,18.567,18.567,16.828,16.828,15.858,20.847,16.938,13.592,2v,13.592,2f,13.245
GU054429,2,15.727,15.727,18.694,18.694,8.850,17.211,18.919,15.089,15.089,16.617,15.339,15.339,14.454,23.009,23.009,17.804,17.804,18.879,18.879,18.289,20.178,18.694,14.159,2c,8.850,2v,14.159
GU054430,2,8.260,8.260,17.751,17.751,16.914,14.159,18.879,17.160,17.160,15.044,14.243,14.243,15.727,24.324,24.324,15.929,15.929,16.320,16.320,14.540,18.935,15.339,16.914,2a,8.260,2d,14.159
GU054431,2,18.101,18.101,21.365,21.365,19.469,18.976,24.096,20.059,20.059,20.475,19.174,19.174,16.814,23.599,23.599,16.024,16.024,16.814,16.814,16.814,20.178,14.837,20.354,2u,14.837,2m,16.024
GU054432,2,13.595,13.595,20.242,20.242,17.117,13.897,19.266,17.117,17.117,18.429,15.315,15.315,16.216,24.625,24.625,17.523,17.523,19.219,19.219,17.117,19.637,16.616,14.715,2a,13.595,2d,13.897
GU054433,2,16.519,16.519,18.935,18.935,14.540,12.684,18.584,13.824,13.824,17.404,14.837,14.837,15.430,23.494,23.494,15.929,15.929,17.211,17.211,16.914,19.231,15.044,13.056,2d,12.684,2v,13.056
GU054434,2,15.727,15.727,18.935,18.935,17.109,15.727,17.718,13.018,13.018,18.991,16.519,16.519,15.044,25.369,25.369,18.935,18.935,17.994,17.994,18.879,18.991,16.914,15.044,2f,13.018,2v,15.044
GU054435,2,14.540,14.540,20.178,20.178,16.814,14.837,18.018,15.634,15.634,17.507,14.454,14.454,15.044,23.599,23.599,17.211,17.211,17.404,17.404,15.634,19.881,15.134,13.864,2v,13.864,2j,14.454
GU054436,2,15.339,15.339,21.893,21.893,15.134,16.224,20.059,17.804,17.804,5.605,14.837,14.837,18.991,22.977,22.977,17.109,17.109,17.532,17.532,18.991,20.118,18.584,16.914,2i,5.605,2j,14.837
GU054437,2,14.837,14.837,20.475,20.475,17.109,15.134,18.919,15.727,15.727,18.101,14.749,14.749,8.260,23.529,23.529,18.101,18.101,12.979,12.979,17.009,19.288,16.024,15.044,2k,8.260,2q,12.979
GU054438,2,15.339,15.339,19.527,19.527,15.134,11.799,17.404,12.130,12.130,17.404,14.243,14.243,15.430,24.096,24.096,17.109,17.109,17.507,17.507,16.320,19.527,15.044,12.760,2d,11.799,2f,12.130
GU054439,2,15.727,15.727,18.935,18.935,15.929,14.540,18.018,12.647,12.647,18.101,15.929,15.929,14.749,24.779,24.779,18.343,18.343,17.994,17.994,18.879,18.101,17.507,15.339,2f,12.647,2d,14.540
GU054440,2,16.320,16.320,21.662,21.662,19.174,18.072,21.386,18.289,18.289,18.398,16.224,16.224,17.404,23.599,23.599,18.398,18.398,16.814,16.814,15.339,21.365,11.869,17.404,2u,11.869,2r,15.339
GU054441,2,17.699,17.699,22.189,22.189,14.837,17.109,20.649,18.289,18.289,6.490,16.914,16.914,18.694,22.977,22.977,17.994,17.994,21.068,21.068,18.398,21.006,18.584,18.991,2i,6.490,2c,14.837
GU054442,2,15.929,15.929,19.527,19.527,16.914,14.454,19.174,15.430,15.430,17.994,14.243,14.243,8.902,23.442,23.442,15.634,15.634,13.353,13.353,17.211,17.751,15.634,16.914,2k,8.902,2q,13.353
GU054443,2,17.751,17.751,5.900,5.900,18.694,19.231,22.523,20.772,20.772,22.781,18.343,18.343,21.958,22.590,22.590,19.822,19.822,18.694,18.694,20.178,18.584,18.935,18.694,2b,5.900,2a,17.751
GU054444,2,15.430,15.430,20.475,20.475,17.994,17.771,22.590,17.109,17.109,19.585,16.814,16.814,15.929,22.714,22.714,18.398,18.398,15.634,15.634,14.454,20.475,13.947,17.404,2u,13.947,2r,14.454
GU054445,2,16.914,16.914,18.694,18.694,16.814,17.211,22.523,18.991,18.991,16.914,18.584,18.584,18.879,25.074,25.074,17.804,17.804,19.764,19.764,17.404,19.585,18.694,18.879,2c,16.814,2i,16.914
GU054446,2,9.145,9.145,18.343,18.343,18.101,15.339,18.879,17.751,17.751,16.814,13.947,13.947,16.320,25.904,25.904,14.454,14.454,17.211,17.211,15.134,18.343,15.339,18.101,2a,9.145,2j,13.947
GU054447,2,18.639,18.639,8.850,8.850,18.694,19.527,22.523,20.414,20.414,22.781,19.527,19.527,19.585,23.582,23.582,19.231,19.231,18.694,18.694,19.585,17.404,19.822,19.585,2b,8.850,2t,17.404
GU054448,2,23.145,23.145,24.926,24.926,23.304,24.852,26.488,24.484,24.484,25.000,23.009,23.009,24.412,16.224,16.224,25.519,25.519,23.304,23.304,21.829,27.219,22.552,23.009,2l,16.224,2r,21.829
GU054449,2,22.289,22.289,21.386,21.386,23.599,24.629,24.926,25.664,25.664,23.625,23.599,23.599,23.009,4.130,4.130,24.159,24.159,21.829,21.829,23.304,26.861,22.741,23.304,2l,4.130,2q,21.829
GU054450,2,23.494,23.494,23.494,23.494,21.239,22.552,25.519,23.460,23.460,22.654,24.189,24.189,23.599,6.195,6.195,23.926,23.926,23.304,23.304,24.189,25.904,24.324,24.189,2l,6.195,2c,21.239
GU054451,2,14.749,14.749,20.118,20.118,13.947,11.209,17.109,15.089,15.089,15.044,13.056,13.056,16.024,26.205,26.205,15.929,15.929,17.804,17.804,16.024,16.864,14.454,13.947,2d,11.209,2j,13.056
GU088159,2,23.669,23.669,22.255,22.255,21.829,23.739,26.488,24.779,24.779,25.649,23.304,23.304,24.189,13.274,13.274,24.926,24.926,22.419,22.419,21.471,26.706,23.373,23.894,2l,13.274,2r,21.471
GU117910,2,8.194,8.194,21.190,21.190,18.622,17.978,17.100,18.622,18.622,17.505,19.739,19.739,17.877,27.360,27.360,16.015,16.015,16.387,16.387,16.015,21.229,19.466,17.286,2a,8.194,2r,16.015
GU117912,2,6.863,6.863,19.558,19.558,17.676,19.281,17.105,17.840,17.840,17.157,19.476,19.476,18.985,25.743,25.743,17.185,17.185,19.313,19.313,17.157,21.382,17.349,18.822,2a,6.863,2r,17.157
GU117913,2,20.270,20.270,8.686,8.686,20.674,22.146,19.595,22.807,22.807,21.233,18.493,18.493,20.824,26.027,26.027,20.316,20.316,19.595,19.595,19.820,18.993,20.595,19.865,2b,8.686,2j,18.493
GU117914,2,21.681,21.681,8.297,8.297,21.179,22.707,22.052,23.799,23.799,22.993,18.122,18.122,21.179,27.391,27.391,22.707,22.707,20.435,20.435,22.052,21.397,21.978,22.271,2b,8.297,2j,18.122
GU117915,2,20.755,20.755,7.547,7.547,20.283,22.222,21.277,24.113,24.113,21.986,18.440,18.440,20.379,27.660,27.660,20.519,20.519,20.283,20.283,20.853,20.616,20.804,21.226,2b,7.547,2j,18.440
GU117920,2,19.753,19.753,9.069,9.069,22.434,23.210,20.494,23.981,23.981,22.782,18.900,18.900,20.574,26.014,26.014,19.231,19.231,20.096,20.096,20.545,20.624,21.241,21.480,2b,9.069,2j,18.900
JQ745651,2,22.702,22.702,0.452,0.452,22.225,22.353,23.461,22.500,22.500,22.865,22.678,22.678,23.366,26.443,26.443,21.767,21.767,22.094,22.094,22.437,20.964,22.280,22.337,2b,0.452,2t,20.964
JQ746501,2,16.332,16.332,4.489,4.489,17.000,17.750,19.799,18.454,18.454,17.588,18.500,18.500,20.449,20.888,20.888,18.844,18.844,16.958,16.958,18.703,13.250,16.459,15.633,2b,4.489,2t,13.250
JQ746502,2,14.797,14.797,18.138,18.138,14.797,17.184,20.813,15.513,15.513,16.945,15.550,15.550,16.468,20.525,20.525,15.789,15.789,15.752,15.752,13.126,17.661,16.229,16.229,2r,13.126,2c,14.797
JQ746503,2,14.762,14.762,17.619,17.619,15.476,17.619,15.752,16.905,16.905,15.714,15.238,15.238,15.238,21.190,21.190,13.842,13.842,15.202,15.202,15.238,19.524,14.048,12.857,2v,12.857,2m,13.842
JQ746504,2,14.048,14.048,16.429,16.429,13.810,15.714,14.797,15.238,15.238,14.524,14.320,14.320,15.000,21.190,21.190,14.320,14.320,13.810,13.810,14.762,18.095,16.390,12.619,2v,12.619,2q,13.810
JQ746505,2,14.048,14.048,16.190,16.190,13.333,15.476,15.752,14.762,14.762,14.286,15.238,15.238,12.381,21.429,21.429,12.381,12.381,12.619,12.619,13.095,17.381,14.524,12.857,2m,12.381,2k,12.381
JQ746506,2,17.751,17.751,7.375,7.375,18.991,20.649,21.321,18.639,18.639,21.893,17.507,17.507,21.068,21.084,21.084,19.822,19.822,19.288,19.288,20.475,18.584,18.639,17.507,2b,7.375,2v,17.507
JQ746507,2,16.224,16.224,16.864,16.864,6.528,16.519,18.289,16.224,16.224,14.749,14.243,14.243,15.430,22.523,22.523,15.929,15.929,17.804,17.804,18.398,18.343,18.289,15.430,2c,6.528,2j,14.243
