Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KF934047,6,2.102,2.102,19.048,26.506,22.896,26.752,27.515,26.984,28.614,25.672,29.254,28.657,28.916,26.807,29.217,29.217,26.807,24.699,29.552,27.327,27.711,27.365,27.365,27.628,26.506,26.506,26.126,26.126,22.892,22.892,27.165,27.165,30.120,19.520,19.520,29.429,29.429,28.378,28.378,28.614,28.614,23.492,29.552,29.552,28.571,6a,2.102,6xd,19.520
KF934049,6,7.278,7.278,18.730,26.266,24.242,27.389,28.076,25.949,27.070,25.552,29.167,30.120,26.667,27.070,29.429,29.429,24.390,24.921,29.221,27.304,27.445,25.253,25.253,26.433,25.796,25.796,26.032,26.032,24.051,24.051,27.039,27.039,29.225,19.820,19.820,29.940,29.940,28.094,28.094,29.129,29.129,24.127,29.618,29.618,30.422,6a,7.278,6b,18.730
KF934050,6,5.706,5.706,17.143,26.506,24.916,26.433,27.515,26.349,27.711,26.866,29.851,28.358,26.205,27.711,28.313,28.313,26.506,25.301,28.657,26.727,28.614,26.936,26.936,26.727,25.000,25.000,24.925,24.925,23.193,23.193,27.559,27.559,28.333,18.018,18.018,28.529,28.529,27.425,27.425,28.313,28.313,23.492,28.657,28.657,28.571,6a,5.706,6xd,18.018
KF934051,6,5.706,5.706,18.095,27.108,24.916,27.389,28.107,26.032,27.410,26.269,29.254,29.851,26.269,27.410,29.518,29.518,26.506,25.602,29.819,27.628,28.614,27.273,27.273,27.027,26.506,26.506,26.426,26.426,24.398,24.398,26.378,26.378,29.667,19.219,19.219,29.730,29.730,28.041,28.041,29.518,29.518,23.810,28.955,28.955,29.206,6a,5.706,6xd,19.219
KF934052,6,8.108,8.108,18.263,27.711,22.559,28.344,26.844,26.582,29.518,27.463,29.254,27.164,26.727,29.217,27.358,27.358,28.614,25.602,30.723,25.231,27.414,28.657,28.657,28.571,23.653,23.653,23.270,23.270,23.724,23.724,27.976,27.976,29.000,18.919,18.919,26.959,26.959,27.609,27.609,28.571,28.571,24.051,27.463,27.463,28.254,6a,8.108,6b,18.263
KF934056,6,3.003,3.003,20.000,26.807,23.232,26.433,26.923,27.937,28.916,26.269,28.657,28.657,28.313,26.506,28.443,28.443,25.000,25.301,30.149,27.628,28.313,26.014,26.014,27.928,26.807,26.807,25.526,25.526,23.795,23.795,26.378,26.378,28.667,19.403,19.403,29.254,29.254,28.041,28.041,28.614,28.614,23.175,28.955,28.955,27.937,6a,3.003,6xd,19.403
KF934057,6,7.207,7.207,18.038,26.807,26.807,25.714,26.567,25.478,27.108,26.269,28.060,28.358,26.506,26.205,28.313,28.313,26.807,26.506,31.928,27.027,30.120,28.529,28.529,26.426,26.205,26.205,27.389,27.389,23.795,23.795,29.819,29.819,31.024,18.318,18.318,28.529,28.529,28.041,28.041,28.614,28.614,25.000,27.108,27.108,27.707,6a,7.207,6xd,18.318
KF934058,6,3.303,3.303,19.048,26.807,22.896,27.070,27.515,26.984,28.012,25.373,28.955,28.060,27.410,27.410,28.614,28.614,27.410,23.494,28.657,27.027,28.012,27.365,27.365,27.928,24.625,24.625,24.925,24.925,22.892,22.892,27.165,27.165,30.120,18.919,18.919,28.829,28.829,28.378,28.378,28.012,28.012,23.810,28.657,28.657,28.571,6a,3.303,6xd,18.919
KF934068,6,5.405,5.405,18.413,27.108,23.906,27.070,27.219,25.714,27.410,26.807,29.429,28.657,26.506,27.410,28.313,28.313,26.205,24.699,29.217,27.628,28.614,26.263,26.263,27.628,25.904,25.904,25.225,25.225,23.494,23.494,30.448,30.448,29.518,18.919,18.919,28.529,28.529,27.365,27.365,28.614,28.614,23.810,29.254,29.254,28.889,6a,5.405,6xd,18.919
KF934075,6,7.207,7.207,19.048,28.012,25.253,28.344,28.698,26.349,28.313,27.463,30.149,28.955,26.205,28.313,30.120,30.120,27.410,26.506,29.552,29.429,29.217,28.283,28.283,27.928,26.807,26.807,25.826,25.826,25.301,25.301,29.851,29.851,30.422,21.321,21.321,30.330,30.330,29.097,29.097,,,25.714,29.254,29.254,29.841,6a,7.207,6b,19.048
KF934077,6,6.306,6.306,18.095,27.108,24.242,27.389,27.811,26.349,26.205,25.970,28.657,28.358,25.602,27.108,28.313,28.313,27.108,24.398,28.955,27.628,28.313,27.703,27.703,27.327,25.301,25.301,26.126,26.126,24.096,24.096,26.772,26.772,29.333,18.675,18.675,28.529,28.529,27.425,27.425,28.313,28.313,23.810,28.358,28.358,27.937,6a,6.306,6xd,18.675
KF934079,6,6.607,6.607,17.778,27.711,24.242,27.389,26.923,25.397,26.506,26.567,28.955,29.254,25.373,26.807,28.443,28.443,25.904,25.301,29.518,27.726,28.012,26.263,26.263,23.622,25.826,25.826,25.826,25.826,23.494,23.494,26.772,26.772,28.667,18.919,18.919,29.254,29.254,27.703,27.703,29.819,29.819,24.127,28.060,28.060,26.068,6a,6.607,6xd,18.919
KF934081,6,6.006,6.006,17.778,26.506,24.579,27.070,27.515,27.937,28.916,26.488,29.464,28.955,27.711,28.012,28.743,28.743,28.313,24.699,29.819,28.529,28.313,26.599,26.599,26.727,26.126,26.126,25.826,25.826,22.590,22.590,27.559,27.559,29.819,18.318,18.318,28.657,28.657,28.041,28.041,28.916,28.916,23.810,28.955,28.955,25.214,6a,6.006,6xd,18.318
KF934090,6,4.204,4.204,18.730,26.807,24.579,27.707,27.219,26.349,28.012,25.672,29.552,27.761,28.313,28.012,30.120,30.120,26.807,26.506,28.955,27.928,28.012,27.365,27.365,27.928,25.904,25.904,25.225,25.225,23.795,23.795,28.740,28.740,30.000,18.919,18.919,30.030,30.030,29.054,29.054,29.518,29.518,24.444,28.955,28.955,29.206,6a,4.204,6xd,18.919
KF934094,6,5.825,5.825,19.481,26.452,24.497,27.215,27.653,26.045,26.103,26.332,29.290,28.438,26.183,28.165,28.529,28.529,25.649,24.013,29.801,26.280,26.367,25.685,25.685,26.117,25.974,25.974,24.919,24.919,23.871,23.871,25.751,25.751,28.269,20.000,20.000,29.730,29.730,27.551,27.551,28.746,28.746,24.290,28.214,28.214,28.438,6a,5.825,6b,19.481
KF934095,6,3.303,3.303,19.048,26.807,22.896,27.070,27.515,26.984,28.313,25.373,28.955,28.060,27.410,27.410,28.614,28.614,27.410,23.795,28.657,27.027,28.012,27.365,27.365,27.928,24.625,24.625,24.925,24.925,22.892,22.892,27.165,27.165,30.120,18.919,18.919,28.829,28.829,28.378,28.378,28.012,28.012,23.810,28.657,28.657,28.571,6a,3.303,6xd,18.919
KF934096,6,6.962,6.962,19.048,25.316,24.242,26.115,26.814,26.266,27.389,25.397,29.430,29.518,26.984,26.752,28.481,28.481,24.042,23.899,29.022,25.597,27.760,24.916,24.916,26.752,25.159,25.159,25.397,25.397,23.418,23.418,26.180,26.180,28.521,18.927,18.927,29.042,29.042,27.365,27.365,27.928,27.928,22.540,28.662,28.662,28.797,6a,6.962,6xd,18.927
KF934099,6,5.825,5.825,19.481,27.097,24.399,26.994,26.688,26.220,26.948,24.116,28.526,28.012,27.356,26.623,28.571,28.571,24.555,25.000,29.139,26.962,27.010,25.086,25.086,27.597,25.298,25.298,25.566,25.566,23.242,23.242,26.609,26.609,28.521,19.266,19.266,29.483,29.483,27.304,27.304,28.440,28.440,22.977,28.313,28.313,29.114,6a,5.825,6xd,19.266
KF934100,6,5.105,5.105,18.730,27.711,24.579,27.707,28.402,26.032,27.410,26.567,29.254,28.358,25.904,27.108,29.518,29.518,27.108,25.301,29.552,27.628,28.313,27.609,27.609,27.628,26.506,26.506,26.426,26.426,24.398,24.398,26.772,26.772,29.766,18.619,18.619,29.730,29.730,28.428,28.428,29.518,29.518,24.762,29.254,29.254,28.889,6a,5.105,6xd,18.619
KF934101,6,4.204,4.204,18.730,26.506,22.896,26.752,26.627,26.667,27.711,25.672,28.358,28.060,26.506,27.410,27.246,27.246,27.410,24.096,28.060,27.027,27.711,25.926,25.926,27.027,24.925,24.925,25.225,25.225,22.892,22.892,26.378,26.378,28.916,18.919,18.919,28.060,28.060,28.041,28.041,28.614,28.614,23.810,27.463,27.463,27.302,6a,4.204,6xd,18.919
KF934103,6,4.505,4.505,18.095,25.904,22.559,26.752,28.107,27.302,28.614,25.970,29.552,28.657,27.410,28.313,28.144,28.144,27.711,25.000,28.657,27.628,28.012,26.599,26.599,27.327,24.925,24.925,24.925,24.925,22.892,22.892,27.165,27.165,28.916,18.619,18.619,29.254,29.254,27.027,27.027,29.217,29.217,23.492,29.552,29.552,29.524,6a,4.505,6xd,18.619
KF934106,6,4.505,4.505,18.413,28.012,22.559,27.707,27.515,27.302,29.217,27.463,31.045,29.851,27.327,27.108,29.641,29.641,26.506,25.904,31.627,27.928,27.483,28.041,28.041,27.928,27.108,27.108,26.727,26.727,23.193,23.193,26.772,26.772,30.723,18.919,18.919,30.448,30.448,28.716,28.716,29.217,29.217,25.397,29.851,29.851,29.524,6a,4.505,6xd,18.919
KF934108,6,6.306,6.306,18.095,28.012,25.253,27.707,27.219,25.714,28.614,27.761,29.254,29.254,27.711,28.012,28.012,28.012,26.807,26.205,29.819,27.628,28.313,26.263,26.263,28.228,26.205,26.205,26.126,26.126,24.398,24.398,27.559,27.559,31.000,18.976,18.976,28.529,28.529,28.378,28.378,28.313,28.313,24.444,28.358,28.358,28.571,6a,6.306,6xd,18.976
KF934114,6,5.706,5.706,17.460,26.807,25.589,27.389,28.107,26.349,27.711,27.164,29.552,29.254,26.506,27.711,29.518,29.518,27.711,26.205,28.955,27.628,28.313,26.936,26.936,26.727,26.807,26.807,25.526,25.526,24.699,24.699,27.165,27.165,29.431,18.619,18.619,29.730,29.730,27.425,27.425,29.217,29.217,24.127,29.552,29.552,28.889,6a,5.706,6b,17.460
KF934115,6,3.797,3.797,20.635,25.633,22.559,27.410,27.445,26.807,28.344,24.606,29.245,28.614,28.529,27.070,28.228,28.228,25.436,24.290,29.870,26.280,26.183,25.589,25.589,27.707,26.807,26.807,26.349,26.349,23.724,23.724,27.468,27.468,29.577,20.359,20.359,29.042,29.042,28.041,28.041,27.628,27.628,23.175,29.819,29.819,28.481,6a,3.797,6xd,20.359
KF934116,6,3.303,3.303,19.365,26.506,22.559,26.752,27.219,26.349,28.614,25.373,29.254,28.358,27.711,27.108,28.313,28.313,26.807,23.494,28.358,26.727,27.410,27.027,27.027,27.628,24.925,24.925,24.625,24.625,22.590,22.590,26.772,26.772,29.819,19.219,19.219,28.529,28.529,28.041,28.041,27.711,27.711,23.492,28.955,28.955,28.889,6a,3.303,6xd,19.219
KF934121,6,4.505,4.505,17.778,26.807,24.242,27.389,28.402,26.349,27.410,26.269,28.955,29.552,26.506,27.108,29.217,29.217,27.108,25.000,29.254,27.327,28.614,27.273,27.273,27.027,26.205,26.205,26.426,26.426,24.096,24.096,27.165,27.165,29.667,18.318,18.318,29.429,29.429,27.425,27.425,29.217,29.217,24.127,29.254,29.254,29.524,6a,4.505,6xd,18.318
KF934122,6,3.604,3.604,19.365,27.108,23.232,,28.402,,28.313,25.672,29.254,,28.313,27.711,28.916,28.916,27.108,23.795,,27.327,28.313,27.027,27.027,,25.526,25.526,25.225,25.225,23.795,23.795,27.165,27.165,,19.820,19.820,28.529,28.529,28.716,28.716,27.711,27.711,23.492,29.254,29.254,28.571,6a,3.604,6xd,19.820
KF934125,6,4.805,4.805,18.095,25.904,22.896,27.070,26.923,26.667,27.327,25.595,28.869,28.955,25.904,27.246,28.916,28.916,27.410,23.795,28.358,27.027,28.614,27.027,27.027,27.327,25.225,25.225,26.126,26.126,22.892,22.892,26.378,26.378,29.819,18.318,18.318,28.529,28.529,26.936,26.936,27.711,27.711,24.127,28.657,28.657,24.786,6a,4.805,6xd,18.318
KJ416703,6,5.556,5.556,19.941,24.868,24.074,26.509,26.823,25.926,27.249,24.054,27.822,27.297,26.455,26.455,26.703,26.703,26.455,24.339,27.034,26.385,27.049,27.034,27.034,27.441,24.011,24.011,24.274,24.274,23.545,23.545,30.184,30.184,29.101,19.312,19.312,27.520,27.520,28.158,28.158,26.455,26.455,23.298,28.378,28.378,28.836,6a,5.556,6xd,19.312
KJ416704,6,6.085,6.085,21.053,24.603,24.074,26.247,26.562,25.397,27.513,24.119,27.822,27.034,26.190,26.720,26.503,26.503,26.455,24.074,26.772,26.385,26.776,26.772,26.772,27.704,23.483,23.483,23.747,23.747,23.280,23.280,29.921,29.921,28.836,19.312,19.312,27.322,27.322,28.421,28.421,26.720,26.720,23.037,28.184,28.184,28.571,6a,6.085,6xd,19.312
KJ416705,6,8.136,8.136,20.652,25.197,25.722,27.083,27.154,26.772,27.822,26.042,28.721,27.676,26.842,27.297,28.346,28.346,26.247,24.934,28.385,25.722,27.717,27.297,27.297,27.034,24.409,24.409,24.607,24.607,24.409,24.409,30.526,30.526,28.272,20.210,20.210,28.871,28.871,29.504,29.504,28.084,28.084,23.622,29.211,29.211,30.000,6a,8.136,6xd,20.210
KJ416706,6,7.652,7.652,21.522,25.858,24.802,27.225,27.225,26.121,27.704,25.067,28.534,27.749,26.913,27.177,27.446,27.446,26.385,25.066,27.749,27.105,27.793,28.272,28.272,28.158,25.000,25.000,24.528,24.528,24.538,24.538,30.890,30.890,29.551,18.734,18.734,27.717,27.717,28.691,28.691,27.177,27.177,24.021,29.380,29.380,29.815,6a,7.652,6xd,18.734
KJ416707,6,7.143,7.143,19.062,25.661,25.661,26.247,26.562,26.455,26.190,25.676,28.084,28.609,26.720,27.249,27.520,27.520,26.190,24.074,27.559,26.121,28.142,26.963,26.963,26.913,25.397,25.397,24.274,24.274,23.280,23.280,30.184,30.184,29.101,19.312,19.312,28.610,28.610,28.534,28.534,28.307,28.307,23.560,28.649,28.649,29.365,6a,7.143,6xd,19.312
KJ416708,6,7.407,7.407,20.526,25.926,25.132,26.509,26.302,26.720,25.330,25.984,27.559,29.396,26.247,26.121,28.042,28.042,25.926,23.219,27.177,26.913,28.142,26.963,26.963,27.704,25.926,25.926,24.538,24.538,23.810,23.810,29.396,29.396,29.630,19.577,19.577,28.836,28.836,28.534,28.534,27.778,27.778,24.084,29.396,29.396,29.365,6a,7.407,6xd,19.577
KJ416709,6,4.497,4.497,20.263,25.661,23.545,25.984,25.984,27.513,27.513,25.789,28.084,28.084,26.455,25.926,27.513,27.513,25.661,23.810,28.042,25.594,27.322,26.963,26.963,26.913,25.132,25.132,24.802,24.802,22.487,22.487,28.871,28.871,29.101,17.989,17.989,28.836,28.836,28.883,28.883,27.513,27.513,24.346,28.871,28.871,28.571,6a,4.497,6xd,17.989
KJ416710,6,6.897,6.897,19.789,25.199,24.934,26.579,25.587,26.525,26.790,25.789,27.368,27.632,26.525,26.790,26.649,26.649,27.321,23.077,27.321,25.397,27.671,26.772,26.772,25.926,24.339,24.339,23.810,23.810,22.546,22.546,29.737,29.737,27.586,18.302,18.302,27.441,27.441,28.307,28.307,27.321,27.321,23.097,27.632,27.632,28.117,6a,6.897,6xd,18.302
KJ416711,6,6.101,6.101,20.479,25.464,24.138,26.053,26.053,26.525,25.995,24.211,27.632,27.105,26.260,26.525,26.385,26.385,26.260,23.077,26.579,25.661,26.849,26.190,26.190,25.661,23.545,23.545,23.810,23.810,22.016,22.016,28.912,28.912,27.586,19.098,19.098,27.704,27.704,28.496,28.496,27.586,27.586,23.280,27.851,27.851,28.382,6a,6.101,6xd,19.098
KJ416712,6,5.820,5.820,19.648,24.603,23.810,26.509,26.562,25.661,27.249,24.054,27.822,27.297,26.455,26.455,26.703,26.703,26.455,24.339,27.034,26.121,26.776,27.034,27.034,27.441,23.747,23.747,24.011,24.011,23.280,23.280,30.184,30.184,29.101,19.048,19.048,27.520,27.520,28.158,28.158,26.455,26.455,23.037,28.378,28.378,28.836,6a,5.820,6xd,19.048
KJ416713,6,5.570,5.570,21.108,24.668,23.873,26.316,26.371,25.995,27.056,24.074,26.984,26.579,25.464,26.260,26.525,26.525,26.525,24.138,26.790,25.926,27.123,26.842,26.842,27.249,23.545,23.545,24.074,24.074,22.812,22.812,29.737,29.737,28.647,18.302,18.302,27.321,27.321,27.441,27.441,25.995,25.995,22.572,27.895,27.895,28.117,6a,5.570,6xd,18.302
KJ416714,6,6.878,6.878,18.182,26.190,25.926,26.509,26.823,26.190,26.190,25.405,27.822,29.134,25.984,26.455,28.065,28.065,25.397,24.603,27.778,26.913,27.596,27.297,27.297,26.913,25.330,25.330,24.538,24.538,23.545,23.545,30.184,30.184,29.365,20.106,20.106,28.338,28.338,29.551,29.551,27.778,27.778,23.822,28.649,28.649,29.894,6a,6.878,6xd,20.106
KJ416715,6,6.085,6.085,18.768,26.455,25.926,26.772,26.042,26.720,27.249,25.203,27.822,27.559,26.455,26.720,27.174,27.174,27.249,24.868,27.822,26.913,27.049,27.225,27.225,26.913,25.066,25.066,24.011,24.011,23.016,23.016,29.659,29.659,28.571,19.841,19.841,27.989,27.989,29.211,29.211,28.042,28.042,23.822,28.184,28.184,28.307,6a,6.085,6xd,19.841
KJ416716,6,5.291,5.291,21.053,24.603,23.810,26.247,26.562,25.661,26.984,24.147,27.559,27.034,26.190,26.190,26.720,26.720,26.190,24.074,26.772,26.121,26.776,26.772,26.772,27.177,23.747,23.747,24.011,24.011,23.280,23.280,29.921,29.921,28.836,19.048,19.048,27.513,27.513,27.895,27.895,26.190,26.190,23.037,28.346,28.346,28.571,6a,5.291,6xd,19.048
KJ416717,6,8.443,8.443,20.822,26.385,26.121,26.178,26.649,27.441,26.385,24.865,28.796,29.058,27.177,27.441,28.065,28.065,25.594,25.594,28.272,26.579,28.883,27.895,27.895,26.842,25.205,25.205,24.798,24.798,24.274,24.274,30.079,30.079,30.079,20.580,20.580,28.065,28.065,26.688,26.688,28.496,28.496,24.538,28.065,28.065,29.551,6a,8.443,6xd,20.580
KJ416718,6,5.556,5.556,19.941,24.868,24.074,26.509,26.823,25.926,27.249,24.054,27.822,27.297,26.455,26.455,26.703,26.703,26.455,24.339,27.034,26.385,27.049,27.034,27.034,27.441,24.011,24.011,24.274,24.274,23.545,23.545,30.184,30.184,29.101,19.312,19.312,27.520,27.520,28.158,28.158,26.455,26.455,23.298,28.378,28.378,28.836,6a,5.556,6xd,19.312
KJ416719,6,5.820,5.820,19.648,25.132,23.747,26.772,26.823,26.190,27.513,24.324,27.559,27.034,26.720,26.720,26.975,26.975,26.720,24.603,27.297,26.053,27.322,26.772,26.772,27.704,24.011,24.011,24.011,24.011,23.810,23.810,30.184,30.184,28.836,19.577,19.577,27.174,27.174,28.338,28.338,26.720,26.720,23.560,28.649,28.649,29.101,6a,5.820,6xd,19.577
KJ416720,6,6.349,6.349,19.211,25.132,25.661,25.722,26.042,25.661,25.397,25.722,27.559,28.084,25.661,25.132,28.307,28.307,24.868,24.074,27.249,26.385,27.322,26.772,26.772,26.385,24.538,24.538,24.011,24.011,22.751,22.751,29.396,29.396,28.307,19.312,19.312,27.778,27.778,28.760,28.760,28.042,28.042,23.560,28.084,28.084,28.836,6a,6.349,6xd,19.312
KJ416721,6,5.305,5.305,21.108,24.668,23.342,26.316,26.632,25.729,26.790,23.947,27.105,26.842,25.729,25.995,26.525,26.525,26.260,23.607,26.842,25.661,26.849,26.842,26.842,27.249,23.545,23.545,24.074,24.074,23.077,23.077,29.737,29.737,28.912,18.568,18.568,27.321,27.321,27.441,27.441,25.995,25.995,23.097,28.158,28.158,28.382,6a,5.305,6xd,18.568
KJ416722,6,5.556,5.556,19.941,24.868,24.074,26.509,26.823,25.926,27.249,24.054,27.822,27.297,26.455,26.455,26.703,26.703,26.455,24.339,27.034,26.385,27.049,27.034,27.034,27.441,24.011,24.011,24.274,24.274,23.545,23.545,30.184,30.184,29.101,19.312,19.312,27.520,27.520,28.158,28.158,26.455,26.455,23.298,28.378,28.378,28.836,6a,5.556,6xd,19.312
KJ416723,6,5.570,5.570,20.844,25.199,24.138,25.789,26.632,25.995,26.525,24.211,27.632,27.368,26.260,26.260,27.586,27.586,26.260,24.138,26.842,25.661,27.123,27.105,27.105,26.720,23.810,23.810,24.074,24.074,23.607,23.607,28.947,28.947,28.912,18.833,18.833,27.851,27.851,27.559,27.559,26.790,26.790,23.622,28.158,28.158,28.382,6a,5.570,6xd,18.833
KJ416724,6,5.026,5.026,21.316,24.868,24.074,26.509,26.823,25.926,27.249,24.409,27.822,27.297,26.455,26.455,26.984,26.984,26.455,24.339,27.034,26.385,27.049,27.034,27.034,27.441,24.011,24.011,24.274,24.274,23.545,23.545,29.921,29.921,29.101,19.312,19.312,27.778,27.778,28.158,28.158,26.455,26.455,23.298,28.609,28.609,28.571,6a,5.026,6xd,19.312
KJ416725,6,5.026,5.026,21.053,24.603,23.810,26.247,26.562,25.926,26.984,24.147,27.559,27.034,26.455,26.190,26.720,26.720,26.190,24.074,26.772,26.121,26.776,26.772,26.772,27.177,24.339,24.339,24.011,24.011,23.280,23.280,29.659,29.659,28.836,19.048,19.048,27.513,27.513,27.895,27.895,26.190,26.190,23.298,28.346,28.346,28.307,6a,5.026,6xd,19.048
KJ416726,6,5.820,5.820,20.235,25.132,24.339,26.772,27.083,26.190,27.513,24.324,28.084,27.559,26.720,26.720,26.975,26.975,26.720,24.603,27.297,26.649,27.322,27.297,27.297,27.704,24.274,24.274,24.538,24.538,23.810,23.810,30.446,30.446,29.365,19.577,19.577,27.793,27.793,28.421,28.421,26.720,26.720,23.560,28.649,28.649,29.101,6a,5.820,6xd,19.577
KJ416727,6,5.291,5.291,21.053,24.603,23.810,26.247,26.562,25.661,26.984,24.147,27.559,27.034,26.190,26.190,26.720,26.720,26.190,24.074,26.772,26.121,26.776,26.772,26.772,27.177,23.747,23.747,24.011,24.011,23.280,23.280,29.921,29.921,28.836,19.048,19.048,27.513,27.513,27.895,27.895,26.190,26.190,23.037,28.346,28.346,28.571,6a,5.291,6xd,19.048
KJ416728,6,5.040,5.040,20.844,24.403,23.607,26.053,26.371,25.464,26.790,23.947,27.368,26.842,25.995,25.995,26.525,26.525,25.995,23.873,26.579,25.926,26.575,26.579,26.579,26.984,23.545,23.545,23.810,23.810,23.077,23.077,29.737,29.737,28.647,18.833,18.833,27.321,27.321,27.704,27.704,25.995,25.995,22.835,28.158,28.158,28.382,6a,5.040,6xd,18.833
KJ416729,6,6.349,6.349,21.053,24.868,24.074,26.509,26.823,25.397,27.249,24.672,28.084,27.822,26.455,26.455,26.984,26.984,26.190,24.339,27.297,26.649,27.322,27.034,27.034,27.441,24.538,24.538,24.802,24.802,23.545,23.545,30.709,30.709,28.836,19.048,19.048,28.042,28.042,28.158,28.158,26.455,26.455,23.298,29.134,29.134,29.630,6a,6.349,6xd,19.048
KJ416730,6,6.878,6.878,21.114,25.661,24.868,27.297,27.344,26.720,28.042,24.865,28.609,27.822,26.984,27.249,27.520,27.520,26.984,25.132,27.822,27.177,27.869,27.822,27.822,28.232,24.802,24.802,25.066,25.066,24.339,24.339,30.709,30.709,29.894,20.370,20.370,28.610,28.610,28.947,28.947,27.249,27.249,23.822,28.919,28.919,29.365,6a,6.878,6xd,20.370
KJ416731,6,7.388,7.388,20.528,25.594,24.802,27.225,27.532,26.385,27.704,25.135,28.534,28.272,27.177,27.177,27.248,27.248,26.913,24.538,27.749,27.105,27.248,28.272,28.272,27.559,24.317,24.317,24.528,24.528,23.747,23.747,30.628,30.628,29.288,20.317,20.317,28.338,28.338,28.763,28.763,27.177,27.177,24.543,28.649,28.649,29.551,6a,7.388,6xd,20.317
KJ416732,6,6.631,6.631,21.636,25.464,24.668,26.579,27.415,26.525,27.586,24.802,28.496,27.368,27.056,26.525,27.586,27.586,26.790,24.403,27.586,26.984,27.123,27.105,27.105,27.513,23.545,23.545,24.339,24.339,23.873,23.873,30.526,30.526,29.708,19.629,19.629,28.117,28.117,28.307,28.307,27.056,27.056,23.885,28.684,28.684,29.178,6a,6.631,6xd,19.629
KJ416733,6,7.124,7.124,20.821,25.594,25.330,27.749,28.052,26.649,28.760,25.135,29.058,28.010,27.177,27.704,27.793,27.793,27.704,25.594,28.272,27.105,27.793,28.272,28.272,27.895,24.863,24.863,24.528,24.528,24.802,24.802,27.737,27.737,30.343,20.317,20.317,28.261,28.261,28.763,28.763,27.704,27.704,24.021,29.189,29.189,29.551,6a,7.124,6xd,20.317
KJ416734,6,5.820,5.820,21.053,24.603,23.810,26.509,26.562,25.132,27.249,24.409,27.822,26.772,25.926,26.455,26.984,26.984,26.455,24.339,27.034,26.121,26.230,27.034,27.034,27.177,23.747,23.747,23.483,23.483,23.280,23.280,30.184,30.184,29.101,19.048,19.048,27.778,27.778,28.158,28.158,26.455,26.455,23.037,28.609,28.609,28.307,6a,5.820,6xd,19.048
KJ416735,6,5.570,5.570,20.844,24.403,23.607,26.316,26.371,25.464,27.056,24.211,27.632,27.105,26.260,26.260,26.790,26.790,26.260,24.138,26.842,25.926,26.575,26.842,26.842,27.249,23.545,23.545,23.810,23.810,23.077,23.077,30.000,30.000,28.912,18.833,18.833,27.586,27.586,27.968,27.968,26.260,26.260,22.835,28.421,28.421,28.647,6a,5.570,6xd,18.833
KJ416736,6,7.143,7.143,18.475,25.661,25.132,26.772,26.042,26.455,27.513,25.676,27.559,28.871,26.984,26.984,27.371,27.371,27.513,24.868,27.559,25.858,28.142,27.225,27.225,27.177,25.066,25.066,24.538,24.538,23.545,23.545,29.319,29.319,29.101,19.048,19.048,27.568,27.568,27.632,27.632,28.307,28.307,23.298,28.108,28.108,28.836,6a,7.143,6xd,19.048
KJ416737,6,5.805,5.805,19.941,25.066,24.274,26.702,27.013,26.121,27.441,24.054,28.010,27.487,26.649,26.649,26.703,26.703,26.649,24.538,27.225,26.579,27.248,27.225,27.225,27.632,23.770,23.770,24.259,24.259,23.747,23.747,30.366,30.366,29.288,19.525,19.525,27.520,27.520,28.226,28.226,26.649,26.649,23.499,28.378,28.378,29.024,6a,5.805,6xd,19.525
KJ416738,6,4.775,4.775,19.789,24.668,24.934,26.316,26.632,26.790,27.586,25.263,27.632,27.105,26.260,26.260,26.649,26.649,25.995,24.138,27.368,25.661,26.575,27.105,27.105,26.720,24.339,24.339,23.810,23.810,22.487,22.487,29.134,29.134,28.117,18.833,18.833,26.842,26.842,27.895,27.895,26.790,26.790,22.835,28.684,28.684,28.382,6a,4.775,6xd,18.833
KJ416739,6,6.897,6.897,20.053,25.199,24.668,26.579,25.849,25.464,25.729,25.263,27.105,27.895,26.260,25.464,27.056,27.056,25.995,24.138,26.053,25.397,26.027,26.509,26.509,26.455,25.464,25.464,23.545,23.545,23.077,23.077,28.947,28.947,28.912,19.098,19.098,27.321,27.321,28.084,28.084,26.790,26.790,23.622,27.895,27.895,28.647,6a,6.897,6xd,19.098
