Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
MK436655,282,,10.993,30.573,32.850,31.556,30.469,31.071,,2,10.993,7,31.071
MK436662,326,35.890,15.031,,,,,31.200,31.304,2,15.031,7,31.200
MK436670,285,,7.719,27.451,30.583,29.911,30.055,28.384,,2,7.719,7,28.384
MK436684,326,31.845,7.362,27.673,32.618,31.677,,29.508,30.303,2,7.362,1,31.845
MK436723,326,33.083,9.509,,,31.875,29.008,,,2,9.509,5,31.875
MK436755,326,31.515,8.589,,,32.323,29.008,26.638,29.630,2,8.589,7,26.638
MK436757,326,29.573,7.669,30.000,30.620,30.915,28.402,29.258,29.741,2,7.669,1,29.573
MK436795,282,32.512,8.511,,,30.660,29.008,,30.348,2,8.511,5,30.660
MK436799,326,,7.669,28.750,32.328,30.844,32.093,30.041,28.774,2,7.669,5,30.844
MK436801,282,32.075,9.574,,30.049,31.068,,,29.353,2,9.574,8,29.353
MK436806,321,,9.346,,,31.500,,,,2,9.346,5,31.500
MK436840,284,31.553,7.394,,,31.132,28.261,,29.902,2,7.394,8,29.902
MK436844,326,32.110,7.362,29.252,32.189,31.507,30.579,29.224,30.189,2,7.362,5,31.507
MK436864,282,31.863,10.993,,,,29.771,,,2,10.993,1,31.863
MK436867,285,,8.772,30.472,30.870,31.095,32.796,27.948,26.341,2,8.772,8,26.341
MK436887,326,33.191,10.736,,,30.876,29.851,,,2,10.736,5,30.876
MK436901,326,31.707,7.362,27.027,31.250,27.632,33.488,,29.245,2,7.362,5,27.632
MK436925,325,31.890,9.231,,,32.372,32.243,,,2,9.231,5,32.372
MK436934,326,,16.258,31.126,30.435,29.070,,30.909,28.879,2,16.258,5,29.070
MK436942,326,32.827,8.589,29.054,32.296,33.123,,,29.167,2,8.589,5,33.123
MK436953,326,,7.362,28.302,32.636,29.245,27.536,,30.000,2,7.362,5,29.245
MK436969,326,31.193,7.362,28.302,31.641,31.169,27.344,29.508,28.879,2,7.362,1,31.193
MK436998,326,30.769,7.975,28.662,,32.177,30.841,29.680,30.189,2,7.975,5,32.177
MK437002,326,,7.055,,,31.511,30.645,29.098,31.739,2,7.055,5,31.511
MK437012,281,32.394,9.253,27.500,29.104,28.079,27.344,29.646,,2,9.253,5,28.079
MK437015,326,,19.632,30.882,30.802,28.846,,27.397,30.047,2,19.632,5,28.846
MK437026,281,28.571,18.861,32.051,30.519,28.718,25.191,,,2,18.861,1,28.571
MK437027,323,30.682,8.669,28.750,31.466,31.366,31.455,27.869,28.755,2,8.669,7,27.869
MK437030,326,30.330,7.975,27.500,31.780,29.032,,28.395,,2,7.975,5,29.032
MK437038,326,30.488,6.748,,,31.861,,30.453,29.245,2,6.748,1,30.488
MK437052,326,29.924,8.589,28.125,32.618,29.464,27.344,28.384,,2,8.589,5,29.464
MK437091,326,31.420,9.202,29.560,33.080,31.511,34.043,27.984,30.870,2,9.202,7,27.984
MK437094,326,31.203,8.282,27.673,30.350,31.173,29.771,,27.700,2,8.282,5,31.173
MK437100,326,31.498,8.589,28.125,32.328,32.177,26.562,29.918,28.302,2,8.589,1,31.498
MK437105,326,30.769,8.282,28.125,32.812,29.355,27.612,27.391,28.155,2,8.282,5,29.355
MK437109,324,31.790,8.025,,,30.903,28.261,29.918,30.870,2,8.025,1,31.790
MK437120,323,,7.740,29.114,33.333,31.250,31.694,32.432,,2,7.740,5,31.250
MK437123,326,,6.135,27.673,29.961,31.546,30.601,27.459,27.700,2,6.135,7,27.459
MK437126,326,30.699,7.055,28.125,31.330,28.125,30.601,29.317,30.435,2,7.055,1,30.699
MK437131,326,,9.816,,,32.154,30.435,29.218,33.043,2,9.816,5,32.154
MK437144,326,29.119,9.509,26.250,32.618,31.173,28.571,,28.169,2,9.509,1,29.119
MK437156,326,30.769,8.282,28.767,,32.188,28.906,28.636,27.700,2,8.282,8,27.700
MK437157,326,,8.896,27.632,31.897,28.125,31.797,,27.700,2,8.896,5,28.125
MK437180,326,,6.748,27.742,32.319,31.507,30.252,28.689,27.700,2,6.748,5,31.507
MK437186,326,,8.896,28.302,30.472,29.018,31.148,28.279,30.189,2,8.896,7,28.279
MK437192,326,32.219,10.429,,,29.911,,29.268,,2,10.429,7,29.268
MK437199,326,31.761,9.509,26.797,30.078,30.844,28.125,27.459,27.230,2,9.509,5,30.844
MK437200,326,33.333,7.975,29.560,,30.000,32.086,,30.660,2,7.975,5,30.000
MK437223,326,,7.669,30.625,31.128,32.192,,28.689,29.717,2,7.669,7,28.689
MK437226,326,32.326,10.123,,,33.219,31.092,28.689,,2,10.123,7,28.689
MK437231,326,,17.178,,32.068,29.457,,28.431,,2,17.178,5,29.457
MK437254,326,30.581,8.896,28.125,32.812,31.546,26.562,29.508,28.302,2,8.896,1,30.581
MK437255,326,32.515,8.589,,,31.169,32.258,30.453,,2,8.589,5,31.169
MK437260,326,31.193,7.975,28.125,32.812,31.034,26.562,29.508,28.302,2,7.975,5,31.034
MK437261,326,31.193,8.282,28.125,32.328,31.250,26.562,29.918,28.302,2,8.282,1,31.193
MK437281,282,31.690,9.574,27.500,31.718,24.590,28.906,29.956,,2,9.574,1,31.690
MK437291,326,,16.871,31.034,29.707,31.699,,30.000,27.706,2,16.871,8,27.706
MK437300,326,,10.429,28.750,29.487,29.582,,27.459,27.700,2,10.429,5,29.582
MK437318,326,,7.669,30.222,32.296,31.849,,,28.169,2,7.669,5,31.849
MK437320,326,,9.202,28.125,32.189,31.818,,29.508,29.004,2,9.202,5,31.818
MK437331,326,,9.202,27.673,32.189,31.148,,27.869,27.230,2,9.202,5,31.148
MK437338,326,,8.896,28.302,32.618,31.419,31.694,29.918,29.437,2,8.896,5,31.419
MK437341,326,30.063,8.589,27.517,32.189,28.296,,29.218,28.879,2,8.589,5,28.296
MK437368,323,33.582,11.455,,,32.967,30.534,,,2,11.455,5,32.967
MK437369,323,29.368,8.669,28.302,31.641,30.258,,30.328,28.879,2,8.669,1,29.368
MK437375,281,33.803,11.032,30.612,32.178,30.233,30.534,30.088,29.851,2,11.032,5,30.233
MK437377,326,32.515,8.589,27.500,33.476,31.849,,,31.604,2,8.589,1,32.515
MK437394,326,32.331,11.043,,,32.982,,31.148,29.577,2,11.043,1,32.331
MK437415,323,31.395,8.050,27.500,31.330,29.146,28.906,30.508,28.638,2,8.050,7,30.508
MK437426,326,29.615,7.669,28.931,33.043,30.968,,30.453,,2,7.669,5,30.968
MK437441,326,,9.509,29.747,33.725,31.399,32.240,,,2,9.509,5,31.399
MK437460,326,29.699,9.202,27.027,32.812,30.091,,,28.302,2,9.202,5,30.091
MK437461,326,32.707,10.123,29.688,,31.579,27.451,29.630,30.901,2,10.123,7,29.630
MK437470,326,,9.509,28.125,31.250,29.795,,28.689,26.761,2,9.509,5,29.795
MK437493,326,31.461,8.282,28.758,31.518,32.808,28.906,29.508,29.437,2,8.282,5,32.808
MK437520,326,,10.123,28.750,33.190,29.355,27.344,30.864,,2,10.123,5,29.355
MK437531,327,,11.621,,,32.692,30.556,29.098,28.030,2,11.621,7,29.098
MK437538,326,,11.350,,,31.818,,30.000,,2,11.350,5,31.818
MK437545,326,,18.098,,,32.215,31.383,30.500,32.314,2,18.098,5,32.215
MK437546,326,29.592,8.282,28.125,32.031,31.132,25.781,29.918,27.830,2,8.282,1,29.592
MK437555,326,30.581,7.362,27.329,31.250,31.562,,28.400,26.609,2,7.362,8,26.609
MK437557,327,29.268,9.786,27.329,33.047,30.000,26.562,30.204,,2,9.786,5,30.000
MK437562,326,,11.350,,,,31.967,,,2,11.350,6,31.967
MK437564,326,32.722,8.896,29.730,31.518,29.386,30.469,29.098,28.241,2,8.896,7,29.098
MK437568,326,,9.202,29.560,33.047,31.494,32.609,29.918,,2,9.202,5,31.494
MK437593,323,,9.598,,,32.500,,,30.047,2,9.598,5,32.500
MK437603,326,29.572,9.816,28.302,29.060,30.519,31.746,28.000,,2,9.816,5,30.519
MK437626,326,32.110,8.282,27.329,31.128,31.525,27.731,28.689,28.638,2,8.282,7,28.689
MK437627,326,30.275,8.282,27.703,,31.464,27.344,27.869,25.463,2,8.282,1,30.275
MK437635,326,34.049,8.896,,,32.792,,,32.075,2,8.896,5,32.792
MK437646,326,31.343,7.055,27.329,31.128,32.492,28.058,,29.108,2,7.055,5,32.492
MK437650,326,32.827,7.669,29.530,30.739,32.087,28.125,,,2,7.669,5,32.087
MK437654,326,31.532,10.123,29.560,31.624,32.143,26.562,30.328,30.870,2,10.123,5,32.143
MK437656,326,,8.896,28.750,32.296,32.372,32.394,30.738,30.043,2,8.896,5,32.372
MK437665,326,32.707,10.429,,31.988,29.000,28.986,,,2,10.429,5,29.000
MK437679,326,30.699,9.509,30.000,31.679,30.892,33.036,31.579,30.435,2,9.509,1,30.699
MK437681,326,31.818,9.816,28.750,32.189,31.290,,29.098,,2,9.816,1,31.818
MK437685,326,,10.123,,,32.188,33.728,,,2,10.123,5,32.188
MK437712,326,,8.589,29.375,30.172,30.195,28.994,29.098,28.774,2,8.589,5,30.195
MK437737,326,,10.123,28.750,32.759,32.143,,29.508,29.614,2,10.123,5,32.143
MK437746,326,,16.564,31.319,30.472,29.344,,30.392,,2,16.564,5,29.344
MK437752,326,31.193,8.282,28.125,31.897,30.938,26.562,29.388,27.700,2,8.282,1,31.193
MK437756,326,,16.393,31.056,30.472,31.596,,31.707,,2,16.393,5,31.596
MK437765,326,32.110,8.589,29.371,29.114,31.056,28.358,28.689,,2,8.589,5,31.056
MK437773,326,33.459,12.270,,,32.450,33.333,,,2,12.270,5,32.450
MK437776,326,,8.896,29.375,33.203,30.844,26.562,29.918,29.310,2,8.896,5,30.844
MK437780,323,31.538,8.978,31.875,31.760,32.143,,29.098,,2,8.978,5,32.143
MK437783,326,,5.521,27.027,31.466,30.841,33.180,29.630,29.717,2,5.521,5,30.841
MK437796,326,32.024,7.669,28.750,33.074,32.082,30.000,,,2,7.669,5,32.082
MK437812,326,32.584,9.202,28.947,,31.790,28.906,28.980,28.169,2,9.202,5,31.790
MK437826,326,30.275,7.362,27.044,32.812,31.494,,30.453,30.172,2,7.362,1,30.275
MK437827,326,,10.123,30.818,33.906,33.117,,31.557,,2,10.123,5,33.117
MK437828,326,31.915,10.123,29.114,30.172,32.492,,31.276,29.310,2,10.123,8,29.310
MK437841,326,31.852,8.896,,,31.173,,28.689,29.577,2,8.896,5,31.173
MK437857,317,33.068,11.041,,31.064,29.717,,30.738,,2,11.041,5,29.717
MK437863,326,,7.975,27.673,29.741,30.868,31.132,29.368,29.741,2,7.975,5,30.868
MK437864,326,,10.123,,,31.230,,26.122,27.700,2,10.123,7,26.122
MK437867,326,30.887,9.509,27.500,30.472,26.786,31.285,29.918,28.571,2,9.509,5,26.786
MK437916,326,31.737,10.736,28.302,32.618,30.312,,28.980,28.571,2,10.736,5,30.312
MK439285,216,,31.481,33.688,,,,,,2,31.481,3,33.688
MK612020,1893,28.489,9.456,32.053,28.196,30.252,29.706,30.174,28.730,2,9.456,4,28.196
MK612021,1397,35.271,10.300,35.858,32.627,33.243,35.294,35.922,35.360,2,10.300,1,35.271
MK616422,690,28.296,17.758,30.298,,31.204,28.901,31.120,29.456,2,17.758,1,28.296
MK689315,326,26.812,16.871,30.201,30.960,25.781,,30.667,28.364,2,16.871,5,25.781
MK689316,329,26.690,16.413,29.568,30.960,25.681,,30.233,28.159,2,16.413,5,25.681
MK689317,340,26.812,16.564,30.872,30.556,26.275,,30.435,27.636,2,16.564,1,26.812
MK689318,343,28.417,17.325,30.605,28.727,26.459,,30.935,28.986,2,17.325,5,26.459
MK689319,343,29.856,16.717,30.961,29.091,26.848,,30.000,30.686,2,16.717,5,26.848
MK689320,343,28.571,16.717,30.389,29.964,28.402,,28.881,29.964,2,16.717,5,28.402
MK689321,343,31.655,20.597,32.394,32.000,29.167,,30.435,31.522,2,20.597,5,29.167
MK689322,340,30.769,18.043,30.216,30.037,27.734,32.374,28.205,31.273,2,18.043,5,27.734
MK689323,329,29.268,17.021,30.742,28.364,26.599,32.975,29.032,27.338,2,17.021,5,26.599
MK689324,343,29.137,16.413,30.496,28.881,26.552,,28.417,30.072,2,16.413,5,26.552
MK689325,343,28.777,16.413,30.142,28.881,26.207,,28.417,30.072,2,16.413,5,26.207
MK689326,338,29.097,12.426,29.605,30.897,29.499,29.572,33.000,29.710,2,12.426,5,29.499
MK689327,326,28.520,16.871,29.766,28.467,27.526,,29.348,27.899,2,16.871,5,27.526
MK689328,343,28.223,17.313,29.181,29.091,25.681,30.435,29.603,29.242,2,17.313,5,25.681
MK689329,343,28.058,18.237,29.181,29.091,26.070,31.786,30.797,29.242,2,18.237,5,26.070
MK689330,320,28.727,16.562,29.562,30.258,28.169,,27.854,30.882,2,16.562,5,28.169
MK689331,343,28.417,16.959,31.429,28.261,26.897,34.767,30.797,29.242,2,16.959,5,26.897
MK689332,329,26.207,16.109,29.470,28.727,25.862,31.900,29.964,28.881,2,16.109,5,25.862
MK689333,329,26.207,16.109,29.470,28.727,25.862,31.900,29.964,28.881,2,16.109,5,25.862
MK689334,325,28.777,18.769,29.391,32.000,28.295,,29.091,31.295,2,18.769,1,28.777
MK689335,321,29.520,17.757,29.197,30.827,29.329,,29.151,28.519,2,17.757,5,29.329
MK689336,338,31.271,14.414,31.655,29.740,28.283,30.918,32.770,29.104,2,14.414,5,28.283
MK689337,343,30.743,14.634,32.234,30.182,28.571,31.925,32.000,29.562,2,14.634,5,28.571
MK689338,341,29.044,17.160,31.250,29.924,27.843,31.658,30.657,,2,17.160,5,27.843
MK689339,343,28.231,15.916,30.916,30.657,26.848,29.952,32.727,29.304,2,15.916,5,26.848
MK689340,333,30.100,10.811,28.772,29.137,30.556,30.739,30.935,29.964,2,10.811,1,30.100
MK689341,333,27.477,12.613,29.496,31.457,30.330,31.128,30.795,29.197,2,12.613,5,30.330
MK962414,619,31.300,27.141,32.951,30.583,30.870,31.068,33.175,33.643,2,27.141,4,30.583
MK962420,617,33.659,18.801,,33.553,34.871,35.050,35.060,31.240,2,18.801,8,31.240
MK962433,357,30.168,22.689,31.818,30.833,28.992,35.542,30.675,,2,22.689,1,30.168
MK962439,357,31.302,15.126,,,32.044,32.653,31.222,27.413,2,15.126,1,31.302
MK984694,301,28.832,13.000,30.686,29.213,27.551,32.014,,,2,13.000,5,27.551
MK984695,305,29.555,16.832,30.798,31.190,27.888,,32.576,33.754,2,16.832,5,27.888
MK984707,254,28.897,17.871,,32.283,,,32.677,34.127,2,17.871,1,28.897
MK984708,324,30.841,17.284,30.798,33.028,31.193,29.861,31.776,33.731,2,17.284,5,31.193
MK984709,302,27.687,11.258,30.112,33.007,30.132,33.208,27.839,26.042,2,11.258,1,27.687
MK984711,325,30.696,19.077,33.121,,32.923,34.921,29.412,33.639,2,19.077,1,30.696
MK984713,343,30.000,18.367,30.072,31.716,30.588,31.004,30.741,29.259,2,18.367,5,30.588
MK984716,312,29.078,18.910,30.909,30.483,29.474,,31.502,29.520,2,18.910,1,29.078
MK990302,610,35.585,17.734,35.163,30.807,32.082,33.581,33.397,33.560,2,17.734,4,30.807
MK990303,610,32.468,19.472,32.143,32.790,32.645,30.597,35.421,33.586,2,19.472,6,30.597
MK990304,608,32.847,19.869,33.390,32.668,33.080,32.717,34.558,,2,19.869,4,32.668
MK990305,606,32.950,20.000,,33.516,34.078,32.402,33.660,,2,20.000,6,32.402
MK990306,610,,21.947,,34.106,33.500,33.950,35.350,35.165,2,21.947,5,33.500
MK990307,609,34.215,17.957,35.009,34.102,,33.333,34.733,35.009,2,17.957,1,34.215
MK990308,606,33.028,18.883,33.844,33.993,33.586,33.955,,,2,18.883,1,33.028
MK990309,357,29.558,14.286,32.782,32.549,31.215,33.333,29.167,,2,14.286,1,29.558
MK990310,356,30.641,14.689,32.869,31.395,31.373,32.911,,29.730,2,14.689,1,30.641
MK990311,357,30.641,14.566,29.213,31.538,31.944,30.964,33.231,,2,14.566,1,30.641
MK990312,357,31.034,17.367,32.240,26.923,33.702,,33.333,29.032,2,17.367,4,26.923
MK990313,354,28.691,14.407,32.603,33.146,30.704,29.878,32.676,27.413,2,14.407,1,28.691
MK990314,356,,16.949,,,27.368,28.409,,,2,16.949,5,27.368
MK990315,361,31.025,13.850,31.667,30.620,34.066,,33.426,30.078,2,13.850,1,31.025
MK990316,358,33.056,18.156,32.075,30.769,30.627,33.121,26.897,30.317,2,18.156,5,30.627
MK990317,356,30.579,14.888,33.151,33.463,30.618,33.634,29.091,29.730,2,14.888,5,30.618
MN147361,1773,30.129,17.746,29.468,29.412,29.316,29.737,32.103,30.521,2,17.746,5,29.316
MN147362,1773,30.488,17.915,29.860,29.692,29.804,30.129,32.159,30.831,2,17.915,5,29.804
MN147363,1773,30.449,17.972,29.692,29.524,29.636,30.017,32.159,30.769,2,17.972,5,29.636
MN147364,1773,30.393,17.972,29.837,29.804,29.916,30.240,32.271,30.955,2,17.972,5,29.916
MN147365,1773,30.281,17.746,29.636,29.540,29.636,29.961,32.047,30.583,2,17.746,5,29.636
MN147366,1773,29.831,17.296,29.188,29.036,29.356,29.737,31.544,30.335,2,17.296,4,29.036
MN147408,1773,29.690,7.163,30.240,28.811,29.293,30.396,32.294,29.975,2,7.163,4,28.811
MN147409,1770,29.684,7.175,30.235,28.803,29.342,30.391,32.348,30.031,2,7.175,4,28.803
MN147519,1773,29.809,18.817,29.596,29.441,29.524,30.045,31.285,30.631,2,18.817,5,29.524
MN147520,1773,29.809,18.817,29.596,29.441,29.524,30.045,31.285,30.631,2,18.817,5,29.524
MN147521,408,30.730,20.293,31.202,31.738,30.155,33.235,32.194,32.558,2,20.293,5,30.155
MN147522,1773,29.978,18.873,29.765,29.553,29.636,30.213,31.453,30.879,2,18.873,5,29.636
MN147523,1773,29.809,18.817,29.596,29.441,29.524,30.045,31.285,30.631,2,18.817,5,29.524
MN208603,310,,14.194,31.559,29.297,,28.272,,,2,14.194,4,29.297
MN208604,310,,15.484,25.714,30.859,,30.769,31.797,28.696,2,15.484,8,28.696
MN208605,310,,16.452,30.682,28.906,27.848,30.457,29.018,28.947,2,16.452,4,28.906
MN208606,310,,13.226,26.429,30.078,,29.670,,30.396,2,13.226,4,30.078
MN208607,310,,16.774,28.082,32.422,,29.121,,29.130,2,16.774,8,29.130
MN208608,310,,15.806,,31.250,,30.769,,29.130,2,15.806,8,29.130
MN208609,310,,15.806,,29.688,28.270,33.516,,29.075,2,15.806,5,28.270
MN208610,310,,17.419,27.389,30.469,29.958,31.868,,28.509,2,17.419,8,28.509
MN208611,310,,15.806,26.582,30.469,,29.670,,29.825,2,15.806,4,30.469
MN208612,310,,16.452,31.061,30.078,,29.670,30.045,27.632,2,16.452,8,27.632
MN208613,310,,16.129,,31.641,29.114,,31.081,30.396,2,16.129,5,29.114
MN208614,310,,16.129,31.538,30.859,,31.937,29.680,29.130,2,16.129,8,29.130
MN208615,310,29.412,15.161,,30.859,28.270,31.868,,29.956,2,15.161,1,29.412
MN208616,310,28.016,14.194,,30.469,28.390,29.670,,29.075,2,14.194,1,28.016
MN208617,310,,17.097,,32.031,27.919,,30.876,28.571,2,17.097,8,28.571
MN208618,310,,15.161,,30.078,29.237,29.670,31.797,29.515,2,15.161,5,29.237
MN208619,310,,14.194,,29.688,,29.670,,30.588,2,14.194,4,29.688
MN208620,310,,15.806,30.620,29.297,,28.796,30.631,29.956,2,15.806,4,29.297
MN208621,309,,16.181,,30.196,,29.670,,30.396,2,16.181,4,30.196
MN208622,310,,15.161,30.827,31.250,,29.670,29.596,29.956,2,15.161,8,29.956
MN208623,310,,16.129,,28.794,29.536,,29.596,27.391,2,16.129,8,27.391
MN208624,310,,17.097,26.531,30.859,29.114,30.769,29.954,27.014,2,17.097,8,27.014
MN208625,310,,16.129,25.490,30.078,27.426,29.121,30.045,28.261,2,16.129,5,27.426
MN208626,310,,16.452,,30.469,,,30.180,29.956,2,16.452,4,30.469
MN208627,310,,16.129,31.923,31.518,28.692,28.022,31.481,30.000,2,16.129,5,28.692
MN208628,310,,14.194,26.797,28.906,27.004,29.670,,,2,14.194,5,27.004
MN208629,310,28.235,15.484,31.518,31.641,28.692,,31.336,28.516,2,15.484,1,28.235
MN208630,310,,17.419,31.395,32.812,,30.220,28.899,28.821,2,17.419,8,28.821
MN208631,310,,15.484,,29.344,,30.622,,30.000,2,15.484,4,29.344
MN208632,310,,17.097,,29.297,,30.890,28.440,29.386,2,17.097,4,29.297
MN208633,310,,15.484,31.179,30.268,31.095,28.641,31.982,30.603,2,15.484,4,30.268
MN208634,310,,16.452,30.233,30.859,,30.890,29.388,26.957,2,16.452,8,26.957
MN208635,310,,15.161,,31.250,,,,29.956,2,15.161,8,29.956
MN208636,310,,14.516,,30.859,28.692,30.220,,29.956,2,14.516,5,28.692
MN208637,298,,16.443,28.082,32.422,29.237,31.868,32.287,29.075,2,16.443,5,29.237
MN208638,310,,17.097,31.698,,,27.473,,30.568,2,17.097,6,27.473
MN208639,310,,15.806,,,,30.366,,28.436,2,15.806,8,28.436
MN208640,310,,16.129,31.939,32.422,,28.395,30.631,28.696,2,16.129,8,28.696
MN208641,310,,15.161,,29.688,27.848,29.670,30.531,29.075,2,15.161,5,27.848
MN208642,310,,16.129,32.296,31.641,,,,28.634,2,16.129,8,28.634
MN208643,310,,17.419,33.840,31.923,,29.670,32.273,30.603,2,17.419,8,30.603
MN208644,310,28.622,15.434,,30.350,29.114,29.670,28.194,28.261,2,15.434,1,28.622
MN208645,310,,18.387,,30.859,,,31.982,30.131,2,18.387,8,30.131
MN208646,289,,16.912,27.891,31.641,,30.220,30.275,28.696,2,16.912,8,28.696
MN208647,307,,15.309,30.153,29.412,27.778,28.571,,29.258,2,15.309,5,27.778
MN208648,310,,17.742,35.606,30.469,,33.333,,31.718,2,17.742,4,30.469
MN208649,310,,17.419,33.721,,,30.220,,29.694,2,17.419,8,29.694
MN208650,310,,16.452,31.439,29.344,30.741,29.688,30.120,29.344,2,16.452,8,29.344
MN208651,310,29.286,17.097,30.682,29.412,30.605,30.890,28.194,27.632,2,17.097,1,29.286
MN208652,310,,14.516,29.545,29.730,30.855,31.068,29.825,29.185,2,14.516,4,29.730
MN208653,310,,17.252,30.682,30.534,33.452,31.553,30.120,28.936,2,17.252,8,28.936
MN208654,310,,18.710,30.075,31.395,32.374,30.366,30.317,27.897,2,18.710,8,27.897
MN208655,311,,16.774,,30.769,,31.868,28.959,27.897,2,16.774,8,27.897
MN208656,310,,14.148,29.545,28.295,30.741,31.414,28.889,28.085,2,14.148,4,28.295
MN208657,310,30.483,15.484,31.179,30.116,30.000,,30.909,28.448,2,15.484,8,28.448
MN208658,310,,17.742,,,30.508,29.670,,30.396,2,17.742,5,30.508
MN208659,295,,17.627,,32.227,28.774,30.769,,30.556,2,17.627,8,30.556
MN208660,310,,16.452,29.478,30.502,30.403,30.366,29.864,29.787,2,16.452,5,30.403
MN208661,310,31.227,16.026,29.389,31.518,30.035,30.220,28.879,28.755,2,16.026,5,30.035
MN208662,310,30.483,16.774,30.451,31.923,32.068,29.670,31.557,30.603,2,16.774,1,30.483
MN208663,265,,15.849,26.531,30.806,,31.319,29.353,28.095,2,15.849,8,28.095
MN208664,302,,16.938,31.321,30.739,32.593,30.220,29.388,29.185,2,16.938,4,30.739
MN208665,310,,15.434,29.323,30.233,29.749,31.414,,27.039,2,15.434,8,27.039
MN208666,310,,12.581,,,30.000,28.571,28.444,29.130,2,12.581,5,30.000
MN208667,310,30.855,15.806,29.699,32.046,32.491,29.121,30.040,29.457,2,15.806,8,29.457
MN208668,310,,13.548,30.189,29.344,31.970,29.121,28.879,27.273,2,13.548,8,27.273
MN208669,310,26.394,15.484,31.801,31.907,30.385,,32.468,30.350,2,15.484,1,26.394
MN208670,309,30.597,15.484,31.179,28.185,29.213,31.280,30.204,26.809,2,15.484,8,26.809
MN208671,310,,16.452,32.168,31.660,28.889,32.039,33.333,28.085,2,16.452,5,28.889
MN208672,310,27.574,17.097,32.517,31.274,29.259,,30.822,29.565,2,17.097,1,27.574
MN208673,310,28.996,16.452,30.070,30.502,27.778,31.163,32.099,28.017,2,16.452,5,27.778
MN208674,310,29.368,16.774,30.769,31.274,28.519,27.703,32.922,28.879,2,16.774,5,28.519
MN208675,310,,17.419,32.168,32.819,30.370,31.068,32.099,30.603,2,17.419,5,30.370
MN208676,310,,15.161,25.949,32.046,30.855,27.419,30.909,30.620,2,15.161,5,30.855
MN208677,310,28.253,15.434,30.189,30.116,28.625,32.093,31.967,27.391,2,15.434,1,28.253
MN208678,310,30.112,15.434,,,29.368,32.984,31.621,27.969,2,15.434,5,29.368
MN208679,310,29.044,18.065,,32.819,28.996,,34.979,30.620,2,18.065,5,28.996
MN208680,311,,17.891,28.571,33.099,29.044,30.097,29.279,28.936,2,17.891,5,29.044
MN208681,310,,13.871,,,29.437,,30.942,28.516,2,13.871,8,28.516
MN208682,237,,16.456,30.769,30.978,32.474,28.800,,27.049,2,16.456,4,30.978
MN208683,310,,17.097,29.278,29.502,29.682,,30.612,29.614,2,17.097,5,29.682
MN208684,233,,15.880,31.799,,30.342,30.769,27.333,,2,15.880,5,30.342
MN208686,310,30.325,20.323,,28.185,25.704,29.843,30.909,29.310,2,20.323,5,25.704
MN385563,9323,30.977,22.590,28.322,32.271,30.320,33.202,30.109,32.266,2,22.590,1,30.977
MN385564,9320,31.046,23.174,28.467,32.019,31.153,33.328,27.647,32.468,2,23.174,1,31.046
LC831107,266,24.809,8.240,26.054,24.812,27.969,23.721,26.636,26.255,2,8.240,1,24.809
LC831109,266,26.295,19.772,27.230,27.757,26.693,31.034,21.925,28.794,2,19.772,7,21.925
LC831111,266,27.481,5.993,28.788,24.060,27.273,24.766,27.570,27.519,2,5.993,4,24.060
LC831113,266,23.574,17.375,27.273,28.185,27.519,30.645,26.000,26.210,2,17.375,1,23.574
LC831116,266,26.616,19.011,26.768,26.136,,33.065,26.087,29.435,2,19.011,1,26.616
LC831117,266,26.724,7.116,26.991,25.188,27.706,25.234,27.103,27.907,2,7.116,4,25.188
LC831120,266,22.394,17.761,26.794,28.185,27.132,31.855,26.000,26.613,2,17.761,1,22.394
LC831123,266,27.863,8.614,28.736,23.684,26.840,25.234,28.037,27.132,2,8.614,4,23.684
LC831125,266,27.099,7.116,28.736,24.904,28.947,25.234,28.409,27.907,2,7.116,4,24.904
LC831128,267,26.154,20.769,27.830,27.509,26.613,32.932,24.500,27.823,2,20.769,1,26.154
LC831129,265,27.203,12.030,26.336,22.556,27.203,28.897,27.099,26.744,2,12.030,4,22.556
LC831134,266,23.194,16.988,27.273,28.185,27.132,31.048,25.500,26.210,2,16.988,1,23.194
LC831135,267,24.715,20.913,30.534,27.407,26.236,31.696,25.600,27.016,2,20.913,1,24.715
LC831136,266,26.538,19.231,26.887,27.509,,32.530,26.800,29.032,2,19.231,1,26.538
LC831140,266,25.573,19.466,26.887,27.306,26.616,31.727,24.303,26.210,2,19.466,7,24.303
LC831141,266,22.814,16.216,26.316,28.571,26.744,31.452,25.000,25.806,2,16.216,1,22.814
LC831142,265,26.820,18.774,26.761,26.792,28.030,34.274,23.000,26.210,2,18.774,1,26.820
LC831148,266,28.448,8.989,24.667,24.719,25.751,26.168,28.505,30.620,2,8.989,4,24.719
LC831150,265,29.885,6.767,26.549,26.316,28.626,26.636,27.570,,2,6.767,4,26.316
LC831151,266,26.996,18.631,27.411,26.568,27.376,33.065,25.794,29.839,2,18.631,1,26.996
LC831152,266,23.194,17.375,27.273,27.308,27.132,31.452,25.500,26.210,2,17.375,1,23.194
