Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KP668610,4838,1,9.343,9.343,22.736,22.736,22.021,22.021,23.131,23.767,23.767,23.729,23.729,22.720,22.720,22.549,18.204,17.919,23.716,23.716,17.835,17.835,17.649,17.649,21.978,21.978,1a,9.343,1n,17.649
KP668611,4838,1,9.219,9.219,22.694,22.694,21.979,21.979,23.131,23.665,23.665,23.709,23.709,22.678,22.678,22.579,18.150,17.926,23.716,23.716,17.760,17.760,17.616,17.616,21.937,21.937,1a,9.219,1n,17.616
KP668612,4838,1,9.239,9.239,22.694,22.694,21.938,21.938,23.151,23.665,23.665,23.667,23.667,22.678,22.678,22.538,18.088,17.947,23.633,23.633,17.719,17.719,17.574,17.574,21.914,21.914,1a,9.239,1n,17.574
KP668613,4838,1,9.177,9.177,22.674,22.674,21.959,21.959,23.075,23.644,23.644,23.647,23.647,22.637,22.637,22.496,18.088,17.947,23.654,23.654,17.719,17.719,17.595,17.595,21.852,21.852,1a,9.177,1n,17.595
KP668614,4838,1,9.260,9.260,22.653,22.653,21.959,21.959,23.131,23.665,23.665,23.688,23.688,22.637,22.637,22.496,18.088,17.906,23.654,23.654,17.657,17.657,17.554,17.554,21.872,21.872,1a,9.260,1n,17.554
KP668615,4838,1,9.322,9.322,22.633,22.633,21.876,21.876,22.961,23.562,23.562,23.626,23.626,22.596,22.596,22.455,18.005,17.926,23.674,23.674,17.636,17.636,17.533,17.533,21.893,21.893,1a,9.322,1n,17.533
KP668616,4838,1,9.301,9.301,22.529,22.529,22.000,22.000,23.048,23.624,23.624,23.663,23.663,22.678,22.678,22.599,18.109,17.988,23.695,23.695,17.750,17.750,17.677,17.677,21.948,21.948,1a,9.301,1m,17.750
KP668617,4838,1,9.239,9.239,22.653,22.653,22.000,22.000,23.131,23.603,23.603,23.667,23.667,22.609,22.609,22.476,18.109,17.906,23.613,23.613,17.739,17.739,17.574,17.574,21.872,21.872,1a,9.239,1n,17.574
KP668618,4838,1,9.198,9.198,22.736,22.736,22.082,22.082,23.193,23.665,23.665,23.729,23.729,22.736,22.736,22.579,18.109,17.885,23.716,23.716,17.698,17.698,17.636,17.636,21.934,21.934,1a,9.198,1m,17.698
KP668619,4838,1,9.281,9.281,22.818,22.818,22.108,22.108,23.080,23.644,23.644,23.750,23.750,22.658,22.658,22.517,18.088,17.906,23.674,23.674,17.771,17.771,17.657,17.657,21.799,21.799,1a,9.281,1n,17.657
KP668620,4838,1,9.260,9.260,22.633,22.633,22.041,22.041,23.151,23.603,23.603,23.667,23.667,22.658,22.658,22.517,18.067,17.926,23.613,23.613,17.677,17.677,17.616,17.616,21.808,21.808,1a,9.260,1m,17.677
KP668621,4838,1,9.177,9.177,22.591,22.591,22.041,22.041,23.090,23.700,23.700,23.667,23.667,22.671,22.671,22.579,18.150,17.823,23.674,23.674,17.767,17.767,17.554,17.554,21.991,21.991,1a,9.177,1n,17.554
KP668622,4838,1,9.157,9.157,22.633,22.633,22.000,22.000,23.028,23.644,23.644,23.647,23.647,22.658,22.658,22.496,18.026,17.803,23.695,23.695,17.657,17.657,17.492,17.492,21.872,21.872,1a,9.157,1n,17.492
KP668623,4838,1,9.219,9.219,22.653,22.653,21.959,21.959,23.007,23.685,23.685,23.729,23.729,22.699,22.699,22.558,18.171,17.947,23.654,23.654,17.698,17.698,17.595,17.595,21.893,21.893,1a,9.219,1n,17.595
KP668624,4838,1,9.219,9.219,22.550,22.550,21.876,21.876,23.069,23.592,23.592,23.693,23.693,22.678,22.678,22.522,18.067,17.865,23.654,23.654,17.698,17.698,17.471,17.471,21.934,21.934,1a,9.219,1n,17.471
KP668625,4838,1,9.157,9.157,22.591,22.591,21.876,21.876,23.069,23.578,23.578,23.626,23.626,22.637,22.637,22.496,18.047,17.865,23.695,23.695,17.677,17.677,17.430,17.430,21.893,21.893,1a,9.157,1n,17.430
KP668626,4838,1,9.239,9.239,22.633,22.633,21.959,21.959,23.048,23.639,23.639,23.667,23.667,22.658,22.658,22.455,18.026,17.844,23.736,23.736,17.698,17.698,17.450,17.450,21.872,21.872,1a,9.239,1n,17.450
KP668627,4838,1,9.281,9.281,22.612,22.612,22.041,22.041,22.971,23.578,23.578,23.647,23.647,22.658,22.658,22.455,18.150,17.823,23.674,23.674,17.719,17.719,17.616,17.616,21.934,21.934,1a,9.281,1n,17.616
KP668628,4838,1,9.136,9.136,22.488,22.488,21.876,21.876,23.151,23.634,23.634,23.626,23.626,22.699,22.699,22.558,18.005,17.844,23.782,23.782,17.636,17.636,17.471,17.471,21.925,21.925,1a,9.136,1n,17.471
KP668629,4838,1,9.177,9.177,22.635,22.635,22.105,22.105,23.151,23.901,23.901,23.756,23.756,22.745,22.745,22.650,18.126,17.923,24.050,24.050,17.977,17.977,17.629,17.629,21.820,21.820,1a,9.177,1n,17.629
KP668630,4838,1,9.219,9.219,22.696,22.696,22.101,22.101,23.193,23.777,23.777,23.756,23.756,22.717,22.717,22.753,18.126,17.840,23.968,23.968,18.019,18.019,17.546,17.546,21.796,21.796,1a,9.219,1n,17.546
KP668631,4838,1,9.219,9.219,22.696,22.696,22.055,22.055,23.172,23.880,23.880,23.756,23.756,22.779,22.779,22.670,18.187,17.902,23.886,23.886,17.977,17.977,17.526,17.526,21.861,21.861,1a,9.219,1n,17.526
KP668632,4838,1,9.177,9.177,22.573,22.573,21.993,21.993,23.110,23.798,23.798,23.612,23.612,22.758,22.758,22.670,18.208,17.799,23.763,23.763,17.895,17.895,17.526,17.526,21.799,21.799,1a,9.177,1n,17.526
KP668633,4838,1,9.177,9.177,22.650,22.650,22.076,22.076,23.213,23.942,23.942,23.730,23.730,22.815,22.815,22.773,18.229,17.836,23.922,23.922,17.915,17.915,17.526,17.526,21.799,21.799,1a,9.177,1n,17.526
KP668634,4838,1,9.219,9.219,22.696,22.696,22.014,22.014,23.048,23.834,23.834,23.667,23.667,22.825,22.825,22.732,18.146,17.861,24.009,24.009,17.895,17.895,17.595,17.595,21.799,21.799,1a,9.219,1n,17.595
KP668635,4838,1,9.384,9.384,22.809,22.809,22.110,22.110,23.321,23.782,23.782,23.560,23.560,22.724,22.724,22.828,18.206,18.112,23.875,23.875,17.649,17.649,17.733,17.733,21.948,21.948,1a,9.384,1m,17.649
KP668688,4418,1,20.566,20.566,7.673,7.673,20.876,20.876,15.468,21.085,21.085,19.873,19.873,19.724,19.724,14.344,21.036,20.519,19.797,19.797,21.009,21.009,19.869,19.869,20.185,20.185,1b,7.673,1i,14.344
KP668689,4418,1,20.566,20.566,7.673,7.673,20.876,20.876,15.468,21.085,21.085,19.873,19.873,19.724,19.724,14.344,21.036,20.519,19.797,19.797,21.009,21.009,19.869,19.869,20.185,20.185,1b,7.673,1i,14.344
KP668690,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.468,21.085,21.085,19.873,19.873,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668691,4418,1,20.448,20.448,7.628,7.628,20.831,20.831,15.468,21.085,21.085,19.873,19.873,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.751,19.751,20.190,20.190,1b,7.628,1i,14.299
KP668692,4418,1,20.498,20.498,7.628,7.628,20.831,20.831,15.445,21.062,21.062,19.851,19.851,19.652,19.652,14.299,20.968,20.474,19.778,19.778,20.991,20.991,19.801,19.801,20.167,20.167,1b,7.628,1i,14.299
KP668693,4418,1,20.498,20.498,7.651,7.651,20.808,20.808,15.445,21.062,21.062,19.851,19.851,19.697,19.697,14.321,20.968,20.474,19.801,19.801,20.991,20.991,19.801,19.801,20.190,20.190,1b,7.651,1i,14.321
KP668694,4418,1,20.543,20.543,7.651,7.651,20.853,20.853,15.445,21.062,21.062,19.851,19.851,19.697,19.697,14.321,21.013,20.519,19.824,19.824,21.036,21.036,19.846,19.846,20.212,20.212,1b,7.651,1i,14.321
KP668695,4418,1,20.520,20.520,7.673,7.673,20.831,20.831,15.468,21.040,21.040,19.873,19.873,19.697,19.697,14.344,21.036,20.541,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.673,1i,14.344
KP668696,4418,1,20.543,20.543,7.651,7.651,20.853,20.853,15.445,21.062,21.062,19.851,19.851,19.697,19.697,14.321,21.013,20.519,19.824,19.824,21.036,21.036,19.846,19.846,20.212,20.212,1b,7.651,1i,14.321
KP668697,4418,1,20.543,20.543,7.651,7.651,20.853,20.853,15.445,21.062,21.062,19.851,19.851,19.697,19.697,14.321,21.013,20.519,19.824,19.824,21.036,21.036,19.846,19.846,20.212,20.212,1b,7.651,1i,14.321
KP668698,4418,1,20.543,20.543,7.651,7.651,20.853,20.853,15.445,21.062,21.062,19.851,19.851,19.697,19.697,14.321,21.013,20.519,19.824,19.824,21.036,21.036,19.846,19.846,20.212,20.212,1b,7.651,1i,14.321
KP668699,4418,1,20.543,20.543,7.651,7.651,20.853,20.853,15.423,21.062,21.062,19.851,19.851,19.697,19.697,14.321,21.013,20.519,19.824,19.824,21.036,21.036,19.846,19.846,20.212,20.212,1b,7.651,1i,14.321
KP668700,4418,1,20.543,20.543,7.651,7.651,20.853,20.853,15.423,21.062,21.062,19.851,19.851,19.697,19.697,14.276,21.013,20.519,19.778,19.778,21.036,21.036,19.846,19.846,20.212,20.212,1b,7.651,1i,14.276
KP668701,4418,1,20.520,20.520,7.651,7.651,20.853,20.853,15.400,21.017,21.017,19.805,19.805,19.652,19.652,14.321,20.991,20.496,19.824,19.824,21.013,21.013,19.801,19.801,20.167,20.167,1b,7.651,1i,14.321
KP668702,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668703,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668704,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668705,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668706,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668707,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668708,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668709,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668710,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668711,4418,1,20.520,20.520,7.628,7.628,20.831,20.831,15.423,21.040,21.040,19.828,19.828,19.675,19.675,14.299,20.991,20.496,19.801,19.801,21.013,21.013,19.823,19.823,20.190,20.190,1b,7.628,1i,14.299
KP668712,4418,1,20.566,20.566,7.696,7.696,20.898,20.898,15.491,21.062,21.062,19.896,19.896,19.742,19.742,14.367,21.059,20.564,19.869,19.869,21.081,21.081,19.891,19.891,20.257,20.257,1b,7.696,1i,14.367
KP668713,4188,1,3.868,3.868,20.396,20.396,19.838,19.838,20.922,20.720,20.720,21.282,21.282,21.412,21.412,21.350,16.925,16.104,20.602,20.602,16.313,16.313,14.987,14.987,20.019,20.019,1a,3.868,1n,14.987
KP668714,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668715,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668716,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668717,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668718,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668719,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668720,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668721,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668722,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668723,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668724,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668725,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668726,4188,1,3.844,3.844,20.419,20.419,19.886,19.886,20.946,20.792,20.792,21.258,21.258,21.459,21.459,21.374,16.925,16.104,20.602,20.602,16.337,16.337,15.059,15.059,20.019,20.019,1a,3.844,1n,15.059
KP668727,4188,1,3.844,3.844,20.419,20.419,19.886,19.886,20.946,20.792,20.792,21.258,21.258,21.459,21.459,21.374,16.925,16.104,20.602,20.602,16.337,16.337,15.059,15.059,20.019,20.019,1a,3.844,1n,15.059
KP668728,4188,1,3.844,3.844,20.419,20.419,19.886,19.886,20.946,20.792,20.792,21.258,21.258,21.459,21.459,21.374,16.925,16.104,20.602,20.602,16.337,16.337,15.059,15.059,20.019,20.019,1a,3.844,1n,15.059
KP668729,4188,1,3.844,3.844,20.419,20.419,19.886,19.886,20.946,20.792,20.792,21.258,21.258,21.459,21.459,21.374,16.925,16.104,20.602,20.602,16.337,16.337,15.059,15.059,20.019,20.019,1a,3.844,1n,15.059
KP668730,4188,1,3.820,3.820,20.396,20.396,19.886,19.886,20.922,20.744,20.744,21.211,21.211,21.459,21.459,21.350,16.901,16.056,20.602,20.602,16.337,16.337,15.059,15.059,20.019,20.019,1a,3.820,1n,15.059
KP668731,4188,1,3.820,3.820,20.396,20.396,19.862,19.862,20.922,20.753,20.753,21.235,21.235,21.459,21.459,21.350,16.901,16.080,20.578,20.578,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.820,1n,15.035
KP668732,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668733,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668734,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668735,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668736,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668737,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668738,4188,1,3.797,3.797,20.396,20.396,19.862,19.862,20.922,20.768,20.768,21.235,21.235,21.435,21.435,21.350,16.901,16.080,20.602,20.602,16.313,16.313,15.035,15.035,19.995,19.995,1a,3.797,1n,15.035
KP668739,4188,1,3.868,3.868,20.372,20.372,19.838,19.838,20.946,20.792,20.792,21.258,21.258,21.364,21.364,21.374,16.925,16.104,20.626,20.626,16.289,16.289,15.011,15.011,19.971,19.971,1a,3.868,1n,15.011
KP668740,4183,1,7.746,7.746,21.371,21.371,20.310,20.310,21.495,21.862,21.862,21.828,21.828,21.338,21.338,21.789,17.596,16.623,21.024,21.024,17.244,17.244,15.442,15.442,20.229,20.229,1a,7.746,1n,15.442
KP668741,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668742,4183,1,7.770,7.770,21.394,21.394,20.310,20.310,21.495,21.885,21.885,21.766,21.766,21.338,21.338,21.789,17.620,16.599,20.976,20.976,17.268,17.268,15.514,15.514,20.253,20.253,1a,7.770,1n,15.514
KP668743,4183,1,7.746,7.746,21.347,21.347,20.310,20.310,21.471,21.885,21.885,21.718,21.718,21.314,21.314,21.789,17.572,16.599,21.024,21.024,17.220,17.220,15.466,15.466,20.229,20.229,1a,7.746,1n,15.466
KP668744,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668745,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668746,4183,1,7.746,7.746,21.371,21.371,20.262,20.262,21.495,21.885,21.885,21.766,21.766,21.338,21.338,21.789,17.596,16.623,21.024,21.024,17.244,17.244,15.490,15.490,20.229,20.229,1a,7.746,1n,15.490
KP668747,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668748,4183,1,7.746,7.746,21.371,21.371,20.310,20.310,21.495,21.885,21.885,21.766,21.766,21.338,21.338,21.789,17.596,16.623,21.024,21.024,17.220,17.220,15.490,15.490,20.229,20.229,1a,7.746,1n,15.490
KP668749,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668750,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668751,4183,1,7.746,7.746,21.347,21.347,20.310,20.310,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.746,1n,15.466
KP668752,4183,1,7.722,7.722,21.347,21.347,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.765,17.572,16.599,21.000,21.000,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.722,1n,15.466
KP668753,4183,1,7.770,7.770,21.440,21.440,20.286,20.286,21.471,21.862,21.862,21.742,21.742,21.314,21.314,21.813,17.572,16.599,21.048,21.048,17.220,17.220,15.466,15.466,20.205,20.205,1a,7.770,1n,15.466
KP668754,4183,1,7.770,7.770,21.394,21.394,20.334,20.334,21.519,21.909,21.909,21.790,21.790,21.362,21.362,21.813,17.620,16.647,21.048,21.048,17.268,17.268,15.514,15.514,20.253,20.253,1a,7.770,1n,15.514
KP668755,4183,1,7.793,7.793,21.394,21.394,20.358,20.358,21.519,21.933,21.933,21.790,21.790,21.309,21.309,21.813,17.620,16.671,21.048,21.048,17.268,17.268,15.537,15.537,20.253,20.253,1a,7.793,1n,15.537
KP668756,4500,1,7.644,7.644,20.921,20.921,19.525,19.525,20.947,20.882,20.882,21.113,21.113,20.933,20.933,21.478,17.023,16.067,20.885,20.885,16.733,16.733,15.676,15.676,20.280,20.280,1a,7.644,1n,15.676
KP668757,4500,1,7.600,7.600,20.855,20.855,19.525,19.525,20.903,20.838,20.838,21.191,21.191,20.933,20.933,21.522,17.067,16.133,20.885,20.885,16.778,16.778,15.765,15.765,20.325,20.325,1a,7.600,1n,15.765
KP668758,4500,1,7.644,7.644,20.855,20.855,19.525,19.525,20.903,20.838,20.838,21.236,21.236,20.933,20.933,21.522,17.067,16.178,20.885,20.885,16.778,16.778,15.809,15.809,20.325,20.325,1a,7.644,1n,15.809
KP668759,4500,1,7.622,7.622,20.877,20.877,19.547,19.547,20.903,20.860,20.860,21.213,21.213,20.933,20.933,21.522,17.089,16.156,20.907,20.907,16.800,16.800,15.787,15.787,20.347,20.347,1a,7.622,1n,15.787
KP668760,4500,1,7.622,7.622,20.921,20.921,19.502,19.502,20.947,20.860,20.860,21.136,21.136,20.956,20.956,21.478,17.045,16.089,20.885,20.885,16.756,16.756,15.698,15.698,20.258,20.258,1a,7.622,1n,15.698
KP668761,4500,1,7.622,7.622,20.921,20.921,19.502,19.502,20.947,20.860,20.860,21.136,21.136,20.956,20.956,21.478,17.045,16.089,20.885,20.885,16.756,16.756,15.698,15.698,20.258,20.258,1a,7.622,1n,15.698
KP668762,4500,1,7.600,7.600,20.855,20.855,19.525,19.525,20.903,20.838,20.838,21.191,21.191,20.933,20.933,21.522,17.067,16.133,20.885,20.885,16.778,16.778,15.765,15.765,20.325,20.325,1a,7.600,1n,15.765
KP668763,4500,1,7.622,7.622,20.855,20.855,19.525,19.525,20.925,20.838,20.838,21.191,21.191,20.933,20.933,21.545,17.067,16.156,20.885,20.885,16.800,16.800,15.787,15.787,20.347,20.347,1a,7.622,1n,15.787
KP668764,4500,1,7.600,7.600,20.855,20.855,19.525,19.525,20.903,20.838,20.838,21.191,21.191,20.933,20.933,21.522,17.067,16.133,20.885,20.885,16.778,16.778,15.765,15.765,20.325,20.325,1a,7.600,1n,15.765
KP668765,4500,1,7.600,7.600,20.855,20.855,19.525,19.525,20.903,20.838,20.838,21.191,21.191,20.933,20.933,21.522,17.067,16.133,20.885,20.885,16.778,16.778,15.765,15.765,20.325,20.325,1a,7.600,1n,15.765
KP668766,4500,1,7.622,7.622,20.877,20.877,19.547,19.547,20.925,20.860,20.860,21.213,21.213,20.956,20.956,21.545,17.089,16.156,20.907,20.907,16.800,16.800,15.787,15.787,20.347,20.347,1a,7.622,1n,15.787
KP668767,4116,1,7.507,7.507,20.816,20.816,19.679,19.679,20.899,20.848,20.848,21.295,21.295,21.102,21.102,21.493,17.105,16.237,21.172,21.172,16.946,16.946,15.761,15.761,20.369,20.369,1a,7.507,1n,15.761
KP668768,4116,1,7.507,7.507,20.816,20.816,19.679,19.679,20.899,20.848,20.848,21.295,21.295,21.102,21.102,21.493,17.105,16.237,21.172,21.172,16.946,16.946,15.761,15.761,20.369,20.369,1a,7.507,1n,15.761
KP668769,4116,1,7.556,7.556,20.738,20.738,19.631,19.631,20.778,20.776,20.776,21.222,21.222,21.094,21.094,21.396,16.934,16.189,21.177,21.177,17.019,17.019,15.688,15.688,20.345,20.345,1a,7.556,1n,15.688
KP668770,4116,1,7.556,7.556,20.865,20.865,19.728,19.728,20.948,20.897,20.897,21.344,21.344,21.151,21.151,21.541,17.153,16.286,21.220,21.220,16.995,16.995,15.810,15.810,20.418,20.418,1a,7.556,1n,15.810
KP668771,4116,1,7.532,7.532,20.792,20.792,19.655,19.655,20.875,20.824,20.824,21.271,21.271,21.078,21.078,21.517,17.080,16.213,21.147,21.147,16.922,16.922,15.737,15.737,20.345,20.345,1a,7.532,1n,15.737
KP668772,4116,1,7.556,7.556,20.865,20.865,19.679,19.679,20.923,20.848,20.848,21.271,21.271,21.151,21.151,21.469,17.105,16.213,21.147,21.147,16.898,16.898,15.713,15.713,20.272,20.272,1a,7.556,1n,15.713
KP668773,4116,1,7.556,7.556,20.865,20.865,19.728,19.728,20.948,20.897,20.897,21.344,21.344,21.151,21.151,21.541,17.153,16.286,21.220,21.220,16.995,16.995,15.810,15.810,20.418,20.418,1a,7.556,1n,15.810
KP668774,4116,1,7.507,7.507,20.816,20.816,19.679,19.679,20.899,20.848,20.848,21.295,21.295,21.102,21.102,21.493,17.105,16.237,21.172,21.172,16.946,16.946,15.761,15.761,20.369,20.369,1a,7.507,1n,15.761
KP668775,4116,1,7.580,7.580,20.714,20.714,19.655,19.655,20.753,20.752,20.752,21.222,21.222,21.118,21.118,21.371,16.959,16.164,21.128,21.128,17.044,17.044,15.713,15.713,20.369,20.369,1a,7.580,1n,15.713
