Accession,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
KU563533,4,16.519,21.184,15.929,5.605,5.605,16.568,16.568,19.688,12.812,12.812,16.224,15.339,17.160,20.059,15.339,19.174,16.814,17.507,13.473,14.749,14.749,18.935,18.935,4d,5.605,4t,13.473
KU563534,4,15.634,21.302,15.929,5.015,5.015,16.568,16.568,19.375,12.500,12.500,17.109,15.044,18.639,20.944,16.814,19.469,16.519,16.914,14.371,15.634,15.634,19.231,19.231,4d,5.015,4k,12.500
KU563535,4,16.519,20.561,16.224,6.195,6.195,16.568,16.568,20.625,14.062,14.062,17.404,13.864,18.935,21.239,16.224,20.059,17.699,16.914,14.371,15.634,15.634,19.231,19.231,4d,6.195,4m,13.864
KU563536,4,16.519,20.561,18.289,7.080,7.080,18.047,18.047,19.688,14.375,14.375,17.699,15.044,18.047,21.239,17.404,19.174,17.994,18.101,14.072,16.519,16.519,19.231,19.231,4d,7.080,4t,14.072
KU870967,4,16.024,20.755,16.320,5.638,5.638,16.667,16.667,20.440,13.522,13.522,17.507,15.134,19.104,21.365,16.667,19.881,17.507,16.418,14.759,15.727,15.727,19.403,19.403,4d,5.638,4m,15.134
KU870968,4,16.617,21.069,16.914,6.231,6.231,17.262,17.262,20.440,13.522,13.522,17.804,14.837,18.806,19.585,16.369,18.991,16.617,17.910,14.458,15.134,15.134,19.403,19.403,4d,6.231,4m,14.837
KU870969,4,16.617,21.069,16.914,6.231,6.231,17.560,17.560,20.755,13.836,13.836,17.804,14.837,18.806,19.881,16.369,18.991,16.914,17.910,14.458,15.430,15.430,19.403,19.403,4d,6.231,4m,14.837
KU870970,4,14.540,20.126,15.134,3.858,3.858,17.262,17.262,19.811,12.893,12.893,16.024,14.243,17.612,19.585,15.179,18.398,16.320,17.313,14.759,14.540,14.540,18.806,18.806,4d,3.858,4m,14.243
KU870971,4,15.727,20.126,15.134,8.605,8.605,18.452,18.452,19.497,15.094,15.094,14.780,15.134,17.015,19.585,14.583,16.352,17.211,18.507,11.446,14.837,14.837,18.750,18.750,4d,8.605,4t,11.446
KU870972,4,13.056,20.597,13.650,13.947,13.947,14.030,14.030,19.182,14.780,14.780,12.166,6.825,16.119,18.101,13.095,17.211,14.837,17.313,15.663,11.869,11.869,19.104,19.104,4m,6.825,4v,11.869
KU870973,4,12.760,20.896,13.353,14.243,14.243,14.328,14.328,19.497,14.780,14.780,12.463,6.825,15.821,18.398,13.393,17.507,15.134,17.612,15.964,12.166,12.166,19.403,19.403,4m,6.825,4v,12.166
KU871283,4,19.741,21.863,18.982,5.178,5.178,19.539,19.539,21.564,20.707,20.707,18.227,18.903,19.715,19.258,19.304,18.673,21.577,20.205,20.026,18.848,18.848,21.468,21.468,4d,5.178,4l,18.227
KU871284,4,19.726,21.847,19.004,5.232,5.232,19.698,19.698,21.580,20.696,20.696,18.229,18.940,19.793,19.234,19.304,18.667,21.650,20.220,20.030,18.835,18.835,21.514,21.514,4d,5.232,4l,18.229
KU871285,4,19.863,22.027,19.090,5.265,5.265,19.796,19.796,21.662,20.863,20.863,18.183,18.951,19.748,19.279,19.458,18.625,21.663,20.283,20.115,18.691,18.691,21.604,21.604,4d,5.265,4l,18.183
KU871286,4,19.983,21.697,19.046,4.677,4.677,19.687,19.687,21.642,20.841,20.841,18.470,19.168,19.804,19.156,19.484,18.628,21.629,20.180,20.257,18.656,18.656,21.590,21.590,4d,4.677,4q,18.628
KU871287,4,19.891,21.816,19.115,4.529,4.529,19.498,19.498,21.874,20.834,20.834,18.473,18.885,19.789,19.255,19.291,18.770,21.646,20.130,20.207,18.793,18.793,21.622,21.622,4d,4.529,4l,18.473
KU871288,4,19.650,22.174,18.999,18.970,18.970,19.515,19.515,20.936,20.867,20.867,18.565,7.912,19.765,19.288,18.904,18.821,21.232,19.915,19.360,18.427,18.427,22.147,22.147,4m,7.912,4v,18.427
KU871289,4,9.846,21.967,16.179,18.558,18.558,19.585,19.585,21.015,20.775,20.775,18.333,19.815,19.930,19.465,19.493,18.981,21.936,20.187,20.111,18.590,18.590,21.771,21.771,4a,9.846,4c,16.179
KU871290,4,10.057,22.007,16.113,18.738,18.738,19.614,19.614,21.017,20.779,20.779,18.470,19.921,19.950,19.514,19.522,19.050,21.836,20.227,20.179,18.623,18.623,21.858,21.858,4a,10.057,4c,16.113
KU871291,4,10.505,22.034,16.192,18.909,18.909,19.624,19.624,21.047,20.906,20.906,18.542,19.758,19.817,19.506,19.467,19.101,21.855,20.263,20.482,18.596,18.596,21.850,21.850,4a,10.505,4c,16.192
KU871292,4,10.557,22.351,16.334,19.074,19.074,19.469,19.469,20.953,21.059,21.059,18.740,19.711,20.139,19.733,19.576,19.591,21.931,20.128,20.435,19.175,19.175,21.887,21.887,4a,10.557,4c,16.334
KU871293,4,10.253,21.925,15.613,18.214,18.214,19.364,19.364,20.722,20.526,20.526,17.978,19.610,19.608,19.323,19.464,18.755,21.523,19.939,19.593,18.918,18.918,21.581,21.581,4a,10.253,4c,15.613
KU883428,4,19.096,19.562,18.686,18.832,18.832,19.124,19.124,15.912,14.015,14.015,18.686,19.854,20.584,20.262,19.679,21.898,6.423,19.679,20.730,19.534,19.534,22.774,22.774,4r,6.423,4k,14.015
KU883429,4,19.971,21.898,18.832,19.534,19.534,19.416,19.416,20.438,18.832,18.832,16.934,18.394,18.686,6.861,18.832,15.474,20.146,20.438,19.416,16.204,16.204,21.898,21.898,4o,6.861,4q,15.474
KU883430,4,8.297,21.429,12.993,16.058,16.058,15.766,15.766,19.124,17.664,17.664,14.307,15.452,17.956,18.978,17.372,16.642,18.978,18.540,17.372,14.453,14.453,20.262,20.262,4a,8.297,4c,12.993
KU883431,4,8.443,21.574,12.847,15.620,15.620,15.912,15.912,19.124,17.518,17.518,14.599,15.452,17.956,18.832,16.496,17.226,18.686,18.686,17.518,14.453,14.453,20.554,20.554,4a,8.443,4c,12.847
KU883432,4,7.715,21.574,13.139,15.620,15.620,15.766,15.766,18.394,17.226,17.226,14.161,15.306,18.102,18.248,16.788,17.372,18.248,18.248,17.372,14.599,14.599,20.845,20.845,4a,7.715,4c,13.139
KU883433,4,7.860,22.012,12.847,16.642,16.642,17.372,17.372,19.416,18.686,18.686,14.453,16.327,18.686,19.416,18.978,17.372,19.562,18.394,17.518,15.036,15.036,21.429,21.429,4a,7.860,4c,12.847
KU883434,4,8.734,21.574,13.139,15.912,15.912,15.912,15.912,19.416,17.810,17.810,14.891,15.743,17.956,19.124,16.788,17.518,18.686,18.540,17.810,14.745,14.745,20.262,20.262,4a,8.734,4c,13.139
KU883435,4,19.124,23.358,15.328,7.007,7.007,18.248,18.248,21.606,18.394,18.394,16.058,15.620,18.832,16.934,16.764,17.664,20.292,18.540,17.080,15.182,15.182,22.190,22.190,4d,7.007,4v,15.182
KU883436,4,18.248,22.920,15.328,7.007,7.007,17.810,17.810,20.584,17.664,17.664,15.328,14.891,18.102,16.496,16.035,16.788,19.854,17.518,16.788,14.453,14.453,21.460,21.460,4d,7.007,4v,14.453
KU883437,4,8.443,21.574,12.847,15.620,15.620,15.912,15.912,19.124,17.518,17.518,14.599,15.452,17.956,18.832,16.496,17.226,18.686,18.686,17.518,14.453,14.453,20.554,20.554,4a,8.443,4c,12.847
KU902413,4,16.071,19.186,17.262,15.476,15.476,18.367,18.367,17.784,7.580,7.580,14.881,16.082,20.290,20.238,16.618,17.593,15.789,18.827,18.659,16.667,16.667,20.117,20.117,4k,7.580,4l,14.881
KX158978,4,14.465,19.874,15.094,3.774,3.774,16.404,16.404,19.811,12.893,12.893,14.151,13.836,15.773,18.239,13.836,15.409,16.352,15.705,15.094,12.579,12.579,17.035,17.035,4d,3.774,4v,12.579
KX158979,4,14.103,19.313,13.333,5.556,5.556,14.957,14.957,17.333,12.393,12.393,14.530,15.385,14.602,20.940,14.530,17.094,14.957,15.179,11.161,14.103,14.103,15.929,15.929,4d,5.556,4k,12.393
KX158980,4,14.804,19.940,14.804,5.136,5.136,14.286,14.286,17.825,11.178,11.178,13.595,14.502,15.106,17.846,13.374,15.710,14.286,15.408,12.689,13.293,13.293,17.523,17.523,4d,5.136,4k,11.178
KX158981,4,14.968,21.069,15.506,5.975,5.975,16.038,16.038,18.328,11.576,11.576,14.241,14.873,15.190,18.868,14.557,16.981,15.506,16.352,13.608,14.151,14.151,18.671,18.671,4d,5.975,4k,11.576
KX158982,4,14.783,20.930,14.203,4.348,4.348,17.101,17.101,20.870,14.203,14.203,15.072,13.913,17.151,19.130,15.116,18.261,16.522,16.765,13.913,13.623,13.623,18.895,18.895,4d,4.348,4v,13.623
KX158983,4,14.133,20.000,13.067,4.800,4.800,15.200,15.200,18.667,12.267,12.267,13.333,12.800,14.933,17.867,13.867,15.733,14.933,15.152,12.800,11.467,11.467,17.600,17.600,4d,4.800,4v,11.467
KX158984,4,14.203,20.930,14.203,4.058,4.058,15.652,15.652,19.710,13.043,13.043,14.203,13.913,15.698,19.130,14.535,16.812,15.652,15.882,13.913,13.043,13.043,17.733,17.733,4d,4.058,4v,13.043
KX158985,4,14.933,21.333,13.867,5.333,5.333,16.533,16.533,19.467,13.067,13.067,14.133,13.867,15.733,18.933,14.667,16.533,16.267,15.978,13.867,13.067,13.067,17.867,17.867,4d,5.333,4v,13.067
KX158986,4,9.730,23.098,12.432,14.595,14.595,17.120,17.120,18.378,17.027,17.027,15.946,13.514,19.022,19.189,17.838,18.919,15.676,19.008,19.189,16.486,16.486,22.011,22.011,4a,9.730,4c,12.432
KX158987,4,8.516,22.802,11.264,14.560,14.560,16.758,16.758,18.681,16.484,16.484,15.385,12.637,17.308,18.956,16.758,19.231,15.110,18.733,18.956,15.934,15.934,21.429,21.429,4a,8.516,4c,11.264
KX158988,4,8.174,22.888,11.172,14.441,14.441,16.667,16.667,18.529,16.349,16.349,15.259,12.262,17.439,18.801,16.621,18.801,15.259,19.155,18.801,15.804,15.804,21.798,21.798,4a,8.174,4c,11.172
KX158989,4,9.236,21.406,13.141,13.651,13.651,17.516,17.516,19.427,17.516,17.516,15.605,14.331,18.153,20.064,17.197,18.153,17.197,19.205,19.427,15.605,15.605,21.019,21.019,4a,9.236,4c,13.141
KX158990,4,8.967,21.467,11.413,13.587,13.587,15.761,15.761,17.663,16.033,16.033,14.130,12.772,17.120,18.207,16.576,17.391,15.489,18.457,18.207,14.674,14.674,20.652,20.652,4a,8.967,4c,11.413
KX158991,4,8.992,22.616,12.262,14.441,14.441,16.393,16.393,17.439,16.349,16.349,14.986,13.079,17.984,18.801,16.894,17.984,15.531,19.718,19.074,15.259,15.259,21.798,21.798,4a,8.992,4c,12.262
KX158992,4,9.836,23.453,12.787,14.984,14.984,16.287,16.287,18.000,15.333,15.333,16.393,13.443,19.344,19.870,17.049,19.870,14.098,18.893,17.049,16.612,16.612,22.951,22.951,4a,9.836,4c,12.787
KX158993,4,8.871,22.849,12.366,13.978,13.978,16.398,16.398,17.742,15.323,15.323,14.785,12.634,18.548,19.355,16.935,18.011,14.286,18.733,16.935,15.323,15.323,21.833,21.833,4a,8.871,4c,12.366
KX159174,4,20.711,22.531,19.938,4.630,4.630,20.370,20.370,24.154,20.690,20.690,19.033,19.907,21.020,20.093,19.011,18.856,21.759,21.692,19.474,19.444,19.444,21.495,21.495,4d,4.630,4q,18.856
KX159175,4,20.854,22.371,20.032,5.087,5.087,20.066,20.066,24.212,21.393,21.393,18.451,19.868,20.923,20.509,17.851,18.122,21.511,21.746,18.709,19.329,19.329,20.923,20.923,4d,5.087,4q,18.122
KX159176,4,20.846,21.875,19.749,4.538,4.538,19.672,19.672,24.219,20.690,20.690,18.331,19.048,21.317,20.063,17.898,17.840,21.207,21.405,18.421,19.562,19.562,20.588,20.588,4d,4.538,4q,17.840
KX159177,4,20.556,22.377,19.784,4.475,4.475,20.216,20.216,24.000,20.525,20.525,19.033,19.753,20.866,19.938,18.856,18.702,21.759,21.692,19.320,19.290,19.290,21.340,21.340,4d,4.475,4q,18.702
KX159178,4,21.565,22.260,19.968,5.272,5.272,20.336,20.336,25.518,21.849,21.849,18.090,19.192,21.725,19.489,19.169,19.489,22.134,23.003,19.010,19.808,19.808,20.771,20.771,4d,5.272,4t,19.010
KX159179,4,21.622,22.278,20.064,5.246,5.246,20.986,20.986,24.921,21.405,21.405,18.667,19.430,21.622,20.350,19.396,18.167,22.187,22.734,19.714,19.586,19.586,21.304,21.304,4d,5.246,4q,18.167
KX159180,4,21.440,22.483,20.225,4.960,4.960,20.101,20.101,23.786,21.273,21.273,18.531,19.631,21.920,20.480,18.090,18.197,21.298,21.703,18.792,19.262,19.262,21.035,21.035,4d,4.960,4q,18.197
KX159181,4,11.424,24.295,15.336,20.188,20.188,19.366,19.366,24.219,21.202,21.202,18.809,21.875,19.875,20.188,19.405,18.153,22.812,22.414,20.188,17.997,17.997,24.585,24.585,4a,11.424,4c,15.336
KX159182,4,12.344,22.727,15.156,19.688,19.688,18.469,18.469,23.281,22.371,22.371,18.466,21.685,20.376,19.592,19.375,18.438,23.245,22.031,19.219,18.339,18.339,23.422,23.422,4a,12.344,4c,15.156
KX159183,4,11.478,22.425,15.094,19.654,19.654,19.340,19.340,22.884,21.818,21.818,17.599,21.036,19.497,19.340,18.868,18.082,22.623,22.013,19.182,17.460,17.460,23.355,23.355,4a,11.478,4c,15.094
KX159184,4,11.514,23.333,15.482,20.189,20.189,19.431,19.431,23.622,21.761,21.761,17.327,21.260,20.347,19.273,19.401,18.297,22.697,22.713,20.032,18.571,18.571,24.092,24.092,4a,11.514,4c,15.482
KX159185,4,11.203,23.500,15.232,20.033,20.033,18.802,18.802,23.038,21.703,21.703,17.247,20.930,20.398,19.366,18.636,18.182,22.772,22.185,19.435,17.745,17.745,23.754,23.754,4a,11.203,4c,15.232
KX159186,4,11.727,22.833,15.580,19.275,19.275,17.940,17.940,22.924,21.761,21.761,17.792,21.322,20.602,20.032,18.377,18.225,22.989,21.553,20.127,18.690,18.690,24.712,24.712,4a,11.727,4c,15.580
KX159187,4,11.234,23.500,15.823,20.000,20.000,18.678,18.678,23.306,21.818,21.818,17.928,21.452,20.728,20.253,18.843,18.354,22.787,22.627,20.728,19.146,19.146,24.507,24.507,4a,11.234,4c,15.823
KX159188,4,21.036,22.204,19.937,4.553,4.553,20.565,20.565,24.214,21.000,21.000,18.957,20.408,21.260,20.157,17.774,19.152,21.787,21.944,19.309,19.213,19.213,21.293,21.293,4d,4.553,4p,17.774
KX159189,4,10.675,23.000,15.699,19.780,19.780,18.838,18.838,23.548,21.870,21.870,17.579,21.317,20.472,20.000,19.623,18.210,23.713,23.077,20.469,17.795,17.795,24.419,24.419,4a,10.675,4c,15.699
KX346862,4,8.151,19.068,11.063,15.843,15.843,15.575,15.575,16.594,14.702,14.702,15.575,14.847,17.758,17.442,15.429,15.866,16.545,15.721,15.575,15.866,15.866,19.041,19.041,4a,8.151,4c,11.063
KX346863,4,6.912,18.280,9.831,13.978,13.978,14.900,14.900,14.877,13.057,13.057,14.439,12.442,15.278,16.590,13.364,14.747,13.037,14.900,16.743,13.825,13.825,15.846,15.846,4a,6.912,4c,9.831
KX346864,4,7.834,17.819,9.985,14.132,14.132,14.286,14.286,15.491,13.825,13.825,14.747,13.671,15.741,17.051,14.593,14.593,13.804,14.747,15.515,14.439,14.439,16.923,16.923,4a,7.834,4c,9.985
KX346865,4,5.376,18.126,10.445,14.439,14.439,14.439,14.439,15.337,14.132,14.132,15.054,13.364,16.204,16.897,15.054,16.283,14.264,13.978,16.436,14.439,14.439,17.358,17.358,4a,5.376,4c,10.445
KX346866,4,16.012,19.505,15.429,7.132,7.132,17.467,17.467,18.049,14.556,14.556,13.974,14.702,16.012,14.702,14.410,14.993,15.138,16.885,14.410,14.265,14.265,17.467,17.467,4d,7.132,4l,13.974
KX346867,4,14.702,18.195,13.683,3.930,3.930,14.993,14.993,17.176,14.119,14.119,13.683,13.100,14.702,15.721,14.847,14.702,15.138,15.429,13.683,14.119,14.119,17.176,17.176,4d,3.930,4m,13.100
KX346868,4,14.593,17.819,13.671,4.608,4.608,15.515,15.515,17.204,13.518,13.518,14.439,12.903,14.198,14.900,14.286,13.825,16.283,15.361,13.825,13.210,13.210,17.204,17.204,4d,4.608,4m,12.903
KX346869,4,14.439,17.358,13.671,2.458,2.458,15.207,15.207,16.897,13.671,13.671,13.364,12.442,14.815,15.054,14.132,13.364,15.207,14.900,14.132,13.671,13.671,15.822,15.822,4d,2.458,4m,12.442
KX346870,4,15.515,18.740,13.978,2.919,2.919,15.361,15.361,17.512,14.132,14.132,13.978,13.210,14.815,15.207,14.286,13.057,15.361,15.207,14.132,13.210,13.210,16.897,16.897,4d,2.919,4q,13.057
KX346871,4,15.429,17.904,13.246,3.348,3.348,14.993,14.993,17.176,13.808,13.808,13.246,12.664,14.993,15.575,14.410,14.265,14.410,15.138,13.100,13.246,13.246,16.448,16.448,4d,3.348,4m,12.664
KX346872,4,15.054,17.972,15.515,13.957,13.957,16.743,16.743,13.210,7.220,7.220,15.822,16.590,16.847,17.358,14.900,16.129,14.900,15.207,17.025,15.975,15.975,17.231,17.231,4k,7.220,4g,13.210
KX346873,4,15.721,18.341,13.974,14.099,14.099,16.157,16.157,12.664,4.512,4.512,15.429,16.594,16.134,16.303,15.721,15.284,14.556,15.284,16.279,16.012,16.012,18.195,18.195,4k,4.512,4g,12.664
KX346874,4,14.659,18.486,14.804,14.119,14.119,14.971,14.971,16.448,13.537,13.537,16.885,14.971,16.594,17.176,15.429,16.860,7.569,15.530,16.715,16.279,16.279,18.923,18.923,4r,7.569,4k,13.537
OK001595,4,13.333,21.708,13.805,16.106,16.106,20.567,20.567,20.708,21.081,21.081,15.686,19.224,17.021,16.163,18.230,15.808,22.162,19.435,19.149,15.426,15.426,21.925,21.925,4a,13.333,4c,13.805
OK001596,4,11.203,19.672,11.716,18.647,18.647,20.398,20.398,20.395,21.287,21.287,15.132,18.946,17.492,17.056,17.822,16.007,21.947,18.647,19.637,15.182,15.182,22.937,22.937,4a,11.203,4c,11.716
OK001597,4,11.532,22.241,15.347,19.142,19.142,21.287,21.287,21.839,21.911,21.911,17.987,20.264,19.142,19.637,18.812,16.667,23.762,19.681,20.792,17.822,17.822,22.570,22.570,4a,11.532,4c,15.347
OK001598,4,13.380,21.416,13.076,19.643,19.643,21.747,21.747,20.249,20.646,20.646,17.774,20.819,18.327,17.774,18.036,16.364,22.679,19.268,20.143,16.578,16.578,23.339,23.339,4a,13.380,4c,13.076
OK001599,4,11.573,18.644,13.249,15.942,15.942,18.817,18.817,20.508,20.037,20.037,15.580,17.668,16.788,18.559,18.378,15.399,21.284,18.133,18.635,14.493,14.493,20.508,20.508,4a,11.573,4c,13.249
OK001600,4,20.077,20.950,18.762,18.482,18.482,19.342,19.342,22.674,21.942,21.942,18.824,20.076,20.971,11.219,18.058,17.602,22.957,20.784,20.583,17.670,17.670,19.870,19.870,4o,11.219,4q,17.602
OK001601,4,19.056,21.280,17.986,17.163,17.163,18.214,18.214,21.503,20.745,20.745,17.513,18.389,20.000,9.549,16.259,16.112,22.025,20.140,19.089,16.813,16.813,20.768,20.768,4o,9.549,4q,16.112
OK001602,4,19.784,20.148,18.051,17.204,17.204,20.758,20.758,21.982,22.736,22.736,18.716,19.134,19.459,9.472,18.149,16.275,22.222,21.261,19.251,17.117,17.117,21.185,21.185,4o,9.472,4q,16.275
OK001603,4,17.199,20.665,15.876,16.520,16.520,19.081,19.081,20.671,19.928,19.928,17.021,18.262,17.730,8.726,17.522,14.716,21.005,19.681,18.440,15.221,15.221,20.708,20.708,4o,8.726,4q,14.716
OK001604,4,20.143,20.290,18.248,7.746,7.746,19.217,19.217,21.441,18.247,18.247,16.667,19.190,17.082,16.607,16.874,12.989,20.599,18.773,18.004,14.769,14.769,21.786,21.786,4d,7.746,4q,12.989
OK001605,4,12.315,20.622,14.309,17.270,17.270,20.361,20.361,21.252,20.496,20.496,15.954,18.586,18.586,16.283,18.257,15.082,21.818,19.376,20.066,17.105,17.105,20.888,20.888,4a,12.315,4c,14.309
OK001606,4,11.152,19.284,14.259,17.041,17.041,19.666,19.666,19.663,18.113,18.113,15.985,18.762,18.011,17.164,17.636,15.770,21.667,19.305,19.103,15.413,15.413,20.543,20.543,4a,11.152,4c,14.259
OK001607,4,12.132,22.695,11.712,18.325,18.325,21.678,21.678,20.354,20.000,20.000,17.688,20.593,18.881,19.684,18.325,16.899,21.466,20.071,21.117,17.976,17.976,21.930,21.930,4a,12.132,4c,11.712
OK001608,4,19.430,19.565,17.518,6.866,6.866,18.327,18.327,21.164,17.774,17.774,16.129,18.551,16.786,16.279,16.578,12.100,19.894,18.297,17.291,14.057,14.057,21.288,21.288,4d,6.866,4q,12.100
OK001609,4,18.627,21.074,16.400,15.278,15.278,20.629,20.629,23.379,21.272,21.272,17.485,19.682,19.765,20.594,18.416,15.748,20.079,17.383,18.039,15.882,15.882,22.510,22.510,4d,15.278,4q,15.748
OK001610,4,11.669,21.613,13.496,17.208,17.208,20.163,20.163,21.078,21.895,21.895,16.396,19.968,18.447,18.994,19.318,16.828,22.059,18.831,19.643,15.635,15.635,22.977,22.977,4a,11.669,4c,13.496
OK001611,4,22.608,21.986,19.928,4.286,4.286,18.976,18.976,23.259,21.317,21.317,16.707,21.310,19.292,20.217,19.042,16.187,22.608,22.542,19.780,15.588,15.588,21.983,21.983,4d,4.286,4v,15.588
OK001612,4,9.829,22.934,13.432,16.735,16.735,18.540,18.540,19.805,17.953,17.953,16.298,17.676,18.837,19.165,18.018,17.790,19.692,17.690,19.247,16.029,16.029,21.212,21.212,4a,9.829,4c,13.432
OK001613,4,9.693,21.872,12.217,16.586,16.586,18.123,18.123,19.725,17.799,17.799,15.777,16.977,19.063,19.013,18.491,18.285,19.063,18.042,18.851,16.100,16.100,21.099,21.099,4a,9.693,4c,12.217
OK001614,4,9.732,22.403,12.591,16.517,16.517,18.145,18.145,19.009,18.278,18.278,15.435,16.393,18.115,18.212,18.278,17.790,18.846,17.565,18.440,16.084,16.084,20.016,20.016,4a,9.732,4c,12.591
OK001615,4,9.756,19.776,12.933,16.191,16.191,17.617,17.617,19.246,16.904,16.904,16.293,15.870,17.923,18.228,17.210,17.413,18.080,17.280,18.330,16.293,16.293,19.816,19.816,4a,9.756,4c,12.933
OK001616,4,9.313,21.442,12.181,17.271,17.271,17.208,17.208,18.821,17.064,17.064,15.870,17.096,18.980,19.336,18.034,18.451,18.156,17.793,18.834,16.252,16.252,19.352,19.352,4a,9.313,4c,12.181
OK001617,4,18.191,19.408,16.887,16.989,16.989,17.803,17.803,19.125,17.294,17.294,15.361,16.582,16.785,6.205,17.904,15.259,18.878,17.875,17.091,14.547,14.547,20.020,20.020,4o,6.205,4v,14.547
OK001618,4,8.814,22.506,11.707,15.690,15.690,17.258,17.258,19.209,16.612,16.612,14.427,15.980,16.488,17.560,17.148,16.406,18.709,16.406,18.054,15.169,15.169,20.462,20.462,4a,8.814,4c,11.707
OK001619,4,9.279,22.305,11.111,15.532,15.532,16.736,16.736,19.801,16.915,16.915,14.179,15.372,17.081,17.662,17.413,16.625,18.227,16.667,17.164,15.219,15.219,18.988,18.988,4a,9.279,4c,11.111
OK001620,4,18.253,22.865,17.561,16.522,16.522,18.599,18.599,20.588,18.512,18.512,15.584,17.200,17.185,5.882,18.426,16.076,18.977,17.922,18.772,14.619,14.619,20.934,20.934,4o,5.882,4v,14.619
OK001621,4,18.242,22.332,15.435,6.809,6.809,17.541,17.541,19.984,16.598,16.598,14.602,16.967,17.473,16.571,15.902,15.902,19.655,17.213,16.859,14.391,14.391,21.165,21.165,4d,6.809,4v,14.391
OK001622,4,9.606,21.346,12.901,17.995,17.995,17.666,17.666,19.787,17.541,17.541,15.429,17.323,19.142,19.622,19.145,18.570,19.442,17.822,18.735,16.172,16.172,20.098,20.098,4a,9.606,4c,12.901
OK001623,4,9.393,21.440,12.003,15.990,15.990,17.805,17.805,18.882,17.194,17.194,15.090,16.545,18.597,18.455,18.101,18.425,18.639,17.020,18.248,16.179,16.179,19.106,19.106,4a,9.393,4c,12.003
OK001624,4,9.171,21.875,12.721,16.667,16.667,17.566,17.566,20.129,18.554,18.554,15.484,17.458,18.196,18.474,18.277,17.311,19.308,16.989,18.775,15.378,15.378,20.049,20.049,4a,9.171,4c,12.721
OK001625,4,18.780,22.026,14.469,7.315,7.315,17.363,17.363,19.936,15.968,15.968,14.883,15.823,17.230,16.881,15.984,16.064,19.663,16.479,16.559,14.171,14.171,20.016,20.016,4d,7.315,4v,14.171
OK001626,4,15.633,21.561,13.489,16.637,16.637,15.122,15.122,20.432,17.446,17.446,15.619,17.325,15.737,17.086,17.520,16.697,20.126,15.558,16.277,14.106,14.106,20.504,20.504,4c,13.489,4v,14.106
OK001627,4,10.368,24.098,13.418,16.846,16.846,18.465,18.465,21.135,18.351,18.351,15.661,16.878,20.039,20.059,20.136,18.738,20.450,18.297,20.039,16.145,16.145,21.884,21.884,4a,10.368,4c,13.418
OK001628,4,19.940,22.594,16.798,9.118,9.118,18.793,18.793,22.046,18.012,18.012,16.567,17.939,18.263,16.468,18.002,17.659,20.813,18.595,18.056,16.387,16.387,23.069,23.069,4d,9.118,4v,16.387
OK001629,4,12.914,23.754,15.397,20.232,20.232,18.439,18.439,22.554,22.848,22.848,17.579,21.891,20.398,19.040,19.601,19.868,22.185,23.179,18.874,19.767,19.767,24.585,24.585,4a,12.914,4c,15.397
OK001630,4,18.533,22.967,14.836,18.462,18.462,19.186,19.186,23.745,22.780,22.780,18.701,22.780,21.622,20.270,19.846,20.617,22.266,22.763,18.112,20.617,20.617,22.201,22.201,4c,14.836,4t,18.112
OK001631,4,20.295,21.731,19.188,5.157,5.157,21.033,21.033,24.354,21.033,21.033,18.232,19.188,21.731,19.557,17.159,18.081,21.667,21.956,18.081,18.819,18.819,21.218,21.218,4d,5.157,4p,17.159
OK001632,4,12.019,23.917,15.705,19.551,19.551,18.429,18.429,24.077,21.990,21.990,17.657,20.353,20.225,18.910,18.429,18.620,22.953,23.435,20.867,17.978,17.978,23.917,23.917,4a,12.019,4c,15.705
OK001633,4,10.824,23.663,15.347,20.065,20.065,18.801,18.801,24.635,22.330,22.330,17.638,22.654,20.421,19.225,19.194,19.094,21.845,21.556,20.227,19.935,19.935,23.825,23.825,4a,10.824,4c,15.347
OK001634,4,10.859,24.188,15.721,19.156,19.156,19.287,19.287,22.476,19.805,19.805,18.669,19.449,20.847,17.886,18.639,19.968,21.987,21.916,18.831,19.643,19.643,24.104,24.104,4a,10.859,4c,15.721
OK001635,4,8.946,23.040,14.744,18.850,18.850,18.620,18.620,23.274,20.607,20.607,16.827,20.064,20.225,18.429,17.978,18.371,22.756,20.385,19.231,18.560,18.560,24.800,24.800,4a,8.946,4c,14.744
OK001636,4,19.936,21.940,18.690,18.442,18.442,21.036,21.036,22.890,19.714,19.714,19.329,20.541,21.591,12.719,19.489,19.777,23.323,22.648,19.156,18.182,18.182,22.654,22.654,4o,12.719,4v,18.182
OK001637,4,12.780,25.682,15.655,20.706,20.706,19.840,19.840,25.641,24.199,24.199,18.109,22.720,21.314,19.680,20.288,21.154,22.115,24.038,20.192,20.513,20.513,24.880,24.880,4a,12.780,4c,15.655
