name,virus,subtype,bootstrap support
PQ335093|geneNS5B|query1-1317|h77_aa123-561|extracted_nt1317|aligned_aa439|pident77.904,HCV,4a,100.0
KT871615|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT871634|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident95.939,HCV,1a,100.0
KT871633|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871631|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
KT871621|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871644|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
KT871669|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
KT871667|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.616,HCV,1a,100.0
KT871663|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871664|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.971,HCV,1b,100.0
KT871659|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871676|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871665|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871680|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.633,HCV,1b,100.0
KT871673|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871677|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
KT871693|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
KT871688|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871685|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.294,HCV,1b,100.0
KT871696|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT871678|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.832,HCV,1b,100.0
KT871655|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident89.171,HCV,1b,100.0
KT871652|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.464,HCV,1b,100.0
KT871671|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT871672|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871689|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
KT871683|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871687|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871692|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
KT871694|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871690|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871681|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.308,HCV,1a,100.0
KT871701|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871691|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871702|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871707|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871705|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871684|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871706|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871698|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871709|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
KT871713|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT871710|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871700|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.633,HCV,1b,100.0
KT871699|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871712|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT871716|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871725|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871727|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident89.171,HCV,1b,100.0
KT871735|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871733|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871731|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871737|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871730|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
KT871740|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871719|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871723|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871734|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871721|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.832,HCV,1b,100.0
KT871729|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871715|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871741|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871749|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT871747|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871757|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.971,HCV,1b,100.0
KT871764|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
KT871758|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871759|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
KT871761|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.616,HCV,1a,100.0
KT871770|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT871778|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
KT871760|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT871743|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871726|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871744|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
KT871732|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident89.002,HCV,1b,100.0
KT871738|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871755|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871754|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871739|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
KT871750|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871753|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871748|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.447,HCV,1a,100.0
KT871763|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.616,HCV,1a,100.0
KT871767|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident95.770,HCV,1a,100.0
KT871768|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871746|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871752|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT871774|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT871771|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT871772|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871777|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident99.154,HCV,1a,100.0
KT871787|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871775|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871776|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871780|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871782|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
KT871769|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.802,HCV,1b,100.0
KT871789|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident85.956,HCV,1b,100.0
KT871785|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871781|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.616,HCV,1a,100.0
KT871773|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871794|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871792|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871717|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.139,HCV,1a,100.0
KT871798|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT871795|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident95.093,HCV,1a,100.0
KT871786|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
KT871788|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.277,HCV,1a,100.0
KT871790|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871805|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.832,HCV,1b,100.0
KT871810|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.785,HCV,1a,100.0
KT871811|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871814|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871806|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT871809|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
KT871797|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871802|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
KT871825|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871820|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT871827|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871831|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871829|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
KT871830|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident89.340,HCV,1b,100.0
KT871821|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.294,HCV,1b,100.0
KT871832|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871833|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871808|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT871807|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871819|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871816|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT871813|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident95.770,HCV,1a,100.0
KT871828|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871824|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
KT871826|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.308,HCV,1a,100.0
KT871836|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
KT871804|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
KT871801|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT871920|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT871965|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.832,HCV,1b,100.0
KT871982|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872011|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872010|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872033|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872090|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872088|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.140,HCV,1b,100.0
KT872112|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872118|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872099|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872136|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT872130|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872141|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.464,HCV,1b,100.0
KT872146|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872134|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872153|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
KT872149|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872161|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872170|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT872157|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872176|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872184|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872175|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872211|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872215|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.308,HCV,1a,100.0
KT872214|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident85.956,HCV,1b,100.0
KT872222|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.293,HCV,1a,100.0
KT872225|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872230|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872233|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872232|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872257|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.631,HCV,1a,100.0
KT872260|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.308,HCV,1a,100.0
KT872265|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.462,HCV,1a,100.0
KT872269|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872280|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.971,HCV,1b,100.0
KT872304|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872317|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872324|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident89.340,HCV,1b,100.0
KT872332|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
KT872339|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872365|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT872361|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872371|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872401|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872389|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
KT872412|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident98.816,HCV,1a,100.0
KT872444|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT872422|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872453|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident85.618,HCV,1b,100.0
KT872464|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872480|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.124,HCV,1a,100.0
KT872499|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872510|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872516|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872531|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872538|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872552|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872562|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident96.954,HCV,1a,100.0
KT872573|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872605|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.802,HCV,1b,100.0
KT872610|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872626|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.663,HCV,1b,100.0
KT872623|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872634|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident95.939,HCV,1a,100.0
KT872639|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872644|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident95.770,HCV,1a,100.0
KT872651|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT872676|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872674|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872712|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.462,HCV,1a,100.0
KT872719|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT872738|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872728|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident86.971,HCV,1b,100.0
KT872744|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872764|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.479,HCV,1b,100.0
KT872749|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.817,HCV,1b,100.0
KT872774|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872779|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT872790|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.310,HCV,1b,100.0
KT872805|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.494,HCV,1b,100.0
KT872818|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT872827|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
KT872819|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.156,HCV,1b,100.0
KT871844|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871871|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.648,HCV,1b,100.0
KT871922|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident88.325,HCV,1b,100.0
KT871849|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident97.970,HCV,1a,100.0
KT871848|geneNS5B|query1-1773|h77_aa1-591|extracted_nt1773|aligned_aa591|pident87.986,HCV,1b,100.0
