Accession,PerGeneSubtype,FullGenomeSubtype,CometPerGeneSubtype,CometFullGenomeSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
KT233963,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233964,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233965,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233969,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233970,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233971,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233972,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233973,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233976,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233978,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233979,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233982,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233983,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233984,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233985,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233987,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233988,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233990,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233993,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233994,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT233995,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233997,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT233999,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234000,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234001,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234002,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234006,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234007,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234008,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234009,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234011,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234013,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234015,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234017,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234018,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234020,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234021,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234022,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234023,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234027,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234028,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234029,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234030,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234031,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234034,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234035,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234036,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234039,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234040,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234043,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234046,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234047,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234050,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234053,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234055,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234058,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234059,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234060,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234061,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234062,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234063,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234064,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234067,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234069,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234070,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234071,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234072,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234073,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234076,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234077,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234080,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234083,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234086,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234087,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234088,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234090,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234091,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234092,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234093,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234096,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234097,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234099,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234101,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234102,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234103,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234104,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234106,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234107,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234108,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234109,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234112,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234113,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234114,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234115,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234117,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234119,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234120,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234121,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234122,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234123,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234125,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234126,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234128,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234129,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234130,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234131,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234132,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234133,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234134,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234135,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234138,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234139,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234142,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234144,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234145,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234147,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234148,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234149,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234150,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234153,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234154,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234155,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234156,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234157,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234158,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234159,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234160,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234161,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234163,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234164,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234165,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234166,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234167,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234169,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234170,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234171,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234173,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234174,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234176,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234177,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234178,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234179,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234181,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234182,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234184,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234185,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234186,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234187,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234188,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234190,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234192,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234193,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234194,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234195,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234201,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234203,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234207,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234208,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234209,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234210,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234212,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234216,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234218,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234222,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234223,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234224,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234225,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234227,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234230,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234231,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234232,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234233,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234235,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234237,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234238,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234239,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234241,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234242,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234243,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234244,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234245,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234246,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234247,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234250,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234251,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234252,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234253,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234255,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234256,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234257,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234258,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234259,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234260,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234261,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234262,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234263,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234264,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234265,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234266,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234267,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234268,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234270,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234272,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234274,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234275,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234276,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234278,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234279,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234280,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234281,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234282,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234283,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234288,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234289,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234290,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234291,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234292,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234294,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234296,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234298,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234299,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234302,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234303,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234304,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234305,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234308,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234310,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234311,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234312,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234313,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234316,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234318,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234319,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234320,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234322,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234323,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234324,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234326,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234327,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234328,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234333,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234334,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234337,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234338,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234339,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234340,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234343,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234344,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234345,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234346,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234347,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234349,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234350,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234351,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234352,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234353,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234357,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234358,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234359,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234360,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234362,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234363,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234365,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234367,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234368,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234370,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234371,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234374,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234375,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234376,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234377,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234378,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234379,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234380,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234381,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234382,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234383,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234385,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234386,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234387,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234388,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234389,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234391,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234392,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234396,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234397,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234398,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234399,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234400,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234401,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234402,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234403,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234405,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234406,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234407,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234409,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234410,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234411,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234412,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234413,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234414,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234415,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234417,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234418,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234421,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234422,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234423,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234424,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234426,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234427,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234428,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234430,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234431,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234432,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234434,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234435,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234436,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234437,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234438,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234440,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234441,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234442,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234443,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234444,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234448,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234450,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234454,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234455,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234456,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234458,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234460,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234461,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234462,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234464,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234465,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234467,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234468,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234469,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234470,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234471,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234474,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234476,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234478,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234479,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234480,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234481,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234482,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234483,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234484,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234485,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234486,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234487,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234488,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234490,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234493,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234494,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234495,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234497,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234498,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234500,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234501,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234502,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234503,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234504,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234507,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234508,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234509,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234510,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234511,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234514,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234515,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234516,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234517,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
KT234518,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
KT234519,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
