Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KT871802,1,1b,1,1b,1,1b,1,1b,1,1b
KT871804,1,1a,1,1a,1,1a,1,1a,1,1a
KT871805,1,1b,1,1b,1,1b,1,1b,1,1b
KT871806,1,1b,1,1b,1,1b,1,1b,1,1b
KT871807,1,1b,1,1b,1,1b,1,1b,1,1b
KT871808,1,1b,1,1b,1,1b,1,1b,1,1b
KT871809,1,1a,1,1a,1,1a,1,1a,1,1a
KT871810,1,1a,1,1a,1,1a,1,1a,1,1a
KT871811,1,1b,1,1b,1,1b,1,1b,1,1b
KT871813,1,1a,1,1a,1,1a,1,1a,1,1a
KT871814,1,1b,1,1b,1,1b,1,1b,1,1b
KT871816,1,1b,1,1b,1,1b,1,1b,1,1b
KT871819,1,1b,1,1b,1,1b,1,1b,1,1b
KT871820,1,1b,1,1b,1,1b,1,1b,1,1b
KT871821,1,1b,1,1b,1,1b,1,1b,1,1b
KT871824,1,1a,1,1a,1,1a,1,1a,1,1a
KT871825,1,1b,1,1b,1,1b,1,1b,1,1b
KT871826,1,1a,1,1a,1,1a,1,1a,1,1a
KT871827,1,1b,1,1b,1,1b,1,1b,1,1b
KT871828,1,1b,1,1b,1,1b,1,1b,1,1b
KT871829,1,1a,1,1a,1,1a,1,1a,1,1a
KT871830,1,1b,1,1b,1,1b,1,1b,1,1b
KT871831,1,1b,1,1b,1,1b,1,1b,1,1b
KT871832,1,1b,1,1b,1,1b,1,1b,1,1b
KT871833,1,1b,1,1b,1,1b,1,1b,1,1b
KT871836,1,1a,1,1a,1,1a,1,1a,1,1a
KT871837,1,1b,1,1b,1,1b,1,1b,1,1b
KT871838,1,1b,1,1b,1,1b,1,1b,1,1b
KT871840,1,1b,1,1b,1,1b,1,1b,1,1b
KT871842,1,1b,1,1b,1,1b,1,1b,1,1b
KT871843,1,1b,1,1b,1,1b,1,1b,1,1b
KT871844,1,1b,1,1b,1,1b,1,1b,1,1b
KT871845,1,1b,1,1b,1,1b,1,1b,1,1b
KT871846,1,1b,1,1b,1,1b,1,1b,1,1b
KT871847,1,1b,1,1b,1,1b,1,1b,1,1b
KT871848,1,1b,1,1b,1,1b,1,1b,1,1b
KT871849,1,1a,1,1a,1,1a,1,1a,1,1a
KT871850,1,1a,1,1a,1,1a,1,1a,1,1a
KT871852,1,1b,1,1b,1,1b,1,1b,1,1b
KT871854,1,1b,1,1b,1,1b,1,1b,1,1b
KT871855,1,1b,1,1b,1,1b,1,1b,1,1b
KT871856,1,1b,1,1b,1,1b,1,1b,1,1b
KT871857,1,1b,1,1b,1,1b,1,1b,1,1b
KT871858,1,1b,1,1b,1,1b,1,1b,1,1b
KT871859,1,1b,1,1b,1,1b,1,1b,1,1b
KT871860,1,1b,1,1b,1,1b,1,1b,1,1b
KT871861,1,1b,1,1b,1,1b,1,1b,1,1b
KT871862,1,1a,1,1a,1,1a,1,1a,1,1a
KT871863,1,1b,1,1b,1,1b,1,1b,1,1b
KT871865,1,1b,1,1b,1,1b,1,1b,1,1b
KT871866,1,1b,1,1b,1,1b,1,1b,1,1b
KT871867,1,1b,1,1b,1,1b,1,1b,1,1b
KT871869,1,1a,1,1a,1,1a,1,1a,1,1a
KT871870,1,1b,1,1b,1,1b,1,1b,1,1b
KT871871,1,1b,1,1b,1,1b,1,1b,1,1b
KT871872,1,1b,1,1b,1,1b,1,1b,1,1b
KT871874,1,1b,1,1b,1,1b,1,1b,1,1b
KT871875,1,1b,1,1b,1,1b,1,1b,1,1b
KT871876,1,1a,1,1a,1,1a,1,1a,1,1a
KT871878,1,1b,1,1b,1,1b,1,1b,1,1b
KT871882,1,1b,1,1b,1,1b,1,1b,1,1b
KT871883,1,1b,1,1b,1,1b,1,1b,1,1b
KT871884,1,1b,1,1b,1,1b,1,1b,1,1b
KT871885,1,1b,1,1b,1,1b,1,1b,1,1b
KT871887,1,1b,1,1b,1,1b,1,1b,1,1b
KT871888,1,1b,1,1b,1,1b,1,1b,1,1b
KT871891,1,1b,1,1b,1,1b,1,1b,1,1b
KT871892,1,1b,1,1b,1,1b,1,1b,1,1b
KT871893,1,1b,1,1b,1,1b,1,1b,1,1b
KT871894,1,1b,1,1b,1,1b,1,1b,1,1b
KT871896,1,1b,1,1b,1,1b,1,1b,1,1b
KT871897,1,1b,1,1b,1,1b,1,1b,1,1b
KT871898,1,1b,1,1b,1,1b,1,1b,1,1b
KT871899,1,1b,1,1b,1,1b,1,1b,1,1b
KT871900,1,1b,1,1b,1,1b,1,1b,1,1b
KT871901,1,1b,1,1b,1,1b,1,1b,1,1b
KT871902,1,1b,1,1b,1,1b,1,1b,1,1b
KT871903,1,1b,1,1b,1,1b,1,1b,1,1b
KT871905,1,1b,1,1b,1,1b,1,1b,1,1b
KT871906,1,1b,1,1b,1,1b,1,1b,1,1b
KT871908,1,1a,1,1a,1,1a,1,1a,1,1a
KT871909,1,1b,1,1b,1,1b,1,1b,1,1b
KT871910,1,1b,1,1b,1,1b,1,1b,1,1b
KT871914,1,1a,1,1a,1,1a,1,1a,1,1a
KT871915,1,1b,1,1b,1,1b,1,1b,1,1b
KT871916,1,1b,1,1b,1,1b,1,1b,1,1b
KT871918,1,1a,1,1a,1,1a,1,1a,1,1a
KT871920,1,1b,1,1b,1,1b,1,1b,1,1b
KT871921,1,1b,1,1b,1,1b,1,1b,1,1b
KT871922,1,1b,1,1b,1,1b,1,1b,1,1b
KT871924,1,1b,1,1b,1,1b,1,1b,1,1b
KT871925,1,1b,1,1b,1,1b,1,1b,1,1b
KT871927,1,1b,1,1b,1,1b,1,1b,1,1b
KT871928,1,1a,1,1a,1,1a,1,1a,1,1a
KT871929,1,1b,1,1b,1,1b,1,1b,1,1b
KT871931,1,1a,1,1a,1,1a,1,1a,1,1a
KT871932,1,1a,1,1a,1,1a,1,1a,1,1a
KT871933,1,1a,1,1a,1,1a,1,1a,1,1a
KT871934,1,1b,1,1b,1,1b,1,1b,1,1b
KT871935,1,1b,1,1b,1,1b,1,1b,1,1b
KT871937,1,1b,1,1b,1,1b,1,1b,1,1b
KT871938,1,1b,1,1b,1,1b,1,1b,1,1b
KT871940,1,1a,1,1a,1,1a,1,1a,1,1a
KT871941,1,1b,1,1b,1,1b,1,1b,1,1b
KT871942,1,1b,1,1b,1,1b,1,1b,1,1b
KT871943,1,1b,1,1b,1,1b,1,1b,1,1b
KT871944,1,1b,1,1b,1,1b,1,1b,1,1b
KT871945,1,1b,1,1b,1,1b,1,1b,1,1b
KT871947,1,1b,1,1b,1,1b,1,1b,1,1b
KT871948,1,1b,1,1b,1,1b,1,1b,1,1b
KT871949,1,1b,1,1b,1,1b,1,1b,1,1b
KT871954,1,1b,1,1b,1,1b,1,1b,1,1b
KT871955,1,1b,1,1b,1,1b,1,1b,1,1b
KT871956,1,1b,1,1b,1,1b,1,1b,1,1b
KT871960,1,1a,1,1a,1,1a,1,1a,1,1a
KT871963,1,1a,1,1a,1,1a,1,1a,1,1a
KT871964,1,1b,1,1b,1,1b,1,1b,1,1b
KT871965,1,1b,1,1b,1,1b,1,1b,1,1b
KT871967,1,1b,1,1b,1,1b,1,1b,1,1b
KT871968,1,1a,1,1a,1,1a,1,1a,1,1a
KT871969,1,1a,1,1a,1,1a,1,1a,1,1a
KT871970,1,1b,1,1b,1,1b,1,1b,1,1b
KT871971,1,1b,1,1b,1,1b,1,1b,1,1b
KT871972,1,1b,1,1b,1,1b,1,1b,1,1b
KT871973,1,1b,1,1b,1,1b,1,1b,1,1b
KT871974,1,1b,1,1b,1,1b,1,1b,1,1b
KT871976,1,1b,1,1b,1,1b,1,1b,1,1b
KT871977,1,1b,1,1b,1,1b,1,1b,1,1b
KT871978,1,1b,1,1b,1,1b,1,1b,1,1b
KT871979,1,1b,1,1b,1,1b,1,1b,1,1b
KT871980,1,1b,1,1b,1,1b,1,1b,1,1b
KT871981,1,1b,1,1b,1,1b,1,1b,1,1b
KT871982,1,1b,1,1b,1,1b,1,1b,1,1b
KT871983,1,1b,1,1b,1,1b,1,1b,1,1b
KT871984,1,1b,1,1b,1,1b,1,1b,1,1b
KT871985,1,1b,1,1b,1,1b,1,1b,1,1b
KT871986,1,1b,1,1b,1,1b,1,1b,1,1b
KT871987,1,1b,1,1b,1,1b,1,1b,1,1b
KT871988,1,1b,1,1b,1,1b,1,1b,1,1b
KT871989,1,1a,1,1a,1,1a,1,1a,1,1a
KT871990,1,1b,1,1b,1,1b,1,1b,1,1b
KT871991,1,1b,1,1b,1,1b,1,1b,1,1b
KT871993,1,1b,1,1b,1,1b,1,1b,1,1b
KT871994,1,1b,1,1b,1,1b,1,1b,1,1b
KT871999,1,1b,1,1b,1,1b,1,1b,1,1b
KT872000,1,1b,1,1b,1,1b,1,1b,1,1b
KT872001,1,1b,1,1b,1,1b,1,1b,1,1b
KT872003,1,1b,1,1b,1,1b,1,1b,1,1b
KT872004,1,1b,1,1b,1,1b,1,1b,1,1b
KT872005,1,1b,1,1b,1,1b,1,1b,1,1b
KT872006,1,1b,1,1b,1,1b,1,1b,1,1b
KT872008,1,1b,1,1b,1,1b,1,1b,1,1b
KT872010,1,1b,1,1b,1,1b,1,1b,1,1b
KT872011,1,1b,1,1b,1,1b,1,1b,1,1b
KT872012,1,1b,1,1b,1,1b,1,1b,1,1b
KT872013,1,1b,1,1b,1,1b,1,1b,1,1b
KT872015,1,1b,1,1b,1,1b,1,1b,1,1b
KT872017,1,1b,1,1b,1,1b,1,1b,1,1b
KT872021,1,1a,1,1a,1,1a,1,1a,1,1a
KT872022,1,1b,1,1b,1,1b,1,1b,1,1b
KT872023,1,1b,1,1b,1,1b,1,1b,1,1b
KT872024,1,1b,1,1b,1,1b,1,1b,1,1b
KT872025,1,1b,1,1b,1,1b,1,1b,1,1b
KT872027,1,1b,1,1b,1,1b,1,1b,1,1b
KT872029,1,1b,1,1b,1,1b,1,1b,1,1b
KT872032,1,1b,1,1b,1,1b,1,1b,1,1b
KT872033,1,1b,1,1b,1,1b,1,1b,1,1b
KT872034,1,1b,1,1b,1,1b,1,1b,1,1b
KT872035,1,1b,1,1b,1,1b,1,1b,1,1b
KT872036,1,1b,1,1b,1,1b,1,1b,1,1b
KT872037,1,1a,1,1a,1,1a,1,1a,1,1a
KT872038,1,1b,1,1b,1,1b,1,1b,1,1b
KT872040,1,1b,1,1b,1,1b,1,1b,1,1b
KT872041,1,1b,1,1b,1,1b,1,1b,1,1b
KT872042,1,1b,1,1b,1,1b,1,1b,1,1b
KT872044,1,1a,1,1a,1,1a,1,1a,1,1a
KT872045,1,1b,1,1b,1,1b,1,1b,1,1b
KT872046,1,1b,1,1b,1,1b,1,1b,1,1b
KT872048,1,1a,1,1a,1,1a,1,1a,1,1a
KT872049,1,1a,1,1a,1,1a,1,1a,1,1a
KT872050,1,1b,1,1b,1,1b,1,1b,1,1b
KT872051,1,1b,1,1b,1,1b,1,1b,1,1b
KT872052,1,1b,1,1b,1,1b,1,1b,1,1b
KT872054,1,1b,1,1b,1,1b,1,1b,1,1b
KT872055,1,1b,1,1b,1,1b,1,1b,1,1b
KT872056,1,1b,1,1b,1,1b,1,1b,1,1b
KT872058,1,1b,1,1b,1,1b,1,1b,1,1b
KT872059,1,1b,1,1b,1,1b,1,1b,1,1b
KT872060,1,1b,1,1b,1,1b,1,1b,1,1b
KT872061,1,1b,1,1b,1,1b,1,1b,1,1b
KT872062,1,1b,1,1b,1,1b,1,1b,1,1b
KT872065,1,1b,1,1b,1,1b,1,1b,1,1b
KT872066,1,1b,1,1b,1,1b,1,1b,1,1b
KT872068,1,1b,1,1b,1,1b,1,1b,1,1b
KT872069,1,1a,1,1a,1,1a,1,1a,1,1a
KT872070,1,1a,1,1a,1,1a,1,1a,1,1a
KT872074,1,1b,1,1b,1,1b,1,1b,1,1b
KT872077,1,1b,1,1b,1,1b,1,1b,1,1b
KT872078,1,1b,1,1b,1,1b,1,1b,1,1b
KT872079,1,1b,1,1b,1,1b,1,1b,1,1b
KT872080,1,1b,1,1b,1,1b,1,1b,1,1b
KT872082,1,1b,1,1b,1,1b,1,1b,1,1b
KT872083,1,1b,1,1b,1,1b,1,1b,1,1b
KT872085,1,1b,1,1b,1,1b,1,1b,1,1b
KT872086,1,1b,1,1b,1,1b,1,1b,1,1b
KT872088,1,1b,1,1b,1,1b,1,1b,1,1b
KT872089,1,1b,1,1b,1,1b,1,1b,1,1b
KT872090,1,1b,1,1b,1,1b,1,1b,1,1b
KT872091,1,1b,1,1b,1,1b,1,1b,1,1b
KT872093,1,1b,1,1b,1,1b,1,1b,1,1b
KT872095,1,1b,1,1b,1,1b,1,1b,1,1b
KT872096,1,1b,1,1b,1,1b,1,1b,1,1b
KT872097,1,1b,1,1b,1,1b,1,1b,1,1b
KT872098,1,1b,1,1b,1,1b,1,1b,1,1b
KT872099,1,1b,1,1b,1,1b,1,1b,1,1b
KT872102,1,1b,1,1b,1,1b,1,1b,1,1b
KT872103,1,1a,1,1a,1,1a,1,1a,1,1a
KT872105,1,1b,1,1b,1,1b,1,1b,1,1b
KT872106,1,1b,1,1b,1,1b,1,1b,1,1b
KT872107,1,1b,1,1b,1,1b,1,1b,1,1b
KT872108,1,1a,1,1a,1,1a,1,1a,1,1a
KT872110,1,1b,1,1b,1,1b,1,1b,1,1b
KT872111,1,1b,1,1b,1,1b,1,1b,1,1b
KT872112,1,1b,1,1b,1,1b,1,1b,1,1b
KT872113,1,1b,1,1b,1,1b,1,1b,1,1b
KT872114,1,1b,1,1b,1,1b,1,1b,1,1b
KT872115,1,1b,1,1b,1,1b,1,1b,1,1b
KT872117,1,1a,1,1a,1,1a,1,1a,1,1a
KT872118,1,1b,1,1b,1,1b,1,1b,1,1b
KT872119,1,1a,1,1a,1,1a,1,1a,1,1a
KT872120,1,1b,1,1b,1,1b,1,1b,1,1b
KT872121,1,1b,1,1b,1,1b,1,1b,1,1b
KT872122,1,1a,1,1a,1,1a,1,1a,1,1a
KT872123,1,1b,1,1b,1,1b,1,1b,1,1b
KT872126,1,1b,1,1b,1,1b,1,1b,1,1b
KT872128,1,1b,1,1b,1,1b,1,1b,1,1b
KT872129,1,1a,1,1a,1,1a,1,1a,1,1a
KT872130,1,1b,1,1b,1,1b,1,1b,1,1b
KT872131,1,1b,1,1b,1,1b,1,1b,1,1b
KT872132,1,1b,1,1b,1,1b,1,1b,1,1b
KT872133,1,1b,1,1b,1,1b,1,1b,1,1b
KT872134,1,1b,1,1b,1,1b,1,1b,1,1b
KT872136,1,1b,1,1b,1,1b,1,1b,1,1b
KT872139,1,1b,1,1b,1,1b,1,1b,1,1b
KT872140,1,1b,1,1b,1,1b,1,1b,1,1b
KT872141,1,1b,1,1b,1,1b,1,1b,1,1b
KT872143,1,1b,1,1b,1,1b,1,1b,1,1b
KT872144,1,1b,1,1b,1,1b,1,1b,1,1b
KT872145,1,1b,1,1b,1,1b,1,1b,1,1b
KT872146,1,1b,1,1b,1,1b,1,1b,1,1b
KT872147,1,1a,1,1a,1,1a,1,1a,1,1a
KT872148,1,1b,1,1b,1,1b,1,1b,1,1b
KT872149,1,1b,1,1b,1,1b,1,1b,1,1b
KT872151,1,1b,1,1b,1,1b,1,1b,1,1b
KT872153,1,1a,1,1a,1,1a,1,1a,1,1a
KT872154,1,1b,1,1b,1,1b,1,1b,1,1b
KT872155,1,1b,1,1b,1,1b,1,1b,1,1b
KT872157,1,1b,1,1b,1,1b,1,1b,1,1b
KT872159,1,1b,1,1b,1,1b,1,1b,1,1b
KT872160,1,1a,1,1a,1,1a,1,1a,1,1a
KT872161,1,1b,1,1b,1,1b,1,1b,1,1b
KT872162,1,1b,1,1b,1,1b,1,1b,1,1b
KT872163,1,1b,1,1b,1,1b,1,1b,1,1b
KT872165,1,1a,1,1a,1,1a,1,1a,1,1a
KT872167,1,1b,1,1b,1,1b,1,1b,1,1b
KT872168,1,1b,1,1b,1,1b,1,1b,1,1b
KT872170,1,1b,1,1b,1,1b,1,1b,1,1b
KT872171,1,1b,1,1b,1,1b,1,1b,1,1b
KT872172,1,1b,1,1b,1,1b,1,1b,1,1b
KT872173,1,1b,1,1b,1,1b,1,1b,1,1b
KT872174,1,1b,1,1b,1,1b,1,1b,1,1b
KT872175,1,1b,1,1b,1,1b,1,1b,1,1b
KT872176,1,1b,1,1b,1,1b,1,1b,1,1b
KT872177,1,1b,1,1b,1,1b,1,1b,1,1b
KT872179,1,1b,1,1b,1,1b,1,1b,1,1b
KT872181,1,1b,1,1b,1,1b,1,1b,1,1b
KT872182,1,1a,1,1a,1,1a,1,1a,1,1a
KT872183,1,1b,1,1b,1,1b,1,1b,1,1b
KT872184,1,1b,1,1b,1,1b,1,1b,1,1b
KT872185,1,1b,1,1b,1,1b,1,1b,1,1b
KT872187,1,1b,1,1b,1,1b,1,1b,1,1b
KT872188,1,1a,1,1a,1,1a,1,1a,1,1a
KT872189,1,1b,1,1b,1,1b,1,1b,1,1b
KT872192,1,1b,1,1b,1,1b,1,1b,1,1b
KT872193,1,1b,1,1b,1,1b,1,1b,1,1b
KT872195,1,1b,1,1b,1,1b,1,1b,1,1b
KT872197,1,1b,1,1b,1,1b,1,1b,1,1b
KT872198,1,1b,1,1b,1,1b,1,1b,1,1b
KT872199,1,1b,1,1b,1,1b,1,1b,1,1b
KT872200,1,1a,1,1a,1,1a,1,1a,1,1a
KT872202,1,1b,1,1b,1,1b,1,1b,1,1b
KT872203,1,1b,1,1b,1,1b,1,1b,1,1b
KT872204,1,1b,1,1b,1,1b,1,1b,1,1b
KT872205,1,1b,1,1b,1,1b,1,1b,1,1b
KT872206,1,1b,1,1b,1,1b,1,1b,1,1b
KT872210,1,1b,1,1b,1,1b,1,1b,1,1b
KT872211,1,1b,1,1b,1,1b,1,1b,1,1b
KT872212,1,1b,1,1b,1,1b,1,1b,1,1b
KT872213,1,1b,1,1b,1,1b,1,1b,1,1b
KT872214,1,1b,1,1b,1,1b,1,1b,1,1b
KT872215,1,1a,1,1a,1,1a,1,1a,1,1a
KT872217,1,1b,1,1b,1,1b,1,1b,1,1b
KT872219,1,1b,1,1b,1,1b,1,1b,1,1b
KT872221,1,1b,1,1b,1,1b,1,1b,1,1b
KT872222,1,1a,1,1a,1,1a,1,1a,1,1a
KT872223,1,1b,1,1b,1,1b,1,1b,1,1b
KT872224,1,1b,1,1b,1,1b,1,1b,1,1b
KT872225,1,1b,1,1b,1,1b,1,1b,1,1b
KT872226,1,1b,1,1b,1,1b,1,1b,1,1b
KT872229,1,1b,1,1b,1,1b,1,1b,1,1b
KT872230,1,1b,1,1b,1,1b,1,1b,1,1b
KT872232,1,1b,1,1b,1,1b,1,1b,1,1b
KT872233,1,1b,1,1b,1,1b,1,1b,1,1b
KT872235,1,1a,1,1a,1,1a,1,1a,1,1a
KT872236,1,1b,1,1b,1,1b,1,1b,1,1b
KT872237,1,1b,1,1b,1,1b,1,1b,1,1b
KT872238,1,1b,1,1b,1,1b,1,1b,1,1b
KT872239,1,1b,1,1b,1,1b,1,1b,1,1b
KT872240,1,1b,1,1b,1,1b,1,1b,1,1b
KT872241,1,1b,1,1b,1,1b,1,1b,1,1b
KT872243,1,1b,1,1b,1,1b,1,1b,1,1b
KT872244,1,1b,1,1b,1,1b,1,1b,1,1b
KT872245,1,1b,1,1b,1,1b,1,1b,1,1b
KT872246,1,1b,1,1b,1,1b,1,1b,1,1b
KT872247,1,1b,1,1b,1,1b,1,1b,1,1b
KT872248,1,1b,1,1b,1,1b,1,1b,1,1b
KT872249,1,1b,1,1b,1,1b,1,1b,1,1b
KT872250,1,1b,1,1b,1,1b,1,1b,1,1b
KT872251,1,1b,1,1b,1,1b,1,1b,1,1b
KT872252,1,1a,1,1a,1,1a,1,1a,1,1a
KT872253,1,1a,1,1a,1,1a,1,1a,1,1a
KT872254,1,1b,1,1b,1,1b,1,1b,1,1b
KT872256,1,1a,1,1a,1,1a,1,1a,1,1a
KT872257,1,1a,1,1a,1,1a,1,1a,1,1a
KT872258,1,1a,1,1a,1,1a,1,1a,1,1a
KT872260,1,1a,1,1a,1,1a,1,1a,1,1a
KT872262,1,1b,1,1b,1,1b,1,1b,1,1b
KT872263,1,1b,1,1b,1,1b,1,1b,1,1b
KT872264,1,1b,1,1b,1,1b,1,1b,1,1b
KT872265,1,1a,1,1a,1,1a,1,1a,1,1a
KT872266,1,1a,1,1a,1,1a,1,1a,1,1a
KT872267,1,1b,1,1b,1,1b,1,1b,1,1b
KT872268,1,1b,1,1b,1,1b,1,1b,1,1b
KT872269,1,1b,1,1b,1,1b,1,1b,1,1b
KT872271,1,1b,1,1b,1,1b,1,1b,1,1b
KT872274,1,1a,1,1a,1,1a,1,1a,1,1a
KT872275,1,1b,1,1b,1,1b,1,1b,1,1b
KT872276,1,1a,1,1a,1,1a,1,1a,1,1a
KT872277,1,1b,1,1b,1,1b,1,1b,1,1b
KT872278,1,1b,1,1b,1,1b,1,1b,1,1b
KT872279,1,1b,1,1b,1,1b,1,1b,1,1b
KT872280,1,1b,1,1b,1,1b,1,1b,1,1b
KT872281,1,1b,1,1b,1,1b,1,1b,1,1b
KT872282,1,1b,1,1b,1,1b,1,1b,1,1b
KT872283,1,1b,1,1b,1,1b,1,1b,1,1b
KT872284,1,1b,1,1b,1,1b,1,1b,1,1b
KT872285,1,1b,1,1b,1,1b,1,1b,1,1b
KT872287,1,1a,1,1a,1,1a,1,1a,1,1a
KT872288,1,1b,1,1b,1,1b,1,1b,1,1b
KT872289,1,1a,1,1a,1,1a,1,1a,1,1a
KT872290,1,1b,1,1b,1,1b,1,1b,1,1b
KT872291,1,1b,1,1b,1,1b,1,1b,1,1b
KT872294,1,1a,1,1a,1,1a,1,1a,1,1a
KT872296,1,1b,1,1b,1,1b,1,1b,1,1b
KT872297,1,1b,1,1b,1,1b,1,1b,1,1b
KT872298,1,1b,1,1b,1,1b,1,1b,1,1b
KT872300,1,1b,1,1b,1,1b,1,1b,1,1b
KT872301,1,1b,1,1b,1,1b,1,1b,1,1b
KT872302,1,1b,1,1b,1,1b,1,1b,1,1b
KT872303,1,1a,1,1a,1,1a,1,1a,1,1a
KT872304,1,1b,1,1b,1,1b,1,1b,1,1b
KT872305,1,1b,1,1b,1,1b,1,1b,1,1b
KT872306,1,1b,1,1b,1,1b,1,1b,1,1b
KT872308,1,1b,1,1b,1,1b,1,1b,1,1b
KT872311,1,1b,1,1b,1,1b,1,1b,1,1b
KT872312,1,1b,1,1b,1,1b,1,1b,1,1b
KT872313,1,1b,1,1b,1,1b,1,1b,1,1b
KT872314,1,1b,1,1b,1,1b,1,1b,1,1b
KT872315,1,1b,1,1b,1,1b,1,1b,1,1b
KT872317,1,1b,1,1b,1,1b,1,1b,1,1b
KT872318,1,1b,1,1b,1,1b,1,1b,1,1b
KT872319,1,1b,1,1b,1,1b,1,1b,1,1b
KT872320,1,1b,1,1b,1,1b,1,1b,1,1b
KT872322,1,1b,1,1b,1,1b,1,1b,1,1b
KT872324,1,1b,1,1b,1,1b,1,1b,1,1b
KT872325,1,1b,1,1b,1,1b,1,1b,1,1b
KT872326,1,1b,1,1b,1,1b,1,1b,1,1b
KT872327,1,1a,1,1a,1,1a,1,1a,1,1a
KT872328,1,1b,1,1b,1,1b,1,1b,1,1b
KT872329,1,1b,1,1b,1,1b,1,1b,1,1b
KT872330,1,1b,1,1b,1,1b,1,1b,1,1b
KT872331,1,1b,1,1b,1,1b,1,1b,1,1b
KT872332,1,1a,1,1a,1,1a,1,1a,1,1a
KT872333,1,1b,1,1b,1,1b,1,1b,1,1b
KT872334,1,1b,1,1b,1,1b,1,1b,1,1b
KT872336,1,1b,1,1b,1,1b,1,1b,1,1b
KT872339,1,1b,1,1b,1,1b,1,1b,1,1b
KT872340,1,1b,1,1b,1,1b,1,1b,1,1b
KT872341,1,1b,1,1b,1,1b,1,1b,1,1b
KT872343,1,1b,1,1b,1,1b,1,1b,1,1b
KT872344,1,1a,1,1a,1,1a,1,1a,1,1a
KT872345,1,1a,1,1a,1,1a,1,1a,1,1a
KT872347,1,1b,1,1b,1,1b,1,1b,1,1b
KT872348,1,1b,1,1b,1,1b,1,1b,1,1b
KT872350,1,1b,1,1b,1,1b,1,1b,1,1b
KT872351,1,1b,1,1b,1,1b,1,1b,1,1b
KT872353,1,1b,1,1b,1,1b,1,1b,1,1b
KT872354,1,1b,1,1b,1,1b,1,1b,1,1b
KT872355,1,1b,1,1b,1,1b,1,1b,1,1b
KT872356,1,1a,1,1a,1,1a,1,1a,1,1a
KT872357,1,1b,1,1b,1,1b,1,1b,1,1b
KT872358,1,1b,1,1b,1,1b,1,1b,1,1b
KT872359,1,1b,1,1b,1,1b,1,1b,1,1b
KT872361,1,1b,1,1b,1,1b,1,1b,1,1b
KT872362,1,1b,1,1b,1,1b,1,1b,1,1b
KT872365,1,1b,1,1b,1,1b,1,1b,1,1b
KT872366,1,1b,1,1b,1,1b,1,1b,1,1b
KT872367,1,1b,1,1b,1,1b,1,1b,1,1b
KT872368,1,1b,1,1b,1,1b,1,1b,1,1b
KT872371,1,1b,1,1b,1,1b,1,1b,1,1b
KT872372,1,1b,1,1b,1,1b,1,1b,1,1b
KT872373,1,1a,1,1a,1,1a,1,1a,1,1a
KT872374,1,1b,1,1b,1,1b,1,1b,1,1b
KT872375,1,1a,1,1a,1,1a,1,1a,1,1a
KT872376,1,1b,1,1b,1,1b,1,1b,1,1b
KT872377,1,1b,1,1b,1,1b,1,1b,1,1b
KT872378,1,1a,1,1a,1,1a,1,1a,1,1a
KT872380,1,1b,1,1b,1,1b,1,1b,1,1b
KT872381,1,1b,1,1b,1,1b,1,1b,1,1b
KT872382,1,1a,1,1a,1,1a,1,1a,1,1a
KT872383,1,1b,1,1b,1,1b,1,1b,1,1b
KT872384,1,1a,1,1a,1,1a,1,1a,1,1a
KT872387,1,1b,1,1b,1,1b,1,1b,1,1b
KT872389,1,1a,1,1a,1,1a,1,1a,1,1a
KT872390,1,1b,1,1b,1,1b,1,1b,1,1b
KT872391,1,1a,1,1a,1,1a,1,1a,1,1a
KT872393,1,1b,1,1b,1,1b,1,1b,1,1b
KT872395,1,1b,1,1b,1,1b,1,1b,1,1b
KT872397,1,1b,1,1b,1,1b,1,1b,1,1b
KT872398,1,1b,1,1b,1,1b,1,1b,1,1b
KT872399,1,1b,1,1b,1,1b,1,1b,1,1b
KT872400,1,1b,1,1b,1,1b,1,1b,1,1b
KT872401,1,1b,1,1b,1,1b,1,1b,1,1b
KT872403,1,1a,1,1a,1,1a,1,1a,1,1a
KT872404,1,1b,1,1b,1,1b,1,1b,1,1b
KT872405,1,1b,1,1b,1,1b,1,1b,1,1b
KT872408,1,1b,1,1b,1,1b,1,1b,1,1b
KT872409,1,1b,1,1b,1,1b,1,1b,1,1b
KT872411,1,1b,1,1b,1,1b,1,1b,1,1b
KT872412,1,1a,1,1a,1,1a,1,1a,1,1a
KT872413,1,1b,1,1b,1,1b,1,1b,1,1b
KT872414,1,1b,1,1b,1,1b,1,1b,1,1b
KT872415,1,1b,1,1b,1,1b,1,1b,1,1b
KT872416,1,1b,1,1b,1,1b,1,1b,1,1b
KT872417,1,1b,1,1b,1,1b,1,1b,1,1b
KT872418,1,1b,1,1b,1,1b,1,1b,1,1b
KT872419,1,1b,1,1b,1,1b,1,1b,1,1b
KT872420,1,1b,1,1b,1,1b,1,1b,1,1b
KT872421,1,1b,1,1b,1,1b,1,1b,1,1b
KT872422,1,1b,1,1b,1,1b,1,1b,1,1b
KT872423,1,1a,1,1a,1,1a,1,1a,1,1a
KT872424,1,1b,1,1b,1,1b,1,1b,1,1b
