Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
KX621480,3,3a,3,3a,3,3a,3,3a,3,3a
KX621481,3,3a,3,3a,3,3a,3,3a,3,3a
KX621482,1,1a,1,1a,1,1a,1,1a,1,1a
KX621483,3,3a,3,3a,3,3a,3,3a,3,3a
KX621484,1,1a,1,1a,1,1a,1,1a,1,1a
KX621485,1,1a,1,1a,1,1a,1,1a,1,1a
KX621486,3,3a,3,3a,3,3a,3,3a,3,3a
KX621487,3,3a,3,3a,3,3a,3,3a,3,3a
KX621488,3,3a,3,3a,3,3a,3,3a,3,3a
KX621489,3,3a,3,3a,3,3a,3,3a,3,3a
KX621490,3,3a,3,3a,3,3a,3,3a,3,3a
KX621491,3,3a,3,3a,3,3a,3,3a,3,3a
KX621492,3,3a,3,3a,3,3a,3,3a,3,3a
KX621493,1,1a,1,1a,1,1a,1,1a,1,1a
KX621494,3,3a,3,3a,3,3a,3,3a,3,3a
KX621495,1,1a,1,1a,1,1a,1,1a,1,1a
KX621496,3,3a,3,3a,3,3a,3,3a,3,3a
KX621497,3,3a,3,3a,3,3a,3,3a,3,3a
KX621498,3,3a,3,3a,3,3a,3,3a,3,3a
KX621499,3,3a,3,3a,3,3a,3,3a,3,3a
KX621500,1,1a,1,1a,1,1a,1,1a,1,1a
KX621501,3,3a,3,3a,3,3a,3,3a,3,3a
KX621502,3,3a,3,3a,3,3a,3,3a,3,3a
KX621503,3,3a,3,3a,3,3a,3,3a,3,3a
KX621504,1,1a,1,1a,1,1a,1,1a,1,1a
KX621505,1,1a,1,1a,1,1a,1,1a,1,1a
KX621506,3,3a,3,3a,3,3a,3,3a,3,3a
KX621507,3,3a,3,3a,3,3a,3,3a,3,3a
KX621508,3,3a,3,3a,3,3a,3,3a,3,3a
KX621509,1,1a,1,1a,1,1a,1,1a,1,1a
KX621510,1,1a,1,1a,1,1a,1,1a,1,1a
KX621511,1,1a,1,1a,1,1a,1,1a,1,1a
KX621512,1,1a,1,1a,1,1a,1,1a,1,1a
KX621513,3,3a,3,3a,3,3a,3,3a,3,3a
KX621514,1,1a,1,1a,1,1a,1,1a,1,1a
KX621515,1,1a,1,1a,1,1a,1,1a,1,1a
KX621516,3,3a,3,3a,3,3a,3,3a,3,3a
KX621517,1,1a,1,1a,1,1a,1,1a,1,1a
KX621518,3,3a,3,3a,3,3a,3,3a,3,3a
KX621519,3,3a,3,3a,3,3a,3,3a,3,3a
KX621520,1,1a,1,1a,1,1a,1,1a,1,1a
KX621521,1,1a,1,1a,1,1a,1,1a,1,1a
KX621522,3,3a,3,3a,3,3a,3,3a,3,3a
KX621523,1,1a,1,1a,1,1a,1,1a,1,1a
KX621524,1,1a,1,1a,1,1a,1,1a,1,1a
KX621525,1,1a,1,1a,1,1a,1,1a,1,1a
KX621526,1,1a,1,1a,1,1a,1,1a,1,1a
KX621527,3,3a,3,3a,3,3a,3,3a,3,3a
KX621528,1,1a,1,1a,1,1a,1,1a,1,1a
KX621529,1,1a,1,1a,1,1a,1,1a,1,1a
KX621530,3,3a,3,3a,3,3a,3,3a,3,3a
KX621531,3,3a,3,3a,3,3a,3,3a,3,3a
KX621532,1,1a,1,1a,1,1a,1,1a,1,1a
KX621533,1,1a,1,1a,1,1a,1,1a,1,1a
KX621534,3,3a,3,3a,3,3a,3,3a,3,3a
KX621535,1,1a,1,1a,1,1a,1,1a,1,1a
KX621536,1,1a,1,1a,1,1a,1,1a,1,1a
KX621537,3,3a,3,3a,3,3a,3,3a,3,3a
KX621538,1,1a,1,1a,1,1a,1,1a,1,1a
KX621539,3,3a,3,3a,3,3a,3,3a,3,3a
KX621540,1,1a,1,1a,1,1a,1,1a,1,1a
KX621541,3,3a,3,3a,3,3a,3,3a,3,3a
KX621542,1,1a,1,1a,1,1a,1,1a,1,1a
KX621543,1,1a,1,1a,1,1a,1,1a,1,1a
KX621544,1,1a,1,1a,1,1a,1,1a,1,1a
KX621545,2,2b,2,2b,2,2b,2,2b,2,2b
KX621546,2,2b,2,2b,2,2b,2,2b,2,2b
KX621547,2,2b,2,2b,2,2b,2,2b,2,2b
KX621548,2,2b,2,2b,2,2b,2,2b,2,2b
KX621549,2,2b,2,2b,2,2b,2,2b,2,2b
KX621550,2,2b,2,2b,2,2b,2,2b,2,2b
KX621551,2,2b,2,2b,2,2b,2,2b,2,2b
KX621552,2,2b,2,2b,2,2b,2,2b,2,2b
KX621553,2,2b,2,2b,2,2b,2,2b,2,2b
KX621554,2,2b,2,2b,2,2b,2,2b,2,2b
KX621555,2,2b,2,2b,2,2b,2,2b,2,2b
KX621556,2,2b,2,2b,2,2b,2,2b,2,2b
KX688325,1,1a,1,1a,1,1a,1,1a,1,1a
KX688326,1,1a,1,1a,1,1a,1,1a,1,1a
KX688327,1,1a,1,1a,1,1a,1,1a,1,1a
KX688328,1,1a,1,1a,1,1a,1,1a,1,1a
KX688330,1,1a,1,1a,1,1a,1,1a,1,1a
KX688332,1,1a,1,1a,1,1a,1,1a,1,1a
KX688335,1,1a,1,1a,1,1a,1,1a,1,1a
KX688336,1,1a,1,1a,1,1a,1,1a,1,1a
KX688337,1,1a,1,1a,1,1a,1,1a,1,1a
KX688338,1,1a,1,1a,1,1a,1,1a,1,1a
KX688339,1,1a,1,1a,1,1a,1,1a,1,1a
KX688341,1,1a,1,1a,1,1a,1,1a,1,1a
KX688342,1,1a,1,1a,1,1a,1,1a,1,1a
KX688343,1,1a,1,1a,1,1a,1,1a,1,1a
KX688344,1,1a,1,1a,1,1a,1,1a,1,1a
KX688345,1,1a,1,1a,1,1a,1,1a,1,1a
KX688347,1,1a,1,1a,1,1a,1,1a,1,1a
KX688349,1,1a,1,1a,1,1a,1,1a,1,1a
KX688350,1,1a,1,1a,1,1a,1,1a,1,1a
KX688351,1,1a,1,1a,1,1a,1,1a,1,1a
KX688352,1,1a,1,1a,1,1a,1,1a,1,1a
KX688353,1,1a,1,1a,1,1a,1,1a,1,1a
KX688354,1,1a,1,1a,1,1a,1,1a,1,1a
KX688355,1,1a,1,1a,1,1a,1,1a,1,1a
KX688356,1,1a,1,1a,1,1a,1,1a,1,1a
KX688357,1,1a,1,1a,1,1a,1,1a,1,1a
KX688358,1,1a,1,1a,1,1a,1,1a,1,1a
KX688360,1,1a,1,1a,1,1a,1,1a,1,1a
KX688361,1,1a,1,1a,1,1a,1,1a,1,1a
KX688362,1,1a,1,1a,1,1a,1,1a,1,1a
KX688363,1,1a,1,1a,1,1a,1,1a,1,1a
KX688364,1,1a,1,1a,1,1a,1,1a,1,1a
KX688365,1,1a,1,1a,1,1a,1,1a,1,1a
KX688366,1,1a,1,1a,1,1a,1,1a,1,1a
KX688367,1,1a,1,1a,1,1a,1,1a,1,1a
KX688370,1,1a,1,1a,1,1a,1,1a,1,1a
KX688371,1,1a,1,1a,1,1a,1,1a,1,1a
KX688372,1,1a,1,1a,1,1a,1,1a,1,1a
KX688373,1,1a,1,1a,1,1a,1,1a,1,1a
KX688374,1,1a,1,1a,1,1a,1,1a,1,1a
KX688375,1,1a,1,1a,1,1a,1,1a,1,1a
KX688377,1,1a,1,1a,1,1a,1,1a,1,1a
KX688379,1,1a,1,1a,1,1a,1,1a,1,1a
KX688380,1,1a,1,1a,1,1a,1,1a,1,1a
KX688382,1,1a,1,1a,1,1a,1,1a,1,1a
KX688383,1,1a,1,1a,1,1a,1,1a,1,1a
KX688384,1,1a,1,1a,1,1a,1,1a,1,1a
KX688385,1,1a,1,1a,1,1a,1,1a,1,1a
KX688386,1,1b,1,1b,1,1b,1,1b,1,1b
KX688387,1,1b,1,1b,1,1b,1,1b,1,1b
KX688388,1,1b,1,1b,1,1b,1,1b,1,1b
KX688389,1,1b,1,1b,1,1b,1,1b,1,1b
KX688390,1,1b,1,1b,1,1b,1,1b,1,1b
KX688391,1,1b,1,1b,1,1b,1,1b,1,1b
KX688393,1,1b,1,1b,1,1b,1,1b,1,1b
KX688394,1,1b,1,1b,1,1b,1,1b,1,1b
KX688396,1,1b,1,1b,1,1b,1,1b,1,1b
KX688397,1,1b,1,1b,1,1b,1,1b,1,1b
KX688401,1,1b,1,1b,1,1b,1,1b,1,1b
KX688402,1,1b,1,1b,1,1b,1,1b,1,1b
KX688403,1,1b,1,1b,1,1b,1,1b,1,1b
KX688405,1,1b,1,1b,1,1b,1,1b,1,1b
KX688406,1,1b,1,1b,1,1b,1,1b,1,1b
KX688407,1,1b,1,1b,1,1b,1,1b,1,1b
KX688408,1,1b,1,1b,1,1b,1,1b,1,1b
KX688410,1,1b,1,1b,1,1b,1,1b,1,1b
KX688411,1,1b,1,1b,1,1b,1,1b,1,1b
KX688413,1,1b,1,1b,1,1b,1,1b,1,1b
KX688415,1,1b,1,1b,1,1b,1,1b,1,1b
KX688417,1,1b,1,1b,1,1b,1,1b,1,1b
KX688420,1,1b,1,1b,1,1b,1,1b,1,1b
KX688421,1,1b,1,1b,1,1b,1,1b,1,1b
KX688423,1,1b,1,1b,1,1b,1,1b,1,1b
KX688425,1,1b,1,1b,1,1b,1,1b,1,1b
KX688426,1,1b,1,1b,1,1b,1,1b,1,1b
KX688427,1,1b,1,1b,1,1b,1,1b,1,1b
KX688428,1,1b,1,1b,1,1b,1,1b,1,1b
KX688429,1,1b,1,1b,1,1b,1,1b,1,1b
KX688430,1,1b,1,1b,1,1b,1,1b,1,1b
KX688431,1,1b,1,1b,1,1b,1,1b,1,1b
KX688433,1,1b,1,1b,1,1b,1,1b,1,1b
KX688434,1,1b,1,1b,1,1b,1,1b,1,1b
KX688436,1,1b,1,1b,1,1b,1,1b,1,1b
KX688438,1,1b,1,1b,1,1b,1,1b,1,1b
KX688441,1,1b,1,1b,1,1b,1,1b,1,1b
KX688442,1,1b,1,1b,1,1b,1,1b,1,1b
KY083760,1,1b,1,1b,4,4r,4,4r,4,
KY120328,1,1b,1,1b,1,1b,1,1b,,
KY120329,6,6a,6,6a,6,6a,6,6a,,
KY120330,6,6n,6,6n,6,6n,6,6n,,
KY120331,1,1b,1,1b,1,1b,1,1b,,
KY120332,3,3a,3,3a,3,3a,3,3a,,
KY348757,1,1i,1,1b,1,1b,1,1b,1,
KY460622,4,4l,4,4l,4,4a,4,4a,4,4a
KY460623,4,4d,4,4d,4,4d,4,4d,4,4d
KY460624,4,4d,4,4d,4,4d,4,4d,4,4d
KY460625,4,4d,4,4d,4,4d,4,4d,4,4d
KY460626,4,4d,4,4d,4,4d,4,4d,4,4d
KY460627,4,4d,4,4d,4,4d,4,4d,4,4d
KY460628,4,4d,4,4d,4,4d,4,4d,4,4d
KY460629,4,4d,4,4d,4,4d,4,4d,4,4d
KY460630,4,4d,4,4d,4,4d,4,4d,4,4d
KY460631,4,4d,4,4d,4,4d,4,4d,4,4d
KY460632,4,4d,4,4d,4,4d,4,4d,4,4d
KY460633,4,4d,4,4d,4,4d,4,4d,4,4d
KY460634,4,4d,4,4d,4,4d,4,4d,4,4d
KY460635,4,4d,4,4d,4,4d,4,4d,4,4d
KY460636,4,4d,4,4d,4,4d,4,4d,4,4d
KY460637,4,4d,4,4d,4,4d,4,4d,4,4d
KY460638,4,4d,4,4d,4,4d,4,4d,4,4d
KY460639,4,4d,4,4d,4,4d,4,4d,4,4d
KY460640,4,4d,4,4d,4,4d,4,4d,4,4d
KY460641,4,4d,4,4d,4,4d,4,4d,4,4d
KY460642,4,4d,4,4d,4,4d,4,4d,4,4d
KY460644,4,4d,4,4d,4,4d,4,4d,4,4d
KY460645,4,4d,4,4d,4,4d,4,4d,4,4d
KY460646,4,4d,4,4d,4,4d,4,4d,4,4d
KY460647,4,4d,4,4d,4,4d,4,4d,4,4d
KY460648,4,4d,4,4d,4,4d,4,4d,4,4d
KY460649,4,4d,4,4d,4,4d,4,4d,4,4d
KY460650,4,4d,4,4d,4,4d,4,4d,4,4d
KY460651,4,4d,4,4d,4,4d,4,4d,4,4d
KY460652,4,4d,4,4d,4,4d,4,4d,4,4d
KY460653,4,4d,4,4d,4,4d,4,4d,4,4d
KY460654,4,4d,4,4d,4,4d,4,4d,4,4d
KY460655,4,4d,4,4d,4,4d,4,4d,4,4d
KY460656,4,4d,4,4d,4,4d,4,4d,4,4d
KY460657,4,4d,4,4d,4,4d,4,4d,4,4d
KY460658,4,4d,4,4d,4,4d,4,4d,4,4d
KY460659,4,4d,4,4d,4,4d,4,4d,4,4d
KY460660,4,4d,4,4d,4,4d,4,4d,4,4d
KY460661,4,4d,4,4d,4,4d,4,4d,4,4d
KY460662,4,4d,4,4d,4,4d,4,4d,4,4d
KY460663,4,4d,4,4d,4,4d,4,4d,4,4d
KY460664,4,4d,4,4d,4,4d,4,4d,4,4d
KY460665,4,4d,4,4d,4,4d,4,4d,4,4d
KY460666,4,4d,4,4d,4,4d,4,4d,4,4d
KY460667,4,4d,4,4d,4,4d,4,4d,4,4d
KY460668,4,4d,4,4d,4,4d,4,4d,4,4d
KY460669,4,4d,4,4d,4,4d,4,4d,4,4d
KY460670,4,4d,4,4d,4,4d,4,4d,4,4d
KY460671,4,4d,4,4d,4,4d,4,4d,4,4d
KY460672,4,4d,4,4d,4,4d,4,4d,4,4d
KY460673,4,4d,4,4d,4,4d,4,4d,4,4d
KY474420,3,3a,3,3a,3,3a,3,3a,,
KY474421,3,3a,3,3a,3,3a,3,3a,,
KY474422,3,3a,3,3a,3,3a,3,3a,,
KY474423,3,3a,3,3a,3,3a,3,3a,,
KY474424,3,3a,3,3a,3,3a,3,3a,,
KY474425,3,3a,3,3a,3,3a,3,3a,,
KY474426,3,3a,3,3a,3,3a,3,3a,,
KY474427,3,3a,3,3a,3,3a,3,3a,,
KY474428,3,3a,3,3a,3,3a,3,3a,,
KY474429,3,3a,3,3a,3,3a,3,3a,,
KY474430,3,3a,3,3a,3,3a,3,3a,,
KY474431,3,3a,3,3a,3,3a,3,3a,,
KY474432,3,3a,3,3a,3,3a,3,3a,,
KY474433,3,3a,3,3a,3,3a,3,3a,,
KY474434,3,3a,3,3a,3,3a,3,3a,,
KY474435,3,3a,3,3a,3,3a,3,3a,,
KY474436,3,3a,3,3a,3,3a,3,3a,,
KY474437,3,3a,3,3a,3,3a,3,3a,,
KY474438,3,3a,3,3a,3,3a,3,3a,,
KY474440,3,3a,3,3a,3,3a,3,3a,,
KY474442,3,3a,3,3a,3,3a,3,3a,,
KY474443,3,3a,3,3a,3,3a,3,3a,,
KY474444,3,3a,3,3a,3,3a,3,3a,,
KY474445,3,3a,3,3a,3,3a,3,3a,,
KY474446,3,3a,3,3a,3,3a,3,3a,,
KY474448,3,3a,3,3a,3,3a,3,3a,,
KY474449,3,3a,3,3a,3,3a,3,3a,,
KY474450,3,3a,3,3a,3,3a,3,3a,,
KY474451,3,3a,3,3a,3,3a,3,3a,,
KY474452,3,3a,3,3a,3,3a,3,3a,,
KY474453,3,3a,3,3a,3,3a,3,3a,,
KY474454,3,3a,3,3a,3,3a,3,3a,,
KY474455,3,3a,3,3a,3,3a,3,3a,,
KY474456,3,3a,3,3a,3,3a,3,3a,,
KY474457,3,3a,3,3a,3,3a,3,3a,,
KY474458,3,3a,3,3a,3,3a,3,3a,,
KY474459,3,3a,3,3a,3,3a,3,3a,,
KY474460,3,3a,3,3a,3,3a,3,3a,,
KY474461,3,3a,3,3a,3,3a,3,3a,,
KY474462,3,3a,3,3a,3,3a,3,3a,,
KY474464,3,3a,3,3a,3,3a,3,3a,,
KY620313,2,2a,2,2a,2,2a,2,2a,2,
KY620314,2,2a,2,2a,2,2a,2,2a,2,
KY620315,2,2a,2,2a,2,2a,2,2a,2,
KY620316,2,2a,2,2a,2,2a,2,2a,2,
KY620317,2,2a,2,2a,2,2a,2,2a,2,
KY620318,2,2a,2,2a,2,2a,2,2a,2,
KY620319,2,2a,2,2a,2,2a,2,2a,2,
KY620320,2,2a,2,2a,2,2a,2,2a,2,
KY620321,2,2a,2,2a,2,2a,2,2a,2,
KY620323,2,2a,2,2a,2,2a,2,2a,2,
KY620324,2,2a,2,2a,2,2a,2,2a,2,
KY620325,2,2a,2,2a,2,2a,2,2a,2,
KY620326,2,2a,2,2a,2,2a,2,2a,2,
KY620327,2,2a,2,2a,2,2a,2,2a,2,
KY620328,2,2a,2,2a,2,2a,2,2a,2,
KY620329,2,2m,2,2m,2,2m,2,2m,2,
KY620331,2,2c,2,2c,2,2c,2,2c,2,
KY620332,2,2c,2,2c,2,2c,2,2c,2,
KY620335,2,2b,2,2b,2,2b,2,2b,2,
KY620336,2,2b,2,2b,2,2b,2,2b,2,
KY620337,2,2b,2,2b,2,2b,2,2b,2,
KY620338,2,2b,2,2b,2,2b,2,2b,2,
KY620339,2,2b,2,2b,2,2b,2,2b,2,
KY620340,2,2b,2,2b,2,2b,2,2b,2,
KY620341,2,2b,2,2b,2,2b,2,2b,2,
KY620342,2,2b,2,2b,2,2b,2,2b,2,
KY620343,2,2b,2,2b,2,2b,2,2b,2,
KY620344,2,2b,2,2b,2,2b,2,2b,2,
KY620345,2,2b,2,2b,2,2b,2,2b,2,
KY620346,2,2b,2,2b,2,2b,2,2b,2,
KY620347,2,2b,2,2b,2,2b,2,2b,2,
KY620348,2,2b,2,2b,2,2b,2,2b,2,
KY620349,2,2b,2,2b,2,2b,2,2b,2,
KY620350,2,2b,2,2b,2,2b,2,2b,2,
KY620351,2,2b,2,2b,2,2b,2,2b,2,
KY620352,2,2b,2,2b,2,2b,2,2b,2,
KY620353,2,2b,2,2b,2,2b,2,2b,2,
KY620354,2,2b,2,2b,2,2b,2,2b,2,
KY620355,2,2b,2,2b,2,2b,2,2b,2,
KY620356,2,2b,2,2b,2,2b,2,2b,2,
KY620357,2,2b,2,2b,2,2b,2,2b,2,
KY620358,2,2b,2,2b,2,2b,2,2b,2,
KY620359,2,2b,2,2b,2,2b,2,2b,2,
KY620360,2,2b,2,2b,2,2b,2,2b,2,
KY620361,2,2b,2,2b,2,2b,2,2b,2,
KY620362,3,3a,3,3a,3,3a,3,3a,3,
KY620363,3,3a,3,3a,3,3a,3,3a,3,
KY620365,3,3a,3,3a,3,3a,3,3a,3,
KY620366,3,3a,3,3a,3,3a,3,3a,3,
KY620367,3,3a,3,3a,3,3a,3,3a,3,
KY620368,3,3a,3,3a,3,3a,3,3a,3,
KY620369,3,3a,3,3a,3,3a,3,3a,3,
KY620371,3,3a,3,3a,3,3a,3,3a,3,
KY620372,3,3a,3,3a,3,3a,3,3a,3,
KY620374,3,3a,3,3a,3,3a,3,3a,3,
KY620375,3,3a,3,3a,3,3a,3,3a,3,
KY620376,3,3a,3,3a,3,3a,3,3a,3,
KY620377,3,3a,3,3a,3,3a,3,3a,3,
KY620378,3,3a,3,3a,3,3a,3,3a,3,
KY620379,3,3a,3,3a,3,3a,3,3a,3,
KY620380,3,3a,3,3a,3,3a,3,3a,3,
KY620381,3,3a,3,3a,3,3a,3,3a,3,
KY620382,3,3a,3,3a,3,3a,3,3a,3,
KY620383,3,3a,3,3a,3,3a,3,3a,3,
KY620385,3,3a,3,3a,3,3a,3,3a,3,
KY620386,3,3a,3,3a,3,3a,3,3a,3,
KY620387,3,3a,3,3a,3,3a,3,3a,3,
KY620388,3,3a,3,3a,3,3a,3,3a,3,
KY620389,3,3a,3,3a,3,3a,3,3a,3,
KY620391,3,3a,3,3a,3,3a,3,3a,3,
KY620392,3,3a,3,3a,3,3a,3,3a,3,
KY620393,3,3a,3,3a,3,3a,3,3a,3,
KY620394,3,3a,3,3a,3,3a,3,3a,3,
KY620395,3,3a,3,3a,3,3a,3,3a,3,
KY620396,3,3a,3,3a,3,3a,3,3a,3,
KY620397,3,3a,3,3a,3,3a,3,3a,3,
KY620398,3,3a,3,3a,3,3a,3,3a,3,
KY620399,3,3a,3,3a,3,3a,3,3a,3,
KY620400,3,3a,3,3a,3,3a,3,3a,3,
KY620401,3,3a,3,3a,3,3a,3,3a,3,
KY620402,3,3a,3,3a,3,3a,3,3a,3,
KY620403,3,3a,3,3a,3,3a,3,3a,3,
KY620405,3,3a,3,3a,3,3a,3,3a,3,
KY620406,3,3a,3,3a,3,3a,3,3a,3,
KY620407,3,3a,3,3a,3,3a,3,3a,3,
KY620408,3,3a,3,3a,3,3a,3,3a,3,
KY620409,3,3a,3,3a,3,3a,3,3a,3,
KY620410,3,3a,3,3a,3,3a,3,3a,3,
KY620411,3,3a,3,3a,3,3a,3,3a,3,
KY620412,3,3a,3,3a,3,3a,3,3a,3,
KY620413,3,3a,3,3a,3,3a,3,3a,3,
KY620415,3,3a,3,3a,3,3a,3,3a,3,
KY620416,3,3a,3,3a,3,3a,3,3a,3,
KY620417,3,3a,3,3a,3,3a,3,3a,3,
KY620418,3,3a,3,3a,3,3a,3,3a,3,
KY620419,3,3a,3,3a,3,3a,3,3a,3,
KY620420,3,3a,3,3a,3,3a,3,3a,3,
KY620421,3,3a,3,3a,3,3a,3,3a,3,
KY620422,3,3a,3,3a,3,3a,3,3a,3,
KY620423,3,3a,3,3a,3,3a,3,3a,3,
KY620424,3,3a,3,3a,3,3a,3,3a,3,
KY620425,3,3a,3,3a,3,3a,3,3a,3,
KY620426,3,3a,3,3a,3,3a,3,3a,3,
KY620428,3,3a,3,3a,3,3a,3,3a,3,
KY620429,3,3a,3,3a,3,3a,3,3a,3,
KY620430,3,3a,3,3a,3,3a,3,3a,3,
KY620431,3,3a,3,3a,3,3a,3,3a,3,
KY620432,3,3a,3,3a,3,3a,3,3a,3,
KY620433,3,3a,3,3a,3,3a,3,3a,3,
KY620434,3,3a,3,3a,3,3a,3,3a,3,
KY620435,3,3a,3,3a,3,3a,3,3a,3,
KY620436,3,3a,3,3a,3,3a,3,3a,3,
KY620438,3,3a,3,3a,3,3a,3,3a,3,
KY620439,3,3a,3,3a,3,3a,3,3a,3,
KY620440,3,3a,3,3a,3,3a,3,3a,3,
KY620441,3,3a,3,3a,3,3a,3,3a,3,
KY620442,3,3a,3,3a,3,3a,3,3a,3,
KY620443,3,3a,3,3a,3,3a,3,3a,3,
KY620444,3,3a,3,3a,3,3a,3,3a,3,
KY620445,3,3a,3,3a,3,3a,3,3a,3,
KY620446,3,3a,3,3a,3,3a,3,3a,3,
KY620447,3,3a,3,3a,3,3a,3,3a,3,
KY620449,3,3a,3,3a,3,3a,3,3a,3,
KY620450,3,3a,3,3a,3,3a,3,3a,3,
KY620451,3,3a,3,3a,3,3a,3,3a,3,
KY620452,3,3a,3,3a,3,3a,3,3a,3,
KY620453,3,3a,3,3a,3,3a,3,3a,3,
KY620454,3,3a,3,3a,3,3a,3,3a,3,
KY620455,3,3a,3,3a,3,3a,3,3a,3,
KY620457,3,3a,3,3a,3,3a,3,3a,3,
KY620458,3,3a,3,3a,3,3a,3,3a,3,
KY620459,3,3a,3,3a,3,3a,3,3a,3,
KY620460,3,3a,3,3a,3,3a,3,3a,3,
KY620461,3,3a,3,3a,3,3a,3,3a,3,
KY620462,3,3a,3,3a,3,3a,3,3a,3,
KY620463,3,3a,3,3a,3,3a,3,3a,3,
KY620464,3,3a,3,3a,3,3a,3,3a,3,
KY620465,3,3a,3,3a,3,3a,3,3a,3,
KY620466,3,3a,3,3a,3,3a,3,3a,3,
KY620467,3,3a,3,3a,3,3a,3,3a,3,
KY620468,3,3a,3,3a,3,3a,3,3a,3,
KY620469,3,3a,3,3a,3,3a,3,3a,3,
KY620470,3,3a,3,3a,3,3a,3,3a,3,
KY620471,3,3a,3,3a,3,3a,3,3a,3,
KY620472,3,3a,3,3a,3,3a,3,3a,3,
KY620473,3,3a,3,3a,3,3a,3,3a,3,
KY620474,3,3a,3,3a,3,3a,3,3a,3,
KY620475,3,3a,3,3a,3,3a,3,3a,3,
KY620476,3,3a,3,3a,3,3a,3,3a,3,
KY620477,3,3a,3,3a,3,3a,3,3a,3,
KY620478,3,3a,3,3a,3,3a,3,3a,3,
KY620479,3,3a,3,3a,3,3a,3,3a,3,
KY620480,3,3a,3,3a,3,3a,3,3a,3,
KY620481,3,3a,3,3a,3,3a,3,3a,3,
KY620482,3,3a,3,3a,3,3a,3,3a,3,
KY620483,3,3a,3,3a,3,3a,3,3a,3,
KY620485,3,3a,3,3a,3,3a,3,3a,3,
KY620486,3,3a,3,3a,3,3a,3,3a,3,
KY620487,3,3a,3,3a,3,3a,3,3a,3,
KY620488,3,3a,3,3a,3,3a,3,3a,3,
KY620489,3,3a,3,3a,3,3a,3,3a,3,
KY620490,3,3a,3,3a,3,3a,3,3a,3,
KY620491,3,3a,3,3a,3,3a,3,3a,3,
KY620492,3,3a,3,3a,3,3a,3,3a,3,
KY620493,3,3a,3,3a,3,3a,3,3a,3,
KY620494,3,3a,3,3a,3,3a,3,3a,3,
KY620495,3,3a,3,3a,3,3a,3,3a,3,
KY620496,3,3a,3,3a,3,3a,3,3a,3,
KY620497,3,3a,3,3a,3,3a,3,3a,3,
KY620498,3,3a,3,3a,3,3a,3,3a,3,
KY620499,3,3a,3,3a,3,3a,3,3a,3,
KY620500,3,3a,3,3a,3,3a,3,3a,3,
KY620501,3,3a,3,3a,3,3a,3,3a,3,
KY620502,3,3a,3,3a,3,3a,3,3a,3,
KY620503,3,3a,3,3a,3,3a,3,3a,3,
KY620504,3,3a,3,3a,3,3a,3,3a,3,
KY620505,3,3a,3,3a,3,3a,3,3a,3,
KY620506,3,3a,3,3a,3,3a,3,3a,3,
KY620507,3,3a,3,3a,3,3a,3,3a,3,
KY620509,3,3a,3,3a,3,3a,3,3a,3,
KY620510,3,3a,3,3a,3,3a,3,3a,3,
KY620511,3,3a,3,3a,3,3a,3,3a,3,
KY620512,3,3a,3,3a,3,3a,3,3a,3,
KY620513,3,3a,3,3a,3,3a,3,3a,3,
KY620518,3,3a,3,3a,3,3a,3,3a,3,
KY620520,3,3a,3,3a,3,3a,3,3a,3,
KY620521,3,3a,3,3a,3,3a,3,3a,3,
KY620522,3,3a,3,3a,3,3a,3,3a,3,
KY620523,3,3a,3,3a,3,3a,3,3a,3,
KY620524,3,3a,3,3a,3,3a,3,3a,3,
KY620525,3,3a,3,3a,3,3a,3,3a,3,
KY620527,3,3a,3,3a,3,3a,3,3a,3,
KY620528,3,3a,3,3a,3,3a,3,3a,3,
KY620529,3,3a,3,3a,3,3a,3,3a,3,
KY620530,3,3a,3,3a,3,3a,3,3a,3,
KY620531,3,3a,3,3a,3,3a,3,3a,3,
KY620532,3,3a,3,3a,3,3a,3,3a,3,
KY620533,3,3a,3,3a,3,3a,3,3a,3,
KY620534,3,3a,3,3a,3,3a,3,3a,3,
KY620535,3,3a,3,3a,3,3a,3,3a,3,
KY620536,3,3a,3,3a,3,3a,3,3a,3,
KY620537,3,3a,3,3a,3,3a,3,3a,3,
KY620538,3,3a,3,3a,3,3a,3,3a,3,
KY620539,3,3a,3,3a,3,3a,3,3a,3,
KY620540,3,3a,3,3a,3,3a,3,3a,3,
KY620541,3,3a,3,3a,3,3a,3,3a,3,
KY620542,3,3a,3,3a,3,3a,3,3a,3,
KY620543,3,3a,3,3a,3,3a,3,3a,3,
KY620545,3,3a,3,3a,3,3a,3,3a,3,
KY620546,3,3a,3,3a,3,3a,3,3a,3,
KY620547,3,3a,3,3a,3,3a,3,3a,3,
KY620548,3,3a,3,3a,3,3a,3,3a,3,
KY620550,3,3a,3,3a,3,3a,3,3a,3,
KY620551,3,3a,3,3a,3,3a,3,3a,3,
KY620553,3,3a,3,3a,3,3a,3,3a,3,
KY620554,3,3a,3,3a,3,3a,3,3a,3,
KY620555,3,3a,3,3a,3,3a,3,3a,3,
KY620556,3,3a,3,3a,3,3a,3,3a,3,
KY620557,3,3a,3,3a,3,3a,3,3a,3,
KY620558,3,3a,3,3a,3,3a,3,3a,3,
