Accession,PerGeneGenotype,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,FullSeqGenotype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,CometPerGeneGenotype,CometPerGeneSubtype,CometFullSeqGenotype,CometFullSeqSubtype,GenBankGenotype,GenBankSubtype
KT234059,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234060,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234061,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234062,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234063,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234064,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234067,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234069,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234070,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234071,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234072,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234073,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234076,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234077,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234080,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234083,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234086,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234087,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234088,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234090,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234091,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234092,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234093,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234096,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234097,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234099,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234101,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234102,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234103,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234104,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234106,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234107,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234108,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234109,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234112,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234113,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234114,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234115,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234117,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234119,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234120,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234121,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234122,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234123,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234125,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234126,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234128,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234129,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234130,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234131,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234132,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234133,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234134,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234135,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234138,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234139,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234142,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234144,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234145,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234147,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234148,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234149,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234150,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234153,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234154,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234155,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234156,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234157,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234158,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234159,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234160,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234161,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234163,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234164,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234165,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234166,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234167,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234169,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234170,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234171,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234173,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234174,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234176,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234177,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234178,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234179,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234181,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234182,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234184,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234185,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234186,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234187,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234188,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234190,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234192,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234193,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234194,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234195,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234201,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234203,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234207,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234208,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234209,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234210,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234212,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234216,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234218,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234222,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234223,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234224,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234225,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234227,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234230,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234231,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234232,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234233,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234235,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234237,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234238,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234239,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234241,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234242,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234243,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234244,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234245,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234246,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234247,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234250,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234251,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234252,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234253,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234255,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234256,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234257,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234258,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234259,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234260,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234261,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234262,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234263,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234264,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234265,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234266,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234267,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234268,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234270,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234272,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234274,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234275,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234276,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234278,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234279,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234280,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234281,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234282,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234283,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234288,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234289,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234290,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234291,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234292,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234294,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234296,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234298,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234299,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234302,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234303,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234304,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234305,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234308,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234310,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234311,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234312,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234313,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234316,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234318,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234319,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234320,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234322,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234323,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234324,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234326,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234327,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234328,1,1b,1890,1,1b,2054,1,1b,1,1b,1,1b
KT234333,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234334,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234337,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234338,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234339,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234340,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234343,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234344,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234345,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234346,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234347,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234349,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234350,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
KT234351,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234352,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234353,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234357,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234358,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234359,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234360,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234362,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234363,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234365,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234367,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234368,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234370,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234371,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234374,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234375,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234376,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234377,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234378,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234379,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234380,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234381,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234382,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234383,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234385,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234386,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234387,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234388,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234389,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234391,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234392,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234396,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234397,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234398,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234399,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234400,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234401,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234402,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234403,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234405,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234406,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234407,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234409,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234410,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234411,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234412,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234413,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234414,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234415,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234417,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234418,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234421,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234422,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234423,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234424,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234426,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234427,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234428,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234430,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234431,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234432,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234434,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234435,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234436,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234437,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234438,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234440,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234441,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234442,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234443,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234444,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234448,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234450,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234454,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234455,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234456,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234458,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234460,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234461,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234462,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234464,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234465,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234467,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234468,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234469,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234470,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234471,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234474,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234476,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234478,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234479,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234480,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234481,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234482,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234483,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234484,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234485,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234486,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234487,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234488,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234490,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234493,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234494,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234495,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234497,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234498,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234500,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234501,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234502,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234503,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234504,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234507,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234508,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234509,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234510,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234511,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234514,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234515,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234516,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234517,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234518,1,1b,1893,1,1b,2055,1,1b,1,1b,1,1b
KT234519,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234520,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234521,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234522,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234523,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234524,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234525,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234526,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234527,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234528,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234529,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234530,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234531,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234532,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234533,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234535,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234536,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234537,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234538,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234540,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234541,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234543,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234544,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234545,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234546,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234547,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234549,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234550,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234551,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234552,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234553,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234554,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234555,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234556,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234557,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234559,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234560,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234563,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234564,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234565,1,1a,1893,1,1a,2054,1,1a,1,1a,1,1a
KT234568,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234569,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234570,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234572,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234574,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234575,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234576,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234577,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234578,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234579,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234581,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234582,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234583,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234586,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234587,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234589,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
KT234590,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234594,1,1a,1892,1,1a,2055,1,1a,1,1a,1,1a
KT234597,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
KT234598,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234600,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234601,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234602,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234603,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234604,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
KT234605,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
